County,state,value,range,year
Terrell,TX,64.1,55.8 - 100.5 (629),2013-2015
Independence,AR,64.2,55.8 - 100.5 (629),2013-2015
Metcalfe,KY,64.2,55.8 - 100.5 (629),2013-2015
Lorain,OH,64.2,55.8 - 100.5 (629),2013-2015
Mercer,PA,64.3,55.8 - 100.5 (629),2013-2015
Trimble,KY,64.4,55.8 - 100.5 (629),2013-2015
Lee,AR,64.4,55.8 - 100.5 (629),2013-2015
Red River,TX,64.4,55.8 - 100.5 (629),2013-2015
Tipton,TN,64.5,55.8 - 100.5 (629),2013-2015
Marlboro,SC,64.5,55.8 - 100.5 (629),2013-2015
Lafayette,AR,64.6,55.8 - 100.5 (629),2013-2015
Mecklenburg,VA,64.7,55.8 - 100.5 (629),2013-2015
Liberty,TX,64.8,55.8 - 100.5 (629),2013-2015
Lenoir,NC,64.9,55.8 - 100.5 (629),2013-2015
Trumbull,OH,65.0,55.8 - 100.5 (629),2013-2015
Neshoba,MS,65.0,55.8 - 100.5 (629),2013-2015
Houston,GA,65.0,55.8 - 100.5 (629),2013-2015
Talladega,AL,65.1,55.8 - 100.5 (629),2013-2015
Catahoula,LA,65.2,55.8 - 100.5 (629),2013-2015
Gallatin,KY,65.2,55.8 - 100.5 (629),2013-2015
Sunflower,MS,65.2,55.8 - 100.5 (629),2013-2015
Carroll,MS,65.3,55.8 - 100.5 (629),2013-2015
Jackson,LA,65.3,55.8 - 100.5 (629),2013-2015
Clark,IN,65.3,55.8 - 100.5 (629),2013-2015
Obion,TN,65.3,55.8 - 100.5 (629),2013-2015
DeKalb,TN,65.4,55.8 - 100.5 (629),2013-2015
Barren,KY,65.5,55.8 - 100.5 (629),2013-2015
Cambria,PA,65.5,55.8 - 100.5 (629),2013-2015
Saginaw,MI,65.6,55.8 - 100.5 (629),2013-2015
Wolfe,KY,65.6,55.8 - 100.5 (629),2013-2015
Graves,KY,65.6,55.8 - 100.5 (629),2013-2015
Sharp,AR,65.6,55.8 - 100.5 (629),2013-2015
Kleberg,TX,65.6,55.8 - 100.5 (629),2013-2015
Warren,KY,65.7,55.8 - 100.5 (629),2013-2015
Columbus,NC,65.7,55.8 - 100.5 (629),2013-2015
Dillon,SC,65.8,55.8 - 100.5 (629),2013-2015
Clay,WV,65.8,55.8 - 100.5 (629),2013-2015
Johnston,NC,65.9,55.8 - 100.5 (629),2013-2015
Lawrence,OH,66.0,55.8 - 100.5 (629),2013-2015
Crockett,TN,66.0,55.8 - 100.5 (629),2013-2015
Nash,NC,66.1,55.8 - 100.5 (629),2013-2015
Bladen,NC,66.1,55.8 - 100.5 (629),2013-2015
Ogemaw,MI,66.1,55.8 - 100.5 (629),2013-2015
Saline,AR,66.1,55.8 - 100.5 (629),2013-2015
Bracken,KY,66.2,55.8 - 100.5 (629),2013-2015
Allen,OH,66.2,55.8 - 100.5 (629),2013-2015
Oscoda,MI,66.3,55.8 - 100.5 (629),2013-2015
Whitley,KY,66.3,55.8 - 100.5 (629),2013-2015
Moultrie,IL,66.3,55.8 - 100.5 (629),2013-2015
Marion,TN,66.3,55.8 - 100.5 (629),2013-2015
Butler,MO,66.4,55.8 - 100.5 (629),2013-2015
Genesee,MI,66.5,55.8 - 100.5 (629),2013-2015
Hancock,TN,66.5,55.8 - 100.5 (629),2013-2015
Sharkey,MS,66.6,55.8 - 100.5 (629),2013-2015
Pasquotank,NC,66.6,55.8 - 100.5 (629),2013-2015
Salem,NJ,66.8,55.8 - 100.5 (629),2013-2015
Richland,LA,66.9,55.8 - 100.5 (629),2013-2015
Henderson,KY,67.0,55.8 - 100.5 (629),2013-2015
Darlington,SC,67.0,55.8 - 100.5 (629),2013-2015
Pulaski,VA,67.0,55.8 - 100.5 (629),2013-2015
Floyd,KY,67.1,55.8 - 100.5 (629),2013-2015
Hempstead,AR,67.1,55.8 - 100.5 (629),2013-2015
Cumberland,NJ,67.1,55.8 - 100.5 (629),2013-2015
Currituck,NC,67.2,55.8 - 100.5 (629),2013-2015
Hillsdale,MI,67.3,55.8 - 100.5 (629),2013-2015
Ware,GA,67.3,55.8 - 100.5 (629),2013-2015
McDowell,WV,67.3,55.8 - 100.5 (629),2013-2015
Woodruff,AR,67.4,55.8 - 100.5 (629),2013-2015
Branch,MI,67.7,55.8 - 100.5 (629),2013-2015
Reynolds,MO,67.8,55.8 - 100.5 (629),2013-2015
Greene,PA,67.8,55.8 - 100.5 (629),2013-2015
Le Flore,OK,67.8,55.8 - 100.5 (629),2013-2015
East Carroll,LA,67.8,55.8 - 100.5 (629),2013-2015
Jones,TX,67.8,55.8 - 100.5 (629),2013-2015
Bradford,PA,67.9,55.8 - 100.5 (629),2013-2015
Jefferson Davis,LA,68.0,55.8 - 100.5 (629),2013-2015
Beauregard,LA,68.0,55.8 - 100.5 (629),2013-2015
Coles,IL,68.0,55.8 - 100.5 (629),2013-2015
Warren,TN,68.0,55.8 - 100.5 (629),2013-2015
Tazewell,VA,68.0,55.8 - 100.5 (629),2013-2015
Alleghany,VA,68.1,55.8 - 100.5 (629),2013-2015
Webster,KY,68.2,55.8 - 100.5 (629),2013-2015
Grayson,KY,68.2,55.8 - 100.5 (629),2013-2015
Jackson,AR,68.2,55.8 - 100.5 (629),2013-2015
Monroe,MI,68.4,55.8 - 100.5 (629),2013-2015
Indiana,PA,68.5,55.8 - 100.5 (629),2013-2015
Northampton,NC,68.5,55.8 - 100.5 (629),2013-2015
Pendleton,KY,68.6,55.8 - 100.5 (629),2013-2015
Henderson,TN,68.7,55.8 - 100.5 (629),2013-2015
Mason,WV,68.7,55.8 - 100.5 (629),2013-2015
Union,FL,68.9,55.8 - 100.5 (629),2013-2015
Glades,FL,69.0,55.8 - 100.5 (629),2013-2015
Drew,AR,69.0,55.8 - 100.5 (629),2013-2015
Switzerland,IN,69.0,55.8 - 100.5 (629),2013-2015
Wilcox,GA,69.2,55.8 - 100.5 (629),2013-2015
Norton,VA,69.2,55.8 - 100.5 (629),2013-2015
Brunswick,VA,69.3,55.8 - 100.5 (629),2013-2015
McMullen,TX,69.3,55.8 - 100.5 (629),2013-2015
Isabella,MI,69.3,55.8 - 100.5 (629),2013-2015
Noble,OH,69.4,55.8 - 100.5 (629),2013-2015
Dallas,AL,69.4,55.8 - 100.5 (629),2013-2015
Rowan,KY,69.4,55.8 - 100.5 (629),2013-2015
Jefferson,IN,69.5,55.8 - 100.5 (629),2013-2015
Houston,TN,69.5,55.8 - 100.5 (629),2013-2015
Lewis,WV,69.6,55.8 - 100.5 (629),2013-2015
Coffee,GA,69.6,55.8 - 100.5 (629),2013-2015
Avoyelles,LA,69.8,55.8 - 100.5 (629),2013-2015
Edgecombe,NC,69.9,55.8 - 100.5 (629),2013-2015
Arthur,NE,69.9,55.8 - 100.5 (629),2013-2015
Coshocton,OH,70.0,55.8 - 100.5 (629),2013-2015
Boyd,KY,70.2,55.8 - 100.5 (629),2013-2015
Martin,KY,70.3,55.8 - 100.5 (629),2013-2015
Pike,KY,70.3,55.8 - 100.5 (629),2013-2015
Dickson,TN,70.3,55.8 - 100.5 (629),2013-2015
Johnson,KY,70.4,55.8 - 100.5 (629),2013-2015
Gates,NC,70.5,55.8 - 100.5 (629),2013-2015
Brooke,WV,70.6,55.8 - 100.5 (629),2013-2015
Bryan,OK,70.8,55.8 - 100.5 (629),2013-2015
Monroe,AR,70.9,55.8 - 100.5 (629),2013-2015
Chattooga,GA,71.0,55.8 - 100.5 (629),2013-2015
Bolivar,MS,71.0,55.8 - 100.5 (629),2013-2015
Edmonson,KY,71.1,55.8 - 100.5 (629),2013-2015
Phillips,AR,71.2,55.8 - 100.5 (629),2013-2015
Brown,OH,71.2,55.8 - 100.5 (629),2013-2015
Halifax,NC,71.4,55.8 - 100.5 (629),2013-2015
Clinton,KY,71.4,55.8 - 100.5 (629),2013-2015
Wayne,MI,71.5,55.8 - 100.5 (629),2013-2015
Winn,LA,71.8,55.8 - 100.5 (629),2013-2015
Hoke,NC,71.9,55.8 - 100.5 (629),2013-2015
Quitman,GA,72.0,55.8 - 100.5 (629),2013-2015
Columbia,FL,72.1,55.8 - 100.5 (629),2013-2015
Scotland,NC,72.2,55.8 - 100.5 (629),2013-2015
Marion,IL,72.5,55.8 - 100.5 (629),2013-2015
Raleigh,WV,72.7,55.8 - 100.5 (629),2013-2015
Putnam,FL,72.8,55.8 - 100.5 (629),2013-2015
Pemiscot,MO,72.9,55.8 - 100.5 (629),2013-2015
Dinwiddie,VA,72.9,55.8 - 100.5 (629),2013-2015
Jefferson,OH,73.0,55.8 - 100.5 (629),2013-2015
Crisp,GA,73.0,55.8 - 100.5 (629),2013-2015
Knott,KY,73.2,55.8 - 100.5 (629),2013-2015
Decatur,TN,73.2,55.8 - 100.5 (629),2013-2015
Marshall,WV,73.2,55.8 - 100.5 (629),2013-2015
Fulton,KY,73.3,55.8 - 100.5 (629),2013-2015
Dixie,FL,73.4,55.8 - 100.5 (629),2013-2015
Dickenson,VA,73.4,55.8 - 100.5 (629),2013-2015
Robertson,KY,73.6,55.8 - 100.5 (629),2013-2015
Lawrence,KY,74.0,55.8 - 100.5 (629),2013-2015
Sampson,NC,74.0,55.8 - 100.5 (629),2013-2015
Wise,VA,74.0,55.8 - 100.5 (629),2013-2015
Guernsey,OH,74.3,55.8 - 100.5 (629),2013-2015
Baker,FL,74.4,55.8 - 100.5 (629),2013-2015
Marion,MS,74.5,55.8 - 100.5 (629),2013-2015
Clare,MI,74.5,55.8 - 100.5 (629),2013-2015
Buchanan,VA,74.5,55.8 - 100.5 (629),2013-2015
Atkinson,GA,74.6,55.8 - 100.5 (629),2013-2015
Conecuh,AL,74.7,55.8 - 100.5 (629),2013-2015
Greenup,KY,74.7,55.8 - 100.5 (629),2013-2015
Nevada,AR,75.1,55.8 - 100.5 (629),2013-2015
Camden,NC,75.2,55.8 - 100.5 (629),2013-2015
Nolan,TX,75.2,55.8 - 100.5 (629),2013-2015
Dyer,TN,75.5,55.8 - 100.5 (629),2013-2015
Marion,SC,75.6,55.8 - 100.5 (629),2013-2015
Scioto,OH,75.8,55.8 - 100.5 (629),2013-2015
Lapeer,MI,75.8,55.8 - 100.5 (629),2013-2015
Harnett,NC,76.0,55.8 - 100.5 (629),2013-2015
George,MS,76.1,55.8 - 100.5 (629),2013-2015
Fentress,TN,76.3,55.8 - 100.5 (629),2013-2015
West Carroll,LA,76.4,55.8 - 100.5 (629),2013-2015
Pleasants,WV,76.8,55.8 - 100.5 (629),2013-2015
Leslie,KY,77.0,55.8 - 100.5 (629),2013-2015
Wyoming,WV,77.1,55.8 - 100.5 (629),2013-2015
Ohio,IN,77.9,55.8 - 100.5 (629),2013-2015
Ohio,IN,77.9,55.8 - 100.5 (629),2013-2015
Coahoma,MS,78.0,55.8 - 100.5 (629),2013-2015
Robeson,NC,78.0,55.8 - 100.5 (629),2013-2015
Adair,OK,78.0,55.8 - 100.5 (629),2013-2015
Greene,MS,78.7,55.8 - 100.5 (629),2013-2015
Breathitt,KY,79.4,55.8 - 100.5 (629),2013-2015
Owsley,KY,80.0,55.8 - 100.5 (629),2013-2015
Franklin,LA,80.8,55.8 - 100.5 (629),2013-2015
Richmond,NC,80.8,55.8 - 100.5 (629),2013-2015
Magoffin,KY,80.9,55.8 - 100.5 (629),2013-2015
Brantley,GA,81.0,55.8 - 100.5 (629),2013-2015
Yell,AR,81.6,55.8 - 100.5 (629),2013-2015
Bay,MI,81.9,55.8 - 100.5 (629),2013-2015
Tunica,MS,81.9,55.8 - 100.5 (629),2013-2015
Oglala Lakota,SD,82.1,55.8 - 100.5 (629),2013-2015
Logan,WV,82.2,55.8 - 100.5 (629),2013-2015
Perry,KY,83.4,55.8 - 100.5 (629),2013-2015
Escambia,AL,84.9,55.8 - 100.5 (629),2013-2015
Caldwell,LA,85.1,55.8 - 100.5 (629),2013-2015
Choctaw,OK,85.4,55.8 - 100.5 (629),2013-2015
Fleming,KY,86.6,55.8 - 100.5 (629),2013-2015
Logan,KY,87.1,55.8 - 100.5 (629),2013-2015
Mingo,WV,88.1,55.8 - 100.5 (629),2013-2015
Emporia,VA,88.9,55.8 - 100.5 (629),2013-2015
Perry,TN,88.9,55.8 - 100.5 (629),2013-2015
Clay,KY,90.6,55.8 - 100.5 (629),2013-2015
Bell,KY,91.6,55.8 - 100.5 (629),2013-2015
Logan,NE,91.7,55.8 - 100.5 (629),2013-2015
Lake,TN,92.5,55.8 - 100.5 (629),2013-2015
Harmon,OK,92.8,55.8 - 100.5 (629),2013-2015
Vernon,LA,93.0,55.8 - 100.5 (629),2013-2015
Okeechobee,FL,93.0,55.8 - 100.5 (629),2013-2015
Harlan,KY,94.6,55.8 - 100.5 (629),2013-2015
Greensville,VA,95.1,55.8 - 100.5 (629),2013-2015
Butler,KY,97.1,55.8 - 100.5 (629),2013-2015
Monroe,KY,100.2,55.8 - 100.5 (629),2013-2015
Letcher,KY,100.5,55.8 - 100.5 (629),2013-2015
Aleutians East,AK,Insufficient Data,Insufficient Data (72),2013-2015
Aleutians West,AK,Insufficient Data,Insufficient Data (72),2013-2015
Denali,AK,Insufficient Data,Insufficient Data (72),2013-2015
Lake and Peninsula,AK,Insufficient Data,Insufficient Data (72),2013-2015
Yakutat,AK,Insufficient Data,Insufficient Data (72),2013-2015
Alpine,CA,Insufficient Data,Insufficient Data (72),2013-2015
Gilpin,CO,Insufficient Data,Insufficient Data (72),2013-2015
Hinsdale,CO,Insufficient Data,Insufficient Data (72),2013-2015
Mineral,CO,Insufficient Data,Insufficient Data (72),2013-2015
San Juan,CO,Insufficient Data,Insufficient Data (72),2013-2015
Baker,GA,Insufficient Data,Insufficient Data (72),2013-2015
Echols,GA,Insufficient Data,Insufficient Data (72),2013-2015
Webster,GA,Insufficient Data,Insufficient Data (72),2013-2015
Kalawao,HI,Insufficient Data,Insufficient Data (72),2013-2015
Camas,ID,Insufficient Data,Insufficient Data (72),2013-2015
Clark,ID,Insufficient Data,Insufficient Data (72),2013-2015
Greeley,KS,Insufficient Data,Insufficient Data (72),2013-2015
Stanton,KS,Insufficient Data,Insufficient Data (72),2013-2015
Wallace,KS,Insufficient Data,Insufficient Data (72),2013-2015
Red Lake,MN,Insufficient Data,Insufficient Data (72),2013-2015
Issaquena,MS,Insufficient Data,Insufficient Data (72),2013-2015
Carter,MT,Insufficient Data,Insufficient Data (72),2013-2015
Daniels,MT,Insufficient Data,Insufficient Data (72),2013-2015
Garfield,MT,Insufficient Data,Insufficient Data (72),2013-2015
Petroleum,MT,Insufficient Data,Insufficient Data (72),2013-2015
Powder River,MT,Insufficient Data,Insufficient Data (72),2013-2015
Prairie,MT,Insufficient Data,Insufficient Data (72),2013-2015
Treasure,MT,Insufficient Data,Insufficient Data (72),2013-2015
Wibaux,MT,Insufficient Data,Insufficient Data (72),2013-2015
Banner,NE,Insufficient Data,Insufficient Data (72),2013-2015
Blaine,NE,Insufficient Data,Insufficient Data (72),2013-2015
Grant,NE,Insufficient Data,Insufficient Data (72),2013-2015
Hayes,NE,Insufficient Data,Insufficient Data (72),2013-2015
Keya Paha,NE,Insufficient Data,Insufficient Data (72),2013-2015
Loup,NE,Insufficient Data,Insufficient Data (72),2013-2015
McPherson,NE,Insufficient Data,Insufficient Data (72),2013-2015
Rock,NE,Insufficient Data,Insufficient Data (72),2013-2015
Sioux,NE,Insufficient Data,Insufficient Data (72),2013-2015
Thomas,NE,Insufficient Data,Insufficient Data (72),2013-2015
Wheeler,NE,Insufficient Data,Insufficient Data (72),2013-2015
Esmeralda,NV,Insufficient Data,Insufficient Data (72),2013-2015
Storey,NV,Insufficient Data,Insufficient Data (72),2013-2015
Harding,NM,Insufficient Data,Insufficient Data (72),2013-2015
Billings,ND,Insufficient Data,Insufficient Data (72),2013-2015
Oliver,ND,Insufficient Data,Insufficient Data (72),2013-2015
Slope,ND,Insufficient Data,Insufficient Data (72),2013-2015
Wheeler,OR,Insufficient Data,Insufficient Data (72),2013-2015
Buffalo,SD,Insufficient Data,Insufficient Data (72),2013-2015
Harding,SD,Insufficient Data,Insufficient Data (72),2013-2015
Jones,SD,Insufficient Data,Insufficient Data (72),2013-2015
Sully,SD,Insufficient Data,Insufficient Data (72),2013-2015
Ziebach,SD,Insufficient Data,Insufficient Data (72),2013-2015
Borden,TX,Insufficient Data,Insufficient Data (72),2013-2015
Glasscock,TX,Insufficient Data,Insufficient Data (72),2013-2015
Hartley,TX,Insufficient Data,Insufficient Data (72),2013-2015
Kenedy,TX,Insufficient Data,Insufficient Data (72),2013-2015
Kent,TX,Insufficient Data,Insufficient Data (72),2013-2015
King,TX,Insufficient Data,Insufficient Data (72),2013-2015
Loving,TX,Insufficient Data,Insufficient Data (72),2013-2015
Roberts,TX,Insufficient Data,Insufficient Data (72),2013-2015
Daggett,UT,Insufficient Data,Insufficient Data (72),2013-2015
Rich,UT,Insufficient Data,Insufficient Data (72),2013-2015
Manassas Park,VA,Insufficient Data,Insufficient Data (72),2013-2015
American Samoa,AS,Insufficient Data,Insufficient Data (72),2013-2015
Guam,GU,Insufficient Data,Insufficient Data (72),2013-2015
Mariana Islands,MP,Insufficient Data,Insufficient Data (72),2013-2015
Canovanas,PR,Insufficient Data,Insufficient Data (72),2013-2015
Culebra,PR,Insufficient Data,Insufficient Data (72),2013-2015
Florida,PR,Insufficient Data,Insufficient Data (72),2013-2015
Luquillo,PR,Insufficient Data,Insufficient Data (72),2013-2015
Maricao,PR,Insufficient Data,Insufficient Data (72),2013-2015
Maricao,PR,Insufficient Data,Insufficient Data (72),2013-2015
