County,state,value,range,year
Yellow Medicine,MN,29.1,12.2 - 32.5 (632),2012-2014
Noxubee,MS,29.1,12.2 - 32.5 (632),2012-2014
Wells,ND,29.1,12.2 - 32.5 (632),2012-2014
Valley,NE,29.1,12.2 - 32.5 (632),2012-2014
San Sebastian,PR,29.1,12.2 - 32.5 (632),2012-2014
Teton,WY,29.2,12.2 - 32.5 (632),2012-2014
Crawford,IA,29.2,12.2 - 32.5 (632),2012-2014
Ottawa,KS,29.3,12.2 - 32.5 (632),2012-2014
Lassen,CA,29.3,12.2 - 32.5 (632),2012-2014
Mineral,MT,29.3,12.2 - 32.5 (632),2012-2014
Lincoln,MT,29.3,12.2 - 32.5 (632),2012-2014
Butler,NE,29.3,12.2 - 32.5 (632),2012-2014
Norman,MN,29.3,12.2 - 32.5 (632),2012-2014
Weston,WY,29.3,12.2 - 32.5 (632),2012-2014
Crook,WY,29.3,12.2 - 32.5 (632),2012-2014
Lincoln,WA,29.4,12.2 - 32.5 (632),2012-2014
Franklin,WA,29.4,12.2 - 32.5 (632),2012-2014
Isabela,PR,29.4,12.2 - 32.5 (632),2012-2014
Fairfax,VA,29.4,12.2 - 32.5 (632),2012-2014
Johnson,NE,29.4,12.2 - 32.5 (632),2012-2014
Phillips,MT,29.4,12.2 - 32.5 (632),2012-2014
Blaine,MT,29.4,12.2 - 32.5 (632),2012-2014
Washington,NE,29.4,12.2 - 32.5 (632),2012-2014
Coconino,AZ,29.4,12.2 - 32.5 (632),2012-2014
Audubon,IA,29.4,12.2 - 32.5 (632),2012-2014
Bernalillo,NM,29.5,12.2 - 32.5 (632),2012-2014
Stillwater,MT,29.6,12.2 - 32.5 (632),2012-2014
Meeker,MN,29.6,12.2 - 32.5 (632),2012-2014
Alger,MI,29.6,12.2 - 32.5 (632),2012-2014
Adams,IN,29.6,12.2 - 32.5 (632),2012-2014
Cabo Rojo,PR,29.6,12.2 - 32.5 (632),2012-2014
Windsor,VT,29.7,12.2 - 32.5 (632),2012-2014
Briscoe,TX,29.7,12.2 - 32.5 (632),2012-2014
Madison,ID,29.7,12.2 - 32.5 (632),2012-2014
Morris,KS,29.7,12.2 - 32.5 (632),2012-2014
Baca,CO,29.7,12.2 - 32.5 (632),2012-2014
Orange,CA,29.7,12.2 - 32.5 (632),2012-2014
Richland,ND,29.7,12.2 - 32.5 (632),2012-2014
Saline,NE,29.8,12.2 - 32.5 (632),2012-2014
Calaveras,CA,29.8,12.2 - 32.5 (632),2012-2014
Rich,UT,29.8,12.2 - 32.5 (632),2012-2014
Moca,PR,29.8,12.2 - 32.5 (632),2012-2014
Larimer,CO,29.9,12.2 - 32.5 (632),2012-2014
Pembina,ND,29.9,12.2 - 32.5 (632),2012-2014
Eddy,ND,30.0,12.2 - 32.5 (632),2012-2014
Jackson,MN,30.0,12.2 - 32.5 (632),2012-2014
Gooding,ID,30.0,12.2 - 32.5 (632),2012-2014
Bannock,ID,30.0,12.2 - 32.5 (632),2012-2014
Mason,TX,30.0,12.2 - 32.5 (632),2012-2014
White Pine,NV,30.1,12.2 - 32.5 (632),2012-2014
Harper,OK,30.1,12.2 - 32.5 (632),2012-2014
Douglas,NV,30.2,12.2 - 32.5 (632),2012-2014
Franklin,NE,30.2,12.2 - 32.5 (632),2012-2014
Dunn,WI,30.2,12.2 - 32.5 (632),2012-2014
Las Marias,PR,30.3,12.2 - 32.5 (632),2012-2014
Hughes,SD,30.3,12.2 - 32.5 (632),2012-2014
Lake,SD,30.3,12.2 - 32.5 (632),2012-2014
Carlton,MN,30.3,12.2 - 32.5 (632),2012-2014
Sandoval,NM,30.3,12.2 - 32.5 (632),2012-2014
Valencia,NM,30.4,12.2 - 32.5 (632),2012-2014
Rosebud,MT,30.4,12.2 - 32.5 (632),2012-2014
Jefferson,MT,30.4,12.2 - 32.5 (632),2012-2014
Charles Mix,SD,30.4,12.2 - 32.5 (632),2012-2014
Armstrong,TX,30.4,12.2 - 32.5 (632),2012-2014
Taylor,WI,30.4,12.2 - 32.5 (632),2012-2014
Salt Lake,UT,30.5,12.2 - 32.5 (632),2012-2014
Lamoille,VT,30.5,12.2 - 32.5 (632),2012-2014
Brown,KS,30.5,12.2 - 32.5 (632),2012-2014
Jerome,ID,30.5,12.2 - 32.5 (632),2012-2014
Carroll,IA,30.5,12.2 - 32.5 (632),2012-2014
Routt,CO,30.6,12.2 - 32.5 (632),2012-2014
Dolores,CO,30.6,12.2 - 32.5 (632),2012-2014
Boyd,NE,30.6,12.2 - 32.5 (632),2012-2014
Hubbard,MN,30.6,12.2 - 32.5 (632),2012-2014
Roseau,MN,30.6,12.2 - 32.5 (632),2012-2014
Waushara,WI,30.6,12.2 - 32.5 (632),2012-2014
Waushara,WI,30.6,12.2 - 32.5 (632),2012-2014
Polk,MN,30.7,12.2 - 32.5 (632),2012-2014
Marshall,MN,30.7,12.2 - 32.5 (632),2012-2014
Barnes,ND,30.7,12.2 - 32.5 (632),2012-2014
Grand,CO,30.7,12.2 - 32.5 (632),2012-2014
Bottineau,ND,30.8,12.2 - 32.5 (632),2012-2014
Sauk,WI,30.8,12.2 - 32.5 (632),2012-2014
Burnett,WI,30.8,12.2 - 32.5 (632),2012-2014
Reeves,TX,30.8,12.2 - 32.5 (632),2012-2014
Moody,SD,30.8,12.2 - 32.5 (632),2012-2014
Oconto,WI,30.9,12.2 - 32.5 (632),2012-2014
Camuy,PR,30.9,12.2 - 32.5 (632),2012-2014
Delta,CO,30.9,12.2 - 32.5 (632),2012-2014
Placer,CA,30.9,12.2 - 32.5 (632),2012-2014
Monterey,CA,30.9,12.2 - 32.5 (632),2012-2014
Howard,IA,30.9,12.2 - 32.5 (632),2012-2014
Kootenai,ID,30.9,12.2 - 32.5 (632),2012-2014
Fulton,IN,31.0,12.2 - 32.5 (632),2012-2014
Clay,KS,31.0,12.2 - 32.5 (632),2012-2014
Denver,CO,31.0,12.2 - 32.5 (632),2012-2014
Custer,CO,31.0,12.2 - 32.5 (632),2012-2014
Broomfield,CO,31.0,12.2 - 32.5 (632),2012-2014
Costilla,CO,31.0,12.2 - 32.5 (632),2012-2014
Costilla,CO,31.0,12.2 - 32.5 (632),2012-2014
Montrose,CO,31.0,12.2 - 32.5 (632),2012-2014
Grant,MN,31.0,12.2 - 32.5 (632),2012-2014
Cottonwood,MN,31.0,12.2 - 32.5 (632),2012-2014
Watonwan,MN,31.0,12.2 - 32.5 (632),2012-2014
Dixon,NE,31.0,12.2 - 32.5 (632),2012-2014
Hitchcock,NE,31.0,12.2 - 32.5 (632),2012-2014
King,WA,31.0,12.2 - 32.5 (632),2012-2014
Buena Vista,VA,31.0,12.2 - 32.5 (632),2012-2014
Keweenaw,MI,31.1,12.2 - 32.5 (632),2012-2014
Crawford,OH,31.1,12.2 - 32.5 (632),2012-2014
Arapahoe,CO,31.1,12.2 - 32.5 (632),2012-2014
Lake of the Woods,MN,31.2,12.2 - 32.5 (632),2012-2014
Oldham,TX,31.2,12.2 - 32.5 (632),2012-2014
Parmer,TX,31.3,12.2 - 32.5 (632),2012-2014
Sibley,MN,31.3,12.2 - 32.5 (632),2012-2014
Lane,OR,31.3,12.2 - 32.5 (632),2012-2014
Linn,OR,31.3,12.2 - 32.5 (632),2012-2014
Linn,OR,31.3,12.2 - 32.5 (632),2012-2014
Logan,KS,31.3,12.2 - 32.5 (632),2012-2014
Steele,ND,31.4,12.2 - 32.5 (632),2012-2014
San Miguel,NM,31.4,12.2 - 32.5 (632),2012-2014
Sutton,TX,31.4,12.2 - 32.5 (632),2012-2014
Crane,TX,31.4,12.2 - 32.5 (632),2012-2014
Chelan,WA,31.4,12.2 - 32.5 (632),2012-2014
Rockbridge,VA,31.5,12.2 - 32.5 (632),2012-2014
Beaver,OK,31.5,12.2 - 32.5 (632),2012-2014
Morgan,CO,31.5,12.2 - 32.5 (632),2012-2014
Alamosa,CO,31.6,12.2 - 32.5 (632),2012-2014
Solano,CA,31.6,12.2 - 32.5 (632),2012-2014
Gray,KS,31.6,12.2 - 32.5 (632),2012-2014
Dickinson,IA,31.6,12.2 - 32.5 (632),2012-2014
Stark,IL,31.6,12.2 - 32.5 (632),2012-2014
Luce,MI,31.6,12.2 - 32.5 (632),2012-2014
Otoe,NE,31.6,12.2 - 32.5 (632),2012-2014
Lavaca,TX,31.6,12.2 - 32.5 (632),2012-2014
Spink,SD,31.7,12.2 - 32.5 (632),2012-2014
Malheur,OR,31.7,12.2 - 32.5 (632),2012-2014
Towns,GA,31.7,12.2 - 32.5 (632),2012-2014
Wyandot,OH,31.8,12.2 - 32.5 (632),2012-2014
Holt,NE,31.8,12.2 - 32.5 (632),2012-2014
Gage,NE,31.8,12.2 - 32.5 (632),2012-2014
Houston,MN,31.8,12.2 - 32.5 (632),2012-2014
Floyd,TX,31.8,12.2 - 32.5 (632),2012-2014
Menominee,WI,31.8,12.2 - 32.5 (632),2012-2014
Kingsbury,SD,31.9,12.2 - 32.5 (632),2012-2014
Bon Homme,SD,31.9,12.2 - 32.5 (632),2012-2014
Hawaii,HI,31.9,12.2 - 32.5 (632),2012-2014
Glenn,CA,31.9,12.2 - 32.5 (632),2012-2014
Fairbanks North Star,AK,31.9,12.2 - 32.5 (632),2012-2014
Northwest Arctic,AK,31.9,12.2 - 32.5 (632),2012-2014
Pine,MN,32.0,12.2 - 32.5 (632),2012-2014
Dundy,NE,32.0,12.2 - 32.5 (632),2012-2014
Rock,NE,32.0,12.2 - 32.5 (632),2012-2014
McCulloch,TX,32.0,12.2 - 32.5 (632),2012-2014
Aguadilla,PR,32.0,12.2 - 32.5 (632),2012-2014
Calhoun,WV,32.0,12.2 - 32.5 (632),2012-2014
Mayaguez,PR,32.0,12.2 - 32.5 (632),2012-2014
Emery,UT,32.1,12.2 - 32.5 (632),2012-2014
Blanco,TX,32.1,12.2 - 32.5 (632),2012-2014
Pierce,NE,32.1,12.2 - 32.5 (632),2012-2014
Teton,MT,32.1,12.2 - 32.5 (632),2012-2014
Hamilton,NE,32.2,12.2 - 32.5 (632),2012-2014
Oktibbeha,MS,32.2,12.2 - 32.5 (632),2012-2014
Anchorage,AK,32.2,12.2 - 32.5 (632),2012-2014
Owyhee,ID,32.2,12.2 - 32.5 (632),2012-2014
Nez Perce,ID,32.2,12.2 - 32.5 (632),2012-2014
Utah,UT,32.2,12.2 - 32.5 (632),2012-2014
Bayamon,PR,32.2,12.2 - 32.5 (632),2012-2014
Clallam,WA,32.3,12.2 - 32.5 (632),2012-2014
Piute,UT,32.3,12.2 - 32.5 (632),2012-2014
Ochiltree,TX,32.3,12.2 - 32.5 (632),2012-2014
Trinity,CA,32.3,12.2 - 32.5 (632),2012-2014
Carroll,MO,32.3,12.2 - 32.5 (632),2012-2014
Missoula,MT,32.4,12.2 - 32.5 (632),2012-2014
Luna,NM,32.4,12.2 - 32.5 (632),2012-2014
Utuado,PR,32.4,12.2 - 32.5 (632),2012-2014
Fairfax City,VA,32.5,12.2 - 32.5 (632),2012-2014
Falls Church,VA,32.5,12.2 - 32.5 (632),2012-2014
Sheridan,WY,32.5,12.2 - 32.5 (632),2012-2014
Le Sueur,MN,32.5,12.2 - 32.5 (632),2012-2014
Lake,MN,32.5,12.2 - 32.5 (632),2012-2014
Boise,ID,32.5,12.2 - 32.5 (632),2012-2014
Twin Falls,ID,32.5,12.2 - 32.5 (632),2012-2014
Keokuk,IA,32.5,12.2 - 32.5 (632),2012-2014
Clay,GA,32.6,32.6 - 42.4 (640),2012-2014
Piscataquis,ME,32.6,32.6 - 42.4 (640),2012-2014
Glacier,MT,32.6,32.6 - 42.4 (640),2012-2014
Calumet,WI,32.6,32.6 - 42.4 (640),2012-2014
Lancaster,VA,32.7,32.6 - 42.4 (640),2012-2014
Knox,NE,32.7,32.6 - 42.4 (640),2012-2014
Atchison,MO,32.7,32.6 - 42.4 (640),2012-2014
Stewart,GA,32.7,32.6 - 42.4 (640),2012-2014
Humboldt,IA,32.7,32.6 - 42.4 (640),2012-2014
Guthrie,IA,32.7,32.6 - 42.4 (640),2012-2014
Boone,IA,32.7,32.6 - 42.4 (640),2012-2014
Davis,IA,32.8,32.6 - 42.4 (640),2012-2014
Wabash,IL,32.8,32.6 - 42.4 (640),2012-2014
Pawnee,KS,32.8,32.6 - 42.4 (640),2012-2014
Rice,KS,32.8,32.6 - 42.4 (640),2012-2014
Corson,SD,32.8,32.6 - 42.4 (640),2012-2014
Langlade,WI,32.8,32.6 - 42.4 (640),2012-2014
Washburn,WI,32.9,32.6 - 42.4 (640),2012-2014
Montgomery,IL,32.9,32.6 - 42.4 (640),2012-2014
Pima,AZ,32.9,32.6 - 42.4 (640),2012-2014
Washoe,NV,32.9,32.6 - 42.4 (640),2012-2014
Gilliam,OR,32.9,32.6 - 42.4 (640),2012-2014
Sierra,NM,33.0,32.6 - 42.4 (640),2012-2014
Elbert,CO,33.0,32.6 - 42.4 (640),2012-2014
Pocahontas,IA,33.0,32.6 - 42.4 (640),2012-2014
Madison,LA,33.0,32.6 - 42.4 (640),2012-2014
Albany,WY,33.0,32.6 - 42.4 (640),2012-2014
Kewaunee,WI,33.1,32.6 - 42.4 (640),2012-2014
Naguabo,PR,33.1,32.6 - 42.4 (640),2012-2014
Franklin,IA,33.1,32.6 - 42.4 (640),2012-2014
Cleburne,AR,33.1,32.6 - 42.4 (640),2012-2014
Greene,GA,33.1,32.6 - 42.4 (640),2012-2014
Pueblo,CO,33.1,32.6 - 42.4 (640),2012-2014
Garden,NE,33.1,32.6 - 42.4 (640),2012-2014
Big Stone,MN,33.1,32.6 - 42.4 (640),2012-2014
Marquette,MI,33.2,32.6 - 42.4 (640),2012-2014
Canyon,ID,33.2,32.6 - 42.4 (640),2012-2014
Tipton,IN,33.2,32.6 - 42.4 (640),2012-2014
Page,IA,33.2,32.6 - 42.4 (640),2012-2014
Sublette,WY,33.2,32.6 - 42.4 (640),2012-2014
Kendall,TX,33.2,32.6 - 42.4 (640),2012-2014
Orange,VT,33.3,32.6 - 42.4 (640),2012-2014
Fond du Lac,WI,33.3,32.6 - 42.4 (640),2012-2014
Tuolumne,CA,33.3,32.6 - 42.4 (640),2012-2014
San Diego,CA,33.3,32.6 - 42.4 (640),2012-2014
Santa Cruz,CA,33.3,32.6 - 42.4 (640),2012-2014
Alameda,CA,33.3,32.6 - 42.4 (640),2012-2014
Mariposa,CA,33.3,32.6 - 42.4 (640),2012-2014
Schoolcraft,MI,33.3,32.6 - 42.4 (640),2012-2014
Washington,OR,33.3,32.6 - 42.4 (640),2012-2014
Harrison,IA,33.4,32.6 - 42.4 (640),2012-2014
Aguada,PR,33.4,32.6 - 42.4 (640),2012-2014
Uintah,UT,33.4,32.6 - 42.4 (640),2012-2014
Jo Daviess,IL,33.5,32.6 - 42.4 (640),2012-2014
Van Buren,IA,33.5,32.6 - 42.4 (640),2012-2014
Sheridan,KS,33.5,32.6 - 42.4 (640),2012-2014
Marshall,KS,33.5,32.6 - 42.4 (640),2012-2014
Contra Costa,CA,33.5,32.6 - 42.4 (640),2012-2014
Marion,OR,33.5,32.6 - 42.4 (640),2012-2014
Pierce,ND,33.5,32.6 - 42.4 (640),2012-2014
Furnas,NE,33.5,32.6 - 42.4 (640),2012-2014
Waldo,ME,33.6,32.6 - 42.4 (640),2012-2014
Clear Creek,CO,33.6,32.6 - 42.4 (640),2012-2014
Price,WI,33.6,32.6 - 42.4 (640),2012-2014
Quebradillas,PR,33.6,32.6 - 42.4 (640),2012-2014
Humacao,PR,33.6,32.6 - 42.4 (640),2012-2014
Yavapai,AZ,33.7,32.6 - 42.4 (640),2012-2014
Crawford,IL,33.7,32.6 - 42.4 (640),2012-2014
Jefferson,ID,33.8,32.6 - 42.4 (640),2012-2014
Talbot,GA,33.8,32.6 - 42.4 (640),2012-2014
Howard,MD,33.8,32.6 - 42.4 (640),2012-2014
Cedar,NE,33.8,32.6 - 42.4 (640),2012-2014
Hyde,NC,33.8,32.6 - 42.4 (640),2012-2014
Morgan,UT,33.8,32.6 - 42.4 (640),2012-2014
Beaufort,SC,33.8,32.6 - 42.4 (640),2012-2014
McCormick,SC,33.9,32.6 - 42.4 (640),2012-2014
Schleicher,TX,33.9,32.6 - 42.4 (640),2012-2014
Lewis and Clark,MT,33.9,32.6 - 42.4 (640),2012-2014
Carroll,AR,33.9,32.6 - 42.4 (640),2012-2014
Poweshiek,IA,33.9,32.6 - 42.4 (640),2012-2014
Boulder,CO,34.0,32.6 - 42.4 (640),2012-2014
Torrance,NM,34.0,32.6 - 42.4 (640),2012-2014
Dare,NC,34.1,32.6 - 42.4 (640),2012-2014
Tehama,CA,34.1,32.6 - 42.4 (640),2012-2014
Chautauqua,KS,34.1,32.6 - 42.4 (640),2012-2014
Johnson,IA,34.1,32.6 - 42.4 (640),2012-2014
Rockwall,TX,34.1,32.6 - 42.4 (640),2012-2014
Washington,UT,34.1,32.6 - 42.4 (640),2012-2014
Windham,VT,34.1,32.6 - 42.4 (640),2012-2014
Pierce,WI,34.1,32.6 - 42.4 (640),2012-2014
Iron,WI,34.2,32.6 - 42.4 (640),2012-2014
Snohomish,WA,34.2,32.6 - 42.4 (640),2012-2014
Comerio,PR,34.2,32.6 - 42.4 (640),2012-2014
Sitka,AK,34.2,32.6 - 42.4 (640),2012-2014
Nemaha,NE,34.2,32.6 - 42.4 (640),2012-2014
Clackamas,OR,34.3,32.6 - 42.4 (640),2012-2014
Bent,CO,34.3,32.6 - 42.4 (640),2012-2014
Humboldt,CA,34.3,32.6 - 42.4 (640),2012-2014
Edgefield,SC,34.3,32.6 - 42.4 (640),2012-2014
Aransas,TX,34.4,32.6 - 42.4 (640),2012-2014
Owen,IN,34.4,32.6 - 42.4 (640),2012-2014
Marion,KS,34.4,32.6 - 42.4 (640),2012-2014
Polk,OR,34.4,32.6 - 42.4 (640),2012-2014
Webster,NE,34.4,32.6 - 42.4 (640),2012-2014
Murray,MN,34.4,32.6 - 42.4 (640),2012-2014
Olmsted,MN,34.5,32.6 - 42.4 (640),2012-2014
Hidalgo,NM,34.5,32.6 - 42.4 (640),2012-2014
Josephine,OR,34.5,32.6 - 42.4 (640),2012-2014
Clay,IA,34.5,32.6 - 42.4 (640),2012-2014
Lake,CA,34.5,32.6 - 42.4 (640),2012-2014
Jones,IA,34.6,32.6 - 42.4 (640),2012-2014
Logan,IL,34.6,32.6 - 42.4 (640),2012-2014
Grant,NM,34.6,32.6 - 42.4 (640),2012-2014
Lancaster,NE,34.6,32.6 - 42.4 (640),2012-2014
Scotland,MO,34.6,32.6 - 42.4 (640),2012-2014
Calhoun,TX,34.6,32.6 - 42.4 (640),2012-2014
Sheboygan,WI,34.6,32.6 - 42.4 (640),2012-2014
Aguas Buenas,PR,34.6,32.6 - 42.4 (640),2012-2014
Florence,WI,34.7,32.6 - 42.4 (640),2012-2014
Juncos,PR,34.7,32.6 - 42.4 (640),2012-2014
Richardson,NE,34.7,32.6 - 42.4 (640),2012-2014
Houghton,MI,34.7,32.6 - 42.4 (640),2012-2014
Brown,IN,34.7,32.6 - 42.4 (640),2012-2014
Bureau,IL,34.7,32.6 - 42.4 (640),2012-2014
Cedar,IA,34.8,32.6 - 42.4 (640),2012-2014
Chase,KS,34.8,32.6 - 42.4 (640),2012-2014
Allen,KS,34.8,32.6 - 42.4 (640),2012-2014
Navajo,AZ,34.8,32.6 - 42.4 (640),2012-2014
Bristol Bay,AK,34.8,32.6 - 42.4 (640),2012-2014
Effingham,GA,34.8,32.6 - 42.4 (640),2012-2014
Kanabec,MN,34.8,32.6 - 42.4 (640),2012-2014
Douglas,OR,34.8,32.6 - 42.4 (640),2012-2014
Converse,WY,34.8,32.6 - 42.4 (640),2012-2014
Patrick,VA,34.8,32.6 - 42.4 (640),2012-2014
El Paso,TX,34.8,32.6 - 42.4 (640),2012-2014
Williamson,TX,34.9,32.6 - 42.4 (640),2012-2014
Silver Bow,MT,34.9,32.6 - 42.4 (640),2012-2014
Ventura,CA,34.9,32.6 - 42.4 (640),2012-2014
Southeast Fairbanks,AK,35.0,32.6 - 42.4 (640),2012-2014
Jackson,OR,35.0,32.6 - 42.4 (640),2012-2014
Avery,NC,35.0,32.6 - 42.4 (640),2012-2014
Beaver,UT,35.0,32.6 - 42.4 (640),2012-2014
Pepin,WI,35.0,32.6 - 42.4 (640),2012-2014
Arecibo,PR,35.0,32.6 - 42.4 (640),2012-2014
Outagamie,WI,35.0,32.6 - 42.4 (640),2012-2014
Rusk,WI,35.1,32.6 - 42.4 (640),2012-2014
Iron,UT,35.1,32.6 - 42.4 (640),2012-2014
McCook,SD,35.1,32.6 - 42.4 (640),2012-2014
Cascade,MT,35.1,32.6 - 42.4 (640),2012-2014
Stevens,KS,35.1,32.6 - 42.4 (640),2012-2014
Kendall,IL,35.1,32.6 - 42.4 (640),2012-2014
Kendall,IL,35.1,32.6 - 42.4 (640),2012-2014
Alleghany,NC,35.2,32.6 - 42.4 (640),2012-2014
Sevier,UT,35.2,32.6 - 42.4 (640),2012-2014
Whatcom,WA,35.2,32.6 - 42.4 (640),2012-2014
Fayette,OH,35.3,32.6 - 42.4 (640),2012-2014
Stafford,KS,35.3,32.6 - 42.4 (640),2012-2014
Reno,KS,35.4,32.6 - 42.4 (640),2012-2014
Cheshire,NH,35.4,32.6 - 42.4 (640),2012-2014
Grundy,MO,35.4,32.6 - 42.4 (640),2012-2014
Wabasha,MN,35.4,32.6 - 42.4 (640),2012-2014
Stonewall,TX,35.4,32.6 - 42.4 (640),2012-2014
Carbon,UT,35.5,32.6 - 42.4 (640),2012-2014
Cottle,TX,35.5,32.6 - 42.4 (640),2012-2014
Gogebic,MI,35.5,32.6 - 42.4 (640),2012-2014
Nelson,ND,35.5,32.6 - 42.4 (640),2012-2014
Ransom,ND,35.5,32.6 - 42.4 (640),2012-2014
Oceana,MI,35.6,32.6 - 42.4 (640),2012-2014
Phillips,KS,35.6,32.6 - 42.4 (640),2012-2014
Sumner,KS,35.6,32.6 - 42.4 (640),2012-2014
White,IN,35.6,32.6 - 42.4 (640),2012-2014
LaGrange,IN,35.6,32.6 - 42.4 (640),2012-2014
Comanche,TX,35.6,32.6 - 42.4 (640),2012-2014
Hardy,WV,35.6,32.6 - 42.4 (640),2012-2014
Kitsap,WA,35.6,32.6 - 42.4 (640),2012-2014
Grant,WA,35.6,32.6 - 42.4 (640),2012-2014
Abbeville,SC,35.7,32.6 - 42.4 (640),2012-2014
Marshall,IA,35.7,32.6 - 42.4 (640),2012-2014
Van Buren,AR,35.7,32.6 - 42.4 (640),2012-2014
Wilkes,GA,35.7,32.6 - 42.4 (640),2012-2014
Orange,NC,35.7,32.6 - 42.4 (640),2012-2014
Nicollet,MN,35.8,32.6 - 42.4 (640),2012-2014
Cedar,MO,35.8,32.6 - 42.4 (640),2012-2014
Barber,KS,35.8,32.6 - 42.4 (640),2012-2014
Rincon,PR,35.8,32.6 - 42.4 (640),2012-2014
Las Piedras,PR,35.9,32.6 - 42.4 (640),2012-2014
Walla Walla,WA,35.9,32.6 - 42.4 (640),2012-2014
Somervell,TX,35.9,32.6 - 42.4 (640),2012-2014
Calhoun,GA,35.9,32.6 - 42.4 (640),2012-2014
Graham,AZ,35.9,32.6 - 42.4 (640),2012-2014
Montgomery,MS,35.9,32.6 - 42.4 (640),2012-2014
Lyon,NV,35.9,32.6 - 42.4 (640),2012-2014
Dona Ana,NM,35.9,32.6 - 42.4 (640),2012-2014
Logan,OK,35.9,32.6 - 42.4 (640),2012-2014
Guadalupe,NM,36.0,32.6 - 42.4 (640),2012-2014
Carson City,NV,36.0,32.6 - 42.4 (640),2012-2014
Barry,MO,36.0,32.6 - 42.4 (640),2012-2014
Barton,KS,36.0,32.6 - 42.4 (640),2012-2014
Estill,KY,36.0,32.6 - 42.4 (640),2012-2014
Fayette,IL,36.0,32.6 - 42.4 (640),2012-2014
Childress,TX,36.0,32.6 - 42.4 (640),2012-2014
Trempealeau,WI,36.0,32.6 - 42.4 (640),2012-2014
Naranjito,PR,36.0,32.6 - 42.4 (640),2012-2014
Orocovis,PR,36.0,32.6 - 42.4 (640),2012-2014
Yauco,PR,36.1,32.6 - 42.4 (640),2012-2014
Midland,TX,36.1,32.6 - 42.4 (640),2012-2014
Nevada,CA,36.1,32.6 - 42.4 (640),2012-2014
Perry,MO,36.1,32.6 - 42.4 (640),2012-2014
McHenry,ND,36.1,32.6 - 42.4 (640),2012-2014
Multnomah,OR,36.1,32.6 - 42.4 (640),2012-2014
Coleman,TX,36.2,32.6 - 42.4 (640),2012-2014
Laramie,WY,36.3,32.6 - 42.4 (640),2012-2014
Northumberland,VA,36.3,32.6 - 42.4 (640),2012-2014
Wabash,IN,36.3,32.6 - 42.4 (640),2012-2014
Rush,IN,36.3,32.6 - 42.4 (640),2012-2014
Pottawatomie,KS,36.3,32.6 - 42.4 (640),2012-2014
Finney,KS,36.4,32.6 - 42.4 (640),2012-2014
Early,GA,36.4,32.6 - 42.4 (640),2012-2014
Rabun,GA,36.4,32.6 - 42.4 (640),2012-2014
McKenzie,ND,36.4,32.6 - 42.4 (640),2012-2014
Washington,NC,36.4,32.6 - 42.4 (640),2012-2014
New York,NY,36.4,32.6 - 42.4 (640),2012-2014
Yazoo,MS,36.4,32.6 - 42.4 (640),2012-2014
Yellowstone,MT,36.4,32.6 - 42.4 (640),2012-2014
Otter Tail,MN,36.4,32.6 - 42.4 (640),2012-2014
Hanson,SD,36.4,32.6 - 42.4 (640),2012-2014
Comal,TX,36.5,32.6 - 42.4 (640),2012-2014
Foard,TX,36.5,32.6 - 42.4 (640),2012-2014
Thurston,WA,36.6,32.6 - 42.4 (640),2012-2014
Yabucoa,PR,36.6,32.6 - 42.4 (640),2012-2014
Lincoln,GA,36.6,32.6 - 42.4 (640),2012-2014
Sacramento,CA,36.6,32.6 - 42.4 (640),2012-2014
Atchison,KS,36.6,32.6 - 42.4 (640),2012-2014
Steuben,IN,36.6,32.6 - 42.4 (640),2012-2014
Douglas,KS,36.7,32.6 - 42.4 (640),2012-2014
Apache,AZ,36.7,32.6 - 42.4 (640),2012-2014
Buncombe,NC,36.7,32.6 - 42.4 (640),2012-2014
Clay,NC,36.7,32.6 - 42.4 (640),2012-2014
Caddo,OK,36.7,32.6 - 42.4 (640),2012-2014
Shenandoah,VA,36.7,32.6 - 42.4 (640),2012-2014
Shawano,WI,36.7,32.6 - 42.4 (640),2012-2014
Bailey,TX,36.7,32.6 - 42.4 (640),2012-2014
Day,SD,36.7,32.6 - 42.4 (640),2012-2014
Kerr,TX,36.8,32.6 - 42.4 (640),2012-2014
Upton,TX,36.8,32.6 - 42.4 (640),2012-2014
Alexandria,VA,36.8,32.6 - 42.4 (640),2012-2014
Dewey,OK,36.8,32.6 - 42.4 (640),2012-2014
Nowata,OK,36.8,32.6 - 42.4 (640),2012-2014
Iowa,IA,36.8,32.6 - 42.4 (640),2012-2014
Dallas,IA,36.8,32.6 - 42.4 (640),2012-2014
Richmond,GA,36.9,32.6 - 42.4 (640),2012-2014
Columbia,WI,36.9,32.6 - 42.4 (640),2012-2014
Cidra,PR,36.9,32.6 - 42.4 (640),2012-2014
Williamsburg,VA,37.0,32.6 - 42.4 (640),2012-2014
Kenai Peninsula,AK,37.0,32.6 - 42.4 (640),2012-2014
Warren,IN,37.0,32.6 - 42.4 (640),2012-2014
Major,OK,37.0,32.6 - 42.4 (640),2012-2014
Mora,NM,37.0,32.6 - 42.4 (640),2012-2014
Somerset,ME,37.1,32.6 - 42.4 (640),2012-2014
Woodbury,IA,37.1,32.6 - 42.4 (640),2012-2014
Polk,IA,37.1,32.6 - 42.4 (640),2012-2014
La Crosse,WI,37.1,32.6 - 42.4 (640),2012-2014
Reagan,TX,37.1,32.6 - 42.4 (640),2012-2014
McPherson,SD,37.1,32.6 - 42.4 (640),2012-2014
