County,state,value,range,year
Dickinson,IA,28.1,11.2 - 31.2 (630),2014-2016
Chickasaw,IA,28.1,11.2 - 31.2 (630),2014-2016
Washington,IA,28.1,11.2 - 31.2 (630),2014-2016
Randolph,GA,28.1,11.2 - 31.2 (630),2014-2016
Hughes,SD,28.2,11.2 - 31.2 (630),2014-2016
Charles Mix,SD,28.3,11.2 - 31.2 (630),2014-2016
Falls Church,VA,28.3,11.2 - 31.2 (630),2014-2016
Grand,CO,28.3,11.2 - 31.2 (630),2014-2016
Wayne,IA,28.3,11.2 - 31.2 (630),2014-2016
Lake,MN,28.3,11.2 - 31.2 (630),2014-2016
Bernalillo,NM,28.3,11.2 - 31.2 (630),2014-2016
Barnes,ND,28.3,11.2 - 31.2 (630),2014-2016
Griggs,ND,28.3,11.2 - 31.2 (630),2014-2016
Thayer,NE,28.4,11.2 - 31.2 (630),2014-2016
Wells,ND,28.4,11.2 - 31.2 (630),2014-2016
McCone,MT,28.4,11.2 - 31.2 (630),2014-2016
Morris,KS,28.4,11.2 - 31.2 (630),2014-2016
Clearwater,ID,28.5,11.2 - 31.2 (630),2014-2016
Larimer,CO,28.5,11.2 - 31.2 (630),2014-2016
Phillips,MT,28.5,11.2 - 31.2 (630),2014-2016
Gage,NE,28.5,11.2 - 31.2 (630),2014-2016
Stillwater,MT,28.5,11.2 - 31.2 (630),2014-2016
Walsh,ND,28.5,11.2 - 31.2 (630),2014-2016
Chelan,WA,28.5,11.2 - 31.2 (630),2014-2016
Dunn,WI,28.5,11.2 - 31.2 (630),2014-2016
Vernon,WI,28.5,11.2 - 31.2 (630),2014-2016
Arroyo,PR,28.5,11.2 - 31.2 (630),2014-2016
Salt Lake,UT,28.5,11.2 - 31.2 (630),2014-2016
Garfield,UT,28.6,11.2 - 31.2 (630),2014-2016
Guanica,PR,28.6,11.2 - 31.2 (630),2014-2016
Guanica,PR,28.6,11.2 - 31.2 (630),2014-2016
Yolo,CA,28.6,11.2 - 31.2 (630),2014-2016
Hawaii,HI,28.6,11.2 - 31.2 (630),2014-2016
Bonneville,ID,28.7,11.2 - 31.2 (630),2014-2016
Terrell,GA,28.7,11.2 - 31.2 (630),2014-2016
Orange,CA,28.7,11.2 - 31.2 (630),2014-2016
Lawrence,IN,28.7,11.2 - 31.2 (630),2014-2016
Carroll,NH,28.7,11.2 - 31.2 (630),2014-2016
Mason,TX,28.7,11.2 - 31.2 (630),2014-2016
Bon Homme,SD,28.7,11.2 - 31.2 (630),2014-2016
Brule,SD,28.8,11.2 - 31.2 (630),2014-2016
Ashland,WI,28.8,11.2 - 31.2 (630),2014-2016
Sullivan,NH,28.8,11.2 - 31.2 (630),2014-2016
Valley,NE,28.8,11.2 - 31.2 (630),2014-2016
Mercer,ND,28.8,11.2 - 31.2 (630),2014-2016
Taylor,IA,28.8,11.2 - 31.2 (630),2014-2016
Mitchell,IA,28.8,11.2 - 31.2 (630),2014-2016
Monterey,CA,28.8,11.2 - 31.2 (630),2014-2016
Custer,CO,28.9,11.2 - 31.2 (630),2014-2016
Broomfield,CO,28.9,11.2 - 31.2 (630),2014-2016
Chattahoochee,GA,28.9,11.2 - 31.2 (630),2014-2016
Washington,NE,28.9,11.2 - 31.2 (630),2014-2016
Oktibbeha,MS,28.9,11.2 - 31.2 (630),2014-2016
Lincoln,ME,28.9,11.2 - 31.2 (630),2014-2016
Price,WI,28.9,11.2 - 31.2 (630),2014-2016
Garfield,WA,28.9,11.2 - 31.2 (630),2014-2016
Hemphill,TX,28.9,11.2 - 31.2 (630),2014-2016
Carbon,MT,29.0,11.2 - 31.2 (630),2014-2016
Sierra,NM,29.0,11.2 - 31.2 (630),2014-2016
Madison,ID,29.0,11.2 - 31.2 (630),2014-2016
Shoshone,ID,29.1,11.2 - 31.2 (630),2014-2016
Ida,IA,29.1,11.2 - 31.2 (630),2014-2016
San Miguel,CO,29.1,11.2 - 31.2 (630),2014-2016
Curry,OR,29.1,11.2 - 31.2 (630),2014-2016
Fillmore,NE,29.1,11.2 - 31.2 (630),2014-2016
Marshall,MN,29.2,11.2 - 31.2 (630),2014-2016
Meeker,MN,29.2,11.2 - 31.2 (630),2014-2016
Ontonagon,MI,29.2,11.2 - 31.2 (630),2014-2016
Cimarron,OK,29.2,11.2 - 31.2 (630),2014-2016
Lyman,SD,29.2,11.2 - 31.2 (630),2014-2016
Upton,TX,29.3,11.2 - 31.2 (630),2014-2016
Upton,TX,29.3,11.2 - 31.2 (630),2014-2016
Aguada,PR,29.3,11.2 - 31.2 (630),2014-2016
Lajas,PR,29.3,11.2 - 31.2 (630),2014-2016
Bayamon,PR,29.3,11.2 - 31.2 (630),2014-2016
Mineral,MT,29.3,11.2 - 31.2 (630),2014-2016
Saline,KS,29.3,11.2 - 31.2 (630),2014-2016
Douglas,CO,29.4,11.2 - 31.2 (630),2014-2016
Pembina,ND,29.4,11.2 - 31.2 (630),2014-2016
Grafton,NH,29.4,11.2 - 31.2 (630),2014-2016
Menominee,WI,29.4,11.2 - 31.2 (630),2014-2016
Hansford,TX,29.4,11.2 - 31.2 (630),2014-2016
Hudspeth,TX,29.4,11.2 - 31.2 (630),2014-2016
Washington,UT,29.5,11.2 - 31.2 (630),2014-2016
Big Horn,WY,29.5,11.2 - 31.2 (630),2014-2016
Watonwan,MN,29.5,11.2 - 31.2 (630),2014-2016
Pondera,MT,29.6,11.2 - 31.2 (630),2014-2016
Nelson,ND,29.6,11.2 - 31.2 (630),2014-2016
Brown,KS,29.6,11.2 - 31.2 (630),2014-2016
Lafayette,WI,29.6,11.2 - 31.2 (630),2014-2016
Skamania,WA,29.7,11.2 - 31.2 (630),2014-2016
Caguas,PR,29.7,11.2 - 31.2 (630),2014-2016
Fairfax,VA,29.7,11.2 - 31.2 (630),2014-2016
Kearny,KS,29.7,11.2 - 31.2 (630),2014-2016
Fayette,IA,29.7,11.2 - 31.2 (630),2014-2016
Kootenai,ID,29.7,11.2 - 31.2 (630),2014-2016
Clear Creek,CO,29.7,11.2 - 31.2 (630),2014-2016
Towns,GA,29.7,11.2 - 31.2 (630),2014-2016
Benewah,ID,29.7,11.2 - 31.2 (630),2014-2016
Sheridan,ND,29.7,11.2 - 31.2 (630),2014-2016
Lander,NV,29.7,11.2 - 31.2 (630),2014-2016
Sherman,NE,29.8,11.2 - 31.2 (630),2014-2016
Valencia,NM,29.8,11.2 - 31.2 (630),2014-2016
Renville,MN,29.8,11.2 - 31.2 (630),2014-2016
Denver,CO,29.8,11.2 - 31.2 (630),2014-2016
Elbert,CO,29.8,11.2 - 31.2 (630),2014-2016
Placer,CA,29.8,11.2 - 31.2 (630),2014-2016
Placer,CA,29.8,11.2 - 31.2 (630),2014-2016
Sheridan,KS,29.9,11.2 - 31.2 (630),2014-2016
Rooks,KS,29.9,11.2 - 31.2 (630),2014-2016
Rosebud,MT,29.9,11.2 - 31.2 (630),2014-2016
Oldham,TX,29.9,11.2 - 31.2 (630),2014-2016
Las Piedras,PR,29.9,11.2 - 31.2 (630),2014-2016
Miner,SD,30.0,11.2 - 31.2 (630),2014-2016
Missoula,MT,30.0,11.2 - 31.2 (630),2014-2016
Cedar,NE,30.0,11.2 - 31.2 (630),2014-2016
Atchison,MO,30.0,11.2 - 31.2 (630),2014-2016
Koochiching,MN,30.0,11.2 - 31.2 (630),2014-2016
Twin Falls,ID,30.0,11.2 - 31.2 (630),2014-2016
Alameda,CA,30.0,11.2 - 31.2 (630),2014-2016
Greene,GA,30.0,11.2 - 31.2 (630),2014-2016
Kossuth,IA,30.1,11.2 - 31.2 (630),2014-2016
Naguabo,PR,30.1,11.2 - 31.2 (630),2014-2016
Grant,WV,30.1,11.2 - 31.2 (630),2014-2016
Lancaster,VA,30.1,11.2 - 31.2 (630),2014-2016
Lipscomb,TX,30.2,11.2 - 31.2 (630),2014-2016
Ness,KS,30.2,11.2 - 31.2 (630),2014-2016
Montrose,CO,30.2,11.2 - 31.2 (630),2014-2016
Morgan,CO,30.2,11.2 - 31.2 (630),2014-2016
Sibley,MN,30.2,11.2 - 31.2 (630),2014-2016
Lancaster,NE,30.2,11.2 - 31.2 (630),2014-2016
Torrance,NM,30.2,11.2 - 31.2 (630),2014-2016
Deschutes,OR,30.2,11.2 - 31.2 (630),2014-2016
Logan,ND,30.3,11.2 - 31.2 (630),2014-2016
Grant,MN,30.3,11.2 - 31.2 (630),2014-2016
Lassen,CA,30.3,11.2 - 31.2 (630),2014-2016
Santa Cruz,CA,30.3,11.2 - 31.2 (630),2014-2016
Pima,AZ,30.3,11.2 - 31.2 (630),2014-2016
Anchorage,AK,30.3,11.2 - 31.2 (630),2014-2016
Hamilton,KS,30.3,11.2 - 31.2 (630),2014-2016
Jerome,ID,30.3,11.2 - 31.2 (630),2014-2016
Polk,MN,30.4,11.2 - 31.2 (630),2014-2016
Furnas,NE,30.4,11.2 - 31.2 (630),2014-2016
Albany,WY,30.4,11.2 - 31.2 (630),2014-2016
McCook,SD,30.5,11.2 - 31.2 (630),2014-2016
McCormick,SC,30.5,11.2 - 31.2 (630),2014-2016
Dawson,NE,30.5,11.2 - 31.2 (630),2014-2016
Lewis and Clark,MT,30.5,11.2 - 31.2 (630),2014-2016
Crawford,OH,30.5,11.2 - 31.2 (630),2014-2016
Montgomery,IL,30.5,11.2 - 31.2 (630),2014-2016
Fulton,IN,30.5,11.2 - 31.2 (630),2014-2016
Ward,ND,30.6,11.2 - 31.2 (630),2014-2016
Summit,UT,30.6,11.2 - 31.2 (630),2014-2016
Windsor,VT,30.6,11.2 - 31.2 (630),2014-2016
Clallam,WA,30.6,11.2 - 31.2 (630),2014-2016
Jefferson,OR,30.7,11.2 - 31.2 (630),2014-2016
Umatilla,OR,30.7,11.2 - 31.2 (630),2014-2016
Granite,MT,30.7,11.2 - 31.2 (630),2014-2016
Newaygo,MI,30.7,11.2 - 31.2 (630),2014-2016
Wilson,KS,30.7,11.2 - 31.2 (630),2014-2016
Solano,CA,30.7,11.2 - 31.2 (630),2014-2016
Arapahoe,CO,30.7,11.2 - 31.2 (630),2014-2016
Costilla,CO,30.8,11.2 - 31.2 (630),2014-2016
Winston,MS,30.8,11.2 - 31.2 (630),2014-2016
King,WA,30.8,11.2 - 31.2 (630),2014-2016
McCulloch,TX,30.8,11.2 - 31.2 (630),2014-2016
Boone,IA,30.9,11.2 - 31.2 (630),2014-2016
Jefferson,ID,30.9,11.2 - 31.2 (630),2014-2016
Bureau,IL,31.0,11.2 - 31.2 (630),2014-2016
La Paz,AZ,31.0,11.2 - 31.2 (630),2014-2016
Waldo,ME,31.0,11.2 - 31.2 (630),2014-2016
Baraga,MI,31.0,11.2 - 31.2 (630),2014-2016
Clay,NC,31.0,11.2 - 31.2 (630),2014-2016
Day,SD,31.0,11.2 - 31.2 (630),2014-2016
Humacao,PR,31.1,11.2 - 31.2 (630),2014-2016
Owyhee,ID,31.1,11.2 - 31.2 (630),2014-2016
Appanoose,IA,31.2,11.2 - 31.2 (630),2014-2016
Guthrie,IA,31.2,11.2 - 31.2 (630),2014-2016
Graham,AZ,31.2,11.2 - 31.2 (630),2014-2016
Boulder,CO,31.2,11.2 - 31.2 (630),2014-2016
Sublette,WY,31.2,11.2 - 31.2 (630),2014-2016
Oconto,WI,31.3,31.3 - 40.3 (635),2014-2016
Washburn,WI,31.3,31.3 - 40.3 (635),2014-2016
Franklin,WA,31.3,31.3 - 40.3 (635),2014-2016
Lamoille,VT,31.3,31.3 - 40.3 (635),2014-2016
Carroll,AR,31.3,31.3 - 40.3 (635),2014-2016
Webster,NE,31.3,31.3 - 40.3 (635),2014-2016
Lane,OR,31.3,31.3 - 40.3 (635),2014-2016
Logan,OK,31.3,31.3 - 40.3 (635),2014-2016
Dixon,NE,31.3,31.3 - 40.3 (635),2014-2016
Houston,MN,31.4,31.3 - 40.3 (635),2014-2016
Murray,MN,31.4,31.3 - 40.3 (635),2014-2016
Cleburne,AR,31.4,31.3 - 40.3 (635),2014-2016
San Diego,CA,31.4,31.3 - 40.3 (635),2014-2016
Lake,CA,31.4,31.3 - 40.3 (635),2014-2016
Adams,ID,31.4,31.3 - 40.3 (635),2014-2016
Payette,ID,31.4,31.3 - 40.3 (635),2014-2016
Trego,KS,31.4,31.3 - 40.3 (635),2014-2016
Columbia,WA,31.4,31.3 - 40.3 (635),2014-2016
Aguadilla,PR,31.4,31.3 - 40.3 (635),2014-2016
Fairfax City,VA,31.5,31.3 - 40.3 (635),2014-2016
Buena Vista,VA,31.5,31.3 - 40.3 (635),2014-2016
Grundy,IA,31.5,31.3 - 40.3 (635),2014-2016
Howard,MD,31.5,31.3 - 40.3 (635),2014-2016
Texas,OK,31.5,31.3 - 40.3 (635),2014-2016
Calhoun,IA,31.6,31.3 - 40.3 (635),2014-2016
Marshall,KS,31.6,31.3 - 40.3 (635),2014-2016
Lincoln,GA,31.6,31.3 - 40.3 (635),2014-2016
Contra Costa,CA,31.6,31.3 - 40.3 (635),2014-2016
Navajo,AZ,31.6,31.3 - 40.3 (635),2014-2016
Yavapai,AZ,31.6,31.3 - 40.3 (635),2014-2016
Kusilvak,AK,31.6,31.3 - 40.3 (635),2014-2016
Burnett,WI,31.6,31.3 - 40.3 (635),2014-2016
Yabucoa,PR,31.6,31.3 - 40.3 (635),2014-2016
Kingsbury,SD,31.6,31.3 - 40.3 (635),2014-2016
Schleicher,TX,31.7,31.3 - 40.3 (635),2014-2016
Richland,ND,31.7,31.3 - 40.3 (635),2014-2016
Saline,NE,31.7,31.3 - 40.3 (635),2014-2016
San Miguel,NM,31.7,31.3 - 40.3 (635),2014-2016
Yancey,NC,31.7,31.3 - 40.3 (635),2014-2016
Musselshell,MT,31.7,31.3 - 40.3 (635),2014-2016
Kanabec,MN,31.8,31.3 - 40.3 (635),2014-2016
De Baca,NM,31.8,31.3 - 40.3 (635),2014-2016
Poweshiek,IA,31.8,31.3 - 40.3 (635),2014-2016
LaGrange,IN,31.8,31.3 - 40.3 (635),2014-2016
Corson,SD,31.8,31.3 - 40.3 (635),2014-2016
Corson,SD,31.8,31.3 - 40.3 (635),2014-2016
Rockbridge,VA,31.9,31.3 - 40.3 (635),2014-2016
Foard,TX,31.9,31.3 - 40.3 (635),2014-2016
Nevada,CA,31.9,31.3 - 40.3 (635),2014-2016
Conejos,CO,31.9,31.3 - 40.3 (635),2014-2016
Rio Grande,CO,31.9,31.3 - 40.3 (635),2014-2016
Hamilton,NY,31.9,31.3 - 40.3 (635),2014-2016
Dare,NC,31.9,31.3 - 40.3 (635),2014-2016
Wabasha,MN,31.9,31.3 - 40.3 (635),2014-2016
Pierce,NE,31.9,31.3 - 40.3 (635),2014-2016
Ashe,NC,32.0,31.3 - 40.3 (635),2014-2016
Coleman,TX,32.0,31.3 - 40.3 (635),2014-2016
McPherson,SD,32.1,31.3 - 40.3 (635),2014-2016
New York,NY,32.1,31.3 - 40.3 (635),2014-2016
Pawnee,NE,32.1,31.3 - 40.3 (635),2014-2016
Gogebic,MI,32.1,31.3 - 40.3 (635),2014-2016
Miami,IN,32.1,31.3 - 40.3 (635),2014-2016
Rush,IN,32.1,31.3 - 40.3 (635),2014-2016
Tuolumne,CA,32.2,31.3 - 40.3 (635),2014-2016
Hidalgo,NM,32.2,31.3 - 40.3 (635),2014-2016
Edmunds,SD,32.2,31.3 - 40.3 (635),2014-2016
Calumet,WI,32.2,31.3 - 40.3 (635),2014-2016
Orocovis,PR,32.2,31.3 - 40.3 (635),2014-2016
Dorado,PR,32.3,31.3 - 40.3 (635),2014-2016
Kendall,TX,32.3,31.3 - 40.3 (635),2014-2016
Ward,TX,32.3,31.3 - 40.3 (635),2014-2016
Nez Perce,ID,32.3,31.3 - 40.3 (635),2014-2016
Grant,ND,32.4,31.3 - 40.3 (635),2014-2016
Blaine,OK,32.4,31.3 - 40.3 (635),2014-2016
Lavaca,TX,32.4,31.3 - 40.3 (635),2014-2016
San Lorenzo,PR,32.4,31.3 - 40.3 (635),2014-2016
El Paso,TX,32.5,31.3 - 40.3 (635),2014-2016
Emery,UT,32.5,31.3 - 40.3 (635),2014-2016
Armstrong,TX,32.5,31.3 - 40.3 (635),2014-2016
Van Buren,AR,32.5,31.3 - 40.3 (635),2014-2016
Dolores,CO,32.6,31.3 - 40.3 (635),2014-2016
Haskell,KS,32.6,31.3 - 40.3 (635),2014-2016
Silver Bow,MT,32.6,31.3 - 40.3 (635),2014-2016
Iron,UT,32.6,31.3 - 40.3 (635),2014-2016
Winkler,TX,32.6,31.3 - 40.3 (635),2014-2016
Iron,WI,32.6,31.3 - 40.3 (635),2014-2016
Aguas Buenas,PR,32.6,31.3 - 40.3 (635),2014-2016
Vega Alta,PR,32.7,31.3 - 40.3 (635),2014-2016
Wibaux,MT,32.7,31.3 - 40.3 (635),2014-2016
Alger,MI,32.7,31.3 - 40.3 (635),2014-2016
Le Sueur,MN,32.7,31.3 - 40.3 (635),2014-2016
Clackamas,OR,32.7,31.3 - 40.3 (635),2014-2016
Polk,OR,32.7,31.3 - 40.3 (635),2014-2016
Guadalupe,NM,32.7,31.3 - 40.3 (635),2014-2016
McKinley,NM,32.8,31.3 - 40.3 (635),2014-2016
Washington,OR,32.8,31.3 - 40.3 (635),2014-2016
Wyandot,OH,32.8,31.3 - 40.3 (635),2014-2016
Otoe,NE,32.8,31.3 - 40.3 (635),2014-2016
Clark,KS,32.8,31.3 - 40.3 (635),2014-2016
Elk,KS,32.8,31.3 - 40.3 (635),2014-2016
Alamosa,CO,32.8,31.3 - 40.3 (635),2014-2016
Mayaguez,PR,32.8,31.3 - 40.3 (635),2014-2016
Sauk,WI,32.9,31.3 - 40.3 (635),2014-2016
Midland,TX,32.9,31.3 - 40.3 (635),2014-2016
Beaufort,SC,32.9,31.3 - 40.3 (635),2014-2016
Brown,IL,32.9,31.3 - 40.3 (635),2014-2016
Hubbard,MN,32.9,31.3 - 40.3 (635),2014-2016
Douglas,MN,32.9,31.3 - 40.3 (635),2014-2016
Fillmore,MN,32.9,31.3 - 40.3 (635),2014-2016
Washoe,NV,33.0,31.3 - 40.3 (635),2014-2016
Alleghany,NC,33.0,31.3 - 40.3 (635),2014-2016
Napa,CA,33.0,31.3 - 40.3 (635),2014-2016
Williamson,TX,33.0,31.3 - 40.3 (635),2014-2016
Stonewall,TX,33.0,31.3 - 40.3 (635),2014-2016
Trinity,CA,33.1,31.3 - 40.3 (635),2014-2016
Trinity,CA,33.1,31.3 - 40.3 (635),2014-2016
Phillips,KS,33.1,31.3 - 40.3 (635),2014-2016
Marion,OR,33.1,31.3 - 40.3 (635),2014-2016
Pine,MN,33.1,31.3 - 40.3 (635),2014-2016
Johnson,NE,33.1,31.3 - 40.3 (635),2014-2016
Grundy,MO,33.1,31.3 - 40.3 (635),2014-2016
Clay,NE,33.2,31.3 - 40.3 (635),2014-2016
Choctaw,MS,33.2,31.3 - 40.3 (635),2014-2016
Atchison,KS,33.2,31.3 - 40.3 (635),2014-2016
Decatur,IN,33.2,31.3 - 40.3 (635),2014-2016
Ventura,CA,33.2,31.3 - 40.3 (635),2014-2016
Sherman,TX,33.2,31.3 - 40.3 (635),2014-2016
Potter,SD,33.2,31.3 - 40.3 (635),2014-2016
Outagamie,WI,33.3,31.3 - 40.3 (635),2014-2016
Palo Alto,IA,33.3,31.3 - 40.3 (635),2014-2016
Tompkins,NY,33.3,31.3 - 40.3 (635),2014-2016
Dona Ana,NM,33.3,31.3 - 40.3 (635),2014-2016
Olmsted,MN,33.4,31.3 - 40.3 (635),2014-2016
Otter Tail,MN,33.4,31.3 - 40.3 (635),2014-2016
Hill,MT,33.4,31.3 - 40.3 (635),2014-2016
Chatham,NC,33.5,31.3 - 40.3 (635),2014-2016
Emmons,ND,33.5,31.3 - 40.3 (635),2014-2016
Calhoun,GA,33.5,31.3 - 40.3 (635),2014-2016
Hormigueros,PR,33.5,31.3 - 40.3 (635),2014-2016
Blanco,TX,33.5,31.3 - 40.3 (635),2014-2016
Coke,TX,33.5,31.3 - 40.3 (635),2014-2016
Deaf Smith,TX,33.5,31.3 - 40.3 (635),2014-2016
Randall,TX,33.6,31.3 - 40.3 (635),2014-2016
Summers,WV,33.6,31.3 - 40.3 (635),2014-2016
Snohomish,WA,33.6,31.3 - 40.3 (635),2014-2016
Cheyenne,CO,33.6,31.3 - 40.3 (635),2014-2016
Chautauqua,KS,33.7,31.3 - 40.3 (635),2014-2016
Johnson,IA,33.7,31.3 - 40.3 (635),2014-2016
Madison,NY,33.7,31.3 - 40.3 (635),2014-2016
Washington,OK,33.7,31.3 - 40.3 (635),2014-2016
Piscataquis,ME,33.7,31.3 - 40.3 (635),2014-2016
Schoolcraft,MI,33.8,31.3 - 40.3 (635),2014-2016
Henry,IA,33.8,31.3 - 40.3 (635),2014-2016
Clark,AR,33.8,31.3 - 40.3 (635),2014-2016
Trempealeau,WI,33.8,31.3 - 40.3 (635),2014-2016
Crook,WY,33.8,31.3 - 40.3 (635),2014-2016
Garza,TX,33.8,31.3 - 40.3 (635),2014-2016
Aransas,TX,33.8,31.3 - 40.3 (635),2014-2016
Stevens,KS,33.9,31.3 - 40.3 (635),2014-2016
Douglas,OR,33.9,31.3 - 40.3 (635),2014-2016
Churchill,NV,33.9,31.3 - 40.3 (635),2014-2016
Potter,PA,34.0,31.3 - 40.3 (635),2014-2016
Rush,KS,34.0,31.3 - 40.3 (635),2014-2016
Davis,IA,34.0,31.3 - 40.3 (635),2014-2016
Union,SD,34.0,31.3 - 40.3 (635),2014-2016
Winnebago,WI,34.0,31.3 - 40.3 (635),2014-2016
Childress,TX,34.1,31.3 - 40.3 (635),2014-2016
Windham,VT,34.1,31.3 - 40.3 (635),2014-2016
Bremer,IA,34.1,31.3 - 40.3 (635),2014-2016
Hardin,IA,34.1,31.3 - 40.3 (635),2014-2016
Tehama,CA,34.1,31.3 - 40.3 (635),2014-2016
Comanche,OK,34.1,31.3 - 40.3 (635),2014-2016
McLean,ND,34.1,31.3 - 40.3 (635),2014-2016
Scotland,MO,34.1,31.3 - 40.3 (635),2014-2016
Carroll,MO,34.1,31.3 - 40.3 (635),2014-2016
Hodgeman,KS,34.2,31.3 - 40.3 (635),2014-2016
Humboldt,IA,34.3,31.3 - 40.3 (635),2014-2016
Hancock,IL,34.3,31.3 - 40.3 (635),2014-2016
Malheur,OR,34.3,31.3 - 40.3 (635),2014-2016
Avery,NC,34.3,31.3 - 40.3 (635),2014-2016
Duchesne,UT,34.3,31.3 - 40.3 (635),2014-2016
Beaver,UT,34.3,31.3 - 40.3 (635),2014-2016
Carbon,UT,34.4,31.3 - 40.3 (635),2014-2016
Cabo Rojo,PR,34.4,31.3 - 40.3 (635),2014-2016
Cascade,MT,34.4,31.3 - 40.3 (635),2014-2016
Nicollet,MN,34.4,31.3 - 40.3 (635),2014-2016
Boone,MO,34.5,31.3 - 40.3 (635),2014-2016
Noxubee,MS,34.5,31.3 - 40.3 (635),2014-2016
Lyon,NV,34.5,31.3 - 40.3 (635),2014-2016
Henry,IL,34.5,31.3 - 40.3 (635),2014-2016
Christian,IL,34.5,31.3 - 40.3 (635),2014-2016
Green,WI,34.5,31.3 - 40.3 (635),2014-2016
Patrick,VA,34.5,31.3 - 40.3 (635),2014-2016
Charlottesville,VA,34.5,31.3 - 40.3 (635),2014-2016
Comanche,TX,34.5,31.3 - 40.3 (635),2014-2016
Grant,WA,34.6,31.3 - 40.3 (635),2014-2016
Kitsap,WA,34.6,31.3 - 40.3 (635),2014-2016
White,IN,34.6,31.3 - 40.3 (635),2014-2016
Chatham,GA,34.6,31.3 - 40.3 (635),2014-2016
Pueblo,CO,34.6,31.3 - 40.3 (635),2014-2016
Linn,OR,34.6,31.3 - 40.3 (635),2014-2016
Kingfisher,OK,34.6,31.3 - 40.3 (635),2014-2016
Otero,NM,34.7,31.3 - 40.3 (635),2014-2016
Clearwater,MN,34.7,31.3 - 40.3 (635),2014-2016
Benton,IA,34.7,31.3 - 40.3 (635),2014-2016
Converse,WY,34.7,31.3 - 40.3 (635),2014-2016
Sheboygan,WI,34.7,31.3 - 40.3 (635),2014-2016
Pepin,WI,34.8,31.3 - 40.3 (635),2014-2016
Whatcom,WA,34.8,31.3 - 40.3 (635),2014-2016
Arecibo,PR,34.8,31.3 - 40.3 (635),2014-2016
Rockwall,TX,34.8,31.3 - 40.3 (635),2014-2016
Wabash,IN,34.8,31.3 - 40.3 (635),2014-2016
Stark,IL,34.8,31.3 - 40.3 (635),2014-2016
Marion,KS,34.8,31.3 - 40.3 (635),2014-2016
Jenkins,GA,34.8,31.3 - 40.3 (635),2014-2016
Yellowstone,MT,34.8,31.3 - 40.3 (635),2014-2016
Mitchell,NC,34.8,31.3 - 40.3 (635),2014-2016
Major,OK,34.8,31.3 - 40.3 (635),2014-2016
Ransom,ND,34.9,31.3 - 40.3 (635),2014-2016
Haines,AK,34.9,31.3 - 40.3 (635),2014-2016
Polk,IA,34.9,31.3 - 40.3 (635),2014-2016
Woodford,KY,34.9,31.3 - 40.3 (635),2014-2016
Clay,IA,34.9,31.3 - 40.3 (635),2014-2016
Lincoln,SD,34.9,31.3 - 40.3 (635),2014-2016
Spink,SD,35.0,31.3 - 40.3 (635),2014-2016
Hood,TX,35.0,31.3 - 40.3 (635),2014-2016
Swisher,TX,35.0,31.3 - 40.3 (635),2014-2016
Juncos,PR,35.0,31.3 - 40.3 (635),2014-2016
Salinas,PR,35.0,31.3 - 40.3 (635),2014-2016
Kewaunee,WI,35.0,31.3 - 40.3 (635),2014-2016
Jones,IA,35.0,31.3 - 40.3 (635),2014-2016
Estill,KY,35.0,31.3 - 40.3 (635),2014-2016
Southeast Fairbanks,AK,35.0,31.3 - 40.3 (635),2014-2016
Multnomah,OR,35.0,31.3 - 40.3 (635),2014-2016
Fayette,GA,35.1,31.3 - 40.3 (635),2014-2016
Weld,CO,35.1,31.3 - 40.3 (635),2014-2016
Madison,KY,35.1,31.3 - 40.3 (635),2014-2016
Dallas,IA,35.1,31.3 - 40.3 (635),2014-2016
Woodford,IL,35.1,31.3 - 40.3 (635),2014-2016
Alexandria,VA,35.1,31.3 - 40.3 (635),2014-2016
Thurston,WA,35.2,31.3 - 40.3 (635),2014-2016
Douglas,WA,35.2,31.3 - 40.3 (635),2014-2016
Dane,WI,35.2,31.3 - 40.3 (635),2014-2016
Bailey,TX,35.2,31.3 - 40.3 (635),2014-2016
Wright,IA,35.2,31.3 - 40.3 (635),2014-2016
Douglas,KS,35.2,31.3 - 40.3 (635),2014-2016
Bristol Bay,AK,35.2,31.3 - 40.3 (635),2014-2016
Glenn,CA,35.2,31.3 - 40.3 (635),2014-2016
Canadian,OK,35.2,31.3 - 40.3 (635),2014-2016
Orange,NC,35.2,31.3 - 40.3 (635),2014-2016
Buncombe,NC,35.2,31.3 - 40.3 (635),2014-2016
Putnam,MO,35.2,31.3 - 40.3 (635),2014-2016
Caddo,OK,35.3,31.3 - 40.3 (635),2014-2016
Iowa,IA,35.3,31.3 - 40.3 (635),2014-2016
Williamson,TN,35.3,31.3 - 40.3 (635),2014-2016
Walla Walla,WA,35.4,31.3 - 40.3 (635),2014-2016
Keokuk,IA,35.4,31.3 - 40.3 (635),2014-2016
Howard,IA,35.4,31.3 - 40.3 (635),2014-2016
Finney,KS,35.4,31.3 - 40.3 (635),2014-2016
El Dorado,CA,35.4,31.3 - 40.3 (635),2014-2016
Bent,CO,35.4,31.3 - 40.3 (635),2014-2016
San Benito,CA,35.4,31.3 - 40.3 (635),2014-2016
North Slope,AK,35.4,31.3 - 40.3 (635),2014-2016
Nye,NV,35.4,31.3 - 40.3 (635),2014-2016
Lowndes,MS,35.4,31.3 - 40.3 (635),2014-2016
Barton,MO,35.5,31.3 - 40.3 (635),2014-2016
Blue Earth,MN,35.5,31.3 - 40.3 (635),2014-2016
