County,state,value,range,year
Wayne,NE,20.3,11.2 - 31.2 (630),2014-2016
Campbell,SD,20.3,11.2 - 31.2 (630),2014-2016
Kodiak Island,AK,20.4,11.2 - 31.2 (630),2014-2016
Kauai,HI,20.4,11.2 - 31.2 (630),2014-2016
Gove,KS,20.5,11.2 - 31.2 (630),2014-2016
Adair,IA,20.5,11.2 - 31.2 (630),2014-2016
Kimball,NE,20.5,11.2 - 31.2 (630),2014-2016
Cuming,NE,20.5,11.2 - 31.2 (630),2014-2016
Lake,MT,20.5,11.2 - 31.2 (630),2014-2016
Sanders,MT,20.6,11.2 - 31.2 (630),2014-2016
Towner,ND,20.6,11.2 - 31.2 (630),2014-2016
Comanche,KS,20.6,11.2 - 31.2 (630),2014-2016
Inyo,CA,20.6,11.2 - 31.2 (630),2014-2016
Union,IA,20.7,11.2 - 31.2 (630),2014-2016
Stanton,KS,20.7,11.2 - 31.2 (630),2014-2016
Kittson,MN,20.7,11.2 - 31.2 (630),2014-2016
Rawlins,KS,20.8,11.2 - 31.2 (630),2014-2016
Shelby,IA,20.9,11.2 - 31.2 (630),2014-2016
Dillingham,AK,20.9,11.2 - 31.2 (630),2014-2016
Sheridan,MT,20.9,11.2 - 31.2 (630),2014-2016
Collingsworth,TX,20.9,11.2 - 31.2 (630),2014-2016
Deuel,NE,21.0,11.2 - 31.2 (630),2014-2016
Lincoln,OR,21.0,11.2 - 31.2 (630),2014-2016
Jewell,KS,21.0,11.2 - 31.2 (630),2014-2016
Jefferson,NE,21.1,11.2 - 31.2 (630),2014-2016
Greeley,NE,21.2,11.2 - 31.2 (630),2014-2016
Ringgold,IA,21.2,11.2 - 31.2 (630),2014-2016
Ringgold,IA,21.2,11.2 - 31.2 (630),2014-2016
Buena Vista,IA,21.3,11.2 - 31.2 (630),2014-2016
Sierra,CA,21.3,11.2 - 31.2 (630),2014-2016
Bingham,ID,21.3,11.2 - 31.2 (630),2014-2016
Summit,CO,21.3,11.2 - 31.2 (630),2014-2016
Boundary,ID,21.4,11.2 - 31.2 (630),2014-2016
Jefferson,WA,21.4,11.2 - 31.2 (630),2014-2016
Taylor,WI,21.5,11.2 - 31.2 (630),2014-2016
Gregory,SD,21.5,11.2 - 31.2 (630),2014-2016
Osborne,KS,21.5,11.2 - 31.2 (630),2014-2016
Monona,IA,21.6,11.2 - 31.2 (630),2014-2016
Franklin,ID,21.6,11.2 - 31.2 (630),2014-2016
Polk,NE,21.6,11.2 - 31.2 (630),2014-2016
Santa Fe,NM,21.6,11.2 - 31.2 (630),2014-2016
Haakon,SD,21.6,11.2 - 31.2 (630),2014-2016
Lincoln,WY,21.6,11.2 - 31.2 (630),2014-2016
Washakie,WY,21.7,11.2 - 31.2 (630),2014-2016
Garfield,CO,21.7,11.2 - 31.2 (630),2014-2016
Gem,ID,21.8,11.2 - 31.2 (630),2014-2016
Los Alamos,NM,21.8,11.2 - 31.2 (630),2014-2016
Ravalli,MT,21.8,11.2 - 31.2 (630),2014-2016
Brown,MN,21.8,11.2 - 31.2 (630),2014-2016
Waupaca,WI,21.8,11.2 - 31.2 (630),2014-2016
Door,WI,21.8,11.2 - 31.2 (630),2014-2016
Green Lake,WI,21.9,11.2 - 31.2 (630),2014-2016
Lake,OR,21.9,11.2 - 31.2 (630),2014-2016
Clatsop,OR,21.9,11.2 - 31.2 (630),2014-2016
Stark,ND,21.9,11.2 - 31.2 (630),2014-2016
Archuleta,CO,21.9,11.2 - 31.2 (630),2014-2016
Marion,GA,21.9,11.2 - 31.2 (630),2014-2016
Phillips,CO,21.9,11.2 - 31.2 (630),2014-2016
Boise,ID,22.0,11.2 - 31.2 (630),2014-2016
Lyon,KS,22.0,11.2 - 31.2 (630),2014-2016
Washington,KS,22.0,11.2 - 31.2 (630),2014-2016
Stevens,MN,22.0,11.2 - 31.2 (630),2014-2016
Broadwater,MT,22.0,11.2 - 31.2 (630),2014-2016
Sweet Grass,MT,22.1,11.2 - 31.2 (630),2014-2016
Lyon,MN,22.1,11.2 - 31.2 (630),2014-2016
Cook,MN,22.1,11.2 - 31.2 (630),2014-2016
Yates,NY,22.1,11.2 - 31.2 (630),2014-2016
Carolina,PR,22.1,11.2 - 31.2 (630),2014-2016
Roberts,SD,22.1,11.2 - 31.2 (630),2014-2016
Daniels,MT,22.2,11.2 - 31.2 (630),2014-2016
Box Butte,NE,22.2,11.2 - 31.2 (630),2014-2016
Nemaha,KS,22.2,11.2 - 31.2 (630),2014-2016
Elmore,ID,22.2,11.2 - 31.2 (630),2014-2016
Allamakee,IA,22.3,11.2 - 31.2 (630),2014-2016
San Luis Obispo,CA,22.3,11.2 - 31.2 (630),2014-2016
Stanley,SD,22.3,11.2 - 31.2 (630),2014-2016
Jerauld,SD,22.3,11.2 - 31.2 (630),2014-2016
Vieques,PR,22.3,11.2 - 31.2 (630),2014-2016
Rincon,PR,22.4,11.2 - 31.2 (630),2014-2016
Park,WY,22.4,11.2 - 31.2 (630),2014-2016
Park,WY,22.4,11.2 - 31.2 (630),2014-2016
Cheyenne,KS,22.4,11.2 - 31.2 (630),2014-2016
Clay,KS,22.4,11.2 - 31.2 (630),2014-2016
Ellsworth,KS,22.4,11.2 - 31.2 (630),2014-2016
Dunn,ND,22.4,11.2 - 31.2 (630),2014-2016
Mineral,NV,22.4,11.2 - 31.2 (630),2014-2016
Cass,IA,22.5,11.2 - 31.2 (630),2014-2016
Lincoln,ID,22.5,11.2 - 31.2 (630),2014-2016
Lake,CO,22.6,11.2 - 31.2 (630),2014-2016
Rock,NE,22.6,11.2 - 31.2 (630),2014-2016
Meagher,MT,22.6,11.2 - 31.2 (630),2014-2016
Fall River,SD,22.6,11.2 - 31.2 (630),2014-2016
Arlington,VA,22.6,11.2 - 31.2 (630),2014-2016
Kane,UT,22.7,11.2 - 31.2 (630),2014-2016
Loiza,PR,22.7,11.2 - 31.2 (630),2014-2016
Colfax,NM,22.7,11.2 - 31.2 (630),2014-2016
Tillamook,OR,22.7,11.2 - 31.2 (630),2014-2016
Lewis,ID,22.7,11.2 - 31.2 (630),2014-2016
Jefferson,IA,22.7,11.2 - 31.2 (630),2014-2016
Lyon,IA,22.7,11.2 - 31.2 (630),2014-2016
Cottonwood,MN,22.8,11.2 - 31.2 (630),2014-2016
San Juan,PR,22.8,11.2 - 31.2 (630),2014-2016
Goshen,WY,22.8,11.2 - 31.2 (630),2014-2016
Sanpete,UT,22.8,11.2 - 31.2 (630),2014-2016
Lawrence,SD,22.9,11.2 - 31.2 (630),2014-2016
Beadle,SD,22.9,11.2 - 31.2 (630),2014-2016
Carbon,WY,22.9,11.2 - 31.2 (630),2014-2016
Brown,NE,22.9,11.2 - 31.2 (630),2014-2016
Butte,ID,22.9,11.2 - 31.2 (630),2014-2016
Quebradillas,PR,23.0,11.2 - 31.2 (630),2014-2016
Rio Grande,PR,23.1,11.2 - 31.2 (630),2014-2016
Platte,WY,23.1,11.2 - 31.2 (630),2014-2016
Adams,IA,23.1,11.2 - 31.2 (630),2014-2016
Adams,IN,23.1,11.2 - 31.2 (630),2014-2016
Caribou,ID,23.2,11.2 - 31.2 (630),2014-2016
Socorro,NM,23.2,11.2 - 31.2 (630),2014-2016
Teton,WY,23.2,11.2 - 31.2 (630),2014-2016
Grant,WI,23.3,11.2 - 31.2 (630),2014-2016
Ceiba,PR,23.3,11.2 - 31.2 (630),2014-2016
Santa Cruz,AZ,23.3,11.2 - 31.2 (630),2014-2016
Wichita,KS,23.3,11.2 - 31.2 (630),2014-2016
Wichita,KS,23.3,11.2 - 31.2 (630),2014-2016
Franklin,NE,23.4,11.2 - 31.2 (630),2014-2016
San Juan,WA,23.4,11.2 - 31.2 (630),2014-2016
Pacific,WA,23.5,11.2 - 31.2 (630),2014-2016
Addison,VT,23.5,11.2 - 31.2 (630),2014-2016
Mora,NM,23.5,11.2 - 31.2 (630),2014-2016
Delaware,IA,23.5,11.2 - 31.2 (630),2014-2016
LaMoure,ND,23.6,11.2 - 31.2 (630),2014-2016
Burke,ND,23.6,11.2 - 31.2 (630),2014-2016
Hettinger,ND,23.7,11.2 - 31.2 (630),2014-2016
Chase,NE,23.7,11.2 - 31.2 (630),2014-2016
Mahaska,IA,23.7,11.2 - 31.2 (630),2014-2016
Clarke,IA,23.7,11.2 - 31.2 (630),2014-2016
Butte,SD,23.7,11.2 - 31.2 (630),2014-2016
Sac,IA,23.8,11.2 - 31.2 (630),2014-2016
Honolulu,HI,23.8,11.2 - 31.2 (630),2014-2016
Morrow,OR,23.8,11.2 - 31.2 (630),2014-2016
Eagle,CO,23.9,11.2 - 31.2 (630),2014-2016
Audubon,IA,23.9,11.2 - 31.2 (630),2014-2016
Monroe,IN,23.9,11.2 - 31.2 (630),2014-2016
Presidio,TX,23.9,11.2 - 31.2 (630),2014-2016
Asotin,WA,23.9,11.2 - 31.2 (630),2014-2016
Okanogan,WA,24.0,11.2 - 31.2 (630),2014-2016
Lake,SD,24.0,11.2 - 31.2 (630),2014-2016
Dundy,NE,24.0,11.2 - 31.2 (630),2014-2016
Hitchcock,NE,24.1,11.2 - 31.2 (630),2014-2016
Macon,NC,24.1,11.2 - 31.2 (630),2014-2016
Oneida,ID,24.1,11.2 - 31.2 (630),2014-2016
Maui,HI,24.1,11.2 - 31.2 (630),2014-2016
Walworth,SD,24.1,11.2 - 31.2 (630),2014-2016
Caledonia,VT,24.1,11.2 - 31.2 (630),2014-2016
Reeves,TX,24.2,11.2 - 31.2 (630),2014-2016
Grant,SD,24.2,11.2 - 31.2 (630),2014-2016
Mesa,CO,24.2,11.2 - 31.2 (630),2014-2016
Keith,NE,24.2,11.2 - 31.2 (630),2014-2016
Powell,MT,24.2,11.2 - 31.2 (630),2014-2016
Worth,MO,24.2,11.2 - 31.2 (630),2014-2016
Howard,NE,24.3,11.2 - 31.2 (630),2014-2016
Butler,NE,24.3,11.2 - 31.2 (630),2014-2016
Santa Barbara,CA,24.3,11.2 - 31.2 (630),2014-2016
Smith,KS,24.3,11.2 - 31.2 (630),2014-2016
Davis,UT,24.3,11.2 - 31.2 (630),2014-2016
Ferry,WA,24.3,11.2 - 31.2 (630),2014-2016
Marshall,SD,24.4,11.2 - 31.2 (630),2014-2016
Delta,CO,24.4,11.2 - 31.2 (630),2014-2016
Transylvania,NC,24.4,11.2 - 31.2 (630),2014-2016
McIntosh,ND,24.4,11.2 - 31.2 (630),2014-2016
Kearney,NE,24.5,11.2 - 31.2 (630),2014-2016
Chippewa,MN,24.5,11.2 - 31.2 (630),2014-2016
Marion,IA,24.5,11.2 - 31.2 (630),2014-2016
Faulk,SD,24.5,11.2 - 31.2 (630),2014-2016
Polk,WI,24.6,11.2 - 31.2 (630),2014-2016
Richland,WI,24.6,11.2 - 31.2 (630),2014-2016
Catano,PR,24.6,11.2 - 31.2 (630),2014-2016
Clayton,IA,24.6,11.2 - 31.2 (630),2014-2016
Rice,KS,24.6,11.2 - 31.2 (630),2014-2016
Norton,KS,24.6,11.2 - 31.2 (630),2014-2016
Edwards,KS,24.7,11.2 - 31.2 (630),2014-2016
Benton,OR,24.7,11.2 - 31.2 (630),2014-2016
Kittitas,WA,24.7,11.2 - 31.2 (630),2014-2016
Culberson,TX,24.7,11.2 - 31.2 (630),2014-2016
Moody,SD,24.8,11.2 - 31.2 (630),2014-2016
Gillespie,TX,24.8,11.2 - 31.2 (630),2014-2016
Lincoln,WA,24.8,11.2 - 31.2 (630),2014-2016
Divide,ND,24.8,11.2 - 31.2 (630),2014-2016
Cherry,NE,24.8,11.2 - 31.2 (630),2014-2016
Marin,CA,24.8,11.2 - 31.2 (630),2014-2016
Flathead,MT,24.9,11.2 - 31.2 (630),2014-2016
Lincoln,NM,24.9,11.2 - 31.2 (630),2014-2016
Ramsey,ND,24.9,11.2 - 31.2 (630),2014-2016
Comerio,PR,24.9,11.2 - 31.2 (630),2014-2016
Adams,WA,25.0,11.2 - 31.2 (630),2014-2016
Traill,ND,25.0,11.2 - 31.2 (630),2014-2016
Holt,NE,25.0,11.2 - 31.2 (630),2014-2016
San Mateo,CA,25.0,11.2 - 31.2 (630),2014-2016
Lucas,IA,25.0,11.2 - 31.2 (630),2014-2016
Sherman,KS,25.0,11.2 - 31.2 (630),2014-2016
Power,ID,25.0,11.2 - 31.2 (630),2014-2016
Roosevelt,MT,25.1,11.2 - 31.2 (630),2014-2016
Klickitat,WA,25.1,11.2 - 31.2 (630),2014-2016
Crawford,WI,25.1,11.2 - 31.2 (630),2014-2016
Guaynabo,PR,25.1,11.2 - 31.2 (630),2014-2016
Iowa,WI,25.2,11.2 - 31.2 (630),2014-2016
Briscoe,TX,25.2,11.2 - 31.2 (630),2014-2016
Red Willow,NE,25.2,11.2 - 31.2 (630),2014-2016
Jackson,MN,25.2,11.2 - 31.2 (630),2014-2016
Mendocino,CA,25.2,11.2 - 31.2 (630),2014-2016
Ketchikan Gateway,AK,25.3,11.2 - 31.2 (630),2014-2016
Brewster,TX,25.3,11.2 - 31.2 (630),2014-2016
Sawyer,WI,25.3,11.2 - 31.2 (630),2014-2016
Fajardo,PR,25.4,11.2 - 31.2 (630),2014-2016
Douglas,SD,25.4,11.2 - 31.2 (630),2014-2016
Cache,UT,25.4,11.2 - 31.2 (630),2014-2016
Sevier,UT,25.4,11.2 - 31.2 (630),2014-2016
Routt,CO,25.4,11.2 - 31.2 (630),2014-2016
Seward,NE,25.4,11.2 - 31.2 (630),2014-2016
Montgomery,MD,25.5,11.2 - 31.2 (630),2014-2016
Garfield,NE,25.5,11.2 - 31.2 (630),2014-2016
Sitka,AK,25.5,11.2 - 31.2 (630),2014-2016
Modoc,CA,25.5,11.2 - 31.2 (630),2014-2016
Stevens,WA,25.5,11.2 - 31.2 (630),2014-2016
Valley,MT,25.6,11.2 - 31.2 (630),2014-2016
Plumas,CA,25.7,11.2 - 31.2 (630),2014-2016
Meade,SD,25.7,11.2 - 31.2 (630),2014-2016
Carroll,IA,25.8,11.2 - 31.2 (630),2014-2016
Ottawa,KS,25.8,11.2 - 31.2 (630),2014-2016
Neosho,KS,25.8,11.2 - 31.2 (630),2014-2016
Todd,MN,25.8,11.2 - 31.2 (630),2014-2016
Morrison,MN,25.8,11.2 - 31.2 (630),2014-2016
Bottineau,ND,25.9,11.2 - 31.2 (630),2014-2016
Custer,SD,25.9,11.2 - 31.2 (630),2014-2016
Island,WA,25.9,11.2 - 31.2 (630),2014-2016
Burt,NE,26.0,11.2 - 31.2 (630),2014-2016
Decatur,IA,26.0,11.2 - 31.2 (630),2014-2016
Prowers,CO,26.1,11.2 - 31.2 (630),2014-2016
Liberty,MT,26.1,11.2 - 31.2 (630),2014-2016
Oxford,ME,26.1,11.2 - 31.2 (630),2014-2016
Sandoval,NM,26.1,11.2 - 31.2 (630),2014-2016
Renville,ND,26.1,11.2 - 31.2 (630),2014-2016
Weston,WY,26.1,11.2 - 31.2 (630),2014-2016
Polk,NC,26.2,11.2 - 31.2 (630),2014-2016
Keweenaw,MI,26.2,11.2 - 31.2 (630),2014-2016
Gallatin,MT,26.2,11.2 - 31.2 (630),2014-2016
Wilkinson,MS,26.2,11.2 - 31.2 (630),2014-2016
Lincoln,KS,26.2,11.2 - 31.2 (630),2014-2016
Graham,KS,26.3,11.2 - 31.2 (630),2014-2016
Fremont,ID,26.3,11.2 - 31.2 (630),2014-2016
Wilkin,MN,26.3,11.2 - 31.2 (630),2014-2016
Stutsman,ND,26.3,11.2 - 31.2 (630),2014-2016
Bayfield,WI,26.3,11.2 - 31.2 (630),2014-2016
Pend Oreille,WA,26.4,11.2 - 31.2 (630),2014-2016
Tripp,SD,26.4,11.2 - 31.2 (630),2014-2016
Sargent,ND,26.4,11.2 - 31.2 (630),2014-2016
Grant,NM,26.4,11.2 - 31.2 (630),2014-2016
Saguache,CO,26.4,11.2 - 31.2 (630),2014-2016
Las Animas,CO,26.6,11.2 - 31.2 (630),2014-2016
Gooding,ID,26.6,11.2 - 31.2 (630),2014-2016
Montgomery,IA,26.6,11.2 - 31.2 (630),2014-2016
Boyd,NE,26.6,11.2 - 31.2 (630),2014-2016
Monroe,WI,26.6,11.2 - 31.2 (630),2014-2016
Gurabo,PR,26.6,11.2 - 31.2 (630),2014-2016
Pierce,WI,26.7,11.2 - 31.2 (630),2014-2016
Kimble,TX,26.7,11.2 - 31.2 (630),2014-2016
York,NE,26.7,11.2 - 31.2 (630),2014-2016
Lincoln,CO,26.7,11.2 - 31.2 (630),2014-2016
Santa Clara,CA,26.8,11.2 - 31.2 (630),2014-2016
Aitkin,MN,26.8,11.2 - 31.2 (630),2014-2016
Harlan,NE,26.9,11.2 - 31.2 (630),2014-2016
Sonoma,CA,26.9,11.2 - 31.2 (630),2014-2016
Coconino,AZ,26.9,11.2 - 31.2 (630),2014-2016
Monroe,IA,26.9,11.2 - 31.2 (630),2014-2016
Plymouth,IA,26.9,11.2 - 31.2 (630),2014-2016
Washington,ID,26.9,11.2 - 31.2 (630),2014-2016
Weber,UT,26.9,11.2 - 31.2 (630),2014-2016
Hyde,SD,26.9,11.2 - 31.2 (630),2014-2016
Mason,WA,26.9,11.2 - 31.2 (630),2014-2016
Toa Baja,PR,26.9,11.2 - 31.2 (630),2014-2016
San Juan,UT,27.0,11.2 - 31.2 (630),2014-2016
Yoakum,TX,27.0,11.2 - 31.2 (630),2014-2016
Carlton,MN,27.0,11.2 - 31.2 (630),2014-2016
Big Stone,MN,27.0,11.2 - 31.2 (630),2014-2016
Swift,MN,27.0,11.2 - 31.2 (630),2014-2016
Delta,MI,27.0,11.2 - 31.2 (630),2014-2016
Douglas,NV,27.0,11.2 - 31.2 (630),2014-2016
Rio Arriba,NM,27.0,11.2 - 31.2 (630),2014-2016
Harper,OK,27.0,11.2 - 31.2 (630),2014-2016
Crook,OR,27.0,11.2 - 31.2 (630),2014-2016
Redwood,MN,27.1,11.2 - 31.2 (630),2014-2016
Lincoln,MT,27.1,11.2 - 31.2 (630),2014-2016
Emmet,IA,27.1,11.2 - 31.2 (630),2014-2016
Crawford,IA,27.1,11.2 - 31.2 (630),2014-2016
Fremont,CO,27.1,11.2 - 31.2 (630),2014-2016
Utah,UT,27.1,11.2 - 31.2 (630),2014-2016
Parmer,TX,27.2,11.2 - 31.2 (630),2014-2016
San Sebastian,PR,27.2,11.2 - 31.2 (630),2014-2016
Utuado,PR,27.2,11.2 - 31.2 (630),2014-2016
Jackson,WI,27.2,11.2 - 31.2 (630),2014-2016
San Francisco,CA,27.2,11.2 - 31.2 (630),2014-2016
Fairbanks North Star,AK,27.2,11.2 - 31.2 (630),2014-2016
Park,CO,27.2,11.2 - 31.2 (630),2014-2016
Page,IA,27.2,11.2 - 31.2 (630),2014-2016
Hamilton,NE,27.2,11.2 - 31.2 (630),2014-2016
Phelps,NE,27.2,11.2 - 31.2 (630),2014-2016
Rock,MN,27.2,11.2 - 31.2 (630),2014-2016
Coos,NH,27.2,11.2 - 31.2 (630),2014-2016
Lewis,NY,27.3,11.2 - 31.2 (630),2014-2016
Morrill,NE,27.3,11.2 - 31.2 (630),2014-2016
Dickinson,KS,27.3,11.2 - 31.2 (630),2014-2016
Juneau,AK,27.3,11.2 - 31.2 (630),2014-2016
Stewart,GA,27.4,11.2 - 31.2 (630),2014-2016
Cibola,NM,27.4,11.2 - 31.2 (630),2014-2016
Dewey,OK,27.4,11.2 - 31.2 (630),2014-2016
Blaine,MT,27.5,11.2 - 31.2 (630),2014-2016
Ada,ID,27.5,11.2 - 31.2 (630),2014-2016
El Paso,CO,27.5,11.2 - 31.2 (630),2014-2016
Baca,CO,27.5,11.2 - 31.2 (630),2014-2016
Harrison,IA,27.5,11.2 - 31.2 (630),2014-2016
Morgan,UT,27.5,11.2 - 31.2 (630),2014-2016
Piute,UT,27.5,11.2 - 31.2 (630),2014-2016
Calaveras,CA,27.6,11.2 - 31.2 (630),2014-2016
Knox,NE,27.6,11.2 - 31.2 (630),2014-2016
Pennington,MN,27.6,11.2 - 31.2 (630),2014-2016
Antelope,NE,27.7,11.2 - 31.2 (630),2014-2016
Pocahontas,IA,27.7,11.2 - 31.2 (630),2014-2016
Aurora,SD,27.7,11.2 - 31.2 (630),2014-2016
Lexington,VA,27.7,11.2 - 31.2 (630),2014-2016
Sheridan,WY,27.8,11.2 - 31.2 (630),2014-2016
Box Elder,UT,27.8,11.2 - 31.2 (630),2014-2016
Yellow Medicine,MN,27.8,11.2 - 31.2 (630),2014-2016
Dukes,MA,27.8,11.2 - 31.2 (630),2014-2016
Iron,MI,27.8,11.2 - 31.2 (630),2014-2016
Humboldt,NV,27.8,11.2 - 31.2 (630),2014-2016
Luna,NM,27.9,11.2 - 31.2 (630),2014-2016
Union,NM,27.9,11.2 - 31.2 (630),2014-2016
Norman,MN,27.9,11.2 - 31.2 (630),2014-2016
Jefferson,MT,27.9,11.2 - 31.2 (630),2014-2016
Jefferson,CO,27.9,11.2 - 31.2 (630),2014-2016
Washington,CO,28.0,11.2 - 31.2 (630),2014-2016
Bannock,ID,28.0,11.2 - 31.2 (630),2014-2016
Bannock,ID,28.0,11.2 - 31.2 (630),2014-2016
Greene,IA,28.0,11.2 - 31.2 (630),2014-2016
Custer,NE,28.0,11.2 - 31.2 (630),2014-2016
Attala,MS,28.0,11.2 - 31.2 (630),2014-2016
Taos,NM,28.0,11.2 - 31.2 (630),2014-2016
Langlade,WI,28.0,11.2 - 31.2 (630),2014-2016
Isabela,PR,28.0,11.2 - 31.2 (630),2014-2016
Hanson,SD,28.1,11.2 - 31.2 (630),2014-2016
Sanborn,SD,28.1,11.2 - 31.2 (630),2014-2016
Teton,MT,28.1,11.2 - 31.2 (630),2014-2016
