County,state,value,range,year
Morrison,MN,28.3,11.9 - 31.3 (630),2015-2017
Antelope,NE,28.3,11.9 - 31.3 (630),2015-2017
Lincoln,ME,28.4,11.9 - 31.3 (630),2015-2017
Broomfield,CO,28.4,11.9 - 31.3 (630),2015-2017
Jefferson,CO,28.4,11.9 - 31.3 (630),2015-2017
San Francisco,CA,28.4,11.9 - 31.3 (630),2015-2017
Greene,GA,28.4,11.9 - 31.3 (630),2015-2017
Arroyo,PR,28.4,11.9 - 31.3 (630),2015-2017
Yabucoa,PR,28.5,11.9 - 31.3 (630),2015-2017
Bailey,TX,28.5,11.9 - 31.3 (630),2015-2017
Rio Grande,CO,28.5,11.9 - 31.3 (630),2015-2017
Juneau,AK,28.5,11.9 - 31.3 (630),2015-2017
Fairbanks North Star,AK,28.5,11.9 - 31.3 (630),2015-2017
Furnas,NE,28.5,11.9 - 31.3 (630),2015-2017
Knox,NE,28.5,11.9 - 31.3 (630),2015-2017
Phelps,NE,28.5,11.9 - 31.3 (630),2015-2017
Sullivan,NH,28.5,11.9 - 31.3 (630),2015-2017
Jefferson,OR,28.6,11.9 - 31.3 (630),2015-2017
Worth,MO,28.6,11.9 - 31.3 (630),2015-2017
Jerome,ID,28.6,11.9 - 31.3 (630),2015-2017
Jerome,ID,28.6,11.9 - 31.3 (630),2015-2017
Kimble,TX,28.7,11.9 - 31.3 (630),2015-2017
Larimer,CO,28.7,11.9 - 31.3 (630),2015-2017
Dukes,MA,28.7,11.9 - 31.3 (630),2015-2017
Attala,MS,28.7,11.9 - 31.3 (630),2015-2017
Douglas,NV,28.8,11.9 - 31.3 (630),2015-2017
Torrance,NM,28.8,11.9 - 31.3 (630),2015-2017
Bonneville,ID,28.8,11.9 - 31.3 (630),2015-2017
Shoshone,ID,28.8,11.9 - 31.3 (630),2015-2017
Decatur,IA,28.8,11.9 - 31.3 (630),2015-2017
Greene,IA,28.8,11.9 - 31.3 (630),2015-2017
Hansford,TX,28.8,11.9 - 31.3 (630),2015-2017
Langlade,WI,28.8,11.9 - 31.3 (630),2015-2017
Mason,WA,28.9,11.9 - 31.3 (630),2015-2017
Foard,TX,28.9,11.9 - 31.3 (630),2015-2017
Box Elder,UT,28.9,11.9 - 31.3 (630),2015-2017
Ida,IA,28.9,11.9 - 31.3 (630),2015-2017
Jefferson,ID,28.9,11.9 - 31.3 (630),2015-2017
Rice,KS,28.9,11.9 - 31.3 (630),2015-2017
Socorro,NM,28.9,11.9 - 31.3 (630),2015-2017
Carroll,NH,28.9,11.9 - 31.3 (630),2015-2017
Valley,NE,28.9,11.9 - 31.3 (630),2015-2017
Bernalillo,NM,28.9,11.9 - 31.3 (630),2015-2017
Murray,MN,28.9,11.9 - 31.3 (630),2015-2017
Chippewa,MN,29.0,11.9 - 31.3 (630),2015-2017
McCone,MT,29.0,11.9 - 31.3 (630),2015-2017
Harlan,NE,29.0,11.9 - 31.3 (630),2015-2017
Clay,KS,29.0,11.9 - 31.3 (630),2015-2017
Adams,ID,29.0,11.9 - 31.3 (630),2015-2017
Dunn,WI,29.0,11.9 - 31.3 (630),2015-2017
San Sebastian,PR,29.0,11.9 - 31.3 (630),2015-2017
Caguas,PR,29.0,11.9 - 31.3 (630),2015-2017
Ada,ID,29.1,11.9 - 31.3 (630),2015-2017
Chickasaw,IA,29.1,11.9 - 31.3 (630),2015-2017
Carlton,MN,29.1,11.9 - 31.3 (630),2015-2017
Ashe,NC,29.2,11.9 - 31.3 (630),2015-2017
Orange,CA,29.2,11.9 - 31.3 (630),2015-2017
Salt Lake,UT,29.2,11.9 - 31.3 (630),2015-2017
El Paso,CO,29.3,11.9 - 31.3 (630),2015-2017
Adams,IA,29.3,11.9 - 31.3 (630),2015-2017
Pocahontas,IA,29.3,11.9 - 31.3 (630),2015-2017
Judith Basin,MT,29.3,11.9 - 31.3 (630),2015-2017
Quay,NM,29.4,11.9 - 31.3 (630),2015-2017
Washington,IA,29.4,11.9 - 31.3 (630),2015-2017
Saline,KS,29.4,11.9 - 31.3 (630),2015-2017
Kootenai,ID,29.4,11.9 - 31.3 (630),2015-2017
Carbon,UT,29.4,11.9 - 31.3 (630),2015-2017
Hughes,SD,29.4,11.9 - 31.3 (630),2015-2017
Santa Isabel,PR,29.4,11.9 - 31.3 (630),2015-2017
Charles Mix,SD,29.5,11.9 - 31.3 (630),2015-2017
Deaf Smith,TX,29.5,11.9 - 31.3 (630),2015-2017
Summit,UT,29.5,11.9 - 31.3 (630),2015-2017
Curry,OR,29.5,11.9 - 31.3 (630),2015-2017
Lander,NV,29.6,11.9 - 31.3 (630),2015-2017
Renville,MN,29.6,11.9 - 31.3 (630),2015-2017
Clear Creek,CO,29.6,11.9 - 31.3 (630),2015-2017
Highland,VA,29.6,11.9 - 31.3 (630),2015-2017
Childress,TX,29.6,11.9 - 31.3 (630),2015-2017
Douglas,SD,29.6,11.9 - 31.3 (630),2015-2017
Humacao,PR,29.6,11.9 - 31.3 (630),2015-2017
Fairfax City,VA,29.6,11.9 - 31.3 (630),2015-2017
Sublette,WY,29.7,11.9 - 31.3 (630),2015-2017
Fairfax County,VA,29.7,11.9 - 31.3 (630),2015-2017
Kittson,MN,29.7,11.9 - 31.3 (630),2015-2017
Koochiching,MN,29.7,11.9 - 31.3 (630),2015-2017
Gage,NE,29.7,11.9 - 31.3 (630),2015-2017
Webster,NE,29.7,11.9 - 31.3 (630),2015-2017
Potter,PA,29.7,11.9 - 31.3 (630),2015-2017
Thayer,NE,29.8,11.9 - 31.3 (630),2015-2017
Grafton,NH,29.8,11.9 - 31.3 (630),2015-2017
Saline,NE,29.8,11.9 - 31.3 (630),2015-2017
Benewah,ID,29.8,11.9 - 31.3 (630),2015-2017
Towns,GA,29.8,11.9 - 31.3 (630),2015-2017
Ciales,PR,29.8,11.9 - 31.3 (630),2015-2017
Patillas,PR,29.8,11.9 - 31.3 (630),2015-2017
Price,WI,29.9,11.9 - 31.3 (630),2015-2017
Mason,TX,29.9,11.9 - 31.3 (630),2015-2017
Wilson,KS,29.9,11.9 - 31.3 (630),2015-2017
Dixon,NE,29.9,11.9 - 31.3 (630),2015-2017
Washington,NE,29.9,11.9 - 31.3 (630),2015-2017
Churchill,NV,30.0,11.9 - 31.3 (630),2015-2017
Deschutes,OR,30.0,11.9 - 31.3 (630),2015-2017
Waldo,ME,30.0,11.9 - 31.3 (630),2015-2017
Lucas,IA,30.0,11.9 - 31.3 (630),2015-2017
Juncos,PR,30.0,11.9 - 31.3 (630),2015-2017
Juncos,PR,30.0,11.9 - 31.3 (630),2015-2017
Clallam,WA,30.1,11.9 - 31.3 (630),2015-2017
Ward,TX,30.1,11.9 - 31.3 (630),2015-2017
Bureau,IL,30.1,11.9 - 31.3 (630),2015-2017
Stark,IL,30.1,11.9 - 31.3 (630),2015-2017
Haskell,KS,30.1,11.9 - 31.3 (630),2015-2017
Denver,CO,30.1,11.9 - 31.3 (630),2015-2017
Luna,NM,30.1,11.9 - 31.3 (630),2015-2017
Valencia,NM,30.1,11.9 - 31.3 (630),2015-2017
Alleghany,NC,30.2,11.9 - 31.3 (630),2015-2017
Sibley,MN,30.2,11.9 - 31.3 (630),2015-2017
Monterey,CA,30.2,11.9 - 31.3 (630),2015-2017
Butte,ID,30.2,11.9 - 31.3 (630),2015-2017
Oconto,WI,30.2,11.9 - 31.3 (630),2015-2017
San Lorenzo,PR,30.2,11.9 - 31.3 (630),2015-2017
Sierra,NM,30.3,11.9 - 31.3 (630),2015-2017
Harper,OK,30.4,11.9 - 31.3 (630),2015-2017
Chautauqua,KS,30.4,11.9 - 31.3 (630),2015-2017
Pima,AZ,30.5,11.9 - 31.3 (630),2015-2017
Anchorage,AK,30.5,11.9 - 31.3 (630),2015-2017
Walsh,ND,30.5,11.9 - 31.3 (630),2015-2017
Clay,NC,30.5,11.9 - 31.3 (630),2015-2017
Norman,MN,30.5,11.9 - 31.3 (630),2015-2017
Big Horn,WY,30.5,11.9 - 31.3 (630),2015-2017
Rockbridge,VA,30.5,11.9 - 31.3 (630),2015-2017
Burnett,WI,30.6,11.9 - 31.3 (630),2015-2017
Brule,SD,30.6,11.9 - 31.3 (630),2015-2017
Faribault,MN,30.6,11.9 - 31.3 (630),2015-2017
Lewis and Clark,MT,30.6,11.9 - 31.3 (630),2015-2017
Mitchell,NC,30.6,11.9 - 31.3 (630),2015-2017
Lassen,CA,30.6,11.9 - 31.3 (630),2015-2017
Twin Falls,ID,30.6,11.9 - 31.3 (630),2015-2017
Guthrie,IA,30.7,11.9 - 31.3 (630),2015-2017
Douglas,CO,30.7,11.9 - 31.3 (630),2015-2017
Yolo,CA,30.7,11.9 - 31.3 (630),2015-2017
Dawson,NE,30.7,11.9 - 31.3 (630),2015-2017
Pierce,NE,30.8,11.9 - 31.3 (630),2015-2017
Lancaster,NE,30.8,11.9 - 31.3 (630),2015-2017
Richland,ND,30.8,11.9 - 31.3 (630),2015-2017
Gilliam,OR,30.8,11.9 - 31.3 (630),2015-2017
Texas,OK,30.8,11.9 - 31.3 (630),2015-2017
Santa Cruz,CA,30.8,11.9 - 31.3 (630),2015-2017
Wright,IA,30.8,11.9 - 31.3 (630),2015-2017
Hormigueros,PR,30.8,11.9 - 31.3 (630),2015-2017
Comerio,PR,30.9,11.9 - 31.3 (630),2015-2017
Dickinson,KS,30.9,11.9 - 31.3 (630),2015-2017
Lawrence,IN,30.9,11.9 - 31.3 (630),2015-2017
Yavapai,AZ,30.9,11.9 - 31.3 (630),2015-2017
Ward,ND,30.9,11.9 - 31.3 (630),2015-2017
Kanabec,MN,31.0,11.9 - 31.3 (630),2015-2017
Marshall,MN,31.0,11.9 - 31.3 (630),2015-2017
Howard,MD,31.0,11.9 - 31.3 (630),2015-2017
Alameda,CA,31.0,11.9 - 31.3 (630),2015-2017
Ceiba,PR,31.0,11.9 - 31.3 (630),2015-2017
Bon Homme,SD,31.0,11.9 - 31.3 (630),2015-2017
Lipscomb,TX,31.1,11.9 - 31.3 (630),2015-2017
Buena Vista,VA,31.1,11.9 - 31.3 (630),2015-2017
Lake,CA,31.1,11.9 - 31.3 (630),2015-2017
Placer,CA,31.1,11.9 - 31.3 (630),2015-2017
La Paz,AZ,31.1,11.9 - 31.3 (630),2015-2017
Hodgeman,KS,31.1,11.9 - 31.3 (630),2015-2017
Poweshiek,IA,31.1,11.9 - 31.3 (630),2015-2017
Ontonagon,MI,31.1,11.9 - 31.3 (630),2015-2017
Sargent,ND,31.1,11.9 - 31.3 (630),2015-2017
Mille Lacs,MN,31.2,11.9 - 31.3 (630),2015-2017
Navajo,AZ,31.2,11.9 - 31.3 (630),2015-2017
Boulder,CO,31.2,11.9 - 31.3 (630),2015-2017
Hawaii,HI,31.2,11.9 - 31.3 (630),2015-2017
Windsor,VT,31.2,11.9 - 31.3 (630),2015-2017
Lamoille,VT,31.3,11.9 - 31.3 (630),2015-2017
Menominee,WI,31.3,11.9 - 31.3 (630),2015-2017
Lafayette,WI,31.3,11.9 - 31.3 (630),2015-2017
Palo Alto,IA,31.3,11.9 - 31.3 (630),2015-2017
Atchison,KS,31.3,11.9 - 31.3 (630),2015-2017
Edwards,KS,31.3,11.9 - 31.3 (630),2015-2017
Cimarron,OK,31.3,11.9 - 31.3 (630),2015-2017
Guadalupe,NM,31.3,11.9 - 31.3 (630),2015-2017
Chatham,NC,31.4,31.4 - 40.6 (630),2015-2017
Todd,MN,31.4,31.4 - 40.6 (630),2015-2017
Randolph,GA,31.4,31.4 - 40.6 (630),2015-2017
Solano,CA,31.4,31.4 - 40.6 (630),2015-2017
Winnebago,WI,31.4,31.4 - 40.6 (630),2015-2017
Skamania,WA,31.4,31.4 - 40.6 (630),2015-2017
Pepin,WI,31.5,31.4 - 40.6 (630),2015-2017
Outagamie,WI,31.5,31.4 - 40.6 (630),2015-2017
San Diego,CA,31.5,31.4 - 40.6 (630),2015-2017
Frontier,NE,31.5,31.4 - 40.6 (630),2015-2017
Houston,MN,31.6,31.4 - 40.6 (630),2015-2017
New York,NY,31.6,31.4 - 40.6 (630),2015-2017
Bannock,ID,31.6,31.4 - 40.6 (630),2015-2017
Stewart,GA,31.7,31.4 - 40.6 (630),2015-2017
Wayne,IA,31.7,31.4 - 40.6 (630),2015-2017
Umatilla,OR,31.7,31.4 - 40.6 (630),2015-2017
Hubbard,MN,31.7,31.4 - 40.6 (630),2015-2017
Keweenaw,MI,31.7,31.4 - 40.6 (630),2015-2017
Columbia,WA,31.7,31.4 - 40.6 (630),2015-2017
Mayaguez,PR,31.7,31.4 - 40.6 (630),2015-2017
Swisher,TX,31.7,31.4 - 40.6 (630),2015-2017
Lincoln,SD,31.7,31.4 - 40.6 (630),2015-2017
Wyandot,OH,31.8,31.4 - 40.6 (630),2015-2017
LaGrange,IN,31.8,31.4 - 40.6 (630),2015-2017
Kossuth,IA,31.8,31.4 - 40.6 (630),2015-2017
Bremer,IA,31.8,31.4 - 40.6 (630),2015-2017
Nez Perce,ID,31.9,31.4 - 40.6 (630),2015-2017
Stevens,KS,31.9,31.4 - 40.6 (630),2015-2017
Alamosa,CO,31.9,31.4 - 40.6 (630),2015-2017
Logan,OK,31.9,31.4 - 40.6 (630),2015-2017
Mercer,ND,31.9,31.4 - 40.6 (630),2015-2017
Keith,NE,31.9,31.4 - 40.6 (630),2015-2017
Winston,MS,31.9,31.4 - 40.6 (630),2015-2017
Parmer,TX,31.9,31.4 - 40.6 (630),2015-2017
Salinas,PR,31.9,31.4 - 40.6 (630),2015-2017
King,WA,31.9,31.4 - 40.6 (630),2015-2017
Washburn,WI,31.9,31.4 - 40.6 (630),2015-2017
Jackson,WI,32.0,31.4 - 40.6 (630),2015-2017
Putnam,MO,32.0,31.4 - 40.6 (630),2015-2017
Cedar,NE,32.0,31.4 - 40.6 (630),2015-2017
Sheridan,ND,32.0,31.4 - 40.6 (630),2015-2017
Arapahoe,CO,32.0,31.4 - 40.6 (630),2015-2017
Madison,ID,32.0,31.4 - 40.6 (630),2015-2017
Calhoun,IA,32.0,31.4 - 40.6 (630),2015-2017
Graham,AZ,32.1,31.4 - 40.6 (630),2015-2017
Iron,MI,32.1,31.4 - 40.6 (630),2015-2017
Bosque,TX,32.1,31.4 - 40.6 (630),2015-2017
Midland,TX,32.2,31.4 - 40.6 (630),2015-2017
Crook,WY,32.2,31.4 - 40.6 (630),2015-2017
Choctaw,MS,32.2,31.4 - 40.6 (630),2015-2017
Pondera,MT,32.2,31.4 - 40.6 (630),2015-2017
Appanoose,IA,32.3,31.4 - 40.6 (630),2015-2017
Taylor,IA,32.3,31.4 - 40.6 (630),2015-2017
Guayama,PR,32.3,31.4 - 40.6 (630),2015-2017
Beaver,UT,32.3,31.4 - 40.6 (630),2015-2017
Coleman,TX,32.3,31.4 - 40.6 (630),2015-2017
Morgan,CO,32.4,31.4 - 40.6 (630),2015-2017
Missoula,MT,32.4,31.4 - 40.6 (630),2015-2017
Douglas,MN,32.5,31.4 - 40.6 (630),2015-2017
Le Sueur,MN,32.5,31.4 - 40.6 (630),2015-2017
Morris,KS,32.5,31.4 - 40.6 (630),2015-2017
Coke,TX,32.5,31.4 - 40.6 (630),2015-2017
Stonewall,TX,32.5,31.4 - 40.6 (630),2015-2017
Sauk,WI,32.5,31.4 - 40.6 (630),2015-2017
Franklin,WA,32.6,31.4 - 40.6 (630),2015-2017
Cayey,PR,32.6,31.4 - 40.6 (630),2015-2017
Cochran,TX,32.6,31.4 - 40.6 (630),2015-2017
Brown,KS,32.6,31.4 - 40.6 (630),2015-2017
Fulton,IN,32.6,31.4 - 40.6 (630),2015-2017
Schoolcraft,MI,32.6,31.4 - 40.6 (630),2015-2017
Douglas,OR,32.7,31.4 - 40.6 (630),2015-2017
Hemphill,TX,32.7,31.4 - 40.6 (630),2015-2017
Arecibo,PR,32.7,31.4 - 40.6 (630),2015-2017
Aguas Buenas,PR,32.7,31.4 - 40.6 (630),2015-2017
Iron,WI,32.8,31.4 - 40.6 (630),2015-2017
Bayfield,WI,32.8,31.4 - 40.6 (630),2015-2017
Washington,OR,32.8,31.4 - 40.6 (630),2015-2017
Tompkins,NY,32.8,31.4 - 40.6 (630),2015-2017
De Baca,NM,32.8,31.4 - 40.6 (630),2015-2017
Boone,IA,32.8,31.4 - 40.6 (630),2015-2017
Humboldt,IA,32.9,31.4 - 40.6 (630),2015-2017
Gurabo,PR,32.9,31.4 - 40.6 (630),2015-2017
McCulloch,TX,32.9,31.4 - 40.6 (630),2015-2017
El Paso,TX,33.0,31.4 - 40.6 (630),2015-2017
Lyman,SD,33.0,31.4 - 40.6 (630),2015-2017
Payette,ID,33.0,31.4 - 40.6 (630),2015-2017
Lane,OR,33.0,31.4 - 40.6 (630),2015-2017
Crawford,OH,33.1,31.4 - 40.6 (630),2015-2017
Custer,NE,33.1,31.4 - 40.6 (630),2015-2017
Davison,SD,33.1,31.4 - 40.6 (630),2015-2017
Iron,UT,33.2,31.4 - 40.6 (630),2015-2017
Clay,NE,33.2,31.4 - 40.6 (630),2015-2017
Dakota,NE,33.3,31.4 - 40.6 (630),2015-2017
Silver Bow,MT,33.3,31.4 - 40.6 (630),2015-2017
McLean,ND,33.3,31.4 - 40.6 (630),2015-2017
Montgomery,IL,33.3,31.4 - 40.6 (630),2015-2017
Upton,TX,33.3,31.4 - 40.6 (630),2015-2017
Converse,WY,33.3,31.4 - 40.6 (630),2015-2017
Dorado,PR,33.4,31.4 - 40.6 (630),2015-2017
Williamson,TX,33.4,31.4 - 40.6 (630),2015-2017
Abbeville,SC,33.4,31.4 - 40.6 (630),2015-2017
Beaufort,SC,33.4,31.4 - 40.6 (630),2015-2017
Keokuk,IA,33.4,31.4 - 40.6 (630),2015-2017
Tuolumne,CA,33.4,31.4 - 40.6 (630),2015-2017
Contra Costa,CA,33.4,31.4 - 40.6 (630),2015-2017
Orange,NC,33.4,31.4 - 40.6 (630),2015-2017
Colfax,NE,33.4,31.4 - 40.6 (630),2015-2017
McHenry,ND,33.5,31.4 - 40.6 (630),2015-2017
Washoe,NV,33.5,31.4 - 40.6 (630),2015-2017
Nevada,CA,33.5,31.4 - 40.6 (630),2015-2017
Cleburne,AR,33.5,31.4 - 40.6 (630),2015-2017
Hardin,IA,33.5,31.4 - 40.6 (630),2015-2017
Hamilton,IA,33.5,31.4 - 40.6 (630),2015-2017
Conejos,CO,33.6,31.4 - 40.6 (630),2015-2017
Polk,OR,33.6,31.4 - 40.6 (630),2015-2017
Clay,SD,33.6,31.4 - 40.6 (630),2015-2017
Duchesne,UT,33.6,31.4 - 40.6 (630),2015-2017
Hatillo,PR,33.6,31.4 - 40.6 (630),2015-2017
Douglas,WA,33.6,31.4 - 40.6 (630),2015-2017
Utuado,PR,33.7,31.4 - 40.6 (630),2015-2017
Aransas,TX,33.7,31.4 - 40.6 (630),2015-2017
Sherman,NE,33.7,31.4 - 40.6 (630),2015-2017
Otero,NM,33.7,31.4 - 40.6 (630),2015-2017
Madison,NY,33.8,31.4 - 40.6 (630),2015-2017
Washington,OK,33.8,31.4 - 40.6 (630),2015-2017
Perry,MO,33.8,31.4 - 40.6 (630),2015-2017
Trinity,CA,33.8,31.4 - 40.6 (630),2015-2017
Russell,KS,33.8,31.4 - 40.6 (630),2015-2017
Knox,TX,33.8,31.4 - 40.6 (630),2015-2017
Lavaca,TX,33.8,31.4 - 40.6 (630),2015-2017
Albany,WY,33.9,31.4 - 40.6 (630),2015-2017
Cabo Rojo,PR,33.9,31.4 - 40.6 (630),2015-2017
Lake,MN,33.9,31.4 - 40.6 (630),2015-2017
Pine,MN,33.9,31.4 - 40.6 (630),2015-2017
Polk,MN,33.9,31.4 - 40.6 (630),2015-2017
Baraga,MI,33.9,31.4 - 40.6 (630),2015-2017
Cherokee,NC,33.9,31.4 - 40.6 (630),2015-2017
Newaygo,MI,34.0,31.4 - 40.6 (630),2015-2017
Noxubee,MS,34.0,31.4 - 40.6 (630),2015-2017
Johnson,NE,34.0,31.4 - 40.6 (630),2015-2017
Hamilton,KS,34.0,31.4 - 40.6 (630),2015-2017
Schley,GA,34.0,31.4 - 40.6 (630),2015-2017
Kendall,TX,34.0,31.4 - 40.6 (630),2015-2017
Trempealeau,WI,34.1,31.4 - 40.6 (630),2015-2017
Ness,KS,34.1,31.4 - 40.6 (630),2015-2017
Davis,IA,34.1,31.4 - 40.6 (630),2015-2017
Jennings,IN,34.2,31.4 - 40.6 (630),2015-2017
Woodford,IL,34.2,31.4 - 40.6 (630),2015-2017
Boone,MO,34.2,31.4 - 40.6 (630),2015-2017
Whatcom,WA,34.2,31.4 - 40.6 (630),2015-2017
Northumberland,VA,34.2,31.4 - 40.6 (630),2015-2017
Maunabo,PR,34.2,31.4 - 40.6 (630),2015-2017
Cidra,PR,34.2,31.4 - 40.6 (630),2015-2017
Garden,NE,34.3,31.4 - 40.6 (630),2015-2017
Blaine,MT,34.4,31.4 - 40.6 (630),2015-2017
Somerset,ME,34.4,31.4 - 40.6 (630),2015-2017
Clackamas,OR,34.4,31.4 - 40.6 (630),2015-2017
Grundy,IA,34.4,31.4 - 40.6 (630),2015-2017
Castro,TX,34.4,31.4 - 40.6 (630),2015-2017
Kerr,TX,34.5,31.4 - 40.6 (630),2015-2017
Menard,TX,34.5,31.4 - 40.6 (630),2015-2017
Menard,TX,34.5,31.4 - 40.6 (630),2015-2017
Charlottesville,VA,34.5,31.4 - 40.6 (630),2015-2017
Marion,KS,34.5,31.4 - 40.6 (630),2015-2017
Costilla,CO,34.5,31.4 - 40.6 (630),2015-2017
Costilla,CO,34.5,31.4 - 40.6 (630),2015-2017
Marion,OR,34.5,31.4 - 40.6 (630),2015-2017
Pembina,ND,34.5,31.4 - 40.6 (630),2015-2017
Meeker,MN,34.5,31.4 - 40.6 (630),2015-2017
Clearwater,MN,34.5,31.4 - 40.6 (630),2015-2017
Scotland,MO,34.5,31.4 - 40.6 (630),2015-2017
Gentry,MO,34.5,31.4 - 40.6 (630),2015-2017
Grundy,MO,34.6,31.4 - 40.6 (630),2015-2017
Douglas,KS,34.6,31.4 - 40.6 (630),2015-2017
Randall,TX,34.6,31.4 - 40.6 (630),2015-2017
Blanco,TX,34.6,31.4 - 40.6 (630),2015-2017
Spink,SD,34.6,31.4 - 40.6 (630),2015-2017
Armstrong,TX,34.7,31.4 - 40.6 (630),2015-2017
McPherson,KS,34.7,31.4 - 40.6 (630),2015-2017
Kiowa,KS,34.7,31.4 - 40.6 (630),2015-2017
Ventura,CA,34.7,31.4 - 40.6 (630),2015-2017
Carbon,MT,34.7,31.4 - 40.6 (630),2015-2017
Otoe,NE,34.7,31.4 - 40.6 (630),2015-2017
Pawnee,NE,34.7,31.4 - 40.6 (630),2015-2017
Fillmore,MN,34.7,31.4 - 40.6 (630),2015-2017
Grant,OK,34.7,31.4 - 40.6 (630),2015-2017
Linn,OR,34.8,31.4 - 40.6 (630),2015-2017
Buncombe,NC,34.8,31.4 - 40.6 (630),2015-2017
Wabasha,MN,34.8,31.4 - 40.6 (630),2015-2017
Nodaway,MO,34.8,31.4 - 40.6 (630),2015-2017
Henry,IL,34.8,31.4 - 40.6 (630),2015-2017
Turner,SD,34.8,31.4 - 40.6 (630),2015-2017
Miner,SD,34.8,31.4 - 40.6 (630),2015-2017
Hudspeth,TX,34.8,31.4 - 40.6 (630),2015-2017
Sheboygan,WI,34.8,31.4 - 40.6 (630),2015-2017
Union,SD,34.9,31.4 - 40.6 (630),2015-2017
Steuben,IN,34.9,31.4 - 40.6 (630),2015-2017
San Benito,CA,34.9,31.4 - 40.6 (630),2015-2017
San Benito,CA,34.9,31.4 - 40.6 (630),2015-2017
Multnomah,OR,34.9,31.4 - 40.6 (630),2015-2017
Pierce,ND,35.0,31.4 - 40.6 (630),2015-2017
McKenzie,ND,35.0,31.4 - 40.6 (630),2015-2017
Piscataquis,ME,35.0,31.4 - 40.6 (630),2015-2017
Alger,MI,35.0,31.4 - 40.6 (630),2015-2017
Weld,CO,35.0,31.4 - 40.6 (630),2015-2017
Christian,IL,35.0,31.4 - 40.6 (630),2015-2017
Snohomish,WA,35.0,31.4 - 40.6 (630),2015-2017
Grant,WA,35.0,31.4 - 40.6 (630),2015-2017
McCook,SD,35.1,31.4 - 40.6 (630),2015-2017
Oldham,TX,35.1,31.4 - 40.6 (630),2015-2017
Warren,IN,35.1,31.4 - 40.6 (630),2015-2017
Van Buren,IA,35.1,31.4 - 40.6 (630),2015-2017
Pueblo,CO,35.1,31.4 - 40.6 (630),2015-2017
Otter Tail,MN,35.1,31.4 - 40.6 (630),2015-2017
Rosebud,MT,35.2,31.4 - 40.6 (630),2015-2017
Gray,KS,35.2,31.4 - 40.6 (630),2015-2017
Henry,IA,35.2,31.4 - 40.6 (630),2015-2017
Spokane,WA,35.2,31.4 - 40.6 (630),2015-2017
Alexandria,VA,35.3,31.4 - 40.6 (630),2015-2017
Kewaunee,WI,35.3,31.4 - 40.6 (630),2015-2017
Martin,TX,35.3,31.4 - 40.6 (630),2015-2017
Williamson,TN,35.3,31.4 - 40.6 (630),2015-2017
Iowa,IA,35.3,31.4 - 40.6 (630),2015-2017
Miami,IN,35.3,31.4 - 40.6 (630),2015-2017
Van Buren,AR,35.3,31.4 - 40.6 (630),2015-2017
Knox,ME,35.3,31.4 - 40.6 (630),2015-2017
Cascade,MT,35.4,31.4 - 40.6 (630),2015-2017
Dodge,NE,35.4,31.4 - 40.6 (630),2015-2017
San Juan,NM,35.4,31.4 - 40.6 (630),2015-2017
Fulton,PA,35.4,31.4 - 40.6 (630),2015-2017
Dallas,IA,35.4,31.4 - 40.6 (630),2015-2017
Lincoln,WI,35.4,31.4 - 40.6 (630),2015-2017
Dane,WI,35.5,31.4 - 40.6 (630),2015-2017
Greenville,SC,35.5,31.4 - 40.6 (630),2015-2017
Emery,UT,35.5,31.4 - 40.6 (630),2015-2017
Clay,IA,35.5,31.4 - 40.6 (630),2015-2017
Johnson,IA,35.5,31.4 - 40.6 (630),2015-2017
Bent,CO,35.5,31.4 - 40.6 (630),2015-2017
Jackson,OR,35.5,31.4 - 40.6 (630),2015-2017
Lincoln,OK,35.5,31.4 - 40.6 (630),2015-2017
Hancock,OH,35.5,31.4 - 40.6 (630),2015-2017
Nance,NE,35.5,31.4 - 40.6 (630),2015-2017
Livingston,MO,35.6,31.4 - 40.6 (630),2015-2017
Carson City,NV,35.6,31.4 - 40.6 (630),2015-2017
Sarasota,FL,35.6,31.4 - 40.6 (630),2015-2017
Canyon,ID,35.6,31.4 - 40.6 (630),2015-2017
Columbia,GA,35.7,31.4 - 40.6 (630),2015-2017
Fresno,CA,35.7,31.4 - 40.6 (630),2015-2017
Maricopa,AZ,35.7,31.4 - 40.6 (630),2015-2017
Ford,KS,35.7,31.4 - 40.6 (630),2015-2017
Barton,KS,35.7,31.4 - 40.6 (630),2015-2017
Comanche,OK,35.7,31.4 - 40.6 (630),2015-2017
Cameron,PA,35.7,31.4 - 40.6 (630),2015-2017
Musselshell,MT,35.7,31.4 - 40.6 (630),2015-2017
Green,WI,35.7,31.4 - 40.6 (630),2015-2017
Ozaukee,WI,35.7,31.4 - 40.6 (630),2015-2017
Aguada,PR,35.8,31.4 - 40.6 (630),2015-2017
Kitsap,WA,35.8,31.4 - 40.6 (630),2015-2017
Naranjito,PR,35.8,31.4 - 40.6 (630),2015-2017
Pontotoc,MS,35.8,31.4 - 40.6 (630),2015-2017
Olmsted,MN,35.8,31.4 - 40.6 (630),2015-2017
Amite,MS,35.8,31.4 - 40.6 (630),2015-2017
Dare,NC,35.8,31.4 - 40.6 (630),2015-2017
Phillips,KS,35.8,31.4 - 40.6 (630),2015-2017
Woodford,KY,35.8,31.4 - 40.6 (630),2015-2017
Mariposa,CA,35.9,31.4 - 40.6 (630),2015-2017
