County,state,value,range,year
Towner,ND,17.2,11.9 - 31.3 (630),2015-2017
Winneshiek,IA,17.3,11.9 - 31.3 (630),2015-2017
Montezuma,CO,17.4,11.9 - 31.3 (630),2015-2017
Beaverhead,MT,17.4,11.9 - 31.3 (630),2015-2017
Johnson,WY,17.4,11.9 - 31.3 (630),2015-2017
Minidoka,ID,17.6,11.9 - 31.3 (630),2015-2017
Hot Springs,WY,17.7,11.9 - 31.3 (630),2015-2017
Essex,VT,17.8,11.9 - 31.3 (630),2015-2017
Green Lake,WI,17.9,11.9 - 31.3 (630),2015-2017
Trujillo Alto,PR,18.0,11.9 - 31.3 (630),2015-2017
Orleans,VT,18.0,11.9 - 31.3 (630),2015-2017
Decatur,KS,18.0,11.9 - 31.3 (630),2015-2017
Meade,KS,18.2,11.9 - 31.3 (630),2015-2017
Ottawa,KS,18.3,11.9 - 31.3 (630),2015-2017
Phillips,CO,18.3,11.9 - 31.3 (630),2015-2017
Archuleta,CO,18.4,11.9 - 31.3 (630),2015-2017
Comanche,KS,18.4,11.9 - 31.3 (630),2015-2017
Osceola,IA,18.4,11.9 - 31.3 (630),2015-2017
Nome,AK,18.5,11.9 - 31.3 (630),2015-2017
Fallon,MT,18.5,11.9 - 31.3 (630),2015-2017
Williams,ND,18.5,11.9 - 31.3 (630),2015-2017
Richland,MT,18.6,11.9 - 31.3 (630),2015-2017
Sweet Grass,MT,18.6,11.9 - 31.3 (630),2015-2017
Idaho,ID,18.6,11.9 - 31.3 (630),2015-2017
Buena Vista,IA,18.6,11.9 - 31.3 (630),2015-2017
Logan,KS,18.7,11.9 - 31.3 (630),2015-2017
Sheridan,NE,18.7,11.9 - 31.3 (630),2015-2017
Wadena,MN,18.8,11.9 - 31.3 (630),2015-2017
Sioux,IA,18.9,11.9 - 31.3 (630),2015-2017
Kodiak Island,AK,19.0,11.9 - 31.3 (630),2015-2017
Yuma,CO,19.0,11.9 - 31.3 (630),2015-2017
Chase,KS,19.1,11.9 - 31.3 (630),2015-2017
Madison,MT,19.1,11.9 - 31.3 (630),2015-2017
Deer Lodge,MT,19.2,11.9 - 31.3 (630),2015-2017
Boone,NE,19.3,11.9 - 31.3 (630),2015-2017
Cavalier,ND,19.4,11.9 - 31.3 (630),2015-2017
Bear Lake,ID,19.4,11.9 - 31.3 (630),2015-2017
Mono,CA,19.4,11.9 - 31.3 (630),2015-2017
Gunnison,CO,19.5,11.9 - 31.3 (630),2015-2017
Lewis,ID,19.5,11.9 - 31.3 (630),2015-2017
Hutchinson,SD,19.5,11.9 - 31.3 (630),2015-2017
Adair,IA,19.6,11.9 - 31.3 (630),2015-2017
Bonner,ID,19.6,11.9 - 31.3 (630),2015-2017
Stark,ND,19.6,11.9 - 31.3 (630),2015-2017
Ringgold,IA,19.8,11.9 - 31.3 (630),2015-2017
Park,MT,19.9,11.9 - 31.3 (630),2015-2017
Lac qui Parle,MN,20.0,11.9 - 31.3 (630),2015-2017
Siskiyou,CA,20.0,11.9 - 31.3 (630),2015-2017
Wasatch,UT,20.0,11.9 - 31.3 (630),2015-2017
Teton,ID,20.1,11.9 - 31.3 (630),2015-2017
Sheridan,MT,20.1,11.9 - 31.3 (630),2015-2017
Cuming,NE,20.1,11.9 - 31.3 (630),2015-2017
Osborne,KS,20.2,11.9 - 31.3 (630),2015-2017
Teller,CO,20.2,11.9 - 31.3 (630),2015-2017
Thomas,KS,20.3,11.9 - 31.3 (630),2015-2017
Jefferson,NE,20.3,11.9 - 31.3 (630),2015-2017
Dawson,MT,20.3,11.9 - 31.3 (630),2015-2017
Lincoln,MN,20.3,11.9 - 31.3 (630),2015-2017
Moody,SD,20.3,11.9 - 31.3 (630),2015-2017
Teton,MT,20.4,11.9 - 31.3 (630),2015-2017
Lake,OR,20.4,11.9 - 31.3 (630),2015-2017
Shelby,IA,20.4,11.9 - 31.3 (630),2015-2017
Boundary,ID,20.4,11.9 - 31.3 (630),2015-2017
Power,ID,20.5,11.9 - 31.3 (630),2015-2017
La Plata,CO,20.6,11.9 - 31.3 (630),2015-2017
Adams,ND,20.6,11.9 - 31.3 (630),2015-2017
Grant,ND,20.6,11.9 - 31.3 (630),2015-2017
Kimball,NE,20.6,11.9 - 31.3 (630),2015-2017
Whitman,WA,20.6,11.9 - 31.3 (630),2015-2017
Lake,MT,20.7,11.9 - 31.3 (630),2015-2017
Los Alamos,NM,20.7,11.9 - 31.3 (630),2015-2017
Cassia,ID,20.7,11.9 - 31.3 (630),2015-2017
Summit,CO,20.8,11.9 - 31.3 (630),2015-2017
Union,OR,20.8,11.9 - 31.3 (630),2015-2017
Beadle,SD,20.8,11.9 - 31.3 (630),2015-2017
Kane,UT,20.8,11.9 - 31.3 (630),2015-2017
Perkins,NE,20.9,11.9 - 31.3 (630),2015-2017
Huerfano,CO,20.9,11.9 - 31.3 (630),2015-2017
Sevier,UT,21.0,11.9 - 31.3 (630),2015-2017
Ferry,WA,21.0,11.9 - 31.3 (630),2015-2017
Deuel,NE,21.1,11.9 - 31.3 (630),2015-2017
White Pine,NV,21.1,11.9 - 31.3 (630),2015-2017
Burke,ND,21.2,11.9 - 31.3 (630),2015-2017
Taylor,WI,21.2,11.9 - 31.3 (630),2015-2017
Addison,VT,21.3,11.9 - 31.3 (630),2015-2017
Deuel,SD,21.3,11.9 - 31.3 (630),2015-2017
Sanpete,UT,21.4,11.9 - 31.3 (630),2015-2017
Niobrara,WY,21.4,11.9 - 31.3 (630),2015-2017
Jewell,KS,21.4,11.9 - 31.3 (630),2015-2017
Maui,HI,21.5,11.9 - 31.3 (630),2015-2017
Collingsworth,TX,21.5,11.9 - 31.3 (630),2015-2017
Brown,NE,21.7,11.9 - 31.3 (630),2015-2017
Brown,MN,21.7,11.9 - 31.3 (630),2015-2017
Catron,NM,21.8,11.9 - 31.3 (630),2015-2017
Clatsop,OR,21.8,11.9 - 31.3 (630),2015-2017
Cass,IA,21.8,11.9 - 31.3 (630),2015-2017
Lawrence,SD,21.8,11.9 - 31.3 (630),2015-2017
Lawrence,SD,21.8,11.9 - 31.3 (630),2015-2017
Carolina,PR,21.8,11.9 - 31.3 (630),2015-2017
Lincoln,WY,21.9,11.9 - 31.3 (630),2015-2017
Fall River,SD,22.0,11.9 - 31.3 (630),2015-2017
Gregory,SD,22.0,11.9 - 31.3 (630),2015-2017
Routt,CO,22.0,11.9 - 31.3 (630),2015-2017
Merrick,NE,22.0,11.9 - 31.3 (630),2015-2017
Valley,MT,22.0,11.9 - 31.3 (630),2015-2017
Custer,MT,22.1,11.9 - 31.3 (630),2015-2017
Sitka,AK,22.1,11.9 - 31.3 (630),2015-2017
Dillingham,AK,22.1,11.9 - 31.3 (630),2015-2017
Ellsworth,KS,22.1,11.9 - 31.3 (630),2015-2017
Allamakee,IA,22.2,11.9 - 31.3 (630),2015-2017
Dolores,CO,22.2,11.9 - 31.3 (630),2015-2017
Bingham,ID,22.2,11.9 - 31.3 (630),2015-2017
Boyd,NE,22.2,11.9 - 31.3 (630),2015-2017
Divide,ND,22.2,11.9 - 31.3 (630),2015-2017
Lincoln,WA,22.2,11.9 - 31.3 (630),2015-2017
Iowa,WI,22.3,11.9 - 31.3 (630),2015-2017
Rio Grande,PR,22.3,11.9 - 31.3 (630),2015-2017
San Juan,PR,22.3,11.9 - 31.3 (630),2015-2017
Lake,SD,22.3,11.9 - 31.3 (630),2015-2017
Cottonwood,MN,22.3,11.9 - 31.3 (630),2015-2017
Kauai,HI,22.3,11.9 - 31.3 (630),2015-2017
Union,IA,22.3,11.9 - 31.3 (630),2015-2017
San Luis Obispo,CA,22.4,11.9 - 31.3 (630),2015-2017
Pershing,NV,22.4,11.9 - 31.3 (630),2015-2017
Toa Baja,PR,22.4,11.9 - 31.3 (630),2015-2017
Reeves,TX,22.5,11.9 - 31.3 (630),2015-2017
Colfax,NM,22.5,11.9 - 31.3 (630),2015-2017
Traverse,MN,22.5,11.9 - 31.3 (630),2015-2017
Franklin,ID,22.5,11.9 - 31.3 (630),2015-2017
Franklin,ID,22.5,11.9 - 31.3 (630),2015-2017
Monona,IA,22.5,11.9 - 31.3 (630),2015-2017
Polk,NE,22.6,11.9 - 31.3 (630),2015-2017
Loiza,PR,22.6,11.9 - 31.3 (630),2015-2017
Adams,WA,22.7,11.9 - 31.3 (630),2015-2017
Stevens,MN,22.7,11.9 - 31.3 (630),2015-2017
Mora,NM,22.7,11.9 - 31.3 (630),2015-2017
Lincoln,OR,22.7,11.9 - 31.3 (630),2015-2017
Caribou,ID,22.7,11.9 - 31.3 (630),2015-2017
Traill,ND,22.8,11.9 - 31.3 (630),2015-2017
Ravalli,MT,22.8,11.9 - 31.3 (630),2015-2017
Tillamook,OR,22.9,11.9 - 31.3 (630),2015-2017
Santa Fe,NM,22.9,11.9 - 31.3 (630),2015-2017
Adams,IN,22.9,11.9 - 31.3 (630),2015-2017
Washington,KS,22.9,11.9 - 31.3 (630),2015-2017
Butte,SD,22.9,11.9 - 31.3 (630),2015-2017
Garfield,CO,23.0,11.9 - 31.3 (630),2015-2017
Kit Carson,CO,23.0,11.9 - 31.3 (630),2015-2017
Dunn,ND,23.0,11.9 - 31.3 (630),2015-2017
Sanders,MT,23.0,11.9 - 31.3 (630),2015-2017
Greeley,NE,23.0,11.9 - 31.3 (630),2015-2017
Foster,ND,23.1,11.9 - 31.3 (630),2015-2017
Nemaha,KS,23.1,11.9 - 31.3 (630),2015-2017
Door,WI,23.1,11.9 - 31.3 (630),2015-2017
Fajardo,PR,23.1,11.9 - 31.3 (630),2015-2017
Morgan,UT,23.2,11.9 - 31.3 (630),2015-2017
Cook,MN,23.2,11.9 - 31.3 (630),2015-2017
Grant,MN,23.2,11.9 - 31.3 (630),2015-2017
Transylvania,NC,23.3,11.9 - 31.3 (630),2015-2017
Yates,NY,23.3,11.9 - 31.3 (630),2015-2017
Inyo,CA,23.3,11.9 - 31.3 (630),2015-2017
Honolulu,HI,23.3,11.9 - 31.3 (630),2015-2017
Gem,ID,23.4,11.9 - 31.3 (630),2015-2017
Chouteau,MT,23.4,11.9 - 31.3 (630),2015-2017
Platte,WY,23.4,11.9 - 31.3 (630),2015-2017
Waupaca,WI,23.5,11.9 - 31.3 (630),2015-2017
Haakon,SD,23.5,11.9 - 31.3 (630),2015-2017
Tripp,SD,23.5,11.9 - 31.3 (630),2015-2017
Daniels,MT,23.5,11.9 - 31.3 (630),2015-2017
Mahaska,IA,23.5,11.9 - 31.3 (630),2015-2017
Smith,KS,23.6,11.9 - 31.3 (630),2015-2017
Meagher,MT,23.6,11.9 - 31.3 (630),2015-2017
Carbon,WY,23.6,11.9 - 31.3 (630),2015-2017
Goshen,WY,23.6,11.9 - 31.3 (630),2015-2017
Day,SD,23.7,11.9 - 31.3 (630),2015-2017
Arlington,VA,23.7,11.9 - 31.3 (630),2015-2017
Jefferson,IA,23.7,11.9 - 31.3 (630),2015-2017
Audubon,IA,23.8,11.9 - 31.3 (630),2015-2017
Valley,ID,23.8,11.9 - 31.3 (630),2015-2017
Wichita,KS,23.8,11.9 - 31.3 (630),2015-2017
Sac,IA,23.8,11.9 - 31.3 (630),2015-2017
Saguache,CO,23.8,11.9 - 31.3 (630),2015-2017
Barnes,ND,23.8,11.9 - 31.3 (630),2015-2017
Piute,UT,23.8,11.9 - 31.3 (630),2015-2017
Grant,WI,23.8,11.9 - 31.3 (630),2015-2017
Okanogan,WA,23.9,11.9 - 31.3 (630),2015-2017
Jefferson,WA,23.9,11.9 - 31.3 (630),2015-2017
Faulk,SD,23.9,11.9 - 31.3 (630),2015-2017
Broadwater,MT,23.9,11.9 - 31.3 (630),2015-2017
Red Willow,NE,24.0,11.9 - 31.3 (630),2015-2017
Morrow,OR,24.0,11.9 - 31.3 (630),2015-2017
Clearwater,ID,24.0,11.9 - 31.3 (630),2015-2017
Lincoln,CO,24.0,11.9 - 31.3 (630),2015-2017
Hyde,SD,24.0,11.9 - 31.3 (630),2015-2017
Grant,SD,24.1,11.9 - 31.3 (630),2015-2017
Gove,KS,24.1,11.9 - 31.3 (630),2015-2017
Lyon,KS,24.1,11.9 - 31.3 (630),2015-2017
Dewey,OK,24.1,11.9 - 31.3 (630),2015-2017
Macon,NC,24.2,11.9 - 31.3 (630),2015-2017
Wayne,NE,24.2,11.9 - 31.3 (630),2015-2017
Hettinger,ND,24.3,11.9 - 31.3 (630),2015-2017
Lincoln,KS,24.3,11.9 - 31.3 (630),2015-2017
Delaware,IA,24.3,11.9 - 31.3 (630),2015-2017
Marion,IA,24.4,11.9 - 31.3 (630),2015-2017
Hitchcock,NE,24.4,11.9 - 31.3 (630),2015-2017
Lincoln,MT,24.4,11.9 - 31.3 (630),2015-2017
San Juan,WA,24.4,11.9 - 31.3 (630),2015-2017
Falls Church,VA,24.4,11.9 - 31.3 (630),2015-2017
Lajas,PR,24.5,11.9 - 31.3 (630),2015-2017
Redwood,MN,24.5,11.9 - 31.3 (630),2015-2017
Marin,CA,24.5,11.9 - 31.3 (630),2015-2017
Marin,CA,24.5,11.9 - 31.3 (630),2015-2017
Rawlins,KS,24.6,11.9 - 31.3 (630),2015-2017
Carter,MT,24.6,11.9 - 31.3 (630),2015-2017
Cherry,NE,24.6,11.9 - 31.3 (630),2015-2017
Mineral,NV,24.6,11.9 - 31.3 (630),2015-2017
Isabela,PR,24.6,11.9 - 31.3 (630),2015-2017
Polk,WI,24.6,11.9 - 31.3 (630),2015-2017
Park,WY,24.7,11.9 - 31.3 (630),2015-2017
Franklin,NE,24.7,11.9 - 31.3 (630),2015-2017
Holt,NE,24.7,11.9 - 31.3 (630),2015-2017
Stanton,KS,24.7,11.9 - 31.3 (630),2015-2017
Cheyenne,KS,24.7,11.9 - 31.3 (630),2015-2017
Lake,CO,24.7,11.9 - 31.3 (630),2015-2017
Delta,CO,24.8,11.9 - 31.3 (630),2015-2017
Mesa,CO,24.8,11.9 - 31.3 (630),2015-2017
Oneida,ID,24.8,11.9 - 31.3 (630),2015-2017
Box Butte,NE,24.8,11.9 - 31.3 (630),2015-2017
LaMoure,ND,24.8,11.9 - 31.3 (630),2015-2017
Wells,ND,24.8,11.9 - 31.3 (630),2015-2017
Gillespie,TX,24.8,11.9 - 31.3 (630),2015-2017
Washakie,WY,24.9,11.9 - 31.3 (630),2015-2017
Quebradillas,PR,24.9,11.9 - 31.3 (630),2015-2017
Roosevelt,MT,24.9,11.9 - 31.3 (630),2015-2017
Watonwan,MN,24.9,11.9 - 31.3 (630),2015-2017
Elmore,ID,24.9,11.9 - 31.3 (630),2015-2017
Santa Barbara,CA,25.0,11.9 - 31.3 (630),2015-2017
Santa Cruz,AZ,25.0,11.9 - 31.3 (630),2015-2017
Howard,NE,25.0,11.9 - 31.3 (630),2015-2017
Brewster,TX,25.0,11.9 - 31.3 (630),2015-2017
Briscoe,TX,25.1,11.9 - 31.3 (630),2015-2017
Vieques,PR,25.1,11.9 - 31.3 (630),2015-2017
Burt,NE,25.1,11.9 - 31.3 (630),2015-2017
Dundy,NE,25.1,11.9 - 31.3 (630),2015-2017
Wilkinson,MS,25.2,11.9 - 31.3 (630),2015-2017
Polk,NC,25.2,11.9 - 31.3 (630),2015-2017
Eagle,CO,25.2,11.9 - 31.3 (630),2015-2017
Teton,WY,25.2,11.9 - 31.3 (630),2015-2017
Kittitas,WA,25.2,11.9 - 31.3 (630),2015-2017
Grand,CO,25.3,11.9 - 31.3 (630),2015-2017
Hamilton,NE,25.3,11.9 - 31.3 (630),2015-2017
Lyon,MN,25.3,11.9 - 31.3 (630),2015-2017
Wilkin,MN,25.4,11.9 - 31.3 (630),2015-2017
Montgomery,MD,25.4,11.9 - 31.3 (630),2015-2017
Butler,NE,25.4,11.9 - 31.3 (630),2015-2017
Oktibbeha,MS,25.4,11.9 - 31.3 (630),2015-2017
Lincoln,NM,25.4,11.9 - 31.3 (630),2015-2017
Terrell,GA,25.4,11.9 - 31.3 (630),2015-2017
Park,CO,25.4,11.9 - 31.3 (630),2015-2017
Clarke,IA,25.4,11.9 - 31.3 (630),2015-2017
Pacific,WA,25.4,11.9 - 31.3 (630),2015-2017
Jerauld,SD,25.4,11.9 - 31.3 (630),2015-2017
Yoakum,TX,25.4,11.9 - 31.3 (630),2015-2017
Davis,UT,25.5,11.9 - 31.3 (630),2015-2017
Sanborn,SD,25.5,11.9 - 31.3 (630),2015-2017
Sanborn,SD,25.5,11.9 - 31.3 (630),2015-2017
Modoc,CA,25.5,11.9 - 31.3 (630),2015-2017
Cibola,NM,25.5,11.9 - 31.3 (630),2015-2017
San Mateo,CA,25.6,11.9 - 31.3 (630),2015-2017
Clayton,IA,25.6,11.9 - 31.3 (630),2015-2017
Aguadilla,PR,25.6,11.9 - 31.3 (630),2015-2017
Stanley,SD,25.6,11.9 - 31.3 (630),2015-2017
Roberts,SD,25.7,11.9 - 31.3 (630),2015-2017
Marion,GA,25.7,11.9 - 31.3 (630),2015-2017
Stillwater,MT,25.7,11.9 - 31.3 (630),2015-2017
Monroe,IN,25.8,11.9 - 31.3 (630),2015-2017
Lincoln,ID,25.8,11.9 - 31.3 (630),2015-2017
Sherman,KS,25.8,11.9 - 31.3 (630),2015-2017
Caledonia,VT,25.8,11.9 - 31.3 (630),2015-2017
Pierce,WI,25.8,11.9 - 31.3 (630),2015-2017
Clark,KS,25.9,11.9 - 31.3 (630),2015-2017
Sedgwick,CO,25.9,11.9 - 31.3 (630),2015-2017
Pennington,MN,25.9,11.9 - 31.3 (630),2015-2017
Grant,NM,25.9,11.9 - 31.3 (630),2015-2017
Grant,NM,25.9,11.9 - 31.3 (630),2015-2017
Liberty,MT,26.0,11.9 - 31.3 (630),2015-2017
Sierra,CA,26.0,11.9 - 31.3 (630),2015-2017
Bristol Bay,AK,26.0,11.9 - 31.3 (630),2015-2017
Weston,WY,26.0,11.9 - 31.3 (630),2015-2017
Klickitat,WA,26.0,11.9 - 31.3 (630),2015-2017
Lexington,VA,26.0,11.9 - 31.3 (630),2015-2017
Sherman,TX,26.0,11.9 - 31.3 (630),2015-2017
Aitkin,MN,26.1,11.9 - 31.3 (630),2015-2017
Gallatin,MT,26.2,11.9 - 31.3 (630),2015-2017
Jefferson,MT,26.2,11.9 - 31.3 (630),2015-2017
Mendocino,CA,26.2,11.9 - 31.3 (630),2015-2017
Weber,UT,26.2,11.9 - 31.3 (630),2015-2017
Walworth,SD,26.3,11.9 - 31.3 (630),2015-2017
Baca,CO,26.3,11.9 - 31.3 (630),2015-2017
Washington,CO,26.3,11.9 - 31.3 (630),2015-2017
Powell,MT,26.3,11.9 - 31.3 (630),2015-2017
Gogebic,MI,26.3,11.9 - 31.3 (630),2015-2017
Renville,ND,26.3,11.9 - 31.3 (630),2015-2017
Ramsey,ND,26.4,11.9 - 31.3 (630),2015-2017
Humboldt,NV,26.4,11.9 - 31.3 (630),2015-2017
San Miguel,CO,26.4,11.9 - 31.3 (630),2015-2017
Ketchikan Gateway,AK,26.4,11.9 - 31.3 (630),2015-2017
Harrison,IA,26.5,11.9 - 31.3 (630),2015-2017
Union,NM,26.5,11.9 - 31.3 (630),2015-2017
Lewis,NY,26.5,11.9 - 31.3 (630),2015-2017
Stutsman,ND,26.5,11.9 - 31.3 (630),2015-2017
Big Stone,MN,26.5,11.9 - 31.3 (630),2015-2017
Fillmore,NE,26.5,11.9 - 31.3 (630),2015-2017
Vernon,WI,26.5,11.9 - 31.3 (630),2015-2017
Crawford,WI,26.6,11.9 - 31.3 (630),2015-2017
Crawford,WI,26.6,11.9 - 31.3 (630),2015-2017
Marshall,SD,26.6,11.9 - 31.3 (630),2015-2017
San Juan,UT,26.6,11.9 - 31.3 (630),2015-2017
Bottineau,ND,26.6,11.9 - 31.3 (630),2015-2017
Carroll,IA,26.6,11.9 - 31.3 (630),2015-2017
Plymouth,IA,26.6,11.9 - 31.3 (630),2015-2017
Montgomery,IA,26.7,11.9 - 31.3 (630),2015-2017
Madison,IA,26.7,11.9 - 31.3 (630),2015-2017
Coconino,AZ,26.7,11.9 - 31.3 (630),2015-2017
Boise,ID,26.7,11.9 - 31.3 (630),2015-2017
Custer,SD,26.7,11.9 - 31.3 (630),2015-2017
Meade,SD,26.8,11.9 - 31.3 (630),2015-2017
Lancaster,VA,26.8,11.9 - 31.3 (630),2015-2017
Guaynabo,PR,26.8,11.9 - 31.3 (630),2015-2017
Plumas,CA,26.8,11.9 - 31.3 (630),2015-2017
Graham,KS,26.8,11.9 - 31.3 (630),2015-2017
Logan,ND,26.8,11.9 - 31.3 (630),2015-2017
Gosper,NE,26.8,11.9 - 31.3 (630),2015-2017
Phillips,MT,26.8,11.9 - 31.3 (630),2015-2017
Flathead,MT,26.9,11.9 - 31.3 (630),2015-2017
Rock,MN,26.9,11.9 - 31.3 (630),2015-2017
Oxford,ME,26.9,11.9 - 31.3 (630),2015-2017
Sandoval,NM,26.9,11.9 - 31.3 (630),2015-2017
Page,IA,26.9,11.9 - 31.3 (630),2015-2017
Norton,KS,26.9,11.9 - 31.3 (630),2015-2017
Monroe,IA,27.0,11.9 - 31.3 (630),2015-2017
Hamilton,NY,27.0,11.9 - 31.3 (630),2015-2017
Garfield,WA,27.0,11.9 - 31.3 (630),2015-2017
Island,WA,27.0,11.9 - 31.3 (630),2015-2017
Pend Oreille,WA,27.1,11.9 - 31.3 (630),2015-2017
Yancey,NC,27.1,11.9 - 31.3 (630),2015-2017
Kiowa,CO,27.1,11.9 - 31.3 (630),2015-2017
Bethel,AK,27.1,11.9 - 31.3 (630),2015-2017
Montrose,CO,27.1,11.9 - 31.3 (630),2015-2017
Emmet,IA,27.2,11.9 - 31.3 (630),2015-2017
Taos,NM,27.2,11.9 - 31.3 (630),2015-2017
Swift,MN,27.2,11.9 - 31.3 (630),2015-2017
Richland,WI,27.2,11.9 - 31.3 (630),2015-2017
Stevens,WA,27.3,11.9 - 31.3 (630),2015-2017
Rock,NE,27.3,11.9 - 31.3 (630),2015-2017
Cheyenne,CO,27.3,11.9 - 31.3 (630),2015-2017
Lyon,IA,27.4,11.9 - 31.3 (630),2015-2017
Neosho,KS,27.4,11.9 - 31.3 (630),2015-2017
Morrill,NE,27.4,11.9 - 31.3 (630),2015-2017
Garfield,NE,27.4,11.9 - 31.3 (630),2015-2017
Seward,NE,27.4,11.9 - 31.3 (630),2015-2017
York,NE,27.4,11.9 - 31.3 (630),2015-2017
Nelson,ND,27.4,11.9 - 31.3 (630),2015-2017
Chelan,WA,27.4,11.9 - 31.3 (630),2015-2017
Utah,UT,27.4,11.9 - 31.3 (630),2015-2017
Cache,UT,27.4,11.9 - 31.3 (630),2015-2017
McPherson,SD,27.5,11.9 - 31.3 (630),2015-2017
Sheridan,WY,27.5,11.9 - 31.3 (630),2015-2017
Mineral,MT,27.5,11.9 - 31.3 (630),2015-2017
Atchison,MO,27.5,11.9 - 31.3 (630),2015-2017
Yellow Medicine,MN,27.5,11.9 - 31.3 (630),2015-2017
Calaveras,CA,27.5,11.9 - 31.3 (630),2015-2017
Las Animas,CO,27.6,11.9 - 31.3 (630),2015-2017
Fremont,ID,27.6,11.9 - 31.3 (630),2015-2017
Benton,OR,27.6,11.9 - 31.3 (630),2015-2017
McCormick,SC,27.6,11.9 - 31.3 (630),2015-2017
Garza,TX,27.6,11.9 - 31.3 (630),2015-2017
Jeff Davis,TX,27.7,11.9 - 31.3 (630),2015-2017
Prowers,CO,27.7,11.9 - 31.3 (630),2015-2017
Fremont,CO,27.7,11.9 - 31.3 (630),2015-2017
Sonoma,CA,27.7,11.9 - 31.3 (630),2015-2017
Gooding,ID,27.7,11.9 - 31.3 (630),2015-2017
Kearny,KS,27.8,11.9 - 31.3 (630),2015-2017
Custer,CO,27.8,11.9 - 31.3 (630),2015-2017
Griggs,ND,27.8,11.9 - 31.3 (630),2015-2017
Kearney,NE,27.8,11.9 - 31.3 (630),2015-2017
Calumet,WI,27.8,11.9 - 31.3 (630),2015-2017
Ashland,WI,27.8,11.9 - 31.3 (630),2015-2017
Las Piedras,PR,27.9,11.9 - 31.3 (630),2015-2017
Chase,NE,27.9,11.9 - 31.3 (630),2015-2017
Jackson,MN,27.9,11.9 - 31.3 (630),2015-2017
Delta,MI,27.9,11.9 - 31.3 (630),2015-2017
Sheridan,KS,27.9,11.9 - 31.3 (630),2015-2017
Washington,ID,27.9,11.9 - 31.3 (630),2015-2017
Crawford,IA,27.9,11.9 - 31.3 (630),2015-2017
Owyhee,ID,28.0,11.9 - 31.3 (630),2015-2017
McIntosh,ND,28.0,11.9 - 31.3 (630),2015-2017
Naguabo,PR,28.0,11.9 - 31.3 (630),2015-2017
Sawyer,WI,28.0,11.9 - 31.3 (630),2015-2017
Garfield,UT,28.0,11.9 - 31.3 (630),2015-2017
Washington,UT,28.0,11.9 - 31.3 (630),2015-2017
Aurora,SD,28.0,11.9 - 31.3 (630),2015-2017
Presidio,TX,28.1,11.9 - 31.3 (630),2015-2017
Monroe,WI,28.1,11.9 - 31.3 (630),2015-2017
Asotin,WA,28.1,11.9 - 31.3 (630),2015-2017
Rio Arriba,NM,28.1,11.9 - 31.3 (630),2015-2017
Mitchell,IA,28.1,11.9 - 31.3 (630),2015-2017
Santa Clara,CA,28.1,11.9 - 31.3 (630),2015-2017
Elbert,CO,28.2,11.9 - 31.3 (630),2015-2017
Fayette,IA,28.2,11.9 - 31.3 (630),2015-2017
Dickinson,IA,28.2,11.9 - 31.3 (630),2015-2017
Marshall,KS,28.2,11.9 - 31.3 (630),2015-2017
Marshall,KS,28.2,11.9 - 31.3 (630),2015-2017
Culberson,TX,28.3,11.9 - 31.3 (630),2015-2017
Crook,OR,28.3,11.9 - 31.3 (630),2015-2017
