,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
0,Alabama,1,2014,4849377,746512,33375,42830,0.1925257675806216,0.11196424557585886,0.4842702423929861,0.16699999999999998,0.08,0.114,0.282,0.103,0.185,0.6846803207917224,0.2663900950575713,0.004650700492042586,0.01205433192758575,0.0002981826325319727,0.014405767998652197,0.01752060109989386,0.34991533960606125,0.775,0.19,0.1407173690094734,0.22719924204165504,0.1583414665408803,0.9946950297103158
1,Alaska,2,2014,736732,69899,58311,71583,0.11233721087383294,0.043220609116462375,0.5233555767397521,0.21600000000000005,0.08800000000000001,0.099,0.234,0.113,0.145,0.6563906549464391,0.0336485994907239,0.14017716075859335,0.05960783568516096,0.011394917011884921,0.013528664426141392,0.08525216768105634,0.3938969083964005,0.858,0.304,0.24174430466816405,0.16819653007911414,0.10296444350093528,0.9748181633776696
2,Arizona,4,2014,6731484,1070757,40195,50068,0.18241194127394947,0.09446921851104814,0.4967287367891294,0.16699999999999998,0.071,0.087,0.217,0.07400000000000001,0.135,0.7833837234107665,0.04167253461495266,0.043787818555314106,0.03151103085144375,0.0018897764593958774,0.06446334864645002,0.0332917674616771,0.4198403559351001,0.857,0.273,0.13415730045192326,0.26390765303051955,0.13142024495798857,0.9876295597567499
3,Arkansas,5,2014,2966369,465012,32897,41262,0.18866082801222125,0.10575468962594516,0.4910941475826972,0.192,0.084,0.106,0.281,0.094,0.174,0.7829342876762804,0.15784651201519434,0.005761589336997521,0.012323146580887274,0.0024096799824971198,0.01698541213180154,0.021739372276341883,0.3964478336042941,0.78,0.177,0.1527417342692232,0.24135413949532486,0.14369992433403342,0.9966185622197935
4,California,6,2014,38802500,4990092,45732,61933,0.16445245677456266,0.10599257015628398,0.4964753272910373,0.14300000000000002,0.067,0.102,0.232,0.101,0.17600000000000002,0.6137244765156884,0.0582354487468591,0.007386920945815347,0.1391170671992784,0.0038675858514270983,0.13180060563108048,0.04586789510985117,0.3218159104080646,0.789,0.295,0.16401724306886528,0.2505320037185687,0.09530672842451646,0.9844442879120587
5,Colorado,8,2014,5355866,679572,45093,61303,0.12044453957678118,0.07077286686337086,0.5027349577324713,0.163,0.059,0.078,0.193,0.063,0.123,0.8440056192593317,0.040226174441257485,0.010415495832046585,0.02949252277782902,0.0012470438954223276,0.04019704749894788,0.03441609629516496,0.4186429105378091,0.888,0.34,0.1896776603833001,0.21869636423219319,0.08865547619327788,0.9900614198831817
6,Connecticut,9,2014,3596677,555528,46216,70048,0.10751918807193768,0.07754838105055996,0.4877049180327869,0.128,0.049,0.076,0.2,0.085,0.14300000000000002,0.7684729543409097,0.10338904494342972,0.001969873858564447,0.042094967104357714,0.0002833170729537292,0.05492069485249857,0.02886914782728613,0.38587613945651705,0.843,0.304,0.20478336557293245,0.2891116405203698,0.12769127396986465,0.9919403964200365
7,Delaware,10,2014,935614,153759,45510,59716,0.1247874091232406,0.07468976664039646,0.48533196088522906,0.125,0.049,0.076,0.195,0.069,0.118,0.6920941755895059,0.21731825304024951,0.003509994506281437,0.0386612427774702,0.00023086443768477168,0.02240881389119872,0.025776655757609443,0.3711912798600407,0.862,0.257,0.17220374872365196,0.23952750405504716,0.12914625882433672,0.9968809692371399
8,District of Columbia,11,2014,658893,74465,47906,71648,0.17725646976664472,0.14545707140872466,0.4745139253809774,0.08900000000000001,0.086,0.112,0.262,0.117,0.193,0.4023065960633973,0.4877058945837943,0.0028213989221315145,0.037805834938298026,0.0002610439024242176,0.04370664129077104,0.025392590299183632,0.1625461626267374,0.835,0.392,0.22340335008393206,0.22924326655475727,0.14072853650974482,0.9882050569602667
9,Florida,12,2014,19893297,3790954,38425,47463,0.16495019827726562,0.10468809042247627,0.4887525562372188,0.139,0.06,0.08800000000000001,0.215,0.078,0.138,0.759746360796805,0.16192187750476958,0.002664917735858465,0.02636983703606295,0.0007615127849345437,0.024617638795620456,0.023917855345948938,0.39925622943459615,0.833,0.256,0.14092874359119104,0.2679671690305395,0.14818848025790232,0.9854217766675915
10,Georgia,13,2014,10097343,1248870,36859,49321,0.18302064392414427,0.10404401198834012,0.4874423372629421,0.146,0.077,0.103,0.247,0.08800000000000001,0.158,0.5985650878651938,0.3133121257740774,0.002505708679996312,0.03681047578556062,0.0006574006647095183,0.0280148946113844,0.020134306619077908,0.33047234700168954,0.7929999999999999,0.23199999999999998,0.15323039590669965,0.2083713467342478,0.15651559949056745,0.990830764885639
11,Hawaii,15,2014,1419561,228061,58150,69592,0.11358787190064674,0.08199103195146704,0.5051954477981198,0.16399999999999998,0.053,0.122,0.229,0.093,0.175,0.2541003873732795,0.021646833070223824,0.0015434349069888508,0.3763057734045948,0.10398425992260987,0.009742448545712372,0.2326768627765908,0.13676604066455905,0.8420000000000001,0.278,0.19038192740538715,0.20383925190190344,0.1170599575392274,0.9889397048501675
12,Idaho,16,2014,1634464,234979,36048,47861,0.14845207640527658,0.09467736985211794,0.5,0.199,0.07,0.098,0.211,0.067,0.134,0.9165738737592264,0.006946619809307515,0.013184750474773379,0.014689219218043347,0.0012138535935939856,0.022431818626779176,0.02495986451827633,0.4523212712625384,0.888,0.231,0.1410355481298329,0.2591169973827449,0.11800969257269008,0.9935806823929141
13,Illinois,17,2014,12880580,1787854,39898,57444,0.14353776787628994,0.08834139428316741,0.4908350305498982,0.134,0.064,0.081,0.234,0.08199999999999999,0.154,0.7212753618237688,0.14267331129498828,0.00217342697300898,0.051508084263286284,0.00045223118834710857,0.059281414346248375,0.02263617011035217,0.35677969230149664,0.8220000000000001,0.242,0.1647307116241035,0.2630576196602184,0.13675993798535377,0.988754133485615
14,Indiana,18,2014,6596855,941494,37521,49446,0.15242495454872595,0.06975837621750558,0.491869918699187,0.162,0.069,0.092,0.24,0.078,0.149,0.8409143447900552,0.09290639251582762,0.00198018601288038,0.019744256922427428,0.0004875050308063464,0.021818123939362014,0.02214919078864095,0.4021863123928565,0.838,0.18899999999999997,0.16971857686825403,0.24930174902867142,0.12768570753882047,0.9961216511694679
15,Iowa,19,2014,3107126,490628,37099,53712,0.12240715614753048,0.07369364666415637,0.4972347913524384,0.147,0.046,0.063,0.187,0.058,0.111,0.9133063802369136,0.03149984905665235,0.0030951432288230346,0.022020027510953853,0.0008290619691637867,0.009815179686951864,0.01943435831054164,0.4268305111000595,0.88,0.201,0.18090091513325782,0.2612598058080664,0.11937612719104997,0.997451904973813
