,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
0,Alabama,1,2016,4863300,783952,36580,46257,0.17088689690169148,0.10003355291268116,0.4845360824742268,0.159,0.083,0.114,0.277,0.097,0.17600000000000002,0.6819205066518619,0.2675348014722513,0.005039582176711286,0.013491045175086877,0.0003090494108938375,0.014461990829272303,0.01724302428392244,0.34894738453374696,0.8027583321427842,0.2128395616058126,0.14747743599097904,0.19747892728126212,0.14596835226432348,0.9955621030336551
1,Alaska,2,2016,741894,75832,59705,76440,0.09885243546676097,0.041978063336738536,0.5265151515151516,0.195,0.097,0.104,0.231,0.081,0.14300000000000002,0.6441553645129897,0.03201670319479602,0.1456488393220595,0.06143734819259894,0.01339409673079982,0.017134523260735363,0.08621312478602064,0.3945432007595738,0.8926310792277666,0.3128494566937441,0.2538202597320392,0.24294493089988395,0.10479820339037622,0.9913032958761224
2,Arizona,4,2016,6931071,1169826,43647,53558,0.16355752050849065,0.08974936176085006,0.4969818913480885,0.159,0.069,0.078,0.21,0.069,0.121,0.7581720054519713,0.043236319466356636,0.04418465775346984,0.031804319996144886,0.0020400887539602465,0.08453931578539592,0.03602329279270116,0.4163576463508248,0.8735829089112398,0.2902303419482897,0.14142672907765771,0.22389398081424075,0.12410978415689712,0.9933580004139929
3,Arkansas,5,2016,2988248,485630,34774,44334,0.1722279145665366,0.10511852180126843,0.4916115912557194,0.174,0.087,0.108,0.26,0.092,0.165,0.7663574107637653,0.15544760675820748,0.006311055842754684,0.013981771258610396,0.002947546522243134,0.029046116654307137,0.025908492200111904,0.3920227333566707,0.8075860222803369,0.19214422502728415,0.1493724032699792,0.2040998290879888,0.12510435645539844,0.9954071344208346
4,California,6,2016,39250017,5348439,49531,67739,0.1434706978048962,0.10308562075897558,0.4964753272910373,0.141,0.066,0.103,0.233,0.101,0.173,0.5966936014320707,0.05771411513019217,0.007391920365282898,0.14272793818152996,0.0038349282753176897,0.14374834538288225,0.04788915123272431,0.3172348043980683,0.7954365750455413,0.30518287672347016,0.16976367184163454,0.15522024276616037,0.09565335087326518,0.9895561641060517
5,Colorado,8,2016,5540545,743056,48285,65685,0.11046123232048546,0.07605534345114859,0.5037220843672456,0.152,0.057,0.069,0.18,0.05,0.108,0.8401557969477732,0.04225974159581774,0.009880435949893015,0.03175698419559809,0.0015025597662323832,0.04116959613178848,0.03327488541289711,0.41807481535711977,0.9105881656295084,0.3725156650373592,0.20160695251771069,0.21835500958205034,0.08134028009589415,0.9927736433064841
6,Connecticut,9,2016,3576452,576640,51847,73433,0.0977451020517571,0.06487602042925893,0.4879672299027138,0.129,0.049,0.081,0.2,0.08,0.145,0.7666514187804002,0.1059519322501742,0.002764471604819525,0.04528230771725721,0.00035202485591865907,0.047814985354200194,0.031182859437229968,0.3863242230854606,0.8479796753607103,0.3141266648168701,0.2093003419672586,0.1732519422863485,0.1307942640699817,0.9953385191483853
7,Delaware,10,2016,952065,166674,47195,61757,0.11674959864661914,0.06887201401912257,0.4834710743801653,0.104,0.046,0.08199999999999999,0.204,0.078,0.132,0.6922752123016811,0.22047969413853047,0.004259162977317725,0.037440720959178206,0.002156365374212895,0.01638018412608383,0.027008660122995805,0.3669618536784381,0.8758834611277104,0.2797616904856186,0.1769849044242053,0.21181468015407323,0.1118731931013857,0.9900759369139485
8,District of Columbia,11,2016,681170,79097,48536,75506,0.1857596803231355,0.13417714925645233,0.4750656167979002,0.097,0.076,0.097,0.246,0.085,0.185,0.4070466990619082,0.4705932439772744,0.002941996858346668,0.038809695083459335,6.0190554487132436e-05,0.054512089493078085,0.026036084971446192,0.16889388978090192,0.8490334652388839,0.4185746614915863,0.23627419649291379,0.14762886076589504,0.1450321965858463,0.992278042555408
9,Florida,12,2016,20612439,4090764,40772,50860,0.1472666848989037,0.1040543222576109,0.4884910485933504,0.135,0.064,0.085,0.209,0.07200000000000001,0.13,0.7555711868935064,0.16060341039699375,0.0025585521441688678,0.02713861275708324,0.0006083705087010808,0.027673775044282728,0.02584609225526392,0.3971710418885079,0.8446168001869577,0.27568151083758435,0.1404457730260167,0.18995987057674313,0.14233858360040647,0.9868002107071673
10,Georgia,13,2016,10310371,1359134,40386,53559,0.15965945303286258,0.1005342391921239,0.486652977412731,0.142,0.076,0.096,0.243,0.081,0.149,0.5872592751512046,0.3156525599321305,0.003679693000377969,0.038688908478657066,0.0006307241514393613,0.029021264123279367,0.02506757516291121,0.32591709132432856,0.8137122608955408,0.24876134362027585,0.1656855122533908,0.18979659106460436,0.14019345466186128,0.9903856489837277
11,Hawaii,15,2016,1428557,243541,63229,74511,0.09325254310723298,0.08942588822706443,0.5027349577324713,0.145,0.051,0.11,0.223,0.08900000000000001,0.163,0.25059833104314355,0.01812878310070932,0.0018543187286191593,0.3804174422161664,0.10119862210608327,0.008624787110349814,0.2391777156949285,0.14063340464233948,0.8535113184227707,0.2954697566323535,0.21928617722683247,0.18475328589436688,0.11847289127554468,0.9965400822672933
12,Idaho,16,2016,1683140,256162,39338,51807,0.14368035183517772,0.10023610131757213,0.4997498749374688,0.187,0.066,0.083,0.207,0.064,0.117,0.8972034411873047,0.0067950378459308205,0.01580141877681001,0.014500279239991918,0.0014110531506588875,0.03929381988426394,0.024994949915039748,0.4504688439346976,0.8902140051998345,0.25980824634411037,0.1487585574753476,0.22594686175154785,0.10853664924894249,0.992366321493935
