,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
0,Alabama,1,2010,4785298,657974,30763,40474,0.19033548533631028,0.10697386271849683,0.48533196088522906,0.173,0.092,0.13,0.301,0.113,0.209,0.6946852630703458,0.26392922656018497,0.005802773411394651,0.011031496889012973,0.00012663788127719526,0.010802462041026492,0.01362214014675784,0.349718985856584,0.723,0.16699999999999998,0.1296445180934201,0.1918631230686927,0.14331582148492247,0.9969902524329708
1,Alaska,2,2010,713985,53339,43987,64576,0.09942137303357243,0.05655026046691105,0.5215311004784688,0.201,0.08199999999999999,0.087,0.228,0.083,0.13,0.6743082837874745,0.034609970797705836,0.146416241237561,0.05478826585992703,0.010697703733271708,0.009098230354979446,0.07008130422908045,0.3870338776504996,0.8290000000000001,0.244,0.23054357327658936,0.12252019544798366,0.10593849416755037,0.9773490256608142
2,Arizona,4,2010,6413737,886795,37134,46789,0.17444664056195386,0.07721800904563936,0.4974874371859296,0.145,0.065,0.078,0.207,0.066,0.125,0.7944476051949121,0.041163053614452855,0.0445556155483145,0.02713535026459613,0.0018990488696371554,0.06436278880783543,0.026436537700251814,0.4172046527100401,0.8370000000000001,0.245,0.12463028770347148,0.2143710380414865,0.13222081789164755,0.9888779752387044
3,Arkansas,5,2010,2921606,420075,29452,38307,0.188357763474726,0.1022124287309414,0.4897959183673469,0.181,0.08900000000000001,0.111,0.285,0.091,0.16899999999999998,0.7837110821924653,0.1589574364236656,0.006374918452385435,0.011377304126566005,0.0017421924790680195,0.021011731219062392,0.016825335106787156,0.3923561268821044,0.725,0.152,0.1406502127905731,0.19537881509730404,0.13724255584795794,0.997564253317655
4,California,6,2010,37349363,4269495,40255,57708,0.15803525840690494,0.09749720551088337,0.4972347913524384,0.147,0.07,0.106,0.241,0.107,0.184,0.6244538628409807,0.06014434570142468,0.007547866345136864,0.13121945346162933,0.0038268925764543826,0.13081810792864124,0.0419894711457328,0.3248974410322532,0.7659999999999999,0.265,0.14737684865797945,0.219136348244933,0.07401699515777044,0.982860067738081
5,Colorado,8,2010,5049071,551638,37684,54046,0.13371751079916452,0.08050024713924664,0.5012468827930174,0.171,0.063,0.079,0.207,0.071,0.145,0.8334929336505666,0.03923830740348076,0.009825173779493298,0.026499132216599847,0.0009748327959737543,0.0558570081506083,0.034112612003277434,0.408943908867772,0.857,0.302,0.1686324801844688,0.18909829790551055,0.07838527786349482,0.9943633599746332
6,Connecticut,9,2010,3577073,508153,39235,64032,0.10099432445037852,0.06586500283607488,0.486125385405961,0.14,0.054000000000000006,0.081,0.198,0.075,0.14400000000000002,0.7821914733079253,0.09976872152175817,0.0015750307583882132,0.03755528612359882,0.0003681781165774364,0.05310515049595018,0.025436159675801977,0.3810820756740588,0.8,0.257,0.17705403706364028,0.24888368855049564,0.10171039491201486,0.99053266642603
7,Delaware,10,2010,899769,129470,40301,55847,0.11829408192185707,0.07724630632210944,0.48533196088522906,0.121,0.051,0.08,0.198,0.058,0.135,0.7069058836212405,0.2129724407042252,0.0027451490326961697,0.030543395026945808,0.0013236730760895295,0.01984064798853928,0.025668810550263457,0.3721248165598208,0.805,0.21899999999999997,0.15392742396694215,0.2093437984629644,0.11283439538880355,0.9984451868566462
8,District of Columbia,11,2010,604453,69427,41128,60903,0.19164975050485766,0.13092038463835634,0.4725738396624473,0.09,0.064,0.098,0.241,0.087,0.16399999999999998,0.4018592016252711,0.5115716192987709,0.003188006346233702,0.03565537767204398,0.0003854724850401934,0.02783508395193671,0.019505238620703347,0.15591916689472396,0.767,0.35,0.20485077328704965,0.1982775090670776,0.11353947097326339,0.9863074928855581
9,Florida,12,2010,18843326,3273199,35024,44409,0.16528600318016348,0.0993038922505614,0.4890137966274911,0.139,0.062,0.091,0.222,0.08,0.14800000000000002,0.7648045254855751,0.1590683619229429,0.0036009566464009594,0.02401805286391585,0.0006116223855597468,0.026297374465633086,0.021599106229972357,0.4001379078998863,0.8029999999999999,0.23,0.13089357025405418,0.23697510339701314,0.12390697573925369,0.9856907548725204
10,Georgia,13,2010,9712587,1033898,32183,46430,0.17878149734950258,0.10660788737334684,0.4882292732855681,0.147,0.08199999999999999,0.111,0.272,0.097,0.181,0.6069768023699557,0.3064845648229457,0.002270764730344243,0.03254519110099091,0.0002607956047137596,0.03304341057639947,0.018418470794650282,0.3314737043692898,0.741,0.19899999999999998,0.14230249780539278,0.16612604774165343,0.13477351956398137,0.9885095383487058
11,Hawaii,15,2010,1363621,198126,51293,63030,0.10719835219806194,0.06810431552609178,0.5017438963627305,0.152,0.052000000000000005,0.099,0.199,0.073,0.157,0.24608230586064606,0.01491983476347167,0.0019506886444253934,0.38935818676890427,0.0989138477626848,0.011092524975781394,0.2376826112240865,0.125591795120277,0.797,0.237,0.1856924107890938,0.19405476361002597,0.09105631970426996,0.984228854438053
12,Idaho,16,2010,1571450,196841,33725,43490,0.15712970049161404,0.07882835043802162,0.5012468827930174,0.193,0.068,0.095,0.221,0.076,0.14300000000000002,0.9222202424512392,0.0056451048394794605,0.013866810907123994,0.011911292118743836,0.0013331636386776544,0.021737249037513125,0.023286137007222627,0.44628405667518456,0.841,0.19699999999999998,0.13839131964377344,0.2153108676546045,0.12482898654260641,0.9983162977200081
13,Illinois,17,2010,12843166,1614822,34673,52972,0.13805691684517274,0.08381044313945887,0.4900560938296787,0.136,0.063,0.08,0.233,0.083,0.158,0.7245613737298109,0.14530256791822202,0.0023004452328966238,0.04595237654017709,0.000312072583971896,0.06268026123776645,0.01889090275715505,0.3529051499174522,0.789,0.201,0.14855971600213524,0.22068820598678981,0.11016110941271745,0.9870046322614199
14,Indiana,18,2010,6490621,842991,32172,44613,0.15295697758823415,0.06790913057274314,0.4926433282597666,0.158,0.062,0.087,0.239,0.079,0.146,0.8508551030787347,0.09044496666805843,0.0025143973126762445,0.01585672618999014,0.00018503622380662806,0.02031885700921376,0.019824913517520127,0.39588441632235694,0.792,0.147,0.145751799876867,0.20526904303841914,0.11586402552910775,0.9954114112327463
15,Iowa,19,2010,3049883,452823,32487,47961,0.12558490786038204,0.06657739514101163,0.4936708860759494,0.14400000000000002,0.051,0.066,0.195,0.059,0.12,0.9153124890364648,0.031211033341278994,0.002999131442091385,0.016969831301725344,0.00016328495224243028,0.015212058954392675,0.01813217097180449,0.418759647809409,0.838,0.152,0.1664149329075599,0.2274768473377015,0.10813371161128589,0.9971118846995263
16,Kansas,20,2010,2859169,379035,34653,48257,0.13602944488182592,0.07745695525898967,0.4957135653050933,0.161,0.066,0.094,0.249,0.078,0.13699999999999998,0.8522913475908559,0.057645770501848624,0.009030246200906629,0.02482259705529824,0.0003105797523686078,0.024634430493615453,0.03126502840510652,0.4009761631511602,0.84,0.207,0.17776505244634394,0.20602974104502222,0.08739645153032974,0.9957530853238723
17,Kentucky,21,2010,4346266,579521,27920,40062,0.18982299971795524,0.11238067506771708,0.4923857868020304,0.17,0.083,0.111,0.282,0.102,0.192,0.8828500142421104,0.07743681587827345,0.002116989618214808,0.011019804126116532,0.0005268890583319106,0.009609167961648001,0.016440319115304955,0.4049050854067411,0.6729999999999999,0.13699999999999998,0.12793083499648847,0.18875385480077514,0.16633795391451173,0.99749622096524
18,Louisiana,22,2010,4544228,559589,29788,42505,0.186942583526096,0.11475394616394427,0.4900560938296787,0.166,0.093,0.121,0.287,0.108,0.194,0.6284728671184633,0.3202915874819661,0.006362576877744689,0.015728964303727718,0.000965620563052734,0.01282572089252564,0.015352662762519837,0.3274564010371898,0.723,0.172,0.1583040063904044,0.1926787298463694,0.15299067002323322,0.9934009332276196
19,Maine,23,2010,1327567,210842,30644,45815,0.1293429604674976,0.09460336184016514,0.4887525562372188,0.17800000000000002,0.061,0.098,0.215,0.067,0.14300000000000002,0.953388416554494,0.011390008941168315,0.0051793996084566725,0.010303058150737402,0.00045270784826679177,0.0015321260621874448,0.017754282834689324,0.43260830384837934,0.7959999999999999,0.212,0.15246978735261477,0.21697115021200714,0.1618999774484477,0.998908876437629
20,Maryland,24,2010,5785982,710252,44712,68854,0.0987168090554254,0.07700760789987322,0.4837377387712959,0.125,0.06,0.084,0.22,0.078,0.155,0.5890103011035983,0.2941424636302014,0.003271354802002495,0.05530003377127685,0.0003667484620588173,0.030273512776223636,0.02763558545463847,0.31319165591930753,0.795,0.282,0.19003058367171086,0.1843851430027652,0.08401180950429131,0.9845556867123014
21,Massachusetts,25,2010,6557254,906116,35683,62072,0.1144912436207402,0.08717879850148416,0.4834710743801653,0.139,0.06,0.08199999999999999,0.205,0.077,0.14800000000000002,0.8113377947537186,0.06760009601580172,0.002055891078796093,0.053865688289640765,0.00016516059923864468,0.037412917053388506,0.027562452209415708,0.3801555209266805,0.797,0.258,0.17289829620931532,0.25273313648142176,0.1145178638948524,0.9971578674396958
22,Michigan,26,2010,9877574,1365505,33381,45413,0.16758303181635406,0.08041704319332828,0.4908350305498982,0.157,0.065,0.097,0.236,0.085,0.166,0.7931915265833493,0.14024810140627647,0.005810536068876831,0.024408321314525205,0.00022961103607019296,0.011633018390953084,0.02447888519994889,0.3814500862318336,0.7979999999999999,0.183,0.11105810203697533,0.21870192516028872,0.16855237230078854,0.9969872838334664
23,Minnesota,27,2010,5310584,686694,34397,55459,0.11553148847606567,0.0829026904395755,0.4962216624685138,0.15,0.048,0.066,0.185,0.069,0.122,0.8611480394623265,0.05153482178231245,0.010784124683838915,0.039512415207065735,0.00039129406483354753,0.012553045013505106,0.024076259786117684,0.4181542288122512,0.8370000000000001,0.214,0.15372755368766874,0.22370073538431964,0.07558516467229057,0.9967294486654384
24,Mississippi,28,2010,2970036,382756,27529,36851,0.22391304196628592,0.1192658813858152,0.48533196088522906,0.16,0.103,0.139,0.329,0.117,0.211,0.5951214059358203,0.37348469850197097,0.0042012958765482965,0.008873293118332572,6.599246608458618e-05,0.007535598895097569,0.01071771520614565,0.31852146014693433,0.6970000000000001,0.166,0.13558360686181273,0.19509978980865095,0.16428996693515457,0.9963629382051032
25,Missouri,29,2010,5996231,842885,31324,44301,0.1527316267240899,0.09108375444704793,0.4890137966274911,0.162,0.07,0.095,0.25,0.084,0.162,0.8311002361316634,0.11728317338007825,0.0036092672213595507,0.015577118359849712,0.0007933316778489688,0.009534489248329493,0.02210238398087065,0.3934534367084478,0.7759999999999999,0.166,0.13964658824157505,0.20502367158034607,0.13335670297469443,0.9958599990293956
26,Montana,30,2010,990898,147494,32423,42666,0.14615623078685633,0.07040012337371017,0.5037220843672456,0.206,0.08199999999999999,0.077,0.209,0.066,0.122,0.8985132677631805,0.0048794124117719495,0.0622112467680831,0.005544465727047586,0.0005974378795799366,0.0041517895888376,0.02410237986149937,0.445509647850082,0.85,0.20800000000000002,0.17379378389629407,0.22748584469876737,0.0923458151146998,0.996971736204576
27,Nebraska,31,2010,1830429,247893,32745,48408,0.12944904924427109,0.07491666702142605,0.4952044422009086,0.17800000000000002,0.064,0.073,0.218,0.068,0.13,0.8888877962488575,0.044049782865109764,0.009290171866813735,0.015978767818910212,0.0012330442754130313,0.01864808741557307,0.021912349509322682,0.414432839975312,0.8420000000000001,0.17800000000000002,0.20051848952572277,0.20889188645907708,0.0915496090665421,0.9969987356375665
28,Nevada,32,2010,2704642,327133,38951,51001,0.14926038620567586,0.07550129481178047,0.504950495049505,0.14400000000000002,0.059,0.078,0.222,0.078,0.135,0.7286472664404383,0.0801555252044448,0.009913326791494032,0.07296714315609977,0.0060189111904643934,0.06343205496328165,0.038865772253777034,0.39798797431014293,0.8220000000000001,0.2,0.15769010422672125,0.2081066226336077,0.09814095822333758,0.9790911875450554
29,New Hampshire,33,2010,1316759,179649,37119,61042,0.08286451503743497,0.06091391174183966,0.4916115912557194,0.153,0.05,0.061,0.181,0.059,0.119,0.9405092351751536,0.011731835514319628,0.002193263915416565,0.02135926164165196,0.00022555380293584477,0.007920963517241955,0.0160598864332805,0.4347755901786261,0.833,0.245,0.17942911076599374,0.21025749474809213,0.08261241562886205,0.9954165167848316
30,New Jersey,34,2010,8801624,1191030,41452,67681,0.1025661088985552,0.07240391625872306,0.486652977412731,0.122,0.061,0.083,0.21600000000000005,0.083,0.156,0.6934271448087308,0.13476422078470973,0.00215369345475335,0.08237991079827996,0.00028403849107846464,0.0609376178759738,0.02605337378647395,0.34460844814992064,0.78,0.23199999999999998,0.17661924015348057,0.25820402723692937,0.06776307432084203,0.9811642884421762
31,New Mexico,35,2010,2065932,275387,33447,42090,0.20439953060083488,0.12005975925768028,0.4941831057157309,0.195,0.09,0.109,0.257,0.096,0.173,0.7335672229289251,0.01964633879527497,0.09444260508090296,0.012257421831889916,0.0005784314294952593,0.11084198318240872,0.02866599675110313,0.3836600856249569,0.77,0.245,0.14550729363404952,0.19119400317371557,0.12981077729118393,0.9865801170717964
32,New York,36,2010,19392283,2624048,34518,54148,0.14944377088540614,0.1089533510305836,0.4840041279669762,0.121,0.066,0.09,0.232,0.08800000000000001,0.163,0.6588019058921529,0.15548824241065376,0.003702091187510001,0.07394049478341462,0.0003401868671161616,0.08125324903725879,0.026473829821893585,0.3305000518283202,0.758,0.22899999999999998,0.15046480928702521,0.24262080986704512,0.13855917665808323,0.9891408278098742
33,North Carolina,37,2010,9561558,1239719,31694,43326,0.17492532956714846,0.09908572315119807,0.4871794871794872,0.158,0.079,0.104,0.256,0.092,0.16699999999999998,0.6971910853858754,0.2144415167486303,0.011688053348627913,0.02214126609910226,0.0004605943926711525,0.031198681219106763,0.022878802805986226,0.3533373288624277,0.748,0.19899999999999998,0.13955326203115384,0.18832054819358254,0.13138559666824576,0.9941111262179166
34,North Dakota,38,2010,674499,98075,30669,48670,0.13032398701288733,0.12145365970357,0.5090819833087875,0.168,0.067,0.065,0.198,0.049,0.122,0.9000131949787916,0.012751686807541598,0.04949451370572825,0.011384746308000456,0.0006286147199625204,0.005304677990627118,0.020422565489348392,0.4253071628855468,0.746,0.154,0.18687903468773895,0.19969847018098394,0.08189378485942114,0.9977599199660726
35,Ohio,39,2010,11536182,1625778,31798,45090,0.15848881186219754,0.0772949552888349,0.4879672299027138,0.146,0.064,0.08800000000000001,0.235,0.079,0.157,0.8295630218039209,0.1223976875538198,0.0018490519653729452,0.01711909538181696,0.00012933221753956377,0.008088377939945816,0.020853433137583997,0.3820226377771135,0.787,0.168,0.13776479539641945,0.21163908253894445,0.14090667406840032,0.9952405483749432
36,Oklahoma,40,2010,3761702,509789,31486,42072,0.16908021143732574,0.09267582400798298,0.4934143870314083,0.18600000000000005,0.08199999999999999,0.103,0.293,0.091,0.171,0.7348553925855903,0.07181111103431373,0.06958180100390728,0.01734108656134909,0.0011255543368400792,0.02612354726663622,0.07916150721136336,0.3783074958463207,0.7879999999999999,0.183,0.15584319441965205,0.1944719407637277,0.13669825863824436,0.9940718264110214
37,Oregon,41,2010,3838957,534893,34901,46560,0.15836984279268884,0.0788639086616393,0.4954591321897074,0.181,0.07,0.114,0.23,0.094,0.16,0.8498959483005409,0.01832997868952426,0.013017858756948828,0.03688137168506967,0.0033261638512752287,0.04261079246264024,0.03593788625400076,0.4207028321552161,0.86,0.24100000000000002,0.13316309650341288,0.21429971426621774,0.17883775662066553,0.9928875242146086
38,Pennsylvania,42,2010,12709630,1965505,31364,49288,0.13401008459661815,0.07907006081782321,0.4871794871794872,0.146,0.061,0.086,0.224,0.079,0.16,0.8255505471048331,0.1082827745575599,0.0016073638650377705,0.027556585046142182,0.00021700080962231002,0.01797597569716821,0.018809752919636533,0.3834536162462064,0.7829999999999999,0.17,0.14672779480591502,0.24023758462074632,0.11433520460775157,0.9957152359826892
39,Rhode Island,44,2010,1052886,152183,33192,52254,0.1404742145820984,0.08163138059081082,0.4826694257630626,0.14300000000000002,0.051,0.079,0.228,0.069,0.149,0.8144215043224052,0.05966647861211945,0.003016470918978883,0.029384947658151025,0.0010485465662949266,0.06498709261971382,0.027474959302336625,0.3845830348987732,0.7120000000000001,0.20800000000000002,0.1388622573217771,0.2380120261264399,0.14535353409811208,0.9911877182286759
40,South Carolina,45,2010,4636312,634930,31691,42018,0.18152636983977044,0.09832166947928472,0.4858611825192802,0.147,0.079,0.11,0.257,0.08900000000000001,0.16899999999999998,0.6709639040685786,0.2808240687857073,0.002733853977040372,0.011573423013809252,0.0003541608071242833,0.01534128850689945,0.018209300840840742,0.3475705983336746,0.738,0.20800000000000002,0.13200706902493187,0.19060629067141255,0.1452231273770249,0.9941607780009499
41,South Dakota,46,2010,816463,117907,29950,45904,0.1443240897915065,0.11109016650958216,0.5037220843672456,0.182,0.064,0.07400000000000001,0.213,0.068,0.115,0.8596592864587862,0.013157975315476637,0.09014615481656854,0.009799586754084386,0.0001004332100781052,0.007422259183820945,0.019714304261185138,0.4187368010381063,0.799,0.172,0.1809822738938316,0.21139527308811185,0.10207709551504131,0.9975584578789103
42,Tennessee,47,2010,6356897,859922,30160,41461,0.17682724466999833,0.0968445605926438,0.486916367367881,0.16899999999999998,0.087,0.119,0.282,0.107,0.188,0.7837581763555395,0.16773167789253152,0.002627697129590113,0.014635757036805853,0.0003207539779235057,0.01393698843948549,0.01698894916812401,0.3834917585548457,0.7090000000000001,0.163,0.13442360475484988,0.19572887060570612,0.17038853786860372,0.9934126692728019
43,Texas,48,2010,25257114,2618943,34178,48615,0.1790651876752809,0.1071534303849015,0.4962216624685138,0.16899999999999998,0.084,0.108,0.274,0.107,0.181,0.7410395344456221,0.11760025314056073,0.0051138859332859644,0.038385224851897166,0.0007335754987683866,0.07542876830662443,0.021698757823241405,0.3718099248437251,0.731,0.214,0.16143109309595516,0.18281186455146217,0.1285836141542918,0.9788802657913129
44,Utah,49,2010,2776469,250800,40784,54744,0.1315819932487869,0.0603013852033985,0.5034756703078451,0.17,0.063,0.08199999999999999,0.189,0.069,0.14,0.8882793216852052,0.010337230489517442,0.012484562226338562,0.01867335813942097,0.009369094342490407,0.037268919624170116,0.02358751349285729,0.43362041467304624,0.877,0.259,0.1587502610047847,0.20646390291068578,0.08884633959262521,0.9937109980443233
