,county,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
0,Shelby , Alabama,1117,2018,678701.0,33295,49880,71230,0.08253279229970746,0.06572584324340765,0.486916367367881,0.16,0.066,0.086,0.225,0.092,0.145,0.7813013388811862,0.029182217206104005,0.04680558891175938,0.02764545801464857,0.0002593189047901801,0.06954019516694393,0.04526588291456768,0.4109325724583271,0.9118786604595285,0.3438654452620514,0.18558774590779392,0.20375431746508485,0.0461059497924491,0.9964414976124578
1,Talladega , Alabama,1121,2018,191659.0,14422,33795,40315,0.19539792841221976,0.12296474585870025,0.4821336095287416,0.107,0.056,0.117,0.275,0.084,0.22,0.8508914269614263,0.056397038490235266,0.0030836016049337624,0.048737601677980164,0.0005165424008264679,0.017458089627932945,0.02291569923666512,0.3374011926223825,0.7690334211621135,0.15552627929552074,0.10085910414644295,0.14138122313132714,0.16650116915980653,0.9962480532351692
2,Tuscaloosa , Alabama,1125,2018,,27472,45869,54459,0.1659638858065167,0.08739270984282689,0.4767137624280482,0.102,0.056,0.085,0.21600000000000005,0.076,0.152,,,,,,,,0.3418389633080955,0.901426907396622,0.2918244030285381,0.177461415259173,0.1630023296447292,0.09031369424601299,1.0
3,Pinal , Arizona,4021,2018,104722.0,90825,46508,59058,0.12461933423529804,0.08569963892479829,0.5217599234815877,0.189,0.062,0.08199999999999999,0.197,0.051,0.12,0.6940948415805657,0.2789671702221119,0.0006302400641698975,0.006684364316953457,0.0,0.0010790473825939154,0.018544336433605164,0.4487420864299477,0.8659840352325902,0.24957886044591246,0.0995201541425819,0.23696118909991742,0.1122918018602639,0.9958543217581242
4,Mendocino , California,6045,2018,92573.0,19072,48551,51830,0.18999988355709774,0.11011032350903374,0.4910941475826972,0.149,0.062,0.044,0.128,0.025,0.105,0.9472200317587202,0.007993691465114017,0.008663433182461409,0.005487561167943137,0.0012746697201127758,0.0059088503127261716,0.02345176239292234,0.4373951342281879,0.8911493288590604,0.3246119966442953,0.24707046979865774,0.18314807046979867,0.09288631117949932,0.998667590470607
5,Orange , California,6059,2018,291538.0,471226,63253,89759,0.1045293688081426,0.10504620431498578,0.4936708860759494,0.111,0.052000000000000005,0.084,0.18,0.08800000000000001,0.14,0.6225294815770157,0.05721038080799073,0.07553732275037903,0.09697878149675172,0.020940666396833348,0.018316651688630642,0.10848671528239888,0.3075679185783467,0.8481153416831838,0.37850415724089925,0.19008296655957013,0.13313781497625343,0.058959394229493825,0.9876293408701006
6,Sacramento , California,6067,2018,71818.0,217444,52515,69767,0.14277871177892193,0.10629616503767814,0.4884910485933504,0.127,0.053,0.104,0.225,0.103,0.177,0.2263499401264307,0.005722799298226071,0.7501322788158957,0.005792419727644879,0.000821521067141942,0.008020273469046758,0.003160767495613913,0.30111660933389744,0.8590717610051324,0.3065294972498666,0.1524325711447545,0.1797474292231563,0.10618147030686585,0.9948192568827874
7,Citrus , Florida,12017,2018,440956.0,53832,38779,39964,0.1515053571182967,0.09833727433096874,0.4874423372629421,0.16699999999999998,0.078,0.05,0.218,0.043,0.096,0.4653570877820009,0.4627581890256624,0.000632716189370368,0.028340696123876307,0.0,0.015938098132239953,0.026973212746850026,0.4607296775152326,0.902660127805023,0.1856516570069847,0.08194848788824491,0.2727188289493238,0.11898608190326361,0.9926622377359907
8,Peoria , Illinois,17143,2018,102663.0,30201,45497,56138,0.17041157981049562,0.09680207433016423,0.486125385405961,0.13699999999999998,0.033,0.06,0.206,0.08,0.112,0.8238605924237554,0.11605933978161558,0.003496878135258077,0.008279516476237788,0.0,0.011152995723873257,0.037150677459259915,0.386907718287474,0.9135459090758584,0.2584682626403099,0.13966931558557663,0.1732392967120294,0.10917964926020195,0.9974070872947277
9,Hancock , Indiana,18059,2018,1584138.0,12948,37546,71653,0.05834366377414324,0.1155587324279247,0.4897959183673469,0.14,0.093,0.071,0.234,0.069,0.141,0.3935780847375671,0.41521382606818347,0.002730822693477462,0.07379849482810209,0.00036739223476742563,0.07735310938819724,0.03695827004970526,0.4189063948100093,0.9350478838430646,0.2609669447018845,0.15085619400679642,0.16790237874575223,0.03306873838878568,1.0
