,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
0,Alabama,1,2011,4802740,673790,31324,41415,0.19040193814731224,0.10318419129003943,0.4840041279669762,0.17,0.085,0.12,0.289,0.109,0.196,0.6908785401666548,0.26674252614132765,0.005082098968505478,0.011297509338419321,0.00039956358245501534,0.012180338723312107,0.013419423079325551,0.3472728891791211,0.735,0.17300000000000001,0.13410521135665415,0.1942365796464774,0.17016165495466093,0.996603549680541
1,Alaska,2,2011,722718,58367,47761,67825,0.10455394278923692,0.06250877439281202,0.5159728944820909,0.224,0.08900000000000001,0.109,0.263,0.098,0.149,0.6678925943452356,0.03202217185679615,0.14153930025265732,0.052539164653433286,0.010771836317899929,0.011898140076765764,0.08333679249721193,0.3834015796597393,0.8140000000000001,0.252,0.2168265440745627,0.13762932084910998,0.10417362919208797,0.981345640881651
2,Arizona,4,2011,6482505,923153,37581,46709,0.18993303662666586,0.08546392159962064,0.49799196787148603,0.15,0.061,0.081,0.209,0.07400000000000001,0.133,0.7930617870715102,0.04102426453971112,0.044706791587511306,0.0273500753181062,0.001842034830671168,0.06204314535816016,0.029971901294329893,0.4160534602606502,0.845,0.258,0.12382832874940557,0.22328984901744348,0.13828666987824986,0.9893646214775591
3,Arkansas,5,2011,2937979,428625,30259,38758,0.19458928126978925,0.10458414526558668,0.4929006085192698,0.188,0.086,0.11,0.285,0.095,0.17,0.7815740003587499,0.15771521852266476,0.0057086861410513825,0.011688987565942437,0.002477553447454866,0.021356517524461542,0.019479036439675027,0.3928398950131234,0.75,0.159,0.14031698596442113,0.20593442070807816,0.15295476050907175,0.997796876363319
4,California,6,2011,37691912,4398053,40815,57287,0.1656330038621966,0.10049432163566648,0.4974874371859296,0.14400000000000002,0.07,0.107,0.24,0.107,0.184,0.6287394759915602,0.059798107349926966,0.007683266372902496,0.13187516197108812,0.003897228668049528,0.12571633405065788,0.042290425595814835,0.324640244217157,0.769,0.272,0.14788626546155767,0.22367197741546088,0.08347264836559708,0.982706995005643
5,Colorado,8,2011,5116796,575497,38480,55387,0.13478163693532033,0.07792293717097734,0.5019920318725101,0.162,0.07200000000000001,0.077,0.195,0.064,0.133,0.8439240102595452,0.039720754941178035,0.010099484130303416,0.028095706766499973,0.001162641621827409,0.043231545678193935,0.033765856602452,0.4077658093786762,0.8640000000000001,0.305,0.17013991081795388,0.1852192005727224,0.08331072174175402,0.9936394913023575
6,Connecticut,9,2011,3580709,515314,41843,65753,0.10883569973172433,0.0684540046769061,0.486916367367881,0.133,0.051,0.077,0.206,0.075,0.149,0.7783852304110722,0.1004502180992647,0.0020892510393891264,0.039400297538839384,0.0003954524090061493,0.05454031589833186,0.024739234604096563,0.3823261157274982,0.807,0.27899999999999997,0.18634745798095917,0.2587448837660145,0.11255264888731714,0.9913479265243043
7,Delaware,10,2011,907135,133912,43687,58814,0.11880845874610275,0.05717361217899431,0.4850669412976314,0.124,0.06,0.07200000000000001,0.215,0.075,0.14300000000000002,0.7018580475893885,0.21374878050124846,0.0030800266773964185,0.03299398656208833,2.4252178562176527e-05,0.021696880839125382,0.026598025652190688,0.3692648903757692,0.8,0.244,0.16614189176474103,0.22386410736155088,0.11933359744531681,0.9948177764108873
8,District of Columbia,11,2011,617996,69738,42396,63124,0.18707865264641632,0.1246620873033459,0.4728518713758567,0.114,0.077,0.104,0.253,0.092,0.187,0.3988779862652833,0.5013705590327445,0.003165069029573007,0.03642418397530081,0.0,0.039514818866141534,0.020647382830956837,0.15420574148957528,0.768,0.385,0.2046516909575841,0.20466941432217728,0.14432947482041167,0.992613930127779
9,Florida,12,2011,19057542,3359395,34892,44299,0.17013973311361852,0.09965934262924643,0.4890137966274911,0.142,0.065,0.091,0.223,0.083,0.147,0.7627372407207603,0.1598646876916236,0.0033276064667731023,0.02430344899672791,0.0006582695711755482,0.02688757028582175,0.022221176267117764,0.3989265924370311,0.8059999999999999,0.23,0.12711854400450082,0.24331106534956443,0.1420814510201747,0.9854519192650221
