,county,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
0,St. Lucie , Florida,12111,2015,149633.0,68211,40718,45905,0.16559724094940612,0.08731298003640507,0.477533960292581,0.16699999999999998,0.069,0.086,0.204,0.085,0.133,0.9137222404148816,0.026030354266772703,0.00037424899587657797,0.025636056217545597,0.0,0.0222076680946048,0.012029432010318579,0.4124554690592426,0.853161513538872,0.2323378927152512,0.05485951040154813,0.2223395053583733,0.13754124123480163,0.9804063753274237
1,Santa Rosa , Florida,12113,2015,,24558,47148,59682,0.13071785163108338,0.0666583758239025,0.5129079396005845,0.184,0.083,0.133,0.299,0.123,0.18,,,,,,,,0.4440508184705595,0.8948611450443847,0.2604853815457285,,0.304870103428618,0.13580125203332183,1.0
2,Sarasota , Florida,12115,2015,703910.0,140339,50711,56286,0.08848707416283502,0.057810381947213135,0.4728518713758567,0.152,0.038,0.055,0.171,0.054000000000000006,0.1,0.8003849923995965,0.06960548933812563,0.0014959298773990991,0.07193249136963532,0.0001804207924308505,0.02887869187822307,0.027521984344589502,0.4415736181674374,0.9226017001688768,0.3832149295634143,0.21357706489286654,0.22829719465009726,0.06584667645255811,0.9958680980928011
3,Seminole , Florida,12117,2015,135727.0,66273,42177,57074,0.11483950428602895,0.06876067652626232,0.4834710743801653,0.112,0.059,0.063,0.195,0.085,0.139,0.7972105771143545,0.012613555151148998,0.05121309687829245,0.03297059538632696,0.000714669888820942,0.05198670861361409,0.053290796967442,0.3762165587795935,0.923618970017956,0.3176557572465408,0.05427195841443726,0.2028578757563412,0.0890567104381863,0.9911971560042475
4,Sumter , Florida,12119,2015,938069.0,65251,48881,51335,0.08126861909345066,0.053871275841883115,0.5081160846040335,0.179,0.027000000000000003,0.084,0.097,0.016,0.049,0.3961830099918023,0.5312274470214877,0.00063214966063264,0.025962908911817788,0.0006619982112190041,0.026662217811269748,0.018670268391770755,0.4769735329726748,0.9492728080795697,0.39849197713445006,0.48331737001731767,0.25006513310140843,0.03392612859097127,0.9995994700680901
5,Volusia , Florida,12127,2015,180191.0,123180,37939,42175,0.16025391584615686,0.07981317682069934,0.486652977412731,0.163,0.076,0.083,0.228,0.069,0.133,0.7025822599352909,0.028375446054464425,0.014190497860603469,0.0187412245894634,0.0005771653412212596,0.2001320820684718,0.03540132415048476,0.41945120961195,0.8756941061860691,0.21649618444552687,0.03737522365643773,0.25438382854359476,0.14511320871709507,0.99529635446805
6,Barrow , Georgia,13013,2015,80994.0,8947,37244,53156,0.18384070253173004,0.0897115602997956,0.4952044422009086,0.205,0.118,0.09,0.233,0.084,0.175,0.9484159320443488,0.024816653085413733,0.004123762253994123,0.0030619552065585106,0.0,0.0009259945181124528,0.01865570289157221,0.37196825751648604,0.762266681569241,0.11925785179389739,0.1436654498714653,0.21817368950486196,0.1612448132780083,0.9930729048376107
7,Bartow , Georgia,13015,2015,136454.0,12931,42512,50572,0.11206820260184666,0.06491646778042959,0.4977398292315419,0.182,0.067,0.149,0.281,0.061,0.171,0.42867193339880105,0.4913597256218213,0.00598736570565905,0.024968121125067792,0.0012238556583170884,0.012788192357864188,0.03500080613246955,0.42092645580388216,0.8224421931791818,0.1255123346995592,0.10089217338179571,0.25713401902405075,0.1758428787551329,1.0
8,Bibb , Georgia,13021,2015,128140.0,22168,34497,38605,0.2644677743040861,0.13121234939759036,0.4678020223523151,0.13699999999999998,0.111,0.097,0.266,0.113,0.18,0.6491181520212268,0.20512720461994693,0.012860933354143905,0.01053535195879507,0.0,0.08799750273138754,0.03436085531449977,0.2444514615662216,0.7194153735113678,0.215896788163118,0.12308792674124865,0.1709220498015157,0.1952671628062547,0.9836690512048193
9,Bulloch , Georgia,13031,2015,88807.0,8233,51979,33477,0.33332313762674537,0.13150307133007394,0.4890137966274911,0.193,0.073,0.14400000000000002,0.277,0.128,0.15,0.7929555102638306,0.02374812796288581,0.001463848570495569,0.019086333284538383,0.0003378112085759005,0.1229632799216278,0.03944508878804599,0.3291631240131179,0.8278877687355763,0.296489736426576,0.2517187115267825,0.23223612291995627,0.20611436120022647,1.0
10,Carroll , Georgia,13045,2015,,14548,32607,43410,0.22319965424717725,0.09882501049097776,0.4969818913480885,0.183,0.105,0.155,0.275,0.139,0.181,,,,,,,,0.3786087434698928,0.8055402804509211,0.19432224360736872,,0.17803134451470992,0.236333664638433,1.0
11,Catoosa , Georgia,13047,2015,83579.0,11086,32586,51012,0.09502705015741053,0.1328240058910162,0.4905756495160468,0.172,0.051,0.077,0.234,0.076,0.132,0.6866198446978308,0.2660835855896816,0.0036492420344823454,0.00393639550604817,0.00046662439129446385,0.010648607903899305,0.028595699876763307,0.4041132960490709,0.8172469781706657,0.2284863792170305,0.288598603644236,0.172830597149558,0.0914859437751004,0.9935567010309279
12,Chatham , Georgia,13051,2015,376353.0,39833,37362,49252,0.17168592918730508,0.07473695069114916,0.4818652849740933,0.125,0.115,0.077,0.26,0.077,0.14300000000000002,0.8527579161053586,0.07079258037002495,0.002957329953527672,0.02866989236169235,0.004997967333859435,0.010150045303212677,0.029674268572324383,0.3031908216805161,0.8462330228704843,0.31122436171013984,0.26510905096276954,0.21241181934576858,0.13722990512614436,0.9942748091603053
13,Cherokee , Georgia,13057,2015,220358.0,29324,39708,74104,0.1025237470008853,0.07863623865823481,0.4905756495160468,0.097,0.049,0.08900000000000001,0.17800000000000002,0.067,0.113,0.8108350956171321,0.14711061091496566,0.0010619083491409434,0.01634158959511341,0.0004901115457573585,0.009820383194619664,0.01434030078327086,0.4354794707406902,0.8655367616969035,0.27942981857863863,0.17558603969444828,0.22268449051971081,0.0556348591890061,1.0
