,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
0,Alabama,1,2017,4874747,803216,38450,48123,0.16888918814281145,0.09947044127339333,0.4840041279669762,0.155,0.076,0.107,0.281,0.095,0.171,0.679567165229293,0.2682122785038895,0.0051656014148016285,0.013725430263355206,0.0003243245239188824,0.013807485803878642,0.019197714260863183,0.3475017927929723,0.8108528714567439,0.2209567538495249,0.1444152133423637,0.18774526403856498,0.1401503530772426,0.9960596028181823
1,Alaska,2,2017,739795,83041,59877,73181,0.11105497507189732,0.07413632348611247,0.5215311004784688,0.212,0.07400000000000001,0.077,0.212,0.064,0.119,0.6418751140518657,0.029882602612886007,0.1486195500104759,0.06675497941997445,0.011935738954710428,0.015246115477936457,0.08568589947215106,0.3861345600366084,0.8762538986765573,0.3055478618995436,0.21389141508411505,0.25824592671090185,0.10803977012136029,0.9879526940818529
2,Arizona,4,2017,7016270,1200850,46064,56581,0.14861800504574998,0.09042978178704852,0.4969818913480885,0.158,0.064,0.08,0.206,0.068,0.126,0.7756852287611509,0.04384879715290318,0.045319521626163185,0.03313968818189722,0.002344978172162702,0.0616927512766755,0.037969034829047336,0.4166840154890286,0.878202939584461,0.293979264687513,0.14675136778115502,0.20989132697672483,0.10826127352748091,0.9919505274082397
3,Arkansas,5,2017,3004279,497024,35966,45869,0.16403029707635064,0.10162412896429247,0.4926433282597666,0.184,0.08,0.105,0.275,0.092,0.162,0.7633468795674436,0.1525713823516391,0.006360927197507289,0.0159389324360354,0.0028462735984241144,0.030586373635737563,0.028349231213212887,0.38992483260365696,0.8224874452742724,0.20351331122843164,0.14872215225019317,0.2008273242338398,0.11849547560364311,0.997403808718789
4,California,6,2017,39536653,5504817,51665,71805,0.1330189572471362,0.10182367056445396,0.4969818913480885,0.139,0.064,0.098,0.222,0.095,0.166,0.5863361524305054,0.05746356425264425,0.007938431207113055,0.14582177707354235,0.0038931722419700025,0.1495271488964936,0.049019753897731305,0.3130623597478354,0.8000289564575898,0.31326908778257295,0.17714198673634382,0.14617197992231168,0.0888172537275193,0.9893580092560588
5,Colorado,8,2017,5607154,773699,50161,69117,0.1029183469801047,0.07766243043026158,0.5029821073558649,0.158,0.054000000000000006,0.075,0.187,0.058,0.114,0.8418700467295887,0.0409184409773657,0.010128489426186618,0.0319682676808948,0.0014980861948860331,0.03909095416319937,0.03452571482787881,0.4171131150486171,0.909833152168996,0.3848977444716873,0.20131601565983673,0.21001578133098273,0.0759580536151948,0.9924997133522498
6,Connecticut,9,2017,3588184,601094,52604,74168,0.09594255300087523,0.07082656008945859,0.4879672299027138,0.116,0.046,0.07200000000000001,0.188,0.067,0.134,0.758883323709152,0.1060642375084444,0.0031403071860305943,0.04568439076702867,0.00014631356697426888,0.05333422143346049,0.032747205828909554,0.3853906377371925,0.8616422722569183,0.32619856461718133,0.2089228273780806,0.16689569351881736,0.12048686505076056,0.9930231273922062
7,Delaware,10,2017,961939,173217,52177,62852,0.13582160272186553,0.08489277542260143,0.4840041279669762,0.11,0.046,0.069,0.177,0.061,0.111,0.6882806498125141,0.21867914701451965,0.002836978228349199,0.04047034167447208,0.00025365433774906723,0.019098924152155174,0.030380304780240744,0.3703620314403321,0.8864083779305726,0.2892960852572207,0.17402232459862485,0.19141308301148272,0.10382832733134602,0.9905280522198769
8,District of Columbia,11,2017,693972,83992,59086,82372,0.16638360867156493,0.14185606990329389,0.4742376445846478,0.092,0.096,0.111,0.278,0.103,0.177,0.41001077853285145,0.45854875989233,0.002435256753874796,0.041066498360164384,0.0004351760589764429,0.057806366827480075,0.02969716357432288,0.17136155824364224,0.8233522240213353,0.4364820459091342,0.26871437755976757,0.14651395370987713,0.13185895727862154,0.9939865495066517
9,Florida,12,2017,20984400,4215232,42686,52594,0.14047239853144786,0.1021338915867224,0.4887525562372188,0.136,0.061,0.085,0.208,0.073,0.129,0.7514303482587065,0.16176340519624102,0.003032490802691523,0.028024961399897068,0.0006641600426983853,0.02868950267817998,0.02639513162158556,0.39628115368264427,0.8571338422179372,0.28530861409288977,0.1448929800305179,0.18446102136252523,0.135535745030796,0.988104399042815
