,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
0,Alabama,1,2015,4858979,761847,35709,44765,0.18495658983437185,0.09899444888426072,0.4842702423929861,0.166,0.076,0.109,0.278,0.096,0.174,0.6853112557185368,0.2682246620123281,0.0042196107453849885,0.01222334980249966,0.0009154186507083072,0.011135055327466944,0.017970647743075243,0.3505743279162352,0.8026007846719879,0.21152541127024194,0.14385976491867788,0.20443212351036363,0.15458760066941438,0.9970603034681692
1,Alaska,2,2015,738432,71008,56421,73355,0.1034067969449127,0.044773563907199734,0.5262908574135481,0.206,0.077,0.106,0.247,0.099,0.146,0.6518054472178887,0.03544808459005027,0.13695641575663026,0.0640478744149766,0.009157241289651586,0.016883071156179583,0.08570186557462299,0.3995183641279856,0.8783517350157729,0.3012477467327625,0.21472431185218568,0.27591257323118523,0.10758039051102185,0.9895271523556773
2,Arizona,4,2015,6828065,1120004,42295,51492,0.1737251572124367,0.08955425959506698,0.4962216624685138,0.166,0.068,0.084,0.212,0.071,0.135,0.7741569536903941,0.04403663409765431,0.045176634961735136,0.03186202826130097,0.0016525911806639215,0.07053696764749602,0.032578190160755645,0.4160511926743119,0.8638772718668862,0.27842400562855135,0.13250666316816725,0.2309098896075371,0.13038000688588913,0.9891351735330408
3,Arkansas,5,2015,2978204,478114,33276,41995,0.19066288417320185,0.1025165700756467,0.491353001017294,0.185,0.086,0.112,0.28300000000000003,0.096,0.175,0.7749794842797875,0.1576638134929642,0.006983067647481502,0.014238111291234585,0.0025649686858254172,0.02200722314522444,0.021563331457482432,0.3916220817629269,0.7998887294661943,0.18646180618011604,0.15385794768611666,0.21011516081938617,0.13693899427167647,0.9932592260143142
4,California,6,2015,39144818,5189558,47779,64500,0.15343687832954672,0.09931219748790444,0.4967287367891294,0.14,0.065,0.1,0.228,0.097,0.17,0.6086183361486059,0.05817446896802535,0.007223868048128363,0.14175403753314167,0.0040249005628280096,0.13540226448364126,0.04480212425562944,0.32012495091104104,0.7944397191437113,0.30116649626037517,0.16778641487232632,0.16300482622990242,0.0974703166173207,0.9878313071152749
5,Colorado,8,2015,5456574,711572,46946,63909,0.11490503627787604,0.07036088361248505,0.5022399203583873,0.158,0.061,0.076,0.189,0.063,0.122,0.8443741439225418,0.041199661179340735,0.009005284268114021,0.029850232032040618,0.0016743106571999206,0.038465528003468835,0.035430839937293984,0.4182739062245282,0.894911547952983,0.36261685395153265,0.18921621908956504,0.23007088530746012,0.08373551321012081,0.9927725589968065
6,Connecticut,9,2015,3590886,565283,49209,71346,0.1054053914296516,0.0724533135079829,0.4879672299027138,0.123,0.046,0.081,0.193,0.08,0.13699999999999998,0.7652548702465074,0.10598247897594076,0.002476547570710961,0.043512659549760135,0.0001445325749689631,0.05015670227347791,0.032472208808633864,0.38461973913951053,0.8431139800772357,0.31308919603101454,0.20283113056645963,0.18463495275817599,0.1263954906701853,0.9933567900598441
7,Delaware,10,2015,945934,160824,47173,61255,0.12425640106263346,0.06230303030303031,0.4842702423929861,0.128,0.048,0.061,0.206,0.061,0.121,0.6923358289267538,0.2155150359327395,0.0032993845236559843,0.038178139278216026,0.0003530901733101886,0.020251941467375103,0.03006657969794933,0.3706038899666717,0.8637081530119882,0.2620753121424663,0.16560197339949262,0.22548251504750536,0.13019186318580808,0.9868835725677831
8,District of Columbia,11,2015,672228,76591,48571,75628,0.17319016279875304,0.15156697476824518,0.4756161510225486,0.092,0.075,0.076,0.235,0.096,0.163,0.4003745752929066,0.4742899730448598,0.0024708878535258873,0.03859404844784805,0.0007066054969444889,0.05176368732037345,0.031800222543541784,0.15779921922941334,0.8084239662623546,0.4041989267668525,0.21824524354036373,0.14226214568291315,0.1533179316292093,0.9923992562129295
9,Florida,12,2015,20271272,3945233,39896,49426,0.15702153757365092,0.10291289520574663,0.4879672299027138,0.13699999999999998,0.061,0.087,0.213,0.075,0.136,0.7575930114301658,0.1618437165659856,0.002320130675568855,0.02683936163453384,0.0005869389942574891,0.02605983482437609,0.024757005875112325,0.39785508232340144,0.8431040701525107,0.2678057290912856,0.14083719910078824,0.20096987934552915,0.1491220101232932,0.9864636061487436
10,Georgia,13,2015,10214860,1302759,39534,51244,0.1704679957900644,0.0968807466559186,0.4871794871794872,0.141,0.079,0.099,0.237,0.087,0.151,0.5949604791450886,0.3130663562692,0.0027891718535545274,0.0380286171322955,0.00042457752724951687,0.02781085594907811,0.022919942123533755,0.3287062303925745,0.8050568063624969,0.24981289708994525,0.16273094596928517,0.19748242000247168,0.14655480092889003,0.9912076164445676
11,Hawaii,15,2015,1431603,237153,62885,73486,0.10614860546537926,0.0783411919301229,0.5061728395061729,0.154,0.047,0.103,0.204,0.085,0.157,0.2600246017925361,0.02070685797668767,0.0027235204173224003,0.3711000885021895,0.09376342463657872,0.007079476642616703,0.24460203003206896,0.13901995758012758,0.8356841364013948,0.28762444497855816,0.20018645636361335,0.20932478189185885,0.11491783574324567,0.9939235440124363
12,Idaho,16,2015,1654930,243264,37321,48275,0.15137696687536525,0.08651774245511562,0.4994994994994994,0.181,0.06,0.086,0.224,0.067,0.124,0.9150864387013348,0.00533436459548138,0.014209664457106946,0.012776975461197757,0.0011668167233659429,0.02276954312266984,0.02865619693884333,0.4518794396211524,0.8811538082083662,0.24466423309655355,0.1633677363687188,0.2293639831623257,0.11456410136235586,0.9984560863252763
13,Illinois,17,2015,12859995,1828225,40865,59588,0.1356159543010817,0.08453780436606702,0.4905756495160468,0.126,0.057,0.075,0.221,0.077,0.149,0.7184045561448508,0.14343893601824886,0.0022388811193161428,0.05242894728963736,0.00035101102294363254,0.06016215402883127,0.022975514376171995,0.3571032011924134,0.8356843386344679,0.24321678130427055,0.16876314460200467,0.17703455537474874,0.13534839649324865,0.9915978336801659
14,Indiana,18,2015,6619680,965324,37840,50532,0.1454137785632789,0.07184549199163484,0.491353001017294,0.166,0.066,0.087,0.237,0.07400000000000001,0.142,0.8398735286297827,0.09149384864525173,0.0023723201121504363,0.020947236120174996,0.0003930703598965509,0.021242265487153456,0.023677730645590117,0.4030076948257787,0.8346192573685105,0.18815237163895232,0.158119534415388,0.19409545396157146,0.1153831014777291,0.995583855618018
15,Iowa,19,2015,3123899,501152,40144,54736,0.1215868699126322,0.07040649010422448,0.4959677419354839,0.158,0.05,0.068,0.191,0.063,0.11,0.9048538381042408,0.0341272237034552,0.0036985830847924344,0.02192932614018571,0.0010506101509683893,0.015174626324346591,0.019165792492010784,0.4305340495498372,0.8828958080582339,0.19735130259881234,0.18201633596194375,0.21567109379988506,0.11284675313429797,0.9979435717770933
