,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C03_014E,S1903_C03_001E,S2301_C03_010E,S2301_C02_011E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_010E,S1701_C02_010E,S0101_C01_033E,S0101_C03_030E,S0101_C05_030E,S1810_C03_026E,S1810_C03_036E,S1810_C03_044E,S1810_C03_052E,S1810_C03_060E,S1810_C03_067E,S2101_C03_012E,S2101_C03_013E,S2201_C03_001E,S2201_C01_001E,S2701_C01_013E,S2701_C04_013E
"Ward County, North Dakota: Summary level: 050, state:38> county:101",8662,7755,2031,42366,64742,36.4,12.2,2908,1856,1363,1212,1323,66442,7375,8405,737,105.3,3836,4826,15.8,9.0,6.9,18.1,7.2,11.0,898,847,1616,27173,8405,0
"Allen County, Ohio: Summary level: 050, state:39> county:003",17964,15334,2896,37388,51542,22.6,7.9,5792,4668,2473,2255,2776,99727,14835,17250,1214,101.7,7961,10003,16.8,5.6,9.1,21.9,7.1,17.2,1916,1816,5332,40872,17250,0
"Ashtabula County, Ohio: Summary level: 050, state:39> county:007",18273,15045,2065,36674,44173,22.9,3.9,5955,4826,2910,1644,2938,94525,19434,17265,1608,96.7,8175,10098,13.9,5.1,10.2,23.3,6.8,11.7,2332,1873,6916,36704,17265,152
"Athens County, Ohio: Summary level: 050, state:39> county:009",8260,7304,2163,39146,44247,18.9,10.2,2901,2062,1578,710,1009,56813,16715,8006,869,102.0,3790,4470,16.1,4.7,10.1,15.7,7.2,11.6,1171,819,3454,22199,8006,0
"Belmont County, Ohio: Summary level: 050, state:39> county:013",13639,12159,1258,35007,54253,24.2,7.6,4469,3327,2245,1909,1689,63913,4155,12895,1146,104.9,6065,7574,14.4,3.9,7.4,21.8,5.6,13.7,1904,1183,2092,23520,12895,0
"Butler County, Ohio: Summary level: 050, state:39> county:017",54146,45801,13589,44974,64023,24.2,6.7,18548,13073,9398,6355,6772,366685,38646,52200,3230,95.4,23668,30478,13.8,6.5,8.6,21.5,7.1,11.9,6894,4891,12846,139058,52200,527
"Clark County, Ohio: Summary level: 050, state:39> county:023",25794,22204,5955,42492,46665,23.4,5.2,8624,5535,5290,3133,3212,131089,20026,24646,1661,93.2,11427,14367,12.6,3.8,5.1,19.7,5.3,11.7,3190,1949,8884,54026,24646,0
"Clermont County, Ohio: Summary level: 050, state:39> county:025",32116,25624,8173,47541,65632,32.0,5.9,11480,8032,4834,4144,3626,202244,17320,31185,1592,96.3,14452,17664,12.8,5.6,8.3,19.8,7.5,13.4,3790,2608,7093,78198,31185,185
"Columbiana County, Ohio: Summary level: 050, state:39> county:029",20274,17290,1935,30839,41818,19.4,3.0,7581,3955,3570,2730,2438,99420,14417,19517,692,101.0,9084,11190,18.9,4.0,6.1,19.1,8.1,11.8,2479,1846,6123,39140,19517,74
"Cuyahoga County, Ohio: Summary level: 050, state:39> county:035",221847,190711,58458,37122,46784,27.7,5.5,70782,51742,38721,28664,31938,1222384,219696,213097,22054,91.2,92812,129035,12.4,6.1,8.1,23.0,8.4,15.8,18695,17784,94198,544208,213097,1171
"Delaware County, Ohio: Summary level: 050, state:39> county:041",26231,24276,10662,62703,106933,32.3,10.4,10395,6112,3887,3349,2488,196976,11254,25907,948,97.2,11983,14248,10.5,2.2,2.7,12.7,2.7,6.5,2507,1707,2597,70224,25907,261
"Erie County, Ohio: Summary level: 050, state:39> county:043",16043,14485,3242,43889,54958,22.2,9.3,4102,5036,2389,2187,2329,73220,9420,15405,720,99.1,7272,8771,14.7,6.2,8.5,21.6,6.5,11.8,1670,1461,3141,31893,15405,155
"Fairfield County, Ohio: Summary level: 050, state:39> county:045",23924,21518,4774,46112,67310,26.9,7.4,8699,5672,2956,3889,2708,151773,13750,23201,1031,97.8,10660,13264,14.4,6.8,5.2,21.7,7.4,14.5,2870,2567,5964,55674,23201,161
"Franklin County, Ohio: Summary level: 050, state:39> county:049",151145,132051,45891,45653,59227,26.9,6.9,53234,38170,25254,15792,18695,1261641,201099,146631,14742,95.3,64047,87098,12.1,6.0,8.3,21.7,6.8,13.2,16861,11945,61652,508811,146631,851
"Geauga County, Ohio: Summary level: 050, state:39> county:055",18891,16182,6837,57197,82741,36.2,6.6,6972,4291,3031,1853,2744,92900,6260,18221,1417,97.0,8685,10206,12.7,4.1,6.6,13.1,6.1,10.5,1464,1730,1889,35216,18221,266
"Greene County, Ohio: Summary level: 050, state:39> county:057",27359,23380,8228,47829,67923,25.6,7.2,9060,6807,5540,3149,2803,157598,15345,26469,1619,96.8,12221,15138,14.6,4.8,7.7,22.6,7.8,10.6,3242,3286,5650,64517,26469,0
"Hamilton County, Ohio: Summary level: 050, state:39> county:061",122268,105858,37975,40558,55048,28.4,6.9,39617,29970,21919,13798,16964,796667,128452,117191,10092,93.3,51891,70377,12.6,6.8,8.9,21.5,8.0,13.7,12239,8305,41773,342793,117191,293
"Hancock County, Ohio: Summary level: 050, state:39> county:063",12269,10683,2940,37474,51360,27.3,5.2,3981,2917,2185,1498,1688,73634,7609,11690,1176,96.8,5352,6917,14.6,6.1,7.1,17.3,5.6,11.4,1283,1108,3350,31844,11690,0
"Jefferson County, Ohio: Summary level: 050, state:39> county:081",13696,12595,1847,39049,43675,27.1,4.5,5254,2611,2268,1655,1908,63843,10826,13191,980,93.6,6077,7619,11.5,5.2,4.5,17.0,5.9,9.9,1523,1525,4762,26996,13191,0
"Lake County, Ohio: Summary level: 050, state:39> county:085",45418,39119,9098,42716,59618,22.3,5.9,14258,11367,7712,5874,6207,226626,19969,44060,2647,95.2,19539,25879,18.2,5.0,8.1,20.8,7.1,13.5,4741,4081,7265,94118,44060,42
"Licking County, Ohio: Summary level: 050, state:39> county:089",28006,23964,5426,42025,62883,20.4,8.6,10512,6396,5795,3487,1816,169315,13667,27297,1517,96.8,12766,15240,18.3,4.2,8.0,22.3,6.1,10.1,3832,3122,6900,63391,27297,201
"Lorain County, Ohio: Summary level: 050, state:39> county:093",54879,47091,11588,40773,54932,19.6,1.8,20228,12073,9220,6570,6788,297853,41414,52868,3919,97.8,24140,30739,14.5,4.7,7.2,23.2,8.7,13.7,4726,4819,14640,120394,52868,87
"Lucas County, Ohio: Summary level: 050, state:39> county:095",67696,56894,15789,38378,47308,26.0,7.2,23945,15958,11207,6010,10576,419878,74952,65782,5009,94.4,29181,38515,13.5,6.8,9.7,23.4,7.1,14.2,6041,5804,33605,178672,65782,300
"Mahoning County, Ohio: Summary level: 050, state:39> county:099",46741,41439,10031,37145,43389,25.1,5.7,15862,9833,7767,6483,6796,222619,41043,44666,3925,95.6,20092,26649,10.6,3.9,5.8,18.3,6.3,12.3,4995,4498,18785,98084,44666,249
"Marion County, Ohio: Summary level: 050, state:39> county:101",11192,9762,1854,36401,44766,11.1,4.0,3690,2933,1623,1519,1427,59372,9865,10487,865,113.9,5126,6066,12.9,5.7,12.2,27.2,12.5,16.7,1408,1019,4501,24971,10487,0
"Medina County, Ohio: Summary level: 050, state:39> county:103",30875,28164,7133,49734,71360,26.7,8.1,11697,6933,5189,3574,3482,176795,10110,30053,1021,96.7,13999,16876,15.1,4.9,4.8,17.4,5.6,10.7,2850,2379,4227,68650,30053,35
"Miami County, Ohio: Summary level: 050, state:39> county:109",19129,16452,3679,46787,60910,20.9,6.6,6227,4823,3963,2576,1540,104020,9472,18666,1226,98.1,8346,10783,17.5,4.4,6.5,17.5,4.9,12.4,2497,1351,4269,39819,18666,54
"Montgomery County, Ohio: Summary level: 050, state:39> county:113",93466,80595,23697,41757,47755,26.1,5.0,29198,23114,16190,12301,12663,513667,82001,89983,6429,93.4,39525,53941,14.6,7.8,8.7,23.3,8.4,14.4,8830,9025,32768,225106,89983,332
"Muskingum County, Ohio: Summary level: 050, state:39> county:119",14914,12478,1655,28967,43113,20.9,7.4,5157,3433,2287,1263,2774,84133,11753,14488,1492,94.1,6569,8345,23.5,8.2,9.5,20.4,9.5,16.1,1386,1438,6622,33074,14488,0
"Portage County, Ohio: Summary level: 050, state:39> county:133",26047,23240,8011,49426,59402,26.2,4.2,9265,6349,4539,3114,2780,154382,18490,25652,846,95.9,11802,14245,15.0,6.7,7.1,19.7,8.0,13.0,3332,2069,5910,62293,25652,0
"Richland County, Ohio: Summary level: 050, state:39> county:139",23376,19001,3798,35188,46032,22.7,5.0,7618,4987,4617,2547,3607,112756,13835,22323,2400,99.3,10215,13161,20.2,7.8,9.6,21.5,7.4,14.8,2759,2317,7603,48998,22323,156
"Ross County, Ohio: Summary level: 050, state:39> county:141",12175,10541,1705,41589,50713,18.7,4.9,4089,3045,3044,838,1159,70881,11199,11933,425,111.1,5472,6703,19.7,8.5,13.5,28.2,7.9,16.0,1378,1306,5587,27914,11933,0
"Scioto County, Ohio: Summary level: 050, state:39> county:145",13751,10469,1104,33945,43367,20.8,6.2,4172,3403,2004,3002,1170,72377,14962,13054,1258,97.5,5766,7985,16.9,5.6,13.5,31.1,8.9,23.5,1589,1050,8861,30424,13054,56
"Stark County, Ohio: Summary level: 050, state:39> county:151",71166,64089,14337,38763,50984,23.9,3.8,24499,15566,11842,9816,9443,362654,52542,68377,4330,95.2,31059,40107,11.8,4.0,8.1,22.2,7.7,13.3,7222,6541,20534,154097,68377,338
"Summit County, Ohio: Summary level: 050, state:39> county:153",94128,83859,27080,40968,55419,24.1,7.2,31308,23622,16671,9318,13209,531825,67551,91358,5780,94.4,40847,53281,11.8,5.4,9.1,19.5,6.5,13.0,8785,7619,33978,226989,91358,239
"Trumbull County, Ohio: Summary level: 050, state:39> county:155",42304,37692,6400,38987,46201,17.1,2.7,13968,10363,7022,6169,4782,196477,30446,41229,3397,95.2,18788,23516,14.3,6.4,8.3,19.2,8.4,12.4,4894,4127,11246,86886,41229,218
"Tuscarawas County, Ohio: Summary level: 050, state:39> county:157",18037,15684,1881,33205,51386,24.2,8.8,5408,4635,3487,2280,2227,90633,12689,17481,1897,95.5,7963,10074,18.5,5.2,7.9,20.8,5.7,13.2,2339,1877,5571,37446,17481,0
"Warren County, Ohio: Summary level: 050, state:39> county:165",31994,28822,8659,48845,84130,25.4,2.8,10770,8152,5626,3467,3979,221268,9265,31046,1291,100.6,14310,17684,13.7,4.3,4.5,22.2,6.3,11.8,4247,3195,3165,83158,31046,26
"Wayne County, Ohio: Summary level: 050, state:39> county:169",20375,17171,4244,38267,55899,28.7,12.1,6739,4741,3141,2311,3443,111736,17517,19441,2025,99.3,9122,11253,11.1,4.3,8.1,21.8,3.9,16.9,1981,1437,3693,42890,19441,374
"Wood County, Ohio: Summary level: 050, state:39> county:173",19412,18045,4096,46628,60382,24.4,4.0,6884,4845,3922,2129,1632,123769,14324,18628,1541,98.2,8506,10906,13.8,3.5,3.9,18.2,6.0,8.6,1622,1174,3440,49805,18628,262
"Canadian County, Oklahoma: Summary level: 050, state:40> county:017",17689,16179,4068,47740,74720,28.5,11.8,5779,5004,3449,1769,1688,137842,9052,17222,835,98.5,7971,9718,20.3,13.1,11.0,23.0,11.6,22.3,2471,1359,2860,44814,17222,0
"Cleveland County, Oklahoma: Summary level: 050, state:40> county:027",35936,30394,10144,48401,61213,23.6,10.1,11961,10036,6175,2952,4812,266928,31694,34899,2718,100.3,15939,19997,17.7,8.3,8.3,27.5,8.7,14.7,5658,3271,9131,106080,34899,292
"Comanche County, Oklahoma: Summary level: 050, state:40> county:031",15430,13587,3685,44797,51059,23.5,9.0,4606,3663,3585,1990,1586,112075,17847,14922,1114,108.3,7199,8231,20.3,8.1,11.1,26.8,7.7,19.4,2181,2500,7046,43901,14922,41
"Creek County, Oklahoma: Summary level: 050, state:40> county:037",11996,9992,1810,29705,46877,24.9,8.1,4366,2795,2257,1280,1298,70696,11889,11661,1048,97.4,5236,6760,12.2,4.0,5.4,17.6,5.7,9.1,1089,1295,3601,26390,11661,0
"Muskogee County, Oklahoma: Summary level: 050, state:40> county:101",11253,8661,1760,27667,36342,20.4,2.1,3866,2625,2004,1359,1399,65394,17084,10831,1597,94.6,4931,6322,16.7,5.1,11.7,25.1,12.9,17.4,1265,855,4924,26122,10831,0
"Oklahoma County, Oklahoma: Summary level: 050, state:40> county:109",104690,92420,30600,43935,51323,28.6,9.1,36486,25542,15928,13583,13151,773775,124039,102497,8966,96.0,45459,59231,14.7,5.8,8.3,23.5,7.1,13.7,12209,10046,38238,297945,102497,830
"Payne County, Oklahoma: Summary level: 050, state:40> county:119",10001,8752,3466,39316,36914,18.0,9.7,3301,2400,2303,1313,684,73626,20283,9790,826,106.2,4388,5613,17.2,3.8,5.2,25.0,8.6,13.9,1003,636,3135,30009,9790,0
"Pottawatomie County, Oklahoma: Summary level: 050, state:40> county:125",11801,9897,2073,35630,48744,17.7,2.2,4164,3067,1839,1256,1475,68965,10055,11236,1214,92.0,5150,6651,19.6,6.8,11.3,27.6,7.0,17.8,1200,1030,4588,25877,11236,29
"Rogers County, Oklahoma: Summary level: 050, state:40> county:131",14571,13103,3387,40813,60735,22.1,5.0,4391,4311,2496,1825,1548,89488,9141,13848,947,100.6,6839,7732,18.6,8.7,11.3,23.7,4.9,13.6,2170,1285,3335,34495,13848,0
"Tulsa County, Oklahoma: Summary level: 050, state:40> county:143",90434,81498,28099,42229,52441,30.3,8.7,29927,23261,15788,10269,11189,636045,93153,88373,6079,95.3,38776,51658,15.5,6.4,8.6,25.6,7.6,13.8,9968,8156,30515,251055,88373,754
"Wagoner County, Oklahoma: Summary level: 050, state:40> county:145",12373,10396,2317,44073,57823,26.5,6.5,4053,3347,2067,1844,1062,78076,7800,12312,570,94.4,5721,6652,26.1,11.6,9.7,30.9,10.2,15.3,1366,1176,3107,28307,12312,169
"Benton County, Oregon: Summary level: 050, state:41> county:003",14095,13435,6229,60901,60260,27.2,13.6,4634,4015,2338,1646,1462,85006,14883,14053,597,97.9,6762,7333,16.8,3.3,5.9,12.7,3.5,7.5,1312,1392,3701,35445,14053,0
"Clackamas County, Oregon: Summary level: 050, state:41> county:005",72419,67207,25788,56176,79878,25.7,5.3,26465,18693,11343,7934,7984,408663,34112,71440,5211,98.6,33328,39091,14.2,4.6,7.8,17.2,6.9,12.7,7896,5979,15375,157257,71440,221
"Deschutes County, Oregon: Summary level: 050, state:41> county:017",35868,33840,13244,51769,66273,20.5,10.3,11204,11862,6237,4086,2479,186160,17443,35687,2284,95.7,16955,18913,14.2,3.7,5.4,13.1,4.0,9.0,5762,3050,8542,74498,35687,243
"Douglas County, Oregon: Summary level: 050, state:41> county:019",26910,24737,5378,33412,47746,13.8,5.1,8966,6433,4617,3096,3798,108159,15084,26606,2629,97.1,12687,14223,19.7,6.2,8.4,22.3,5.3,9.0,3927,3410,8300,45379,26606,0
"Jackson County, Oregon: Summary level: 050, state:41> county:029",46817,42983,14407,43237,51409,21.8,5.7,14276,13844,8487,4357,5853,215025,30298,46226,2873,97.1,21258,25559,18.3,3.3,8.5,21.1,6.6,12.4,5296,4556,14322,89701,46226,0
"Josephine County, Oregon: Summary level: 050, state:41> county:033",21667,19281,4411,42181,44426,14.7,2.6,7250,5621,3981,2409,2406,85314,14813,21405,2170,96.1,10028,11639,13.7,5.4,10.0,18.2,6.0,7.0,3846,2488,7071,36493,21405,44
"Klamath County, Oregon: Summary level: 050, state:41> county:035",14423,13115,3619,36446,38916,18.0,5.8,4561,4299,2954,1295,1314,65946,12861,14329,1477,97.8,7284,7139,19.9,5.7,9.9,28.5,9.4,13.4,2113,1230,6745,27616,14329,0
"Lane County, Oregon: Summary level: 050, state:41> county:039",70607,65963,22985,45149,50654,21.6,7.9,26023,16778,11282,7866,8658,367554,61751,69867,7476,97.1,32435,38172,17.9,6.4,10.1,24.5,9.0,14.4,9028,6122,27010,151675,69867,312
"Linn County, Oregon: Summary level: 050, state:41> county:043",22934,20880,3915,41643,51541,21.0,8.3,8549,5213,4085,2213,2874,124318,18141,22547,1456,98.5,10718,12216,22.0,6.4,9.9,28.8,8.2,16.6,3023,2372,10384,47188,22547,0
"Marion County, Oregon: Summary level: 050, state:41> county:047",51881,44216,11632,42993,56354,22.3,5.1,16718,13643,9036,5642,6842,332206,50738,50678,4493,99.5,22625,29256,16.9,8.2,12.8,26.8,9.8,16.3,6500,4863,21552,115718,50678,75
"Multnomah County, Oregon: Summary level: 050, state:41> county:051",104943,95719,41657,47902,63974,24.4,5.1,39651,26537,16799,9323,12633,792960,116024,102348,12727,97.8,46743,58200,14.7,6.3,10.3,21.0,9.1,13.8,9071,8145,50881,325039,102348,680
"Polk County, Oregon: Summary level: 050, state:41> county:053",14835,13615,5394,50624,55428,15.3,2.2,5454,3272,2841,1300,1968,81481,15734,14603,1462,100.5,7100,7735,17.7,4.2,10.0,21.9,6.6,12.9,1578,1913,4730,29260,14603,133
"Umatilla County, Oregon: Summary level: 050, state:41> county:059",11355,9916,2182,33237,52288,24.9,1.8,3289,3194,1951,1488,1433,72182,11870,10814,1404,112.3,5520,5835,20.7,6.1,8.7,27.0,8.4,13.1,650,1205,5319,27525,10814,0
"Washington County, Oregon: Summary level: 050, state:41> county:067",75977,70863,31629,55691,80946,28.8,6.1,27268,19066,12807,9221,7615,582714,45881,75253,4849,97.2,32904,43073,13.4,4.9,6.5,17.1,6.5,12.5,6789,6114,19378,217894,75253,240
"Yamhill County, Oregon: Summary level: 050, state:41> county:071",17916,16414,4365,48264,64104,18.4,6.0,6073,4526,3846,2042,1429,100602,10604,17470,1059,105.4,8505,9411,19.1,5.8,5.6,25.0,9.5,11.0,2447,1412,5685,37629,17470,16
"Adams County, Pennsylvania: Summary level: 050, state:42> county:001",20219,17206,4035,44384,63107,26.9,7.3,6817,5005,3642,2003,2752,98333,7452,19388,944,97.0,9121,11098,13.4,7.1,5.4,18.2,5.1,11.4,2545,2143,3345,39527,19388,114
"Allegheny County, Pennsylvania: Summary level: 050, state:42> county:003",225615,204003,61731,38441,58625,27.8,6.8,70861,52844,39535,26306,36069,1189264,133749,218489,18867,93.6,94818,130797,12.5,5.3,7.4,19.9,7.6,14.2,19791,23752,66441,537381,218489,499
"Armstrong County, Pennsylvania: Summary level: 050, state:42> county:005",13939,11809,1399,29690,45949,19.0,2.6,4957,2885,2573,1678,1846,64956,8229,13613,1601,99.4,6325,7614,21.8,11.9,7.1,23.4,5.6,13.5,1934,1555,4985,26712,13613,0
"Beaver County, Pennsylvania: Summary level: 050, state:42> county:007",35270,32243,6228,37258,54923,24.4,5.3,11208,8459,6541,4100,4962,163766,17971,34846,3659,91.8,15115,20155,15.6,4.0,6.9,21.1,7.1,14.1,4494,3208,10582,71005,34846,173
"Berks County, Pennsylvania: Summary level: 050, state:42> county:011",70836,57185,14201,38715,61058,22.0,8.6,23328,16216,13332,8309,9651,404958,47870,68871,6040,96.9,31427,39409,13.2,5.2,9.2,21.4,7.2,14.6,6861,5846,19607,155154,68871,201
"Blair County, Pennsylvania: Summary level: 050, state:42> county:013",24702,21233,3701,37983,45957,21.0,5.6,7753,5902,4673,3177,3197,120888,17608,23414,1900,95.4,10733,13969,18.4,4.6,7.2,24.0,7.9,13.4,3207,2075,9910,51885,23414,106
"Bucks County, Pennsylvania: Summary level: 050, state:42> county:017",114298,104141,37758,51341,84749,33.5,5.9,36599,28928,18642,14575,15554,620082,37588,111506,7090,96.3,51041,63257,10.9,4.1,5.2,18.8,6.9,13.0,10920,10267,11696,239671,111506,40
"Butler County, Pennsylvania: Summary level: 050, state:42> county:019",34336,31396,9193,46993,68934,25.1,7.2,12101,7594,5669,3523,5449,181193,14742,33427,1954,99.1,15469,18867,14.6,5.6,8.9,19.1,6.6,13.1,4092,3085,6891,75513,33427,0
"Cambria County, Pennsylvania: Summary level: 050, state:42> county:021",29408,25458,4734,36099,46598,19.5,3.9,9310,6710,5165,3541,4682,126874,19135,28590,2400,94.8,12811,16597,17.2,6.2,8.5,20.0,5.5,13.4,3328,3217,10465,56023,28590,184
"Carbon County, Pennsylvania: Summary level: 050, state:42> county:025",12918,10737,1574,40341,49647,18.1,2.3,4049,3511,2283,1787,1288,62552,8651,12409,1166,96.5,5916,7002,9.4,2.0,4.9,21.2,8.4,13.7,1148,1423,4133,26213,12409,0
"Centre County, Pennsylvania: Summary level: 050, state:42> county:027",22421,20130,7869,46550,55895,24.0,4.3,7337,5433,3943,2780,2928,143641,26223,21741,1258,111.5,10174,12247,10.7,3.8,7.3,17.6,6.6,11.5,1918,1515,4385,58629,21741,100
"Chester County, Pennsylvania: Summary level: 050, state:42> county:029",81757,74527,35743,60454,96656,37.5,10.1,28378,19536,13197,8926,11720,505715,32121,79245,4650,97.3,36505,45252,12.7,4.5,8.8,17.9,6.4,12.5,7367,8026,10285,189506,79245,509
"Clearfield County, Pennsylvania: Summary level: 050, state:42> county:033",16004,13707,2093,29986,48581,21.9,2.5,5297,3441,3100,2210,1956,73688,10906,15333,1706,107.8,7277,8727,18.3,5.4,8.5,22.6,9.4,16.8,1613,1932,5554,29098,15333,0
"Columbia County, Pennsylvania: Summary level: 050, state:42> county:037",12276,10474,1617,36265,51726,30.1,6.3,4119,2869,2536,1190,1562,61415,8160,11817,1054,93.5,5355,6921,14.6,5.2,5.4,15.1,3.6,8.7,1140,982,3507,26584,11817,0
"Crawford County, Pennsylvania: Summary level: 050, state:42> county:039",17316,15186,3807,35528,50657,18.4,8.8,5687,4747,2781,2276,1825,82330,11642,17018,1115,96.9,8088,9228,16.4,11.1,5.4,17.1,4.9,10.3,1807,1545,6409,36050,17018,170
"Cumberland County, Pennsylvania: Summary level: 050, state:42> county:041",45328,39756,13966,51808,69301,24.9,8.6,15693,10071,7956,4974,6634,236017,15829,43207,1692,97.4,19668,25660,14.4,4.7,7.0,16.4,5.2,10.5,4303,4343,6072,98242,43207,159
"Dauphin County, Pennsylvania: Summary level: 050, state:42> county:043",45615,40227,9517,47914,61622,26.3,8.1,16836,10321,7874,5552,5032,271530,33015,44587,3421,93.8,19558,26057,14.4,5.8,7.9,21.0,7.0,13.1,4381,4065,12178,110764,44587,299
"Delaware County, Pennsylvania: Summary level: 050, state:42> county:045",90728,80690,29095,52372,73854,30.1,9.2,30196,20111,14435,10938,15048,544237,52842,87982,7542,92.9,38217,52511,12.4,5.0,7.6,21.5,7.5,15.1,7432,7862,23826,205461,87982,170
"Erie County, Pennsylvania: Summary level: 050, state:42> county:049",47318,41522,11803,34956,50614,23.4,6.5,16118,11009,7771,4641,7779,261659,41865,45416,4665,98.0,20812,26506,17.1,4.7,7.7,21.5,7.0,14.1,5925,4753,18064,108458,45416,485
"Fayette County, Pennsylvania: Summary level: 050, state:42> county:051",26612,21881,4059,33826,44184,21.2,1.7,8820,6111,4198,3014,4469,127092,22392,25875,2846,97.6,11695,14917,19.1,6.8,10.8,25.8,7.9,20.2,3080,2335,11234,53256,25875,134
"Franklin County, Pennsylvania: Summary level: 050, state:42> county:055",29448,25924,7585,45126,60459,21.5,6.1,8468,7606,6114,3270,3990,151928,14928,28790,2477,97.9,12899,16549,14.6,3.3,7.0,17.7,6.2,12.9,3389,2979,6606,60979,28790,0
"Indiana County, Pennsylvania: Summary level: 050, state:42> county:063",15964,14041,2811,34971,46237,16.0,4.2,5180,3862,2586,1778,2558,79145,10163,15475,675,97.0,7262,8702,13.4,8.4,7.3,23.8,5.3,15.9,2104,1723,5526,33664,15475,12
"Lackawanna County, Pennsylvania: Summary level: 050, state:42> county:069",41103,36796,7832,34373,49172,26.7,7.2,13070,9530,6890,5308,6305,202842,29431,38991,3248,94.5,17659,23444,13.9,5.2,7.3,18.7,7.4,14.5,3469,3839,15218,86213,38991,195
"Lancaster County, Pennsylvania: Summary level: 050, state:42> county:071",94730,78652,25403,45062,63407,32.9,7.6,29288,22051,14989,13107,15295,531482,53138,90352,6224,95.9,42027,52703,15.6,6.0,6.6,17.7,4.4,10.8,7531,9379,18363,201150,90352,2466
"Lawrence County, Pennsylvania: Summary level: 050, state:42> county:073",18808,16395,4152,31902,49967,19.6,11.1,5468,4433,3709,2879,2319,84959,10554,18326,2154,93.6,7913,10895,13.1,4.6,6.9,24.1,7.8,11.8,1639,1981,6762,37341,18326,0
"Lebanon County, Pennsylvania: Summary level: 050, state:42> county:075",27078,21862,5378,42579,57372,23.3,4.5,8690,6299,5303,3161,3625,136189,15564,25872,2071,96.2,11693,15385,10.5,3.3,8.9,21.6,7.0,11.3,2357,2555,6636,52786,25872,113
"Lehigh County, Pennsylvania: Summary level: 050, state:42> county:077",59136,48883,14105,40036,60871,25.4,6.7,18866,13644,9187,7739,9700,357157,45790,56339,4580,96.7,25777,33359,11.0,6.8,8.9,17.8,6.2,12.7,5666,5385,19739,139466,56339,239
"Luzerne County, Pennsylvania: Summary level: 050, state:42> county:079",62355,52422,10078,34770,51332,23.7,4.6,19296,15138,9595,8014,10312,306084,42279,58877,4157,97.4,26586,35769,17.8,5.2,7.6,22.6,7.8,17.3,6458,6436,20788,126811,58877,252
"Lycoming County, Pennsylvania: Summary level: 050, state:42> county:081",21169,18076,3945,38356,50909,23.0,6.1,6883,4877,3890,2841,2678,107389,13060,20147,1450,98.1,9341,11828,19.5,4.4,5.3,18.0,2.6,10.0,1927,1635,7137,46122,20147,0
"Mercer County, Pennsylvania: Summary level: 050, state:42> county:085",23688,20546,5171,34556,46785,22.1,6.6,7579,5451,3621,2873,4164,104618,11752,22228,1029,97.1,10137,13551,19.1,6.4,5.7,20.4,8.8,15.6,2312,2809,7901,46453,22228,25
"Monroe County, Pennsylvania: Summary level: 050, state:42> county:089",28179,23317,6983,48534,61612,25.0,9.7,8643,7974,5122,3464,2976,165651,12080,27633,1265,97.6,13098,15081,17.2,6.5,9.6,25.2,6.7,17.3,3084,2517,6865,57668,27633,203
"Montgomery County, Pennsylvania: Summary level: 050, state:42> county:091",143233,131257,55797,54465,87304,36.6,8.5,45694,32822,22300,18150,24267,803702,46064,136072,7332,94.8,61689,81544,12.6,3.6,7.4,17.9,7.3,13.9,10456,12752,18734,314756,136072,231
"Northampton County, Pennsylvania: Summary level: 050, state:42> county:095",56479,46786,13019,42273,66066,25.6,9.4,18307,13261,10284,6153,8474,292086,29695,54904,3202,97.3,24826,31653,10.4,4.4,6.4,19.8,6.4,12.5,5413,5405,10674,113945,54904,25
"Northumberland County, Pennsylvania: Summary level: 050, state:42> county:097",19166,15507,2515,32150,44895,21.0,6.9,5927,4641,3411,2211,2976,87943,12678,18195,1425,101.4,8314,10852,15.2,7.2,9.2,24.2,9.6,16.0,1804,1482,4483,37684,18195,169
"Philadelphia County, Pennsylvania: Summary level: 050, state:42> county:101",211716,156707,40079,30444,39759,19.9,6.5,69752,51727,35605,26793,27839,1537998,395664,205040,35934,89.8,84453,127263,12.8,7.9,13.6,32.0,12.8,22.8,13736,13651,134145,606142,205040,1174
"Schuylkill County, Pennsylvania: Summary level: 050, state:42> county:107",28741,23827,3803,33025,49559,18.5,8.2,8946,6992,5596,3014,4193,135172,15735,26982,2024,106.3,12762,15979,15.9,6.6,8.4,25.2,5.2,13.1,3550,2543,10082,57492,26982,72
"Somerset County, Pennsylvania: Summary level: 050, state:42> county:111",16293,13238,1606,35309,48846,22.0,5.1,5384,3520,2884,1964,2541,69203,7986,15294,1427,110.0,7467,8826,21.6,10.1,10.1,26.5,9.3,16.5,1753,1386,4479,29405,15294,76
"Washington County, Pennsylvania: Summary level: 050, state:42> county:125",41416,36771,8879,43427,60551,24.4,7.9,14324,9409,7170,4724,5789,202404,17930,40407,2293,96.7,18297,23119,14.0,5.9,8.1,23.6,6.6,13.3,4491,3818,10688,81924,40407,61
"Westmoreland County, Pennsylvania: Summary level: 050, state:42> county:129",77723,71143,17627,41239,60713,23.5,6.9,25823,17448,14132,10196,10124,345761,34234,76203,6075,95.1,34021,43702,14.9,4.8,8.7,21.3,7.4,12.4,7185,7858,18275,151007,76203,188
