,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E
"Butte County, California: Summary level: 050, state:06> county:007",75365.0,13504.0,702.0,1377.0,0.0,3579.0,1647.0,96174.0,10607.0,5581.0,1311.0,4254.0,1600.0,1400.0,,,,639.0,247.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,712.0,605.0,0.0,995.0,354.0,40.0
"Contra Costa County, California: Summary level: 050, state:06> county:013",245460.0,88541.0,1201.0,9303.0,27.0,7838.0,14149.0,366519.0,34080.0,16250.0,6442.0,12924.0,8302.0,3056.0,3425.0,1495.0,543.0,3758.0,1669.0,316.0,,,,,,,517.0,103.0,0.0,713.0,0.0,83.0,,,,,,,,,,,,,258.0,86.0,0.0,196.0,376.0,89.0,5535.0,2115.0,1051.0,6802.0,3841.0,1173.0
"El Dorado County, California: Summary level: 050, state:06> county:017",87628.0,3727.0,269.0,385.0,0.0,2360.0,1740.0,96109.0,11532.0,4514.0,1860.0,4936.0,2925.0,1230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,919.0,88.0,0.0,747.0,373.0,0.0
"Fresno County, California: Summary level: 050, state:06> county:019",239651.0,150188.0,3056.0,8037.0,138.0,4990.0,7697.0,413757.0,24995.0,10292.0,5820.0,14351.0,8280.0,3694.0,1430.0,571.0,168.0,6613.0,2914.0,1487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,11369.0,4013.0,2096.0,12207.0,5526.0,2630.0
"Humboldt County, California: Summary level: 050, state:06> county:023",78367.0,132366.0,518.0,7122.0,0.0,4087.0,3303.0,225763.0,6766.0,2053.0,1363.0,5691.0,3938.0,1099.0,,,,5321.0,2222.0,1182.0,,,,,,,219.0,0.0,0.0,246.0,0.0,0.0,,,,,,,,,,,,,,,,,,176.0,186.0,130.0,0.0,186.0,140.0,167.0
"Kern County, California: Summary level: 050, state:06> county:029",91390.0,17107.0,327.0,613.0,0.0,8158.0,1494.0,119089.0,22839.0,11120.0,3326.0,5835.0,3190.0,1435.0,1418.0,532.0,0.0,797.0,254.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,8368.0,3428.0,971.0,8995.0,3506.0,1922.0
"Los Angeles County, California: Summary level: 050, state:06> county:037",76382.0,8976.0,155.0,715.0,0.0,1430.0,1032.0,88690.0,205158.0,97356.0,45059.0,4404.0,2410.0,685.0,29303.0,13844.0,5522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388.0,111061.0,45624.0,17019.0,138323.0,68599.0,31690.0
"Marin County, California: Summary level: 050, state:06> county:041",172086.0,27162.0,372.0,4767.0,27.0,7400.0,3893.0,215707.0,14121.0,7702.0,1706.0,9824.0,5755.0,1133.0,,,,834.0,179.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,913.0,84.0,179.0,858.0,378.0,394.0
"Merced County, California: Summary level: 050, state:06> county:047",50857.0,27226.0,433.0,110.0,0.0,82.0,1120.0,79828.0,6210.0,2909.0,484.0,3301.0,1823.0,752.0,286.0,354.0,52.0,1209.0,643.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,3305.0,1726.0,109.0,3403.0,1493.0,812.0
"Monterey County, California: Summary level: 050, state:06> county:053",135323.0,67036.0,529.0,3471.0,0.0,330.0,2222.0,208911.0,11349.0,5355.0,2016.0,6452.0,3859.0,1200.0,244.0,303.0,226.0,2361.0,864.0,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,4730.0,1831.0,669.0,4974.0,2088.0,1080.0
"Napa County, California: Summary level: 050, state:06> county:055",57117.0,3863.0,98.0,141.0,0.0,1020.0,1472.0,63711.0,6051.0,3443.0,1013.0,3695.0,1983.0,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,951.0,457.0,99.0,1548.0,126.0,0.0
"Orange County, California: Summary level: 050, state:06> county:059",181491.0,16679.0,22022.0,28273.0,6105.0,5340.0,31628.0,291538.0,85095.0,42069.0,17770.0,7699.0,3262.0,1293.0,2349.0,911.0,0.0,588.0,176.0,0.0,611.0,193.0,37.0,803.0,299.0,186.0,1184.0,218.0,148.0,1257.0,521.0,247.0,,,,,,,,,,,,,52.0,54.0,119.0,251.0,138.0,924.0,19825.0,7556.0,3614.0,24221.0,11979.0,5559.0
"Placer County, California: Summary level: 050, state:06> county:061",74307.0,4941.0,8025.0,2956.0,734.0,867.0,7141.0,98971.0,18008.0,9639.0,3235.0,2810.0,1153.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1413.0,615.0,251.0,1646.0,892.0,306.0
"Riverside County, California: Summary level: 050, state:06> county:065",88760.0,901.0,8317.0,1943.0,77.0,436.0,7176.0,107610.0,68523.0,38764.0,15032.0,3828.0,1390.0,401.0,5560.0,2478.0,376.0,,,,140.0,49.0,0.0,306.0,49.0,20.0,,,,,,,,,,,,,,,,,,,104.0,70.0,89.0,215.0,20.0,364.0,23384.0,10304.0,2811.0,27448.0,14093.0,4110.0
"Sacramento County, California: Summary level: 050, state:06> county:067",16256.0,411.0,53873.0,416.0,59.0,576.0,227.0,71818.0,39777.0,18826.0,6873.0,1390.0,661.0,66.0,4607.0,1656.0,1095.0,,,,1685.0,741.0,376.0,1888.0,1043.0,697.0,,,,,,,,,,,,,,,,,,,,,,,,248.0,6626.0,2828.0,949.0,7950.0,3400.0,1955.0
"San Bernardino County, California: Summary level: 050, state:06> county:071",109392.0,4814.0,1738.0,2511.0,210.0,2780.0,5325.0,126770.0,51072.0,23111.0,7048.0,7312.0,4035.0,1868.0,5580.0,2680.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,23098.0,9283.0,2543.0,26865.0,12561.0,4910.0
"San Diego County, California: Summary level: 050, state:06> county:073",90589.0,1882.0,38177.0,2687.0,0.0,5014.0,4505.0,142854.0,100143.0,48285.0,18500.0,4137.0,2126.0,314.0,4922.0,2154.0,607.0,,,,795.0,413.0,201.0,1010.0,617.0,387.0,,,,,,,,,,,,,,,,,,,,,,,,781.0,21622.0,8341.0,4290.0,27521.0,15425.0,5081.0
"San Francisco County, California: Summary level: 050, state:06> county:075",3466879.0,257889.0,91630.0,184809.0,10478.0,227969.0,171170.0,4410824.0,17571.0,7845.0,3250.0,184252.0,100058.0,45119.0,2231.0,606.0,795.0,7985.0,3114.0,1196.0,1990.0,565.0,221.0,1990.0,1032.0,99.0,5181.0,2073.0,1005.0,7688.0,3516.0,1063.0,419.0,0.0,0.0,134.0,135.0,0.0,4213.0,688.0,222.0,4432.0,1968.0,235.0,2220.0,768.0,301.0,2634.0,764.0,255.0,3191.0,1195.0,864.0,3812.0,2276.0,1334.0
"San Joaquin County, California: Summary level: 050, state:06> county:077",191170.0,2409.0,4346.0,2518.0,1492.0,3283.0,4332.0,209550.0,18594.0,8522.0,2557.0,17421.0,10438.0,2448.0,1774.0,524.0,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5965.0,2639.0,630.0,6796.0,3653.0,951.0
"San Luis Obispo County, California: Summary level: 050, state:06> county:079",53702.0,892.0,49902.0,636.0,9.0,2787.0,2517.0,110445.0,15736.0,6797.0,2441.0,4260.0,1889.0,846.0,,,,,,,1493.0,586.0,196.0,1879.0,1003.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1877.0,303.0,34.0,1911.0,488.0,173.0
"San Mateo County, California: Summary level: 050, state:06> county:081",771880.0,37940.0,45440.0,30481.0,1431.0,91913.0,59988.0,1039073.0,20161.0,9268.0,4400.0,53834.0,32017.0,11968.0,637.0,398.0,213.0,1281.0,388.0,601.0,1316.0,422.0,29.0,1368.0,473.0,142.0,1345.0,163.0,152.0,1650.0,922.0,252.0,,,,,,,1654.0,906.0,604.0,3160.0,1324.0,256.0,1037.0,318.0,54.0,1374.0,1309.0,50.0,3989.0,1632.0,972.0,4970.0,2870.0,1436.0
"Santa Barbara County, California: Summary level: 050, state:06> county:083",359718.0,19947.0,22140.0,7233.0,1487.0,16060.0,20553.0,447138.0,15262.0,8192.0,3092.0,26039.0,13535.0,3252.0,319.0,47.0,128.0,1062.0,81.0,0.0,239.0,142.0,0.0,242.0,261.0,58.0,,,,,,,,,,,,,238.0,138.0,40.0,478.0,284.0,94.0,397.0,518.0,35.0,799.0,85.0,40.0,3912.0,1741.0,625.0,4319.0,2312.0,875.0
"Santa Clara County, California: Summary level: 050, state:06> county:085",209300.0,1876.0,2296.0,2581.0,367.0,7256.0,8317.0,231993.0,38356.0,18580.0,9036.0,21743.0,11033.0,4428.0,1694.0,645.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0,9457.0,4492.0,1337.0,11524.0,6350.0,2714.0
"Santa Cruz County, California: Summary level: 050, state:06> county:087",185580.0,5942.0,2428.0,3254.0,91.0,8750.0,6083.0,212128.0,12115.0,4954.0,890.0,9661.0,7987.0,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,168.0,241.0,0.0,65.0,347.0,102.0,,,,,,142.0,2400.0,439.0,48.0,2101.0,1058.0,245.0
"Shasta County, California: Summary level: 050, state:06> county:089",238256.0,5133.0,3587.0,10627.0,1835.0,5157.0,8013.0,272608.0,9764.0,5059.0,1446.0,10537.0,6301.0,2475.0,,,,,,,,,,,,,108.0,102.0,0.0,179.0,50.0,0.0,,,,,,,,,,,,,0.0,0.0,89.0,114.0,77.0,0.0,473.0,91.0,178.0,292.0,400.0,108.0
"Solano County, California: Summary level: 050, state:06> county:095",85821.0,17485.0,326.0,660.0,0.0,3163.0,1103.0,108558.0,12457.0,5463.0,1509.0,4373.0,2890.0,799.0,2571.0,869.0,412.0,520.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2466.0,1027.0,319.0,2747.0,1345.0,538.0
"Sonoma County, California: Summary level: 050, state:06> county:097",102041.0,13893.0,800.0,1626.0,0.0,2303.0,4143.0,124806.0,25342.0,9923.0,4546.0,4632.0,2322.0,1032.0,,,,479.0,30.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2606.0,945.0,358.0,2707.0,1179.0,660.0
"Stanislaus County, California: Summary level: 050, state:06> county:099",85417.0,7374.0,1004.0,1048.0,0.0,778.0,3533.0,99154.0,16467.0,8143.0,2187.0,6597.0,3676.0,1718.0,321.0,364.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5036.0,2309.0,383.0,5534.0,2421.0,1213.0
"Tulare County, California: Summary level: 050, state:06> county:107",27109.0,39238.0,230.0,659.0,0.0,581.0,297.0,68114.0,12438.0,5727.0,2258.0,1837.0,1000.0,720.0,,,,1863.0,875.0,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6051.0,2849.0,529.0,6290.0,2900.0,1142.0
"Ventura County, California: Summary level: 050, state:06> county:111",65323.0,5335.0,178.0,618.0,21.0,1076.0,1106.0,73657.0,30384.0,14547.0,5874.0,2833.0,1639.0,459.0,709.0,152.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7633.0,3843.0,894.0,8970.0,4571.0,2084.0
"Yolo County, California: Summary level: 050, state:06> county:113",216820.0,145102.0,2096.0,9042.0,387.0,8638.0,10595.0,392680.0,6264.0,3109.0,900.0,14036.0,7325.0,4264.0,,,,5677.0,2007.0,1008.0,,,,,,,73.0,129.0,0.0,208.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,161.0,35.0,0.0,1390.0,763.0,87.0,1530.0,783.0,333.0
"Adams County, Colorado: Summary level: 050, state:08> county:001",106756.0,9542.0,321.0,1495.0,481.0,676.0,2150.0,121421.0,13763.0,5161.0,2151.0,6456.0,3653.0,1112.0,172.0,49.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3520.0,1533.0,340.0,4043.0,2120.0,351.0
"Arapahoe County, Colorado: Summary level: 050, state:08> county:005",91102.0,8867.0,1289.0,6340.0,57.0,13542.0,6556.0,127753.0,20641.0,8661.0,2963.0,5536.0,3424.0,1279.0,1879.0,610.0,71.0,524.0,175.0,0.0,,,,,,,,,,,,,,,,,,,320.0,0.0,0.0,236.0,0.0,0.0,,,,,,80.0,1819.0,722.0,105.0,2216.0,914.0,285.0
"Boulder County, Colorado: Summary level: 050, state:08> county:013",181620.0,8323.0,3461.0,6287.0,5877.0,24341.0,7052.0,236961.0,12850.0,4742.0,2236.0,7953.0,4336.0,1878.0,,,,,,,,,,,,,,,,,,,,,,,,,86.0,0.0,155.0,193.0,121.0,66.0,,,,,,0.0,886.0,214.0,78.0,667.0,594.0,86.0
"Denver County, Colorado: Summary level: 050, state:08> county:031",71855.0,3569.0,513.0,749.0,0.0,230.0,1811.0,78727.0,18903.0,7981.0,2591.0,3754.0,2056.0,1051.0,2267.0,1038.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4205.0,1649.0,775.0,4901.0,2054.0,1460.0
"Douglas County, Colorado: Summary level: 050, state:08> county:035",643907.0,172152.0,10645.0,513491.0,14224.0,202397.0,109937.0,1666753.0,11861.0,4721.0,1549.0,36032.0,19622.0,8552.0,,,,9005.0,4529.0,2029.0,529.0,50.0,0.0,708.0,18.0,110.0,18394.0,8913.0,2694.0,22525.0,9693.0,6865.0,454.0,375.0,43.0,451.0,281.0,34.0,3346.0,1735.0,83.0,3503.0,1988.0,890.0,1410.0,416.0,194.0,1660.0,572.0,0.0,298.0,361.0,0.0,587.0,169.0,190.0
"El Paso County, Colorado: Summary level: 050, state:08> county:041",186452.0,4019.0,2274.0,10017.0,360.0,12617.0,15517.0,231256.0,23630.0,9844.0,3261.0,12403.0,6354.0,3002.0,1522.0,290.0,0.0,,,,,,,,,,291.0,173.0,26.0,392.0,240.0,102.0,,,,,,,424.0,225.0,0.0,222.0,144.0,0.0,203.0,142.0,0.0,463.0,142.0,0.0,1912.0,854.0,134.0,2349.0,1130.0,468.0
"Jefferson County, Colorado: Summary level: 050, state:08> county:059",622301.0,101253.0,7347.0,195848.0,5718.0,134475.0,83273.0,1150215.0,26368.0,10402.0,4394.0,37927.0,21881.0,8708.0,,,,5041.0,2784.0,526.0,,,,,,,8090.0,3578.0,1246.0,10240.0,5114.0,1934.0,,,,,,,1279.0,347.0,175.0,1925.0,1259.0,203.0,1487.0,554.0,116.0,2214.0,963.0,0.0,2017.0,797.0,251.0,2501.0,1359.0,167.0
"Larimer County, Colorado: Summary level: 050, state:08> county:069",169150.0,1221.0,924.0,8834.0,525.0,2255.0,7769.0,190678.0,15439.0,6980.0,1783.0,11632.0,5535.0,2295.0,,,,,,,,,,,,,503.0,134.0,0.0,319.0,142.0,206.0,,,,,,,,,,,,,342.0,78.0,0.0,223.0,0.0,0.0,769.0,274.0,65.0,1030.0,296.0,0.0
"Pueblo County, Colorado: Summary level: 050, state:08> county:101",643787.0,45504.0,15894.0,103204.0,1252.0,139153.0,45606.0,994400.0,7778.0,3466.0,1220.0,28120.0,15024.0,8235.0,,,,1442.0,922.0,258.0,110.0,63.0,0.0,300.0,53.0,26.0,2987.0,1617.0,295.0,3479.0,1722.0,1075.0,,,,,,,3091.0,1381.0,432.0,3219.0,1057.0,762.0,800.0,256.0,41.0,1029.0,395.0,0.0,2606.0,1249.0,201.0,2897.0,1206.0,789.0
"Weld County, Colorado: Summary level: 050, state:08> county:123",106163.0,1553.0,6438.0,4610.0,33.0,7462.0,10114.0,136373.0,11107.0,4605.0,1333.0,6982.0,3560.0,1207.0,,,,,,,154.0,211.0,12.0,204.0,185.0,21.0,,,,,,,,,,,,,,,,,,,266.0,52.0,0.0,284.0,0.0,0.0,1777.0,896.0,54.0,1872.0,595.0,504.0
"Fairfield County, Connecticut: Summary level: 050, state:09> county:001",117180.0,4201.0,1035.0,2801.0,204.0,47971.0,8435.0,181827.0,31896.0,16774.0,6821.0,4714.0,3886.0,846.0,3098.0,1454.0,186.0,,,,,,,,,,,,,,,,,,,,,,1468.0,76.0,312.0,1892.0,656.0,319.0,,,,,,85.0,3534.0,1768.0,119.0,4237.0,2230.0,797.0
"Hartford County, Connecticut: Summary level: 050, state:09> county:003",673595.0,50289.0,8106.0,44299.0,1656.0,84783.0,34036.0,896764.0,32355.0,16141.0,6977.0,24416.0,12336.0,5827.0,3444.0,1352.0,602.0,1256.0,860.0,60.0,,,,,,,1869.0,681.0,298.0,2125.0,854.0,204.0,,,,,,,1453.0,441.0,154.0,2038.0,462.0,409.0,715.0,0.0,70.0,433.0,381.0,62.0,3277.0,1127.0,575.0,4159.0,2420.0,229.0
"New Haven County, Connecticut: Summary level: 050, state:09> county:009",96634.0,10428.0,1502.0,6833.0,273.0,30198.0,5498.0,151366.0,32790.0,15894.0,7097.0,3486.0,2173.0,785.0,3108.0,1527.0,86.0,,,,,,,,,,,,,,,,,,,,,,698.0,279.0,212.0,545.0,409.0,0.0,,,,,,62.0,2739.0,1033.0,388.0,3349.0,1634.0,506.0
"New London County, Connecticut: Summary level: 050, state:09> county:011",47341.0,1546.0,3040.0,622.0,15.0,9643.0,2175.0,64382.0,11899.0,5912.0,2032.0,3873.0,1960.0,629.0,447.0,279.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,238.0,235.0,154.0,390.0,415.0,90.0
"New Castle County, Delaware: Summary level: 050, state:10> county:003",5184112.0,811476.0,76089.0,1492554.0,28376.0,2076549.0,436362.0,10105518.0,17309.0,8359.0,3291.0,236401.0,134387.0,72937.0,4266.0,1922.0,462.0,39006.0,21889.0,10983.0,2376.0,723.0,372.0,2308.0,1314.0,557.0,67514.0,34118.0,13784.0,86479.0,44731.0,24531.0,1059.0,71.0,28.0,1302.0,298.0,97.0,45587.0,17964.0,5275.0,51402.0,23064.0,10325.0,7487.0,2933.0,890.0,9829.0,5308.0,0.0,869.0,352.0,96.0,992.0,384.0,130.0
"District of Columbia, District of Columbia: Summary level: 050, state:11> county:001",91440.0,5417.0,1510.0,3619.0,132.0,49419.0,6135.0,157672.0,8671.0,4600.0,1517.0,4951.0,1913.0,1783.0,11253.0,4493.0,2685.0,,,,,,,,,,,,,,,,,,,,,,1168.0,193.0,0.0,1081.0,549.0,124.0,,,,,,191.0,804.0,981.0,0.0,1606.0,989.0,256.0
"Brevard County, Florida: Summary level: 050, state:12> county:009",206330.0,6312.0,275.0,16431.0,466.0,16866.0,12986.0,259666.0,33108.0,18677.0,6799.0,16060.0,8959.0,4076.0,2414.0,1010.0,644.0,,,,,,,,,,654.0,316.0,151.0,1238.0,674.0,118.0,,,,,,,388.0,36.0,0.0,394.0,0.0,80.0,118.0,73.0,176.0,67.0,181.0,0.0,2467.0,543.0,422.0,2435.0,1467.0,588.0
"Broward County, Florida: Summary level: 050, state:12> county:011",73040.0,294.0,3434.0,2190.0,153.0,4829.0,3666.0,87606.0,61267.0,36407.0,11183.0,6037.0,2839.0,797.0,16186.0,5923.0,2205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,16554.0,8948.0,1822.0,22423.0,14180.0,3800.0
"Duval County, Florida: Summary level: 050, state:12> county:031",157100.0,9118.0,2300.0,20204.0,1094.0,74161.0,10788.0,274765.0,27144.0,11112.0,3968.0,6481.0,3526.0,2319.0,7680.0,3104.0,477.0,378.0,77.0,82.0,,,,,,,415.0,281.0,298.0,674.0,705.0,0.0,,,,,,,1308.0,1051.0,109.0,1502.0,337.0,0.0,0.0,153.0,52.0,11.0,109.0,42.0,1888.0,535.0,489.0,2273.0,1215.0,378.0
"Escambia County, Florida: Summary level: 050, state:12> county:033",205303.0,11753.0,6540.0,25748.0,2232.0,167885.0,16133.0,435594.0,11388.0,5633.0,1568.0,12062.0,6496.0,3929.0,1985.0,1100.0,155.0,379.0,451.0,0.0,,,,,,,1327.0,517.0,372.0,1677.0,767.0,799.0,,,,,,,2838.0,1230.0,340.0,3004.0,1188.0,358.0,507.0,0.0,40.0,432.0,48.0,0.0,82.0,11.0,0.0,299.0,121.0,127.0
"Hillsborough County, Florida: Summary level: 050, state:12> county:057",106436.0,2237.0,1011.0,12249.0,202.0,11435.0,5847.0,139417.0,46607.0,20513.0,8265.0,7009.0,3718.0,1421.0,6067.0,2491.0,488.0,,,,,,,,,,523.0,260.0,0.0,684.0,392.0,130.0,,,,,,,380.0,223.0,58.0,491.0,0.0,29.0,238.0,0.0,0.0,235.0,61.0,413.0,10344.0,4397.0,1865.0,12733.0,6726.0,3451.0
"Lee County, Florida: Summary level: 050, state:12> county:071",91285.0,534.0,345.0,1249.0,158.0,2207.0,3918.0,99696.0,51260.0,33756.0,11103.0,8948.0,3498.0,1895.0,2944.0,599.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3721.0,2006.0,424.0,4459.0,2289.0,997.0
"Leon County, Florida: Summary level: 050, state:12> county:073",1922991.0,59872.0,13213.0,666421.0,10196.0,378653.0,134622.0,3185968.0,8652.0,3868.0,796.0,96575.0,54412.0,31073.0,1749.0,790.0,515.0,2064.0,1092.0,180.0,377.0,208.0,46.0,1184.0,465.0,129.0,26485.0,15266.0,4185.0,33523.0,16442.0,7381.0,258.0,83.0,221.0,353.0,349.0,0.0,6807.0,2519.0,1457.0,7884.0,3722.0,1844.0,1983.0,695.0,207.0,1597.0,1042.0,0.0,120.0,160.0,7.0,334.0,36.0,99.0
"Miami-Dade County, Florida: Summary level: 050, state:12> county:086",322796.0,6738.0,2028.0,30817.0,667.0,11993.0,18110.0,393149.0,81168.0,45505.0,21483.0,20910.0,12155.0,5316.0,16713.0,6962.0,2978.0,,,,,,,,,,1181.0,490.0,242.0,1598.0,942.0,185.0,,,,,,,384.0,169.0,45.0,244.0,54.0,0.0,185.0,86.0,0.0,227.0,52.0,269.0,68632.0,39773.0,17709.0,93414.0,61091.0,33362.0
"Orange County, Florida: Summary level: 050, state:12> county:095",1486443.0,160065.0,17330.0,163182.0,7783.0,512513.0,103442.0,2450758.0,32064.0,13589.0,5743.0,75319.0,45372.0,21406.0,7463.0,3300.0,646.0,6491.0,3429.0,1059.0,881.0,100.0,96.0,1117.0,209.0,84.0,6700.0,3408.0,402.0,8300.0,4537.0,1317.0,,,,,,,10763.0,4144.0,1192.0,13188.0,5755.0,1208.0,1687.0,438.0,329.0,1775.0,696.0,84.0,10439.0,4696.0,1557.0,13756.0,6615.0,3283.0
