,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E
"Lebanon County, Pennsylvania: Summary level: 050, state:42> county:075",23580,75.9,15.6,34763,51557,24.8,8.5,4.7,4.4,3.4,2.8,2.2,132340,17214,22357,1172,93.9,15.8,18.9,9.6,3.5,5.1,15.8,5.9,13.2,19.5,25.1,5835,52424,22357,81
"Lehigh County, Pennsylvania: Summary level: 050, state:42> county:077",54013,78.9,19.5,36770,53935,22.6,7.6,4.5,3.2,2.8,2.2,2.6,346360,41304,51061,2615,93.7,13.3,17.0,14.0,5.1,7.6,21.5,6.5,14.5,26.6,29.8,16064,133861,51061,601
"Luzerne County, Pennsylvania: Summary level: 050, state:42> county:079",58670,81.2,12.4,27052,42370,22.7,5.5,5.3,3.9,3.2,3.1,2.8,309405,50700,55991,5510,97.3,15.3,21.2,16.1,8.9,7.0,25.7,8.9,17.4,30.6,24.8,21311,129158,55991,61
"Lycoming County, Pennsylvania: Summary level: 050, state:42> county:081",19738,77.3,12.2,29313,45710,20.9,6.8,5.2,3.4,3.2,2.2,2.9,111533,14419,18774,1391,95.2,14.6,19.0,20.0,7.6,8.5,20.4,6.6,15.4,20.5,24.0,5642,45595,18774,50
"Mercer County, Pennsylvania: Summary level: 050, state:42> county:085",21943,82.2,15.8,31769,42101,19.0,4.7,5.2,4.2,3.2,3.0,3.4,108154,14105,20863,1405,96.6,16.1,21.7,16.5,6.6,10.3,24.0,7.4,16.5,21.2,25.3,7545,45647,20863,93
"Monroe County, Pennsylvania: Summary level: 050, state:42> county:089",22942,78.9,19.8,38663,56178,20.5,2.1,4.5,3.6,1.8,1.9,1.8,166124,22857,22398,1648,96.1,12.3,14.8,15.7,9.2,10.9,27.5,12.4,21.5,22.5,21.3,7509,57561,22398,151
"Montgomery County, Pennsylvania: Summary level: 050, state:42> county:091",127269,86.5,33.5,45791,76953,33.3,7.9,4.7,3.3,2.7,2.4,2.6,788180,50989,120892,7706,94.1,13.7,17.7,11.9,4.5,6.3,18.3,6.9,14.0,26.2,31.6,18115,308795,120892,901
"Northampton County, Pennsylvania: Summary level: 050, state:42> county:095",49863,77.9,16.9,36927,55447,23.1,4.5,4.7,3.7,2.7,2.7,2.9,289107,31595,47753,2742,96.8,14.6,18.7,15.0,5.4,9.4,24.0,7.7,17.8,24.4,33.8,11796,112574,47753,301
"Northumberland County, Pennsylvania: Summary level: 050, state:42> county:097",17847,74.9,7.7,27712,40948,20.4,6.0,5.0,4.8,3.2,2.8,3.1,89019,12682,16730,1850,104.0,15.9,22.0,15.4,3.9,6.5,22.4,7.1,16.7,24.3,21.3,4710,39070,16730,102
"Philadelphia County, Pennsylvania: Summary level: 050, state:42> county:101",189046,69.1,15.8,26494,35386,22.1,4.0,3.8,2.7,2.1,1.8,1.8,1506286,405689,181740,30988,89.6,10.1,14.1,12.5,9.3,12.6,31.4,12.1,23.1,22.3,25.5,152556,579874,181740,2216
"Schuylkill County, Pennsylvania: Summary level: 050, state:42> county:107",27618,76.5,9.8,30181,45056,23.2,3.4,5.7,3.8,3.5,2.5,3.2,139917,21295,26197,2164,102.2,15.9,21.8,19.0,7.5,8.5,24.0,8.9,19.3,23.3,23.7,9077,59338,26197,44
"Somerset County, Pennsylvania: Summary level: 050, state:42> county:111",15059,75.7,7.5,26856,46263,15.3,4.4,5.5,4.6,3.0,3.1,3.4,72454,8147,14213,1478,106.9,16.8,22.5,19.1,7.9,10.9,23.6,7.6,15.3,19.2,26.5,4066,30048,14213,114
"Washington County, Pennsylvania: Summary level: 050, state:42> county:125",37642,83.4,15.0,38113,54061,25.1,5.6,5.3,4.2,3.1,2.9,2.6,203853,21458,36491,1827,95.5,15.8,20.2,16.7,7.1,8.3,22.2,6.7,14.0,29.3,28.9,10174,84509,36491,0
"Westmoreland County, Pennsylvania: Summary level: 050, state:42> county:129",71220,81.1,16.9,32594,49739,25.7,3.5,5.9,4.2,3.5,2.9,3.1,354621,38363,69073,4366,95.3,17.2,21.9,14.6,5.8,8.5,19.0,6.6,14.0,26.8,27.6,18518,152420,69073,52
"York County, Pennsylvania: Summary level: 050, state:42> county:133",65459,76.1,13.8,35371,55648,25.3,4.1,4.8,3.5,2.8,2.0,1.9,429553,45934,63708,3716,97.2,13.4,16.5,15.3,6.7,7.8,19.2,6.6,13.4,22.5,19.2,15248,168508,63708,44
"Kent County, Rhode Island: Summary level: 050, state:44> county:003",27439,82.5,24.5,37404,60114,31.5,3.9,4.8,3.8,3.2,2.1,2.8,163134,15315,26377,2177,91.8,14.3,18.8,13.5,5.5,9.5,22.1,8.0,17.0,28.7,30.4,7865,69563,26377,157
"Newport County, Rhode Island: Summary level: 050, state:44> county:005",15206,86.6,35.7,47661,64813,34.8,8.2,6.0,4.2,3.3,2.4,2.6,79020,8582,14725,1007,90.5,16.8,20.1,13.9,5.3,6.0,14.2,3.7,9.2,29.1,23.4,3559,34585,14725,0
"Providence County, Rhode Island: Summary level: 050, state:44> county:007",86654,69.8,19.1,29737,48098,27.4,6.0,3.8,3.1,2.2,2.1,2.6,602402,102191,81990,9806,93.8,11.7,15.8,14.5,5.7,7.0,21.0,5.4,12.2,23.9,27.1,46502,239398,81990,998
"Washington County, Rhode Island: Summary level: 050, state:44> county:009",20728,83.9,36.5,55162,70649,30.5,6.8,5.6,3.7,2.2,2.7,2.2,119827,9854,20086,708,92.9,15.1,17.7,8.5,3.4,9.5,13.7,6.1,12.7,30.8,26.6,4640,50360,20086,77
"Aiken County, South Carolina: Summary level: 050, state:45> county:003",26738,78.9,24.2,36361,45658,19.1,5.9,5.6,4.1,2.9,2.8,1.0,160368,27074,26099,2103,92.1,15.2,17.6,14.6,7.8,11.1,24.5,8.6,13.9,21.8,18.3,10041,63065,26099,0
"Anderson County, South Carolina: Summary level: 050, state:45> county:007",30554,71.6,12.7,29320,39232,13.5,6.4,5.3,4.2,2.9,2.0,1.7,186924,33612,29580,3781,94.0,14.4,17.8,16.1,8.7,9.5,27.3,10.1,20.6,25.3,25.6,11981,72363,29580,129
"Beaufort County, South Carolina: Summary level: 050, state:45> county:013",37840,91.6,48.0,58583,54188,19.8,6.2,7.9,6.1,3.2,2.6,2.8,162336,20316,37458,2550,96.5,21.4,23.6,16.0,4.5,6.2,14.5,5.5,8.5,24.7,24.3,6405,63505,37458,381
"Berkeley County, South Carolina: Summary level: 050, state:45> county:015",21268,71.8,15.2,40575,49500,21.1,6.2,4.8,2.8,1.2,1.3,1.1,186124,24347,21125,1432,97.9,10.0,12.4,14.5,6.1,8.8,28.0,12.4,16.1,19.5,7.5,9388,65832,21125,43
"Charleston County, South Carolina: Summary level: 050, state:45> county:019",49517,82.0,31.6,41315,48593,20.4,5.0,4.6,3.3,2.3,1.7,1.6,353128,64194,48254,4214,94.5,12.1,15.0,11.8,7.0,8.3,21.8,7.1,15.7,19.3,19.2,15804,143705,48254,1274
"Darlington County, South Carolina: Summary level: 050, state:45> county:031",10559,65.8,15.0,25807,32922,17.9,2.1,5.0,3.6,3.3,1.9,1.6,66889,17213,10355,1593,87.4,14.1,16.8,10.8,6.8,10.7,27.2,7.4,18.1,21.6,20.1,7027,26460,10355,0
"Dorchester County, South Carolina: Summary level: 050, state:45> county:035",15734,82.3,19.0,42866,53637,23.4,4.6,4.0,2.8,2.0,1.2,1.0,140396,14515,15561,929,95.1,9.9,12.1,17.0,8.5,10.3,19.3,11.2,15.5,16.8,10.1,8256,52594,15561,218
"Florence County, South Carolina: Summary level: 050, state:45> county:041",19390,72.4,19.6,31523,41251,21.5,2.3,5.4,3.1,2.4,1.5,1.7,134969,25921,18640,2475,89.1,12.6,15.4,12.8,10.3,12.2,24.3,9.0,17.2,21.3,17.5,10561,51418,18640,302
"Greenville County, South Carolina: Summary level: 050, state:45> county:045",63251,75.8,22.5,33267,46654,20.2,6.1,4.8,3.0,2.3,1.5,1.8,455990,75832,61920,6552,94.3,11.8,15.2,11.9,6.0,9.1,21.7,7.1,14.4,23.2,20.7,22864,176523,61920,253
"Greenwood County, South Carolina: Summary level: 050, state:45> county:047",11075,71.6,28.5,33211,35923,19.7,3.7,5.1,3.9,2.8,1.6,2.5,67435,15286,10707,1085,93.3,13.8,17.8,15.2,6.6,11.1,27.9,12.8,21.3,22.7,22.8,6079,25342,10707,144
"Horry County, South Carolina: Summary level: 050, state:45> county:051",52458,84.7,22.1,37735,40353,19.9,9.6,7.0,4.8,3.4,2.1,1.4,279367,55937,51783,3351,93.8,17.8,19.3,15.1,6.4,8.1,21.2,8.4,12.2,30.5,22.4,19568,118092,51783,330
"Lancaster County, South Carolina: Summary level: 050, state:45> county:057",13529,74.6,20.8,38453,44959,8.3,8.6,6.7,4.1,3.8,1.3,1.1,76787,17082,13154,1641,94.4,15.7,18.5,15.2,6.0,10.8,18.6,6.4,11.9,23.6,25.0,4813,28792,13154,0
"Laurens County, South Carolina: Summary level: 050, state:45> county:059",10522,64.2,10.6,34224,34906,23.3,4.7,5.3,3.5,2.3,2.3,2.5,63948,14264,9609,638,92.9,14.2,17.5,17.7,7.0,15.7,32.8,14.1,22.4,20.2,22.2,5244,24910,9609,0
"Lexington County, South Carolina: Summary level: 050, state:45> county:063",35428,83.4,23.5,39980,52314,23.9,7.8,4.7,3.3,2.1,1.6,1.4,267893,40400,34470,2134,95.1,11.7,14.4,14.9,5.6,8.0,26.9,11.3,16.5,25.5,14.2,14815,105560,34470,0
"Oconee County, South Carolina: Summary level: 050, state:45> county:073",15705,77.2,19.2,32427,37383,12.6,2.6,7.6,5.4,4.2,2.4,1.4,74049,14152,15585,1416,96.2,19.2,22.8,13.7,3.4,10.8,25.2,8.7,13.5,24.3,28.7,4739,30688,15585,63
"Orangeburg County, South Carolina: Summary level: 050, state:45> county:075",14441,71.6,20.3,28220,34185,19.5,7.3,4.3,5.0,3.2,1.8,1.5,88247,21538,14120,1964,89.4,14.1,17.3,16.8,10.2,13.6,27.3,12.7,16.8,21.1,20.0,9031,34286,14120,308
"Pickens County, South Carolina: Summary level: 050, state:45> county:077",17105,68.3,20.1,29623,39052,21.5,7.9,4.5,3.8,2.6,2.1,1.3,110624,21433,16796,1630,98.2,12.6,15.9,14.9,5.6,10.0,21.9,5.8,10.9,20.7,23.9,4701,44473,16796,0
"Richland County, South Carolina: Summary level: 050, state:45> county:079",41778,82.5,30.6,37636,47940,22.1,5.2,3.7,2.6,1.8,1.3,1.3,363045,59971,39982,4196,95.0,9.1,12.0,11.2,7.7,9.8,24.3,7.8,17.2,15.8,13.9,19005,141771,39982,1172
"Spartanburg County, South Carolina: Summary level: 050, state:45> county:083",41062,72.6,16.9,30881,40879,17.6,5.7,4.6,3.8,2.4,1.7,1.6,281542,56214,39758,5468,93.9,12.5,15.8,14.6,8.5,10.4,27.2,8.9,19.1,22.2,20.1,16711,108569,39758,590
"Pennington County, South Dakota: Summary level: 050, state:46> county:103",14517,83.4,26.2,39184,49546,35.1,5.6,4.0,3.3,2.0,2.1,2.6,101313,12533,13949,826,98.6,12.9,15.0,19.5,7.3,11.0,25.0,7.2,13.0,16.5,22.5,4659,40455,13949,64
"Sumter County, South Carolina: Summary level: 050, state:45> county:085",14654,68.3,14.9,34472,39667,17.8,8.9,4.6,3.2,2.5,1.3,2.0,104867,19100,14135,1251,92.4,11.8,15.2,17.0,13.4,12.1,30.2,11.9,18.7,12.2,12.3,9695,40321,14135,0
"York County, South Carolina: Summary level: 050, state:45> county:091",28625,76.0,19.4,36778,50817,19.0,5.3,4.6,2.9,2.4,1.0,1.3,230495,30211,27928,2602,93.0,11.1,13.2,13.1,7.2,9.2,25.8,7.5,17.3,24.4,13.9,11607,87424,27928,0
"Minnehaha County, South Dakota: Summary level: 050, state:46> county:099",19961,84.2,21.2,37508,48338,31.2,7.0,3.0,2.9,1.7,2.0,1.8,170847,19949,19091,1656,99.1,9.7,13.1,15.0,5.9,5.0,16.2,6.3,12.7,16.9,19.9,6681,67390,19091,162
"Anderson County, Tennessee: Summary level: 050, state:47> county:001",13686,76.0,26.5,35655,38421,27.3,1.4,5.3,4.3,3.0,2.2,3.4,74243,14839,13406,644,97.2,15.7,20.5,21.5,5.9,8.7,27.7,10.0,18.9,25.9,20.6,6605,31019,13406,0
"Blount County, Tennessee: Summary level: 050, state:47> county:009",21287,79.0,16.8,35213,46095,25.6,4.6,5.9,4.3,3.0,2.0,2.0,121654,17801,20688,1710,92.9,15.9,18.3,15.2,5.7,11.3,23.3,8.0,17.2,25.4,19.9,7428,48759,20688,0
"Bradley County, Tennessee: Summary level: 050, state:47> county:011",15174,74.5,10.8,30315,38505,10.7,4.7,5.5,3.5,2.4,2.0,1.6,97691,19904,14704,1067,94.1,13.6,16.4,15.5,9.1,14.0,32.3,12.6,19.2,24.1,18.9,7445,38749,14704,0
"Davidson County, Tennessee: Summary level: 050, state:47> county:037",69176,82.8,27.3,36440,44567,28.5,7.9,3.3,2.6,2.0,1.4,1.3,625304,118465,67761,6347,93.8,9.0,12.2,14.4,5.8,10.8,25.0,10.4,18.7,21.0,19.5,42409,258465,67761,1066
"Greene County, Tennessee: Summary level: 050, state:47> county:059",12749,72.8,12.0,29161,34536,15.0,2.2,6.9,4.3,3.4,2.9,1.1,66953,16890,12286,1406,96.8,16.7,20.3,26.3,7.9,13.8,28.9,11.3,15.8,30.0,20.7,6795,29562,12286,0
"Hamilton County, Tennessee: Summary level: 050, state:47> county:065",53263,77.5,22.6,35951,47667,23.9,5.7,5.3,3.2,2.4,2.5,2.1,335946,50299,51930,3894,92.9,13.2,17.5,13.3,7.5,12.7,27.5,11.3,19.5,22.5,21.0,20630,135387,51930,122
"Knox County, Tennessee: Summary level: 050, state:47> county:093",60834,83.8,23.8,30018,46196,17.8,6.3,4.5,3.3,2.4,1.9,1.7,428668,69037,58934,5124,94.3,11.9,15.5,13.6,6.3,10.2,24.8,10.5,18.3,19.4,22.5,23377,182792,58934,59
"Madison County, Tennessee: Summary level: 050, state:47> county:113",13847,79.3,22.2,34521,43161,25.7,2.9,4.8,3.1,2.5,1.8,1.9,95030,16419,13375,1640,90.2,12.8,15.2,21.4,4.6,10.7,27.1,10.4,16.8,23.2,22.7,7023,36572,13375,0
"Maury County, Tennessee: Summary level: 050, state:47> county:119",11375,75.6,10.9,39138,41953,22.6,5.5,4.8,3.2,2.6,2.1,1.2,80900,15478,10854,1154,92.1,12.4,15.2,17.3,5.6,7.9,21.6,9.8,15.1,25.1,17.7,7686,31960,10854,0
"Montgomery County, Tennessee: Summary level: 050, state:47> county:125",14776,82.7,21.8,52531,47850,25.4,6.2,2.9,2.0,1.4,1.0,0.6,180869,33117,14373,757,97.4,7.1,8.9,11.8,5.7,8.8,23.5,9.4,12.7,9.3,7.1,9523,64699,14373,0
"Putnam County, Tennessee: Summary level: 050, state:47> county:141",11262,68.6,15.6,27381,31563,16.3,11.8,5.2,3.5,2.7,1.9,2.0,70272,18591,10866,1165,97.0,13.4,17.3,16.4,5.8,12.0,28.1,9.0,15.2,26.4,23.8,4334,28700,10866,0
"Robertson County, Tennessee: Summary level: 050, state:47> county:147",8711,83.4,16.3,40581,56234,23.4,9.6,4.6,3.0,1.7,1.9,1.7,66115,7615,8556,603,99.3,11.4,14.6,18.5,3.3,6.7,20.6,7.3,9.9,25.4,20.4,3519,24247,8556,0
"Rutherford County, Tennessee: Summary level: 050, state:47> county:149",24692,81.4,16.7,36180,53132,19.5,7.7,3.1,2.4,1.5,0.9,1.2,268911,34744,24029,2128,98.7,8.1,9.9,16.1,5.6,11.4,25.0,5.8,13.0,14.4,12.9,12231,97326,24029,106
"Sevier County, Tennessee: Summary level: 050, state:47> county:155",15621,68.4,9.8,31306,43292,28.7,7.5,6.2,4.2,2.5,2.3,1.7,91079,11826,15325,1064,99.3,15.4,18.4,21.4,7.5,14.8,26.5,10.5,22.4,25.3,22.6,5187,36334,15325,0
"Shelby County, Tennessee: Summary level: 050, state:47> county:157",101042,77.6,24.6,36156,44694,26.7,7.2,3.9,2.2,1.8,1.5,1.3,923074,200396,98682,12511,91.4,9.1,12.2,13.2,6.5,11.9,27.6,11.0,19.7,15.7,17.2,74534,344327,98682,1317
"Sullivan County, Tennessee: Summary level: 050, state:47> county:163",30704,77.9,21.1,31116,37890,20.0,3.9,6.1,4.9,3.5,2.7,2.4,154311,27014,29880,2796,91.9,17.7,21.3,17.3,6.7,8.5,26.7,8.0,17.4,22.5,28.4,10998,65110,29880,0
"Sumner County, Tennessee: Summary level: 050, state:47> county:165",23501,78.1,18.8,44575,55105,25.4,9.3,4.7,3.9,2.5,1.9,1.0,164402,12410,22853,936,94.2,12.7,15.5,10.8,2.6,8.6,20.5,10.5,17.8,21.5,18.0,7687,60232,22853,140
"Washington County, Tennessee: Summary level: 050, state:47> county:179",20191,75.9,23.2,35429,42448,17.7,2.5,5.2,4.2,2.9,2.2,1.7,120870,21062,19300,1017,94.3,15.3,16.9,20.4,9.1,12.2,27.6,9.1,15.9,29.2,18.8,8092,52405,19300,0
"Williamson County, Tennessee: Summary level: 050, state:47> county:187",20460,89.7,36.7,52154,90759,32.0,12.2,3.4,2.8,2.4,1.0,1.0,192242,13689,20052,1240,95.6,9.5,11.7,9.9,4.0,3.8,15.5,4.6,12.1,22.3,23.1,2364,66726,20052,94
"Wilson County, Tennessee: Summary level: 050, state:47> county:189",16698,73.8,16.9,44179,56485,25.5,9.0,5.2,3.3,2.5,1.3,1.8,117454,11163,16411,693,94.2,13.5,14.5,17.0,4.5,9.1,26.8,8.2,14.9,29.8,22.7,5195,42559,16411,81
"Angelina County, Texas: Summary level: 050, state:48> county:005",13096,77.8,12.7,31305,39489,19.1,1.7,4.6,3.5,2.9,2.4,1.7,85036,18057,12317,1417,95.5,14.0,15.9,20.2,12.3,15.5,31.6,14.5,20.3,18.7,20.3,6992,30199,12317,150
"Bastrop County, Texas: Summary level: 050, state:48> county:021",9102,76.8,14.6,37801,49364,31.4,10.9,3.5,3.3,2.1,1.7,1.6,72595,7783,8722,685,107.3,10.8,13.6,19.8,4.7,7.5,23.2,9.3,18.4,21.7,16.9,2623,24863,8722,0
"Bell County, Texas: Summary level: 050, state:48> county:027",29367,79.7,22.3,41216,49091,21.0,3.9,2.9,2.1,1.6,1.5,0.9,312585,45954,28284,2443,99.5,8.1,10.1,18.4,7.2,10.8,27.7,8.2,15.8,10.9,8.8,11313,104604,28284,75
"Bexar County, Texas: Summary level: 050, state:48> county:029",191581,73.1,22.9,38449,49874,26.9,4.8,3.6,2.4,1.9,1.5,1.3,1750665,335559,186845,22944,96.6,9.3,12.1,16.6,9.5,12.0,29.4,13.2,21.3,16.7,15.1,101259,607310,186845,3387
"Bowie County, Texas: Summary level: 050, state:48> county:037",13695,85.7,22.9,33346,38924,25.2,6.6,4.5,3.8,2.5,1.9,2.0,86945,17565,12962,1025,101.8,12.3,17.2,13.8,8.0,8.9,30.8,9.9,18.4,17.2,19.6,6727,36045,12962,35
"Brazoria County, Texas: Summary level: 050, state:48> county:039",32749,80.0,19.5,42618,65024,26.3,7.5,3.7,2.5,1.5,1.1,1.3,314120,35909,31668,2987,101.0,9.1,11.1,13.8,5.2,8.0,22.4,7.8,14.0,20.2,17.5,10743,110093,31668,225
"Brazos County, Texas: Summary level: 050, state:48> county:041",15634,85.4,42.7,46434,39898,28.2,10.9,2.5,2.1,1.3,1.0,0.9,187101,53419,15200,2021,103.4,6.7,8.9,14.0,4.7,6.2,18.1,5.8,12.5,21.3,21.4,7262,70780,15200,369
"Cameron County, Texas: Summary level: 050, state:48> county:061",48265,49.9,14.3,22178,30953,15.1,3.7,3.8,2.5,2.4,1.6,1.3,411003,148267,47397,13338,93.4,10.6,12.6,17.0,9.0,12.4,29.6,14.4,20.5,20.1,26.3,36205,121179,47397,2866
"Collin County, Texas: Summary level: 050, state:48> county:085",72824,89.1,38.7,53546,81364,34.5,7.9,3.7,2.0,1.3,0.9,0.8,830115,66813,71316,5939,97.0,7.9,9.5,11.0,3.4,5.6,17.0,6.6,11.5,22.0,14.9,10900,294576,71316,1831
"Comal County, Texas: Summary level: 050, state:48> county:091",18710,84.5,32.3,42050,56203,20.0,3.1,5.9,3.4,3.0,2.2,1.9,113034,11008,18321,1228,94.7,15.7,17.0,13.1,4.2,10.6,26.0,7.7,16.9,29.1,15.0,3060,42690,18321,0
"Coryell County, Texas: Summary level: 050, state:48> county:099",5907,86.1,19.2,33261,47139,27.0,4.9,3.0,1.6,1.2,1.3,0.4,64178,9640,5796,505,97.3,6.9,8.4,13.8,5.3,8.6,27.3,6.8,12.0,13.7,8.4,2088,22253,5796,30
"Dallas County, Texas: Summary level: 050, state:48> county:113",224945,77.9,26.7,37927,47301,29.1,6.7,3.2,2.1,1.5,1.2,1.2,2424114,470656,218528,27126,97.9,7.8,10.5,13.1,8.4,11.4,25.0,10.8,19.3,20.0,20.3,130748,862007,218528,6280
"Denton County, Texas: Summary level: 050, state:48> county:121",54293,85.1,29.1,45994,71053,30.2,7.2,3.2,1.8,1.1,0.9,0.7,694697,62335,53062,3315,97.2,7.0,8.3,12.3,6.2,9.4,19.9,7.7,14.2,19.3,12.7,17107,250239,53062,633
"Ector County, Texas: Summary level: 050, state:48> county:135",14507,67.3,14.6,34143,51946,34.3,15.6,3.5,2.3,1.7,1.6,0.9,142261,17866,14097,1892,100.3,8.6,11.5,18.2,8.7,10.0,22.0,5.6,14.0,21.1,17.3,6465,49382,14097,390
"Ellis County, Texas: Summary level: 050, state:48> county:139",16853,78.7,18.8,42875,57097,23.5,7.8,4.0,3.0,1.7,0.9,1.4,151792,15238,16199,1474,97.9,9.9,11.9,16.4,4.8,13.5,26.9,7.2,15.6,23.0,15.8,6610,52925,16199,380
"El Paso County, Texas: Summary level: 050, state:48> county:141",87603,54.5,14.3,28815,40345,21.4,3.6,3.3,2.4,2.1,1.5,1.3,812645,195247,85932,16728,95.4,9.2,11.9,16.9,10.2,13.1,33.0,13.2,24.7,16.4,14.8,64129,260645,85932,2265
"Fort Bend County, Texas: Summary level: 050, state:48> county:157",53003,80.7,35.5,51624,86256,28.2,4.4,3.4,2.1,1.3,1.0,0.7,622049,54437,51981,3345,96.6,7.8,9.1,12.7,6.8,9.5,22.0,9.7,16.6,21.8,13.5,15366,197148,51981,2130
"Galveston County, Texas: Summary level: 050, state:48> county:167",36249,84.0,24.2,40590,60551,28.5,4.3,4.8,2.3,2.2,1.2,1.5,294831,34296,35515,2644,98.7,11.2,13.0,17.4,6.5,9.7,28.6,6.5,14.7,21.4,18.1,13178,111204,35515,28
"Grayson County, Texas: Summary level: 050, state:48> county:181",19626,87.2,22.9,36371,47475,22.9,5.7,5.5,3.4,3.1,2.3,1.7,118535,19940,18857,1319,93.8,14.8,17.3,21.3,5.3,10.6,25.2,11.1,16.0,28.2,25.4,7037,47770,18857,0
"Gregg County, Texas: Summary level: 050, state:48> county:183",16922,82.9,24.5,33948,42153,26.9,3.5,3.9,3.3,2.7,1.8,2.0,119037,23976,16093,1186,96.5,11.9,15.6,16.1,9.5,10.0,26.9,18.0,23.8,26.6,20.6,6361,43650,16093,0
"Guadalupe County, Texas: Summary level: 050, state:48> county:187",17125,82.2,23.4,31242,63608,14.7,4.4,4.8,2.5,1.8,1.8,1.4,137805,10118,16541,2468,98.6,11.2,13.3,18.8,4.6,7.2,24.3,9.3,18.0,14.8,14.3,3337,46633,16541,121
"Harris County, Texas: Summary level: 050, state:48> county:201",369487,76.0,27.4,38417,51289,30.1,6.8,3.1,2.2,1.4,1.1,0.9,4211148,789595,363724,43681,99.4,7.6,9.8,14.5,7.2,10.3,25.2,10.5,18.1,18.8,17.8,203849,1443611,363724,13484
"Harrison County, Texas: Summary level: 050, state:48> county:203",9836,82.2,14.3,28642,43131,25.3,3.1,4.3,4.0,3.4,0.8,2.1,65936,11832,9514,920,98.9,13.5,15.6,13.0,11.9,3.2,30.2,8.7,17.3,33.3,31.0,3259,24368,9514,132
"Hays County, Texas: Summary level: 050, state:48> county:209",15305,87.1,42.7,52297,52615,22.9,5.7,4.5,1.4,1.2,1.0,1.0,162228,28953,14903,679,99.6,8.4,9.7,16.7,1.8,5.8,17.2,6.6,10.2,24.1,16.6,5615,57395,14903,0
"Henderson County, Texas: Summary level: 050, state:48> county:213",15837,76.8,16.3,34036,37077,21.9,4.8,7.0,4.8,3.2,2.9,2.1,77899,19339,15257,1285,91.4,18.3,21.6,15.6,9.0,14.9,28.5,9.3,20.0,28.8,28.2,5586,29273,15257,427
"Hidalgo County, Texas: Summary level: 050, state:48> county:215",79053,47.0,10.2,22686,33761,15.3,1.5,3.2,2.3,1.7,1.5,1.1,796479,274713,77114,20603,95.5,9.1,10.5,22.2,16.3,14.7,33.5,19.7,21.6,19.2,24.9,72937,222849,77114,4000
"Hunt County, Texas: Summary level: 050, state:48> county:231",12764,76.0,23.0,34311,42376,21.3,8.1,4.8,4.1,2.6,1.3,1.9,84033,17846,12322,1030,98.8,12.9,16.4,17.9,6.9,9.6,27.0,5.2,15.3,21.1,17.2,4919,30491,12322,184
"Jefferson County, Texas: Summary level: 050, state:48> county:245",33265,79.0,17.0,29537,40795,21.0,6.4,3.9,3.0,2.6,2.0,1.7,234773,49660,32008,3284,104.9,10.6,15.9,18.2,8.7,14.5,30.7,12.4,19.7,20.5,22.7,16989,93111,32008,208
"Johnson County, Texas: Summary level: 050, state:48> county:251",18547,77.1,12.5,39270,57569,21.2,2.3,4.6,2.8,2.5,0.9,1.2,150345,19235,17957,1203,100.2,10.7,13.5,14.7,3.8,8.4,21.3,7.8,15.7,24.6,18.8,6889,52680,17957,0
"Kaufman County, Texas: Summary level: 050, state:48> county:257",11876,77.3,13.6,28560,54224,21.2,4.0,3.4,3.6,2.1,1.3,0.8,105278,16627,11548,2285,98.1,10.2,12.0,13.1,10.9,7.8,24.6,8.9,11.8,18.4,18.8,3717,35432,11548,70
"Liberty County, Texas: Summary level: 050, state:48> county:291",9328,75.9,11.9,35329,50006,12.4,3.3,3.8,3.8,2.6,1.1,0.9,70065,12244,8950,510,100.7,10.7,13.7,18.5,13.5,10.8,32.7,14.2,19.4,32.8,12.9,3799,25042,8950,150
"Lubbock County, Texas: Summary level: 050, state:48> county:303",32286,76.9,28.4,38519,41783,31.0,8.1,3.7,2.6,2.4,1.4,1.3,274664,62011,31052,2507,97.9,9.8,12.8,18.4,7.2,9.9,28.0,7.5,16.5,18.1,20.9,15798,106257,31052,412
"McLennan County, Texas: Summary level: 050, state:48> county:309",30977,79.0,20.4,30433,40658,19.1,6.3,4.5,2.3,2.6,1.8,1.7,229172,45165,29563,3128,95.2,11.4,14.5,13.8,8.0,9.3,33.8,11.7,18.4,20.1,22.8,11675,85171,29563,176
"Midland County, Texas: Summary level: 050, state:48> county:329",15992,74.2,20.8,35646,61331,29.5,12.7,2.9,2.6,2.2,1.7,1.4,145188,9086,15682,906,98.0,9.4,12.4,17.1,9.8,11.9,29.3,11.9,18.7,14.8,20.6,3943,51216,15682,397
"Montgomery County, Texas: Summary level: 050, state:48> county:339",55172,83.6,27.2,43026,65610,26.4,4.3,4.4,2.6,2.1,1.2,1.1,480707,62462,53922,4156,98.2,10.3,12.4,11.9,5.1,10.8,20.1,8.1,14.0,23.9,17.1,11915,166278,53922,756
