,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_010E,S2301_C02_011E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_010E,S1701_C02_010E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_026E,S1810_C03_036E,S1810_C03_044E,S1810_C03_052E,S1810_C03_060E,S1810_C03_067E,S2101_C03_012E,S2101_C03_013E,S2201_C03_001E,S2201_C01_001E,S2701_C01_011E,S2701_C04_011E
"Suffolk County, New York: Summary level: 050, state:36> county:103",239600,211275,70757,61620,92933,28.9,8.0,5.3,3.8,2.8,1.9,2.2,1464253,106175,232660,12856,96.8,14.2,17.9,10.6,4.2,6.6,18.6,6.9,12.9,21177,24164,32603,474311,232660,2002
"Sullivan County, New York: Summary level: 050, state:36> county:105",13649,11581,2832,35379,50652,27.7,9.1,6.1,5.4,2.5,2.2,2.1,72201,10852,13217,1264,105.6,17.0,19.5,19.1,7.9,8.0,25.7,6.7,14.2,1932,1054,2634,25031,13217,92
"Tompkins County, New York: Summary level: 050, state:36> county:109",13417,12457,6139,49009,56349,24.7,5.0,4.2,3.6,1.6,1.5,1.8,90843,18347,13076,513,97.1,11.8,13.8,10.7,4.4,10.1,13.6,5.2,9.7,1061,1023,4019,37683,13076,0
"Ulster County, New York: Summary level: 050, state:36> county:111",33215,29740,11336,47957,62790,31.7,7.4,6.2,4.9,3.0,2.0,2.4,171126,24059,32538,3514,99.6,16.7,20.3,14.2,4.8,4.9,16.9,6.2,11.5,2461,2613,6951,68298,32538,42
"Warren County, New York: Summary level: 050, state:36> county:113",13614,12035,4114,43407,58061,27.0,7.4,5.7,6.7,3.5,2.8,2.5,63835,7473,13261,1049,97.0,19.9,22.3,13.7,1.7,4.9,20.8,4.6,7.6,1036,873,3251,28841,13261,0
"Wayne County, New York: Summary level: 050, state:36> county:117",16118,13371,3324,44200,59538,19.8,4.2,6.2,4.5,2.5,2.4,2.2,88425,8312,15582,364,96.1,16.6,18.9,15.7,5.0,5.0,18.2,3.2,10.7,2115,1572,3704,37496,15582,20
"Westchester County, New York: Summary level: 050, state:36> county:119",157607,130571,61613,59758,89709,33.3,8.7,5.0,3.6,2.8,2.2,2.5,951318,94613,152481,14201,93.9,14.0,18.2,10.8,4.8,8.2,19.6,7.6,13.3,7762,11471,29884,342216,152481,1035
"Alamance County, North Carolina: Summary level: 050, state:37> county:001",26571,22866,5413,39904,45100,33.0,5.3,5.7,3.7,2.7,2.5,2.1,154927,25864,25640,1440,91.4,14.7,18.4,18.6,8.6,8.4,17.2,4.8,10.9,1942,2564,10795,64369,25640,0
"Brunswick County, North Carolina: Summary level: 050, state:37> county:019",38105,34748,12796,48731,50692,14.3,3.3,11.7,8.5,5.6,2.2,2.0,125961,18025,37708,3281,92.9,30.1,30.0,12.6,5.5,6.5,16.9,6.2,8.6,5055,3393,8937,54331,37708,52
"Buncombe County, North Carolina: Summary level: 050, state:37> county:021",48664,43047,15556,41628,50685,20.9,7.3,6.5,4.8,3.1,2.5,2.1,249284,32645,47009,4296,93.2,17.2,20.7,14.4,4.4,9.1,19.1,8.2,14.1,5883,4954,9492,103127,47009,118
"Burke County, North Carolina: Summary level: 050, state:37> county:023",17695,13890,2737,32047,40345,16.1,4.8,6.6,5.5,3.4,1.8,2.7,86383,16523,17082,1287,98.5,17.4,22.4,22.1,11.9,11.5,30.3,11.9,20.8,2162,1317,5320,35211,17082,0
"Cabarrus County, North Carolina: Summary level: 050, state:37> county:025",25952,21660,4411,47570,63386,25.9,5.1,4.7,3.5,2.0,1.5,1.2,199547,23557,25373,1535,94.2,11.8,13.9,9.7,4.6,7.7,22.1,8.1,14.4,3390,1761,6256,70438,25373,0
"Caldwell County, North Carolina: Summary level: 050, state:37> county:027",15252,10845,2124,30602,36301,17.0,4.8,6.7,4.8,3.8,1.9,1.5,80293,14100,14985,2329,97.3,17.0,20.4,15.7,8.1,10.6,24.7,8.6,18.8,1833,766,6047,32911,14985,68
"Carteret County, North Carolina: Summary level: 050, state:37> county:031",16334,14956,4357,40565,51206,18.5,5.9,8.6,6.3,4.1,2.4,2.4,67923,7411,16058,1274,95.2,22.4,25.0,15.8,11.6,6.1,16.7,4.7,8.6,2719,1607,3103,27506,16058,53
"Catawba County, North Carolina: Summary level: 050, state:37> county:035",27254,21351,3490,39115,48913,21.4,7.9,5.9,4.8,3.3,2.2,1.3,153678,18490,26501,2006,99.0,16.0,18.8,14.2,4.8,8.7,19.2,5.5,15.6,3739,1852,8083,61618,26501,0
"Chatham County, North Carolina: Summary level: 050, state:37> county:037",17922,15774,7767,50754,62961,22.7,0.0,7.6,6.5,3.5,2.8,4.3,71561,9732,17463,1493,89.6,22.6,26.8,12.1,6.4,11.0,18.8,5.5,14.3,1469,1467,2342,28568,17463,0
"Cleveland County, North Carolina: Summary level: 050, state:37> county:045",17339,13226,2968,31115,36992,17.6,2.8,6.5,4.2,2.8,2.3,2.1,94773,20671,17155,2669,95.7,15.9,19.7,18.7,9.5,12.8,26.0,6.8,14.0,2164,1672,7278,36405,17155,38
"Craven County, North Carolina: Summary level: 050, state:37> county:049",19060,16864,5554,46881,49938,24.1,9.3,6.4,4.2,3.7,2.0,2.2,99498,15114,18599,1421,104.4,16.1,20.8,19.8,11.7,7.6,21.7,7.7,14.2,2018,2627,6140,40297,18599,213
"Cumberland County, North Carolina: Summary level: 050, state:37> county:051",37712,30632,6679,40220,45205,20.0,3.3,4.2,2.7,1.8,1.5,1.3,315237,59784,36661,3473,96.4,10.0,13.0,17.7,9.4,13.6,32.5,12.8,20.0,6460,4643,21809,124014,36661,352
"Davidson County, North Carolina: Summary level: 050, state:37> county:057",29434,22913,3951,32452,45678,22.8,5.6,5.9,4.5,3.4,2.1,1.8,162060,25583,28558,1926,93.0,16.3,19.3,17.4,9.3,9.7,25.1,7.0,17.4,2952,2710,10233,62695,28558,322
"Durham County, North Carolina: Summary level: 050, state:37> county:063",36792,30657,14771,49577,53832,29.9,7.7,4.7,2.7,1.6,1.5,1.5,293222,47869,35136,2302,91.7,10.7,13.2,13.9,8.4,7.8,19.2,8.2,12.1,2870,2583,14705,123697,35136,207
"Forsyth County, North Carolina: Summary level: 050, state:37> county:067",55717,48391,17154,42042,48271,24.4,6.2,5.1,3.6,2.7,2.0,1.6,361719,65062,54533,5367,90.8,13.3,16.5,11.9,4.9,6.4,15.5,5.1,9.5,5997,4686,16648,146219,54533,167
"Gaston County, North Carolina: Summary level: 050, state:37> county:071",33892,26850,5921,34520,48711,24.7,7.4,5.5,4.0,2.4,1.8,1.8,214018,33374,32805,3684,93.2,13.8,17.3,14.5,4.5,7.4,23.3,7.0,15.9,3840,2759,13620,82982,32805,95
"Guilford County, North Carolina: Summary level: 050, state:37> county:081",75530,63925,21745,39025,47262,23.6,7.7,5.2,3.3,2.7,1.6,1.7,504936,93700,73469,7957,90.0,13.0,15.8,11.4,5.3,8.4,20.7,6.8,13.5,6514,5702,32490,201520,73469,278
"Harnett County, North Carolina: Summary level: 050, state:37> county:085",15378,12127,2193,33196,51637,25.0,7.1,3.9,3.3,2.0,1.3,1.2,127123,20298,15041,1393,100.5,10.2,13.4,18.1,10.1,10.1,20.8,8.3,15.1,1473,1124,7326,43960,15041,80
"Henderson County, North Carolina: Summary level: 050, state:37> county:089",29188,26222,10761,45577,54963,27.3,5.1,7.4,7.2,5.2,2.6,3.1,112393,12990,28340,2063,92.1,23.7,27.3,17.0,6.9,4.5,16.8,3.4,8.5,3324,2939,3104,47791,28340,41
"Iredell County, North Carolina: Summary level: 050, state:37> county:097",26188,21216,5363,39418,55891,21.7,5.2,5.3,3.9,2.7,1.5,1.7,171501,18051,25745,2011,96.8,13.6,16.7,18.0,9.2,11.4,23.0,7.0,14.8,2692,1754,4830,65037,25745,58
"Johnston County, North Carolina: Summary level: 050, state:37> county:101",24121,19237,3706,38480,54719,19.8,6.9,4.3,3.5,1.8,1.4,1.6,189355,24672,23548,1256,97.2,11.2,14.0,17.4,5.0,12.8,31.9,7.8,22.2,2545,2095,9194,66254,23548,0
"Lincoln County, North Carolina: Summary level: 050, state:37> county:109",13292,11273,2042,30286,49453,14.5,9.9,5.6,4.6,3.7,1.2,1.3,80456,10797,13046,2022,95.6,15.0,17.7,12.1,5.1,6.7,20.9,4.7,7.9,2331,634,3590,31588,13046,150
"Mecklenburg County, North Carolina: Summary level: 050, state:37> county:119",111442,96734,37939,46082,62978,27.0,6.5,3.9,2.6,1.7,1.3,1.1,1039837,126156,109116,8386,92.4,9.1,11.9,11.6,5.0,9.0,17.9,6.8,11.8,10622,8314,36954,399504,109116,1394
"Moore County, North Carolina: Summary level: 050, state:37> county:125",23265,21207,9741,40571,52279,20.5,10.0,7.0,5.9,4.3,3.2,3.8,94695,9657,22408,2149,89.9,23.4,25.1,16.8,7.3,7.3,21.1,6.8,10.5,2484,2638,3963,38786,22408,2
"Nash County, North Carolina: Summary level: 050, state:37> county:127",16589,11546,2266,31673,47902,19.2,6.8,6.6,4.2,3.0,1.8,2.1,92320,14090,16007,2506,98.5,15.6,19.7,17.2,9.1,10.9,32.6,7.6,17.2,1572,1177,7386,35409,16007,0
"New Hanover County, North Carolina: Summary level: 050, state:37> county:129",37349,33410,13997,42999,50028,19.9,2.0,5.7,4.7,2.6,1.8,2.0,216812,40337,36567,5179,91.1,15.0,18.3,15.4,8.4,9.5,18.0,8.1,14.0,4741,3591,10121,92808,36567,406
"Onslow County, North Carolina: Summary level: 050, state:37> county:133",17313,14450,2156,36332,47150,22.5,2.4,2.9,2.5,2.4,0.9,0.4,173578,22662,17072,1189,117.3,7.8,10.9,19.8,8.2,8.1,23.3,4.1,10.0,3023,1873,7770,61766,17072,0
"Orange County, North Carolina: Summary level: 050, state:37> county:135",17329,14705,8661,53241,66423,29.3,5.0,4.6,3.0,1.4,1.5,1.7,131284,16820,17038,895,90.6,11.3,13.0,11.1,7.7,7.2,20.6,4.8,11.5,1462,1364,2743,50203,17038,0
"Pitt County, North Carolina: Summary level: 050, state:37> county:147",20787,16663,4998,44158,46573,24.2,10.1,4.6,2.6,2.5,1.3,0.7,170253,36936,20384,2360,89.0,10.7,12.7,12.6,5.0,7.0,23.5,10.8,15.4,3317,1296,10811,70019,20384,0
"Randolph County, North Carolina: Summary level: 050, state:37> county:151",24454,18120,3456,35706,44836,23.4,5.5,5.3,5.1,3.0,2.0,1.8,141686,20046,23614,2001,97.2,15.5,18.6,11.1,7.1,7.0,19.5,6.2,12.4,2590,1905,7825,56793,23614,37
"Robeson County, North Carolina: Summary level: 050, state:37> county:155",18638,13086,2696,31317,34254,22.1,6.9,5.2,3.7,2.3,1.5,1.2,129490,35298,18142,3182,91.6,12.5,15.4,14.3,11.1,13.9,33.5,13.0,19.2,2172,1123,12849,45123,18142,128
"Rockingham County, North Carolina: Summary level: 050, state:37> county:157",17567,13079,2043,31037,40985,16.0,1.7,6.8,3.7,3.5,3.4,1.8,90091,16752,16937,2037,94.2,17.2,21.1,11.5,7.1,5.8,18.5,6.2,10.1,1203,1554,7063,38163,16937,117
"Rowan County, North Carolina: Summary level: 050, state:37> county:159",23429,19461,4176,33432,48379,14.7,5.9,6.0,3.8,2.8,2.1,2.0,136073,22367,22384,1952,96.6,15.0,18.5,19.7,9.6,13.9,27.6,11.2,20.9,2910,2468,6987,50138,22384,0
"Wake County, North Carolina: Summary level: 050, state:37> county:183",111649,99573,44107,51730,76097,26.7,6.6,3.9,2.7,1.7,1.2,1.2,1023722,93252,109019,5949,94.5,9.4,11.8,10.3,6.5,9.7,20.7,7.3,13.2,11601,9665,24440,387771,109019,733
"Rutherford County, North Carolina: Summary level: 050, state:37> county:161",14177,10812,2266,23632,36121,16.5,4.3,6.1,6.3,3.8,2.4,2.7,64996,11156,13766,1907,93.6,18.8,23.7,20.8,7.1,11.4,22.4,10.5,14.7,1620,948,4841,26982,13766,0
"Surry County, North Carolina: Summary level: 050, state:37> county:171",14566,9068,1672,29714,36802,17.1,3.1,5.7,6.1,3.4,1.9,3.0,71296,11826,13947,1730,98.3,17.7,22.6,19.7,11.6,14.6,29.2,10.5,18.1,1459,769,5638,28261,13947,0
"Union County, North Carolina: Summary level: 050, state:37> county:179",27160,23092,6061,44111,71588,29.3,6.9,3.9,3.6,2.2,1.2,1.1,223412,20041,26790,1623,95.9,10.9,13.1,11.6,6.1,9.6,22.0,7.2,14.1,3461,2207,6536,74763,26790,7
"Wayne County, North Carolina: Summary level: 050, state:37> county:191",18657,15025,2754,30648,41711,15.4,5.1,5.3,3.7,2.7,1.9,1.5,120609,26588,18258,1918,95.4,13.1,16.9,17.3,6.9,12.0,22.9,9.6,13.7,2901,1498,9448,47240,18258,177
"Wilkes County, North Carolina: Summary level: 050, state:37> county:193",13786,10341,2562,33879,41332,14.2,3.6,6.1,5.5,4.1,2.1,2.3,67795,10424,13397,800,97.2,18.2,21.9,13.1,10.0,11.5,23.7,13.0,17.9,1660,1440,3645,28771,13397,60
"Wilson County, North Carolina: Summary level: 050, state:37> county:195",13851,9759,1893,31469,39036,23.1,9.8,6.0,4.0,3.9,1.7,1.4,80118,18167,13240,1752,90.9,15.1,18.7,13.3,13.0,14.2,30.6,15.1,24.3,1967,1082,6086,30897,13240,0
"Orangeburg County, South Carolina: Summary level: 050, state:45> county:075",15800,11654,2349,26222,32450,20.9,5.2,5.3,5.6,3.2,1.9,2.0,85269,17341,15460,2365,88.7,16.3,19.5,15.6,13.6,12.7,31.3,16.6,20.4,1266,994,7961,33449,15460,0
"Pickens County, South Carolina: Summary level: 050, state:45> county:077",19636,15153,4335,36962,45779,20.1,3.8,5.8,3.6,2.8,2.0,1.7,116568,17108,19212,1120,97.8,14.2,17.7,15.5,7.7,11.0,30.2,6.2,15.7,2214,1610,4884,47303,19212,0
"Richland County, South Carolina: Summary level: 050, state:45> county:079",49555,43075,17729,47628,52030,25.2,6.9,4.8,2.8,1.8,1.2,1.5,379486,63266,48437,4410,94.0,10.5,13.6,14.9,5.7,10.7,23.6,8.2,13.7,6058,3774,22916,153376,48437,197
"Spartanburg County, South Carolina: Summary level: 050, state:45> county:083",47461,37460,8713,36553,47371,22.9,8.5,5.7,3.8,2.6,2.1,1.6,292495,47158,46273,3823,94.7,14.2,17.2,17.0,6.1,8.9,25.5,6.9,14.6,4879,3340,15019,113463,46273,20
"Sumter County, South Carolina: Summary level: 050, state:45> county:085",16704,12746,2359,29027,40614,19.4,9.9,5.2,3.8,2.7,2.0,1.8,105018,22220,16259,2221,95.3,13.4,17.6,21.5,14.6,13.4,29.0,9.1,19.0,1869,1679,9247,41439,16259,111
"York County, South Carolina: Summary level: 050, state:45> county:091",35577,29765,7899,43709,60767,24.4,6.6,5.7,2.9,2.3,1.7,1.1,254226,27864,34896,3206,92.8,12.7,14.8,13.8,6.1,7.9,21.4,7.6,12.5,5197,2609,8104,98128,34896,28
"Minnehaha County, South Dakota: Summary level: 050, state:46> county:099",23983,21047,5597,38570,60038,36.1,6.2,4.6,3.0,2.0,1.5,1.7,182739,18693,23226,2460,101.1,11.0,14.6,13.0,5.0,4.5,15.5,2.5,11.3,2865,1622,6683,73808,23226,57
"Pennington County, South Dakota: Summary level: 050, state:46> county:103",18408,16989,6330,44755,50950,31.9,6.6,6.2,3.6,3.0,2.1,1.8,106621,17125,17792,1684,100.4,15.3,18.4,16.6,4.3,6.2,20.1,7.7,12.7,2625,2017,5635,42956,17792,0
"Anderson County, Tennessee: Summary level: 050, state:47> county:001",14596,11871,2972,39693,46055,17.6,4.6,6.1,4.9,3.3,2.8,2.2,74240,9652,14069,1438,99.3,17.2,21.2,20.3,8.5,14.5,26.6,9.5,16.1,1915,1175,6295,31209,14069,76
"Blount County, Tennessee: Summary level: 050, state:47> county:009",25031,20779,5691,43368,51183,20.5,9.2,6.9,4.9,3.5,2.3,2.0,126642,13234,24518,1535,93.8,18.1,20.7,15.9,7.4,8.3,22.1,7.6,16.2,2623,2572,4644,49672,24518,47
"Bradley County, Tennessee: Summary level: 050, state:47> county:011",16969,13612,3244,39505,44853,24.8,2.8,6.0,3.6,2.9,2.2,1.5,100443,13560,16502,1250,94.1,14.4,18.0,16.7,9.0,8.5,26.8,10.7,20.9,1722,1437,6029,40710,16502,91
"Davidson County, Tennessee: Summary level: 050, state:47> county:037",78663,66542,23984,47017,54855,32.4,8.2,4.3,2.6,2.1,1.2,1.2,664028,98479,76886,5984,92.8,10.1,12.8,15.5,8.6,9.0,24.6,9.8,16.1,7759,6059,33169,281967,76886,868
"Greene County, Tennessee: Summary level: 050, state:47> county:059",14551,11195,1872,32244,41109,21.6,6.5,6.9,5.6,4.0,2.5,2.2,66289,11161,14188,1388,98.0,18.7,23.6,21.6,10.9,16.6,29.7,13.5,22.6,1952,1443,4111,25418,14188,0
"Hamilton County, Tennessee: Summary level: 050, state:47> county:065",59005,49271,12775,33767,47898,19.5,7.1,5.4,4.0,3.3,1.8,1.9,347318,45768,57189,5613,94.3,14.7,18.2,17.3,8.5,10.9,25.3,10.9,19.2,5124,4577,16743,139615,57189,189
"Knox County, Tennessee: Summary level: 050, state:47> county:093",69762,58984,22634,41786,52102,28.3,8.5,5.2,3.7,2.8,1.7,1.9,444725,66094,67821,5171,94.9,13.3,17.2,13.3,4.0,8.1,20.9,7.3,13.4,7139,6679,20641,183889,67821,103
"Madison County, Tennessee: Summary level: 050, state:47> county:113",15607,12420,3280,36042,41791,25.5,6.7,6.0,3.4,3.1,1.9,1.6,94064,18688,15316,1712,91.1,14.4,17.4,19.0,9.8,7.5,25.4,8.3,13.7,1596,802,6729,37322,15316,0
"Maury County, Tennessee: Summary level: 050, state:47> county:119",14216,12598,2637,38447,50591,20.8,8.8,5.4,4.5,2.4,1.9,1.5,88697,8894,13753,1091,96.1,13.9,17.6,10.9,6.5,7.6,18.9,6.3,14.3,1723,1126,3986,33667,13753,0
"Montgomery County, Tennessee: Summary level: 050, state:47> county:125",17590,13777,4493,42106,56112,24.4,9.9,3.2,2.4,1.3,1.1,1.0,191608,26026,17109,1676,97.0,7.9,10.0,17.3,7.9,10.7,29.9,10.1,16.3,2637,1990,7956,69427,17109,76
"Putnam County, Tennessee: Summary level: 050, state:47> county:141",12791,9766,2513,28723,37437,16.6,3.2,6.0,4.5,2.4,2.1,2.0,72886,15077,12459,1546,98.7,15.0,18.7,12.2,5.6,6.2,18.3,6.9,12.1,1027,1101,3349,31343,12459,79
"Robertson County, Tennessee: Summary level: 050, state:47> county:147",9717,7477,1339,30299,60423,18.5,4.1,5.3,3.4,2.4,2.0,1.0,68108,5705,9424,640,95.1,13.3,14.7,17.3,7.7,15.2,25.0,10.2,10.4,1014,765,3262,25302,9424,0
"Rutherford County, Tennessee: Summary level: 050, state:47> county:149",31351,27733,8492,42185,61157,25.4,8.3,3.9,2.6,2.0,0.8,0.9,302748,31360,30847,1031,96.6,9.0,11.3,15.4,6.1,9.9,20.0,3.9,10.1,3985,2475,11438,111387,30847,279
"Sevier County, Tennessee: Summary level: 050, state:47> county:155",17839,14068,3945,45882,45609,28.7,8.8,5.8,5.7,3.1,2.3,1.4,95728,15180,17530,1172,100.7,16.9,20.0,14.3,4.1,9.2,18.1,5.2,14.1,2097,1361,5635,36098,17530,30
"Shelby County, Tennessee: Summary level: 050, state:47> county:157",117293,96988,31213,42941,47690,26.7,7.7,4.7,2.9,2.0,1.4,1.5,915486,190483,114444,11033,91.0,10.9,14.1,11.4,7.2,10.1,24.4,10.8,17.1,12622,8969,60756,354666,114444,1428
"Sullivan County, Tennessee: Summary level: 050, state:47> county:163",32896,27049,5516,38410,42859,21.2,5.2,7.4,4.5,4.1,2.4,2.7,154265,25022,32406,2383,93.7,19.1,22.8,16.8,6.6,9.5,25.2,8.2,18.7,3804,3370,11006,64795,32406,37
"Sumner County, Tennessee: Summary level: 050, state:47> county:165",27548,23445,5970,44356,60503,21.6,9.2,5.3,4.0,2.6,1.6,1.9,178323,17004,27167,1626,95.2,14.0,16.6,17.3,6.5,11.4,31.3,8.8,16.9,2750,2483,6011,65186,27167,237
"Washington County, Tennessee: Summary level: 050, state:47> county:179",22713,18163,5679,38457,46276,23.2,7.8,5.9,4.8,3.5,2.2,1.4,122934,17802,21843,1192,97.5,16.6,19.0,13.6,8.8,8.4,25.8,11.4,14.5,3071,2113,8654,52707,21843,44
"Williamson County, Tennessee: Summary level: 050, state:47> county:187",26431,24425,11073,71530,106054,37.2,7.8,5.0,2.6,2.3,1.3,0.9,218766,12861,26211,1136,95.8,11.2,12.9,10.8,4.8,6.4,20.0,6.0,11.6,2882,2120,2443,73811,26211,50
"Wilson County, Tennessee: Summary level: 050, state:47> county:189",20366,16710,3792,48434,71153,29.2,3.5,6.7,3.4,2.8,1.1,1.4,131203,10184,19866,1053,96.2,14.6,16.1,18.7,4.4,11.0,21.9,9.9,13.0,2251,1134,3285,47707,19866,0
"Angelina County, Texas: Summary level: 050, state:48> county:005",13810,10280,2243,28555,41161,18.5,0.7,6.1,2.7,2.8,1.5,2.7,84913,16908,12826,954,92.9,13.2,18.0,35.5,22.4,18.0,39.3,14.0,23.8,1296,1114,5446,30210,12826,0
"Bastrop County, Texas: Summary level: 050, state:48> county:021",12224,9389,2808,39353,56508,-999999999.0,-999999999.0,5.2,4.8,1.3,1.2,2.2,80346,10251,11665,1622,104.8,12.8,16.8,24.1,8.5,15.8,27.8,12.7,22.0,2948,632,3065,25975,11665,299
"Bell County, Texas: Summary level: 050, state:48> county:027",35544,29738,8325,50525,52275,24.0,2.6,3.7,2.5,1.8,1.4,1.0,330694,41475,34181,2563,99.2,9.4,11.5,15.1,5.6,11.0,29.4,9.0,16.4,5538,3102,17124,119985,34181,284
"Bexar County, Texas: Summary level: 050, state:48> county:029",226636,169590,52401,42491,53210,23.8,7.1,4.1,2.8,2.0,1.5,1.3,1895930,307296,220835,27404,97.3,10.3,13.2,16.9,8.6,9.7,27.1,8.8,16.0,31018,22285,83101,628924,220835,3362
"Bowie County, Texas: Summary level: 050, state:48> county:037",15314,13479,4330,42222,45997,22.2,9.8,5.9,3.6,3.6,1.5,1.7,87940,17204,14562,665,101.9,14.6,18.1,16.9,5.4,8.6,26.5,7.3,12.6,2085,940,4322,33031,14562,26
"Brazoria County, Texas: Summary level: 050, state:48> county:039",39612,32915,10178,44242,74799,22.2,4.4,3.8,3.2,1.7,1.1,1.4,342548,32885,38281,2727,101.5,10.1,12.2,16.1,7.8,10.1,22.3,10.9,18.1,6019,2391,10083,117168,38281,280
"Brazos County, Texas: Summary level: 050, state:48> county:041",19806,16429,6643,38039,41559,35.3,11.2,3.3,2.2,1.6,1.0,0.9,205036,53402,19086,2571,103.3,8.3,9.7,11.5,4.9,7.2,24.9,7.7,15.7,2236,1515,5661,78272,19086,636
"Cameron County, Texas: Summary level: 050, state:48> county:061",55463,29262,7855,25143,37061,17.7,7.9,4.6,2.8,2.7,1.7,1.3,416883,122269,54346,13933,94.1,12.0,14.2,16.9,10.0,12.6,29.8,17.1,19.8,3713,2494,27849,120499,54346,2035
"Collin County, Texas: Summary level: 050, state:48> county:085",98554,89388,39608,57224,89638,34.4,6.6,4.0,2.7,1.7,1.2,0.8,935794,59604,96796,6457,96.5,9.3,11.6,12.2,4.0,5.3,18.5,5.5,10.0,10549,7245,10740,334794,96796,1775
"Comal County, Texas: Summary level: 050, state:48> county:091",24220,23134,10397,67973,77425,28.5,9.2,6.4,4.3,3.6,2.2,1.4,133570,11575,23755,593,98.0,16.8,19.1,11.9,4.3,7.2,20.3,7.0,12.7,3381,2730,2359,48604,23755,0
"Coryell County, Texas: Summary level: 050, state:48> county:099",7290,6176,1426,37857,51125,12.2,2.2,3.2,2.4,1.8,0.6,1.7,59524,8270,6800,918,102.6,9.8,9.7,25.0,7.9,15.8,35.6,14.0,29.9,1455,1279,2402,22682,6800,0
"Dallas County, Texas: Summary level: 050, state:48> county:113",260391,203935,77454,44344,54399,33.8,8.0,3.7,2.5,1.7,1.2,1.2,2546156,414218,254674,24642,96.9,8.8,11.4,12.5,7.5,8.4,23.9,9.3,15.7,21291,18077,113515,924789,254674,7110
"Denton County, Texas: Summary level: 050, state:48> county:121",75956,68099,27504,57583,80613,33.2,8.2,3.6,2.6,1.6,0.8,0.8,792031,67887,74283,2793,96.7,8.5,10.3,12.2,5.6,7.9,21.0,8.4,14.3,10021,4438,16415,281964,74283,1078
"Ector County, Texas: Summary level: 050, state:48> county:135",15107,11344,2576,43801,53254,35.8,11.9,3.4,2.0,1.5,1.3,1.3,155506,19680,14648,651,103.5,8.1,11.1,17.0,8.7,9.8,26.7,10.4,19.3,1454,997,7648,51012,14648,340
"Ellis County, Texas: Summary level: 050, state:48> county:139",21189,17279,3390,48227,70210,24.5,15.7,4.7,3.6,2.5,1.3,0.5,166345,15427,20582,1706,97.5,11.0,14.1,18.2,5.6,7.4,23.1,7.3,11.4,3481,1744,5804,55586,20582,71
"El Paso County, Texas: Summary level: 050, state:48> county:141",99852,57003,14312,30663,42165,24.2,4.7,3.9,2.7,2.2,1.4,1.6,822857,187442,98129,19940,96.5,10.3,13.5,17.7,12.9,12.9,30.6,12.0,21.3,8728,6785,57836,267376,98129,4748
"Fort Bend County, Texas: Summary level: 050, state:48> county:157",77458,64482,27771,58072,90680,28.8,5.9,4.4,2.4,1.6,1.0,0.9,735455,63468,76297,6013,96.6,9.7,11.2,10.7,5.2,7.0,18.1,7.1,15.7,5618,3811,17067,230121,76297,2427
"Galveston County, Texas: Summary level: 050, state:48> county:167",44002,37896,10343,40564,64939,27.1,3.6,4.8,3.5,2.2,1.5,1.3,321896,41712,42834,3143,97.4,12.1,14.6,15.6,7.6,12.2,28.0,10.4,19.5,4828,4576,13060,120938,42834,227
"Grayson County, Texas: Summary level: 050, state:48> county:181",22564,19840,4659,41197,52095,26.2,4.2,6.2,4.2,3.1,2.0,2.1,125553,15741,22116,2019,95.7,15.2,19.9,21.7,12.2,11.3,27.5,8.0,17.1,2934,2597,5154,47135,22116,441
"Gregg County, Texas: Summary level: 050, state:48> county:183",18119,14970,4977,38075,44219,26.7,5.7,4.9,3.2,2.4,2.1,2.0,119930,21654,17126,1660,97.7,12.7,16.6,20.8,4.5,9.6,30.2,14.9,19.7,1774,1817,7152,45231,17126,65
"Guadalupe County, Texas: Summary level: 050, state:48> county:187",21127,16237,3848,52205,68157,25.2,4.4,5.2,3.3,2.4,1.3,1.4,153180,15983,20491,1483,97.6,12.6,14.6,21.9,6.4,12.5,27.0,9.1,14.5,3602,1874,3673,51935,20491,0
"Harris County, Texas: Summary level: 050, state:48> county:201",447742,351410,135556,44202,56377,28.4,7.5,3.7,2.4,1.6,1.0,1.0,4543604,755013,440499,51215,98.8,8.7,10.8,13.0,6.9,9.3,23.4,8.6,15.8,38743,28773,211703,1606399,440499,12604
"Harrison County, Texas: Summary level: 050, state:48> county:203",10403,8665,2298,40255,46548,22.3,4.9,5.6,3.9,2.2,1.9,2.1,64801,11727,10008,979,92.1,14.3,16.8,7.4,1.6,7.7,17.9,5.3,11.0,1448,744,3909,23742,10008,0
"Hays County, Texas: Summary level: 050, state:48> county:209",21493,18185,8462,61380,64658,33.0,7.1,3.5,3.5,2.0,0.8,0.8,196461,27807,21354,1095,95.9,10.0,11.0,13.7,4.2,7.8,19.8,8.6,16.7,3778,1653,4528,71267,21354,37
"Henderson County, Texas: Summary level: 050, state:48> county:213",17072,13552,3252,33694,44088,18.3,7.3,7.4,4.9,4.2,2.7,2.2,78211,11545,16537,1723,92.7,20.5,22.2,16.7,9.7,8.7,27.1,9.2,14.4,2431,2085,3957,30403,16537,0
