,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_010E,S2301_C02_011E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_010E,S1701_C02_010E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_026E,S1810_C03_036E,S1810_C03_044E,S1810_C03_052E,S1810_C03_060E,S1810_C03_067E,S2101_C03_012E,S2101_C03_013E,S2201_C03_001E,S2201_C01_001E,S2701_C01_011E,S2701_C04_011E
"Osceola County, Florida: Summary level: 050, state:12> county:097",43886,33129,6617,35612,51436,19.4,7.2,4.7,3.3,2.1,1.5,1.5,334120,49508,43107,6406,95.0,12.0,14.1,12.4,6.7,5.5,23.9,7.3,15.7,3881,2560,20188,97569,43107,2057
"Pasco County, Florida: Summary level: 050, state:12> county:101",116942,98492,20841,36878,46264,13.7,3.2,6.9,5.9,4.3,3.2,2.5,504332,66699,114856,11297,95.0,21.5,24.1,15.6,5.9,7.6,23.7,6.9,13.1,13242,12152,27453,195628,114856,1356
"Pinellas County, Florida: Summary level: 050, state:12> county:103",229063,201477,63147,37675,50036,24.0,5.1,7.3,5.5,4.5,2.8,3.7,946232,125474,222961,20414,92.0,22.0,25.5,14.7,7.1,7.8,21.2,7.1,12.8,24618,26087,45824,407268,222961,967
"Polk County, Florida: Summary level: 050, state:12> county:105",133486,110310,25957,38678,46355,15.3,7.3,6.6,5.0,3.8,2.6,2.1,652803,106975,131538,13229,95.8,18.8,21.2,16.7,8.3,9.9,23.7,8.2,15.1,14177,13368,34141,226429,131538,2883
"Putnam County, Florida: Summary level: 050, state:12> county:107",15814,12431,2812,35450,38239,9.9,3.2,5.7,6.6,4.1,3.0,2.5,70904,14099,15539,1589,103.1,20.4,23.4,16.6,5.7,7.2,21.4,5.1,14.8,2002,2031,5668,28025,15539,0
"St. Johns County, Florida: Summary level: 050, state:12> county:109",44235,42418,17824,53732,78581,22.9,9.2,7.3,4.5,3.1,1.8,2.2,231315,17568,43792,1730,96.1,17.8,19.8,9.9,4.5,6.8,16.6,5.6,9.9,6156,4446,4573,84187,43792,50
"St. Lucie County, Florida: Summary level: 050, state:12> county:111",72200,60378,15205,39242,44804,16.1,4.9,6.7,6.0,4.4,2.9,3.5,303829,54771,71386,9613,94.3,22.6,24.5,18.4,7.4,8.5,22.7,8.5,12.4,6310,7265,14234,111617,71386,2749
"Santa Rosa County, Florida: Summary level: 050, state:12> county:113",25807,22981,7235,52347,63619,22.5,8.7,5.9,3.6,2.7,1.6,1.4,163357,16505,25118,1380,103.6,14.1,16.2,17.0,7.7,10.0,30.9,8.2,14.5,4042,2919,7562,61817,25118,0
"Sarasota County, Florida: Summary level: 050, state:12> county:115",145723,136498,56600,47234,54989,18.9,5.8,10.1,8.3,6.7,4.6,5.6,407110,43026,143332,9786,91.9,33.6,36.9,13.5,4.3,4.4,15.9,4.6,9.3,12259,18569,12197,176191,143332,526
"Seminole County, Florida: Summary level: 050, state:12> county:117",69145,61863,22462,45899,61311,27.2,6.9,5.2,3.7,2.4,2.0,1.8,452332,52799,67836,5421,93.1,13.5,16.7,13.9,5.4,6.6,19.5,6.4,12.4,6973,5486,15188,167549,67836,1065
"Sumter County, Florida: Summary level: 050, state:12> county:119",69823,66129,24480,57738,54562,8.7,3.7,18.1,16.6,11.1,6.9,3.6,114285,11366,69472,4843,98.3,54.9,57.7,11.6,4.9,3.6,14.7,5.8,9.1,8626,7239,2636,51781,69472,136
"Volusia County, Florida: Summary level: 050, state:12> county:127",126951,112701,31128,39447,45366,16.7,6.2,8.2,5.3,4.4,3.3,2.9,519158,72083,124133,12569,95.8,22.3,25.6,17.2,6.6,8.9,23.6,6.8,13.2,14422,14146,29446,214039,124133,195
"Walton County, Florida: Summary level: 050, state:12> county:131",12971,11580,4781,41540,56246,22.4,2.7,7.5,5.3,1.9,2.8,2.2,63804,7529,12720,623,107.9,18.4,21.0,20.1,11.6,9.0,24.6,10.6,17.1,1727,1047,2733,27207,12720,0
"Barrow County, Georgia: Summary level: 050, state:13> county:013",8899,7101,1331,45196,54256,21.1,14.7,4.3,3.5,2.1,0.8,0.9,76668,10941,8776,892,96.9,10.8,12.3,18.8,10.5,10.9,29.4,17.3,21.2,1080,562,3771,24865,8776,269
"Bartow County, Georgia: Summary level: 050, state:13> county:015",13723,10873,1911,40196,51405,17.8,4.7,4.6,3.8,2.5,1.3,1.0,102749,17105,13508,2204,98.3,12.2,14.2,15.3,11.8,14.4,25.9,8.1,22.4,2256,917,6341,36430,13508,208
"Bibb County, Georgia: Summary level: 050, state:13> county:021",22470,16564,4466,30433,36724,17.7,7.7,5.2,3.5,2.2,1.9,1.9,146422,38556,21687,4470,88.4,12.5,16.7,13.4,10.2,10.2,28.1,10.1,20.4,2185,1266,11547,57692,21687,70
"Bulloch County, Georgia: Summary level: 050, state:13> county:031",8241,6221,1239,47819,43982,26.8,0.0,3.5,2.9,1.9,1.6,1.1,66003,16546,8076,934,101.7,10.2,11.8,6.9,9.5,4.9,23.7,11.3,14.5,983,795,4625,26411,8076,124
"Carroll County, Georgia: Summary level: 050, state:13> county:045",15109,10668,2121,39239,51228,22.0,0.6,4.6,3.5,1.7,1.7,1.4,112291,14584,14820,1309,99.2,11.5,14.5,18.7,3.2,13.2,30.1,7.0,17.7,1312,1011,6468,40516,14820,0
"Catoosa County, Georgia: Summary level: 050, state:13> county:047",11375,9556,2080,41743,55717,-999999999.0,-999999999.0,6.7,3.8,3.6,1.9,1.1,65625,6033,11141,396,98.5,14.7,19.5,23.1,8.6,10.5,36.9,9.6,19.4,1084,1139,2525,24743,11141,0
"Chatham County, Georgia: Summary level: 050, state:13> county:051",41804,35770,14632,46287,53964,25.3,3.4,5.4,3.2,2.5,1.4,1.9,275625,43398,40679,2600,92.9,12.9,15.9,14.3,5.5,10.5,25.0,9.6,14.1,6081,4188,16047,110185,40679,198
"Cherokee County, Georgia: Summary level: 050, state:13> county:057",31344,27886,10565,51915,77950,29.8,5.3,4.9,3.7,2.1,1.2,1.1,239394,17610,31149,1911,97.0,11.2,14.6,13.1,7.2,9.1,18.2,5.5,11.3,4453,1695,4877,84088,31149,936
"Clarke County, Georgia: Summary level: 050, state:13> county:059",12442,10854,5083,41992,34999,17.2,6.4,4.0,2.2,2.1,0.9,0.8,114600,31693,12155,699,92.8,8.3,11.5,10.6,6.5,7.6,27.9,9.0,16.2,1188,771,7646,47563,12155,153
"Clayton County, Georgia: Summary level: 050, state:13> county:063",25111,18871,4534,39530,45252,18.6,9.0,3.7,2.5,1.4,0.7,0.7,273992,56658,24797,3542,85.5,8.3,9.6,9.5,10.0,11.2,21.6,6.0,15.0,2650,1319,22050,94346,24797,64
"Cobb County, Georgia: Summary level: 050, state:13> county:067",85650,77090,31488,53033,70947,28.6,7.9,4.5,2.8,1.8,1.3,1.1,737148,70868,84103,5265,93.4,10.3,12.5,12.0,5.7,7.9,20.5,6.5,11.3,9694,7108,20818,277949,84103,890
"Columbia County, Georgia: Summary level: 050, state:13> county:073",18599,15809,4330,48000,72737,24.3,16.5,4.5,3.2,2.3,1.0,1.6,146755,10627,18337,1161,95.1,11.8,13.4,10.0,7.8,10.5,18.3,8.2,12.7,3025,1765,2803,47513,18337,0
"Coweta County, Georgia: Summary level: 050, state:13> county:077",17689,14848,4330,48737,71220,32.0,7.6,4.8,3.0,2.8,1.1,0.9,138947,13165,17575,626,94.4,11.3,13.8,14.7,4.8,5.3,16.1,3.1,10.2,1933,1678,4923,50503,17575,70
"DeKalb County, Georgia: Summary level: 050, state:13> county:089",82289,71265,32006,45276,56109,26.8,7.0,4.3,2.7,1.8,1.2,1.1,725695,125609,80501,8608,89.8,9.6,12.5,10.9,8.5,9.4,24.2,7.9,17.1,7519,5582,41328,281356,80501,654
"Dougherty County, Georgia: Summary level: 050, state:13> county:095",12934,9992,2726,37450,37222,26.2,7.7,5.3,3.1,2.3,2.2,1.5,86591,25847,12579,1485,83.3,12.9,15.6,14.0,7.6,13.9,25.5,9.7,15.9,1117,1252,9159,34264,12579,0
"Douglas County, Georgia: Summary level: 050, state:13> county:097",15924,12644,2373,42817,62445,17.4,6.2,5.4,2.5,1.8,0.9,0.5,140531,17528,15685,1518,93.6,10.4,12.0,14.2,10.7,4.0,17.9,5.0,8.3,2202,1150,6092,48901,15685,417
"Fayette County, Georgia: Summary level: 050, state:13> county:113",19358,17829,6264,59954,80626,22.8,2.1,7.0,4.0,2.6,1.8,2.0,111052,6161,19135,728,93.3,16.1,18.5,13.8,5.0,11.7,19.0,6.8,13.6,2742,1504,1704,40046,19135,339
"Floyd County, Georgia: Summary level: 050, state:13> county:115",15557,11583,3904,33540,49865,17.6,9.4,4.7,4.6,3.0,2.2,1.5,92504,11739,14941,993,94.9,14.5,17.7,20.6,7.2,12.2,25.3,12.6,16.8,1662,1519,5626,35411,14941,145
"Forsyth County, Georgia: Summary level: 050, state:13> county:117",26658,23700,9203,52411,100909,24.3,9.2,4.5,3.1,2.1,1.3,1.2,220212,13001,26453,2108,98.6,10.8,13.3,11.7,5.4,7.3,21.1,7.0,13.6,2943,2461,2700,72208,26453,349
"Fulton County, Georgia: Summary level: 050, state:13> county:121",113313,100709,46922,42180,63510,24.1,9.9,4.2,2.6,1.8,1.2,1.3,991572,155061,110666,12041,93.7,9.5,12.5,10.9,5.3,8.5,22.5,7.7,15.0,8935,8292,48043,396184,110666,1219
"Glynn County, Georgia: Summary level: 050, state:13> county:127",15224,13502,4329,39548,48926,22.0,6.4,5.1,5.8,3.6,1.7,1.8,83335,17140,14699,1417,88.6,16.7,19.2,12.8,3.1,6.6,18.2,6.1,11.4,1959,1662,5283,31757,14699,0
"Gwinnett County, Georgia: Summary level: 050, state:13> county:135",84703,73376,27484,49975,67155,29.0,6.1,3.9,2.1,1.6,0.9,0.8,900628,102496,83933,6451,95.6,8.3,10.3,10.8,4.1,5.5,17.1,5.8,11.9,7915,5780,25169,290405,83933,2908
"Hall County, Georgia: Summary level: 050, state:13> county:139",28139,23890,7539,50194,54917,22.0,7.4,4.7,4.1,2.8,1.7,1.1,194975,25795,27923,1891,98.3,12.8,15.8,13.9,5.0,10.9,21.5,7.4,13.3,2761,2177,8184,62038,27923,545
"Henry County, Georgia: Summary level: 050, state:13> county:151",23946,20308,4415,44849,66905,16.0,8.5,4.2,2.8,1.9,0.9,0.9,220488,21047,23799,1830,91.6,10.0,11.5,11.8,7.3,8.3,16.8,4.8,12.4,3037,2164,7351,74473,23799,0
"Houston County, Georgia: Summary level: 050, state:13> county:153",19222,15796,3889,49558,62493,19.2,7.5,4.4,2.9,2.1,1.7,1.5,149601,24445,18851,2277,96.0,11.4,13.8,17.7,7.8,8.8,27.6,6.1,13.9,3292,2375,7398,55901,18851,453
"Liberty County, Georgia: Summary level: 050, state:13> county:179",5270,4166,680,35009,45138,33.3,3.2,2.6,2.7,1.8,0.7,0.7,60133,7862,5168,497,106.6,6.9,10.1,7.3,4.2,12.2,22.4,9.7,12.3,650,545,3062,22952,5168,0
"Lowndes County, Georgia: Summary level: 050, state:13> county:185",13520,11097,2755,40549,41449,16.2,5.6,4.0,3.1,1.6,1.5,1.7,110404,24127,13260,2207,95.9,10.4,13.2,21.2,10.2,14.3,28.6,12.8,17.4,1586,1359,7260,40835,13260,265
"Muscogee County, Georgia: Summary level: 050, state:13> county:215",25117,20064,4881,31566,40060,17.9,5.7,3.9,3.4,2.3,1.6,1.6,189813,41236,24626,3355,96.4,10.4,14.9,17.4,9.2,17.2,34.2,13.9,22.2,3756,2568,13827,73051,24626,236
"Newton County, Georgia: Summary level: 050, state:13> county:217",13288,9254,1692,32392,48628,15.5,1.4,4.6,3.1,1.2,1.5,2.0,105573,23299,13021,1336,87.6,11.5,13.2,24.5,10.5,16.0,32.5,7.4,17.5,1726,1286,7693,35825,13021,226
"Paulding County, Georgia: Summary level: 050, state:13> county:223",16855,14332,2916,36424,60856,16.9,8.9,4.1,2.9,2.0,1.1,0.7,154632,13462,16661,1586,94.6,9.9,11.7,16.4,11.5,12.1,29.8,7.1,15.1,2786,1132,6448,53249,16661,0
"Richmond County, Georgia: Summary level: 050, state:13> county:245",26882,19810,4889,37572,41419,26.6,10.2,4.6,3.5,2.2,1.8,1.3,192296,48523,25987,2639,93.4,11.2,15.3,17.1,6.4,12.0,35.1,10.9,19.6,3382,2456,16340,75909,25987,62
"Rockdale County, Georgia: Summary level: 050, state:13> county:247",12217,9684,2146,46665,56820,19.7,0.0,5.2,4.0,1.9,1.3,1.3,88373,12616,11930,517,89.1,13.0,14.2,16.8,4.6,3.5,16.3,6.3,11.0,1662,923,3939,30381,11930,157
"Troup County, Georgia: Summary level: 050, state:13> county:285",9840,7224,1533,30876,42371,19.3,4.1,5.2,3.7,2.7,1.1,1.4,68200,14790,9547,1211,95.8,12.2,15.9,20.5,11.3,6.5,25.4,8.8,14.0,1150,666,3735,24493,9547,0
"Walker County, Georgia: Summary level: 050, state:13> county:295",11877,8292,1491,27437,39209,17.1,4.4,4.6,5.8,3.7,1.6,1.8,66606,13758,11458,632,101.9,15.2,19.9,14.6,7.6,18.6,31.7,8.9,24.0,980,672,4088,25110,11458,0
"Walton County, Georgia: Summary level: 050, state:13> county:297",13443,10594,2247,36931,53202,19.6,2.2,5.4,4.1,2.4,2.1,1.0,88636,12057,13067,1381,97.3,13.1,16.6,11.0,5.3,7.7,20.8,7.6,13.8,1332,1250,3745,30715,13067,0
"Whitfield County, Georgia: Summary level: 050, state:13> county:313",14052,8970,1710,31283,46399,24.3,10.3,4.3,3.8,1.9,1.5,1.9,103115,18184,13780,1424,99.8,12.0,14.9,14.9,10.8,10.0,23.6,8.4,17.8,983,679,4658,35858,13780,0
"Hawaii County, Hawaii: Summary level: 050, state:15> county:001",37959,34282,10606,42335,55750,26.2,8.0,8.1,4.0,2.5,2.1,2.5,195238,30154,37489,4241,99.5,18.8,19.5,18.8,10.4,15.2,21.4,8.7,16.9,4045,2880,14371,69818,37489,126
"Honolulu County, Hawaii: Summary level: 050, state:15> county:003",164651,138476,48878,69427,80513,35.3,6.2,5.3,3.7,2.7,2.1,2.8,960055,81533,160918,14276,102.3,14.4,18.8,13.5,4.0,10.6,22.5,9.2,16.6,14832,16328,30212,309169,160918,474
"Kauai County, Hawaii: Summary level: 050, state:15> county:007",13514,11110,3989,64151,71344,33.3,7.7,8.0,3.7,3.1,1.8,2.2,71444,4333,13252,1039,94.8,18.3,19.2,14.8,5.8,7.9,25.1,8.2,17.5,1239,971,2341,23214,13252,34
"Maui County, Hawaii: Summary level: 050, state:15> county:009",27396,23996,8486,61250,72257,32.0,10.8,6.6,3.7,2.7,1.3,2.2,162611,13544,27055,1793,98.6,15.5,17.6,14.0,4.1,8.9,20.7,7.3,13.4,3343,1357,7084,53612,27055,192
"Ada County, Idaho: Summary level: 050, state:16> county:001",61330,56587,21756,40010,61301,19.5,6.4,5.3,3.3,2.0,1.7,1.5,436099,47122,60336,7509,100.1,12.6,15.0,15.3,7.5,7.4,18.2,5.5,10.6,6583,5420,11995,167026,60336,1255
"Bannock County, Idaho: Summary level: 050, state:16> county:005",11325,9891,3441,48030,48429,22.1,10.9,5.6,2.8,2.0,1.2,1.8,82162,13683,11197,779,97.1,12.8,14.0,19.0,4.9,7.9,19.2,7.9,13.6,1695,1147,4681,30106,11197,52
"Bonneville County, Idaho: Summary level: 050, state:16> county:019",15012,14252,4394,43583,59706,24.8,6.8,5.2,2.8,2.1,1.3,2.0,110716,11958,14753,686,101.2,12.4,14.4,20.0,7.3,10.7,20.9,7.1,11.8,1841,1430,4232,38464,14753,118
"Canyon County, Idaho: Summary level: 050, state:16> county:027",28139,24033,5328,37641,48437,22.4,3.9,4.2,3.9,2.4,1.4,1.3,208114,31822,28004,3551,96.8,12.5,14.1,17.0,4.0,7.2,20.5,4.0,11.9,3928,2546,10133,69859,28004,159
"Kootenai County, Idaho: Summary level: 050, state:16> county:055",27700,25136,6796,42486,51765,13.9,0.9,6.4,4.5,2.7,2.5,1.9,152436,24813,27199,2432,97.8,16.8,19.1,19.7,4.6,8.8,21.3,6.2,8.4,3549,3177,7515,58875,27199,0
"Twin Falls County, Idaho: Summary level: 050, state:16> county:083",12544,11000,2095,37189,51210,16.4,8.5,4.3,3.9,3.0,1.6,2.2,82244,12017,12254,1003,94.6,14.2,15.8,15.7,4.5,8.4,18.9,6.3,15.2,1409,1716,3790,30119,12254,0
"Adams County, Illinois: Summary level: 050, state:17> county:001",12888,11271,2420,39656,51624,30.6,9.2,5.1,5.2,3.5,2.4,3.1,65050,8041,11846,1294,96.6,16.9,21.7,14.0,4.3,8.2,21.9,6.9,12.4,1035,965,3396,27414,11846,21
"Champaign County, Illinois: Summary level: 050, state:17> county:019",24538,22388,8794,52272,50335,32.3,8.6,4.0,2.4,1.9,1.4,2.1,192334,37842,23603,1904,98.3,10.5,13.0,13.3,8.1,7.2,22.3,8.3,14.3,2570,2052,7165,81856,23603,143
"Cook County, Illinois: Summary level: 050, state:17> county:031",705985,560938,190990,37257,60046,24.7,5.8,4.5,3.3,2.3,1.7,1.8,5115390,763242,683118,83696,94.4,11.7,15.3,11.7,7.1,8.8,23.3,9.2,16.0,48392,46406,297634,1963973,683118,8529
"DeKalb County, Illinois: Summary level: 050, state:17> county:037",12022,10309,4295,48859,59285,29.9,11.2,3.7,2.8,1.1,2.1,1.8,99374,18120,11608,557,102.1,10.2,12.8,14.8,4.2,7.1,14.1,5.1,11.2,1516,1037,5377,36690,11608,0
"DuPage County, Illinois: Summary level: 050, state:17> county:043",133497,119533,51189,53674,84908,31.6,6.7,5.0,3.5,2.1,1.8,2.0,916826,63806,129192,7290,96.2,12.8,15.9,12.0,5.4,7.2,17.8,7.9,14.8,10087,10361,20466,341320,129192,2033
"Kane County, Illinois: Summary level: 050, state:17> county:089",67093,56417,20271,45223,73347,25.3,8.1,4.2,3.4,2.0,1.4,1.6,525815,56729,65478,5523,99.5,11.3,13.9,10.8,4.4,7.7,19.4,6.4,13.3,5915,5414,22131,175360,65478,782
"Kankakee County, Illinois: Summary level: 050, state:17> county:091",17158,14730,2334,41707,54911,28.0,6.3,5.7,3.1,2.7,2.0,2.2,105009,14338,16528,1709,95.9,14.0,17.2,13.0,4.8,5.1,25.8,8.8,16.1,2038,1617,7252,39314,16528,0
"Kendall County, Illinois: Summary level: 050, state:17> county:093",12803,10279,2716,38773,90482,21.7,33.5,2.7,3.2,2.7,0.6,1.0,124323,5968,12696,1328,97.0,8.3,12.2,10.8,3.8,9.3,18.6,7.1,13.0,1393,1017,4097,40752,12696,315
"Lake County, Illinois: Summary level: 050, state:17> county:097",91993,81272,35608,57466,83152,31.0,9.4,4.8,3.0,2.1,1.4,1.7,686476,58653,89330,5387,100.1,11.8,14.4,11.5,4.5,8.3,20.4,8.9,13.8,7242,7078,21080,244390,89330,538
"Grand Traverse County, Michigan: Summary level: 050, state:26> county:055",17208,16243,5993,45029,58532,23.6,6.1,6.7,4.4,2.4,2.3,2.9,89688,9739,16728,1244,94.2,16.8,20.4,11.8,5.7,6.1,15.7,6.2,10.7,1773,1622,4142,37252,16728,106
"Ingham County, Michigan: Summary level: 050, state:26> county:065",35979,32322,12388,44069,49139,20.5,4.0,4.0,3.5,2.3,1.1,1.6,269277,54799,35437,2848,93.5,11.2,13.7,15.9,4.6,8.1,19.1,5.2,13.8,4070,2589,14578,111779,35437,130
"Isabella County, Michigan: Summary level: 050, state:26> county:073",8200,7121,2023,42412,41868,23.3,3.1,3.9,2.7,2.0,1.6,1.3,64722,15601,8019,670,95.1,10.4,12.6,19.4,8.8,9.4,19.9,6.8,13.2,979,696,3383,23920,8019,126
"Jackson County, Michigan: Summary level: 050, state:26> county:075",26611,23783,5281,41230,50009,15.0,3.6,5.8,3.8,2.9,2.2,2.1,148983,19592,25626,974,104.3,15.1,18.6,17.7,4.3,5.9,24.2,6.8,11.4,3583,1903,7208,59993,25626,0
"Kalamazoo County, Michigan: Summary level: 050, state:26> county:077",37287,34533,14529,43541,53138,24.8,5.6,4.9,3.4,2.4,1.7,2.0,252877,43413,36283,2301,95.4,12.8,15.7,17.3,5.1,7.3,20.3,7.3,14.1,3891,3366,11824,102336,36283,61
"Kent County, Michigan: Summary level: 050, state:26> county:081",82138,71825,24143,42086,59668,27.8,6.2,4.3,3.0,2.1,1.6,1.8,630913,75539,79659,5998,97.3,11.3,14.2,14.5,4.5,7.8,20.2,7.6,13.2,8089,7071,27098,238472,79659,113
"Lapeer County, Michigan: Summary level: 050, state:26> county:087",15049,13078,1988,45035,54309,17.9,9.5,6.7,3.8,3.0,2.1,1.5,86772,10064,14798,954,105.5,15.8,18.3,14.6,3.5,5.8,22.3,5.2,9.7,2012,1651,5396,33178,14798,19
"Lenawee County, Michigan: Summary level: 050, state:26> county:091",17254,15040,2939,41522,51918,20.7,5.3,6.6,4.1,2.9,1.5,2.4,93488,11686,16459,1691,104.0,15.4,19.7,14.7,3.8,6.3,21.2,10.1,16.2,2243,1392,3610,37781,16459,0
"Livingston County, Michigan: Summary level: 050, state:26> county:093",29986,27337,8406,49527,78038,22.4,6.5,5.8,4.1,2.9,1.9,1.2,187232,10727,29594,1817,100.9,14.9,16.9,12.0,5.6,5.8,18.4,5.2,10.9,3448,2604,3757,70787,29594,0
"Macomb County, Michigan: Summary level: 050, state:26> county:099",140974,119730,24220,41166,60143,20.2,4.0,5.3,4.0,2.6,1.8,2.5,859990,93270,137572,11074,95.0,14.3,18.1,14.8,5.6,10.4,23.7,8.6,14.9,14507,12168,40017,342255,137572,388
"Marquette County, Michigan: Summary level: 050, state:26> county:103",11848,10760,3470,40055,51275,16.1,1.4,5.6,4.9,2.7,2.1,2.4,62151,10108,11335,764,103.7,17.0,18.7,19.7,8.9,5.9,19.3,9.0,11.2,1872,1228,2334,25822,11335,0
"Midland County, Michigan: Summary level: 050, state:26> county:111",14557,13332,4577,42265,57269,12.4,6.4,5.9,3.4,3.5,1.9,2.7,81940,6711,14118,850,97.0,15.4,19.4,17.3,4.8,5.9,23.3,5.5,13.1,1448,1381,3891,34381,14118,51
"Monroe County, Michigan: Summary level: 050, state:26> county:115",25202,20747,3927,42454,60799,18.3,1.3,6.6,3.5,3.1,1.6,2.1,148024,14320,24546,1708,97.5,15.7,18.1,15.0,8.2,11.8,23.6,7.7,15.4,3782,2170,6826,58789,24546,0
"Muskegon County, Michigan: Summary level: 050, state:26> county:121",27740,24038,5198,36777,44264,21.0,5.9,5.7,3.7,2.7,1.9,2.0,166881,31910,27149,1781,98.7,14.2,17.8,16.8,3.5,8.3,21.5,6.3,11.6,3236,2517,12570,65437,27149,0
"Oakland County, Michigan: Summary level: 050, state:26> county:125",198202,178023,69867,47934,71920,27.5,7.7,5.6,3.8,2.6,1.7,2.3,1233237,104971,194484,13349,95.2,14.2,17.6,13.4,4.7,8.2,19.0,7.1,13.6,17104,16202,37481,500750,194484,566
"Ottawa County, Michigan: Summary level: 050, state:26> county:139",39252,34745,11056,43009,64513,24.4,6.4,4.6,3.4,1.9,1.5,2.5,272156,25957,38326,1228,96.0,12.7,15.0,18.5,5.5,9.1,18.6,6.2,12.5,4131,3720,8306,100425,38326,42
"Saginaw County, Michigan: Summary level: 050, state:26> county:145",35124,29837,5716,40975,45849,16.6,7.1,6.4,4.0,3.4,2.4,2.1,185941,32331,34004,3035,95.8,16.4,20.0,15.4,4.7,10.1,23.4,6.7,14.1,2893,3353,13429,78494,34004,0
"St. Clair County, Michigan: Summary level: 050, state:26> county:147",28035,23280,4281,41419,51864,15.5,6.2,6.2,4.1,3.4,1.9,1.9,157777,21899,27340,1874,98.9,16.1,19.0,16.3,5.5,10.2,19.8,6.1,11.4,3541,2659,10653,65681,27340,31
"Shiawassee County, Michigan: Summary level: 050, state:26> county:155",11790,10444,1274,38408,53244,12.7,5.1,5.1,5.1,2.5,2.4,2.1,67817,7392,11558,440,97.7,15.6,18.8,19.7,5.8,6.4,20.6,7.4,10.9,1287,810,4381,28071,11558,0
"Van Buren County, Michigan: Summary level: 050, state:26> county:159",12656,10617,2421,35114,47917,23.6,6.4,6.4,4.0,2.2,2.1,2.1,74396,12872,12437,867,99.4,15.8,17.8,17.8,3.4,6.0,14.9,3.7,10.2,1792,1360,4873,29337,12437,75
"Washtenaw County, Michigan: Summary level: 050, state:26> county:161",46993,43520,22921,54526,65601,30.1,6.2,4.7,3.2,1.8,1.5,1.6,344193,50914,46215,3314,97.5,11.6,14.1,12.4,3.3,5.2,16.5,5.6,8.7,3662,3948,11896,140079,46222,20
"Wayne County, Michigan: Summary level: 050, state:26> county:163",251806,205816,49811,36819,43464,19.3,4.7,5.1,3.3,2.3,1.7,2.0,1727249,391366,246277,30300,92.8,12.6,16.1,13.6,8.3,10.8,25.9,10.6,18.4,23249,18480,163095,677208,246277,1220
"Anoka County, Minnesota: Summary level: 050, state:27> county:003",44569,39629,9751,46168,76533,23.7,6.0,5.0,3.2,2.2,1.3,1.2,342476,22871,44076,2657,99.2,11.5,14.3,14.4,5.9,6.3,16.1,5.8,11.2,5094,3876,9657,126477,44076,76
"Blue Earth County, Minnesota: Summary level: 050, state:27> county:013",8846,8228,2649,45577,53869,30.4,5.4,4.5,2.8,1.9,2.0,2.1,62829,10188,8326,655,99.9,12.1,14.5,12.8,6.2,5.8,14.7,5.2,8.5,989,814,2374,25687,8326,0
"Carver County, Minnesota: Summary level: 050, state:27> county:019",10952,10133,3363,43889,92455,33.2,6.5,3.8,2.4,1.5,1.8,1.3,99427,4038,10757,1042,99.5,9.8,12.0,12.3,4.8,3.6,14.2,4.5,6.6,1346,1216,1471,36784,10757,33
"Dakota County, Minnesota: Summary level: 050, state:27> county:037",54953,50701,17775,49593,78662,30.1,8.6,5.0,2.9,1.9,1.8,1.6,414759,22262,53664,2314,97.1,11.8,14.5,13.6,2.9,5.6,14.9,6.5,10.6,5227,5590,7862,159765,53664,114
"Hennepin County, Minnesota: Summary level: 050, state:27> county:053",162699,149791,63923,46525,71200,30.0,5.9,4.5,3.1,1.8,1.7,2.0,1210680,131859,157442,11002,97.7,11.6,14.8,12.1,4.8,7.6,17.6,7.2,14.0,15533,15558,45332,502061,157442,500
"Olmsted County, Minnesota: Summary level: 050, state:27> county:109",22832,20732,7151,46459,72428,30.0,5.8,4.6,3.3,2.6,2.2,2.3,150736,13844,22087,1333,96.0,13.6,16.1,11.4,6.4,6.4,16.1,5.1,11.2,2099,2298,4395,61357,22087,34
"Ramsey County, Minnesota: Summary level: 050, state:27> county:123",73600,67310,26725,46238,60369,27.6,3.6,4.7,3.0,2.0,1.7,2.1,526683,72994,70951,6416,94.9,11.9,15.3,14.2,4.8,8.0,20.1,9.0,15.7,6269,6618,26020,208743,70951,171
"Rice County, Minnesota: Summary level: 050, state:27> county:131",9788,8621,2499,51397,69135,25.9,9.6,4.4,4.0,2.6,1.9,2.0,57438,5285,9251,398,105.6,13.2,16.8,15.2,3.3,6.8,18.5,7.4,15.0,972,986,1517,22895,9251,0
"St. Louis County, Minnesota: Summary level: 050, state:27> county:137",36051,32182,8149,37076,49825,20.5,4.0,6.4,3.9,2.9,2.2,2.6,191912,29101,34632,2626,100.6,16.4,19.6,15.8,5.4,5.3,17.3,6.4,10.7,3966,3882,9131,85170,34632,0
"Scott County, Minnesota: Summary level: 050, state:27> county:139",13792,12644,3511,41930,88765,35.9,7.5,3.0,2.9,1.5,0.7,1.5,141753,9387,12990,859,98.9,8.9,10.3,10.2,4.5,5.9,15.4,4.5,9.1,1608,1192,1944,48237,12990,10
