,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C03_014E,S1903_C03_001E,S2301_C03_010E,S2301_C02_011E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_010E,S1701_C02_010E,S0101_C01_033E,S0101_C03_030E,S0101_C05_030E,S1810_C03_026E,S1810_C03_036E,S1810_C03_044E,S1810_C03_052E,S1810_C03_060E,S1810_C03_067E,S2101_C03_012E,S2101_C03_013E,S2201_C03_001E,S2201_C01_001E,S2701_C01_013E,S2701_C04_013E
"Shawnee County, Kansas: Summary level: 050, state:20> county:177",33269,32009,10749,44850,59441,23.8,4.0,10624,8519,7064,3426,3636,172033,14816,31737,1649,94.0,14492,18777,12.2,5.5,6.7,19.0,5.9,13.5,3594,3037,5260,73172,31737,30
"Campbell County, Kentucky: Summary level: 050, state:21> county:037",15439,12645,4410,38058,66439,27.6,7.2,5654,3682,2041,1781,2281,90333,10133,14974,1722,95.7,7057,8382,14.6,4.4,7.9,22.8,8.2,12.1,1323,918,2559,38110,14974,5
"Hardin County, Kentucky: Summary level: 050, state:21> county:093",16389,14369,3491,37916,57463,19.4,7.2,5624,4451,2954,1873,1487,106800,10418,15933,1697,100.3,7239,9150,19.0,2.9,11.4,23.6,3.6,16.1,2881,1390,3263,42644,15933,0
"Fayette County, Kentucky: Summary level: 050, state:21> county:067",44226,40397,17940,52491,58356,25.6,8.5,15036,11440,8002,5369,4379,310470,48298,42812,4037,96.1,19051,25175,12.9,5.5,8.0,21.5,7.4,15.4,3566,3561,10599,131929,42812,284
"Litchfield County, Connecticut: Summary level: 050, state:09> county:005",39673,36439,13649,62868,81195,32.2,11.0,11556,11344,8156,3103,5514,178078,12931,38807,1643,99.3,18307,21366,9.1,3.2,6.3,17.7,6.1,11.1,3246,3885,4860,73969,38807,0
"Palm Beach County, Florida: Summary level: 050, state:12> county:099",364559,326981,140028,54629,66623,28.0,7.3,93089,83769,75944,51483,60274,1473989,167854,359472,35311,94.1,161708,202851,12.0,6.0,7.8,19.2,7.0,12.0,17790,35087,51769,568915,359472,6055
"Miami-Dade County, Florida: Summary level: 050, state:12> county:086",452047,292836,99481,31508,55171,26.7,6.8,128834,112309,86567,58235,66102,2683078,417629,444184,96460,94.4,187994,264053,9.1,7.4,11.6,21.3,10.7,15.6,10987,7918,198465,912805,444184,10051
"Sumter County, Florida: Summary level: 050, state:12> county:119",78784,75556,30279,62679,60287,-999999999.0,-999999999.0,17948,26061,18389,11671,4715,122539,9934,78029,5598,97.4,36808,41976,13.8,4.0,4.1,12.9,2.4,6.7,8115,8423,2457,59458,78029,16
"Lee County, Florida: Summary level: 050, state:12> county:071",224663,203287,72901,59537,62240,20.5,5.4,61018,58875,47955,32118,24697,761876,86157,223033,15489,96.6,107188,117475,11.9,4.0,7.1,17.1,6.3,10.8,16946,20215,19683,286887,223033,1603
"Pennington County, South Dakota: Summary level: 050, state:46> county:103",21732,20596,7219,53779,58085,30.7,3.9,7301,6296,2976,2143,3016,110568,13231,21127,1448,103.6,10119,11613,18.8,4.8,7.1,18.5,5.4,11.7,3150,2399,4278,44676,21127,108
"Robertson County, Tennessee: Summary level: 050, state:47> county:147",11202,8053,1163,45840,66939,28.8,4.7,4024,2781,2897,694,806,70795,7832,11013,1103,99.6,5074,6128,11.2,4.9,11.5,19.9,4.8,12.3,1267,472,2514,26577,11013,0
"Blount County, Tennessee: Summary level: 050, state:47> county:009",28060,23755,5731,49269,59276,22.1,8.5,9342,7548,5995,2912,2263,130774,13392,27629,2059,93.5,12407,15653,12.0,3.2,8.3,22.2,8.1,15.7,2505,2346,4810,50813,27629,199
"Sarpy County, Nebraska: Summary level: 050, state:31> county:153",22739,21449,5843,66492,83720,29.8,6.1,7297,6625,3328,2726,2763,185249,12304,22107,1296,99.9,9824,12915,11.1,3.0,5.3,18.3,5.3,10.6,3641,2493,4664,68947,22107,0
"Washoe County, Nevada: Summary level: 050, state:32> county:031",79563,72324,25562,59511,71881,24.1,5.5,27964,21981,15588,8363,5667,465871,48799,78927,6263,101.7,37820,41743,13.0,4.2,6.9,18.5,5.6,10.3,9763,7231,17948,191091,78927,384
"Merrimack County, New Hampshire: Summary level: 050, state:33> county:013",28096,25106,8609,52287,76218,28.8,11.1,9592,7196,5259,2469,3580,144948,7794,26804,1804,96.7,12519,15577,12.4,4.6,4.0,18.5,3.0,10.0,2924,2384,4155,60017,26804,0
"Strafford County, New Hampshire: Summary level: 050, state:33> county:017",20595,18121,6589,47061,71765,32.7,8.9,7020,5444,2525,2800,2806,120467,9973,20311,1629,96.9,9092,11503,16.5,3.1,7.0,21.1,5.8,10.3,2730,1874,3286,50584,20311,0
"Monmouth County, New Jersey: Summary level: 050, state:34> county:025",112384,102794,42743,71304,102870,34.7,11.4,34691,30441,20548,12540,14164,612785,36772,109861,7352,95.0,49214,63170,9.6,3.9,5.4,18.7,6.0,10.8,6643,8529,10034,240377,109861,273
"Sussex County, New Jersey: Summary level: 050, state:34> county:037",24619,22847,7500,70608,101130,27.5,8.6,9077,6148,4230,2299,2865,139188,6591,24049,1345,98.9,11427,13192,15.2,5.0,7.4,15.8,6.1,9.8,1855,1436,1472,54099,24049,29
"Essex County, New Jersey: Summary level: 050, state:34> county:013",111075,86967,35048,50437,64626,33.1,8.0,35893,27548,21141,12205,14288,778227,108531,107039,14785,92.8,45368,65707,9.3,8.7,6.4,21.9,8.1,14.6,3259,5208,37935,295976,107039,1702
"Gloucester County, New Jersey: Summary level: 050, state:34> county:015",47324,41557,11048,50418,89447,27.8,6.2,15771,12737,7156,6507,5153,287854,22162,46717,3660,94.6,20442,26882,13.5,7.6,9.9,23.5,9.6,14.8,4258,4150,7142,106705,46717,370
"Passaic County, New Jersey: Summary level: 050, state:34> county:031",75179,59007,18047,56263,77040,31.4,8.3,24069,19498,13610,7653,10349,493955,66105,73195,8929,95.3,32363,42816,8.1,3.7,6.0,16.8,7.3,13.6,2557,4486,23040,168059,73195,1262
"Bergen County, New Jersey: Summary level: 050, state:34> county:003",164611,144655,64839,75350,108827,37.2,11.3,47001,43324,30420,21064,22802,922214,51246,160732,12581,94.3,71691,92920,10.0,3.7,5.5,16.1,6.5,11.7,7596,11226,12976,343733,160732,2336
"Warren County, New Jersey: Summary level: 050, state:34> county:041",19862,17565,4289,55687,84479,33.6,9.7,5618,5593,3140,2701,2810,102713,7001,19254,1162,96.4,9156,10706,16.1,4.2,5.7,20.7,4.2,12.7,1510,1763,3217,42397,19254,0
"Burlington County, New Jersey: Summary level: 050, state:34> county:005",77364,70236,23747,65569,88797,28.9,8.6,24640,19204,14565,9124,9831,433658,23643,75006,3896,97.0,33497,43867,11.5,4.8,7.2,20.1,7.4,12.9,5974,6385,7345,170074,75006,243
"Madison County, Tennessee: Summary level: 050, state:47> county:113",17256,14478,3883,39024,49820,28.6,7.9,5707,4721,3094,2101,1633,93946,17211,16654,1988,87.6,7546,9710,13.9,7.8,9.0,23.0,11.2,16.6,1618,1298,5482,38930,16654,79
"Williamson County, Tennessee: Summary level: 050, state:47> county:187",32208,29878,16291,69372,115507,30.9,13.9,10374,10062,5649,3062,3061,236080,10631,31902,1602,95.9,14587,17621,9.7,3.5,4.1,15.4,5.4,9.8,3162,2478,1152,84393,31902,0
"Greene County, Tennessee: Summary level: 050, state:47> county:059",15049,12272,1970,32226,44722,19.7,4.8,4807,4012,2617,2240,1373,66862,10895,14567,1106,98.0,6711,8338,19.9,11.7,13.9,29.1,11.1,18.0,1781,868,2727,28323,14567,0
"Putnam County, Tennessee: Summary level: 050, state:47> county:141",13592,10785,2736,38022,49282,9.6,5.5,3739,3866,2728,1760,1499,76568,13094,13080,707,96.0,6088,7504,13.4,5.6,8.1,26.7,5.7,15.6,1686,988,2674,31778,13080,0
"Sevier County, Tennessee: Summary level: 050, state:47> county:155",19998,15892,4051,44640,57741,-999999999.0,-999999999.0,6927,5543,3729,1777,2022,96564,13154,19723,2341,92.0,8996,11002,14.9,5.6,10.0,21.4,8.3,14.7,2146,1637,3851,37933,19723,135
"Bradley County, Tennessee: Summary level: 050, state:47> county:011",18539,15063,3397,38662,52468,21.9,10.2,5615,5044,3484,2730,1666,104191,16257,18153,2774,93.5,8090,10449,20.9,8.8,10.4,30.9,7.4,19.1,2756,1349,6425,39992,18153,0
"Knox County, Tennessee: Summary level: 050, state:47> county:093",75775,67543,24950,47038,60283,24.9,8.2,23672,20984,12988,8858,9273,458947,61971,74337,8043,92.9,32566,43209,12.3,5.3,9.0,21.9,8.4,16.1,6816,7114,18754,191925,74337,428
"Anderson County, Tennessee: Summary level: 050, state:47> county:001",16136,14200,3948,42926,49044,23.1,5.4,4691,4601,2274,2264,2306,75163,12601,15774,1682,94.4,7002,9134,20.6,3.8,11.2,26.6,8.5,20.5,1681,1325,3801,30175,15774,195
"Rutherford County, Tennessee: Summary level: 050, state:47> county:149",35755,30766,8489,54738,69397,31.3,8.2,12000,10589,6565,3519,3082,326412,35767,35410,2146,96.9,15783,19972,13.4,5.6,6.6,22.4,4.6,11.9,3940,2557,8760,113797,35410,371
"Wilson County, Tennessee: Summary level: 050, state:47> county:189",23238,20895,6117,54366,80071,31.0,4.7,8586,6105,4326,2297,1924,143013,10987,22655,1139,96.6,10151,13087,12.1,7.8,9.5,21.2,7.1,11.0,3188,1682,4274,51618,22655,154
"Hinds County, Mississippi: Summary level: 050, state:28> county:049",34113,26749,9938,37090,44964,25.1,7.1,12187,8362,6814,3871,2879,223509,42282,33533,4628,87.6,14172,19941,9.9,6.3,8.4,26.0,12.0,18.4,2716,2169,13232,88471,33533,316
"Forrest County, Mississippi: Summary level: 050, state:28> county:035",10467,8938,2847,42395,39063,24.2,3.4,3872,2190,2085,582,1738,71960,17801,10282,1604,86.1,4431,6036,25.6,7.4,14.4,33.7,16.4,23.7,1009,1025,3064,27340,10282,24
"DeSoto County, Mississippi: Summary level: 050, state:28> county:033",24408,21406,4970,46969,66078,19.0,5.6,6880,7781,4575,2420,2752,183057,17650,24188,2026,93.4,10497,13911,13.5,6.9,6.3,21.9,10.8,16.3,2538,1814,4636,65220,24188,56
"Delaware County, Pennsylvania: Summary level: 050, state:42> county:045",94617,86118,32432,59555,77339,29.2,8.0,31487,22432,15101,10565,15032,546114,54217,91624,5869,92.9,40355,54262,11.2,3.9,8.3,19.4,7.2,12.3,6586,7198,24121,209502,91624,260
"Somerset County, Pennsylvania: Summary level: 050, state:42> county:111",16866,13712,1901,35765,48895,21.7,2.2,5276,4114,2604,2158,2714,67883,8075,16207,1303,109.2,7692,9174,19.6,5.4,12.3,25.4,7.4,17.6,1199,1447,3965,29456,16207,112
"Comanche County, Oklahoma: Summary level: 050, state:40> county:031",14678,12245,4185,46992,51300,24.8,6.2,3600,4967,2876,1231,2004,111487,19435,13767,1250,111.7,6804,7874,17.5,6.8,9.4,26.8,7.6,12.6,2653,2166,6203,41843,13767,168
"Wagoner County, Oklahoma: Summary level: 050, state:40> county:145",13638,12310,2977,52976,64319,24.9,10.8,4359,3737,2673,1859,1010,80634,5908,13482,1033,99.3,6381,7257,21.4,6.3,13.7,23.9,7.3,16.6,1554,1484,2241,29837,13482,20
"Muskogee County, Oklahoma: Summary level: 050, state:40> county:101",11575,9634,3029,34983,42450,23.0,2.5,3984,2951,2059,1252,1329,64107,15355,10910,1100,96.9,5033,6542,15.0,7.8,9.7,29.4,10.2,17.9,1643,983,6252,26842,10910,10
"Jackson County, Oregon: Summary level: 050, state:41> county:029",51454,47662,15264,41737,56450,24.7,8.2,16605,13929,8731,6294,5895,218174,30400,50852,5551,95.1,23262,28192,13.9,2.9,7.7,20.5,7.6,14.4,6112,5486,15367,87800,50852,435
"Montgomery County, Alabama: Summary level: 050, state:01> county:101",35606,31155,10734,49769,53117,29.5,11.0,12747,8473,7577,3611,3198,217654,31789,34819,3495,89.3,14751,20855,10.0,5.1,9.6,24.7,8.1,15.9,3460,2353,14112,88864,34819,0
"Marshall County, Alabama: Summary level: 050, state:01> county:095",16737,13845,2974,41142,49467,18.8,3.6,5241,4552,3148,2140,1656,95577,15408,16182,1815,92.0,7310,9427,14.7,7.0,5.1,27.8,9.5,14.5,2270,1151,3574,35330,16182,175
"Madison County, Alabama: Summary level: 050, state:01> county:089",57890,53305,23545,54787,67930,23.1,7.6,17442,16252,9852,7475,6869,363294,42990,56664,3608,94.4,25326,32564,11.9,5.5,6.3,21.3,7.0,12.9,7621,5469,14749,155878,56664,176
"Fairbanks North Star Borough, Alaska: Summary level: 050, state:02> county:090",10950,9625,3640,61640,72065,38.9,7.8,5093,2629,1857,786,585,92600,5428,10882,542,121.7,5945,5005,14.1,5.1,1.3,19.2,5.6,7.3,1123,691,2246,35556,10882,0
"Paulding County, Georgia: Summary level: 050, state:13> county:223",17883,15255,2272,46159,75800,17.0,0.0,6749,5019,2726,2029,1360,167704,10358,17766,871,94.7,7467,10416,8.2,4.9,7.0,28.6,8.6,16.4,2287,765,6744,56476,17766,38
"Richmond County, Georgia: Summary level: 050, state:13> county:245",29702,23842,4952,46603,44973,20.1,5.9,9023,9380,5148,3163,2988,192080,40350,28615,4052,93.2,12121,17581,17.2,7.6,9.3,23.2,7.8,11.8,3598,2504,11728,68361,28615,0
"Walker County, Georgia: Summary level: 050, state:13> county:295",12984,10292,2134,34051,47856,30.6,8.8,3772,3604,3125,1516,967,67762,9642,12664,955,103.0,5772,7212,15.5,5.6,9.0,25.7,5.5,15.7,1157,1073,3125,26760,12664,0
"Gwinnett County, Georgia: Summary level: 050, state:13> county:135",98444,84216,31091,62322,72109,28.1,6.0,36838,27310,15123,9205,9968,930272,86176,97554,7776,95.3,43701,54743,9.2,3.5,6.4,14.7,6.4,12.4,7107,6633,14463,301471,97554,3716
"Barrow County, Georgia: Summary level: 050, state:13> county:013",10378,8317,1761,40124,69890,24.8,9.9,3778,2967,1754,1068,811,82527,8260,10335,1067,98.6,4368,6010,9.0,2.6,7.1,31.3,8.0,10.9,1072,765,2840,27765,10335,0
"Bartow County, Georgia: Summary level: 050, state:13> county:015",16211,12218,1717,31265,59911,16.8,6.6,6237,3554,3538,2051,831,106041,15981,15910,3363,93.2,7036,9175,13.1,5.5,10.0,31.3,10.4,17.9,1488,672,3913,39742,15910,0
"Douglas County, Georgia: Summary level: 050, state:13> county:097",17559,14920,2820,39112,62669,29.7,5.5,6173,4564,3656,1277,1889,144305,15544,17348,1370,92.0,7334,10225,13.0,3.2,9.0,16.9,6.7,13.9,1681,1434,5305,48899,17348,0
"Whitfield County, Georgia: Summary level: 050, state:13> county:313",14950,10768,3816,40885,52198,21.2,13.6,4187,4082,2807,2989,885,102796,12799,14769,1864,97.9,6630,8320,18.8,4.5,3.8,14.4,3.6,11.0,1422,1627,2942,34518,14769,109
"Troup County, Georgia: Summary level: 050, state:13> county:285",10647,9577,2258,45781,46198,-999999999.0,-999999999.0,3594,3361,1756,903,1033,67642,15151,10367,845,87.2,4620,6027,21.0,16.7,18.6,31.5,9.2,21.5,1422,785,4415,24436,10367,0
"Chatham County, Georgia: Summary level: 050, state:13> county:051",46580,41304,14082,45835,57611,27.1,7.0,16365,11603,8369,5095,5148,277382,38877,45406,5447,93.5,19901,26679,12.8,9.0,12.1,27.0,8.1,13.8,5296,3584,11442,107987,45406,647
"Bulloch County, Georgia: Summary level: 050, state:13> county:031",9055,7880,1850,40865,50436,25.7,3.7,3528,2118,1511,1451,447,71375,16083,8871,1042,94.9,4079,4976,4.6,11.7,8.1,20.5,4.1,10.0,1288,280,3556,28660,8871,256
"Lea County, New Mexico: Summary level: 050, state:35> county:025",7696,4935,670,32894,68457,30.1,7.7,2660,1692,833,1626,885,67687,11083,7618,1365,107.5,3317,4379,22.7,10.7,10.5,28.1,6.7,14.8,507,361,3283,24478,7618,225
"Santa Fe County, New Mexico: Summary level: 050, state:35> county:049",37936,34948,19677,63336,61298,31.6,8.4,13319,10647,6619,4007,3344,147701,19220,37821,4209,92.9,17444,20492,12.2,6.1,7.8,14.7,5.9,10.1,2397,2354,6910,62182,37821,365
"Doña Ana County, New Mexico: Summary level: 050, state:35> county:013",35174,23787,9734,36408,43038,17.6,6.2,11867,8362,7168,4775,3002,212737,55037,34791,6299,96.3,16613,18561,16.6,4.6,8.7,21.9,10.0,13.7,2955,2633,18144,79094,34791,319
"Valencia County, New Mexico: Summary level: 050, state:35> county:061",14097,11068,2750,38788,60601,17.7,9.0,5137,3659,2776,1825,700,74186,14493,14009,2105,105.3,6656,7441,20.0,16.6,20.4,32.9,19.0,22.1,2097,953,3855,24829,14009,0
"Bernalillo County, New Mexico: Summary level: 050, state:35> county:001",114901,100328,42965,45717,56115,26.0,6.9,39002,29537,19612,11975,14775,670072,108764,113398,14027,95.7,50697,64204,15.1,7.3,9.7,19.7,7.5,14.4,11480,11084,40299,271307,113398,755
"Otero County, New Mexico: Summary level: 050, state:35> county:035",11805,10061,1838,34615,39371,12.4,5.6,3597,3265,3191,1016,736,63464,15013,11564,1607,110.9,5531,6274,18.2,14.8,9.3,29.6,3.8,17.0,1837,1343,3852,24133,11564,535
"Bronx County, New York: Summary level: 050, state:36> county:005",189452,117729,31686,28334,41432,19.2,2.4,58767,46902,36138,23845,23800,1380542,364026,179103,45098,89.4,74522,114930,9.6,11.2,13.5,35.0,15.1,22.2,4897,6862,177577,513890,179103,2882
"Onondaga County, New York: Summary level: 050, state:36> county:067",80082,72517,24816,46536,61577,28.2,8.1,25602,20046,13428,8606,12400,441408,62230,77567,8524,92.9,34901,45181,13.3,4.3,6.6,20.9,7.3,13.4,6117,7470,22986,183218,77567,241
"Clinton County, New York: Summary level: 050, state:36> county:019",14053,11648,3302,55049,60198,27.1,4.2,4712,3480,2557,1451,1853,72637,11972,13651,731,105.4,6487,7566,14.0,8.1,10.0,23.1,6.3,14.1,1416,1501,5339,31422,13651,0
"Putnam County, New York: Summary level: 050, state:36> county:079",17285,15442,4891,81811,106204,30.0,8.1,5982,4056,3351,2235,1661,96696,3997,17058,786,99.9,7893,9392,10.0,2.7,7.1,14.8,7.4,10.9,1135,728,916,34470,17058,10
"Ontario County, New York: Summary level: 050, state:36> county:069",22538,20975,8091,56889,66568,23.3,10.9,6588,6636,4171,2634,2509,105842,8177,22113,1221,96.4,9872,12666,14.9,6.7,4.2,13.6,4.1,5.4,1873,2033,4921,46025,22113,0
"Steuben County, New York: Summary level: 050, state:36> county:101",19008,16880,3932,43291,52951,19.2,8.5,6698,4428,3470,2190,2222,93981,14828,18235,1864,97.5,8745,10263,13.8,3.9,6.4,22.4,6.7,11.9,2014,1535,5751,39283,18235,28
"Chautauqua County, New York: Summary level: 050, state:36> county:013",26015,23510,6181,38764,50272,19.7,2.6,7048,7684,3927,3007,4349,121710,19951,25215,2409,94.1,11599,14416,17.3,5.6,6.5,20.2,8.7,13.4,2557,2220,10947,55345,25215,125
"Kings County, New York: Summary level: 050, state:36> county:047",367378,266830,93949,33488,66937,24.4,4.8,113128,97004,64669,46315,46262,2530472,446938,358239,73695,90.1,150748,216630,8.2,6.0,8.5,27.7,11.9,19.3,7884,8889,204394,978091,358239,4169
"Saratoga County, New York: Summary level: 050, state:36> county:091",43004,39374,13520,60410,89932,27.6,9.8,14057,11538,7870,4498,5041,226634,12180,42232,1643,98.4,19630,23374,12.2,6.8,5.7,14.9,4.9,10.4,3984,4375,4812,93547,42232,0
"Westchester County, New York: Summary level: 050, state:36> county:119",168399,142750,71687,67172,101908,33.4,9.6,45836,44576,30334,21230,26423,944912,77022,163172,14347,93.9,71518,96881,8.9,4.7,6.5,19.2,9.0,12.7,5585,10531,32729,355136,163172,1239
"Richmond County, New York: Summary level: 050, state:36> county:085",79301,64995,21142,60427,89821,26.1,5.3,26472,20588,13918,8413,9910,470816,38942,77082,6178,94.6,34432,44869,8.8,5.1,7.1,20.4,9.2,16.5,4191,3670,19775,166297,77082,145
"St. Lawrence County, New York: Summary level: 050, state:36> county:089",19522,16245,3682,40821,52108,14.9,4.2,5927,5522,3693,2247,2133,96377,19210,18791,1840,102.6,9342,10180,19.0,8.7,4.9,26.1,5.3,12.5,1548,1346,7239,42832,18791,0
"Tompkins County, New York: Summary level: 050, state:36> county:109",15389,14416,7157,64652,58626,38.1,7.8,5787,3361,2859,1411,1971,89133,15985,15065,1033,99.6,6968,8421,16.1,5.4,4.7,15.7,8.0,11.9,672,840,3308,40322,15065,78
"Warren County, New York: Summary level: 050, state:36> county:113",15427,13676,5525,57555,64985,23.5,9.2,4854,4269,2056,2189,2059,63225,6104,15054,1184,96.4,7095,8332,11.9,3.9,9.2,18.3,4.9,9.8,2033,1466,2564,29593,15054,0
"Dutchess County, New York: Summary level: 050, state:36> county:027",52895,46072,16518,59964,85901,30.9,8.8,16135,13907,9816,6417,6620,277575,23040,51141,4260,99.1,23702,29193,11.3,4.9,5.6,18.9,7.0,11.5,2528,4497,9029,110529,51141,332
"Monroe County, New York: Summary level: 050, state:36> county:055",132523,115902,43620,48854,62103,27.0,6.4,40050,35340,20303,18001,18829,716383,91118,127680,9667,93.4,57577,74946,12.1,3.6,7.4,17.6,6.3,13.5,8172,9646,44803,305284,127680,132
"Chaves County, New Mexico: Summary level: 050, state:35> county:005",10319,8339,1868,35835,42003,23.5,5.8,2845,3268,1634,1282,1290,62592,11252,10092,1458,97.9,4633,5686,11.7,8.0,4.2,27.6,8.7,9.2,971,763,5302,24671,10092,0
"Oneida County, New York: Summary level: 050, state:36> county:065",43705,38012,9841,43719,57391,22.1,7.8,13189,10757,7816,5598,6345,217241,31273,41558,4067,99.3,19022,24683,12.4,5.7,7.1,21.3,6.5,14.0,3375,3497,13510,90273,41558,42
"Ulster County, New York: Summary level: 050, state:36> county:111",35976,31113,11783,49249,64087,28.9,7.8,11297,10152,6271,4134,4122,169697,20215,35190,2918,98.1,15884,20092,14.3,6.2,8.5,19.4,8.5,12.6,2153,2954,7014,69376,35190,72
"Chemung County, New York: Summary level: 050, state:36> county:015",16015,14818,3672,47341,60782,24.2,4.1,4901,4070,2502,2063,2479,79169,11028,15421,1252,97.2,6953,9062,9.5,4.7,6.4,20.6,8.0,13.2,1851,1768,5366,33490,15421,0
"Livingston County, New York: Summary level: 050, state:36> county:051",11602,10135,2334,45919,59173,26.0,2.4,3621,3201,2235,1024,1521,57635,8741,11244,910,105.2,5385,6217,20.7,5.9,8.6,18.6,6.1,9.6,895,1078,2898,23409,11244,67
"Clackamas County, Oregon: Summary level: 050, state:41> county:005",78411,73459,27373,59279,80294,25.2,6.3,25785,21987,13696,8303,8640,415588,29192,77576,5776,97.8,36001,42410,13.3,4.6,8.4,20.0,7.8,13.3,6594,5574,14337,161295,77576,641
"Josephine County, Oregon: Summary level: 050, state:41> county:033",23012,21145,4566,42365,47573,15.8,9.1,7103,6178,4773,2283,2675,84990,13333,22814,1966,93.8,10408,12604,18.5,7.2,11.6,22.4,8.6,15.4,2956,1709,8327,35206,22814,199
"Umatilla County, Oregon: Summary level: 050, state:41> county:059",12589,10338,2590,48644,60425,19.2,7.7,4022,3690,2391,1183,1303,73370,10639,12054,990,109.0,6156,6433,18.5,10.4,5.6,20.3,7.6,11.2,1492,969,4237,27538,12054,31
"Lane County, Oregon: Summary level: 050, state:41> county:039",76032,71886,26328,46163,57325,22.6,6.0,25281,21644,13146,8285,7676,374921,52629,75759,6947,96.0,34399,41633,17.8,6.4,9.2,20.0,6.2,12.6,7442,7409,26198,155696,75759,474
"Washington County, Oregon: Summary level: 050, state:41> county:067",83571,79070,34695,59788,85734,28.9,5.9,26381,24075,13993,7720,11402,594108,49741,82610,5872,97.9,36316,47255,13.6,3.1,7.4,18.1,7.1,11.8,6294,6144,16711,222877,82610,190
"Bucks County, Pennsylvania: Summary level: 050, state:42> county:017",120658,108959,43084,62709,93767,31.9,9.8,37538,31291,21322,14722,15785,619209,34158,117521,5450,96.4,54405,66253,11.2,3.7,7.0,18.9,7.6,12.6,8880,10797,16407,240491,117521,495
"Lehigh County, Pennsylvania: Summary level: 050, state:42> county:077",62998,52777,14698,48730,65667,26.7,7.4,19632,15969,12367,7299,7731,358196,42543,59796,5055,96.0,27452,35546,10.7,4.1,5.8,17.7,5.7,12.0,4475,5277,21217,137847,59796,46
"Luzerne County, Pennsylvania: Summary level: 050, state:42> county:079",62864,56189,11407,40678,53972,25.6,7.0,19052,15715,12309,7387,8401,305187,47857,60166,4467,97.6,27514,35350,17.0,7.1,9.3,23.5,9.3,15.4,5941,6245,23968,130890,60166,397
"Columbia County, Pennsylvania: Summary level: 050, state:42> county:037",12993,11396,2185,38448,54570,22.9,9.6,3659,3758,2659,1432,1485,60769,9729,12548,1457,93.7,5580,7413,13.6,2.5,8.0,18.7,5.8,11.5,1088,918,2546,26219,12548,121
"Kent County, Rhode Island: Summary level: 050, state:44> county:003",31733,27312,7826,50522,74474,31.2,8.6,10465,7871,5317,3005,5075,162863,11886,31122,2665,93.6,13420,18313,18.5,6.4,11.3,22.3,9.1,16.9,3389,3132,9640,70166,31122,0
"Washington County, Rhode Island: Summary level: 050, state:44> county:009",26936,25033,12010,72761,90003,34.8,9.3,9103,6806,4999,2016,4012,120313,8334,26503,1072,95.8,12257,14679,13.2,3.6,4.4,10.2,5.6,6.5,2214,2605,3000,48051,26503,0
"Sumter County, South Carolina: Summary level: 050, state:45> county:085",18180,14732,3563,42007,51025,30.2,6.3,6221,4594,3104,2316,1945,104585,18165,17542,2054,96.6,7856,10324,13.3,8.8,9.2,19.8,6.6,14.5,2166,1479,6729,44105,17542,62
"Darlington County, South Carolina: Summary level: 050, state:45> county:031",12990,9225,2410,26724,44606,-999999999.0,-999999999.0,4222,3534,2387,1779,1068,65429,11712,12602,1679,91.7,5569,7421,11.9,8.0,3.4,25.0,9.0,8.8,1508,573,3795,24801,12602,0
"York County, South Carolina: Summary level: 050, state:45> county:091",42057,38537,12032,51027,66949,22.5,8.7,12689,13617,7728,4180,3843,275870,22663,41519,2613,92.7,18741,23316,11.1,1.9,8.1,16.5,6.2,12.1,4906,3584,7428,108400,41519,68
"Minnehaha County, South Dakota: Summary level: 050, state:46> county:099",26284,23757,7630,47007,61968,35.7,12.2,9597,6893,4378,2920,2496,187796,15711,25588,2223,105.0,11833,14451,14.1,6.8,7.8,20.8,5.5,10.3,3322,1899,8598,81046,25588,105
"Sumner County, Tennessee: Summary level: 050, state:47> county:165",30839,26550,6984,56376,68743,20.9,7.4,9559,8502,6842,3399,2537,188964,16135,30166,1244,95.8,13448,17391,16.4,5.7,10.4,22.1,5.2,15.7,2856,2350,5588,70098,30166,0
"East Baton Rouge Parish, Louisiana: Summary level: 050, state:22> county:033",63648,57828,19762,46473,56451,28.3,9.0,23190,15508,11456,5848,7646,430841,75511,62633,6860,91.8,27068,36580,16.3,13.7,9.7,23.5,8.7,16.5,5549,5460,21522,161536,62633,335
"Jefferson Parish, Louisiana: Summary level: 050, state:22> county:051",77091,64892,19141,43762,56069,33.2,10.9,27294,18524,13429,10157,7687,428350,59713,75690,6289,92.7,33749,43342,13.1,6.1,9.2,24.3,7.2,12.5,6210,5626,19936,171991,75690,235
"Bossier Parish, Louisiana: Summary level: 050, state:22> county:015",18513,17294,3486,38308,49962,20.0,7.7,4915,6485,3141,1718,2254,123789,23296,17747,1473,99.1,8196,10317,11.0,2.9,4.8,21.0,7.1,8.7,2754,1285,5027,49735,17747,0
"Ouachita Parish, Louisiana: Summary level: 050, state:22> county:073",23540,19873,6491,41937,41137,27.7,7.3,6637,7269,5004,2529,2101,146054,36819,23116,4424,92.2,9885,13655,15.6,5.4,5.9,24.0,8.1,12.9,1956,1248,11111,57835,23116,243
