,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E
"Sullivan County, Tennessee: Summary level: 050, state:47> county:163",31402,76.3,14.8,31531,40148,22.7,4.9,6.4,4.8,3.8,2.6,2.3,153472,28115,30652,3349,93.1,17.8,22.2,20.6,8.5,10.1,29.4,9.7,19.9,28.0,30.7,11660,64876,30652,164
"Sumner County, Tennessee: Summary level: 050, state:47> county:165",24483,76.0,18.9,39437,55917,25.3,8.6,5.4,3.4,2.3,1.7,1.7,166583,16987,23791,1936,97.6,12.8,16.1,13.0,4.3,6.3,21.7,9.2,12.4,25.3,19.5,7907,62785,23791,135
"Washington County, Tennessee: Summary level: 050, state:47> county:179",20529,79.8,18.4,31973,41349,15.0,4.0,4.8,4.7,3.4,1.9,1.5,120821,21915,19558,1988,96.7,15.0,17.6,19.8,11.8,11.6,27.6,9.6,18.1,22.3,19.3,7633,51574,19558,97
"Williamson County, Tennessee: Summary level: 050, state:47> county:187",22037,91.0,42.1,43181,88759,33.3,7.5,4.0,2.6,2.1,1.4,1.0,197851,9752,21503,605,94.8,10.4,11.7,16.2,5.1,8.2,13.5,5.7,8.7,30.1,19.3,2089,69191,21503,0
"Wilson County, Tennessee: Summary level: 050, state:47> county:189",16841,84.0,21.0,41986,56278,26.7,5.3,4.8,3.9,2.1,1.3,1.7,119672,13995,16359,1205,99.3,12.5,15.1,18.1,6.5,8.3,23.2,8.2,16.9,25.2,18.7,4961,44197,16359,69
"Angelina County, Texas: Summary level: 050, state:48> county:005",12855,77.6,14.5,34926,42750,19.4,5.5,5.2,3.5,2.4,2.2,1.5,84832,19248,12150,927,96.7,12.5,16.8,19.2,8.3,7.9,28.0,9.9,16.7,25.6,24.8,5516,30103,12150,121
"Bastrop County, Texas: Summary level: 050, state:48> county:021",10150,78.4,21.4,42297,48652,34.2,1.6,5.8,2.2,2.2,0.9,2.4,73203,16698,9681,679,104.4,11.9,15.0,22.4,7.5,6.4,26.2,6.1,13.0,28.8,17.0,2972,25447,9681,151
"Bell County, Texas: Summary level: 050, state:48> county:027",31319,84.0,21.4,37296,50656,19.9,3.2,3.1,2.6,1.5,1.1,1.2,318937,47380,30131,3111,101.2,8.4,10.8,18.7,6.8,11.3,29.1,11.6,16.6,10.1,6.2,13180,102934,30131,603
"Bexar County, Texas: Summary level: 050, state:48> county:029",200437,75.1,23.2,40090,49769,22.5,4.6,3.8,2.5,2.0,1.4,1.3,1783867,309211,195743,21725,97.0,9.6,12.4,18.5,9.0,11.6,29.1,11.5,19.2,17.3,15.5,98931,620467,195743,2738
"Bowie County, Texas: Summary level: 050, state:48> county:037",14054,84.5,18.4,36301,41142,25.4,5.0,4.7,4.0,2.3,1.8,2.2,88315,19243,13606,1155,102.1,12.5,17.6,11.4,8.5,9.7,37.5,18.3,26.0,20.1,20.7,5145,32199,13606,21
"Brazoria County, Texas: Summary level: 050, state:48> county:039",35123,80.3,21.2,37234,66250,25.7,7.4,3.6,2.7,2.1,1.4,0.8,319262,37229,33658,3356,102.6,9.7,11.6,15.7,6.6,7.6,24.8,10.8,17.0,24.0,18.5,11020,111436,33658,933
"Brazos County, Texas: Summary level: 050, state:48> county:041",16516,81.0,36.2,43199,37913,30.3,3.2,2.5,2.1,0.9,1.3,1.3,189117,55800,16119,1694,104.4,7.0,9.3,20.5,11.1,15.3,29.6,18.7,22.3,21.1,22.1,7570,72072,16119,496
"Cameron County, Texas: Summary level: 050, state:48> county:061",49863,49.1,13.4,23749,34374,17.9,2.2,4.0,2.6,2.1,1.8,1.4,412432,134170,49052,12672,94.0,10.9,12.9,21.8,14.5,11.2,33.5,16.6,24.1,22.3,28.1,34755,118546,49052,1697
"Collin County, Texas: Summary level: 050, state:48> county:085",78996,90.2,37.7,51673,80273,30.0,5.2,3.6,2.3,1.4,1.2,0.7,850829,69581,77728,5770,96.7,8.3,10.1,9.8,5.7,7.9,18.5,8.0,13.6,25.2,17.6,13941,307499,77728,2608
"Comal County, Texas: Summary level: 050, state:48> county:091",19877,87.6,40.1,56817,72759,20.5,4.0,5.3,4.8,2.7,1.9,2.1,117652,12916,19531,1511,99.9,15.7,17.8,13.3,6.0,8.0,22.3,8.3,10.2,18.2,23.4,2901,43517,19531,166
"Coryell County, Texas: Summary level: 050, state:48> county:099",5913,87.1,18.5,42645,51217,28.7,6.3,2.9,1.6,2.0,0.8,0.4,62083,7363,5538,452,100.1,6.6,8.9,13.5,5.2,6.7,20.5,7.0,14.4,9.7,8.2,2277,22083,5538,20
"Dallas County, Texas: Summary level: 050, state:48> county:113",234587,77.3,27.3,37994,47810,30.6,7.6,3.2,2.3,1.7,1.2,1.1,2450372,479770,228509,25901,97.8,8.1,10.8,12.3,6.6,9.4,24.8,10.2,16.5,20.2,20.2,141830,880444,228509,6031
"Denton County, Texas: Summary level: 050, state:48> county:121",60259,88.9,32.9,51478,74981,24.9,5.9,3.1,2.3,1.3,0.7,0.8,715471,65028,58898,2099,97.2,7.5,9.1,13.9,5.8,7.9,21.8,9.0,14.9,20.4,12.5,16942,256391,58898,1091
"Ector County, Texas: Summary level: 050, state:48> county:135",14356,61.4,12.6,38219,55710,38.5,15.2,3.2,2.2,1.6,1.4,1.2,147095,21501,13907,1161,103.3,8.3,10.9,21.9,11.9,12.3,35.1,8.7,18.5,21.8,18.5,7237,51962,13907,325
"Ellis County, Texas: Summary level: 050, state:48> county:139",16938,82.2,19.8,42403,57880,24.9,4.2,3.9,2.8,1.3,1.7,1.2,154365,21930,16413,1111,97.9,9.7,12.0,10.7,4.6,7.9,24.9,12.6,13.5,24.8,17.9,6002,52978,16413,193
"El Paso County, Texas: Summary level: 050, state:48> county:141",90183,52.3,14.2,25925,39945,19.7,5.3,3.1,2.9,2.1,1.6,1.3,812287,182645,88496,17305,96.4,9.4,12.4,21.4,14.1,13.9,34.9,13.3,22.4,16.1,13.5,64209,258587,88496,4745
"Fort Bend County, Texas: Summary level: 050, state:48> county:157",58049,79.8,31.3,54780,88023,30.8,9.6,3.5,2.3,1.3,1.0,0.8,646799,56894,57160,4402,96.9,8.2,9.5,11.0,4.4,7.8,24.1,8.4,16.2,18.5,14.9,16275,205137,57160,2789
"Galveston County, Texas: Summary level: 050, state:48> county:167",38015,83.7,26.5,42354,60869,29.1,4.8,4.3,3.1,2.0,1.8,1.2,300892,42632,37028,2993,99.0,11.4,13.4,13.3,6.2,7.0,23.2,7.0,12.8,22.2,17.8,13774,111038,37028,42
"Grayson County, Texas: Summary level: 050, state:48> county:181",20945,83.9,18.1,33803,44378,19.5,5.3,5.5,4.3,2.4,2.5,2.4,119767,20052,20121,2075,96.0,15.5,18.7,17.9,9.1,9.4,26.9,10.3,16.4,20.3,24.4,7995,46311,20121,363
"Gregg County, Texas: Summary level: 050, state:48> county:183",17394,87.6,19.6,33241,45461,25.8,9.5,4.6,3.2,3.3,2.0,1.1,119380,19803,16466,1153,97.5,12.1,16.1,17.0,6.4,10.8,23.2,9.2,15.4,24.4,17.6,5912,46896,16466,80
"Guadalupe County, Texas: Summary level: 050, state:48> county:187",17797,76.7,19.5,43785,58270,26.6,6.9,4.2,3.2,2.2,1.8,1.0,141431,15280,17381,1186,99.8,11.0,13.8,14.4,9.1,7.7,27.7,7.0,14.8,20.3,12.6,4553,48922,17381,365
"Harris County, Texas: Summary level: 050, state:48> county:201",388335,75.7,28.1,40236,52489,30.1,7.3,3.3,2.2,1.4,1.1,1.0,4290782,791956,382299,41603,99.4,7.9,10.0,13.5,7.3,9.5,23.9,9.4,15.9,23.4,19.4,209782,1497363,382299,14783
"Harrison County, Texas: Summary level: 050, state:48> county:203",9231,74.2,22.0,28768,39701,15.9,5.0,4.8,3.3,3.1,0.7,1.9,65289,12632,8950,1204,99.0,11.8,15.7,22.1,12.0,12.2,37.9,15.9,25.1,31.1,10.9,3885,23148,8950,63
"Hays County, Texas: Summary level: 050, state:48> county:209",17335,87.7,36.8,51233,58987,29.2,3.0,3.7,2.9,1.2,1.7,0.4,169098,26032,16852,637,97.6,8.9,10.8,14.4,7.2,9.2,23.8,9.8,17.7,26.3,15.2,4749,60739,16852,0
"Henderson County, Texas: Summary level: 050, state:48> county:213",16058,82.5,17.1,36089,38493,16.0,8.7,5.3,6.8,2.9,2.9,2.5,77400,17414,15529,1429,96.4,19.0,21.8,13.2,5.8,6.7,21.4,6.7,13.6,37.2,28.1,4638,28070,15529,177
"Hidalgo County, Texas: Summary level: 050, state:48> county:215",81702,45.7,10.7,24727,35098,16.6,2.3,3.3,2.3,1.9,1.4,1.2,803934,275681,80084,20882,95.8,9.3,10.7,18.4,13.2,12.7,31.3,18.1,19.3,25.2,24.8,74191,223367,80084,3515
"Hunt County, Texas: Summary level: 050, state:48> county:231",12860,78.5,16.8,27444,44303,16.7,6.4,4.2,4.5,2.7,1.8,1.5,84593,15294,12496,1725,91.7,13.3,16.1,16.7,4.8,7.6,33.1,12.1,19.7,26.3,13.1,5464,30727,12496,0
"Jefferson County, Texas: Summary level: 050, state:48> county:245",32809,76.4,16.1,30828,41838,25.9,4.3,3.9,3.0,2.4,1.9,1.8,237940,54358,31664,5585,104.1,10.8,15.3,20.3,10.2,9.7,32.2,9.4,17.0,20.9,22.5,16394,91431,31664,878
"Johnson County, Texas: Summary level: 050, state:48> county:251",20848,76.8,15.6,39214,56253,23.6,7.4,4.7,3.4,2.9,1.4,1.0,151462,18894,20433,2407,99.8,12.2,14.8,16.9,6.6,7.4,20.6,5.6,13.4,21.8,20.8,4710,53393,20433,160
"Kaufman County, Texas: Summary level: 050, state:48> county:257",12791,73.0,14.9,33729,65258,20.8,7.6,3.8,3.8,1.3,1.2,1.7,107521,11200,12303,1085,96.8,10.3,13.2,18.8,11.4,9.1,26.9,9.0,14.4,26.9,17.7,3849,34532,12303,0
"Liberty County, Texas: Summary level: 050, state:48> county:291",10060,74.0,4.6,27427,41711,21.8,4.8,5.9,2.7,1.2,2.0,1.3,70073,15629,9707,1192,93.5,13.5,12.7,35.0,16.0,10.8,36.1,9.6,16.7,31.5,17.7,5627,25316,9707,82
"Lubbock County, Texas: Summary level: 050, state:48> county:303",33799,80.7,28.8,40667,47309,32.0,11.0,3.8,2.5,2.7,1.5,1.1,277358,48457,32530,2390,97.8,10.1,13.2,18.9,9.1,9.4,25.9,8.5,15.1,22.3,21.7,14281,105838,32530,0
"McLennan County, Texas: Summary level: 050, state:48> county:309",31719,81.2,23.8,34572,40633,36.9,9.0,3.9,3.3,2.1,1.6,2.3,232402,49047,30167,2568,95.4,11.7,14.5,17.5,6.8,9.9,25.1,7.8,16.7,25.8,20.1,14055,87845,30167,0
"Midland County, Texas: Summary level: 050, state:48> county:329",15499,76.0,25.9,46557,72050,37.5,9.0,3.6,1.8,2.3,0.6,1.9,149245,13797,15258,1368,100.6,9.0,11.5,16.0,9.3,6.1,23.9,4.8,13.7,21.7,20.4,4322,52655,15258,384
"Montgomery County, Texas: Summary level: 050, state:48> county:339",57986,84.2,25.4,45445,68428,29.5,5.5,4.3,3.2,1.7,1.3,1.1,495227,59670,57231,4318,97.6,10.5,12.7,15.5,5.1,7.6,22.1,7.9,14.9,26.9,17.6,12130,170066,57231,185
"Nacogdoches County, Texas: Summary level: 050, state:48> county:347",8532,76.9,23.4,30117,35587,26.9,6.1,3.6,3.3,2.6,1.2,2.3,60092,17100,8210,1364,89.6,10.6,15.2,18.5,8.5,8.3,21.7,3.5,12.5,31.8,18.7,2834,22687,8210,466
"Nueces County, Texas: Summary level: 050, state:48> county:355",44615,72.4,17.4,34417,49338,27.3,8.7,4.3,2.9,2.3,1.8,1.5,344477,61177,43198,5178,97.0,11.1,14.2,19.2,8.4,11.0,28.1,9.6,18.6,21.8,14.6,21906,127788,43198,306
"Orange County, Texas: Summary level: 050, state:48> county:361",11656,86.6,11.1,39163,52728,24.8,5.6,4.5,3.5,2.9,1.1,2.0,81920,11392,11223,880,97.6,12.6,15.4,15.5,8.5,7.0,24.4,10.3,16.5,13.7,27.5,5224,32004,11223,0
"Parker County, Texas: Summary level: 050, state:48> county:367",17092,86.1,25.1,41318,60454,34.5,2.7,5.7,2.9,2.4,1.7,1.4,117602,14589,16692,1311,98.4,13.5,14.7,16.7,4.8,5.5,19.5,4.3,11.3,22.9,19.0,3451,43524,16692,0
"Potter County, Texas: Summary level: 050, state:48> county:375",13894,71.9,17.7,30313,37823,27.7,9.3,4.2,2.1,1.8,1.8,1.5,114835,24901,12814,1329,105.7,9.4,13.6,19.9,10.7,11.7,31.1,7.7,18.0,21.1,20.5,7835,43194,12814,0
"Randall County, Texas: Summary level: 050, state:48> county:381",16764,89.5,29.3,46607,60801,31.9,7.2,4.2,3.6,2.3,1.9,1.4,123725,14383,16589,693,94.5,11.7,14.7,15.4,5.4,7.5,29.1,9.0,16.1,24.6,14.8,4164,49024,16589,0
"Rockwall County, Texas: Summary level: 050, state:48> county:397",9645,89.1,37.1,62860,93054,28.1,3.9,5.0,2.3,1.3,1.1,1.6,84344,5061,9356,61,95.5,11.1,11.5,3.7,5.6,5.6,16.3,5.7,10.3,32.5,15.5,1819,27818,9356,0
"San Patricio County, Texas: Summary level: 050, state:48> county:409",9346,64.4,10.6,29446,46425,30.2,8.4,5.2,3.2,3.0,1.4,1.3,65432,9385,9024,1512,97.1,12.3,15.9,16.4,12.3,9.3,34.5,11.3,17.5,22.1,21.2,2421,22725,9024,0
"Smith County, Texas: Summary level: 050, state:48> county:423",32753,82.8,24.9,35767,47745,22.0,8.1,4.3,4.1,2.9,2.2,1.7,211205,35817,31764,2169,91.5,13.7,16.5,16.0,4.4,7.5,19.1,6.2,11.7,32.3,29.1,7593,79043,31764,498
"Tarrant County, Texas: Summary level: 050, state:48> county:439",189617,83.8,28.4,42798,56895,29.3,7.5,3.6,2.3,1.7,1.1,1.2,1886000,287791,183490,14685,96.4,8.7,11.1,14.6,8.0,9.6,23.8,7.7,15.5,21.1,16.5,83762,673785,183490,1747
"Taylor County, Texas: Summary level: 050, state:48> county:441",18392,75.5,22.3,33926,44447,25.6,8.9,3.9,3.4,3.0,1.7,1.8,127438,21673,17568,2656,95.7,12.0,15.4,25.4,11.3,13.1,29.6,9.8,19.7,15.1,15.2,6876,49880,17568,182
"Tom Green County, Texas: Summary level: 050, state:48> county:451",16654,80.9,25.4,36355,45968,28.3,3.5,4.8,3.1,2.8,2.2,1.6,108870,13358,16200,1395,97.5,13.1,15.8,21.7,5.2,10.9,29.8,8.5,16.0,22.8,23.0,4658,43376,16200,375
"Travis County, Texas: Summary level: 050, state:48> county:453",91108,85.1,41.1,54145,60464,28.4,8.6,3.0,1.9,1.4,0.9,0.9,1096344,176920,88626,6615,101.8,7.1,9.1,16.0,6.9,9.2,21.5,6.7,13.7,19.5,16.9,41703,428889,88626,1484
"Wichita County, Texas: Summary level: 050, state:48> county:485",17745,80.0,16.3,31829,43525,29.6,9.2,3.2,3.9,2.5,2.1,1.7,118065,23732,16610,1679,108.1,11.0,16.1,20.2,7.3,7.4,29.6,8.6,13.3,14.9,20.1,7319,49809,16610,106
"Victoria County, Texas: Summary level: 050, state:48> county:469",12820,77.1,13.3,42818,52304,33.1,7.7,4.2,3.8,2.5,1.8,1.9,88577,13872,12397,1260,97.5,13.3,15.2,20.7,8.1,5.2,19.4,5.2,12.8,29.8,28.3,4248,32512,12397,0
"Walker County, Texas: Summary level: 050, state:48> county:471",7564,85.6,26.0,32962,38369,21.2,3.2,2.7,3.4,2.1,1.9,0.8,46208,13055,7174,1061,147.7,8.5,14.7,9.7,6.8,3.3,15.0,7.5,11.8,20.3,19.2,1168,20440,7174,0
"Webb County, Texas: Summary level: 050, state:48> county:479",21980,42.9,10.1,24595,39991,30.3,3.5,3.2,1.7,1.4,1.2,1.0,258684,80403,21606,5037,96.5,7.1,9.6,22.6,16.6,20.3,31.8,16.5,26.8,22.7,17.1,21603,68696,21606,1277
"Williamson County, Texas: Summary level: 050, state:48> county:491",49025,87.8,32.0,55096,70911,27.0,7.4,3.5,3.0,1.9,1.1,0.9,466270,37101,48408,2798,96.9,9.4,11.4,16.0,5.8,8.7,17.4,9.0,11.6,20.5,15.3,9482,161887,48408,348
"Cache County, Utah: Summary level: 050, state:49> county:005",9614,90.8,38.3,47209,48587,15.2,3.7,2.3,2.1,1.5,1.3,1.0,112701,16221,9461,538,99.3,7.6,8.8,15.8,6.8,10.1,12.2,6.8,9.5,26.2,37.3,3293,35232,9461,0
"Davis County, Utah: Summary level: 050, state:49> county:011",28481,91.6,31.7,50244,70335,24.4,8.8,2.8,2.2,1.7,1.2,1.0,320053,26430,28043,1533,100.8,8.0,9.7,19.1,5.4,7.2,18.3,7.4,12.2,13.5,19.5,6027,96480,28043,273
"Salt Lake County, Utah: Summary level: 050, state:49> county:035",101285,90.6,31.2,45819,61775,31.4,7.0,3.3,2.2,1.6,1.2,1.1,1064922,133657,99634,7783,101.1,8.4,10.4,16.7,6.0,8.2,19.3,5.8,12.7,24.0,21.5,30877,348179,99634,1066
"Utah County, Utah: Summary level: 050, state:49> county:049",38338,90.9,39.5,47587,60172,25.3,6.9,2.4,1.6,1.3,0.8,0.8,538728,74167,38279,2766,101.2,6.2,7.7,17.3,7.9,9.0,23.5,8.0,14.3,26.4,26.4,13564,146644,38279,470
"Washington County, Utah: Summary level: 050, state:49> county:053",28028,93.9,37.8,42489,51063,23.0,5.1,6.2,4.0,3.6,2.4,2.7,145575,23122,27685,1843,97.8,18.5,19.4,14.3,6.8,9.6,20.6,7.9,16.2,25.5,40.1,4676,49394,27685,0
"Weber County, Utah: Summary level: 050, state:49> county:057",25912,89.7,23.4,43140,53809,22.3,4.2,3.9,2.2,1.9,1.4,1.4,235106,32133,25426,2397,100.2,9.8,11.9,15.4,6.9,8.6,18.6,5.4,12.7,22.6,19.0,8792,79829,25426,47
"Chittenden County, Vermont: Summary level: 050, state:50> county:007",20304,89.8,44.0,39168,64958,37.7,2.6,4.7,2.6,2.1,1.6,1.8,150208,15558,19610,1678,95.9,11.3,14.1,16.5,6.0,9.9,20.7,9.5,15.1,21.7,28.3,6884,62927,19610,43
"Albemarle County, Virginia: Summary level: 050, state:51> county:003",16247,83.6,40.0,56113,70312,33.1,12.0,5.0,3.5,2.7,2.3,2.2,94315,9774,15643,580,91.7,14.2,17.2,7.1,2.3,4.0,12.2,4.7,11.1,27.2,29.6,1689,39022,15643,97
"Arlington County, Virginia: Summary level: 050, state:51> county:013",21088,92.4,56.6,78291,102501,36.0,9.6,3.4,2.1,1.4,1.1,1.4,222314,21820,20737,1998,98.5,8.3,10.4,12.7,8.7,11.3,22.3,12.3,15.2,18.5,18.4,4812,98973,20737,235
"Augusta County, Virginia: Summary level: 050, state:51> county:015",13706,77.5,17.4,47933,55284,22.3,6.4,6.0,5.1,3.0,3.0,1.4,70465,5186,13405,881,103.0,17.0,20.1,12.7,3.3,11.2,14.8,7.2,14.5,30.9,21.4,1499,26961,13405,168
"Bedford County, Virginia: Summary level: 050, state:51> county:019",12918,80.3,19.2,35592,57000,19.0,5.0,6.2,5.7,3.5,2.2,0.9,69548,5261,12838,646,98.5,18.1,18.9,11.3,8.3,7.1,19.5,8.2,9.2,31.7,22.3,2321,27955,12838,0
"Chesterfield County, Virginia: Summary level: 050, state:51> county:041",39958,85.4,27.4,48595,66881,27.0,7.0,4.7,2.9,1.5,1.7,1.3,322081,25350,39637,1497,91.8,11.2,13.1,12.4,4.9,9.3,18.7,7.3,14.8,25.3,16.1,8587,115675,39637,310
"Fairfax County, Virginia: Summary level: 050, state:51> county:059",125028,89.1,54.0,90642,111079,37.3,8.5,4.3,2.5,1.8,1.3,1.2,1120638,64851,123613,6531,98.1,10.2,11.9,10.4,4.4,6.6,14.8,6.4,12.0,21.1,14.3,18157,391784,123613,4152
"Fauquier County, Virginia: Summary level: 050, state:51> county:061",9968,81.5,33.8,60000,82823,41.6,7.7,5.5,3.7,2.5,1.8,1.3,66871,4108,9741,646,99.0,14.1,15.6,17.4,3.8,5.0,14.0,2.6,10.7,23.6,12.9,1297,23219,9741,33
"Frederick County, Virginia: Summary level: 050, state:51> county:069",12058,75.3,17.4,37366,69332,23.7,8.8,4.9,4.2,2.4,2.4,1.0,80501,3930,11992,337,98.7,14.0,15.7,17.4,6.6,8.8,25.6,7.2,14.0,25.9,18.9,1323,29643,11992,309
"Hanover County, Virginia: Summary level: 050, state:51> county:085",15245,81.9,20.2,43112,77424,26.6,6.0,5.2,3.6,2.8,1.9,1.6,99038,4230,14933,742,95.0,13.6,16.4,13.2,3.7,7.6,16.2,6.0,12.4,32.4,21.1,1864,37791,14933,0
"Henrico County, Virginia: Summary level: 050, state:51> county:087",43160,82.9,30.5,44416,59944,27.2,5.6,4.5,2.9,2.0,1.8,2.4,314480,38188,42075,2611,88.8,11.7,15.2,14.8,6.9,11.0,26.1,10.8,20.3,19.2,20.4,13578,123334,42075,425
"James City County, Virginia: Summary level: 050, state:51> county:095",15966,92.3,52.5,64243,73632,23.7,5.1,6.3,6.2,3.2,2.6,4.4,69547,4861,15598,378,93.8,21.5,23.8,13.2,2.7,6.2,8.2,4.3,5.9,18.7,23.5,1597,27484,15598,0
"Loudoun County, Virginia: Summary level: 050, state:51> county:107",25759,88.7,38.1,67563,116848,35.8,6.0,2.6,2.0,1.0,1.2,0.7,347923,13410,25457,1015,99.2,6.6,8.2,9.7,5.0,5.4,18.7,7.5,14.7,14.7,10.4,4438,112749,25457,698
"Montgomery County, Virginia: Summary level: 050, state:51> county:121",9931,82.2,23.6,44796,45679,24.0,12.0,3.5,2.3,1.7,1.2,1.6,87259,23054,9761,257,102.0,8.9,11.7,17.8,9.6,5.4,13.9,10.4,17.1,23.4,33.1,2997,34883,9761,0
"Prince William County, Virginia: Summary level: 050, state:51> county:153",34632,82.3,30.6,67136,95268,29.4,4.9,3.0,2.3,1.1,0.7,0.7,433701,30153,34065,1221,99.4,7.1,8.7,11.4,4.6,8.3,19.6,5.6,14.4,14.9,7.1,9218,137636,34065,1021
"Roanoke County, Virginia: Summary level: 050, state:51> county:161",17996,87.9,30.0,42770,56400,29.3,4.7,6.0,4.2,3.5,2.1,3.4,91504,7040,17401,1195,89.4,16.8,21.5,14.7,8.9,6.1,20.9,6.4,11.8,23.5,30.4,3625,38224,17401,0
"Rockingham County, Virginia: Summary level: 050, state:51> county:165",13658,70.5,19.4,38335,56074,30.0,9.0,5.8,3.6,4.0,1.8,2.4,76027,6202,13386,800,99.1,15.5,19.6,13.3,8.4,9.9,20.2,9.8,17.3,21.3,25.6,1342,28855,13386,121
"Spotsylvania County, Virginia: Summary level: 050, state:51> county:177",14501,82.8,20.8,49994,71901,30.6,3.0,4.1,3.1,2.0,1.2,1.0,126800,9296,14179,1015,94.1,10.3,12.4,18.1,4.4,10.8,22.3,7.5,12.9,18.9,10.1,3138,42286,14179,66
"Stafford County, Virginia: Summary level: 050, state:51> county:179",11557,90.3,28.7,58959,93454,28.2,6.9,3.5,2.2,1.1,0.9,0.7,133463,8101,11450,612,102.8,8.1,8.8,16.2,4.3,7.7,13.6,7.4,10.2,9.6,5.5,2303,43629,11450,72
"York County, Virginia: Summary level: 050, state:51> county:199",9216,88.9,31.3,53910,78073,21.8,11.1,4.9,3.5,2.2,2.2,1.1,65404,4266,9160,373,95.5,13.0,14.7,17.9,3.9,3.8,14.5,5.8,8.7,18.9,10.4,1011,24042,9160,86
"Alexandria city, Virginia: Summary level: 050, state:51> county:510",14188,89.5,60.9,67488,86775,32.3,17.1,3.9,2.1,1.8,0.9,0.9,147906,12194,13927,960,93.3,8.5,10.5,6.9,3.5,5.6,14.5,4.3,7.6,15.8,12.7,2881,65595,13927,1271
"Chesapeake city, Virginia: Summary level: 050, state:51> county:550",26827,80.3,19.4,47939,67252,22.8,4.7,4.1,2.8,1.7,1.5,1.6,223108,20739,25883,1765,96.3,10.0,13.2,10.7,6.6,10.5,19.9,8.7,16.2,16.7,10.2,5248,80014,25883,248
"Hampton city, Virginia: Summary level: 050, state:51> county:650",17584,82.3,16.3,38386,43785,26.2,6.0,4.3,2.9,2.5,1.5,1.6,131867,20686,17359,1384,93.9,11.0,14.6,11.3,7.9,11.0,24.9,11.3,15.7,18.2,11.1,7076,53255,17359,76
"Lynchburg city, Virginia: Summary level: 050, state:51> county:680",10838,77.2,33.0,45176,40477,31.3,9.3,4.0,2.7,2.1,2.5,2.6,66808,16059,10254,783,87.8,12.1,15.5,11.0,5.7,7.4,20.1,8.6,13.4,17.2,29.0,4923,29631,10254,40
"Newport News city, Virginia: Summary level: 050, state:51> county:700",21001,82.2,22.0,42729,49184,26.4,6.5,3.9,2.6,2.5,1.5,1.1,173970,30678,20510,2099,94.7,9.8,13.1,12.4,4.0,8.4,21.4,4.3,12.1,15.1,9.5,9542,67538,20510,35
"Norfolk city, Virginia: Summary level: 050, state:51> county:710",23890,78.1,21.6,32722,44030,25.0,4.1,3.1,2.3,1.7,1.2,1.5,218568,49066,23429,2661,110.6,7.7,11.9,11.5,8.0,12.6,26.5,11.4,19.7,11.5,10.7,16330,85484,23429,276
"Portsmouth city, Virginia: Summary level: 050, state:51> county:740",13099,75.1,20.4,33886,43904,15.5,10.9,3.6,3.8,2.5,2.0,1.8,93808,19947,12757,1037,97.0,11.4,15.8,12.3,3.7,11.4,27.8,12.3,19.7,14.8,12.6,4988,36012,12757,0
"Richmond city, Virginia: Summary level: 050, state:51> county:760",24068,74.6,31.4,35635,39193,25.1,6.2,3.5,2.6,1.9,1.7,1.6,203907,52305,23698,3662,91.0,9.5,12.8,10.9,5.7,10.2,27.2,9.1,19.6,13.7,23.0,15548,88110,23698,30
"Roanoke city, Virginia: Summary level: 050, state:51> county:770",14165,78.8,19.1,31367,36651,24.0,10.2,4.4,3.3,1.9,2.3,2.6,96667,24092,13521,1194,92.1,11.7,16.8,8.8,10.1,10.0,22.1,7.7,18.2,20.8,19.1,7961,42759,13521,72
"Suffolk city, Virginia: Summary level: 050, state:51> county:800",10625,75.9,24.2,43892,60637,24.0,13.5,4.2,3.2,2.5,1.2,1.4,84513,8062,10343,670,92.1,11.3,13.4,11.6,2.6,6.0,19.7,7.8,11.9,9.0,11.6,4431,30989,10343,50
"Virginia Beach city, Virginia: Summary level: 050, state:51> county:810",52978,88.4,29.7,49177,62855,29.1,6.3,4.1,2.9,1.5,1.5,1.8,436571,38245,51965,3738,96.7,10.2,13.3,14.3,7.8,10.0,25.8,10.2,17.9,15.2,10.8,11948,165428,51965,579
"Benton County, Washington: Summary level: 050, state:53> county:005",23522,85.8,28.0,43770,58997,15.5,5.2,3.5,3.9,2.2,1.7,1.4,182713,24527,23213,2305,100.9,11.7,13.8,18.2,8.4,11.6,27.7,7.4,21.8,26.9,21.7,13114,68334,23213,0
"Chelan County, Washington: Summary level: 050, state:53> county:007",12306,89.5,23.4,37343,51101,26.3,4.6,4.8,4.3,2.2,2.2,3.1,73178,12602,12078,1624,93.6,15.8,17.4,10.8,4.2,7.3,20.5,7.5,13.8,16.8,30.9,4981,27665,12078,0
"Clallam County, Washington: Summary level: 050, state:53> county:009",19357,88.5,31.2,45162,46566,24.3,8.2,8.7,6.2,5.1,3.1,3.7,70902,13329,19091,1492,101.4,24.5,29.1,19.1,8.7,8.3,24.2,9.4,15.3,33.8,26.5,4406,30606,19091,54
