,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C03_014E,S1903_C03_001E,S2301_C03_010E,S2301_C02_011E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_010E,S1701_C02_010E,S0101_C01_033E,S0101_C03_030E,S0101_C05_030E,S1810_C03_026E,S1810_C03_036E,S1810_C03_044E,S1810_C03_052E,S1810_C03_060E,S1810_C03_067E,S2101_C03_012E,S2101_C03_013E,S2201_C03_001E,S2201_C01_001E,S2701_C01_013E,S2701_C04_013E
"Dutchess County, New York: Summary level: 050, state:36> county:027",51573,45108,16927,59005,80227,26.8,10.1,16447,12770,9191,6677,6488,278143,25220,49788,2738,99.0,23127,28446,16.7,5.3,7.2,20.8,8.1,16.0,4826,4934,8769,108071,49788,48
"Burke County, North Carolina: Summary level: 050, state:37> county:023",18047,14055,3196,37438,43663,14.6,5.3,5212,4829,4502,1802,1702,87656,11501,17580,1737,99.2,8028,10019,23.9,12.7,11.7,20.2,9.1,14.2,2023,1452,3869,36157,17580,0
"Catawba County, North Carolina: Summary level: 050, state:37> county:035",28020,23421,6924,39714,53454,25.0,11.8,8220,8679,4381,3734,3006,155628,20997,27571,1589,93.4,12222,15798,15.3,5.0,7.0,23.8,6.7,10.7,3312,2216,6688,62861,27571,8
"Moore County, North Carolina: Summary level: 050, state:37> county:125",23584,21244,10212,51536,58531,29.5,7.8,6505,6186,5811,2029,3053,97627,9420,22636,2140,95.3,10448,13136,17.4,9.2,7.9,17.0,7.6,10.6,1984,2300,2545,40756,22636,73
"Athens County, Ohio: Summary level: 050, state:39> county:009",8637,7479,2266,36701,36944,19.0,6.4,3465,1806,1465,798,1103,56162,18115,8408,1089,102.5,3809,4828,18.6,6.3,12.8,21.0,10.5,18.9,805,471,4342,22533,8408,0
"Clark County, Ohio: Summary level: 050, state:39> county:023",25957,22158,4917,43489,49875,17.6,1.8,8232,6653,4466,2757,3849,130902,19430,24990,1788,93.4,11414,14543,19.0,6.0,10.2,22.3,6.6,12.6,2770,2711,9151,55327,24990,29
"Mahoning County, Ohio: Summary level: 050, state:39> county:099",48140,42246,10556,36895,47962,25.5,6.6,15752,10754,8768,4703,8163,222481,35865,45804,4297,97.3,20915,27225,13.6,5.3,7.1,18.2,6.9,15.0,4877,4109,17179,97365,45804,0
"Horry County, South Carolina: Summary level: 050, state:45> county:051",83231,75462,21916,47208,49047,18.1,5.1,29282,26073,15081,6844,5951,337209,48787,82628,5593,93.9,39336,43895,13.8,3.9,6.8,21.1,7.0,12.9,11284,6134,11826,131180,82628,340
"Knox County, Tennessee: Summary level: 050, state:47> county:093",73277,65022,22547,47145,55632,28.9,6.6,23790,19684,13167,8745,7891,455024,59575,71543,4409,93.9,31784,41493,13.5,5.9,9.1,20.2,7.5,15.9,6523,6867,18227,185416,71543,0
"Fauquier County, Virginia: Summary level: 050, state:51> county:061",11933,10879,4372,61173,92145,34.2,4.3,4476,2381,2321,1859,896,70079,3786,11728,904,95.4,5452,6481,15.9,2.0,6.8,18.1,4.2,10.2,1277,1213,1000,25134,11728,60
"San Juan Municipio, Puerto Rico: Summary level: 050, state:72> county:127",73383,54945,25518,22813,23012,19.0,8.1,20133,16684,14625,9929,12012,315765,125457,71282,21038,84.2,29572,43811,11.4,14.7,18.1,33.1,19.0,29.2,2567,3641,45272,147267,71282,985
"Houston County, Alabama: Summary level: 050, state:01> county:069",18790,16090,4129,37734,48105,24.6,7.3,6072,4955,3734,2175,1854,103515,16944,18487,2544,92.8,8075,10715,14.4,4.9,11.4,27.3,8.2,15.0,1736,1992,4727,38861,18487,121
"Santa Barbara County, California: Summary level: 050, state:06> county:083",68402,59317,28886,75494,77472,30.3,9.4,20804,16779,12760,8421,9638,426201,53461,67215,4147,100.1,30733,37669,13.2,4.5,7.0,16.8,6.1,11.8,5460,5469,12732,146224,67215,660
"New Castle County, Delaware: Summary level: 050, state:10> county:003",87093,77818,29278,56325,69479,27.5,8.6,28579,22482,17893,7974,10165,542628,63500,85126,5034,94.1,37820,49273,11.0,4.6,7.0,20.2,4.6,11.9,8591,7195,17496,206351,85126,500
"Santa Rosa County, Florida: Summary level: 050, state:12> county:113",28416,26036,7090,57146,70787,18.4,4.0,9134,8235,6008,2925,2114,173122,14836,27904,1530,105.0,13388,15028,15.3,8.0,6.6,24.8,7.2,14.7,4619,3423,6913,63891,27904,0
"Walker County, Georgia: Summary level: 050, state:13> county:295",13093,10690,1642,25584,42609,25.9,2.6,4413,2912,3019,1522,1227,67780,9492,12754,870,101.5,5845,7248,21.7,5.3,13.6,22.6,2.4,17.0,1222,1018,2948,26895,12754,149
"Johnson County, Kansas: Summary level: 050, state:20> county:091",86524,82817,43559,58086,86746,32.9,7.3,31787,20849,13950,8822,11116,590890,31942,83946,3715,96.9,38219,48305,13.8,4.7,7.2,18.1,6.8,11.6,6903,7110,5652,231184,83946,328
"Middlesex County, Massachusetts: Summary level: 050, state:25> county:017",246060,218522,108520,58160,100517,36.6,10.0,76631,62498,42851,30086,33994,1560058,113212,239621,18094,95.9,106491,139569,12.9,4.6,6.2,16.6,6.1,12.0,13667,19867,42608,612224,239621,1127
"Suffolk County, Massachusetts: Summary level: 050, state:25> county:025",96952,71429,29207,34767,69985,29.5,7.9,33834,22675,17879,10881,11683,763888,134004,94343,17031,93.7,41061,55891,11.7,9.4,12.9,30.3,11.4,20.6,4287,5551,51599,315049,94343,679
"Grand Traverse County, Michigan: Summary level: 050, state:26> county:055",18378,17657,6571,59911,66163,21.4,5.5,6305,4863,3143,1383,2684,90733,10364,17971,1341,99.4,8362,10016,15.8,4.2,9.0,13.7,6.3,10.7,2495,1157,2496,36782,17971,0
"St. Louis County, Minnesota: Summary level: 050, state:27> county:137",38593,35952,10108,41127,53550,19.5,6.0,13518,8820,5821,4742,5692,191821,28416,36832,2863,99.9,17791,20802,13.2,5.4,6.5,15.3,4.8,10.3,4546,4066,7957,84370,36832,98
"Sarpy County, Nebraska: Summary level: 050, state:31> county:153",22169,20168,6270,50495,77941,25.9,3.2,7188,6210,3283,2607,2881,182891,10538,21553,1216,100.2,10015,12154,11.7,5.0,6.2,14.6,6.0,10.8,3834,2354,3831,66273,21553,136
"Hillsborough County, New Hampshire: Summary level: 050, state:33> county:011",64850,58152,23093,50623,78978,33.5,6.6,21882,16346,11127,6859,8636,406805,30528,61990,3792,98.1,29087,35763,15.2,4.9,5.7,16.9,5.2,9.4,6820,6228,12013,161649,61990,461
"Hudson County, New Jersey: Summary level: 050, state:34> county:017",79918,55653,19227,34845,74414,28.9,6.0,25889,19718,14364,9222,10725,668092,96312,78050,12625,98.9,33361,46557,8.3,5.7,8.6,23.2,11.3,18.9,2648,2703,36506,263924,78050,1986
"Cabarrus County, North Carolina: Summary level: 050, state:37> county:025",28208,24292,6490,41506,69679,19.3,7.0,8189,8696,5306,2946,3071,208579,18872,27435,1510,96.1,12054,16154,14.7,5.3,11.7,21.2,7.0,16.9,2686,2171,6586,73751,27435,0
"Burleigh County, North Dakota: Summary level: 050, state:38> county:015",15157,13327,4393,49946,71172,27.8,4.2,5746,2694,2064,1992,2661,92425,6526,14552,1187,102.4,6761,8396,18.4,7.6,7.0,21.0,4.7,12.3,1339,1522,2764,40736,14552,0
"Lake County, Ohio: Summary level: 050, state:39> county:085",46347,40825,8592,43536,65835,26.4,6.3,14375,12055,7659,6411,5847,227639,15788,45227,2820,96.4,20226,26121,14.9,7.4,7.9,22.2,6.8,13.4,3613,3936,5631,96577,45227,85
"Summit County, Ohio: Summary level: 050, state:39> county:153",97467,86718,27666,44196,58876,24.6,7.0,32412,24121,18169,9700,13065,532520,62287,94993,6614,94.5,42969,54498,10.2,5.9,5.6,20.5,6.2,13.9,9040,8276,28543,226243,94993,634
"Creek County, Oklahoma: Summary level: 050, state:40> county:037",12424,10857,2430,36822,55264,18.1,6.4,3505,3790,2122,1247,1760,70335,9620,12120,786,97.6,5555,6869,20.3,12.3,10.4,22.2,7.1,12.6,1609,1160,3144,26957,12120,0
"Lane County, Oregon: Summary level: 050, state:41> county:039",73700,68942,24061,48569,53172,20.8,4.8,26451,18580,12664,8427,7578,372184,69029,73101,6766,97.0,34166,39534,17.5,4.9,8.4,20.1,8.5,14.6,8010,7396,30151,156072,73101,15
"Adams County, Pennsylvania: Summary level: 050, state:42> county:001",20634,16988,4635,42944,62284,18.0,6.2,6314,5526,3515,2990,2289,98508,7216,19859,1661,96.9,9333,11301,13.1,4.7,6.4,18.0,4.9,10.9,2133,1963,2798,39570,19859,0
"Cumberland County, Pennsylvania: Summary level: 050, state:42> county:041",46768,42770,13580,49808,71802,30.1,7.0,15027,11479,8612,5510,6140,237934,16434,45085,2453,98.0,20213,26555,13.8,7.9,8.3,19.3,6.1,13.1,4203,4402,7631,102243,45085,14
"Hamilton County, Tennessee: Summary level: 050, state:47> county:065",63597,55612,17845,44686,57280,23.6,10.3,18165,18903,11402,7249,7878,352572,44894,61881,4238,92.9,27524,36073,15.7,5.1,9.6,26.9,9.3,17.1,6869,5609,19184,146057,61881,18
"Washington County, Tennessee: Summary level: 050, state:47> county:179",23505,20003,5593,38284,48765,18.0,2.8,7594,6016,3960,2968,2967,123917,18474,22536,2814,96.0,10521,12984,21.9,9.7,7.1,21.6,8.0,14.0,2681,2738,6692,54433,22536,88
"Cache County, Utah: Summary level: 050, state:49> county:005",11531,11103,4999,52307,59248,31.3,1.0,4132,2561,2153,1511,1174,123727,17977,11318,895,100.3,5473,6058,13.6,3.4,7.0,14.5,4.5,10.2,1066,1249,2993,39224,11318,104
"Cowlitz County, Washington: Summary level: 050, state:53> county:015",20856,18640,4454,40021,59225,26.2,3.8,7535,5114,3345,2368,2494,107503,11995,20423,1124,96.7,9759,11097,19.2,3.1,9.2,25.2,7.7,11.8,2814,1768,9176,43279,20423,0
"Raleigh County, West Virginia: Summary level: 050, state:54> county:081",15492,11743,2563,29881,39122,21.0,6.9,6107,3270,2939,1931,1245,71575,15466,15366,1604,101.6,7038,8454,24.6,18.9,16.0,37.9,8.5,19.5,1138,1152,7284,31169,15366,0
"Arecibo Municipio, Puerto Rico: Summary level: 050, state:72> county:013",17976,9950,2940,16712,18360,5.8,2.2,5573,4078,4021,2601,1703,81497,37578,17928,7697,91.3,7679,10297,9.7,8.3,12.9,29.5,10.4,22.5,529,439,15213,30206,17928,134
"Morgan County, Alabama: Summary level: 050, state:01> county:103",20464,16813,5783,42992,53260,21.4,2.6,5828,6222,2858,3009,2547,117592,13966,20063,1597,98.9,8649,11815,15.0,10.5,14.7,25.0,10.4,19.8,2049,1721,4738,45851,20063,33
"Kings County, California: Summary level: 050, state:06> county:031",15413,11135,2874,49177,61663,19.1,7.0,4485,4266,2466,2784,1412,137060,26299,14828,2469,123.3,7012,8401,20.7,5.0,6.6,26.2,6.4,9.0,1461,1740,7078,43727,14828,83
"Shasta County, California: Summary level: 050, state:06> county:089",37027,33183,8067,44086,56280,21.5,4.8,11028,10453,6499,5095,3952,176694,26647,36313,3826,97.1,16941,20086,19.3,7.4,10.2,24.2,8.9,17.3,4077,3632,8238,68198,36313,0
"Leon County, Florida: Summary level: 050, state:12> county:073",38914,35573,16407,55324,50682,25.9,9.6,14318,9900,7285,3717,3694,279466,59697,38054,3770,89.8,17206,21708,12.2,7.1,10.1,20.4,8.6,16.4,3710,3258,14195,113390,38054,75
"Pinellas County, Florida: Summary level: 050, state:12> county:103",241848,219608,71925,39443,52198,23.6,5.6,70942,59145,43240,33474,35047,960680,111282,236625,24568,92.2,107554,134294,13.7,6.6,7.8,21.7,7.1,13.2,23191,25159,40411,405892,236625,1711
"Kendall County, Illinois: Summary level: 050, state:17> county:093",13493,12760,4075,58960,89862,19.1,6.5,4114,3743,2750,1011,1875,127569,4961,13330,783,95.2,6145,7348,13.9,4.4,5.2,17.7,8.1,14.3,1831,1423,2184,40716,13330,0
"Bay County, Michigan: Summary level: 050, state:26> county:017",20857,18242,3136,42623,50606,14.1,6.5,6506,5315,3985,2000,3051,102858,17294,20205,1396,97.5,9439,11418,12.7,6.1,6.1,16.4,5.2,10.3,2185,1953,5548,44469,20205,0
"Van Buren County, Michigan: Summary level: 050, state:26> county:159",14089,12280,3831,40028,59295,20.8,6.7,5373,3124,2526,1693,1373,74544,12212,13746,1299,100.4,6455,7634,18.6,8.8,7.1,24.1,8.5,9.6,1151,773,3221,28607,13746,0
"Washoe County, Nevada: Summary level: 050, state:32> county:031",76172,69765,23610,52743,63310,26.4,5.5,27189,21141,12227,8429,7186,459808,47062,75629,6156,101.5,36401,39771,13.3,4.8,7.4,19.9,6.9,10.6,9444,6950,14540,185709,75629,256
"Merrimack County, New Hampshire: Summary level: 050, state:33> county:013",28423,25968,9641,45560,75088,32.0,9.0,10038,6964,4757,2789,3875,144478,9497,27496,1320,96.0,12584,15839,13.1,3.1,6.6,15.7,6.5,11.0,2410,2792,4018,58521,27496,164
"Fairfield County, Ohio: Summary level: 050, state:39> county:045",24675,21827,4766,42169,67144,22.5,2.1,7964,6726,4303,3512,2170,152342,15148,23796,1610,100.2,11061,13614,11.0,3.7,5.0,21.4,7.9,15.3,2144,1935,6359,55934,23796,0
"Florence County, South Carolina: Summary level: 050, state:45> county:041",23398,18903,4714,42463,48790,23.6,11.4,8755,5556,4060,3043,1984,134691,23523,22648,1928,85.2,9887,13511,10.6,5.3,7.0,17.5,2.9,10.6,2553,2051,7624,50518,22648,43
"Angelina County, Texas: Summary level: 050, state:48> county:005",13896,11127,2507,31032,47519,13.2,3.7,4379,3445,2575,1525,1972,84905,15269,12930,1602,97.5,6159,7737,24.9,11.4,17.4,28.7,13.2,23.1,1532,1292,5788,29898,12930,157
"Skagit County, Washington: Summary level: 050, state:53> county:057",26616,24711,8800,50733,73206,18.4,4.4,8717,7059,4303,3545,2992,126446,11129,26291,2243,96.8,12153,14463,14.1,3.7,8.7,19.1,5.6,10.4,2770,2686,5712,48474,26291,0
"Thurston County, Washington: Summary level: 050, state:53> county:067",49236,46358,19951,56913,72703,19.8,3.8,17738,13679,7529,4909,5381,283280,23786,48545,3371,95.2,22108,27128,14.3,5.9,7.5,20.2,6.8,12.2,7026,4769,12993,110713,48545,60
"Kanawha County, West Virginia: Summary level: 050, state:54> county:039",37659,31733,9218,36360,41141,22.1,8.6,14090,7935,6832,4108,4694,176605,31535,36951,3515,93.2,15855,21804,14.9,4.6,8.0,19.2,7.9,16.4,3604,2826,12194,78482,36951,296
"Dane County, Wisconsin: Summary level: 050, state:55> county:025",74937,69557,31595,56596,71582,26.3,6.7,26385,19095,11786,8630,9041,529465,58498,74084,4058,98.4,33542,41395,11.5,3.5,4.5,13.6,4.9,8.2,6063,6519,12038,226350,74084,362
"Mobile County, Alabama: Summary level: 050, state:01> county:097",66558,55822,14147,36328,43061,18.9,5.1,22155,17218,12798,7415,6972,406968,84453,65430,6850,90.9,28348,38210,14.7,6.4,10.2,23.4,9.3,16.0,6761,5220,26929,158627,65430,265
"Contra Costa County, California: Summary level: 050, state:06> county:013",181267,162711,76641,70271,101618,30.9,6.1,58417,47941,32092,22622,20195,1141015,88235,178779,11454,95.9,79598,101669,11.7,4.5,8.0,19.9,6.9,13.6,12782,14079,23201,396133,178779,1872
"Marion County, Florida: Summary level: 050, state:12> county:083",104024,91229,24954,36821,44576,14.2,3.5,27803,27931,23858,12277,12155,348888,51941,102695,9281,90.8,47785,56239,14.5,5.4,6.4,21.1,4.6,12.2,10485,13696,21311,143441,102695,178
"Okaloosa County, Florida: Summary level: 050, state:12> county:091",34105,31370,9915,46319,63997,22.6,6.3,10903,9818,5921,4835,2628,201214,28455,33700,2435,101.3,15613,18492,13.7,6.5,10.9,25.0,7.7,13.7,7191,4107,9040,79570,33700,250
"Seminole County, Florida: Summary level: 050, state:12> county:117",72734,65611,25209,52315,67470,32.2,8.8,22325,20497,12303,9117,8492,463475,45939,71218,4281,93.4,31386,41348,13.4,6.3,8.5,21.1,8.1,12.7,7816,6992,16289,179274,71218,480
"Columbia County, Georgia: Summary level: 050, state:13> county:073",21329,18622,5808,57555,82024,23.3,6.3,7199,6935,2558,2462,2175,153891,11561,21161,1747,94.8,9807,11522,12.5,5.0,10.6,15.7,3.3,12.9,3495,1784,1473,47167,21161,90
"Dougherty County, Georgia: Summary level: 050, state:13> county:095",13899,10524,3697,42619,39659,19.5,3.4,4498,3783,1876,1755,1987,87006,24301,13592,2430,85.4,5700,8199,15.6,9.6,16.0,34.0,12.1,19.9,1308,840,8674,33717,13592,122
"Henry County, Georgia: Summary level: 050, state:13> county:151",26256,23728,6016,50810,73541,27.0,5.3,10186,6613,3624,2384,3449,228354,13800,26076,1301,90.4,11510,14746,13.4,8.3,6.3,19.7,5.4,13.8,4030,2534,5894,75926,26076,597
"Houston County, Georgia: Summary level: 050, state:13> county:153",18359,16487,3804,46302,58965,22.0,5.1,5649,5606,3277,1795,2032,152841,18069,17856,1113,99.5,7476,10883,23.0,12.0,8.6,28.7,10.8,18.3,2132,1653,5536,58155,17856,0
"Vermilion County, Illinois: Summary level: 050, state:17> county:183",15156,13248,2140,36581,43655,23.3,5.0,5036,3244,2783,1896,2197,73670,14576,14678,1312,99.5,6929,8227,15.2,5.6,5.4,22.8,5.4,11.1,1698,1478,4665,30166,14678,117
"Will County, Illinois: Summary level: 050, state:17> county:197",90429,79279,22283,58677,85818,26.1,4.3,31585,23429,15679,8727,11009,682218,42458,88533,5095,98.8,40372,50057,10.6,5.0,6.2,19.4,7.9,12.0,7735,7033,22123,231647,88533,593
"St. Joseph County, Indiana: Summary level: 050, state:18> county:141",43160,37959,11480,36552,54434,27.0,10.0,15377,9430,7172,4550,6631,258884,33593,42003,5109,94.8,18968,24192,13.1,8.2,8.2,21.5,6.8,14.0,3292,3650,8842,107730,42003,41
"Scott County, Iowa: Summary level: 050, state:19> county:163",27591,25468,8368,45275,58175,24.4,8.2,9882,6074,4623,3868,3144,169603,20855,26729,1940,96.5,12044,15547,10.7,3.7,6.5,15.7,6.7,11.5,2683,2713,5704,66905,26729,37
"Penobscot County, Maine: Summary level: 050, state:23> county:019",27761,24783,7412,34521,47217,19.9,4.8,8351,7854,4956,2970,3630,144946,21755,26777,2361,98.8,12598,15163,19.3,6.0,9.3,21.5,9.0,14.6,2636,2340,11434,61765,26777,30
"Midland County, Michigan: Summary level: 050, state:26> county:111",15539,14438,3692,42670,56091,21.0,7.4,5054,3616,3024,1576,2269,81952,10054,15233,926,95.5,6698,8841,15.6,5.3,6.1,16.9,3.2,10.4,1804,1565,4375,34091,15233,22
"Monroe County, Michigan: Summary level: 050, state:26> county:115",27543,24789,5413,42669,61916,17.8,2.0,9114,6957,4858,2876,3738,149045,15252,27021,1964,97.9,12295,15248,13.9,2.8,6.1,18.5,5.9,12.4,2970,1981,7470,61586,27021,0
"Stearns County, Minnesota: Summary level: 050, state:27> county:145",23995,20912,4979,40217,60669,25.1,7.3,7126,6223,4719,2429,3498,152934,20595,23193,1702,101.3,11034,12961,15.0,3.4,5.6,18.0,6.4,10.5,2026,2639,5531,58510,23193,0
"Valencia County, New Mexico: Summary level: 050, state:35> county:061",13675,11645,3918,33879,46493,11.6,9.4,4590,3654,2204,1473,1754,74664,11778,13590,1693,104.9,6416,7259,24.2,10.4,6.0,27.0,8.1,10.2,1873,1601,5064,28379,13590,306
"Steuben County, New York: Summary level: 050, state:36> county:101",18663,16014,4203,42400,55569,17.3,6.9,6635,4175,3521,2172,2160,94221,11625,17873,1387,102.2,8679,9984,12.6,4.6,5.8,14.8,6.5,9.1,1622,1504,4731,40578,17873,50
"Iredell County, North Carolina: Summary level: 050, state:37> county:097",27867,24461,6901,46513,59341,19.0,10.1,9389,7352,4798,3781,2547,176646,16397,27497,1673,96.0,12474,15393,16.5,6.3,7.2,22.4,6.8,14.1,2793,2053,4432,68328,27497,119
"Cass County, North Dakota: Summary level: 050, state:38> county:017",21599,19837,6690,52304,62418,31.7,6.8,6491,5836,2655,3411,3206,176674,19349,20868,1568,105.4,9833,11766,14.5,7.8,5.4,16.2,2.6,11.5,2629,1248,5141,74343,20868,58
"Ward County, North Dakota: Summary level: 050, state:38> county:101",8462,7108,1663,39576,65719,35.5,5.6,2653,1909,1752,724,1424,65750,7770,8078,952,113.6,3948,4514,21.4,12.5,7.9,27.5,9.4,23.1,1131,1249,2139,27887,8078,0
"Multnomah County, Oregon: Summary level: 050, state:41> county:051",108862,99454,43842,48439,71186,25.9,5.9,40548,27873,17552,11247,11642,798127,94684,106531,9372,98.4,47994,60868,13.7,4.8,7.1,18.7,5.2,12.8,10370,7472,44053,330223,106531,1476
"Cambria County, Pennsylvania: Summary level: 050, state:42> county:021",29664,26080,4534,34540,45084,20.2,6.1,9389,6850,5489,3571,4365,125244,18539,28827,2416,97.6,12964,16700,15.9,7.3,8.3,23.0,9.8,14.9,3463,2874,10385,56483,28827,30
"Wichita County, Texas: Summary level: 050, state:48> county:485",19162,15857,3935,37131,47373,26.7,10.1,6133,4678,3638,2362,2351,118105,21507,17878,1576,104.1,8212,10950,20.6,10.5,10.4,27.6,10.4,13.9,2138,1514,7364,46757,17878,43
"Augusta County, Virginia: Summary level: 050, state:51> county:015",16099,12920,3724,44925,59820,24.8,9.2,5180,4062,2655,2275,1927,70617,6757,15720,1574,103.8,7313,8786,13.8,3.7,12.1,21.0,5.7,8.9,1626,1133,2152,29783,15720,0
"Chesapeake city, Virginia: Summary level: 050, state:51> county:550",32045,27715,9118,67901,80265,30.9,5.2,10951,8685,5589,3669,3151,235940,18397,31649,1615,95.3,13891,18154,10.5,4.4,5.5,20.8,5.8,12.5,4568,2973,6170,86122,31649,103
"Roanoke city, Virginia: Summary level: 050, state:51> county:770",16905,14198,3951,33535,42711,20.1,8.2,5436,5016,2356,1046,3051,98426,20064,16037,1545,90.5,6596,10309,9.2,10.4,5.7,18.3,7.9,13.3,2215,1133,7191,41353,16037,0
"Cabell County, West Virginia: Summary level: 050, state:54> county:011",16984,13923,4580,37480,38162,18.0,12.4,5099,4718,3357,2112,1698,89106,17557,16494,1068,93.0,7385,9599,11.5,10.3,9.2,20.4,7.7,13.7,1632,1373,4235,38024,16494,0
"Wood County, Wisconsin: Summary level: 050, state:55> county:141",14940,13428,3147,45981,55273,21.9,9.6,4830,3345,3134,1740,1891,72025,7321,14637,1445,99.0,6828,8112,15.7,5.1,7.7,21.2,10.0,12.7,1945,1353,3533,32274,14637,69
"Guaynabo Municipio, Puerto Rico: Summary level: 050, state:72> county:061",18832,13553,5736,25258,36309,13.9,4.7,4569,5271,3233,3276,2483,83413,21780,18607,5028,92.1,7795,11037,11.9,11.7,22.0,47.2,27.6,32.4,407,963,6353,27857,18607,34
"Limestone County, Alabama: Summary level: 050, state:01> county:083",15095,11951,3387,43727,67000,18.2,12.8,4944,4122,2098,2135,1796,93095,10476,14998,1490,104.7,6814,8281,18.0,8.0,4.6,21.8,6.1,8.9,1703,1711,2905,32333,14998,504
"Garland County, Arkansas: Summary level: 050, state:05> county:051",22991,20201,6197,47454,42779,13.5,7.9,7549,5138,3709,3639,2956,97515,22474,22535,2325,90.5,10248,12743,18.5,6.8,12.9,28.9,11.5,15.8,2255,2446,5468,40407,22535,190
"Larimer County, Colorado: Summary level: 050, state:08> county:069",55002,53029,25500,50962,71091,30.8,5.3,18753,15502,10225,4995,5527,340970,37291,53963,4040,98.7,25162,29840,16.1,5.0,6.0,13.7,3.7,8.7,4941,5350,7528,139382,53963,294
"Flagler County, Florida: Summary level: 050, state:12> county:035",35344,30930,10445,56133,58963,17.8,6.5,9160,9955,7028,4297,4904,111079,11929,35109,2021,91.4,17111,18233,17.4,7.3,7.8,19.3,6.5,10.7,4099,3726,3704,41274,35109,122
"Winnebago County, Illinois: Summary level: 050, state:17> county:201",49568,42743,10715,41250,53345,25.6,5.5,14768,13702,9157,5715,6226,278842,46370,47890,2664,95.7,21922,27646,12.9,5.2,7.4,20.7,6.7,12.2,4985,3800,19335,114337,47890,395
"Harford County, Maryland: Summary level: 050, state:24> county:025",42005,36824,12070,51451,88603,22.6,6.2,12505,12409,7569,4732,4790,252208,18047,41383,2240,95.7,18058,23947,14.4,5.6,5.7,17.9,5.3,9.3,3975,3686,6223,94802,41383,68
"Gallatin County, Montana: Summary level: 050, state:30> county:031",14428,13592,6717,59375,68266,32.5,5.2,4918,4326,3227,849,1108,108058,9917,14225,1043,106.9,6909,7519,12.9,2.7,5.5,11.3,4.1,6.5,1568,1127,1312,44423,14225,22
"Rockingham County, North Carolina: Summary level: 050, state:37> county:157",18633,13669,2094,36538,40688,15.6,3.8,5723,5028,3569,1923,2390,89124,17562,18052,2058,94.1,8171,10462,11.2,5.5,6.4,20.5,10.7,10.9,1357,1333,5464,37476,18052,0
"Trumbull County, Ohio: Summary level: 050, state:39> county:155",43149,37147,6222,39016,46196,19.6,4.5,14060,10660,7493,4670,6266,195009,36041,41758,4387,94.7,18822,24327,11.5,4.0,8.5,20.4,8.3,14.2,3713,3869,10767,83303,41758,88
"Butler County, Pennsylvania: Summary level: 050, state:42> county:019",34949,31674,9136,37952,66423,21.8,6.2,11903,7866,5529,4033,5618,183131,15882,33856,1774,98.1,15744,19205,14.0,3.9,8.0,20.0,5.3,14.7,3733,3388,6130,77764,33856,34
"Erie County, Pennsylvania: Summary level: 050, state:42> county:049",48926,43480,12011,38291,48007,22.9,5.4,15297,12718,7871,5972,7068,258937,40132,46909,3466,96.6,21997,26929,16.0,5.3,8.7,21.9,7.5,13.2,5638,4742,20533,109797,46909,0
"Luzerne County, Pennsylvania: Summary level: 050, state:42> county:079",63359,55535,13130,36035,54433,27.7,9.0,18906,16391,10855,8617,8590,305379,43848,60314,5215,97.4,27276,36083,16.5,6.7,7.1,22.0,8.4,14.2,5623,6125,23612,128301,60314,109
"Kershaw County, South Carolina: Summary level: 050, state:45> county:055",11928,9914,2105,39472,51467,22.6,0.7,4731,2685,1438,1681,1393,65158,9854,11720,1152,100.1,5207,6721,13.3,12.0,12.7,27.8,15.6,23.3,2586,810,2508,24756,11720,0
"Loudoun County, Virginia: Summary level: 050, state:51> county:107",37721,34123,18234,84778,139915,39.6,8.4,14067,8862,7288,3636,3868,403842,15476,37347,1769,98.3,16700,21021,12.0,3.4,6.0,17.5,5.9,10.8,3199,2978,3199,133417,37347,668
"Toa Alta Municipio, Puerto Rico: Summary level: 050, state:72> county:135",10310,4766,1793,11969,26358,-999999999.0,-999999999.0,3324,2771,1631,703,1881,70861,19199,10228,4578,93.9,4653,5657,12.8,7.5,10.5,23.1,9.9,20.9,283,236,5092,21511,10228,41
"Jefferson County, Alabama: Summary level: 050, state:01> county:073",104700,91867,29440,44980,55206,24.5,7.5,37313,24663,18057,13073,11594,643119,102816,102321,9498,89.9,43526,61174,14.5,6.9,8.3,23.9,8.5,15.8,10473,7610,33731,255940,102321,376
"Maricopa County, Arizona: Summary level: 050, state:04> county:013",669199,596703,211296,48809,65252,24.0,6.6,207820,180309,125584,78343,77143,4355605,531672,662728,49456,97.9,301634,367565,15.1,6.0,7.2,19.8,6.5,11.7,64083,63926,136551,1582464,662728,5033
"Jefferson County, Arkansas: Summary level: 050, state:05> county:069",11671,10224,2427,29648,35652,21.3,0.6,4303,2679,1508,1466,1715,60796,12764,11124,2256,96.4,5071,6600,16.5,6.3,11.4,27.4,8.4,15.0,1334,996,4238,25689,11124,107
"White County, Arkansas: Summary level: 050, state:05> county:145",12307,8755,2346,35995,42270,26.5,4.1,3729,3326,1901,2044,1307,74785,13024,11989,1194,93.8,5393,6914,19.6,10.7,9.3,32.1,7.9,20.3,1129,1021,3814,29577,11989,0
