,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C03_014E,S1903_C03_001E,S2301_C03_010E,S2301_C02_011E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_010E,S1701_C02_010E,S0101_C01_033E,S0101_C03_030E,S0101_C05_030E,S1810_C03_026E,S1810_C03_036E,S1810_C03_044E,S1810_C03_052E,S1810_C03_060E,S1810_C03_067E,S2101_C03_012E,S2101_C03_013E,S2201_C03_001E,S2201_C01_001E,S2701_C01_013E,S2701_C04_013E
"Howard County, Indiana: Summary level: 050, state:18> county:067",15917,13417,3427,51294,55868,20.7,5.3,4473,4541,3117,1423,2363,80684,9074,15499,824,92.9,6965,8952,16.3,7.4,7.9,22.8,5.9,15.4,1331,1252,4140,35139,15499,0
"Tangipahoa Parish, Louisiana: Summary level: 050, state:22> county:105",19087,15647,3214,36689,48205,23.8,4.5,7124,4882,3217,2548,1316,130144,21220,18525,2411,94.9,8405,10682,13.5,8.5,14.7,25.3,13.1,22.0,1805,1314,6945,47401,18525,316
"Berkshire County, Massachusetts: Summary level: 050, state:25> county:003",29239,26824,10722,43191,60476,26.7,10.6,9169,7449,5491,3301,3829,119676,12978,28280,2302,94.8,12765,16474,13.3,5.7,7.4,17.6,6.7,13.1,2064,2142,5609,55212,28280,100
"Scott County, Minnesota: Summary level: 050, state:27> county:139",16292,14873,5141,50589,100963,27.7,7.0,6052,3803,2846,1592,1999,145061,9408,15526,777,97.0,7451,8841,9.9,4.7,4.7,16.7,6.7,10.6,1242,1166,2260,50040,15526,0
"Rockland County, New York: Summary level: 050, state:36> county:087",51109,45651,22113,71840,89812,34.6,9.5,16287,11666,7409,7871,7876,321255,47051,49943,3840,96.8,21973,29136,12.7,3.9,5.6,15.0,7.3,11.7,2734,3707,12792,99502,49943,156
"Sullivan County, New York: Summary level: 050, state:36> county:105",14198,11571,3872,44047,52274,25.1,8.1,4532,3838,3068,1643,1117,73664,11505,13749,1524,106.1,7082,7116,15.2,8.5,8.4,24.2,8.2,17.4,1459,1152,5386,28900,13749,50
"Chatham County, North Carolina: Summary level: 050, state:37> county:037",17876,16898,8921,64834,74959,-999999999.0,-999999999.0,5260,5022,3194,1560,2840,72501,6530,17542,837,92.9,8175,9701,19.5,11.7,14.3,17.4,6.1,15.9,1300,981,1886,28343,17542,407
"Harnett County, North Carolina: Summary level: 050, state:37> county:085",17041,13816,2942,37090,51022,17.9,4.1,5383,4796,3595,1887,1380,130513,18587,16524,1833,99.2,7294,9747,16.5,9.1,11.0,20.3,9.2,16.3,1551,1220,5821,46015,16524,142
"Wilson County, North Carolina: Summary level: 050, state:37> county:195",14804,10530,3386,34868,42769,29.9,6.8,6097,2778,2165,2263,1501,79823,17637,14298,1685,84.3,6264,8540,16.9,5.8,6.8,22.2,4.9,14.1,1708,722,6246,31817,14298,148
"Ashtabula County, Ohio: Summary level: 050, state:39> county:007",18569,16047,3441,31814,46349,22.4,11.4,6301,4539,3478,1970,2281,94220,16812,17778,2685,102.3,8304,10265,17.3,9.2,8.3,22.7,8.0,15.9,1460,1237,5150,35445,17778,0
"Belmont County, Ohio: Summary level: 050, state:39> county:013",14350,12974,2551,32928,50250,23.5,2.6,4631,3689,2297,1664,2069,63700,6951,13473,1006,104.6,6440,7910,13.9,4.1,5.4,22.9,5.4,9.6,1471,888,2955,24742,13473,0
"Comanche County, Oklahoma: Summary level: 050, state:40> county:031",15223,12699,3636,41902,52089,22.9,4.8,4993,3949,2479,1929,1873,110499,17917,14417,1423,108.1,6863,8360,20.0,8.9,11.8,31.8,7.2,14.4,3070,1854,7272,42489,14417,254
"Blair County, Pennsylvania: Summary level: 050, state:42> county:013",25493,22839,4860,40804,49942,24.8,3.5,7883,6277,4903,3285,3145,119657,17283,24225,2010,93.6,11026,14467,14.9,5.7,6.2,18.9,6.1,11.0,2609,2302,8667,51096,24225,0
"Crawford County, Pennsylvania: Summary level: 050, state:42> county:039",17556,16037,3464,38724,51502,26.6,4.7,5409,4979,3321,2155,1692,81267,10214,17396,1279,95.7,8177,9379,17.8,7.6,6.7,23.2,7.1,11.9,1674,1732,5514,34386,17396,107
"Fayette County, Pennsylvania: Summary level: 050, state:42> county:051",27692,24467,3181,31006,52984,22.3,10.0,8839,6779,4839,3313,3922,125689,17033,26973,2787,97.4,12080,15612,14.7,6.2,7.1,22.0,5.7,11.3,3139,2933,12799,56085,26973,0
"Madison County, Tennessee: Summary level: 050, state:47> county:113",16581,13320,3566,39167,45360,26.1,10.3,6146,3718,2345,2142,2230,93747,16973,16154,597,91.0,7249,9332,11.9,10.0,8.4,18.0,3.7,12.4,1526,1125,6596,39223,16154,201
"Bell County, Texas: Summary level: 050, state:48> county:027",38659,34147,10191,46665,54495,30.3,9.9,12660,10517,7890,4528,3064,343548,43964,37560,3692,99.2,16958,21701,14.1,4.6,9.2,22.0,7.0,13.6,5914,4131,17007,123188,37560,221
"Cameron County, Texas: Summary level: 050, state:48> county:061",58006,31786,7531,29663,38378,16.0,3.5,16663,15698,10067,7278,8300,420857,118421,57102,11966,94.6,25318,32688,16.4,11.4,14.1,25.6,15.1,16.6,4524,2971,29319,124812,57102,2240
"Weber County, Utah: Summary level: 050, state:49> county:057",29562,26933,7239,51913,68669,23.8,1.9,10782,7444,4409,3661,3266,252723,23513,29149,2166,100.2,13725,15837,12.8,6.6,6.6,17.4,6.7,13.2,3381,3063,6513,85615,29149,168
"Rockingham County, Virginia: Summary level: 050, state:51> county:165",15209,12791,4487,43302,61199,23.1,6.6,3925,4438,2772,2119,1955,79468,6540,15059,1365,95.0,6952,8257,16.5,6.4,9.4,16.7,6.9,12.9,1264,1171,1836,31462,15059,262
"Newport News city, Virginia: Summary level: 050, state:51> county:700",23417,19939,5341,40134,50180,26.1,5.7,7218,6500,4446,3262,1991,169671,24435,22689,3706,95.3,9855,13562,13.3,8.9,5.6,20.3,8.2,9.6,2324,1859,7278,71291,22689,847
"Norfolk city, Virginia: Summary level: 050, state:51> county:710",27271,22480,7393,40469,49587,31.2,8.5,9934,6637,3781,2998,3921,217816,38869,26700,3362,108.7,11486,15785,12.9,7.8,12.7,29.1,12.0,19.2,3498,2517,12445,89338,26700,216
"Virginia Beach city, Virginia: Summary level: 050, state:51> county:810",63851,58618,22727,63367,77059,30.5,7.9,22966,14477,11428,7182,7798,439051,30243,63287,2680,96.7,27362,36489,13.2,5.4,9.6,22.1,8.6,15.1,10574,6716,9059,172183,63287,232
"Chelan County, Washington: Summary level: 050, state:53> county:007",14418,13366,3943,48048,57132,-999999999.0,-999999999.0,4276,4039,2647,1874,1582,76201,7475,14090,922,100.4,6817,7601,22.5,10.9,11.2,21.2,5.4,11.1,2067,1119,3834,31587,14090,0
"Calhoun County, Alabama: Summary level: 050, state:01> county:015",20515,15935,3080,33567,45818,14.6,13.1,6724,5516,4733,1781,1761,111061,22752,20192,2610,93.0,8619,11896,21.4,10.0,9.9,28.9,11.0,16.8,2557,1295,8047,44264,20192,82
"Arapahoe County, Colorado: Summary level: 050, state:08> county:005",85009,79131,35277,56507,76768,32.5,5.9,31316,22531,12815,8635,9712,645350,52392,83552,5286,98.5,37539,47470,12.0,4.7,6.8,17.5,6.0,10.9,8257,7112,15547,242141,83552,1300
"Barrow County, Georgia: Summary level: 050, state:13> county:013",10243,8503,2392,41774,61225,17.1,3.0,3550,3107,1661,919,1006,80449,6630,10121,571,97.6,4294,5949,19.2,3.6,6.6,25.2,3.2,10.9,528,635,3319,27525,10121,117
"Jackson County, Georgia: Summary level: 050, state:13> county:157",10244,9013,2495,47192,73150,26.1,8.8,3391,2588,2168,896,1201,69412,3290,10032,300,97.5,4782,5462,15.2,4.9,16.8,24.2,6.9,18.8,1115,706,2022,23640,10032,0
"Richmond County, Georgia: Summary level: 050, state:13> county:245",28148,21589,4825,32653,39413,18.4,5.4,9192,8165,4533,3481,2777,190976,39411,26712,3638,91.1,11699,16449,12.5,8.7,5.9,20.9,8.9,17.2,4089,2680,12473,70534,26712,178
"Troup County, Georgia: Summary level: 050, state:13> county:285",10065,9116,2082,37904,44260,-999999999.0,-999999999.0,3674,2335,2007,993,1056,68298,14875,9715,1517,88.9,4105,5960,14.9,9.5,9.7,20.2,9.3,17.1,1145,477,3444,25417,9715,0
"Dubuque County, Iowa: Summary level: 050, state:19> county:061",17441,15021,4707,44943,60225,29.6,6.8,5453,4065,3139,2113,2671,93086,11456,16882,1477,97.8,7617,9824,13.1,4.3,2.6,17.2,2.9,10.0,1936,1478,3800,38501,16882,76
"Warren County, Kentucky: Summary level: 050, state:21> county:227",17362,13834,4665,44587,53601,32.1,8.2,6037,4711,3193,1770,1651,122943,21157,16743,784,97.2,7905,9457,15.4,4.6,7.7,25.7,12.7,16.5,2096,1501,5270,48843,16743,130
"Carver County, Minnesota: Summary level: 050, state:27> county:019",12680,12016,4699,48313,100324,26.0,8.3,4785,2920,2745,1716,514,102743,3058,12521,671,95.7,5591,7089,13.2,2.1,4.9,11.2,5.1,6.8,1226,1067,1046,36925,12521,0
"Lauderdale County, Mississippi: Summary level: 050, state:28> county:075",12938,9887,2061,26543,37971,15.6,8.2,4240,3086,2734,1125,1753,72141,19817,12592,2986,92.1,5532,7406,14.0,11.8,8.1,30.3,4.6,19.1,1378,985,5584,29993,12592,0
"Lee County, Mississippi: Summary level: 050, state:28> county:081",12097,9743,2743,40252,53062,17.5,2.3,3420,3480,1922,2160,1115,84293,9556,11498,763,93.0,4802,7295,19.3,8.9,5.2,24.3,8.7,14.2,1045,876,2198,32527,11498,58
"Rankin County, Mississippi: Summary level: 050, state:28> county:121",23460,21637,5822,50145,66480,27.3,7.7,8521,5951,4287,2541,2160,148000,12283,22350,1446,94.1,10165,13295,13.4,7.4,8.4,21.8,10.5,17.3,1295,1250,2966,55483,22350,0
"Ulster County, New York: Summary level: 050, state:36> county:111",35125,31407,11626,50562,63889,29.1,7.5,11233,9173,6732,3589,4398,170477,25515,34493,3240,98.3,15852,19273,14.5,5.2,8.1,17.8,7.5,12.4,1739,2497,6854,69154,34493,285
"Wake County, North Carolina: Summary level: 050, state:37> county:183",126840,115651,54156,61338,79970,28.3,7.5,43431,36436,22027,12375,12571,1071013,89510,124744,7317,94.8,54782,72058,10.7,5.2,6.8,17.5,4.9,10.3,11429,8601,23097,408473,124744,1184
"Lorain County, Ohio: Summary level: 050, state:39> county:093",56905,49120,13631,44923,58613,26.9,8.1,19233,14013,9690,6875,7094,299836,43658,55155,4170,97.2,25013,31892,11.3,5.0,6.6,18.7,5.8,11.5,5973,4281,14523,121344,55155,674
"Payne County, Oklahoma: Summary level: 050, state:40> county:119",10980,10426,4265,43135,48031,30.7,5.7,3510,3044,1489,1596,1341,73834,18263,10839,1048,105.0,4839,6141,19.3,5.8,8.5,19.6,7.2,12.2,1375,1094,2161,30734,10839,114
"Rogers County, Oklahoma: Summary level: 050, state:40> county:131",14987,13625,3349,47284,60148,21.6,6.1,4308,4624,2706,1775,1574,90220,9130,14232,890,99.1,6876,8111,18.6,7.7,7.4,22.2,6.4,11.9,2010,1247,3460,35254,14232,0
"Lycoming County, Pennsylvania: Summary level: 050, state:42> county:081",21901,19698,4645,40105,55045,24.2,4.1,7146,5066,4325,3063,2301,106012,13662,20959,1958,92.7,9697,12204,13.1,8.2,7.2,23.8,8.6,13.6,2242,2240,6980,44585,20959,98
"Berkeley County, South Carolina: Summary level: 050, state:45> county:015",30809,27170,6333,52814,62994,24.3,5.2,10647,9148,5705,2761,2548,216935,28687,30476,2318,100.4,14035,16774,16.5,6.1,11.9,23.6,7.8,14.9,5526,2728,5002,78168,30476,76
"Sumter County, South Carolina: Summary level: 050, state:45> county:085",17568,14104,3022,41470,45994,26.1,6.6,5967,4301,3281,2147,1872,103395,19077,16951,1622,93.7,7300,10268,13.1,9.8,9.9,25.3,10.6,15.4,2309,2065,6466,40396,16951,144
"Robertson County, Tennessee: Summary level: 050, state:47> county:147",10130,8468,1761,41837,69079,29.5,3.0,2986,3296,2061,1183,604,70022,7610,9945,666,97.0,4701,5429,10.5,9.5,7.9,21.0,7.5,13.2,836,724,2132,26375,9945,0
"Collin County, Texas: Summary level: 050, state:48> county:085",110445,102840,48799,61362,96051,33.4,10.1,39306,30805,18950,10740,10644,997405,66394,109159,9098,96.9,48384,62061,11.5,4.8,7.3,19.1,7.1,11.5,9375,8217,9693,344824,109159,2292
"Tooele County, Utah: Summary level: 050, state:49> county:045",6359,5908,1764,42192,72906,-999999999.0,-999999999.0,2748,1086,1048,808,669,69323,4743,6359,443,104.5,3163,3196,15.2,3.6,1.8,18.0,5.5,11.1,1221,370,2080,20411,6359,0
"Lewis County, Washington: Summary level: 050, state:53> county:041",16580,15117,3393,38184,61058,12.5,8.7,5194,4698,3118,1928,1642,78661,8702,16305,1145,100.8,7982,8598,21.4,7.1,10.9,23.0,5.1,14.6,2278,2003,5711,30327,16305,128
"Pierce County, Washington: Summary level: 050, state:53> county:053",123257,114825,35596,54145,75407,23.7,5.6,45014,30603,22633,11656,13351,875951,74087,120793,7207,99.2,55313,67944,14.9,5.4,8.3,22.3,8.2,15.2,17785,11017,37610,328519,120793,333
"Monongalia County, West Virginia: Summary level: 050, state:54> county:061",13176,11729,3899,46844,50834,28.9,7.3,3976,3917,2188,1398,1697,100655,19679,12762,648,107.5,6146,7030,20.0,5.3,17.3,29.7,10.3,24.2,1486,986,3262,40603,12762,0
"Brown County, Wisconsin: Summary level: 050, state:55> county:009",39372,37054,8903,37211,61651,22.7,5.0,13446,9592,7604,4595,4135,255746,21248,38666,2873,99.0,17727,21645,10.9,4.2,5.5,15.4,4.7,9.1,4118,3601,7519,104470,38666,169
"Yuba County, California: Summary level: 050, state:06> county:115",9383,7152,2239,41697,46574,28.7,3.4,3503,2293,1501,1057,1029,76394,13449,9345,448,104.2,4222,5161,18.4,6.6,6.8,23.5,1.8,11.4,835,1097,3657,26191,9345,160
"Chatham County, Georgia: Summary level: 050, state:13> county:051",44131,39047,14495,49365,55308,25.3,9.4,14341,12070,7626,5356,4738,278029,37295,43088,3514,92.5,18808,25323,17.7,7.4,7.6,22.2,5.7,13.7,4471,4037,13094,107921,43088,220
"Clayton County, Georgia: Summary level: 050, state:13> county:063",26880,21708,4512,38723,46646,23.7,12.5,11442,6678,5104,1967,1689,282949,47970,26465,3043,87.5,11264,15616,10.4,5.4,8.3,23.5,7.7,15.1,3458,883,17387,96286,26465,559
"Fayette County, Georgia: Summary level: 050, state:13> county:113",20284,18844,5872,61769,93468,23.5,9.1,5624,7061,4397,1175,2027,112378,3390,20092,380,95.4,9045,11239,12.1,3.3,5.9,15.8,1.9,8.1,3102,1678,1151,39366,20092,0
"Paulding County, Georgia: Summary level: 050, state:13> county:223",16871,13141,3978,41350,73084,14.4,8.0,6715,3787,3432,1632,1305,162820,12045,16735,1426,95.2,7647,9224,13.2,5.1,9.3,13.1,8.0,11.6,1211,764,3891,53630,16735,0
"DuPage County, Illinois: Summary level: 050, state:17> county:043",143761,130498,57169,62068,93750,32.8,8.1,47250,37979,24145,16173,18214,914854,59492,139425,10319,96.8,63642,80119,10.7,4.1,5.2,15.6,7.2,11.8,9858,9674,20357,345714,139425,1299
"Kane County, Illinois: Summary level: 050, state:17> county:089",73081,62061,19192,51536,79818,24.2,7.3,26897,17713,12808,8092,7571,527933,44277,71526,4885,99.4,32988,40093,8.8,4.1,5.3,17.7,6.1,10.1,6193,5644,16999,183633,71526,1601
"Lake County, Indiana: Summary level: 050, state:18> county:089",79924,65957,13065,39970,55154,21.2,6.4,27091,19016,13589,9712,10516,478813,72603,77860,6864,94.0,34435,45489,15.3,5.2,9.1,24.2,8.7,14.0,7015,6285,21580,186769,77860,289
"Daviess County, Kentucky: Summary level: 050, state:21> county:059",17052,15093,3613,38405,50934,25.0,3.8,5161,4640,3290,2100,1861,98628,15853,16545,1817,95.8,7329,9723,16.5,10.8,7.7,25.2,7.6,13.1,1816,1337,4768,39590,16545,0
"Oldham County, Kentucky: Summary level: 050, state:21> county:185",8651,7900,3116,63750,102033,29.3,16.2,3209,2241,1722,831,648,63086,4111,8314,351,109.5,4076,4575,14.0,7.4,6.6,16.9,7.9,8.5,869,625,962,21237,8314,0
"Essex County, Massachusetts: Summary level: 050, state:25> county:009",134878,115476,46314,50803,76604,33.2,8.8,43490,34112,21004,15479,20793,774049,83165,130763,12907,93.4,58042,76836,11.7,5.1,7.7,19.1,7.9,15.5,8947,11073,40480,295481,130763,557
"Wayne County, Michigan: Summary level: 050, state:26> county:163",270261,226761,58997,37563,46390,17.6,4.4,90430,67765,44672,34218,33176,1733848,374511,263878,36136,93.0,114333,155928,13.3,8.0,10.4,26.4,10.1,16.9,21106,18511,153588,687546,263878,1884
"Platte County, Missouri: Summary level: 050, state:29> county:165",15028,13886,4528,61150,80468,24.4,5.7,4923,4386,3131,1251,1337,102388,5564,14909,730,97.3,6848,8180,18.8,6.9,8.2,16.7,8.9,17.2,1695,1255,1567,40086,14909,17
"Madison County, New York: Summary level: 050, state:36> county:053",13087,11869,2573,42102,59678,23.8,7.7,5196,2528,2870,1104,1389,65324,5914,12778,1268,96.8,6028,7059,13.1,2.8,6.0,17.8,4.9,12.2,1230,1264,2191,26127,12778,16
"Rowan County, North Carolina: Summary level: 050, state:37> county:159",24596,19708,3957,35849,46035,21.1,8.2,8596,5830,5317,2252,2601,136456,24286,23419,1817,101.9,11068,13528,18.8,8.2,9.5,26.8,6.6,17.6,2616,2009,7066,53806,23419,90
"Columbiana County, Ohio: Summary level: 050, state:39> county:029",21175,18418,3289,35028,43745,21.7,3.6,7356,5024,4218,2430,2147,98445,14751,19967,1466,101.0,9721,11454,14.3,5.3,8.3,22.7,9.3,16.1,2015,2160,6744,41884,19967,0
"Umatilla County, Oregon: Summary level: 050, state:41> county:059",11922,10439,2693,37210,56842,18.0,10.6,4037,2965,2481,1194,1245,72869,12811,11438,877,105.5,5632,6290,24.5,11.4,7.0,23.1,6.9,15.7,1257,1309,7110,26048,11438,0
"Delaware County, Pennsylvania: Summary level: 050, state:42> county:045",92451,82466,30105,50115,72045,31.3,7.4,29205,22354,14224,12044,14624,543740,46534,88768,6282,93.0,39202,53249,11.4,4.8,8.1,19.8,7.6,13.3,7122,7632,24818,207499,88768,395
"Lawrence County, Pennsylvania: Summary level: 050, state:42> county:073",18978,17020,3454,37495,47853,21.2,8.7,5710,4734,4210,2452,1872,84107,14058,18305,1278,94.7,8227,10751,19.5,6.7,6.6,25.3,6.6,15.1,2220,1754,7121,37497,18305,100
"Shelby County, Tennessee: Summary level: 050, state:47> county:157",127036,107541,38608,40742,47500,28.7,10.2,45155,33283,22922,10713,14963,919075,199494,124262,15005,90.8,52975,74061,11.1,8.4,9.6,24.5,8.0,13.7,13431,7589,57332,352648,124262,1839
"Cochise County, Arizona: Summary level: 050, state:04> county:003",28402,24180,7431,39478,50495,21.9,3.8,8608,7522,6003,3095,3174,119305,16033,28263,2431,105.2,13628,14774,17.8,6.2,8.4,22.7,8.8,10.9,4330,4039,8263,49751,28263,75
"Coconino County, Arizona: Summary level: 050, state:04> county:005",17813,15068,7039,61858,61843,21.0,13.9,6210,4951,3627,1585,1440,129038,20243,17689,1379,97.5,8589,9224,15.9,7.1,7.6,19.9,6.1,11.8,2302,1093,4111,47275,17689,91
"Humboldt County, California: Summary level: 050, state:06> county:023",24296,22300,10075,52090,50294,24.4,12.5,8168,7059,3664,2588,2817,132985,27977,24056,1845,101.6,11153,13143,16.8,6.3,8.4,21.8,6.0,13.2,3697,2082,7379,55773,24056,22
"Madera County, California: Summary level: 050, state:06> county:039",22099,15943,4179,46088,56305,27.8,6.4,6223,7290,2937,2981,2668,149208,31191,21635,2475,94.4,10906,11193,20.5,5.3,7.4,18.5,4.7,8.0,2684,1752,7443,44484,21635,216
"Osceola County, Florida: Summary level: 050, state:12> county:097",48427,37089,9819,41746,50546,18.2,6.1,18641,11435,8867,4682,4802,365572,49312,47833,4595,94.9,21498,26929,16.6,9.5,13.4,26.6,7.7,20.7,4197,2631,20878,102705,47833,688
"Clarke County, Georgia: Summary level: 050, state:13> county:059",15023,12238,6435,43825,42232,29.8,6.4,5105,4162,2500,1511,1745,116178,31955,14640,1350,92.3,6792,8231,11.6,3.2,5.7,20.3,6.3,11.4,1689,894,5991,49698,14640,0
"Whitfield County, Georgia: Summary level: 050, state:13> county:313",14588,10055,2434,26077,45028,21.6,3.6,4917,3897,2530,1600,1644,102783,14741,14378,2413,98.4,6846,7742,11.4,5.5,7.6,27.9,10.4,14.9,1193,611,2931,36658,14378,766
"Bonneville County, Idaho: Summary level: 050, state:16> county:019",15046,13875,4780,45137,58729,18.0,2.4,5050,3857,2600,1144,2395,115829,11972,14833,1495,101.4,6886,8160,18.5,5.9,7.5,22.2,11.9,13.3,1416,1150,4484,40224,14833,0
"Terrebonne Parish, Louisiana: Summary level: 050, state:22> county:109",16642,11607,2216,37372,52820,19.0,6.6,6189,4301,3233,1483,1436,109489,17689,16224,2127,92.4,7113,9529,16.0,3.7,13.6,31.1,13.4,19.6,1867,1249,5734,37911,16224,78
"Cecil County, Maryland: Summary level: 050, state:24> county:015",16204,14289,3929,56362,74452,28.4,11.8,5325,4930,2619,1436,1894,101507,6309,15912,715,97.6,7619,8585,13.7,5.1,7.5,22.8,8.9,12.3,2467,735,4917,36620,15912,0
"St. Mary's County, Maryland: Summary level: 050, state:24> county:037",15006,12967,3992,50902,92250,21.8,6.7,4580,4116,3321,1857,1132,109795,8949,14360,1343,97.2,6818,8188,17.2,8.8,7.4,25.3,8.2,11.9,1435,1869,2417,41239,14360,259
"Barnstable County, Massachusetts: Summary level: 050, state:25> county:001",65453,61734,30807,57059,68902,30.9,7.5,19947,17375,12431,8030,7670,210328,15926,64069,4823,90.2,28524,36929,11.0,4.5,5.6,13.0,4.7,9.9,4837,6584,5653,86671,64069,46
"Norfolk County, Massachusetts: Summary level: 050, state:25> county:021",118958,106518,48333,56954,100356,35.4,8.3,37818,28365,20714,13545,18516,685819,45143,115145,8845,92.4,50510,68448,12.4,2.8,6.5,16.8,7.6,13.1,6221,9459,16915,267880,115145,198
"Washington County, Minnesota: Summary level: 050, state:27> county:163",38724,36542,13264,60874,95124,25.4,6.5,14120,9269,6300,4860,4175,255266,9415,38069,1712,98.0,17566,21158,13.5,5.4,5.3,14.2,4.3,10.3,4040,3296,4063,96387,38069,33
"Salem County, New Jersey: Summary level: 050, state:34> county:033",11735,10334,1551,60583,65733,24.6,8.6,3996,2763,2762,783,1431,61071,7090,11232,1084,97.0,5380,6355,12.0,3.6,7.1,20.0,6.9,9.2,768,910,3118,23952,11232,0
"Somerset County, New Jersey: Summary level: 050, state:34> county:035",51619,47467,22542,67178,121378,34.3,6.2,17017,11521,8759,7095,7227,327508,15083,50057,2920,95.7,22209,29410,9.1,4.0,7.2,15.6,7.7,11.8,3004,2885,3504,118729,50057,225
"Queens County, New York: Summary level: 050, state:36> county:081",357630,261794,86114,42468,69320,23.6,4.9,111198,90377,64901,45981,45173,2250553,258221,346823,49601,94.2,151243,206387,8.5,5.6,7.9,21.5,9.3,15.6,8701,11545,102509,788110,346823,7438
"Westchester County, New York: Summary level: 050, state:36> county:119",165337,140918,71379,63919,94811,36.1,10.1,46993,41340,30306,20116,26582,943875,76958,159880,11734,94.0,70421,94916,9.2,4.1,7.7,18.4,8.7,14.0,6457,11524,32201,352498,159880,619
"Lincoln County, North Carolina: Summary level: 050, state:37> county:109",14281,12892,2989,47340,63782,27.2,6.8,5552,3351,2987,1027,1364,82783,8324,13982,895,97.5,6379,7902,12.9,2.4,7.7,13.9,4.0,8.4,1484,1280,3139,34233,13982,0
"Allegheny County, Pennsylvania: Summary level: 050, state:42> county:003",229919,210792,64919,40257,59899,27.4,7.1,73839,53510,40676,28061,33833,1187205,139848,222777,19929,93.5,96901,133018,12.6,5.1,7.0,19.9,7.3,14.0,19607,22017,66576,543369,222777,331
"Dorchester County, South Carolina: Summary level: 050, state:45> county:035",22439,19303,6089,44398,66438,27.1,5.7,7233,6916,3896,2411,1983,158412,19340,22251,1189,95.2,9944,12495,13.6,10.3,9.4,22.3,5.3,16.4,3621,1831,5909,55799,22251,35
"Hunt County, Texas: Summary level: 050, state:48> county:231",14784,12568,2599,35195,55248,28.2,15.1,4284,4472,3109,1916,1003,93804,11884,14388,799,98.5,6715,8069,20.3,6.0,8.7,28.0,7.5,15.5,1844,1424,4007,34132,14388,0
