,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E
"Kansas: Summary level: 040, state:20",2465799,172109,27041,84221,2197,67275,92999,2911641,103335,52896,19154,112589,69485,37798,4401.0,1738.0,344.0,5442.0,2760.0,1447.0,588.0,228.0,0.0,570.0,157.0,137.0,1813.0,594.0,70.0,2243.0,1325.0,426.0,,,,,,,857.0,189.0,59.0,886.0,288.0,0.0,1007,460,145,1455,771,322,3906,1348,679,4737,2270,774
"Kentucky: Summary level: 040, state:21",3865712,355718,8914,59626,2765,38122,94235,4425092,174751,79385,22557,196093,103279,50483,9761.0,4029.0,833.0,12682.0,6495.0,2375.0,386.0,52.0,0.0,295.0,135.0,0.0,1733.0,259.0,88.0,3044.0,689.0,132.0,,,,,,,208.0,42.0,0.0,133.0,49.0,0.0,1103,419,153,1457,818,197,1692,350,35,1648,444,927
"Louisiana: Summary level: 040, state:22",2914693,1502375,22645,81039,1146,51153,97673,4670724,131302,62655,19528,146612,82326,37849,41112.0,16517.0,4873.0,53406.0,26150.0,11957.0,1184.0,153.0,137.0,1386.0,707.0,111.0,1388.0,831.0,324.0,2098.0,2062.0,350.0,,,,,,,1201.0,808.0,124.0,714.0,433.0,364.0,1472,469,179,1388,1084,304,4331,2668,540,4711,3438,1264
"Maine: Summary level: 040, state:23",1258074,14795,8966,13291,652,2957,30593,1329328,69089,31381,10625,73995,38888,21239,160.0,289.0,0.0,222.0,115.0,0.0,308.0,76.0,0.0,297.0,55.0,10.0,375.0,93.0,0.0,497.0,250.0,83.0,,,,,,,,,,,,,359,374,48,1238,382,19,207,176,12,438,143,95
"Maryland: Summary level: 040, state:24",3395048,1770161,15403,385167,2911,250417,187294,6006401,157572,74687,26850,175161,97845,54780,51532.0,20717.0,5838.0,72631.0,33047.0,13650.0,425.0,79.0,0.0,607.0,256.0,172.0,13262.0,4807.0,1656.0,14774.0,7811.0,1447.0,,,,,,,3192.0,855.0,0.0,3628.0,1179.0,200.0,2341,959,427,2767,989,609,7520,2096,649,8885,3819,1368
"Massachusetts: Summary level: 040, state:25",5373238,499357,10663,430739,1410,280631,198384,6794422,243239,113600,46626,279131,155200,98265,11901.0,4758.0,1633.0,15847.0,8288.0,3314.0,357.0,43.0,0.0,678.0,34.0,0.0,9432.0,4234.0,1992.0,11818.0,5667.0,1736.0,,,,,,,4859.0,908.0,516.0,6395.0,2852.0,999.0,3021,1211,190,3246,1484,574,12217,3751,1032,15394,6441,2112
"Michigan: Summary level: 040, state:26",7801483,1378111,53668,293157,3757,120463,271937,9922576,372253,177622,59893,405756,226561,120241,41550.0,16576.0,5398.0,55531.0,25877.0,13849.0,2137.0,498.0,159.0,1850.0,462.0,287.0,7391.0,2930.0,440.0,8755.0,3450.0,1034.0,,,,,,,2013.0,368.0,138.0,2312.0,701.0,340.0,4300,1235,454,4624,2339,909,7877,3390,863,9504,3759,1934
"Minnesota: Summary level: 040, state:27",4614799,320267,55212,258839,1570,83169,155738,5489594,204155,98721,39851,220029,128510,72215,4623.0,1059.0,305.0,6063.0,2251.0,281.0,1548.0,452.0,106.0,1769.0,732.0,120.0,4354.0,2155.0,383.0,5745.0,2067.0,733.0,,,,,,,455.0,384.0,57.0,422.0,457.0,0.0,1280,801,387,1114,1160,133,2187,1182,57,2328,1856,355
"Mississippi: Summary level: 040, state:28",1758586,1128475,11723,30540,834,26315,35860,2992333,87303,42700,11673,97478,57043,24419,31146.0,11424.0,2623.0,41206.0,17889.0,8923.0,122.0,153.0,0.0,320.0,119.0,28.0,734.0,501.0,0.0,1537.0,368.0,21.0,,,,,,,490.0,100.0,71.0,194.0,60.0,0.0,708,238,0,761,441,60,1278,188,91,1147,576,158
"Missouri: Summary level: 040, state:29",5011327,709969,25808,114889,6199,65614,149866,6083672,228066,112725,39174,255584,146636,75586,17147.0,7530.0,2414.0,25574.0,12964.0,6159.0,597.0,584.0,64.0,739.0,232.0,380.0,2191.0,1220.0,96.0,3333.0,1695.0,163.0,,,,,,,754.0,109.0,0.0,1179.0,213.0,212.0,2463,885,0,2473,1258,287,2833,1194,186,4194,1667,1025
"Montana: Summary level: 040, state:30",918701,4725,65106,9071,1034,7142,27170,1032949,50633,23063,7689,49409,26459,12868,,,,,,,1349.0,822.0,38.0,1885.0,820.0,215.0,92.0,346.0,0.0,244.0,127.0,48.0,,,,,,,,,,,,,447,501,24,693,353,4,854,182,9,1107,573,73
"Nebraska: Summary level: 040, state:31",1671988,90535,17360,39906,1221,31466,43714,1896190,69068,34324,14838,74699,45397,27254,1683.0,876.0,210.0,2346.0,1449.0,218.0,336.0,64.0,0.0,909.0,79.0,49.0,706.0,25.0,57.0,1324.0,248.0,56.0,,,,,,,203.0,164.0,0.0,467.0,111.0,0.0,553,165,0,536,207,36,1808,880,262,2316,1476,101
"Nevada: Summary level: 040, state:32",1952341,246720,33607,231566,18326,264719,143566,2890845,104014,47274,11967,105091,49485,19374,7248.0,3798.0,603.0,8594.0,4131.0,1249.0,670.0,455.0,11.0,1614.0,488.0,196.0,9772.0,3635.0,1138.0,14027.0,6811.0,1167.0,749.0,81.0,0.0,367.0,58.0,180.0,3736.0,1617.0,57.0,4126.0,1314.0,1001.0,1908,586,145,2436,794,145,12713,5831,1003,15818,6886,2283
"New Hampshire: Summary level: 040, state:33",1245262,21292,1561,34014,254,5663,22562,1330608,60928,26231,9609,64434,33798,17623,431.0,68.0,133.0,834.0,103.0,0.0,,,,,,,642.0,187.0,129.0,911.0,186.0,176.0,,,,,,,211.0,0.0,0.0,54.0,0.0,0.0,380,333,50,499,234,55,607,209,138,278,180,166
"New Jersey: Summary level: 040, state:34",6060267,1198613,16870,849240,3556,585855,243612,8958013,269861,132530,57941,312506,179970,118112,32921.0,14369.0,4324.0,47705.0,25236.0,10139.0,750.0,292.0,71.0,737.0,466.0,7.0,26012.0,11269.0,2508.0,31077.0,13777.0,3423.0,,,,,,,10991.0,2667.0,486.0,13313.0,4854.0,1242.0,3967,1595,362,4172,1956,881,34492,15212,3826,43191,22102,8060
"New Mexico: Summary level: 040, state:35",1530670,47873,193512,29282,1355,211620,70797,2085109,78943,36101,11839,84528,43620,20710,1649.0,303.0,215.0,1571.0,662.0,512.0,4696.0,2299.0,917.0,6242.0,3129.0,1121.0,1098.0,74.0,181.0,1762.0,599.0,260.0,,,,,,,4931.0,3060.0,1304.0,8722.0,3864.0,1075.0,929,732,470,1567,540,369,29467,13973,4173,34629,17252,7323
"New York: Summary level: 040, state:36",12621132,3081333,69933,1672186,6446,1763351,581410,19795791,570811,286233,115479,655064,373503,238547,89433.0,39256.0,11822.0,131021.0,71047.0,30675.0,1722.0,734.0,226.0,2890.0,923.0,440.0,54722.0,24563.0,6915.0,61744.0,30921.0,10774.0,,,,,,,31730.0,11791.0,3166.0,43845.0,22411.0,10061.0,8141,4253,559,10094,4158,2005,80482,36426,9569,108533,56873,24382
"North Carolina: Summary level: 040, state:37",6934715,2172492,120513,268322,4990,300313,241457,10042802,336561,155209,47167,381406,205230,93267,65530.0,26778.0,5893.0,90581.0,42650.0,18279.0,4615.0,1852.0,161.0,4259.0,1947.0,530.0,6426.0,2276.0,222.0,7345.0,2608.0,335.0,,,,,,,2006.0,332.0,25.0,2138.0,738.0,71.0,2651,854,212,3395,1095,683,7780,1984,857,11174,5057,949
"North Dakota: Summary level: 040, state:38",667900,15681,37745,10104,445,6119,18934,756928,26876,14147,5650,27038,17129,12609,106.0,64.0,0.0,151.0,9.0,0.0,791.0,205.0,34.0,698.0,203.0,161.0,125.0,0.0,71.0,454.0,172.0,73.0,,,,,,,,,,,,,77,46,0,237,53,0,92,0,74,314,526,0
"Ohio: Summary level: 040, state:39",9519055,1426291,21901,233468,4995,98382,309331,11613423,435965,205511,78496,489457,275704,157147,38708.0,18701.0,5574.0,55128.0,29268.0,13669.0,898.0,121.0,80.0,703.0,352.0,0.0,5571.0,2153.0,548.0,7817.0,3111.0,1003.0,,,,,,,1143.0,534.0,0.0,1350.0,317.0,136.0,3566,1035,257,3750,1184,356,6444,2233,410,6608,3671,1550
"Oklahoma: Summary level: 040, state:40",2838386,286314,286598,78528,3541,108268,309703,3911338,130060,65408,22887,147088,87651,37627,8045.0,3280.0,815.0,9588.0,3902.0,1452.0,8725.0,2789.0,294.0,10607.0,4168.0,1336.0,1578.0,548.0,254.0,2423.0,1014.0,253.0,,,,,,,1968.0,458.0,73.0,1542.0,500.0,19.0,5928,2280,540,6533,3266,951,4085,1621,564,4854,2529,436
"Oregon: Summary level: 040, state:41",3433909,76980,50126,164291,14239,106607,182825,4028977,176739,77903,27354,191776,94684,48998,2078.0,711.0,155.0,1920.0,611.0,410.0,1750.0,823.0,59.0,1707.0,736.0,526.0,4476.0,1864.0,728.0,5931.0,2251.0,1992.0,157.0,23.0,0.0,94.0,132.0,0.0,1296.0,151.0,0.0,1255.0,154.0,202.0,3772,1162,258,3195,1228,517,7207,1208,599,7432,2170,858
"Pennsylvania: Summary level: 040, state:42",10386678,1408512,25085,420116,4253,248488,309371,12802503,501378,249847,101450,563785,344922,199175,36995.0,17711.0,5359.0,53819.0,27821.0,13906.0,1278.0,265.0,0.0,1409.0,224.0,362.0,12094.0,4653.0,1046.0,14106.0,5476.0,1450.0,,,,,,,4242.0,1435.0,263.0,3174.0,1958.0,385.0,2803,840,442,4438,1736,479,13224,4834,1081,15633,6595,2792
"Rhode Island: Summary level: 040, state:44",848845,65504,4563,35540,211,65257,36378,1056298,40246,19523,7128,45698,24729,19142,2155.0,413.0,246.0,2251.0,509.0,501.0,,,,,,,673.0,609.0,0.0,1006.0,483.0,190.0,,,,,,,761.0,440.0,105.0,821.0,1187.0,249.0,259,203,83,657,48,0,2372,842,105,2915,1529,359
"South Carolina: Summary level: 040, state:45",3292094,1344114,13761,70342,3361,68788,103686,4896146,180727,76430,24473,197344,96422,43198,43793.0,16452.0,4634.0,58527.0,24961.0,11923.0,522.0,43.0,0.0,367.0,362.0,50.0,1616.0,532.0,87.0,2928.0,1463.0,380.0,,,,,,,948.0,377.0,0.0,443.0,36.0,0.0,1632,412,193,1834,493,132,4233,1108,209,3199,1033,300
"South Dakota: Summary level: 040, state:46",725937,13172,71102,11911,737,10213,25397,858469,34344,16266,7601,34154,22499,12431,97.0,128.0,0.0,0.0,0.0,0.0,1634.0,788.0,111.0,1420.0,1064.0,801.0,0.0,0.0,0.0,259.0,0.0,0.0,,,,,,,41.0,0.0,0.0,69.0,0.0,0.0,188,92,0,496,18,12,279,290,0,241,337,0
"Tennessee: Summary level: 040, state:47",5129336,1110412,19294,107075,2909,90293,140980,6600299,249874,112608,33207,275723,146779,68640,29662.0,9694.0,3133.0,38096.0,18134.0,7527.0,959.0,451.0,0.0,873.0,214.0,98.0,2031.0,1139.0,228.0,3484.0,2069.0,557.0,,,,,,,256.0,220.0,0.0,501.0,152.0,53.0,3132,1308,219,2775,776,745,3173,1481,302,2579,1627,606
"Texas: Summary level: 040, state:48",20587917,3298173,132948,1248823,20071,1489855,691327,27469114,747147,344207,111009,836733,445955,204597,77859.0,30742.0,7225.0,104397.0,49513.0,17129.0,3166.0,1267.0,108.0,4330.0,1575.0,246.0,32890.0,13139.0,2561.0,41327.0,15976.0,4596.0,668.0,0.0,0.0,226.0,154.0,0.0,28873.0,10331.0,2536.0,29640.0,14512.0,5183.0,10327,3131,925,11126,4625,1556,203623,84085,24644,242740,117702,46289
"Utah: Summary level: 040, state:49",2611340,34524,35407,68945,23886,135580,86237,2995919,81759,40059,13002,88668,47298,19934,353.0,71.0,68.0,215.0,760.0,127.0,692.0,191.0,69.0,725.0,249.0,149.0,1377.0,621.0,243.0,1841.0,680.0,420.0,338.0,295.0,0.0,138.0,478.0,0.0,1252.0,702.0,0.0,1890.0,688.0,240.0,1032,290,185,453,290,0,4723,2425,274,5651,2592,614
"Vermont: Summary level: 040, state:50",593056,7996,2698,8627,387,2129,11149,626042,30917,12956,4956,32695,16780,9445,124.0,27.0,0.0,0.0,29.0,26.0,,,,,,,58.0,52.0,0.0,55.0,78.0,0.0,,,,,,,,,,,,,359,337,0,288,170,119,77,27,0,152,339,139
"Virginia: Summary level: 040, state:51",5718051,1612831,22773,524476,5506,203193,296163,8382993,261120,118502,39285,289860,150777,76190,48819.0,19495.0,6654.0,61879.0,31427.0,13947.0,827.0,252.0,35.0,603.0,289.0,262.0,14774.0,5875.0,1191.0,18552.0,6855.0,2960.0,,,,,,,2059.0,641.0,57.0,2706.0,440.0,165.0,2924,1374,427,3780,1591,530,8269,3143,1183,12181,3875,2449
"Washington: Summary level: 040, state:53",5513655,262552,92403,568108,46453,289942,397238,7170351,264049,117070,38976,281687,135212,76340,7093.0,1965.0,775.0,5828.0,2076.0,1534.0,3097.0,1132.0,277.0,2817.0,1461.0,459.0,16479.0,8107.0,1453.0,22971.0,10765.0,5042.0,982.0,333.0,0.0,1090.0,626.0,16.0,3964.0,1152.0,40.0,2805.0,1670.0,615.0,4561,1642,458,6728,2075,1204,12101,4480,812,10707,4669,1647
"West Virginia: Summary level: 040, state:54",1722847,71194,2140,14137,479,3870,29461,1844128,91444,41403,13564,98436,53756,25797,1841.0,725.0,261.0,2909.0,942.0,930.0,,,,,,,311.0,193.0,66.0,693.0,126.0,66.0,,,,,,,,,,,,,664,134,42,796,351,95,387,304,84,584,459,83
"Wisconsin: Summary level: 040, state:55",4965524,362290,51752,156192,1643,102235,131701,5771337,231109,114053,39724,246156,140635,82789,7106.0,3065.0,560.0,9230.0,4182.0,1936.0,1117.0,420.0,462.0,1634.0,592.0,233.0,2154.0,593.0,69.0,3330.0,1842.0,440.0,,,,,,,1050.0,155.0,124.0,942.0,492.0,107.0,1358,644,81,1155,884,35,4124,1763,441,4570,1825,1165
"Wyoming: Summary level: 040, state:56",536320,4727,12968,4885,260,10612,16335,586107,24265,10448,3330,23685,12145,6296,,,,,,,364.0,98.0,0.0,339.0,123.0,13.0,,,,,,,,,,,,,,,,,,,113,64,19,116,214,0,868,323,154,734,615,322
"Puerto Rico: Summary level: 040, state:72",2355164,341710,10984,7264,0,592114,166946,3474182,112266,60624,20733,142683,84087,36144,17542.0,7900.0,2379.0,19532.0,8715.0,4299.0,175.0,168.0,174.0,478.0,76.0,0.0,,,,,,,,,,,,,24438.0,11898.0,2597.0,27906.0,12957.0,6138.0,6022,3114,1215,5796,4664,1421,158794,82963,26943,195012,109648,47543
