,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E
"Washington County, Arkansas: Summary level: 050, state:05> county:143",243431.0,85184.0,1755.0,8967.0,344.0,2579.0,10829.0,353089.0,6462,2996,824,11947,7928,2638,,,,2694.0,1406.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,65.0,0.0,0.0,322.0,74.0,0.0,556.0,27.0,0.0,467.0,0.0,11.0
"Alameda County, California: Summary level: 050, state:06> county:001",88843.0,2604.0,213.0,46.0,73.0,941.0,2005.0,94725.0,30667,13777,5360,4882,2822,1038,6627.0,3358.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0,6130.0,2709.0,1044.0,7344.0,3145.0,2679.0
"Butte County, California: Summary level: 050, state:06> county:007",246791.0,145156.0,3371.0,8444.0,0.0,3968.0,7665.0,415395.0,9930,4616,2020,13702,7334,3492,,,,5755.0,2869.0,1377.0,,,,,,,260.0,43.0,0.0,166.0,0.0,162.0,,,,,,,,,,,,,40.0,67.0,0.0,136.0,91.0,14.0,780.0,281.0,67.0,507.0,518.0,174.0
"Contra Costa County, California: Summary level: 050, state:06> county:013",86467.0,128205.0,273.0,4930.0,100.0,1624.0,4920.0,226519.0,30909,14299,6260,5340,3593,1395,3132.0,1227.0,373.0,4237.0,2297.0,827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,4601.0,2109.0,787.0,5871.0,2759.0,1674.0
"Fresno County, California: Summary level: 050, state:06> county:019",99867.0,15507.0,276.0,1056.0,29.0,497.0,2333.0,119565.0,22822,11025,3738,5572,3288,1234,1196.0,580.0,29.0,468.0,301.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.0,9590.0,3912.0,1537.0,10402.0,5071.0,2067.0
"Humboldt County, California: Summary level: 050, state:06> county:023",75170.0,8725.0,215.0,827.0,0.0,1360.0,777.0,87074.0,5996,1960,1156,4167,2398,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,244.0,220.0,0.0,22.0,0.0,345.0
"Kern County, California: Summary level: 050, state:06> county:029",167146.0,25871.0,455.0,4540.0,118.0,8127.0,2456.0,208713.0,21341,9324,3168,8496,4576,1167,1175.0,561.0,45.0,873.0,127.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,85.0,0.0,,,,,,0.0,6847.0,2359.0,1396.0,7493.0,3544.0,1107.0
"Los Angeles County, California: Summary level: 050, state:06> county:037",133226.0,63340.0,288.0,2904.0,275.0,1447.0,2496.0,203976.0,197813,99177,39744,5748,3186,1496,26802.0,13639.0,5127.0,1920.0,939.0,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129.0,96308.0,41405.0,15151.0,122917.0,63744.0,26761.0
"Marin County, California: Summary level: 050, state:06> county:041",188025.0,18385.0,19466.0,29106.0,5556.0,9587.0,28570.0,298695.0,12894,6176,1964,6976,2536,1443,,,,173.0,214.0,0.0,195.0,83.0,0.0,747.0,99.0,0.0,560.0,426.0,0.0,551.0,952.0,123.0,,,,,,,,,,,,,153.0,280.0,0.0,159.0,214.0,0.0,804.0,192.0,30.0,770.0,361.0,235.0
"Douglas County, Colorado: Summary level: 050, state:08> county:035",75321.0,4427.0,6741.0,2886.0,96.0,564.0,9596.0,99631.0,10286,3419,1211,2260,926,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,134.0,0.0,0.0,443.0,85.0,13.0,561.0,111.0,71.0
"El Paso County, Colorado: Summary level: 050, state:08> county:041",83939.0,1275.0,4661.0,1383.0,291.0,572.0,8974.0,101095.0,20673,8304,3263,3068,1125,327,863.0,423.0,76.0,,,,116.0,80.0,0.0,163.0,2.0,0.0,,,,,,,,,,,,,,,,,,,52.0,11.0,0.0,0.0,112.0,0.0,1509.0,634.0,230.0,1992.0,1227.0,52.0
"Jefferson County, Colorado: Summary level: 050, state:08> county:059",106336.0,5812.0,1130.0,2729.0,194.0,4879.0,5347.0,126427.0,22901,9486,3688,6869,4456,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,1750.0,798.0,62.0,2141.0,826.0,430.0
"Larimer County, Colorado: Summary level: 050, state:08> county:069",88124.0,1772.0,37506.0,2582.0,183.0,4698.0,4232.0,139097.0,13441,5418,2113,3971,1564,530,,,,,,,771.0,403.0,170.0,1053.0,728.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,677.0,243.0,0.0,553.0,127.0,395.0
"Pueblo County, Colorado: Summary level: 050, state:08> county:101",3257173.0,228439.0,80471.0,166727.0,8245.0,292856.0,134036.0,4167947.0,6920,3025,1410,164524,88791,41196,,,,6097.0,2749.0,892.0,1035.0,573.0,139.0,1932.0,479.0,468.0,3795.0,1927.0,548.0,6035.0,2511.0,963.0,94.0,0.0,30.0,284.0,95.0,88.0,4201.0,1668.0,155.0,4837.0,1602.0,715.0,1768.0,285.0,87.0,1239.0,413.0,0.0,2217.0,882.0,527.0,2496.0,1298.0,606.0
"Weld County, Colorado: Summary level: 050, state:08> county:123",184801.0,2453.0,5760.0,2743.0,130.0,4647.0,4203.0,204737.0,9490,3904,1113,15516,8404,2857,,,,,,,34.0,23.0,94.0,432.0,30.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1483.0,531.0,214.0,1537.0,546.0,326.0
"Fairfield County, Connecticut: Summary level: 050, state:09> county:001",51800.0,1107.0,47730.0,674.0,0.0,4281.0,2685.0,108277.0,29482,16060,6039,3647,1819,567,2704.0,867.0,667.0,,,,1293.0,556.0,222.0,1697.0,989.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,2865.0,1091.0,497.0,3600.0,1788.0,625.0
"Hartford County, Connecticut: Summary level: 050, state:09> county:003",776470.0,36666.0,37188.0,29545.0,1374.0,90312.0,38470.0,1010025.0,29635,14636,7021,49757,28182,13727,3394.0,1255.0,288.0,1228.0,343.0,116.0,755.0,209.0,83.0,1076.0,270.0,52.0,682.0,222.0,415.0,1337.0,694.0,233.0,,,,,,,1873.0,487.0,964.0,2126.0,664.0,392.0,599.0,367.0,0.0,791.0,344.0,91.0,2668.0,974.0,359.0,3429.0,1599.0,511.0
"New Haven County, Connecticut: Summary level: 050, state:09> county:009",314363.0,17831.0,21601.0,6433.0,587.0,29109.0,16660.0,406584.0,30148,14801,6366,23063,9254,4278,2795.0,1126.0,420.0,699.0,247.0,0.0,481.0,199.0,0.0,402.0,175.0,809.0,,,,,,,,,,,,,462.0,213.0,0.0,482.0,97.0,127.0,170.0,24.0,57.0,192.0,0.0,117.0,2176.0,773.0,297.0,2734.0,1417.0,212.0
"New London County, Connecticut: Summary level: 050, state:09> county:011",204325.0,1082.0,3586.0,2243.0,297.0,3908.0,6814.0,222255.0,11283,4725,2254,18969,9386,4183,196.0,353.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,313.0,335.0,51.0,472.0,220.0,61.0
"New Castle County, Delaware: Summary level: 050, state:10> county:003",153529.0,4512.0,3259.0,2723.0,198.0,35694.0,4360.0,204275.0,15750,7270,3371,8733,5661,2272,3827.0,1532.0,328.0,,,,,,,,,,,,,,,,,,,,,,985.0,572.0,124.0,1099.0,366.0,37.0,,,,,,10.0,765.0,77.0,220.0,882.0,269.0,68.0
"District of Columbia, District of Columbia: Summary level: 050, state:11> county:001",219875.0,4698.0,3121.0,8876.0,1003.0,4419.0,7680.0,249672.0,7536,2965,1585,9781,5426,2069,10236.0,4487.0,2303.0,,,,,,,,,,170.0,0.0,0.0,107.0,0.0,0.0,,,,,,,,,,,,,166.0,0.0,0.0,162.0,127.0,72.0,881.0,140.0,107.0,1289.0,454.0,600.0
"Brevard County, Florida: Summary level: 050, state:12> county:009",82830.0,13170.0,1473.0,1373.0,0.0,1842.0,3666.0,104354.0,30372,17370,6866,4037,2169,1111,2099.0,1142.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,1581.0,978.0,140.0,2061.0,1282.0,438.0
"Broward County, Florida: Summary level: 050, state:12> county:011",100842.0,13615.0,436.0,1863.0,0.0,1990.0,2806.0,121552.0,57463,29788,13631,4233,2188,786,13743.0,5875.0,1419.0,244.0,91.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,13247.0,6741.0,2134.0,17917.0,10934.0,3584.0
"Duval County, Florida: Summary level: 050, state:12> county:031",84540.0,7660.0,395.0,479.0,0.0,976.0,3127.0,97177.0,24809,9761,3908,6021,2808,2235,6124.0,2712.0,442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,1981.0,360.0,0.0,1768.0,1000.0,346.0
"Escambia County, Florida: Summary level: 050, state:12> county:033",63099.0,4248.0,603.0,469.0,260.0,1786.0,1180.0,71645.0,10914,5271,2023,2722,1560,488,1856.0,712.0,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,265.0,280.0,83.0,773.0,266.0,0.0
"Hillsborough County, Florida: Summary level: 050, state:12> county:057",226517.0,143424.0,1543.0,9264.0,141.0,5201.0,6574.0,392664.0,40022,18272,7902,12411,6282,4834,5309.0,2091.0,619.0,4440.0,1511.0,1230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,7903.0,3765.0,1270.0,10141.0,5838.0,2177.0
"Lee County, Florida: Summary level: 050, state:12> county:071",105327.0,8105.0,497.0,1683.0,121.0,128.0,1599.0,117460.0,48816,29182,7154,6212,3335,995,1903.0,788.0,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,2928.0,1164.0,429.0,3307.0,1070.0,1097.0
"Leon County, Florida: Summary level: 050, state:12> county:073",101037.0,9701.0,1739.0,5331.0,0.0,5896.0,4076.0,127780.0,7848,2975,1039,5103,3474,996,1652.0,721.0,215.0,158.0,225.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,314.0,69.0,100.0,648.0,82.0,90.0
"Miami-Dade County, Florida: Summary level: 050, state:12> county:086",176924.0,8076.0,1238.0,5454.0,5059.0,20624.0,8102.0,225477.0,78582,47368,16738,7301,3850,1886,15527.0,6744.0,2160.0,,,,,,,,,,,,,,,,,,,,,,272.0,0.0,0.0,357.0,0.0,0.0,221.0,0.0,0.0,261.0,54.0,37.0,63381.0,38754.0,13708.0,85001.0,59481.0,26380.0
"Orange County, Florida: Summary level: 050, state:12> county:095",701135.0,180957.0,10588.0,474507.0,14524.0,157558.0,98946.0,1638215.0,27713,12102,5734,34480,16392,11450,6104.0,2103.0,958.0,8215.0,4202.0,2301.0,336.0,133.0,0.0,536.0,127.0,134.0,15313.0,7770.0,2405.0,18166.0,10494.0,4230.0,434.0,263.0,0.0,343.0,115.0,156.0,1934.0,316.0,254.0,2525.0,871.0,369.0,1081.0,464.0,207.0,1409.0,543.0,0.0,8162.0,3168.0,1698.0,10683.0,4510.0,2906.0
"Palm Beach County, Florida: Summary level: 050, state:12> county:099",186531.0,2581.0,3154.0,10559.0,331.0,9240.0,13015.0,225411.0,62341,46053,21048,10942,6231,3449,6613.0,2988.0,918.0,,,,,,,,,,304.0,165.0,10.0,126.0,128.0,132.0,,,,,,,96.0,25.0,0.0,9.0,8.0,0.0,59.0,141.0,67.0,288.0,48.0,114.0,6964.0,3129.0,1534.0,8943.0,5592.0,1542.0
"Pasco County, Florida: Summary level: 050, state:12> county:101",639657.0,100354.0,6112.0,182666.0,6127.0,124324.0,67505.0,1126745.0,27279,15629,5846,35931,18095,12181,946.0,369.0,0.0,4480.0,1877.0,848.0,,,,,,,6326.0,2712.0,1173.0,8564.0,3910.0,1927.0,,,,,,,1860.0,762.0,96.0,1478.0,445.0,330.0,1313.0,594.0,231.0,1445.0,451.0,0.0,1772.0,583.0,491.0,2191.0,1257.0,244.0
"Pinellas County, Florida: Summary level: 050, state:12> county:103",162276.0,1472.0,1608.0,7301.0,199.0,3801.0,7795.0,184452.0,50443,27386,12633,10180,4834,1815,2797.0,1694.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,2108.0,890.0,536.0,2526.0,1170.0,990.0
"Polk County, Florida: Summary level: 050, state:12> county:105",630159.0,46705.0,9346.0,99606.0,1950.0,153441.0,33654.0,974861.0,29362,17650,4724,25205,13641,8104,3146.0,1129.0,483.0,1369.0,715.0,202.0,141.0,168.0,98.0,186.0,66.0,243.0,2686.0,1224.0,507.0,3090.0,1517.0,965.0,,,,,,,3026.0,1100.0,596.0,3361.0,1412.0,595.0,674.0,270.0,50.0,694.0,210.0,0.0,2743.0,898.0,541.0,3134.0,1638.0,208.0
"Seminole County, Florida: Summary level: 050, state:12> county:117",108203.0,1712.0,6951.0,4475.0,97.0,7056.0,7233.0,135727.0,15469,6681,2783,6186,2640,1682,1634.0,432.0,138.0,,,,485.0,79.0,0.0,309.0,94.0,0.0,,,,,,,,,,,,,,,,,,,32.0,48.0,137.0,187.0,0.0,53.0,1967.0,1092.0,196.0,2591.0,1456.0,608.0
"Volusia County, Florida: Summary level: 050, state:12> county:127",126599.0,5113.0,2557.0,3377.0,104.0,36062.0,6379.0,180191.0,29702,15550,6416,4611,2935,1497,1612.0,867.0,199.0,,,,,,,,,,,,,,,,,,,,,,980.0,135.0,267.0,1362.0,567.0,458.0,,,,,,0.0,1888.0,1069.0,230.0,2287.0,1404.0,413.0
"Cobb County, Georgia: Summary level: 050, state:13> county:067",684691.0,50286.0,7248.0,40891.0,2185.0,69878.0,26997.0,882176.0,19115,7887,2112,22346,11750,5572,3188.0,432.0,524.0,1157.0,782.0,53.0,66.0,0.0,159.0,96.0,415.0,0.0,2022.0,239.0,80.0,2068.0,718.0,177.0,,,,,,,674.0,699.0,280.0,1660.0,426.0,168.0,550.0,145.0,179.0,497.0,279.0,79.0,898.0,265.0,174.0,1357.0,152.0,272.0
"DeKalb County, Georgia: Summary level: 050, state:13> county:089",99811.0,9167.0,2316.0,7163.0,754.0,26474.0,5280.0,150965.0,8995,4519,1701,2908,1705,823,10738.0,3270.0,481.0,,,,,,,,,,214.0,253.0,43.0,416.0,661.0,0.0,,,,,,,691.0,91.0,196.0,743.0,39.0,43.0,,,,,,89.0,591.0,269.0,135.0,863.0,0.0,337.0
"Fulton County, Georgia: Summary level: 050, state:13> county:121",50558.0,1005.0,2395.0,483.0,230.0,7631.0,2289.0,64591.0,16675,7134,2133,3621,1990,596,11533.0,4868.0,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,918.0,242.0,9.0,970.0,449.0,166.0
"Gwinnett County, Georgia: Summary level: 050, state:13> county:135",5285352.0,836460.0,71427.0,1471602.0,29126.0,2110314.0,366011.0,10170292.0,17018,6942,1072,226380,130105,71943,3819.0,469.0,60.0,37683.0,21634.0,9432.0,1633.0,977.0,52.0,2649.0,662.0,610.0,59782.0,31285.0,11371.0,75611.0,42954.0,20173.0,1086.0,148.0,20.0,979.0,338.0,218.0,34438.0,13360.0,5340.0,43145.0,21482.0,7613.0,5944.0,2452.0,793.0,6799.0,3812.0,0.0,1606.0,782.0,0.0,1984.0,1145.0,0.0
"Hawaii County, Hawaii: Summary level: 050, state:15> county:001",126455.0,4938.0,1446.0,2886.0,126.0,13191.0,5956.0,154998.0,6304,1210,1385,5409,2620,1360,,,,,,,,,,,,,,,,,,,,,,,,,311.0,70.0,66.0,333.0,121.0,0.0,,,,,,584.0,296.0,292.0,143.0,471.0,256.0,103.0
"Honolulu County, Hawaii: Summary level: 050, state:15> county:003",202246.0,6976.0,961.0,15065.0,1062.0,22875.0,12036.0,261221.0,10201,3600,1930,14847,7952,3561,391.0,93.0,0.0,,,,,,,,,,535.0,274.0,35.0,944.0,681.0,167.0,,,,,,,550.0,0.0,30.0,0.0,93.0,0.0,281.0,51.0,0.0,357.0,123.0,1286.0,1178.0,361.0,211.0,1466.0,526.0,311.0
"Kauai County, Hawaii: Summary level: 050, state:15> county:007",74078.0,453.0,4243.0,2373.0,159.0,1788.0,4555.0,87649.0,1892,336,355,4921,1956,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,242.0,36.0,24.0,187.0,63.0,0.0
"Maui County, Hawaii: Summary level: 050, state:15> county:009",154331.0,8873.0,1519.0,19689.0,660.0,70482.0,12901.0,268455.0,4131,1025,600,6108,3637,1979,,,,,,,,,,,,,381.0,394.0,0.0,1004.0,300.0,0.0,,,,,,,1292.0,655.0,86.0,1162.0,343.0,37.0,31.0,267.0,178.0,87.0,32.0,204.0,382.0,83.0,12.0,198.0,41.0,0.0
"Ada County, Idaho: Summary level: 050, state:16> county:001",287032.0,10672.0,3036.0,24390.0,2048.0,86646.0,20074.0,433898.0,16217,7128,1714,12340,5929,4367,,,,472.0,207.0,91.0,,,,,,,1130.0,567.0,158.0,1456.0,742.0,808.0,,,,,,,1304.0,421.0,359.0,1299.0,502.0,542.0,170.0,204.0,0.0,561.0,86.0,0.0,623.0,0.0,0.0,598.0,276.0,71.0
"Cook County, Illinois: Summary level: 050, state:17> county:031",97452.0,2941.0,1115.0,12061.0,294.0,24842.0,3751.0,142456.0,114867,53760,23487,6205,3254,1983,38019.0,18813.0,4765.0,,,,,,,,,,379.0,636.0,0.0,542.0,477.0,27.0,,,,,,,247.0,111.0,9.0,334.0,381.0,0.0,,,,,,405.0,23511.0,10295.0,2051.0,26288.0,12407.0,4648.0
"DuPage County, Illinois: Summary level: 050, state:17> county:043",90475.0,660.0,2498.0,1448.0,82.0,1473.0,2241.0,98877.0,30467,12385,5515,7056,3145,2128,892.0,238.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2203.0,347.0,188.0,2109.0,833.0,557.0
"Kane County, Illinois: Summary level: 050, state:17> county:089",1982432.0,53969.0,14049.0,622001.0,10388.0,372652.0,114285.0,3169776.0,15708,7501,2047,91988,53462,30183,965.0,42.0,0.0,1477.0,810.0,210.0,394.0,235.0,0.0,314.0,46.0,213.0,23257.0,11903.0,3407.0,27932.0,14318.0,5600.0,163.0,435.0,0.0,549.0,115.0,0.0,5894.0,1103.0,618.0,6537.0,2761.0,840.0,2027.0,1091.0,132.0,2080.0,1025.0,0.0,2397.0,764.0,304.0,2449.0,1340.0,84.0
"Lake County, Illinois: Summary level: 050, state:17> county:097",307761.0,7119.0,1442.0,26067.0,800.0,12874.0,19328.0,375391.0,21812,9442,3790,18998,10915,4993,1146.0,456.0,87.0,,,,,,,,,,1106.0,425.0,80.0,1352.0,532.0,436.0,,,,,,,230.0,44.0,0.0,255.0,80.0,56.0,162.0,183.0,0.0,129.0,60.0,31.0,1857.0,699.0,195.0,2008.0,936.0,286.0
"Will County, Illinois: Summary level: 050, state:17> county:197",1485957.0,148768.0,18900.0,149939.0,6616.0,450803.0,100043.0,2361026.0,19109,7922,2951,74086,41871,19692,1760.0,654.0,66.0,5554.0,2638.0,892.0,469.0,57.0,23.0,811.0,264.0,0.0,5535.0,2840.0,317.0,7235.0,3328.0,1486.0,,,,,,,6032.0,2780.0,1069.0,7818.0,4807.0,1376.0,1446.0,928.0,36.0,1280.0,435.0,43.0,1332.0,785.0,220.0,1662.0,900.0,196.0
"Winnebago County, Illinois: Summary level: 050, state:17> county:201",897925.0,147797.0,8889.0,233519.0,16679.0,94383.0,102143.0,1501335.0,11009,5213,1926,43813,21905,14299,800.0,440.0,58.0,5192.0,2895.0,677.0,437.0,42.0,54.0,580.0,55.0,0.0,7357.0,3655.0,1095.0,9715.0,5630.0,2101.0,211.0,120.0,0.0,368.0,109.0,0.0,1841.0,490.0,0.0,1661.0,874.0,612.0,1221.0,528.0,321.0,1015.0,682.0,0.0,428.0,326.0,0.0,571.0,55.0,120.0
"Allen County, Indiana: Summary level: 050, state:18> county:003",1303554.0,177777.0,15455.0,149602.0,6867.0,378432.0,96446.0,2128133.0,11805,5189,2142,52293,27041,12039,985.0,417.0,86.0,5056.0,3005.0,940.0,414.0,75.0,26.0,509.0,98.0,142.0,5745.0,2429.0,693.0,7161.0,2939.0,1531.0,,,,,,,4296.0,1579.0,750.0,5378.0,3421.0,996.0,1643.0,461.0,149.0,2801.0,500.0,0.0,317.0,15.0,143.0,116.0,85.0,126.0
"Lake County, Indiana: Summary level: 050, state:18> county:089",2335380.0,168575.0,17356.0,387324.0,14434.0,218792.0,157660.0,3299521.0,14002,7044,2530,102087,57493,31947,3786.0,1513.0,712.0,4800.0,2596.0,754.0,754.0,128.0,0.0,460.0,293.0,76.0,12316.0,6092.0,1993.0,17457.0,10269.0,3499.0,124.0,244.0,0.0,397.0,302.0,0.0,2212.0,1044.0,427.0,3962.0,1628.0,404.0,1368.0,863.0,466.0,1564.0,1027.0,0.0,1972.0,943.0,353.0,2005.0,1276.0,274.0
"Marion County, Indiana: Summary level: 050, state:18> county:097",409361.0,44843.0,2945.0,301034.0,3769.0,64455.0,38409.0,864816.0,20977,9771,3699,15660,8211,5514,5672.0,2545.0,721.0,2122.0,1052.0,1002.0,,,,,,,12709.0,7981.0,3421.0,15769.0,11153.0,5742.0,,,,,,,773.0,491.0,226.0,1506.0,683.0,579.0,246.0,0.0,38.0,483.0,160.0,196.0,638.0,242.0,123.0,664.0,477.0,56.0
"St. Joseph County, Indiana: Summary level: 050, state:18> county:141",418597.0,48452.0,3606.0,110506.0,2624.0,67173.0,75148.0,726106.0,9086,4381,1820,18167,10062,5723,597.0,225.0,203.0,1540.0,812.0,356.0,,,,,,,3546.0,1442.0,652.0,4467.0,2013.0,1283.0,,,,,,,950.0,946.0,59.0,1563.0,588.0,35.0,986.0,344.0,11.0,957.0,329.0,30.0,285.0,96.0,16.0,173.0,222.0,149.0
"Polk County, Iowa: Summary level: 050, state:19> county:153",237929.0,5614.0,2132.0,10000.0,569.0,16106.0,9051.0,281401.0,14069,6453,2095,14760,7282,3740,333.0,241.0,200.0,,,,,,,,,,323.0,86.0,34.0,559.0,166.0,56.0,,,,,,,112.0,0.0,119.0,84.0,300.0,54.0,169.0,66.0,66.0,181.0,22.0,0.0,376.0,176.0,0.0,146.0,201.0,0.0
"Johnson County, Kansas: Summary level: 050, state:20> county:091",389719.0,18283.0,2314.0,213204.0,10614.0,93486.0,37515.0,765135.0,19528,8491,3496,21258,11617,7755,614.0,54.0,0.0,1005.0,704.0,260.0,,,,,,,7721.0,3966.0,1091.0,10503.0,5492.0,1724.0,,,,,,,1175.0,770.0,498.0,1237.0,1033.0,611.0,666.0,72.0,89.0,299.0,423.0,54.0,481.0,240.0,37.0,592.0,413.0,0.0
