,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E
"Sebastian County, Arkansas: Summary level: 050, state:05> county:131",244908.0,87843.0,2357.0,10285.0,0.0,4498.0,11155.0,361046.0,4561,2276,704,12626,7941,2826,,,,3368.0,1110.0,644.0,,,,,,,150.0,125.0,0.0,594.0,184.0,0.0,,,,,,,,,,,,,244.0,0.0,0.0,397.0,88.0,0.0,279.0,0.0,0.0,290.0,154.0,0.0
"Alameda County, California: Summary level: 050, state:06> county:001",88908.0,2140.0,670.0,687.0,149.0,1244.0,1750.0,95548.0,31806,13288,5756,4867,3111,691,6584.0,2918.0,1002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,6732.0,3222.0,719.0,7954.0,4011.0,2053.0
"Butte County, California: Summary level: 050, state:06> county:007",244012.0,147234.0,3410.0,7504.0,79.0,5038.0,6678.0,413955.0,10632,4749,1681,14224,7665,3444,,,,6367.0,3035.0,1139.0,,,,,,,351.0,0.0,0.0,644.0,0.0,0.0,,,,,,,,,,,,,,,,,,54.0,939.0,300.0,12.0,793.0,475.0,63.0
"Contra Costa County, California: Summary level: 050, state:06> county:013",82146.0,131468.0,311.0,6747.0,51.0,2034.0,3889.0,226646.0,33447,15769,5788,5609,3580,1355,3341.0,1499.0,446.0,5024.0,1750.0,1517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,5213.0,2235.0,842.0,6555.0,3286.0,1502.0
"El Dorado County, California: Summary level: 050, state:06> county:017",95425.0,15143.0,678.0,760.0,283.0,4294.0,2235.0,118818.0,10865,5056,1328,5683,3225,1374,,,,711.0,180.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,397.0,330.0,90.0,787.0,171.0,64.0
"Fresno County, California: Summary level: 050, state:06> county:019",171245.0,26651.0,571.0,3167.0,69.0,6240.0,5662.0,213605.0,24272,10222,5017,9487,4894,1769,1641.0,342.0,67.0,423.0,730.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,10820.0,4362.0,1474.0,11636.0,5074.0,2760.0
"Kern County, California: Summary level: 050, state:06> county:029",50624.0,26648.0,250.0,162.0,0.0,1328.0,1053.0,80065.0,22512,10315,3183,3326,1959,543,1420.0,114.0,310.0,1228.0,578.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,7831.0,3067.0,1151.0,8545.0,3606.0,1532.0
"Los Angeles County, California: Summary level: 050, state:06> county:037",132278.0,66928.0,755.0,3522.0,115.0,1768.0,2445.0,207811.0,200471,94833,43769,6380,3402,1491,28108.0,15243.0,4012.0,2225.0,1086.0,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.0,106104.0,43757.0,16624.0,133761.0,63787.0,33081.0
"Marin County, California: Summary level: 050, state:06> county:041",57806.0,3831.0,328.0,353.0,0.0,549.0,1191.0,64058.0,14322,6827,2012,3702,1443,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,859.0,159.0,90.0,388.0,631.0,522.0
"Merced County, California: Summary level: 050, state:06> county:047",182307.0,14810.0,22906.0,31646.0,7791.0,7077.0,27819.0,294356.0,5583,2681,699,7230,2733,1594,,,,189.0,152.0,0.0,203.0,94.0,100.0,899.0,328.0,64.0,755.0,314.0,114.0,1101.0,553.0,312.0,,,,,,,,,,,,,567.0,113.0,0.0,317.0,73.0,42.0,3109.0,1271.0,506.0,3215.0,1698.0,516.0
"Monterey County, California: Summary level: 050, state:06> county:053",75282.0,4541.0,7512.0,2964.0,126.0,1084.0,8194.0,99703.0,11408,5630,1534,2546,1042,200,279.0,406.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4413.0,1696.0,710.0,4743.0,2238.0,798.0
"Orange County, California: Summary level: 050, state:06> county:059",88189.0,1540.0,6605.0,1522.0,206.0,328.0,8142.0,106532.0,83997,40189,18697,3604,1302,405,1846.0,701.0,85.0,,,,154.0,59.0,0.0,245.0,49.0,0.0,,,,,,,,,,,,,,,,,,,69.0,0.0,0.0,110.0,18.0,649.0,18868.0,8347.0,2364.0,23190.0,11804.0,4914.0
"Placer County, California: Summary level: 050, state:06> county:061",107676.0,5042.0,1981.0,2258.0,473.0,3191.0,4135.0,124756.0,17056,8586,3644,7312,4111,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,1320.0,573.0,227.0,1540.0,492.0,598.0
"Riverside County, California: Summary level: 050, state:06> county:065",92468.0,1731.0,36364.0,3259.0,633.0,1235.0,5086.0,140776.0,66931,38299,13486,4146,1789,487,5094.0,2409.0,279.0,,,,699.0,441.0,130.0,1112.0,527.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,328.0,21897.0,9753.0,2639.0,25715.0,12488.0,4585.0
"Sacramento County, California: Summary level: 050, state:06> county:067",3342292.0,235421.0,87049.0,179761.0,10317.0,291906.0,160287.0,4307033.0,39377,17832,7070,177808,93563,42982,4150.0,2330.0,253.0,6917.0,2733.0,1231.0,1542.0,509.0,164.0,2089.0,806.0,355.0,4731.0,2094.0,970.0,7104.0,2890.0,1029.0,152.0,0.0,118.0,297.0,82.0,353.0,4323.0,1719.0,615.0,4511.0,1379.0,980.0,2191.0,750.0,242.0,2306.0,907.0,229.0,6275.0,2182.0,1465.0,7462.0,3361.0,1722.0
"San Bernardino County, California: Summary level: 050, state:06> county:071",186157.0,2473.0,4806.0,2525.0,141.0,6030.0,5068.0,207200.0,49263,21523,7593,16690,9830,2785,5278.0,2154.0,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.0,21845.0,7786.0,3508.0,25611.0,11511.0,5250.0
"San Diego County, California: Summary level: 050, state:06> county:073",51477.0,1291.0,46635.0,638.0,1811.0,4424.0,2680.0,108956.0,97566,45878,18264,3890,1673,853,4664.0,1952.0,305.0,,,,1398.0,665.0,199.0,1838.0,1032.0,358.0,,,,,,,,,,,,,,,,,,,,,,,,582.0,20402.0,8601.0,3670.0,26341.0,13212.0,6657.0
"San Francisco County, California: Summary level: 050, state:06> county:075",779589.0,35898.0,42875.0,29936.0,1639.0,80937.0,51895.0,1022769.0,17532,7445,3309,53387,30526,11736,2173.0,847.0,534.0,1179.0,576.0,231.0,861.0,240.0,0.0,1423.0,295.0,312.0,621.0,486.0,237.0,1577.0,555.0,292.0,,,,,,,1760.0,477.0,253.0,1893.0,638.0,540.0,968.0,371.0,17.0,681.0,1009.0,16.0,3077.0,1626.0,394.0,3691.0,1938.0,1696.0
"San Joaquin County, California: Summary level: 050, state:06> county:077",351332.0,17748.0,19642.0,7007.0,1160.0,12515.0,20833.0,430237.0,16722,8377,2842,25445,12785,2824,1766.0,640.0,241.0,,,,668.0,247.0,82.0,568.0,164.0,22.0,100.0,261.0,66.0,372.0,99.0,311.0,,,,,,,151.0,12.0,0.0,120.0,40.0,0.0,198.0,34.0,63.0,429.0,0.0,362.0,5535.0,2275.0,833.0,6497.0,3486.0,894.0
"San Luis Obispo County, California: Summary level: 050, state:06> county:079",211172.0,1314.0,2698.0,2814.0,0.0,4182.0,5988.0,228168.0,14369,6616,2486,20881,10085,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1328.0,672.0,94.0,1836.0,494.0,97.0
"San Mateo County, California: Summary level: 050, state:06> county:081",168078.0,4767.0,3939.0,2718.0,125.0,22100.0,5807.0,207534.0,19329,9535,4615,8903,7227,1819,1081.0,165.0,324.0,,,,,,,,,,,,,,,,,,,,,,196.0,376.0,97.0,453.0,285.0,0.0,,,,,,146.0,3827.0,1834.0,756.0,4829.0,2902.0,1355.0
"Santa Barbara County, California: Summary level: 050, state:06> county:083",233638.0,5199.0,4850.0,10703.0,1486.0,4080.0,6344.0,266300.0,15442,7311,3948,10516,5794,2231,,,,,,,,,,,,,187.0,0.0,22.0,203.0,24.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,143.0,87.0,7.0,3724.0,1240.0,1088.0,4066.0,1760.0,1328.0
"Santa Clara County, California: Summary level: 050, state:06> county:085",84250.0,13657.0,148.0,1533.0,37.0,2495.0,4995.0,107115.0,37019,20139,7328,4411,2806,719,1326.0,567.0,238.0,0.0,376.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,9180.0,4165.0,1522.0,11239.0,7020.0,1839.0
"Santa Cruz County, California: Summary level: 050, state:06> county:087",100013.0,15116.0,210.0,1830.0,0.0,3458.0,3027.0,123654.0,11758,4012,1462,4571,1995,1261,,,,478.0,101.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,1818.0,701.0,191.0,1982.0,572.0,665.0
"Solano County, California: Summary level: 050, state:06> county:095",83717.0,8358.0,537.0,271.0,0.0,2774.0,3001.0,98658.0,12440,4948,1587,6730,3764,1604,2405.0,1139.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,2300.0,1134.0,120.0,2571.0,1383.0,448.0
"Sonoma County, California: Summary level: 050, state:06> county:097",27334.0,39567.0,159.0,856.0,0.0,704.0,495.0,69115.0,24224,10125,3326,1790,1288,407,91.0,0.0,371.0,1521.0,418.0,728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2453.0,699.0,519.0,2545.0,1409.0,347.0
"Stanislaus County, California: Summary level: 050, state:06> county:099",64934.0,5004.0,591.0,167.0,0.0,247.0,1955.0,72898.0,16263,7937,1849,2821,1414,625,500.0,166.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,4706.0,2043.0,507.0,5232.0,2662.0,856.0
"Tulare County, California: Summary level: 050, state:06> county:107",219468.0,144945.0,781.0,8976.0,208.0,8449.0,11129.0,393956.0,12212,5263,2307,13400,7197,4020,,,,5201.0,1844.0,1056.0,,,,,,,136.0,64.0,0.0,158.0,56.0,0.0,,,,,,,,,,,,,66.0,84.0,0.0,798.0,0.0,49.0,5695.0,1964.0,1279.0,5902.0,2880.0,973.0
"Ventura County, California: Summary level: 050, state:06> county:111",104856.0,8837.0,148.0,1505.0,194.0,1361.0,2422.0,119323.0,29748,12780,6806,6125,3141,1270,720.0,284.0,0.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,7248.0,3245.0,1285.0,8644.0,4546.0,1817.0
"Yolo County, California: Summary level: 050, state:06> county:113",93998.0,7784.0,1115.0,5082.0,0.0,12232.0,7896.0,128107.0,6126,2416,1072,5457,3227,1240,,,,,,,,,,,,,,,,,,,,,,,,,203.0,0.0,0.0,204.0,154.0,0.0,60.0,0.0,0.0,0.0,62.0,0.0,1457.0,518.0,156.0,1483.0,698.0,393.0
"Adams County, Colorado: Summary level: 050, state:08> county:001",175198.0,8058.0,1689.0,6459.0,4358.0,27208.0,9026.0,231996.0,13349,5627,1231,8106,3984,2174,456.0,79.0,0.0,,,,,,,,,,,,,,,,,,,,,,54.0,0.0,0.0,0.0,0.0,0.0,,,,,,32.0,3330.0,1561.0,181.0,3831.0,2013.0,321.0
"Arapahoe County, Colorado: Summary level: 050, state:08> county:005",71368.0,3402.0,455.0,500.0,0.0,1256.0,2035.0,79016.0,20463,8099,2737,3711,2070,915,1726.0,312.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,1873.0,534.0,116.0,2027.0,907.0,226.0
"Boulder County, Colorado: Summary level: 050, state:08> county:013",661879.0,174829.0,10993.0,502289.0,13090.0,189729.0,110381.0,1663190.0,12544,5076,1539,35752,17860,9850,,,,8690.0,4913.0,1941.0,575.0,10.0,0.0,485.0,298.0,49.0,17319.0,7497.0,3924.0,21064.0,11545.0,4916.0,306.0,289.0,0.0,603.0,228.0,0.0,2688.0,1407.0,0.0,3283.0,778.0,975.0,1873.0,756.0,240.0,1746.0,808.0,0.0,771.0,243.0,84.0,778.0,219.0,290.0
"Denver County, Colorado: Summary level: 050, state:08> county:031",185941.0,4188.0,3346.0,11961.0,228.0,11244.0,12386.0,229294.0,17925,6340,3334,11832,5658,3731,2155.0,741.0,635.0,,,,,,,,,,122.0,248.0,0.0,574.0,132.0,0.0,,,,,,,0.0,81.0,0.0,81.0,31.0,0.0,306.0,135.0,0.0,200.0,83.0,119.0,4061.0,1697.0,601.0,4746.0,2132.0,1284.0
"Douglas County, Colorado: Summary level: 050, state:08> county:035",655634.0,94211.0,5355.0,195332.0,5979.0,105520.0,85408.0,1147439.0,11618,4478,874,38110,18795,11320,,,,4722.0,2512.0,458.0,,,,,,,7769.0,3788.0,875.0,9814.0,4822.0,1501.0,,,,,,,1835.0,356.0,196.0,2196.0,818.0,735.0,766.0,837.0,232.0,938.0,805.0,0.0,536.0,31.0,37.0,667.0,94.0,96.0
"El Paso County, Colorado: Summary level: 050, state:08> county:041",166729.0,1645.0,1448.0,8316.0,0.0,3211.0,7638.0,188987.0,23096,8803,3355,11093,5251,2071,806.0,839.0,0.0,,,,,,,,,,402.0,84.0,14.0,396.0,95.0,49.0,,,,,,,,,,,,,453.0,6.0,0.0,445.0,217.0,48.0,1776.0,703.0,225.0,2224.0,970.0,493.0
"Jefferson County, Colorado: Summary level: 050, state:08> county:059",648874.0,46347.0,9657.0,102464.0,1622.0,138241.0,42050.0,989255.0,25351,10355,3560,27405,14124,8425,,,,1521.0,490.0,591.0,395.0,308.0,118.0,412.0,101.0,0.0,2681.0,1566.0,400.0,3337.0,1755.0,1089.0,,,,,,,3232.0,1700.0,143.0,2874.0,965.0,854.0,813.0,116.0,6.0,869.0,508.0,0.0,1976.0,686.0,278.0,2415.0,935.0,473.0
"Larimer County, Colorado: Summary level: 050, state:08> county:069",109593.0,1821.0,5216.0,4363.0,1707.0,5978.0,8076.0,136754.0,15103,5940,2205,7143,2712,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,733.0,138.0,138.0,635.0,571.0,0.0
"Pueblo County, Colorado: Summary level: 050, state:08> county:101",106980.0,4562.0,1575.0,2093.0,952.0,60234.0,6434.0,182830.0,7048,3765,907,5099,2657,1132,,,,,,,,,,,,,,,,,,,,,,,,,709.0,510.0,252.0,1348.0,1191.0,636.0,,,,,,0.0,2481.0,1101.0,337.0,2762.0,1734.0,250.0
"Weld County, Colorado: Summary level: 050, state:08> county:123",673299.0,47820.0,9145.0,45271.0,1518.0,89366.0,26700.0,893119.0,10454,4466,1087,23959,13408,4708,,,,1431.0,659.0,231.0,,,,,,,1878.0,564.0,342.0,2829.0,409.0,106.0,,,,,,,1209.0,969.0,87.0,1820.0,365.0,227.0,224.0,0.0,219.0,457.0,358.0,0.0,1757.0,441.0,360.0,1751.0,868.0,152.0
"Fairfield County, Connecticut: Summary level: 050, state:09> county:001",100972.0,9297.0,2476.0,5937.0,23.0,25123.0,6273.0,150101.0,31204,15084,8266,3164,2045,524,2966.0,1355.0,419.0,288.0,0.0,0.0,,,,,,,,,,,,,,,,,,,736.0,153.0,0.0,515.0,480.0,141.0,,,,,,0.0,3327.0,1080.0,691.0,4052.0,2149.0,825.0
"Hartford County, Connecticut: Summary level: 050, state:09> county:003",48772.0,1388.0,2968.0,1062.0,49.0,8631.0,1376.0,64246.0,31776,15603,6828,3827,2073,465,3491.0,1975.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3038.0,829.0,765.0,4003.0,1885.0,551.0
"New Haven County, Connecticut: Summary level: 050, state:09> county:009",5047869.0,823121.0,73839.0,1500637.0,27950.0,2310179.0,379912.0,10163507.0,33251,14515,6948,228957,122854,78546,3083.0,1419.0,166.0,39003.0,21867.0,10268.0,2883.0,891.0,324.0,3238.0,1170.0,721.0,64409.0,34081.0,12569.0,82521.0,46699.0,21950.0,743.0,345.0,168.0,1000.0,81.0,429.0,45682.0,16740.0,6219.0,55033.0,25014.0,10947.0,6267.0,2545.0,896.0,7668.0,3553.0,320.0,3357.0,370.0,132.0,3192.0,1531.0,436.0
"New London County, Connecticut: Summary level: 050, state:09> county:011",105912.0,5644.0,3179.0,3730.0,25.0,35242.0,3158.0,156890.0,11901,6297,1681,5054,2691,1286,527.0,55.0,0.0,,,,,,,,,,,,,,,,,,,,,,1401.0,0.0,0.0,1019.0,182.0,43.0,,,,,,0.0,338.0,690.0,111.0,558.0,196.0,64.0
"New Castle County, Delaware: Summary level: 050, state:10> county:003",199666.0,4646.0,1001.0,15642.0,93.0,25778.0,14129.0,260955.0,17349,7531,3665,15861,8266,4113,4269.0,1849.0,268.0,,,,,,,,,,829.0,274.0,184.0,917.0,638.0,251.0,,,,,,,53.0,99.0,90.0,0.0,0.0,344.0,164.0,0.0,29.0,80.0,388.0,0.0,971.0,5.0,230.0,904.0,322.0,198.0
"District of Columbia, District of Columbia: Summary level: 050, state:11> county:001",72964.0,775.0,3574.0,1796.0,289.0,3939.0,4681.0,88018.0,8703,4397,1293,5621,2757,1229,10819.0,4773.0,2214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,1144.0,454.0,128.0,1639.0,321.0,750.0
"Alachua County, Florida: Summary level: 050, state:12> county:001",151255.0,7786.0,2883.0,21738.0,431.0,77373.0,11207.0,272673.0,8460,3086,1504,6145,3846,1439,1029.0,852.0,240.0,,,,,,,,,,442.0,471.0,70.0,243.0,906.0,220.0,,,,,,,1831.0,766.0,125.0,1729.0,652.0,211.0,30.0,545.0,135.0,98.0,128.0,0.0,631.0,0.0,0.0,281.0,648.0,0.0
"Brevard County, Florida: Summary level: 050, state:12> county:009",209568.0,11199.0,1627.0,24056.0,1678.0,170737.0,19042.0,437907.0,31571,17421,7212,12087,5964,3958,2205.0,954.0,636.0,195.0,264.0,405.0,,,,,,,1594.0,272.0,107.0,1647.0,1045.0,547.0,,,,,,,2672.0,992.0,451.0,2872.0,1430.0,437.0,129.0,253.0,0.0,489.0,39.0,0.0,1882.0,901.0,405.0,2326.0,1524.0,417.0
"Broward County, Florida: Summary level: 050, state:12> county:011",104581.0,3362.0,949.0,11380.0,365.0,14483.0,5853.0,140973.0,61591,30903,14967,6970,3863,1316,14483.0,5856.0,1828.0,,,,,,,,,,564.0,174.0,0.0,613.0,361.0,121.0,,,,,,,388.0,48.0,0.0,113.0,133.0,0.0,,,,,,157.0,15339.0,7565.0,2617.0,20865.0,11950.0,5243.0
"Duval County, Florida: Summary level: 050, state:12> county:031",93198.0,489.0,528.0,504.0,150.0,792.0,4153.0,99814.0,26307,11351,3410,8156,3258,1980,6845.0,2770.0,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1643.0,870.0,100.0,2118.0,873.0,619.0
"Escambia County, Florida: Summary level: 050, state:12> county:033",1899657.0,56047.0,16541.0,657068.0,8477.0,417082.0,135528.0,3190400.0,11789,5719,1215,95879,54278,30900,2095.0,1005.0,187.0,1987.0,876.0,199.0,402.0,510.0,190.0,818.0,306.0,0.0,25001.0,14033.0,4503.0,31358.0,16668.0,5568.0,519.0,0.0,97.0,79.0,324.0,0.0,6162.0,1565.0,308.0,6746.0,2406.0,1087.0,2761.0,896.0,324.0,2482.0,1635.0,130.0,603.0,91.0,0.0,224.0,0.0,0.0
"Hillsborough County, Florida: Summary level: 050, state:12> county:057",315315.0,6325.0,2183.0,29727.0,1695.0,13455.0,17466.0,386166.0,44389,20724,7109,19952,12250,4292,6409.0,2187.0,568.0,,,,,,,,,,939.0,663.0,50.0,1417.0,427.0,499.0,,,,,,,764.0,173.0,0.0,705.0,0.0,5.0,274.0,0.0,32.0,549.0,350.0,76.0,9701.0,4865.0,1210.0,11928.0,6479.0,3285.0
"Lee County, Florida: Summary level: 050, state:12> county:071",1371769.0,159227.0,19874.0,160820.0,6449.0,593615.0,111512.0,2423266.0,51680,32691,9409,73934,44358,18303,1907.0,1091.0,66.0,6036.0,3223.0,782.0,848.0,86.0,279.0,852.0,614.0,116.0,6867.0,3206.0,270.0,7620.0,3492.0,1970.0,,,,,,,10290.0,4094.0,767.0,12400.0,6111.0,2012.0,976.0,588.0,286.0,2297.0,348.0,64.0,3524.0,1431.0,850.0,4141.0,2151.0,821.0
"Miami-Dade County, Florida: Summary level: 050, state:12> county:086",858852.0,148713.0,9918.0,237209.0,18242.0,138743.0,118938.0,1530615.0,82117,49071,17828,46463,23193,12967,15610.0,7247.0,1233.0,5460.0,3274.0,799.0,426.0,123.0,0.0,626.0,221.0,274.0,8401.0,3925.0,1487.0,10440.0,5863.0,2668.0,405.0,159.0,0.0,533.0,172.0,0.0,1265.0,283.0,179.0,2221.0,884.0,253.0,1742.0,636.0,259.0,1785.0,659.0,406.0,67169.0,42585.0,13840.0,91201.0,62024.0,30793.0
"Okaloosa County, Florida: Summary level: 050, state:12> county:091",1322703.0,175209.0,20073.0,157083.0,6396.0,368369.0,107571.0,2157404.0,8415,4120,1856,54226,27057,12608,434.0,0.0,14.0,6603.0,3128.0,914.0,264.0,318.0,58.0,371.0,412.0,150.0,6236.0,3003.0,322.0,8176.0,3195.0,1696.0,,,,,,,6322.0,2068.0,578.0,7143.0,3279.0,1713.0,2073.0,704.0,264.0,1948.0,825.0,93.0,540.0,765.0,155.0,109.0,228.0,71.0
"Orange County, Florida: Summary level: 050, state:12> county:095",2325134.0,165577.0,25433.0,403200.0,13884.0,224947.0,179510.0,3337685.0,32106,12247,4807,108012,56298,32947,7167.0,2904.0,1236.0,4989.0,2692.0,910.0,1064.0,249.0,7.0,1248.0,155.0,427.0,13153.0,6524.0,2626.0,19170.0,9943.0,4648.0,222.0,39.0,46.0,760.0,104.0,140.0,4230.0,932.0,711.0,4585.0,1776.0,880.0,2150.0,990.0,236.0,1786.0,668.0,0.0,9658.0,4415.0,1384.0,13053.0,6885.0,2197.0
"Osceola County, Florida: Summary level: 050, state:12> county:097",402967.0,45815.0,3078.0,306459.0,3639.0,71647.0,50758.0,884363.0,9943,4033,1153,16482,7559,6487,1877.0,217.0,206.0,2250.0,1389.0,619.0,,,,,,,13581.0,8827.0,2996.0,17566.0,10042.0,7414.0,,,,,,,1628.0,847.0,176.0,1563.0,859.0,709.0,926.0,334.0,31.0,937.0,709.0,0.0,4805.0,2389.0,432.0,6551.0,2878.0,1183.0
"Palm Beach County, Florida: Summary level: 050, state:12> county:099",399989.0,53882.0,3933.0,114582.0,5136.0,75859.0,92043.0,745424.0,65671,47691,23265,18958,11331,4703,7762.0,3335.0,1087.0,1950.0,711.0,592.0,,,,,,,3661.0,1711.0,657.0,4719.0,2335.0,1101.0,,,,,,,1608.0,299.0,181.0,2328.0,999.0,85.0,1288.0,234.0,0.0,2030.0,276.0,186.0,8159.0,4865.0,782.0,10384.0,6032.0,2663.0
