,Unnamed: 0,Unnamed: 0.1_x,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_015E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E,state,fips,Unnamed: 0.1_y,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65
0,0,"Alabama: Summary level: 040, state:01",657974,72.3,16.7,30763,40474,19.8,4.3,4.3,3.4,2.6,1.8,1.6,4666970,888290,637595,68206,94.3,12.0,15.4,17.3,9.2,13.0,30.1,11.3,20.9,19.3,19.2,260140,1815152,637595,1919,Alabama,1,"Alabama: Summary level: 040, state:01",3324276,1262980,27768,52789,606,51693,65186,4785298,139539,71760,18807,158930,100406,42480,27364.0,13256.0,3864.0,37519.0,24020.0,9703.0,564.0,89.0,0.0,537.0,500.0,97.0,937.0,179.0,51.0,1405.0,691.0,79.0,,,,,,,54.0,310.0,59.0,92.0,396.0,0.0,1309,612,119,1324,684,185,1184,716,9,815,1299,205,2010,4785298,657974,30763,40474,0.19033548533631028,0.10697386271849685,0.485331960885229,0.17300000000000001,0.092,0.13,0.301,0.113,0.209,0.6946852630703458,0.26392922656018497,0.005802773411394651,0.011031496889012973,0.00012663788127719526,0.010802462041026493,0.01362214014675784,0.349718985856584
1,1,"Alaska: Summary level: 040, state:02",53339,82.9,24.4,43987,64576,30.2,10.1,2.9,1.9,1.2,0.9,0.6,696822,69279,51830,2931,109.0,6.9,8.1,20.1,8.2,8.7,22.8,8.3,13.0,14.4,8.3,26973,254610,51830,1174,Alaska,2,"Alaska: Summary level: 040, state:02",481446,24711,104539,39118,7638,6496,50037,713985,14112,5308,1224,12432,6009,2016,273.0,138.0,0.0,314.0,454.0,0.0,1694.0,822.0,112.0,2504.0,1127.0,259.0,706.0,183.0,101.0,1050.0,640.0,275.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,47.0,482,252,17,211,137,21,283,0,114,372,169,61,2010,713985,53339,43987,64576,0.09942137303357242,0.056550260466911056,0.5215311004784688,0.201,0.08199999999999999,0.087,0.228,0.083,0.13,0.6743082837874745,0.034609970797705836,0.146416241237561,0.05478826585992703,0.010697703733271707,0.009098230354979446,0.07008130422908045,0.3870338776504996
2,2,"Arizona: Summary level: 040, state:04",886795,83.7,24.5,37134,46789,18.4,4.8,4.4,3.4,2.5,1.9,1.6,6272686,1094249,875560,67609,99.0,12.7,15.0,14.5,6.5,7.8,20.7,6.6,12.5,21.0,22.1,308610,2334050,875560,9738,Arizona,4,"Arizona: Summary level: 040, state:04",5095378,264009,285768,174039,12180,412806,169557,6413737,215146,118687,36142,235932,140572,61401,5599.0,1723.0,585.0,5249.0,2734.0,1216.0,4653.0,2442.0,1026.0,7139.0,3134.0,1488.0,4254.0,1472.0,210.0,5577.0,2669.0,630.0,,,,,,,6758.0,2119.0,454.0,6925.0,2402.0,1094.0,1250,805,209,2797,1121,376,27619,12577,2657,33030,16586,5361,2010,6413737,886795,37134,46789,0.17444664056195383,0.07721800904563936,0.49748743718592964,0.145,0.065,0.078,0.207,0.066,0.125,0.7944476051949121,0.041163053614452855,0.0445556155483145,0.027135350264596132,0.0018990488696371554,0.06436278880783543,0.026436537700251818,0.4172046527100401
3,3,"Arkansas: Summary level: 040, state:05",420075,72.5,15.2,29452,38307,20.7,5.4,4.6,3.5,2.6,2.0,1.8,2839798,534898,404804,41376,96.0,12.8,15.9,18.1,8.9,11.1,28.5,9.1,16.9,18.8,20.1,153012,1114902,404804,986,Arkansas,5,"Arkansas: Summary level: 040, state:05",2289695,464411,18625,33240,5090,61388,49157,2921606,98742,51129,14948,109641,67713,32665,10527.0,4101.0,1424.0,11555.0,7784.0,3486.0,115.0,47.0,25.0,420.0,86.0,36.0,495.0,0.0,10.0,553.0,253.0,0.0,,,,,,,340.0,0.0,60.0,637.0,263.0,54.0,1223,146,14,907,514,47,772,408,121,1277,745,164,2010,2921606,420075,29452,38307,0.18835776347472602,0.1022124287309414,0.4897959183673469,0.18100000000000002,0.08900000000000001,0.111,0.285,0.091,0.16899999999999998,0.7837110821924653,0.1589574364236656,0.006374918452385435,0.011377304126566005,0.0017421924790680195,0.021011731219062392,0.016825335106787156,0.39235612688210436
4,4,"California: Summary level: 040, state:06",4269495,76.6,26.5,40255,57708,23.1,5.2,3.5,2.6,2.1,1.6,1.6,36593372,5783043,4176971,407243,98.9,10.0,12.8,14.7,7.0,10.6,24.1,10.7,18.4,20.3,23.9,918290,12406475,4176971,71593,California,6,"California: Summary level: 040, state:06",23322954,2246353,281908,4900963,142932,4885973,1568280,37349363,774009,445348,167791,877602,575131,322267,59292.0,26713.0,6800.0,72470.0,38722.0,19377.0,6633.0,3474.0,363.0,6751.0,3910.0,975.0,142366.0,74931.0,25300.0,175626.0,110174.0,42108.0,2699.0,1060.0,179.0,3406.0,1234.0,225.0,55509.0,23467.0,6875.0,68288.0,35424.0,14595.0,19753,11008,2860,26641,13761,4378,194926,95401,29503,247695,135870,54335,2010,37349363,4269495,40255,57708,0.15803525840690494,0.09749720551088337,0.4972347913524384,0.147,0.07,0.106,0.24100000000000002,0.107,0.184,0.6244538628409807,0.06014434570142468,0.007547866345136864,0.13121945346162933,0.003826892576454383,0.13081810792864124,0.041989471145732794,0.3248974410322532
5,5,"Colorado: Summary level: 040, state:08",551638,85.7,30.2,37684,54046,26.0,4.8,3.6,2.6,1.9,1.5,1.4,4934178,659786,536135,43159,100.5,9.7,12.2,17.1,6.3,7.9,20.7,7.1,14.5,19.0,18.5,153681,1960585,536135,3022,Colorado,8,"Colorado: Summary level: 040, state:08",4208365,198117,49608,133796,4922,282026,172237,5049071,135279,66813,23497,148268,88569,44437,3790.0,2090.0,360.0,4509.0,2651.0,1188.0,1052.0,352.0,138.0,1061.0,457.0,0.0,2321.0,1122.0,340.0,3256.0,2568.0,433.0,,,,,,,3531.0,1575.0,234.0,3723.0,1496.0,484.0,1927,543,168,2072,720,559,15869,6842,1957,17202,8700,3845,2010,5049071,551638,37684,54046,0.13371751079916452,0.08050024713924664,0.5012468827930174,0.171,0.063,0.079,0.207,0.071,0.145,0.8334929336505666,0.039238307403480756,0.009825173779493298,0.026499132216599847,0.0009748327959737544,0.0558570081506083,0.034112612003277434,0.408943908867772
6,6,"Connecticut: Summary level: 040, state:09",508153,80.0,25.7,39235,64032,29.1,6.0,4.2,3.0,2.5,2.1,2.4,3466977,350145,484825,31933,94.6,12.3,16.0,14.0,5.4,8.1,19.8,7.5,14.4,21.3,28.6,138205,1358809,484825,4590,Connecticut,9,"Connecticut: Summary level: 040, state:09",2797956,356880,5634,134338,1317,189961,90987,3577073,105392,63377,24879,121088,84899,58818,8005.0,2688.0,1020.0,11783.0,6426.0,1652.0,,,,,,,2682.0,704.0,263.0,2783.0,1135.0,316.0,,,,,,,2612.0,192.0,0.0,2043.0,1364.0,242.0,864,274,51,784,540,172,6984,1236,716,8079,4110,615,2010,3577073,508153,39235,64032,0.10099432445037852,0.06586500283607487,0.48612538540596095,0.14,0.054000000000000006,0.081,0.198,0.075,0.14400000000000002,0.7821914733079253,0.09976872152175816,0.001575030758388213,0.03755528612359882,0.0003681781165774364,0.05310515049595018,0.025436159675801977,0.3810820756740588
7,7,"Delaware: Summary level: 040, state:10",129470,80.5,21.9,40301,55847,22.6,6.1,4.8,3.3,2.4,2.1,1.8,874321,103427,125417,9688,94.3,13.0,15.7,12.1,5.1,8.0,19.8,5.8,13.5,20.0,22.1,37096,328765,125417,195,Delaware,10,"Delaware: Summary level: 040, state:10",636052,191626,2470,27482,1191,17852,23096,899769,28307,15336,4536,31820,19640,9618,4373.0,1975.0,462.0,5702.0,2421.0,1170.0,,,,,,,740.0,149.0,67.0,758.0,347.0,182.0,,,,,,,144.0,0.0,0.0,94.0,15.0,0.0,364,0,55,197,271,283,958,62,70,576,525,307,2010,899769,129470,40301,55847,0.11829408192185707,0.07724630632210944,0.485331960885229,0.121,0.051,0.08,0.198,0.057999999999999996,0.135,0.7069058836212405,0.2129724407042252,0.0027451490326961697,0.030543395026945804,0.0013236730760895297,0.01984064798853928,0.025668810550263457,0.3721248165598208
8,8,"District of Columbia: Summary level: 040, state:11",69427,76.7,35.0,41128,60903,30.0,9.3,3.8,2.4,1.9,1.6,1.8,570953,109423,66972,8768,89.6,9.7,13.1,9.0,6.4,9.8,24.1,8.7,16.4,16.9,23.2,28656,252388,67117,919,District of Columbia,11,"District of Columbia: Summary level: 040, state:11",242905,309221,1927,21552,233,16825,11790,604453,6687,3102,1036,6703,3195,2375,8973.0,4734.0,2025.0,13343.0,9149.0,4719.0,,,,,,,289.0,48.0,116.0,589.0,85.0,230.0,,,,,,,369.0,0.0,0.0,45.0,108.0,0.0,133,156,0,146,424,176,908,141,0,1096,286,338,2010,604453,69427,41128,60903,0.19164975050485766,0.13092038463835634,0.47257383966244726,0.09,0.064,0.098,0.24100000000000002,0.087,0.16399999999999998,0.4018592016252711,0.5115716192987709,0.003188006346233702,0.03565537767204398,0.0003854724850401934,0.02783508395193671,0.019505238620703347,0.15591916689472396
9,9,"Florida: Summary level: 040, state:12",3273199,80.3,23.0,35024,44409,20.4,4.9,5.1,4.1,3.2,2.5,2.4,18436788,3047343,3208555,318622,95.7,15.8,18.9,13.9,6.2,9.1,22.2,8.0,14.8,21.5,26.4,871694,7035068,3208555,45912,Florida,12,"Florida: Summary level: 040, state:12",14411461,2997377,67854,452580,11525,495530,406999,18843326,713637,442465,153629,806689,542447,261821,67478.0,29760.0,6987.0,84471.0,46738.0,17509.0,1747.0,653.0,0.0,1537.0,68.0,204.0,12876.0,4198.0,830.0,16930.0,6155.0,1216.0,417.0,26.0,0.0,161.0,0.0,74.0,9677.0,2027.0,1395.0,8776.0,4755.0,1405.0,5048,3712,1203,9240,3961,1277,105592,62001,15812,138285,86039,34131,2010,18843326,3273199,35024,44409,0.16528600318016348,0.0993038922505614,0.4890137966274911,0.139,0.062,0.091,0.222,0.08,0.14800000000000002,0.7648045254855751,0.1590683619229429,0.003600956646400959,0.02401805286391585,0.0006116223855597467,0.026297374465633083,0.021599106229972354,0.4001379078998863
