,Unnamed: 0,Unnamed: 0.1_x,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E,state,fips,Unnamed: 0.1_y,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65
0,0,"Alabama: Summary level: 040, state:01",746512,77.5,19.0,33375,42830,20.6,5.2,5.1,3.8,2.8,1.9,1.7,4727549,910175,725169,81193,93.9,13.7,17.0,16.7,8.0,11.4,28.2,10.3,18.5,24.7,20.3,291541,1841217,725169,3847,Alabama,1,"Alabama: Summary level: 040, state:01",3320273,1291826,22553,58456,1446,69859,84964,4849377,160819,79368,21029,182657,103280,46817,35499.0,15107.0,3753.0,46268.0,26181.0,10608.0,1062.0,280.0,43.0,692.0,213.0,284.0,897.0,662.0,41.0,1631.0,1681.0,222.0,,,,,,,392.0,216.0,0.0,402.0,55.0,126.0,1882,790,276,2043,886,315,1710,1377,39,2185,1297,735,2014,4849377,746512,33375,42830,0.1925257675806216,0.11196424557585886,0.4842702423929861,0.16699999999999998,0.08,0.114,0.282,0.10300000000000001,0.185,0.6846803207917224,0.26639009505757133,0.004650700492042586,0.01205433192758575,0.0002981826325319727,0.014405767998652197,0.017520601099893864,0.34991533960606125
1,1,"Alaska: Summary level: 040, state:02",69899,85.8,30.4,58311,71583,32.8,7.1,3.9,2.4,1.5,0.9,0.8,717723,80627,69018,2983,109.8,8.9,10.1,21.6,8.8,9.9,23.4,11.3,14.5,20.2,10.1,25706,249659,69018,1738,Alaska,2,"Alaska: Summary level: 040, state:02",483584,24790,103273,43915,8395,9967,62808,736732,19819,6393,1321,16484,6159,3379,259.0,416.0,0.0,542.0,851.0,229.0,2303.0,1232.0,278.0,3077.0,1162.0,351.0,948.0,169.0,161.0,1202.0,564.0,464.0,27.0,0.0,0.0,13.0,117.0,0.0,11.0,0.0,0.0,249.0,0.0,0.0,779,210,16,514,162,38,565,424,0,619,511,42,2014,736732,69899,58311,71583,0.11233721087383294,0.043220609116462375,0.5233555767397521,0.21600000000000003,0.08800000000000001,0.099,0.23399999999999999,0.113,0.145,0.6563906549464391,0.0336485994907239,0.14017716075859335,0.059607835685160954,0.01139491701188492,0.013528664426141392,0.08525216768105634,0.3938969083964005
2,2,"Arizona: Summary level: 040, state:04",1070757,85.7,27.3,40195,50068,19.2,5.2,5.2,4.1,2.9,2.0,1.8,6573369,1199061,1058006,99949,98.7,14.7,17.1,16.7,7.1,8.7,21.7,7.4,13.5,27.2,24.9,319186,2428743,1058006,13088,Arizona,4,"Arizona: Summary level: 040, state:04",5273335,280518,294757,212116,12721,433934,224103,6731484,265302,142338,41907,293823,157718,70231,6922.0,2929.0,682.0,7456.0,4104.0,1424.0,6051.0,2929.0,677.0,7652.0,4056.0,1453.0,5378.0,2672.0,644.0,8446.0,3768.0,925.0,255.0,151.0,0.0,97.0,0.0,0.0,6425.0,2058.0,271.0,7987.0,3149.0,736.0,3233,1161,463,3489,1614,181,36468,17384,2279,42182,21529,6762,2014,6731484,1070757,40195,50068,0.18241194127394947,0.09446921851104814,0.4967287367891294,0.16699999999999998,0.071,0.087,0.217,0.07400000000000001,0.135,0.7833837234107665,0.04167253461495266,0.043787818555314106,0.03151103085144375,0.0018897764593958776,0.06446334864645002,0.0332917674616771,0.4198403559351001
3,3,"Arkansas: Summary level: 040, state:05",465012,78.0,17.7,32897,41262,21.6,6.4,5.2,3.9,2.8,2.0,1.9,2882856,543882,448330,47413,96.5,14.2,17.1,19.2,8.4,10.6,28.1,9.4,17.4,25.6,21.7,162566,1131288,448330,1516,Arkansas,5,"Arkansas: Summary level: 040, state:05",2322472,468231,17091,36555,7148,50385,64487,2966369,111586,57169,15598,125140,68012,34342,11552.0,4569.0,1791.0,13671.0,8610.0,3205.0,433.0,65.0,130.0,564.0,154.0,66.0,199.0,303.0,0.0,1145.0,467.0,90.0,,,,,,,405.0,137.0,6.0,328.0,224.0,0.0,1531,525,258,1993,518,10,2195,1160,129,2361,905,8,2014,2966369,465012,32897,41262,0.18866082801222123,0.10575468962594517,0.4910941475826972,0.192,0.084,0.106,0.281,0.094,0.174,0.7829342876762804,0.15784651201519434,0.005761589336997521,0.012323146580887274,0.00240967998249712,0.01698541213180154,0.021739372276341883,0.3964478336042941
4,4,"California: Summary level: 040, state:06",4990092,78.9,29.5,45732,61933,24.6,5.7,4.3,3.0,2.2,1.6,1.7,38060228,6259098,4897815,519132,98.6,11.4,14.3,14.3,6.7,10.2,23.2,10.1,17.6,25.3,25.0,1215985,12758648,4897815,76189,California,6,"California: Summary level: 040, state:06",23814044,2259681,286631,5398090,150072,5114193,1779789,38802500,951045,472941,181905,1065033,593966,331423,67824.0,33222.0,8176.0,84496.0,45962.0,18673.0,8205.0,2203.0,861.0,7391.0,4838.0,1752.0,186646.0,99166.0,31256.0,231387.0,127944.0,57869.0,3498.0,1809.0,118.0,4216.0,1968.0,98.0,77178.0,32122.0,7209.0,93153.0,44470.0,18080.0,25757,9868,2379,30769,16196,7020,253934,118223,33538,310972,159234,69739,2014,38802500,4990092,45732,61933,0.16445245677456266,0.10599257015628398,0.49647532729103727,0.14300000000000002,0.067,0.102,0.23199999999999998,0.10099999999999999,0.17600000000000002,0.6137244765156884,0.0582354487468591,0.007386920945815347,0.1391170671992784,0.0038675858514270987,0.13180060563108048,0.04586789510985117,0.3218159104080646
5,5,"Colorado: Summary level: 040, state:08",679572,88.8,34.0,45093,61303,27.1,6.4,4.6,3.1,2.1,1.4,1.5,5237149,630786,664280,47013,101.1,11.5,13.9,16.3,5.9,7.8,19.3,6.3,12.3,23.7,19.0,180821,2039592,664280,6602,Colorado,8,"Colorado: Summary level: 040, state:08",4520381,215446,55784,157958,6679,215290,184328,5355866,180755,78329,25414,193926,95818,50199,4907.0,2403.0,851.0,5763.0,2743.0,838.0,819.0,356.0,22.0,858.0,460.0,101.0,3712.0,1637.0,297.0,5295.0,2671.0,991.0,185.0,48.0,0.0,68.0,0.0,0.0,3874.0,1337.0,166.0,4822.0,1547.0,275.0,2399,1134,339,2512,1170,531,19991,8721,2079,22476,11172,3864,2014,5355866,679572,45093,61303,0.12044453957678118,0.07077286686337086,0.5027349577324713,0.163,0.059000000000000004,0.078,0.193,0.063,0.12300000000000001,0.8440056192593317,0.04022617444125749,0.010415495832046583,0.02949252277782902,0.0012470438954223276,0.04019704749894788,0.03441609629516496,0.4186429105378091
6,6,"Connecticut: Summary level: 040, state:09",555528,84.3,30.4,46216,70048,31.2,7.3,5.0,3.5,2.6,2.0,2.4,3485629,374772,533525,41374,95.2,13.6,17.2,12.8,4.9,7.6,20.0,8.5,14.3,27.5,30.4,173126,1355817,533525,4300,Connecticut,9,"Connecticut: Summary level: 040, state:09",2763949,371857,7085,151402,1019,197532,103833,3596677,125541,63095,25729,140986,84389,54736,8941.0,3839.0,1398.0,12845.0,5899.0,3386.0,263.0,112.0,0.0,492.0,64.0,0.0,3197.0,1417.0,115.0,4163.0,1921.0,224.0,,,,,,,2577.0,761.0,159.0,2685.0,1865.0,550.0,1625,582,0,1338,545,31,8747,3550,410,10104,5201,1230,2014,3596677,555528,46216,70048,0.10751918807193767,0.07754838105055996,0.4877049180327869,0.128,0.049,0.076,0.2,0.085,0.14300000000000002,0.7684729543409097,0.10338904494342972,0.001969873858564447,0.042094967104357714,0.0002833170729537292,0.05492069485249857,0.02886914782728613,0.38587613945651705
7,7,"Delaware: Summary level: 040, state:10",153759,86.2,25.7,45510,59716,24.5,6.5,5.6,4.2,2.9,1.9,1.8,909611,113508,149726,11183,94.3,15.1,17.7,12.5,4.9,7.6,19.5,6.9,11.8,26.9,19.7,45168,349743,149726,467,Delaware,10,"Delaware: Summary level: 040, state:10",647533,203326,3284,36172,216,20966,24117,935614,34851,17120,5103,38907,21122,9600,5932.0,2428.0,465.0,7542.0,3360.0,1584.0,,,,,,,821.0,348.0,105.0,1751.0,217.0,161.0,,,,,,,201.0,114.0,0.0,241.0,104.0,0.0,523,54,41,261,26,0,1380,311,31,956,226,329,2014,935614,153759,45510,59716,0.1247874091232406,0.07468976664039646,0.485331960885229,0.125,0.049,0.076,0.195,0.069,0.11800000000000001,0.6920941755895059,0.21731825304024951,0.0035099945062814367,0.0386612427774702,0.0002308644376847717,0.022408813891198722,0.025776655757609443,0.3711912798600407
8,8,"District of Columbia: Summary level: 040, state:11",74465,83.5,39.2,47906,71648,32.1,9.6,3.4,3.0,2.1,1.3,1.5,624327,110666,71980,10470,90.3,9.6,12.8,8.9,8.6,11.2,26.2,11.7,19.3,21.8,24.4,39035,277378,71980,849,District of Columbia,11,"District of Columbia: Summary level: 040, state:11",265077,321346,1859,24910,172,28798,16731,658893,7599,3188,1317,8691,3685,1898,9914.0,5016.0,1953.0,14265.0,9380.0,4662.0,,,,,,,430.0,85.0,36.0,534.0,267.0,255.0,,,,,,,0.0,432.0,0.0,0.0,192.0,0.0,123,0,0,283,130,23,602,837,0,1318,634,207,2014,658893,74465,47906,71648,0.17725646976664472,0.14545707140872466,0.47451392538097736,0.08900000000000001,0.086,0.11199999999999999,0.262,0.11699999999999999,0.193,0.40230659606339725,0.4877058945837943,0.0028213989221315145,0.037805834938298026,0.0002610439024242176,0.04370664129077104,0.025392590299183632,0.1625461626267374
9,9,"Florida: Summary level: 040, state:12",3790954,83.3,25.6,38425,47463,21.4,5.1,5.8,4.7,3.5,2.5,2.6,19470210,3211615,3723499,389806,95.6,17.5,20.5,13.9,6.0,8.8,21.5,7.8,13.8,25.7,28.0,1085932,7328046,3723499,54282,Florida,12,"Florida: Summary level: 040, state:12",15113860,3221160,53014,524583,15149,489726,475805,19893297,849730,485533,178299,958129,572704,297366,83820.0,36567.0,11753.0,107617.0,55035.0,24728.0,2471.0,927.0,395.0,1983.0,1072.0,173.0,18482.0,7157.0,1712.0,24001.0,10140.0,3037.0,761.0,0.0,0.0,378.0,0.0,51.0,8500.0,2931.0,1295.0,11720.0,3701.0,3110.0,8502,3152,731,7796,3889,1606,128922,69411,23275,163800,100010,46240,2014,19893297,3790954,38425,47463,0.16495019827726562,0.10468809042247627,0.4887525562372188,0.139,0.06,0.08800000000000001,0.215,0.078,0.138,0.759746360796805,0.16192187750476958,0.0026649177358584655,0.02636983703606295,0.0007615127849345436,0.024617638795620456,0.023917855345948938,0.39925622943459615
