,Unnamed: 0,Unnamed: 0.1_x,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E,state,fips,Unnamed: 0.1_y,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65
0,0,"Alabama: Summary level: 040, state:01",721538,77.4,19.6,33469,42849,20.0,5.7,5.0,3.7,2.7,1.8,1.7,4716105,883371,702071,74389,94.0,13.2,16.6,16.4,7.9,10.7,27.4,10.1,17.7,22.1,20.1,283047,1822439,702071,3829,Alabama,1,"Alabama: Summary level: 040, state:01",3330478,1284102,22459,58624,1521,54784,81754,4833722,155370,76636,21952,176843,104457,43778,34418.0,11807.0,4252.0,44097.0,22606.0,11787.0,779.0,159.0,232.0,1134.0,169.0,137.0,824.0,701.0,0.0,3014.0,671.0,361.0,,,,,,,94.0,0.0,0.0,559.0,98.0,6.0,1173,426,182,1406,1078,332,1690,810,126,2329,992,290,2013,4833722,721538,33469,42849,0.18730944285591605,0.10595652006705875,0.4845360824742268,0.16399999999999998,0.079,0.107,0.27399999999999997,0.10099999999999999,0.177,0.6890090079652905,0.2656549135428144,0.004646316027276703,0.012128128179485704,0.00031466435181832966,0.011333709303100178,0.01691326063021415,0.3519676025379121
1,1,"Alaska: Summary level: 040, state:02",65584,83.3,29.4,53822,72237,31.9,9.7,3.7,2.2,1.4,0.9,0.8,718359,67016,64587,3351,110.8,8.5,9.4,22.3,8.8,10.7,23.6,9.0,13.0,18.0,11.0,24098,246015,64587,699,Alaska,2,"Alaska: Summary level: 040, state:02",487762,25077,105310,41775,8794,9508,56906,735132,18058,5826,2010,15619,6302,2704,345.0,301.0,2.0,315.0,184.0,13.0,2202.0,1240.0,166.0,2948.0,1707.0,243.0,1134.0,212.0,262.0,996.0,783.0,98.0,55.0,17.0,0.0,66.0,0.0,0.0,126.0,0.0,0.0,242.0,21.0,0.0,534,154,19,516,109,55,560,369,84,728,353,12,2013,735132,65584,53822,72237,0.09329040215268411,0.05188350596869339,0.52561669829222,0.223,0.08800000000000001,0.107,0.23600000000000002,0.09,0.13,0.6635026090552445,0.03411224106691043,0.14325318446211022,0.05682652911313887,0.011962477487036341,0.012933731629149596,0.07740922718641007,0.39482190778238596
2,2,"Arizona: Summary level: 040, state:04",1018724,85.8,26.7,39097,48510,19.6,4.7,5.0,3.9,2.8,1.9,1.8,6477191,1206460,1006821,89550,99.1,14.2,16.5,15.0,6.6,8.0,21.4,6.8,13.5,25.4,24.5,323485,2400809,1006821,9005,Arizona,4,"Arizona: Summary level: 040, state:04",5233466,277973,288294,191718,12609,410756,211808,6626624,250636,134235,42246,278740,151466,66678,6834.0,1762.0,676.0,6755.0,2388.0,1406.0,6244.0,2634.0,760.0,6919.0,3579.0,1468.0,4520.0,2143.0,694.0,7002.0,3558.0,1055.0,154.0,0.0,32.0,335.0,112.0,0.0,7341.0,2090.0,905.0,7756.0,3426.0,1128.0,2447,2021,101,3723,1892,863,32820,13897,5553,39003,19325,6265,2013,6626624,1018724,39097,48510,0.18626284140764107,0.08894331763044275,0.4977398292315419,0.15,0.066,0.08,0.214,0.068,0.135,0.7897635357008335,0.04194790590200983,0.04350541090002994,0.028931474005466435,0.0019027788508899856,0.06198571097439662,0.031963183666373705,0.4192666512225097
3,3,"Arkansas: Summary level: 040, state:05",453542,77.1,16.8,31959,40511,21.6,6.0,5.0,3.8,2.7,2.0,1.8,2873340,565469,437989,46074,97.6,13.7,16.9,17.9,7.9,10.9,28.9,9.7,16.8,23.6,21.4,172725,1125899,437989,1667,Arkansas,5,"Arkansas: Summary level: 040, state:05",2305726,463928,17704,39210,628,66953,65224,2959373,108573,54830,15969,121121,71476,29974,10784.0,4567.0,1580.0,13483.0,7046.0,4082.0,438.0,102.0,224.0,437.0,247.0,53.0,562.0,187.0,136.0,694.0,90.0,70.0,,,,,,,516.0,104.0,0.0,393.0,281.0,126.0,1203,527,78,2643,512,385,2228,436,234,1521,1109,199,2013,2959373,453542,31959,40511,0.1967984993074262,0.10519442269098082,0.4939271255060729,0.179,0.079,0.109,0.289,0.09699999999999999,0.168,0.7791265244360883,0.15676563920803493,0.005982348287965052,0.013249428172792007,0.0002122071127904458,0.022624049080666748,0.022039803701662482,0.39549148700671605
4,4,"California: Summary level: 040, state:06",4794108,78.6,28.8,43595,60190,24.6,5.6,4.1,2.9,2.1,1.6,1.8,37593091,6328824,4697080,488193,99.0,11.1,13.9,15.0,7.1,10.5,24.1,10.4,18.0,24.6,25.4,1192254,12650592,4697080,83424,California,6,"California: Summary level: 040, state:06",23741019,2269021,278377,5210236,142782,4961376,1729710,38332521,914625,456690,185925,1016782,585608,332180,65671.0,29604.0,10177.0,79929.0,43381.0,18705.0,6908.0,4068.0,1110.0,8431.0,3973.0,1442.0,172088.0,87779.0,30259.0,215111.0,119820.0,55552.0,3827.0,1441.0,297.0,4728.0,1847.0,624.0,69641.0,25737.0,11198.0,87506.0,41925.0,15506.0,21038,11637,3440,26621,14087,7190,235950,107041,37315,289241,154452,62434,2013,38332521,4794108,43595,60190,0.1683507216791511,0.10393542371004964,0.49748743718592964,0.15,0.071,0.105,0.24100000000000002,0.10400000000000001,0.18,0.6193440551431512,0.0591931065530493,0.00726216259034985,0.13592208036617262,0.003724826760024471,0.12942994278930936,0.04512382579794321,0.32482372111767194
5,5,"Colorado: Summary level: 040, state:08",644943,88.7,34.1,43281,58823,27.2,6.1,4.4,2.8,2.1,1.4,1.4,5151461,667446,629141,46344,100.9,11.0,13.5,16.9,6.3,7.6,20.3,6.9,13.1,23.1,18.5,172179,2002800,629141,4112,Colorado,8,"Colorado: Summary level: 040, state:08",4415852,209555,43613,150852,8315,251148,189032,5268367,170051,77086,22369,181635,95343,46918,4714.0,1741.0,837.0,5588.0,2870.0,1049.0,829.0,175.0,56.0,1365.0,553.0,103.0,3098.0,1525.0,468.0,4301.0,3363.0,729.0,68.0,0.0,0.0,0.0,56.0,0.0,2833.0,1185.0,96.0,3782.0,1720.0,1214.0,2136,605,461,2312,1276,433,17900,7954,2011,19980,10963,4352,2013,5268367,644943,43281,58823,0.1295644090094053,0.0736623427816658,0.5022399203583873,0.16899999999999998,0.063,0.076,0.203,0.069,0.131,0.8381823058264544,0.039776082417948486,0.00827827674116097,0.028633540525935267,0.0015782879210958537,0.047670938641897954,0.03588056792550709,0.4178756882391157
6,6,"Connecticut: Summary level: 040, state:09",544506,82.6,28.3,44240,67098,31.8,6.3,4.7,3.4,2.4,2.0,2.6,3485353,373900,521536,38604,95.0,13.3,16.9,13.4,5.5,7.3,19.6,7.6,14.0,26.3,30.5,165367,1339860,521555,4646,Connecticut,9,"Connecticut: Summary level: 040, state:09",2778681,370998,8018,147570,545,185341,104927,3596080,120915,60641,27997,136748,82685,58228,8439.0,4139.0,742.0,12389.0,5898.0,2472.0,,,,,,,2852.0,1287.0,288.0,4078.0,1047.0,739.0,,,,,,,2289.0,949.0,329.0,2869.0,1028.0,603.0,1621,392,215,924,1075,312,7513,3034,1059,9499,4300,1939,2013,3596080,544506,44240,67098,0.10727751249299569,0.07401981838262363,0.48717948717948717,0.134,0.055,0.073,0.196,0.076,0.14,0.7726972147449445,0.10316733776779159,0.0022296500634023716,0.0410363506929768,0.00015155391426219662,0.05153973215278859,0.02917816066383395,0.3848497537217221
7,7,"Delaware: Summary level: 040, state:10",146945,83.9,23.3,43452,57846,23.9,6.0,5.2,4.1,2.7,1.9,1.9,900322,111327,143025,10333,93.7,14.6,17.1,12.6,5.5,8.4,20.9,6.8,13.3,25.6,22.9,46663,339071,143025,1470,Delaware,10,"Delaware: Summary level: 040, state:10",637606,200249,3955,33639,841,23029,26430,925749,33014,16235,5354,37442,20401,9740,5322.0,1774.0,1028.0,6836.0,3368.0,1258.0,,,,,,,766.0,679.0,0.0,1202.0,199.0,51.0,,,,,,,214.0,54.0,0.0,158.0,26.0,0.0,311,131,0,441,149,204,826,356,157,1019,290,29,2013,925749,146945,43452,57846,0.12365242657626938,0.07224611081978675,0.4837377387712959,0.126,0.055,0.084,0.209,0.068,0.133,0.6887460856020369,0.21631025256305975,0.004272216335097311,0.0363370632860527,0.0009084535873114635,0.02487607332009,0.02854985530635194,0.37158800911905815
8,8,"District of Columbia: Summary level: 040, state:11",73961,80.5,39.2,47632,67572,29.5,9.3,3.6,2.7,2.1,1.4,1.6,611788,115551,71393,12479,90.0,9.9,12.9,7.8,6.0,10.2,23.4,8.0,15.0,17.4,24.8,42612,271651,71393,264,District of Columbia,11,"District of Columbia: Summary level: 040, state:11",264080,315504,1272,22963,104,21681,20845,646449,7331,3477,1102,8039,3480,2259,9720.0,4732.0,1970.0,13886.0,9466.0,4430.0,,,,,,,351.0,280.0,103.0,519.0,318.0,91.0,,,,,,,371.0,173.0,0.0,162.0,139.0,133.0,60,208,212,319,156,93,823,520,0,1238,468,337,2013,646449,73961,47632,67572,0.18887425055738263,0.17479304693737482,0.47368421052631576,0.078,0.06,0.102,0.23399999999999999,0.08,0.15,0.40850863718560937,0.488057062506091,0.0019676726238264737,0.03552175036236424,0.00016087889377197582,0.033538608614136614,0.032245389814200345,0.16103081353686402
9,9,"Florida: Summary level: 040, state:12",3644283,82.7,25.3,37031,46036,20.9,5.2,5.7,4.4,3.4,2.5,2.5,19129950,3253333,3578397,381892,95.8,17.1,20.1,13.7,6.4,8.9,21.7,7.4,13.6,25.1,27.8,1089738,7211584,3578397,59141,Florida,12,"Florida: Summary level: 040, state:12",14897782,3141552,50379,509588,8241,486005,459313,19552860,815413,475950,168698,918580,565591,285516,79860.0,32764.0,9619.0,98192.0,54291.0,21502.0,1869.0,624.0,176.0,2054.0,489.0,300.0,15329.0,6419.0,1325.0,20195.0,8456.0,3299.0,179.0,85.0,72.0,265.0,17.0,30.0,8318.0,3405.0,1142.0,10033.0,5737.0,1573.0,6222,4249,1061,8412,5190,1782,122361,65944,22138,154285,95389,42609,2013,19552860,3644283,37031,46036,0.17006489823548937,0.10672152922104507,0.4892747701736465,0.13699999999999998,0.064,0.08900000000000001,0.217,0.07400000000000001,0.136,0.7619234219444112,0.16066969231099695,0.002576554018184552,0.026062069692106424,0.0004214728689306833,0.02485595457646605,0.02349083458890413,0.400644241953767
