,Unnamed: 0,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,state,fips
10,"Georgia: Summary level: 040, state:13",5961961,3021927,24980,322841,5659,287608,190234,9815210,223741,106234,25957,251463,141467,65099,61845.0,22377.0,4778.0,81897.0,40579.0,17476.0,392.0,354.0,0.0,621.0,13.0,76.0,8019.0,1196.0,187.0,8650.0,2616.0,792.0,,,,,,,946.0,446.0,39.0,2165.0,350.0,0.0,708,789,501,2072,1415,449,5890,1935,211,8620,2093,590,Georgia,13
11,"Hawaii: Summary level: 040, state:15",343352,26281,3942,523824,128087,17772,331552,1374810,16236,6278,3251,14817,8459,3137,702.0,58.0,0.0,145.0,330.0,20.0,,,,,,,24472.0,15572.0,8575.0,29202.0,24791.0,14945.0,3273.0,1220.0,410.0,3415.0,1856.0,715.0,698.0,125.0,54.0,630.0,123.0,70.0,6005,2600,583,6662,2707,1032,1910,601,510,2260,1339,489,Hawaii,15
12,"Idaho: Summary level: 040, state:16",1465484,8392,20511,20913,1287,28938,39460,1584985,54227,27116,8984,56444,34765,13784,,,,,,,438.0,236.0,19.0,887.0,177.0,79.0,626.0,202.0,0.0,1285.0,157.0,143.0,,,,,,,567.0,265.0,82.0,745.0,235.0,71.0,1056,35,258,566,70,491,1847,491,380,2260,927,384,Idaho,16
13,"Illinois: Summary level: 040, state:17",9328438,1867304,25818,599115,1378,783647,263559,12869259,328852,184620,68092,375634,260168,143531,45159.0,20388.0,5947.0,63159.0,35658.0,14956.0,1079.0,93.0,143.0,866.0,321.0,382.0,16681.0,6648.0,1979.0,19410.0,8785.0,2653.0,,,,,,,8222.0,2454.0,685.0,9994.0,4382.0,457.0,2557,1406,35,3659,2485,1018,26591,11175,2360,30252,15818,3386,Illinois,17
14,"Indiana: Summary level: 040, state:18",5512023,589109,12817,102695,786,157123,142369,6516922,199388,106390,34166,226191,146677,78589,11370.0,5745.0,1798.0,15992.0,10221.0,3967.0,433.0,244.0,13.0,386.0,161.0,88.0,1726.0,591.0,288.0,2401.0,1373.0,283.0,,,,,,,865.0,438.0,128.0,728.0,650.0,401.0,1205,368,95,1580,1228,260,3558,1482,353,3339,2821,699,Indiana,18
15,"Iowa: Summary level: 040, state:19",2800812,88258,12009,56040,1010,43292,60888,3062309,104676,62653,24484,117483,87021,51415,1140.0,581.0,109.0,1589.0,1113.0,320.0,111.0,57.0,0.0,251.0,146.0,16.0,507.0,376.0,160.0,1007.0,509.0,121.0,,,,,,,469.0,0.0,40.0,428.0,323.0,11.0,254,37,26,419,315,6,1211,457,254,2163,851,501,Iowa,19
16,"Kansas: Summary level: 040, state:20",2442531,167669,23830,67235,1642,71792,96539,2871238,84740,51378,18526,94394,68840,39007,3043.0,1358.0,522.0,3989.0,2717.0,849.0,411.0,106.0,77.0,857.0,610.0,21.0,1658.0,581.0,33.0,1334.0,753.0,116.0,,,,,,,730.0,257.0,46.0,687.0,152.0,164.0,1017,318,155,1724,451,295,2622,1418,390,3140,1961,949,Kansas,20
17,"Kentucky: Summary level: 040, state:21",3837605,348778,9662,50424,729,41911,80247,4369356,146682,73370,20258,166597,100155,48344,7159.0,3497.0,454.0,10183.0,5725.0,3472.0,161.0,159.0,0.0,193.0,94.0,39.0,1178.0,396.0,46.0,1687.0,597.0,71.0,,,,,,,388.0,141.0,0.0,239.0,71.0,106.0,969,234,0,470,506,320,1399,736,0,1763,1165,168,Kentucky,21
18,"Louisiana: Summary level: 040, state:22",2874839,1469876,28830,72484,3126,48020,77661,4574836,110289,58068,17257,124978,82316,35137,33077.0,13810.0,5017.0,44653.0,23078.0,10111.0,409.0,65.0,0.0,685.0,151.0,22.0,1676.0,762.0,0.0,1708.0,1167.0,238.0,,,,,,,552.0,106.0,0.0,571.0,413.0,296.0,1284,444,129,1215,1162,450,3014,1456,423,3617,3762,775,Louisiana,22
19,"Maine: Summary level: 040, state:23",1264494,13598,8148,13498,134,3249,25067,1328188,54728,29066,10153,59806,39660,19478,236.0,123.0,0.0,62.0,131.0,0.0,255.0,117.0,0.0,283.0,168.0,0.0,392.0,51.0,0.0,955.0,69.0,19.0,,,,,,,,,,,,,365,488,40,271,309,17,163,120,0,405,264,71,Maine,23
20,"Maryland: Summary level: 040, state:24",3414300,1725923,14530,329770,1924,189897,151945,5828289,131573,68264,29166,146783,98307,54436,40270.0,18965.0,3938.0,56927.0,28078.0,12500.0,687.0,204.0,7.0,376.0,462.0,100.0,9723.0,2803.0,1400.0,10762.0,4581.0,1581.0,,,,,,,825.0,382.0,152.0,1530.0,561.0,147.0,1565,704,0,1644,1666,660,4487,2370,584,5820,4315,1623,Maryland,24
21,"Massachusetts: Summary level: 040, state:25",5305948,451127,13160,365968,858,282417,168058,6587536,195427,111706,44825,228423,162384,95100,10389.0,3351.0,980.0,12186.0,6027.0,3437.0,328.0,121.0,0.0,563.0,259.0,0.0,6814.0,3675.0,907.0,8491.0,3884.0,1629.0,,,,,,,3152.0,1159.0,426.0,4597.0,2390.0,947.0,1992,993,384,2383,2007,488,8429,2603,849,10942,4856,1589,Massachusetts,25
22,"Michigan: Summary level: 040, state:26",7830903,1388139,54719,242232,2118,105245,252831,9876187,306681,166137,57885,337606,227510,118159,33193.0,15084.0,5802.0,44461.0,26289.0,12522.0,760.0,603.0,107.0,1535.0,838.0,173.0,5340.0,1436.0,838.0,6035.0,2840.0,873.0,,,,,,,1228.0,245.0,215.0,843.0,1099.0,115.0,3451,1182,490,3693,2082,475,6070,1817,718,5527,4134,1317,Michigan,26
23,"Minnesota: Summary level: 040, state:27",4577875,279142,60842,216270,763,74998,134971,5344861,166060,94568,34012,181698,125795,68885,3362.0,1025.0,412.0,3778.0,1552.0,635.0,1102.0,405.0,70.0,1036.0,604.0,132.0,2828.0,1037.0,405.0,3502.0,1936.0,998.0,,,,,,,109.0,60.0,0.0,210.0,101.0,51.0,1296,506,283,1999,409,222,1462,605,264,2004,729,416,Minnesota,27
24,"Mississippi: Summary level: 040, state:28",1770546,1115359,11815,27077,108,19265,34342,2978512,76171,37675,11234,85108,56937,21499,24369.0,9998.0,2619.0,30980.0,18541.0,7616.0,74.0,49.0,0.0,234.0,139.0,0.0,294.0,172.0,91.0,598.0,526.0,98.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,451,136,86,885,443,0,1293,121,265,812,143,382,Mississippi,28
25,"Missouri: Summary level: 040, state:29",4991510,688379,22326,96187,5692,61460,145134,6010688,194542,104356,38352,219438,141957,75057,15161.0,7904.0,2060.0,21007.0,12222.0,5608.0,1129.0,232.0,21.0,361.0,390.0,11.0,2453.0,681.0,59.0,1747.0,1575.0,107.0,28.0,0.0,0.0,0.0,0.0,0.0,453.0,81.0,22.0,530.0,63.0,24.0,1641,604,441,2271,1336,680,2367,983,495,2835,1139,307,Missouri,29
26,"Montana: Summary level: 040, state:30",891294,4305,66644,5714,968,5149,24125,998199,39985,20800,6977,39513,24582,12832,,,,,,,1383.0,562.0,13.0,1642.0,402.0,183.0,,,,,,,,,,,,,,,,,,,223,325,44,482,88,8,251,260,122,387,266,74,Montana,30
27,"Nebraska: Summary level: 040, state:31",1624885,83693,17985,34517,693,40493,40375,1842641,56860,33851,13167,62518,47877,25170,1599.0,655.0,277.0,1820.0,1071.0,300.0,101.0,93.0,50.0,512.0,65.0,16.0,547.0,40.0,0.0,677.0,336.0,35.0,,,,,,,206.0,23.0,15.0,300.0,64.0,43.0,328,264,66,190,297,334,1528,331,200,1229,1153,142,Nebraska,31
28,"Nevada: Summary level: 040, state:32",1948463,222551,32805,194695,16360,202603,105845,2723322,83376,39882,11664,83590,43100,19265,6025.0,2448.0,710.0,6896.0,3464.0,947.0,972.0,273.0,169.0,949.0,580.0,121.0,6599.0,2015.0,1013.0,9065.0,3869.0,1275.0,939.0,47.0,0.0,523.0,66.0,0.0,1928.0,739.0,36.0,2179.0,895.0,0.0,1379,394,9,1559,399,281,8750,4456,697,10192,5528,934,Nevada,32
29,"New Hampshire: Summary level: 040, state:33",1240868,14655,2154,29002,117,8756,22642,1318194,47745,24334,8438,51239,33164,15695,181.0,0.0,98.0,327.0,75.0,33.0,,,,,,,236.0,384.0,18.0,503.0,105.0,71.0,,,,,,,,,,,,,784,107,53,672,80,99,476,254,0,546,104,61,New Hampshire,33
30,"New Jersey: Summary level: 040, state:34",6104543,1182905,21103,747620,3365,544803,216816,8821155,228566,135244,52662,268218,194973,111722,29499.0,13090.0,3102.0,41097.0,22252.0,9813.0,510.0,323.0,0.0,409.0,401.0,119.0,19175.0,6542.0,2199.0,20610.0,8518.0,3772.0,,,,,,,6432.0,2322.0,1416.0,8502.0,3506.0,1699.0,2339,1425,270,3463,1809,561,26798,10950,4366,34166,17327,6657,New Jersey,34
31,"New Mexico: Summary level: 040, state:35",1492790,44365,190825,25637,1171,263221,64215,2082224,63435,33656,10481,71907,39337,18419,996.0,720.0,75.0,1606.0,497.0,228.0,4507.0,1544.0,524.0,5375.0,2700.0,802.0,566.0,247.0,318.0,882.0,644.0,190.0,,,,,,,5754.0,2397.0,727.0,5580.0,3754.0,1370.0,927,731,23,922,922,205,23803,12504,3184,28411,15877,5474,New Mexico,35
32,"New York: Summary level: 040, state:36",12710382,3036099,67731,1447760,5562,1670880,526783,19465197,479239,286330,109644,560428,401182,227763,74487.0,33976.0,10478.0,114116.0,62941.0,28540.0,1809.0,505.0,50.0,2032.0,1604.0,312.0,38002.0,18711.0,3931.0,45254.0,22011.0,8632.0,,,,,,,25514.0,9085.0,1782.0,35570.0,21700.0,7431.0,8414,4197,1111,10793,5014,2245,66324,30356,6915,90809,52591,17582,New York,36
33,"North Carolina: Summary level: 040, state:37",6768523,2091558,111633,211328,4132,264372,204855,9656401,273077,140088,38968,310606,191668,86895,51998.0,19291.0,6951.0,68548.0,41140.0,14653.0,3242.0,823.0,74.0,3684.0,1751.0,288.0,3548.0,1045.0,217.0,4713.0,1711.0,608.0,,,,,,,851.0,142.0,267.0,1121.0,443.0,0.0,1794,1016,124,2747,1634,214,3929,1938,537,5150,3476,775,North Carolina,37
34,"North Dakota: Summary level: 040, state:38",614327,6857,38515,7070,147,4362,12654,683932,22230,13645,5902,23699,18665,11406,92.0,0.0,0.0,125.0,0.0,0.0,671.0,131.0,3.0,679.0,240.0,59.0,0.0,0.0,0.0,108.0,10.0,0.0,,,,,,,,,,,,,133,30,0,231,117,0,134,153,0,14,127,0,North Dakota,38
35,"Ohio: Summary level: 040, state:39",9566847,1396483,19589,194814,1981,99138,266099,11544951,359568,201864,71115,412701,288783,143626,32343.0,16810.0,5984.0,45340.0,27956.0,11875.0,834.0,280.0,218.0,321.0,110.0,20.0,4433.0,1160.0,483.0,5510.0,2591.0,581.0,,,,,,,810.0,480.0,29.0,1850.0,237.0,55.0,3280,743,252,3121,1706,617,4514,2380,628,5414,2683,1415,Ohio,39
36,"Oklahoma: Summary level: 040, state:40",2792094,275392,260733,65513,5393,90736,301647,3791508,114910,61944,20053,128816,84222,37173,6124.0,2587.0,560.0,7342.0,4621.0,1317.0,6354.0,1899.0,341.0,6355.0,3017.0,1203.0,1539.0,477.0,0.0,1938.0,895.0,195.0,165.0,0.0,0.0,9.0,0.0,0.0,1010.0,229.0,119.0,1044.0,597.0,27.0,5393,2214,777,7727,3420,777,3508,1386,284,3485,1878,494,Oklahoma,40
37,"Oregon: Summary level: 040, state:41",3279357,70067,52026,152909,15100,167719,134681,3871859,136625,70266,25836,147723,89996,49583,1430.0,591.0,205.0,1527.0,712.0,163.0,1174.0,562.0,72.0,1208.0,394.0,53.0,3616.0,1271.0,607.0,4775.0,2194.0,1052.0,61.0,0.0,0.0,146.0,0.0,0.0,1650.0,270.0,109.0,1551.0,137.0,164.0,2021,1044,60,2481,1069,723,4814,1405,286,4516,2510,618,Oregon,41
38,"Pennsylvania: Summary level: 040, state:42",10485910,1372685,17315,358168,2009,259538,247261,12742886,416118,252033,94999,476436,356469,202113,32029.0,15337.0,5026.0,44539.0,28196.0,12543.0,558.0,128.0,49.0,505.0,450.0,134.0,8678.0,2797.0,849.0,9019.0,4365.0,937.0,,,,,,,2464.0,892.0,124.0,3428.0,1581.0,881.0,2949,533,288,2851,934,714,8848,3896,1001,8941,5860,2580,Pennsylvania,42
39,"Rhode Island: Summary level: 040, state:44",859000,63397,4370,33235,188,62356,28756,1051302,32493,19209,7864,37887,28557,17695,638.0,621.0,196.0,1189.0,602.0,211.0,,,,,,,363.0,615.0,0.0,811.0,341.0,191.0,,,,,,,827.0,77.0,33.0,679.0,450.0,158.0,213,326,48,347,316,308,1605,458,101,1965,1175,190,Rhode Island,44
40,"South Carolina: Summary level: 040, state:45",3135216,1305093,13244,63356,2042,75888,84391,4679230,143128,68152,18549,157283,91130,37592,33295.0,14616.0,2763.0,44876.0,23655.0,10386.0,404.0,59.0,40.0,393.0,209.0,0.0,1453.0,206.0,0.0,1799.0,805.0,80.0,,,,,,,95.0,96.0,0.0,515.0,163.0,0.0,199,826,204,1126,479,151,1591,675,0,2565,1110,117,South Carolina,45
41,"South Dakota: Summary level: 040, state:46",707944,9517,71532,7855,63,7031,20140,824082,27232,15691,6939,28994,21353,13107,76.0,94.0,0.0,0.0,0.0,0.0,1228.0,627.0,71.0,1716.0,1185.0,196.0,276.0,0.0,0.0,86.0,77.0,0.0,,,,,,,0.0,49.0,0.0,11.0,78.0,0.0,230,71,0,376,262,0,151,72,14,65,231,9,South Dakota,46
42,"Tennessee: Summary level: 040, state:47",4990068,1071463,18732,92286,2299,107031,121474,6403353,208482,99670,30410,232616,138935,66116,20158.0,10376.0,1964.0,30262.0,16341.0,8432.0,443.0,104.0,0.0,170.0,135.0,0.0,2170.0,825.0,75.0,2360.0,1771.0,10.0,,,,,,,614.0,11.0,0.0,406.0,125.0,0.0,2488,134,68,1748,639,705,2026,451,259,2157,963,1185,Tennessee,47
43,"Texas: Summary level: 040, state:48",19149157,3011795,128773,999118,18726,1770210,596902,25674681,606049,307811,95465,674756,411731,186281,59770.0,26576.0,6516.0,78195.0,41300.0,20170.0,2966.0,1239.0,171.0,3528.0,1213.0,423.0,23201.0,8735.0,1707.0,27726.0,11782.0,2601.0,168.0,21.0,0.0,55.0,0.0,0.0,20746.0,10043.0,2372.0,25457.0,15117.0,4410.0,8714,3891,682,10089,4602,1546,153992,71567,16835,183387,100808,36316,Texas,48
44,"Utah: Summary level: 040, state:49",2486869,32524,31795,56679,27209,112788,69358,2817222,64764,35138,12669,71354,43258,19417,157.0,219.0,0.0,105.0,41.0,0.0,405.0,262.0,0.0,650.0,95.0,73.0,986.0,470.0,125.0,1071.0,876.0,284.0,431.0,434.0,101.0,457.0,317.0,51.0,859.0,306.0,66.0,824.0,108.0,55.0,555,31,0,682,401,227,3126,1566,541,3713,1414,602,Utah,49
45,"Vermont: Summary level: 040, state:50",596253,5194,2140,7733,245,1227,13639,626431,24627,13232,3359,26293,16827,8050,0.0,11.0,3.0,17.0,20.0,23.0,,,,,,,124.0,0.0,32.0,296.0,0.0,59.0,,,,,,,,,,,,,193,75,75,57,80,24,123,110,0,161,0,0,Vermont,50
46,"Virginia: Summary level: 040, state:51",5615742,1581452,24374,455242,5084,173964,240746,8096604,214518,107880,32844,237733,141483,73794,37995.0,18631.0,4156.0,49250.0,27656.0,14772.0,609.0,128.0,0.0,1114.0,390.0,471.0,10472.0,3510.0,1076.0,12469.0,5508.0,1523.0,,,,,,,1896.0,0.0,320.0,947.0,647.0,0.0,2058,1017,480,2949,1075,832,5863,2059,792,6593,4476,812,Virginia,51
47,"Washington: Summary level: 040, state:53",5357161,239665,91703,501712,40300,278678,320819,6830038,207234,101033,40463,221302,131802,71868,5255.0,1846.0,363.0,4608.0,2739.0,1251.0,2056.0,655.0,26.0,2519.0,1077.0,261.0,12290.0,5052.0,1413.0,16476.0,9175.0,3487.0,197.0,67.0,0.0,1079.0,68.0,0.0,2341.0,377.0,32.0,1917.0,753.0,340.0,3383,1645,85,3120,1082,506,7750,1615,567,7687,3344,1623,Washington,53
48,"West Virginia: Summary level: 040, state:54",1741915,56178,2834,11492,126,4452,38367,1855364,76837,39551,11319,83908,54689,24376,1407.0,1099.0,208.0,2205.0,1372.0,779.0,,,,,,,217.0,108.0,0.0,412.0,36.0,56.0,,,,,,,,,,,,,618,248,150,861,360,303,179,8,70,605,364,49,West Virginia,54
49,"Wisconsin: Summary level: 040, state:55",4980495,356550,48065,130617,1485,77758,116797,5711767,186221,108116,36626,202166,145164,78042,5537.0,2089.0,756.0,7637.0,4537.0,738.0,1148.0,249.0,42.0,1315.0,730.0,282.0,1629.0,790.0,123.0,1843.0,1142.0,152.0,,,,,,,580.0,94.0,83.0,1009.0,151.0,11.0,863,410,0,873,634,432,3015,1412,172,3016,2175,1390,Wisconsin,55
50,"Wyoming: Summary level: 040, state:56",515335,5079,12241,4833,201,14829,15640,568158,19568,10281,2506,19576,12290,4882,,,,,,,290.0,38.0,0.0,438.0,91.0,0.0,,,,,,,,,,,,,141.0,151.0,0.0,176.0,0.0,57.0,179,16,0,582,41,40,638,354,181,1082,312,142,Wyoming,56
51,"Puerto Rico: Summary level: 040, state:72",2539680,290083,8254,9489,0,361521,497663,3706690,109713,58481,19088,132729,76552,31741,10456.0,5221.0,1563.0,12503.0,6792.0,2670.0,474.0,156.0,0.0,284.0,264.0,95.0,138.0,123.0,73.0,508.0,319.0,206.0,,,,,,,11975.0,3876.0,1621.0,14456.0,6464.0,2512.0,14670,6092,2264,18322,9757,2914,146129,73154,24454,177543,99481,40019,Puerto Rico,72
