,Unnamed: 0,Unnamed: 0.1_x,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E,state,fips,Unnamed: 0.1_y,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65
10,10,"Georgia: Summary level: 040, state:13",1075895,75.1,19.9,33761,46007,20.5,4.6,3.8,2.7,1.9,1.3,1.2,9550271,1827743,1046087,114043,96.1,9.5,12.3,14.8,8.2,11.2,25.7,9.4,17.8,19.3,15.2,528925,3494542,1046087,11390,Georgia,13,"Georgia: Summary level: 040, state:13",5961961,3021927,24980,322841,5659,287608,190234,9815210,223741,106234,25957,251463,141467,65099,61845.0,22377.0,4778.0,81897.0,40579.0,17476.0,392.0,354.0,0.0,621.0,13.0,76.0,8019.0,1196.0,187.0,8650.0,2616.0,792.0,,,,,,,946.0,446.0,39.0,2165.0,350.0,0.0,708,789,501,2072,1415,449,5890,1935,211,8620,2093,590,2011,9815210,1075895,33761,46007,0.19138127075137448,0.10901865714801924,0.49005609382967874,0.14800000000000002,0.08199999999999999,0.11199999999999999,0.257,0.094,0.17800000000000002,0.6074206257431068,0.30788205244717126,0.0025450296020156473,0.0328919095974513,0.0005765541440274839,0.029302276772478632,0.019381551693748784,0.3308241045826963
11,11,"Hawaii: Summary level: 040, state:15",203469,80.9,25.3,51361,61821,28.5,7.5,4.5,3.3,2.5,2.2,2.4,1338543,161290,198280,16354,100.3,13.1,16.5,15.1,5.4,10.1,21.0,6.5,15.8,18.5,19.8,48347,448563,198280,2440,Hawaii,15,"Hawaii: Summary level: 040, state:15",343352,26281,3942,523824,128087,17772,331552,1374810,16236,6278,3251,14817,8459,3137,702.0,58.0,0.0,145.0,330.0,20.0,,,,,,,24472.0,15572.0,8575.0,29202.0,24791.0,14945.0,3273.0,1220.0,410.0,3415.0,1856.0,715.0,698.0,125.0,54.0,630.0,123.0,70.0,6005,2600,583,6662,2707,1032,1910,601,510,2260,1339,489,2011,1374810,203469,51361,61821,0.1204966893106908,0.08247932217066774,0.5007488766849725,0.151,0.054000000000000006,0.10099999999999999,0.21,0.065,0.158,0.2497450556804213,0.019116096042362217,0.002867305300368778,0.3810155585135401,0.09316705581134847,0.012926877168481463,0.24116205148347772,0.12662862647381173
12,12,"Idaho: Summary level: 040, state:16",204286,83.2,20.3,33100,43341,18.4,6.8,4.2,3.2,2.3,1.7,1.5,1550082,255027,200050,13551,100.6,11.9,13.9,18.9,7.9,9.3,24.3,9.5,14.5,22.4,21.5,78411,580193,200050,682,Idaho,16,"Idaho: Summary level: 040, state:16",1465484,8392,20511,20913,1287,28938,39460,1584985,54227,27116,8984,56444,34765,13784,,,,,,,438.0,236.0,19.0,887.0,177.0,79.0,626.0,202.0,0.0,1285.0,157.0,143.0,,,,,,,567.0,265.0,82.0,745.0,235.0,71.0,1056,35,258,566,70,491,1847,491,380,2260,927,384,2011,1584985,204286,33100,43341,0.16452484449209784,0.0677380654836291,0.5014955134596211,0.18899999999999997,0.079,0.09300000000000001,0.243,0.095,0.145,0.9246043337949571,0.00529468733142585,0.01294081647460386,0.013194446635141658,0.0008119950661993647,0.01825758603393723,0.024896134663734987,0.44215952145521475
13,13,"Illinois: Summary level: 040, state:17",1642595,79.3,20.5,35370,53234,23.9,5.9,3.9,2.9,2.3,1.8,1.9,12566914,1879965,1582024,130083,96.2,11.0,14.4,13.0,6.0,8.5,23.4,8.4,16.3,20.9,25.3,574248,4737208,1582024,19551,Illinois,17,"Illinois: Summary level: 040, state:17",9328438,1867304,25818,599115,1378,783647,263559,12869259,328852,184620,68092,375634,260168,143531,45159.0,20388.0,5947.0,63159.0,35658.0,14956.0,1079.0,93.0,143.0,866.0,321.0,382.0,16681.0,6648.0,1979.0,19410.0,8785.0,2653.0,,,,,,,8222.0,2454.0,685.0,9994.0,4382.0,457.0,2557,1406,35,3659,2485,1018,26591,11175,2360,30252,15818,3386,2011,12869259,1642595,35370,53234,0.14959639255906423,0.08222568052064949,0.490316004077472,0.13,0.06,0.085,0.23399999999999999,0.084,0.163,0.7248620919044367,0.14509802001809116,0.002006176113170152,0.046553962430937165,0.00010707687210273722,0.06089293874651214,0.02047973391474987,0.3540519726408518
14,14,"Indiana: Summary level: 040, state:18",856492,80.2,15.9,32714,46438,22.1,5.2,4.1,3.0,2.3,1.9,1.8,6318942,1011017,819338,58675,96.9,11.4,14.8,15.8,6.7,8.3,24.3,7.7,15.3,20.0,21.7,309162,2467111,819338,4432,Indiana,18,"Indiana: Summary level: 040, state:18",5512023,589109,12817,102695,786,157123,142369,6516922,199388,106390,34166,226191,146677,78589,11370.0,5745.0,1798.0,15992.0,10221.0,3967.0,433.0,244.0,13.0,386.0,161.0,88.0,1726.0,591.0,288.0,2401.0,1373.0,283.0,,,,,,,865.0,438.0,128.0,728.0,650.0,401.0,1205,368,95,1580,1228,260,3558,1482,353,3339,2821,699,2011,6516922,856492,32714,46438,0.15999782875044588,0.07161269219784754,0.4921279837480955,0.158,0.067,0.083,0.243,0.077,0.153,0.8458015916102725,0.0903968161656684,0.001966726009610058,0.015758206097909414,0.00012060908508648714,0.024110001623465802,0.02184604940798739,0.3969027147947675
15,15,"Iowa: Summary level: 040, state:19",458190,83.6,16.0,32757,49427,27.0,6.7,4.0,3.4,2.7,2.3,2.5,2963602,378864,434493,29777,97.6,12.9,16.9,15.0,4.8,7.1,19.8,6.9,12.6,20.0,26.4,131640,1216765,434493,2062,Iowa,19,"Iowa: Summary level: 040, state:19",2800812,88258,12009,56040,1010,43292,60888,3062309,104676,62653,24484,117483,87021,51415,1140.0,581.0,109.0,1589.0,1113.0,320.0,111.0,57.0,0.0,251.0,146.0,16.0,507.0,376.0,160.0,1007.0,509.0,121.0,,,,,,,469.0,0.0,40.0,428.0,323.0,11.0,254,37,26,419,315,6,1211,457,254,2163,851,501,2011,3062309,458190,32757,49427,0.1278390283175676,0.06853274966455156,0.4939271255060729,0.15,0.048,0.071,0.198,0.069,0.126,0.9146078988109952,0.028820736248366837,0.0039215506991619725,0.01829991682746581,0.00032981648814668933,0.014137044955293538,0.01988303597056992,0.4186320085554028
16,16,"Kansas: Summary level: 040, state:20",381959,85.9,22.0,34831,48964,29.5,7.9,3.8,2.9,2.5,2.0,2.1,2786855,383467,363870,26149,98.3,11.6,15.0,16.5,6.1,8.5,23.1,8.2,14.6,18.9,23.6,107137,1101701,363870,3234,Kansas,20,"Kansas: Summary level: 040, state:20",2442531,167669,23830,67235,1642,71792,96539,2871238,84740,51378,18526,94394,68840,39007,3043.0,1358.0,522.0,3989.0,2717.0,849.0,411.0,106.0,77.0,857.0,610.0,21.0,1658.0,581.0,33.0,1334.0,753.0,116.0,,,,,,,730.0,257.0,46.0,687.0,152.0,164.0,1017,318,155,1724,451,295,2622,1418,390,3140,1961,949,2011,2871238,381959,34831,48964,0.13759847570110392,0.071863577651359,0.49571356530509325,0.165,0.061,0.085,0.231,0.08199999999999999,0.146,0.8506891452397886,0.05839606469404487,0.008299555801365125,0.023416728254502066,0.000571878750559863,0.025003848514125265,0.033622778745614264,0.40487067983736474
17,17,"Kentucky: Summary level: 040, state:21",593961,68.4,14.5,29181,41141,19.2,5.4,4.4,3.3,2.4,1.8,1.7,4238283,811277,571379,67694,96.3,11.9,15.2,17.6,8.4,12.2,28.7,10.0,19.2,20.0,19.7,290470,1672134,571379,2042,Kentucky,21,"Kentucky: Summary level: 040, state:21",3837605,348778,9662,50424,729,41911,80247,4369356,146682,73370,20258,166597,100155,48344,7159.0,3497.0,454.0,10183.0,5725.0,3472.0,161.0,159.0,0.0,193.0,94.0,39.0,1178.0,396.0,46.0,1687.0,597.0,71.0,,,,,,,388.0,141.0,0.0,239.0,71.0,106.0,969,234,0,470,506,320,1399,736,0,1763,1165,168,2011,4369356,593961,29181,41141,0.19141642971929906,0.11847477768696435,0.4905756495160468,0.17600000000000002,0.084,0.122,0.287,0.1,0.192,0.8782999142207685,0.07982366280065072,0.002211309858935733,0.011540373455493212,0.00016684380947672837,0.009592031411494052,0.018365864443181102,0.40458885347691176
18,18,"Louisiana: Summary level: 040, state:22",571296,72.9,17.4,29716,41734,23.0,6.2,3.9,3.1,2.3,1.6,1.5,4445400,908375,550695,69921,95.6,10.9,14.0,17.1,8.7,12.1,28.7,11.1,19.0,18.9,19.5,279937,1702030,550695,3238,Louisiana,22,"Louisiana: Summary level: 040, state:22",2874839,1469876,28830,72484,3126,48020,77661,4574836,110289,58068,17257,124978,82316,35137,33077.0,13810.0,5017.0,44653.0,23078.0,10111.0,409.0,65.0,0.0,685.0,151.0,22.0,1676.0,762.0,0.0,1708.0,1167.0,238.0,,,,,,,552.0,106.0,0.0,571.0,413.0,296.0,1284,444,129,1215,1162,450,3014,1456,423,3617,3762,775,2011,4574836,571296,29716,41734,0.20434044180501193,0.1269686487075423,0.4887525562372188,0.171,0.087,0.121,0.287,0.111,0.19,0.6284026356354632,0.3212958890766795,0.006301865247191374,0.01584406522987928,0.0006833031828900534,0.010496551133199092,0.016975690494697514,0.32489987677141097
19,19,"Maine: Summary level: 040, state:23",217308,82.1,22.9,30691,46033,26.0,4.5,5.0,3.9,3.0,2.3,2.2,1291650,182448,210199,16906,96.2,14.7,17.9,18.1,6.0,9.9,22.6,7.5,13.8,21.2,22.6,96409,552051,210199,375,Maine,23,"Maine: Summary level: 040, state:23",1264494,13598,8148,13498,134,3249,25067,1328188,54728,29066,10153,59806,39660,19478,236.0,123.0,0.0,62.0,131.0,0.0,255.0,117.0,0.0,283.0,168.0,0.0,392.0,51.0,0.0,955.0,69.0,19.0,,,,,,,,,,,,,365,488,40,271,309,17,163,120,0,405,264,71,2011,1328188,217308,30691,46033,0.14125188712112413,0.08042854628233245,0.490316004077472,0.18100000000000002,0.06,0.099,0.226,0.075,0.138,0.9520444394919996,0.010238008474703882,0.006134673705830801,0.010162717928486028,0.0001008893319319253,0.002446189846618099,0.01887308122042964,0.43232186573895115
20,20,"Maryland: Summary level: 040, state:24",731759,80.2,29.5,46683,70004,29.6,6.5,4.1,2.8,2.2,1.7,1.8,5685412,571887,707552,52792,93.8,11.0,14.0,11.9,6.0,8.4,21.3,8.0,15.9,18.1,19.8,212016,2134517,707552,8750,Maryland,24,"Maryland: Summary level: 040, state:24",3414300,1725923,14530,329770,1924,189897,151945,5828289,131573,68264,29166,146783,98307,54436,40270.0,18965.0,3938.0,56927.0,28078.0,12500.0,687.0,204.0,7.0,376.0,462.0,100.0,9723.0,2803.0,1400.0,10762.0,4581.0,1581.0,,,,,,,825.0,382.0,152.0,1530.0,561.0,147.0,1565,704,0,1644,1666,660,4487,2370,584,5820,4315,1623,2011,5828289,731759,46683,70004,0.10058848857391514,0.07461218398082402,0.4840041279669762,0.11900000000000001,0.06,0.084,0.213,0.08,0.159,0.5858151508959147,0.2961285893681662,0.0024930129580053428,0.05658092795329813,0.00033011403518253815,0.03258194643402206,0.026070258355410995,0.3129486620595032
21,21,"Massachusetts: Summary level: 040, state:25",921909,81.0,26.4,35483,62859,29.1,5.8,4.1,3.1,2.5,2.1,2.3,6367148,738514,882584,82476,93.8,12.1,15.7,13.8,5.9,8.1,20.7,8.0,15.3,21.9,29.7,307473,2532067,882584,3559,Massachusetts,25,"Massachusetts: Summary level: 040, state:25",5305948,451127,13160,365968,858,282417,168058,6587536,195427,111706,44825,228423,162384,95100,10389.0,3351.0,980.0,12186.0,6027.0,3437.0,328.0,121.0,0.0,563.0,259.0,0.0,6814.0,3675.0,907.0,8491.0,3884.0,1629.0,,,,,,,3152.0,1159.0,426.0,4597.0,2390.0,947.0,1992,993,384,2383,2007,488,8429,2603,849,10942,4856,1589,2011,6587536,921909,35483,62859,0.11598819440038145,0.09344832899757984,0.4840041279669762,0.138,0.059000000000000004,0.081,0.207,0.08,0.153,0.8054526001831337,0.0684819027933965,0.0019977120428639784,0.05555461101085444,0.0001302459675362685,0.042871416566072656,0.025511511436142435,0.381770868925241
22,22,"Michigan: Summary level: 040, state:26",1387870,80.8,19.1,33688,45981,17.5,4.3,4.3,3.2,2.5,2.0,2.0,9656260,1693294,1350022,111041,96.4,12.4,15.7,15.7,6.2,9.6,23.5,8.6,16.2,21.3,24.5,683932,3772433,1350022,5881,Michigan,26,"Michigan: Summary level: 040, state:26",7830903,1388139,54719,242232,2118,105245,252831,9876187,306681,166137,57885,337606,227510,118159,33193.0,15084.0,5802.0,44461.0,26289.0,12522.0,760.0,603.0,107.0,1535.0,838.0,173.0,5340.0,1436.0,838.0,6035.0,2840.0,873.0,,,,,,,1228.0,245.0,215.0,843.0,1099.0,115.0,3451,1182,490,3693,2082,475,6070,1817,718,5527,4134,1317,2011,9876187,1387870,33688,45981,0.17535712584375318,0.08225125220181596,0.4908350305498982,0.157,0.062,0.096,0.235,0.086,0.162,0.7929075259510578,0.14055414301086036,0.005540498575006731,0.02452687459239077,0.00021445523459610476,0.010656440587850351,0.025600062048237848,0.3823866788676173
23,23,"Minnesota: Summary level: 040, state:27",701083,85.1,22.6,35823,56954,25.3,5.5,3.9,3.0,2.4,1.9,2.0,5222556,621970,670360,53605,98.8,11.6,14.6,15.0,4.9,6.4,18.4,6.8,12.7,22.0,25.4,179303,2096477,670360,1967,Minnesota,27,"Minnesota: Summary level: 040, state:27",4577875,279142,60842,216270,763,74998,134971,5344861,166060,94568,34012,181698,125795,68885,3362.0,1025.0,412.0,3778.0,1552.0,635.0,1102.0,405.0,70.0,1036.0,604.0,132.0,2828.0,1037.0,405.0,3502.0,1936.0,998.0,,,,,,,109.0,60.0,0.0,210.0,101.0,51.0,1296,506,283,1999,409,222,1462,605,264,2004,729,416,2011,5344861,701083,35823,56954,0.11909302647975435,0.07996449668834656,0.4969818913480885,0.15,0.049,0.064,0.184,0.068,0.127,0.8565002906530217,0.05222624124369184,0.011383270771681433,0.040463166394785574,0.00014275394626726495,0.014031796149609877,0.025252480840942355,0.4202640771492106
