,Unnamed: 0,Unnamed: 0.1_x,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C03_014E,S1903_C03_001E,S2301_C03_010E,S2301_C02_011E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_010E,S1701_C02_010E,S0101_C01_033E,S0101_C03_030E,S0101_C05_030E,S1810_C03_026E,S1810_C03_036E,S1810_C03_044E,S1810_C03_052E,S1810_C03_060E,S1810_C03_067E,S2101_C03_012E,S2101_C03_013E,S2201_C03_001E,S2201_C01_001E,S2701_C01_013E,S2701_C04_013E,state,fips,Unnamed: 0.1_y,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65
14,14,"Indiana: Summary level: 040, state:18",1023886,874996,221118,40010,54181,24.8,6.3,352941,246821,178790,115591,129743,6463636,871247,987663,75802,97.2,449807,574079,16.0,6.6,8.3,22.2,6.7,13.1,104689,85649,237307,2557299,987663,5680,Indiana,18,"Indiana: Summary level: 040, state:18",5577897,623961,12397,148366,1441,125725,177031,6666818,256730,118987,38256,287761,153129,80927,17170.0,7150.0,1924.0,23558.0,9747.0,5806.0,900.0,168.0,0.0,544.0,333.0,134.0,2183.0,751.0,383.0,3303.0,900.0,526.0,,,,,,,2021.0,504.0,389.0,1370.0,670.0,478.0,1522,769,0,2700,1214,920,6347,2576,710,6821,2050,1534,2017,6666818,1023886,40010,54181,0.13479208915848603,0.07674885056947563,0.4929006085192698,0.16,0.066,0.083,0.222,0.067,0.131,0.8366655576918404,0.09359202546102204,0.0018595077891731858,0.022254394825237465,0.00021614509350637742,0.018858321916092505,0.026554047223128034,0.4043155195011945
15,15,"Iowa: Summary level: 040, state:19",524624,470736,118457,40740,58570,28.4,7.7,170256,120848,88688,68663,76169,3044685,326636,500483,33003,98.7,233636,290988,13.8,4.3,5.7,17.4,6.0,10.7,52659,48424,120558,1257505,500483,1898,Iowa,19,"Iowa: Summary level: 040, state:19",2831066,107076,10791,81714,5876,41459,67729,3145711,135239,66284,24821,146017,86921,50143,2226.0,777.0,256.0,1677.0,824.0,263.0,302.0,239.0,0.0,159.0,77.0,0.0,1392.0,576.0,0.0,2304.0,778.0,291.0,,,,,,,435.0,284.0,50.0,270.0,86.0,48.0,491,98,157,529,338,140,1605,395,127,2041,985,319,2017,3145711,524624,40740,58570,0.10728072033724342,0.06594229973845266,0.4967287367891294,0.138,0.043,0.057,0.174,0.06,0.107,0.8999765076957165,0.034038727651713716,0.0034303850544439717,0.02597632141032663,0.0018679401890383447,0.01317953238552429,0.021530585613236564,0.431440422092775
16,16,"Kansas: Summary level: 040, state:20",447451,402338,131836,42434,56422,29.8,7.3,145748,109892,73708,54149,63954,2827376,336487,428192,31405,99.5,199849,247602,16.0,6.2,8.2,21.9,7.1,13.2,47305,38965,86591,1128983,428192,1289,Kansas,20,"Kansas: Summary level: 040, state:20",2462215,167207,21426,85840,3712,71385,101338,2913123,112720,51890,21315,121722,67648,39764,4733.0,1295.0,651.0,5421.0,2145.0,818.0,384.0,350.0,97.0,748.0,445.0,158.0,2046.0,759.0,0.0,2638.0,1212.0,93.0,,,,,,,1168.0,59.0,275.0,1192.0,454.0,380.0,1264,709,134,1604,891,269,4834,1494,544,5322,1875,937,2017,2913123,447451,42434,56422,0.11901034740338745,0.07334326657200509,0.49874686716791977,0.16,0.062,0.08199999999999999,0.21899999999999997,0.071,0.132,0.8452149119690449,0.05739785103478295,0.007354993249512636,0.029466658290775914,0.001274233872033553,0.024504629567649563,0.034786722016200484,0.4155203586537967
17,17,"Kentucky: Summary level: 040, state:21",709048,559560,136865,36161,48375,21.4,6.2,243026,181163,128011,81324,75524,4316917,744239,684934,70858,97.1,312920,396128,18.5,8.2,10.1,26.3,8.9,16.6,74844,53603,242950,1725034,684934,1650,Kentucky,21,"Kentucky: Summary level: 040, state:21",3872670,361637,7777,64878,3527,42177,101523,4454189,185276,83718,24179,208697,111474,47029,9408.0,4243.0,1095.0,13624.0,6525.0,2430.0,,,,,,,1085.0,633.0,0.0,1718.0,608.0,101.0,,,,,,,284.0,18.0,14.0,320.0,0.0,63.0,1197,955,194,1662,918,165,1767,724,33,1845,631,162,2017,4454189,709048,36161,48375,0.1724005812481454,0.1034523034336155,0.4926433282597666,0.185,0.08199999999999999,0.10099999999999999,0.263,0.08900000000000001,0.166,0.8694444712606493,0.08119031320853247,0.0017459968582383908,0.014565614526011357,0.0007918388734739365,0.009469063840802445,0.022792701432292162,0.4134741230494974
18,18,"Louisiana: Summary level: 040, state:22",696111,564534,146347,34880,46145,23.3,7.4,245624,175195,120561,79230,75501,4553037,899039,675097,80819,95.6,303744,392367,15.8,8.3,10.4,24.7,9.3,15.9,63324,50834,285732,1737123,675097,3209,Louisiana,22,"Louisiana: Summary level: 040, state:22",2890818,1521339,23848,84816,1517,75586,86409,4684333,140099,65790,19835,155009,86016,38982,49929.0,15442.0,4014.0,62675.0,27752.0,10501.0,1257.0,148.0,268.0,745.0,632.0,197.0,2470.0,341.0,319.0,3357.0,1447.0,689.0,,,,,,,962.0,159.0,230.0,1029.0,416.0,59.0,1454,693,262,1793,900,145,3862,2680,622,4990,3574,1254,2017,4684333,696111,34880,46145,0.19745919042608265,0.11971464841348725,0.4887525562372188,0.158,0.083,0.10400000000000001,0.247,0.09300000000000001,0.159,0.6171247859620569,0.32477174445113105,0.00509101295744773,0.01810631310797076,0.0003238454652989017,0.016135915187925367,0.018446382868169277,0.3242643773765965
19,19,"Maine: Summary level: 040, state:23",266741,234752,82731,40094,56277,28.7,7.3,90691,68470,42992,29842,34746,1301216,144012,259892,20985,96.1,121945,144796,17.0,4.9,8.2,20.5,7.0,12.1,29842,27185,69380,540959,259892,515,Maine,23,"Maine: Summary level: 040, state:23",1261611,16372,9340,15157,228,2621,30578,1335907,74898,32066,12228,80518,39396,22336,583.0,0.0,0.0,28.0,115.0,0.0,348.0,216.0,124.0,350.0,275.0,0.0,371.0,131.0,4.0,683.0,242.0,12.0,,,,,,,,,,,,,836,122,0,449,271,24,644,495,8,523,281,69,2017,1335907,266741,40094,56277,0.11067493790423727,0.08074507872500886,0.49005609382967874,0.17,0.049,0.08199999999999999,0.205,0.07,0.121,0.9443853501778192,0.012255344122008493,0.006991504648152903,0.011345849673667403,0.00017067056314548843,0.0019619629210716016,0.022889317894134845,0.44684544183308905
20,20,"Maryland: Summary level: 040, state:24",902586,780718,311241,56296,80776,30.1,9.1,302132,230763,157139,103474,109078,5915309,549171,878454,69808,94.2,389803,512783,11.1,5.1,7.3,20.2,7.3,13.5,84166,74799,226673,2207343,878454,7676,Maryland,24,"Maryland: Summary level: 040, state:24",3322483,1806673,18931,391328,2143,305303,205316,6052177,165804,79340,27061,185250,101427,53881,57091.0,22891.0,6935.0,81360.0,36718.0,14513.0,521.0,465.0,320.0,852.0,351.0,158.0,13025.0,6974.0,1733.0,17164.0,7487.0,3016.0,,,,,,,3034.0,693.0,437.0,3056.0,2150.0,445.0,2238,627,243,3152,1400,242,8067,2183,1316,10465,4875,1793,2017,6052177,902586,56296,80776,0.09283893706989779,0.0794668815897019,0.48506694129763134,0.111,0.051,0.073,0.20199999999999999,0.073,0.135,0.5489732041875179,0.29851621986600857,0.0031279653585808876,0.06465904747993986,0.0003540874630732049,0.05044515386777353,0.03392432177710599,0.30158345021970207
21,21,"Massachusetts: Summary level: 040, state:25",1107824,948471,386733,47254,77385,32.0,7.7,360704,275332,183647,130200,157941,6622444,692201,1071418,96193,94.5,479522,628302,14.1,5.4,7.8,19.7,7.9,13.8,81005,92979,305393,2604954,1071418,4059,Massachusetts,25,"Massachusetts: Summary level: 040, state:25",5387411,531887,15097,452717,993,261841,209873,6859819,262186,118861,48244,301462,160697,97660,14524.0,5146.0,1638.0,17943.0,9878.0,3387.0,601.0,119.0,29.0,336.0,248.0,65.0,10856.0,5104.0,2358.0,12892.0,7666.0,1885.0,,,,,,,3749.0,1100.0,615.0,5701.0,2440.0,759.0,2669,1286,437,3117,1302,864,13366,5671,1301,18176,8169,2567,2017,6859819,1107824,47254,77385,0.10452349615942393,0.0897810191727225,0.48586118251928023,0.141,0.054000000000000006,0.078,0.19699999999999998,0.079,0.138,0.7853576020008691,0.07753659389555322,0.0022007869303840234,0.06599547305839994,0.00014475600595292674,0.03817024909840916,0.030594539010431618,0.38750830456823465
22,22,"Michigan: Summary level: 040, state:26",1665113,1456859,406698,42097,54909,20.5,6.0,554206,424033,284503,194388,207983,9730205,1377766,1626604,138006,97.1,742956,922157,14.5,5.4,8.4,21.5,7.3,13.9,164664,139806,514289,3930017,1626604,7215,Michigan,26,"Michigan: Summary level: 040, state:26",7814775,1374615,53461,308052,2951,113928,294529,9962311,402396,183428,65482,435485,234215,119819,45453.0,16516.0,6010.0,60431.0,27213.0,13241.0,1631.0,643.0,81.0,2443.0,649.0,218.0,6968.0,5483.0,316.0,10025.0,4887.0,1317.0,,,,,,,1575.0,593.0,145.0,2001.0,1410.0,447.0,4270,1350,530,5500,2373,377,8735,3326,1096,8466,4572,2322,2017,9962311,1665113,42097,54909,0.14159681116687675,0.08484302264103617,0.4926433282597666,0.145,0.054000000000000006,0.084,0.215,0.073,0.139,0.7844339531259363,0.13798153862090834,0.005366325142830815,0.030921740949464437,0.0002962164100277536,0.01143590076639848,0.029564324984433833,0.39114822837849444
23,23,"Minnesota: Summary level: 040, state:27",858904,778438,248260,46203,68388,27.7,6.6,288543,204268,149137,100234,116722,5450582,517476,829146,57724,99.5,388576,470328,15.1,5.1,6.8,17.4,6.1,11.3,92289,79470,168078,2162211,829146,2318,Minnesota,27,"Minnesota: Summary level: 040, state:27",4610465,361130,60803,273194,2044,110733,158237,5576606,223058,105298,39749,238956,131843,73092,6637.0,1645.0,350.0,6528.0,2702.0,888.0,1495.0,367.0,53.0,1255.0,571.0,361.0,4451.0,1618.0,458.0,5592.0,3310.0,1409.0,,,,,,,758.0,554.0,49.0,1240.0,543.0,0.0,1559,402,13,1033,518,243,2681,1306,441,3510,1670,244,2017,5576606,858904,46203,68388,0.09493958626803523,0.0696186196399669,0.49874686716791977,0.151,0.051,0.068,0.174,0.061,0.113,0.8267510740403751,0.06475802665635694,0.010903226801391384,0.04898929563967761,0.0003665311840212488,0.019856701369973064,0.028375144308204668,0.4285752540446895
