,Unnamed: 0,Unnamed: 0.1_x,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E,state,fips,Unnamed: 0.1_y,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65
0,0,"Alabama: Summary level: 040, state:01",700359,75.5,18.4,32287,41574,20.4,5.5,4.8,3.6,2.6,1.8,1.7,4706978,892564,681363,75733,94.0,12.8,16.1,17.1,8.6,12.0,29.6,11.1,19.5,21.8,19.1,309540,1845169,681363,1798,Alabama,1,"Alabama: Summary level: 040, state:01",3333371,1276164,24136,58679,1358,52468,75847,4822023,150079,74176,21314,171164,101179,43801,31753.0,14076.0,3166.0,42806.0,23438.0,10716.0,757.0,271.0,0.0,1172.0,122.0,77.0,1177.0,406.0,247.0,1790.0,521.0,219.0,,,,,,,131.0,0.0,26.0,290.0,218.0,0.0,1528,569,295,1780,614,354,1399,852,95,1838,693,136,2012,4822023,700359,32287,41574,0.18962570039630522,0.11114926991926477,0.4845360824742268,0.171,0.086,0.12,0.29600000000000004,0.111,0.195,0.6912806098187421,0.2646532378630297,0.005005368078916256,0.01216895896182992,0.0002816245380828752,0.010880910356503898,0.015729290382895313,0.35063303248762423
1,1,"Alaska: Summary level: 040, state:02",62119,84.3,26.9,46666,67712,28.7,7.0,3.1,2.4,1.3,0.9,0.8,715608,72400,60928,2699,108.8,7.8,9.2,19.8,10.1,11.4,23.7,10.1,16.0,15.7,8.7,28724,251651,60928,513,Alaska,2,"Alaska: Summary level: 040, state:02",486551,26207,102582,42790,8231,6796,58292,731449,16857,5847,1142,14596,5962,2862,326.0,184.0,0.0,333.0,266.0,29.0,2235.0,742.0,177.0,2303.0,1367.0,871.0,407.0,296.0,542.0,1851.0,348.0,146.0,79.0,253.0,0.0,262.0,10.0,0.0,143.0,0.0,0.0,126.0,0.0,7.0,316,207,4,520,471,32,259,140,0,687,293,5,2012,731449,62119,46666,67712,0.10117270908094934,0.044298188025210086,0.5210727969348659,0.198,0.10099999999999999,0.114,0.237,0.10099999999999999,0.16,0.6651878668232508,0.03582888212301883,0.14024491112845872,0.05850031922936527,0.011253006019558438,0.009291146751174723,0.07969386792517319,0.3838761087589948
2,2,"Arizona: Summary level: 040, state:04",971086,84.0,26.5,39083,47826,19.1,4.2,4.8,3.7,2.6,1.9,1.7,6401273,1194506,959580,79750,99.0,13.6,16.0,15.2,5.9,8.0,21.0,7.0,13.1,24.0,23.2,345920,2392168,959580,11677,Arizona,4,"Arizona: Summary level: 040, state:04",5164199,286343,289883,190390,12037,420902,189501,6553255,240125,125879,40623,262501,145895,66342,6068.0,2450.0,221.0,7173.0,3130.0,972.0,5555.0,2859.0,543.0,7396.0,3550.0,1323.0,4165.0,1952.0,678.0,6891.0,3232.0,743.0,244.0,42.0,0.0,302.0,189.0,0.0,5578.0,2519.0,966.0,7336.0,4001.0,1339.0,2309,1183,269,3318,879,346,30741,13567,4215,36071,18547,6755,2012,6553255,971086,39083,47826,0.1866044457094706,0.08310927697534339,0.49748743718592964,0.152,0.059000000000000004,0.08,0.21,0.07,0.131,0.7880357166019024,0.04369477458148661,0.04423496415140262,0.029052737914212097,0.0018367971336381691,0.06422792947931982,0.028917080138038273,0.41873428306040866
3,3,"Arkansas: Summary level: 040, state:05",441107,77.5,16.7,30891,40112,21.8,5.6,4.8,3.8,2.7,1.9,1.7,2865098,568065,425525,46259,96.6,13.4,16.5,17.8,8.3,11.4,27.0,9.6,17.1,22.4,21.7,176758,1143859,425525,1711,Arkansas,5,"Arkansas: Summary level: 040, state:05",2307951,462182,17485,39448,5221,58865,57979,2949131,105379,53926,14610,117700,69679,30612,10467.0,4164.0,1257.0,12231.0,6755.0,3982.0,279.0,88.0,142.0,479.0,298.0,134.0,747.0,159.0,0.0,938.0,350.0,0.0,,,,,,,445.0,0.0,8.0,585.0,65.0,0.0,1505,604,143,2126,955,290,1661,284,48,1895,352,50,2012,2949131,441107,30891,40112,0.1982707048764126,0.10871041654426884,0.491353001017294,0.17800000000000002,0.083,0.114,0.27,0.096,0.171,0.7825868026886564,0.15671802981963162,0.005928865147055183,0.0133761436843599,0.0017703520121690084,0.019960117064993045,0.01965968958313483,0.39426941762429524
4,4,"California: Summary level: 040, state:06",4599393,78.1,28.0,42406,58328,24.1,5.4,3.9,2.8,2.1,1.7,1.7,37303266,6325319,4502353,467895,98.9,10.7,13.5,14.6,6.7,10.7,23.9,10.6,18.4,23.2,24.6,1140716,12552658,4502405,77625,California,6,"California: Summary level: 040, state:06",23628545,2263723,285342,5120354,146712,4912894,1683860,38041430,864417,448304,182999,966541,580302,331922,61585.0,30936.0,7705.0,77737.0,42647.0,18543.0,7765.0,2490.0,848.0,8131.0,4032.0,1964.0,159940.0,87141.0,26547.0,198807.0,118339.0,49784.0,2456.0,1528.0,72.0,3969.0,1515.0,119.0,59880.0,27518.0,8287.0,74727.0,40289.0,13405.0,22794,12219,3026,28405,15051,4707,219173,104144,34354,273086,149205,58456,2012,38041430,4599393,42406,58328,0.16956475071110397,0.1039223268366563,0.4972347913524384,0.146,0.067,0.107,0.239,0.106,0.184,0.621126624314596,0.05950677984502686,0.007500822129977764,0.1345994091179012,0.003856637355640942,0.12914588121424458,0.04426384602261271,0.32519943392530276
5,5,"Colorado: Summary level: 040, state:08",610939,88.4,32.8,41985,56765,28.0,6.8,4.2,2.7,2.0,1.4,1.4,5069071,694842,595595,46598,100.6,10.5,13.0,15.7,5.6,7.7,19.3,6.5,12.7,20.8,18.3,186217,1996088,595595,3545,Colorado,8,"Colorado: Summary level: 040, state:08",4376673,218292,47949,147082,5308,219565,172713,5187582,156711,72015,23521,170163,94410,45035,4527.0,1975.0,403.0,5041.0,2287.0,1321.0,1624.0,343.0,12.0,1099.0,453.0,312.0,2863.0,1336.0,574.0,4968.0,1965.0,777.0,,,,,,,3635.0,1234.0,236.0,3970.0,1242.0,557.0,1597,945,182,1886,1154,448,18072,7132,1842,20399,9854,3455,2012,5187582,610939,41985,56765,0.13707482100763632,0.07823772865789673,0.5014955134596211,0.157,0.055999999999999994,0.077,0.193,0.065,0.127,0.8436826637150024,0.04207972037839595,0.009243034616127514,0.028352708448753195,0.0010232127415046163,0.04232511408976282,0.03329354601045342,0.4128841013587281
6,6,"Connecticut: Summary level: 040, state:09",532024,82.0,28.5,41947,67276,29.3,7.0,4.7,3.2,2.5,2.1,2.4,3484178,372390,509635,34986,95.1,12.9,16.6,12.5,5.2,7.5,19.2,7.2,14.3,25.2,28.9,163064,1357812,509635,4967,Connecticut,9,"Connecticut: Summary level: 040, state:09",2804972,366350,11627,147830,2261,163423,93884,3590347,115654,62151,26890,131853,88017,54162,8176.0,3679.0,904.0,11873.0,5656.0,2913.0,238.0,232.0,0.0,156.0,42.0,0.0,2825.0,1224.0,48.0,3145.0,1684.0,295.0,,,,,,,2523.0,555.0,60.0,3120.0,577.0,357.0,1031,182,92,1033,272,248,7318,2795,686,9849,4018,1335,2012,3590347,532024,41947,67276,0.10688030290071288,0.06864913124098619,0.48744233726294206,0.125,0.052000000000000005,0.075,0.192,0.07200000000000001,0.14300000000000002,0.7812537339705605,0.1020374910837309,0.003238405647142184,0.04117429318113263,0.0006297441445074807,0.04551732743381071,0.02614900453911558,0.3847476805557644
7,7,"Delaware: Summary level: 040, state:10",140813,83.1,24.9,42211,58415,25.7,5.5,5.0,3.8,2.8,1.9,1.9,890738,107307,137204,10089,94.1,14.0,16.6,12.0,5.9,7.0,20.7,6.7,13.4,22.2,23.2,48378,340308,137204,1149,Delaware,10,"Delaware: Summary level: 040, state:10",639294,196950,2868,30632,144,23251,23953,917092,31230,16347,4682,35054,19877,9876,5039.0,1835.0,820.0,6438.0,3026.0,1418.0,,,,,,,773.0,310.0,120.0,766.0,769.0,56.0,,,,,,,150.0,166.0,0.0,434.0,176.0,0.0,364,49,0,231,159,29,814,438,82,976,645,76,2012,917092,140813,42211,58415,0.1204697677656056,0.07353284160811638,0.48480164863472436,0.12,0.059000000000000004,0.07,0.207,0.067,0.134,0.697088187444662,0.21475489918132531,0.0031272762165627877,0.03340122910242375,0.0001570180527144496,0.025352963497664357,0.0261184265046473,0.3711234047992728
8,8,"District of Columbia: Summary level: 040, state:11",71901,81.3,37.8,46926,66583,33.0,7.9,3.5,2.8,2.1,1.4,1.5,598151,108732,69808,8301,89.7,9.7,12.9,9.1,7.0,7.5,24.8,7.7,17.0,16.4,22.6,40966,266662,69808,427,District of Columbia,11,"District of Columbia: Summary level: 040, state:11",250657,313224,2258,21858,54,28401,15871,632323,7207,3082,1096,7595,3589,2191,9672.0,5331.0,1443.0,13448.0,9733.0,4402.0,,,,,,,362.0,195.0,31.0,438.0,161.0,256.0,,,,,,,259.0,0.0,0.0,338.0,47.0,0.0,29,135,94,267,228,0,917,263,94,1208,736,27,2012,632323,71901,46926,66583,0.18178018593967074,0.11891187256474903,0.47285187137585666,0.091,0.07,0.075,0.248,0.077,0.17,0.3964065833442718,0.49535443120050987,0.0035709597784676504,0.034567776278895436,8.539939239913779e-05,0.04491533599125763,0.02509951401419844,0.15834272124170734
9,9,"Florida: Summary level: 040, state:12",3508827,81.5,24.3,36415,45040,19.6,4.8,5.5,4.4,3.3,2.5,2.5,18912479,3238581,3441314,352035,95.6,16.6,19.6,13.7,6.1,9.0,21.1,7.7,14.2,23.9,27.1,1093250,7197943,3441314,46888,Florida,12,"Florida: Summary level: 040, state:12",14742516,3105799,51471,488052,11609,459361,458760,19317568,779435,455771,171122,878996,553068,280386,73929.0,33009.0,8438.0,95467.0,50544.0,19743.0,2101.0,480.0,150.0,1394.0,391.0,108.0,14319.0,5133.0,1181.0,20208.0,7031.0,2633.0,,,,,,,7143.0,2619.0,573.0,6775.0,3910.0,598.0,9000,4399,576,9869,5344,2373,116972,64275,19499,149557,92157,37181,2012,19317568,3508827,36415,45040,0.1712404280792592,0.10229668086085722,0.4887525562372188,0.13699999999999998,0.061,0.09,0.21100000000000002,0.077,0.142,0.7631662536402097,0.1607758802764406,0.0026644658375215764,0.02526467099792272,0.0006009555654210716,0.023779442629631223,0.02374833105285303,0.400797189488111
