,Unnamed: 0,Unnamed: 0.1_x,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_007E,S2301_C03_008E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_005E,S1701_C02_005E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_019E,S1810_C03_020E,S1810_C03_021E,S1810_C03_022E,S1810_C03_023E,S1810_C03_024E,S2101_C02_012E,S2101_C02_013E,S2201_C02_001E,S2201_C01_001E,S2701_C01_004E,S2701_C02_004E,state,fips,Unnamed: 0.1_y,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65
10,10,"Georgia: Summary level: 040, state:13",1139356,76.6,21.5,35371,47209,20.8,4.9,4.1,2.8,2.0,1.4,1.2,9652596,1848533,1109973,124120,95.7,10.1,12.8,14.6,7.5,11.3,25.5,10.2,18.1,20.6,16.1,582724,3532908,1109973,11092,Georgia,13,"Georgia: Summary level: 040, state:13",5992846,3063367,24166,337015,2882,297813,201856,9919945,239979,109305,29244,269651,149160,64559,64785.0,23432.0,5681.0,85200.0,44141.0,17362.0,516.0,235.0,0.0,338.0,119.0,39.0,6905.0,3176.0,477.0,7742.0,3203.0,531.0,,,,,,,2197.0,378.0,0.0,1227.0,709.0,319.0,1854,1230,18,3477,1205,695,6800,3532,786,8728,4559,2105,2012,9919945,1139356,35371,47209,0.1915063056611921,0.11182253982754535,0.4890137966274911,0.146,0.075,0.113,0.255,0.102,0.18100000000000002,0.604120889783159,0.3088088694040138,0.0024361022162925298,0.03397347465132115,0.00029052580432653607,0.030021638224808706,0.020348499916078164,0.33222978594925556
11,11,"Hawaii: Summary level: 040, state:15",210423,81.2,25.8,59378,66259,30.0,5.8,4.8,3.2,2.4,2.0,2.7,1356822,157243,205533,14119,101.5,13.3,16.9,15.0,5.8,10.5,21.1,8.0,17.5,19.5,19.5,50600,447748,205533,1894,Hawaii,15,"Hawaii: Summary level: 040, state:15",347252,25613,3153,531663,145408,15499,323725,1392313,17901,6357,3230,15816,6719,4482,386.0,349.0,153.0,103.0,0.0,169.0,,,,,,,26288.0,15819.0,9316.0,30462.0,24558.0,16401.0,3739.0,1578.0,266.0,4176.0,1877.0,532.0,194.0,0.0,88.0,233.0,93.0,94.0,5327,1479,793,7222,2551,1513,1652,557,238,2178,1097,383,2012,1392313,210423,59378,66259,0.11589066215023046,0.06869456486306336,0.5037220843672456,0.15,0.057999999999999996,0.105,0.21100000000000002,0.08,0.175,0.24940656303575418,0.018396007219640985,0.0022645770024412614,0.38185594762097314,0.10443628695559116,0.011131836016757726,0.23250878214884152,0.13063210770685715
12,12,"Idaho: Summary level: 040, state:16",211032,85.6,23.4,34040,45489,21.5,5.1,4.6,3.1,2.4,1.5,1.7,1565511,248494,206797,20054,100.2,12.3,14.2,17.9,6.9,7.8,20.1,8.1,13.5,22.8,20.4,80755,583106,206797,769,Idaho,16,"Idaho: Summary level: 040, state:16",1458371,8759,20764,20613,1686,46011,39524,1595728,58505,28013,9277,60202,32118,16762,,,,,,,397.0,260.0,92.0,590.0,273.0,66.0,247.0,0.0,0.0,403.0,243.0,11.0,,,,,,,278.0,153.0,0.0,508.0,327.0,0.0,768,33,0,1064,226,0,2042,761,90,2464,999,30,2012,1595728,211032,34040,45489,0.1587302804004571,0.09697432748057273,0.5004995004995005,0.179,0.069,0.078,0.201,0.081,0.135,0.9139220468651299,0.005489030712001043,0.013012242687976898,0.012917615032135803,0.0010565710446893205,0.028833861409964606,0.024768632248102433,0.45393589597786116
13,13,"Illinois: Summary level: 040, state:17",1695712,80.1,21.5,37161,55137,24.9,5.6,4.2,3.0,2.3,1.8,1.9,12573676,1850562,1632811,144071,96.3,11.4,14.8,12.9,6.4,8.4,23.1,8.2,15.8,22.8,24.3,613928,4770194,1632811,19505,Illinois,17,"Illinois: Summary level: 040, state:17",9358637,1853436,26814,617924,4231,731378,282835,12875255,350449,183920,68934,398462,256845,145355,47261.0,21732.0,5373.0,65137.0,37285.0,15263.0,213.0,307.0,0.0,1057.0,265.0,251.0,19181.0,6199.0,2044.0,21362.0,8493.0,3490.0,,,,,,,7100.0,3433.0,1018.0,8324.0,4713.0,1002.0,4103,995,334,3189,1986,446,28716,11256,3310,31731,15019,5648,2012,12875255,1695712,37161,55137,0.1471774841343136,0.08823495187134335,0.4905756495160468,0.129,0.064,0.084,0.231,0.08199999999999999,0.158,0.7268700309236594,0.14395334306000154,0.0020825995290967053,0.04799314654350535,0.00032861485073499517,0.05680493318384762,0.02196733190915442,0.35578152422109416
14,14,"Indiana: Summary level: 040, state:18",889426,81.2,17.3,34636,46974,22.7,5.5,4.3,3.3,2.4,1.9,1.8,6342423,990325,853449,61185,96.9,11.9,15.2,15.6,6.4,8.4,23.0,7.7,14.1,22.0,22.0,316634,2480077,853449,3929,Indiana,18,"Indiana: Summary level: 040, state:18",5513003,598171,16295,107736,2824,157490,141815,6537334,212697,104584,38144,239811,152921,73215,13591.0,6398.0,1679.0,16652.0,9752.0,3693.0,326.0,162.0,0.0,574.0,258.0,21.0,1937.0,890.0,29.0,1718.0,1151.0,245.0,,,,,,,435.0,346.0,128.0,1491.0,834.0,73.0,1616,809,85,1839,856,169,4314,2178,466,4324,3271,790,2012,6537334,889426,34636,46974,0.1561430071756488,0.0716914543224024,0.4921279837480955,0.156,0.064,0.084,0.23,0.077,0.141,0.8433105911369987,0.0915007555067555,0.002492606313215754,0.016480112535171065,0.0004319803760982688,0.024090860280352816,0.02169309385140793,0.3996116596546537
15,15,"Iowa: Summary level: 040, state:19",469618,86.1,18.4,34731,50957,27.4,6.3,4.4,3.4,2.9,2.2,2.4,2974225,377484,445679,34907,98.3,13.3,17.2,14.5,4.8,6.4,19.3,6.5,11.5,21.7,25.8,152621,1227048,445684,850,Iowa,19,"Iowa: Summary level: 040, state:19",2817947,91660,8153,56519,2260,37670,59977,3074186,110861,64028,23605,122567,87988,49760,931.0,729.0,177.0,1406.0,709.0,337.0,220.0,168.0,0.0,493.0,29.0,10.0,1097.0,307.0,0.0,1098.0,196.0,351.0,,,,,,,196.0,51.0,16.0,98.0,251.0,72.0,326,203,64,540,337,41,1331,542,240,1191,1084,137,2012,3074186,469618,34731,50957,0.12691844093839572,0.07832318776518525,0.49571356530509325,0.145,0.048,0.064,0.193,0.065,0.115,0.9166481793879746,0.0298160228431201,0.002652084161465832,0.018385029402905356,0.0007351539562017392,0.012253650234566158,0.019509880013766245,0.422671192330788
16,16,"Kansas: Summary level: 040, state:20",394224,87.1,23.2,36516,50241,31.1,7.0,4.3,2.9,2.4,2.0,2.1,2802207,391734,375663,25112,98.9,12.0,15.3,15.9,5.5,7.8,22.4,7.1,13.9,21.1,22.9,110536,1113911,375663,1802,Kansas,20,"Kansas: Summary level: 040, state:20",2468884,167414,26087,71821,2263,57943,91493,2885905,89868,49148,20548,99793,68714,37446,3699.0,1948.0,335.0,4966.0,2838.0,1116.0,604.0,153.0,42.0,636.0,282.0,66.0,1901.0,492.0,93.0,1481.0,723.0,103.0,,,,,,,1436.0,253.0,20.0,815.0,409.0,145.0,1198,442,202,1086,714,473,3882,934,205,3263,1489,912,2012,2885905,394224,36516,50241,0.13979481173232383,0.06684714757641823,0.4972347913524384,0.159,0.055,0.078,0.22399999999999998,0.071,0.139,0.8554973223304302,0.05801091858533112,0.009039452095616454,0.024886820598737657,0.000784156096614407,0.020077930493207503,0.03170339980006272,0.4047546572507001
17,17,"Kentucky: Summary level: 040, state:21",613626,70.2,15.4,30023,41724,20.0,5.0,4.7,3.4,2.5,1.7,1.6,4247103,823197,590957,72442,96.8,12.3,15.6,18.2,7.9,11.2,28.4,9.6,18.8,21.8,20.1,310680,1707004,590957,1270,Kentucky,21,"Kentucky: Summary level: 040, state:21",3844617,344584,8141,55397,2149,38316,87211,4380415,156074,73514,21116,176365,101176,47351,7465.0,3117.0,648.0,9798.0,6222.0,2165.0,125.0,141.0,0.0,65.0,187.0,45.0,688.0,274.0,111.0,781.0,500.0,239.0,,,,,,,238.0,225.0,0.0,163.0,0.0,0.0,1305,417,28,1988,1022,73,1073,535,221,1545,839,235,2012,4380415,613626,30023,41724,0.19382553236876995,0.12258421509517613,0.49186991869918695,0.182,0.079,0.11199999999999999,0.284,0.096,0.188,0.8776832788674133,0.07866469272888528,0.0018584997083609658,0.012646518651771578,0.0004905927862999283,0.008747116426183364,0.01990930083108564,0.40856156681757294
18,18,"Louisiana: Summary level: 040, state:22",597750,74.1,18.0,30935,42944,23.6,5.9,4.3,3.2,2.3,1.7,1.5,4471142,891981,576626,72880,95.6,11.4,14.5,16.4,9.1,12.0,29.1,11.4,18.2,21.2,20.3,302676,1719473,576626,3960,Louisiana,22,"Louisiana: Summary level: 040, state:22",2891506,1483239,25551,72216,2209,48697,78475,4601893,118059,57488,19694,131985,82967,34820,35873.0,14983.0,4291.0,47155.0,24184.0,10517.0,1472.0,149.0,35.0,974.0,535.0,128.0,1727.0,328.0,152.0,1886.0,858.0,409.0,,,,,,,506.0,339.0,98.0,941.0,616.0,324.0,1251,362,28,1581,849,98,3703,2110,520,3983,3745,943,2012,4601893,597750,30935,42944,0.19949735436718405,0.12639041597153094,0.4887525562372188,0.16399999999999998,0.091,0.12,0.29100000000000004,0.114,0.182,0.6283296895429772,0.322310623041431,0.005552280333332392,0.015692672558879576,0.0004800198526997477,0.010581949645504579,0.01705276502517551,0.32662651610204935
19,19,"Maine: Summary level: 040, state:23",225973,84.4,25.8,33358,46709,25.7,6.2,5.5,3.9,3.0,2.4,2.2,1293457,189786,219441,18092,95.9,15.5,18.4,17.7,6.1,7.9,19.6,6.1,13.2,23.7,24.2,98551,554543,219441,366,Maine,23,"Maine: Summary level: 040, state:23",1264328,13614,8066,14414,156,2509,26105,1329192,59325,30226,9872,63821,39892,19344,230.0,227.0,24.0,54.0,136.0,0.0,90.0,77.0,5.0,223.0,64.0,9.0,253.0,125.0,0.0,474.0,140.0,0.0,,,,,,,,,,,,,372,275,25,478,83,114,263,201,81,152,66,83,2012,1329192,225973,33358,46709,0.1467277226842485,0.08244585104880127,0.4895354772843288,0.177,0.061,0.079,0.196,0.061,0.132,0.9512004285310174,0.010242312623007059,0.006068348289788082,0.010844182029383264,0.00011736453424335987,0.0018876129257473714,0.019639751066813524,0.43997734242586506
20,20,"Maryland: Summary level: 040, state:24",762681,81.8,29.7,47949,71122,30.5,6.9,4.3,3.0,2.1,1.7,1.8,5744445,590803,738832,56048,93.9,11.4,14.4,12.2,5.3,8.3,21.3,7.7,15.1,19.5,19.8,239685,2157717,738832,9060,Maryland,24,"Maryland: Summary level: 040, state:24",3417690,1720936,17171,339527,2637,202979,183623,5884563,140479,69636,29178,157467,97067,54403,42730.0,17846.0,5472.0,59142.0,30546.0,12152.0,492.0,82.0,316.0,769.0,230.0,148.0,10203.0,4359.0,764.0,11417.0,5048.0,2012.0,,,,,,,1241.0,152.0,181.0,1501.0,446.0,168.0,1951,663,259,2534,1027,600,4696,2050,927,6941,3783,1000,2012,5884563,762681,47949,71122,0.10284770765496057,0.07586027676115815,0.4842702423929861,0.122,0.053,0.083,0.213,0.077,0.151,0.580789091730346,0.2924492438945764,0.002917973688105642,0.057697912317363244,0.00044812163622005575,0.034493470458214145,0.031204186275174555,0.31375240762520634
21,21,"Massachusetts: Summary level: 040, state:25",961031,81.6,27.7,38233,65339,30.0,6.7,4.5,3.2,2.4,2.0,2.4,6414762,762645,921944,86132,94.0,12.6,16.2,13.9,6.0,8.7,20.7,8.2,15.6,24.7,29.4,325306,2522394,921944,3223,Massachusetts,25,"Massachusetts: Summary level: 040, state:25",5323896,473527,13230,381262,900,269542,183787,6646144,211614,112535,45109,243828,154011,103716,9753.0,3687.0,1346.0,12945.0,7606.0,2995.0,516.0,355.0,48.0,184.0,522.0,156.0,7801.0,4118.0,683.0,8740.0,4317.0,2544.0,,,,,,,3668.0,632.0,882.0,4717.0,2046.0,1100.0,2784,1032,97,2928,1180,539,9625,2408,1406,11527,5030,2248,2012,6646144,961031,38233,65339,0.11888905621128266,0.09342432946035768,0.4845360824742268,0.139,0.06,0.087,0.207,0.08199999999999999,0.156,0.801050353407931,0.07124838101612002,0.001990627949078443,0.05736589517169655,0.00013541686728424783,0.040556148046145254,0.027653177541744508,0.3842311018062893
22,22,"Michigan: Summary level: 040, state:26",1442623,82.5,20.2,35504,46859,19.0,4.4,4.7,3.3,2.5,2.0,2.1,9663760,1685178,1404130,116676,96.4,13.0,16.2,15.0,5.9,9.1,22.5,8.5,15.7,23.8,24.2,679475,3819068,1404130,4653,Michigan,26,"Michigan: Summary level: 040, state:26",7840426,1388360,56356,248093,1829,93952,254344,9883360,328481,167028,59976,359731,225395,120964,35265.0,15323.0,5539.0,46868.0,25915.0,13027.0,1320.0,439.0,72.0,2035.0,589.0,140.0,5586.0,2313.0,721.0,6206.0,2692.0,1033.0,,,,,,,1081.0,532.0,225.0,1470.0,606.0,475.0,3353,1407,538,3695,2028,525,6522,2662,1324,6257,4518,1843,2012,9883360,1442623,35504,46859,0.17438119324155402,0.08309487013310733,0.4908350305498982,0.15,0.059000000000000004,0.091,0.225,0.085,0.157,0.793295599876965,0.1404744945038934,0.005702109404089298,0.025102090786938855,0.00018505852260769618,0.009506078904340224,0.025734568001165595,0.3850520891459515
23,23,"Minnesota: Summary level: 040, state:27",729910,86.4,23.9,37428,58906,25.8,5.8,4.1,3.1,2.4,1.8,2.1,5257443,598371,700190,55378,98.6,12.1,15.0,14.5,4.8,6.8,18.1,6.6,12.3,23.7,24.6,193271,2111943,700190,2189,Minnesota,27,"Minnesota: Summary level: 040, state:27",4596694,287165,56230,226902,2336,73363,136449,5379139,178034,94775,36366,193652,123567,72075,3440.0,1281.0,487.0,4444.0,1548.0,621.0,1041.0,318.0,128.0,1261.0,629.0,253.0,2966.0,1576.0,273.0,4241.0,1401.0,1166.0,,,,,,,285.0,143.0,0.0,441.0,217.0,0.0,1056,127,262,1171,347,310,2435,1222,540,2532,886,270,2012,5379139,729910,37428,58906,0.11381407273459741,0.07908996129621959,0.49647532729103727,0.145,0.048,0.068,0.18100000000000002,0.066,0.12300000000000001,0.8545408475222521,0.05338493762663504,0.010453345786379567,0.04218184359987723,0.00043427024287715936,0.013638428008645993,0.02536632721333284,0.4235796194051321
