,Unnamed: 0,Unnamed: 0.1_x,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C02_014E,S1903_C02_001E,S2301_C03_010E,S2301_C02_011E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_010E,S1701_C02_010E,S0101_C01_031E,S0101_C02_028E,S0101_C03_028E,S1810_C03_026E,S1810_C03_036E,S1810_C03_044E,S1810_C03_052E,S1810_C03_060E,S1810_C03_067E,S2101_C03_012E,S2101_C03_013E,S2201_C03_001E,S2201_C01_001E,S2701_C01_011E,S2701_C04_011E,state,fips,Unnamed: 0.1_y,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65
10,10,"Georgia: Summary level: 040, state:13",1302759,1048795,325446,39534,51244,22.2,6.7,4.6,3.3,2.1,1.4,1.3,9943145,1694988,1270304,123068,95.0,11.3,14.1,14.1,7.9,9.9,23.7,8.7,15.1,153923,103349,535864,3656407,1270304,11169,Georgia,13,"Georgia: Summary level: 040, state:13",6077438,3197929,28491,388457,4337,284084,234124,10214860,274194,120588,33443,310482,158450,66109,81514.0,26188.0,6547.0,109235.0,45380.0,21724.0,1078.0,212.0,122.0,785.0,305.0,0.0,9498.0,3473.0,611.0,11489.0,4432.0,710.0,,,,,,,2116.0,953.0,12.0,2207.0,771.0,492.0,2307,542,260,4304,1603,517,8665,3223,1146,13186,3790,1897,2015,10214860,1302759,39534,51244,0.1704679957900644,0.09688074665591859,0.48717948717948717,0.141,0.079,0.099,0.237,0.087,0.151,0.5949604791450886,0.3130663562692,0.0027891718535545274,0.0380286171322955,0.00042457752724951687,0.027810855949078107,0.022919942123533755,0.3287062303925745
11,11,"Hawaii: Summary level: 040, state:15",237153,198185,68211,62885,73486,30.3,6.5,5.6,3.8,2.5,1.9,2.8,1394121,147984,232866,18243,102.5,14.7,18.4,15.4,4.7,10.3,20.4,8.5,15.7,27872,21770,51246,445936,232866,1415,Hawaii,15,"Hawaii: Summary level: 040, state:15",372252,29644,3899,531268,134232,10135,350173,1431603,22528,6171,4270,19391,8599,3706,817.0,93.0,207.0,129.0,0.0,0.0,,,,,,,28782.0,16243.0,8968.0,35506.0,22443.0,18555.0,4239.0,1220.0,670.0,5065.0,2048.0,589.0,517.0,237.0,12.0,514.0,155.0,10.0,7719,3394,516,8332,3018,2102,2098,772,390,2322,886,414,2015,1431603,237153,62885,73486,0.10614860546537926,0.0783411919301229,0.5061728395061729,0.154,0.047,0.10300000000000001,0.204,0.085,0.157,0.26002460179253606,0.02070685797668767,0.0027235204173224003,0.3711000885021895,0.09376342463657872,0.007079476642616703,0.24460203003206896,0.13901995758012758
12,12,"Idaho: Summary level: 040, state:16",243264,214353,59518,37321,48275,23.4,5.8,5.1,3.7,2.6,1.7,1.6,1622116,245551,239003,20678,99.8,13.8,15.6,18.1,6.0,8.6,22.4,6.7,12.4,30293,25503,68443,597421,239003,369,Idaho,16,"Idaho: Summary level: 040, state:16",1514404,8828,23516,21145,1931,37682,47424,1654930,68707,32261,8958,70852,35945,16883,,,,,,,312.0,428.0,214.0,964.0,650.0,0.0,692.0,100.0,121.0,484.0,524.0,102.0,,,,,,,428.0,158.0,211.0,1163.0,51.0,0.0,632,529,0,1155,170,36,2574,534,369,3177,1301,244,2015,1654930,243264,37321,48275,0.15137696687536525,0.08651774245511562,0.49949949949949946,0.18100000000000002,0.06,0.086,0.22399999999999998,0.067,0.124,0.9150864387013348,0.00533436459548138,0.014209664457106946,0.012776975461197755,0.0011668167233659429,0.02276954312266984,0.028656196938843335,0.45187943962115235
13,13,"Illinois: Summary level: 040, state:17",1828225,1527819,444655,40865,59588,24.8,6.4,4.7,3.4,2.4,1.8,1.9,12559422,1703258,1765021,149211,96.3,12.5,15.8,12.6,5.7,7.5,22.1,7.7,14.9,171446,152213,648931,4794523,1765021,14830,Illinois,17,"Illinois: Summary level: 040, state:17",9238679,1844624,28792,674236,4514,773685,295465,12859995,393713,186942,72210,439785,254929,144771,51610.0,24259.0,5691.0,73419.0,39829.0,15406.0,918.0,93.0,15.0,1154.0,351.0,18.0,22405.0,9512.0,1695.0,26476.0,11277.0,3359.0,,,,,,,11250.0,4339.0,1169.0,11918.0,5041.0,2245.0,2909,1927,414,4511,1723,694,36480,14049,3511,38347,17428,6595,2015,12859995,1828225,40865,59588,0.1356159543010817,0.08453780436606703,0.4905756495160468,0.126,0.057,0.075,0.221,0.077,0.149,0.7184045561448508,0.14343893601824884,0.0022388811193161428,0.05242894728963736,0.00035101102294363254,0.06016215402883127,0.022975514376171995,0.3571032011924134
14,14,"Indiana: Summary level: 040, state:18",965324,805678,181628,37840,50532,22.8,6.3,4.8,3.6,2.6,1.7,1.9,6417418,933181,929091,66751,96.6,13.0,16.2,16.6,6.6,8.7,23.7,7.4,14.2,103095,84270,290205,2515143,929091,4103,Indiana,18,"Indiana: Summary level: 040, state:18",5559694,605660,15704,138664,2602,140617,156739,6619680,238789,112125,38119,268009,151110,78479,14258.0,6040.0,2115.0,19243.0,10262.0,4283.0,632.0,166.0,0.0,272.0,184.0,17.0,2867.0,916.0,133.0,3090.0,924.0,482.0,,,,,,,1869.0,340.0,180.0,1734.0,848.0,36.0,2109,867,25,2751,1425,537,5754,1685,1182,5463,3624,1142,2015,6619680,965324,37840,50532,0.1454137785632789,0.07184549199163484,0.491353001017294,0.166,0.066,0.087,0.237,0.07400000000000001,0.142,0.8398735286297827,0.09149384864525173,0.0023723201121504363,0.020947236120174993,0.0003930703598965509,0.021242265487153456,0.02367773064559012,0.4030076948257787
15,15,"Iowa: Summary level: 040, state:19",501152,442465,98903,40144,54736,27.5,7.5,4.9,3.7,2.8,2.1,2.5,3021823,367414,477527,33621,98.4,14.3,17.8,15.8,5.0,6.8,19.1,6.3,11.0,53507,54577,140748,1247249,477527,982,Iowa,19,"Iowa: Summary level: 040, state:19",2826672,106610,11554,68505,3282,47404,59872,3123899,125598,65203,24962,135397,84416,52613,1089.0,1081.0,312.0,1579.0,752.0,696.0,344.0,80.0,153.0,247.0,106.0,39.0,476.0,385.0,126.0,1352.0,411.0,91.0,,,,,,,395.0,96.0,22.0,263.0,339.0,273.0,678,347,37,495,450,96,1840,636,214,975,940,404,2015,3123899,501152,40144,54736,0.1215868699126322,0.07040649010422448,0.4959677419354839,0.158,0.05,0.068,0.191,0.063,0.11,0.9048538381042409,0.0341272237034552,0.003698583084792434,0.02192932614018571,0.0010506101509683893,0.015174626324346593,0.019165792492010784,0.43053404954983715
16,16,"Kansas: Summary level: 040, state:20",426052,375675,109648,41000,53906,29.4,8.0,4.7,3.4,2.5,2.0,2.1,2830943,368879,407106,29816,99.1,13.0,16.3,16.4,6.4,7.8,21.7,6.3,12.8,48151,38905,94062,1111582,407106,1473,Kansas,20,"Kansas: Summary level: 040, state:20",2465799,172109,27041,84221,2197,67275,92999,2911641,103335,52896,19154,112589,69485,37798,4401.0,1738.0,344.0,5442.0,2760.0,1447.0,588.0,228.0,0.0,570.0,157.0,137.0,1813.0,594.0,70.0,2243.0,1325.0,426.0,,,,,,,857.0,189.0,59.0,886.0,288.0,0.0,1007,460,145,1455,771,322,3906,1348,679,4737,2270,774,2015,2911641,426052,41000,53906,0.1303025175710002,0.07323891075051707,0.4977398292315419,0.16399999999999998,0.064,0.078,0.217,0.063,0.128,0.8468760400063057,0.059110652721266116,0.009287202646205353,0.02892561273865837,0.0007545573097782316,0.023105527089363007,0.031940407488423195,0.4116516293785735
17,17,"Kentucky: Summary level: 040, state:21",674128,513954,125399,34909,45215,20.6,5.4,5.3,3.8,2.6,1.8,1.7,4290022,794055,651569,72694,96.7,13.6,16.8,17.4,8.1,10.5,26.9,8.7,16.4,75724,57270,283701,1716168,651569,2379,Kentucky,21,"Kentucky: Summary level: 040, state:21",3865712,355718,8914,59626,2765,38122,94235,4425092,174751,79385,22557,196093,103279,50483,9761.0,4029.0,833.0,12682.0,6495.0,2375.0,386.0,52.0,0.0,295.0,135.0,0.0,1733.0,259.0,88.0,3044.0,689.0,132.0,,,,,,,208.0,42.0,0.0,133.0,49.0,0.0,1103,419,153,1457,818,197,1692,350,35,1648,444,927,2015,4425092,674128,34909,45215,0.1850934563971933,0.1115676160161088,0.4916115912557194,0.174,0.081,0.105,0.26899999999999996,0.087,0.16399999999999998,0.8735890688826357,0.08038657727342166,0.0020144213950805995,0.013474522111630673,0.000624845765918539,0.00861496212960092,0.021295602441711945,0.4104457907103695
18,18,"Louisiana: Summary level: 040, state:22",653608,514847,131175,32870,45727,24.1,7.0,4.9,3.4,2.4,1.8,1.6,4541688,889946,631982,81168,95.9,12.4,15.5,14.9,8.1,10.3,27.1,10.0,16.9,65006,51070,259119,1737908,631982,2569,Louisiana,22,"Louisiana: Summary level: 040, state:22",2914693,1502375,22645,81039,1146,51153,97673,4670724,131302,62655,19528,146612,82326,37849,41112.0,16517.0,4873.0,53406.0,26150.0,11957.0,1184.0,153.0,137.0,1386.0,707.0,111.0,1388.0,831.0,324.0,2098.0,2062.0,350.0,,,,,,,1201.0,808.0,124.0,714.0,433.0,364.0,1472,469,179,1388,1084,304,4331,2668,540,4711,3438,1264,2015,4670724,653608,32870,45727,0.19595049241603563,0.12843403767828832,0.4895354772843288,0.149,0.081,0.10300000000000001,0.271,0.1,0.16899999999999998,0.6240345179890741,0.3216578414823912,0.004848284762704882,0.017350415053426407,0.00024535810722277747,0.010951835304333975,0.02091174730084672,0.3266254391011126
19,19,"Maine: Summary level: 040, state:23",250568,218389,76149,37042,51494,27.1,6.9,6.5,4.5,3.2,2.2,2.4,1292996,172620,243336,21516,96.0,17.4,20.2,16.5,4.7,7.6,19.1,6.2,11.8,30525,26259,86238,545226,243336,354,Maine,23,"Maine: Summary level: 040, state:23",1258074,14795,8966,13291,652,2957,30593,1329328,69089,31381,10625,73995,38888,21239,160.0,289.0,0.0,222.0,115.0,0.0,308.0,76.0,0.0,297.0,55.0,10.0,375.0,93.0,0.0,497.0,250.0,83.0,,,,,,,,,,,,,359,374,48,1238,382,19,207,176,12,438,143,95,2015,1329328,250568,37042,51494,0.1335038932835059,0.08842094881151988,0.4897959183673469,0.165,0.047,0.076,0.191,0.062,0.11800000000000001,0.9463984810370353,0.011129683569442606,0.006744761262833552,0.009998284847682438,0.000490473382039647,0.0022244321943117123,0.023013883706654793,0.44337265732256315
20,20,"Maryland: Summary level: 040, state:24",846985,716480,276109,53401,75847,29.1,7.4,4.9,3.4,2.4,1.7,1.8,5863290,570776,823583,59985,94.1,12.5,15.6,11.6,5.6,8.0,20.6,7.4,14.2,87816,74154,242975,2177934,823583,8954,Maryland,24,"Maryland: Summary level: 040, state:24",3395048,1770161,15403,385167,2911,250417,187294,6006401,157572,74687,26850,175161,97845,54780,51532.0,20717.0,5838.0,72631.0,33047.0,13650.0,425.0,79.0,0.0,607.0,256.0,172.0,13262.0,4807.0,1656.0,14774.0,7811.0,1447.0,,,,,,,3192.0,855.0,0.0,3628.0,1179.0,200.0,2341,959,427,2767,989,609,7520,2096,649,8885,3819,1368,2015,6006401,846985,53401,75847,0.09734739369875957,0.07283418914669196,0.48480164863472436,0.11599999999999999,0.055999999999999994,0.08,0.20600000000000002,0.07400000000000001,0.142,0.5652383182541425,0.29471242429534755,0.002564430846358743,0.06412608815162357,0.00048464962629035256,0.04169168858356277,0.03118240024267444,0.30591923115521524
21,21,"Massachusetts: Summary level: 040, state:25",1044226,881450,335260,44237,70628,30.5,7.4,5.0,3.7,2.4,2.0,2.3,6558724,752071,1005729,92468,94.3,13.6,17.0,14.2,5.5,8.3,20.2,7.6,13.7,89410,96007,312390,2559951,1005729,3563,Massachusetts,25,"Massachusetts: Summary level: 040, state:25",5373238,499357,10663,430739,1410,280631,198384,6794422,243239,113600,46626,279131,155200,98265,11901.0,4758.0,1633.0,15847.0,8288.0,3314.0,357.0,43.0,0.0,678.0,34.0,0.0,9432.0,4234.0,1992.0,11818.0,5667.0,1736.0,,,,,,,4859.0,908.0,516.0,6395.0,2852.0,999.0,3021,1211,190,3246,1484,574,12217,3751,1032,15394,6441,2112,2015,6794422,1044226,44237,70628,0.11466727369531024,0.09194126847291866,0.485331960885229,0.142,0.055,0.083,0.20199999999999999,0.076,0.13699999999999998,0.7908307726543921,0.07349514057266388,0.001569375584854753,0.06339597393273483,0.00020752317121309216,0.04130314543312146,0.02919806865101991,0.38637708695244133
22,22,"Michigan: Summary level: 040, state:26",1570641,1349279,367929,40304,51084,19.8,4.8,5.4,3.7,2.7,1.9,2.1,9698396,1529645,1533234,119756,96.7,14.3,17.3,15.3,5.6,8.7,22.1,7.9,14.9,172058,139470,580043,3858532,1533234,4884,Michigan,26,"Michigan: Summary level: 040, state:26",7801483,1378111,53668,293157,3757,120463,271937,9922576,372253,177622,59893,405756,226561,120241,41550.0,16576.0,5398.0,55531.0,25877.0,13849.0,2137.0,498.0,159.0,1850.0,462.0,287.0,7391.0,2930.0,440.0,8755.0,3450.0,1034.0,,,,,,,2013.0,368.0,138.0,2312.0,701.0,340.0,4300,1235,454,4624,2339,909,7877,3390,863,9504,3759,1934,2015,9922576,1570641,40304,51084,0.1577214417724333,0.07810679909263687,0.4916115912557194,0.153,0.055999999999999994,0.087,0.221,0.079,0.149,0.7862356509035557,0.13888641417309375,0.0054086761341006605,0.0295444449102733,0.00037863151665454617,0.01214029502016412,0.027405887342157924,0.38822875501148896
23,23,"Minnesota: Summary level: 040, state:27",804958,717766,215948,42316,63488,26.6,6.1,4.8,3.4,2.5,1.9,2.1,5366594,546431,774084,53774,98.9,13.2,16.1,15.5,4.7,6.9,18.3,6.5,11.7,92883,83410,186638,2147262,774084,2310,Minnesota,27,"Minnesota: Summary level: 040, state:27",4614799,320267,55212,258839,1570,83169,155738,5489594,204155,98721,39851,220029,128510,72215,4623.0,1059.0,305.0,6063.0,2251.0,281.0,1548.0,452.0,106.0,1769.0,732.0,120.0,4354.0,2155.0,383.0,5745.0,2067.0,733.0,,,,,,,455.0,384.0,57.0,422.0,457.0,0.0,1280,801,387,1114,1160,133,2187,1182,57,2328,1856,355,2015,5489594,804958,42316,63488,0.10182081968563302,0.06946791304302892,0.4972347913524384,0.155,0.047,0.069,0.183,0.065,0.11699999999999999,0.8406448637185191,0.058340744324625826,0.010057574385282408,0.04715084576382152,0.00028599564922287516,0.015150300732622485,0.028369675425905815,0.42577004017600917
