County,state,value,range,year
Sullivan,MO,6.8,3.0 - 8.8 (581),2012-2014
Buena Vista,VA,6.8,3.0 - 8.8 (581),2012-2014
Washington,VT,6.8,3.0 - 8.8 (581),2012-2014
Comanche,TX,6.8,3.0 - 8.8 (581),2012-2014
Abbeville,SC,6.8,3.0 - 8.8 (581),2012-2014
Grand Isle,VT,6.9,3.0 - 8.8 (581),2012-2014
Klickitat,WA,6.9,3.0 - 8.8 (581),2012-2014
Lincoln,WA,6.9,3.0 - 8.8 (581),2012-2014
Albany,WY,6.9,3.0 - 8.8 (581),2012-2014
Catano,PR,6.9,3.0 - 8.8 (581),2012-2014
Toa Alta,PR,6.9,3.0 - 8.8 (581),2012-2014
Rosebud,MT,6.9,3.0 - 8.8 (581),2012-2014
Richardson,NE,6.9,3.0 - 8.8 (581),2012-2014
Nobles,MN,6.9,3.0 - 8.8 (581),2012-2014
Sandoval,NM,6.9,3.0 - 8.8 (581),2012-2014
Orange,NC,6.9,3.0 - 8.8 (581),2012-2014
Chowan,NC,6.9,3.0 - 8.8 (581),2012-2014
Appanoose,IA,6.9,3.0 - 8.8 (581),2012-2014
Sullivan,IN,6.9,3.0 - 8.8 (581),2012-2014
Fulton,IN,6.9,3.0 - 8.8 (581),2012-2014
Wayne,IL,6.9,3.0 - 8.8 (581),2012-2014
Alamosa,CO,6.9,3.0 - 8.8 (581),2012-2014
Mesa,CO,6.9,3.0 - 8.8 (581),2012-2014
La Plata,CO,7.0,3.0 - 8.8 (581),2012-2014
Lassen,CA,7.0,3.0 - 8.8 (581),2012-2014
Pulaski,IN,7.0,3.0 - 8.8 (581),2012-2014
Dickinson,KS,7.0,3.0 - 8.8 (581),2012-2014
Mercer,ND,7.0,3.0 - 8.8 (581),2012-2014
Valley,NE,7.0,3.0 - 8.8 (581),2012-2014
Jackson,MN,7.0,3.0 - 8.8 (581),2012-2014
Marquette,MI,7.0,3.0 - 8.8 (581),2012-2014
Madison,MT,7.0,3.0 - 8.8 (581),2012-2014
Barton,MO,7.0,3.0 - 8.8 (581),2012-2014
Gillespie,TX,7.0,3.0 - 8.8 (581),2012-2014
Frio,TX,7.1,3.0 - 8.8 (581),2012-2014
Goliad,TX,7.1,3.0 - 8.8 (581),2012-2014
Loiza,PR,7.1,3.0 - 8.8 (581),2012-2014
Carolina,PR,7.1,3.0 - 8.8 (581),2012-2014
Iron,MI,7.1,3.0 - 8.8 (581),2012-2014
Sierra,NM,7.1,3.0 - 8.8 (581),2012-2014
Wabash,IL,7.1,3.0 - 8.8 (581),2012-2014
Shoshone,ID,7.1,3.0 - 8.8 (581),2012-2014
Teller,CO,7.1,3.0 - 8.8 (581),2012-2014
Bacon,GA,7.1,3.0 - 8.8 (581),2012-2014
Clay,NC,7.2,3.0 - 8.8 (581),2012-2014
Richland,ND,7.2,3.0 - 8.8 (581),2012-2014
Williams,ND,7.2,3.0 - 8.8 (581),2012-2014
Delta,MI,7.2,3.0 - 8.8 (581),2012-2014
Pope,MN,7.2,3.0 - 8.8 (581),2012-2014
Lafayette,WI,7.2,3.0 - 8.8 (581),2012-2014
Stevens,WA,7.2,3.0 - 8.8 (581),2012-2014
Franklin,VT,7.2,3.0 - 8.8 (581),2012-2014
Blanco,TX,7.3,3.0 - 8.8 (581),2012-2014
Pend Oreille,WA,7.3,3.0 - 8.8 (581),2012-2014
Bayamon,PR,7.3,3.0 - 8.8 (581),2012-2014
Weston,WY,7.3,3.0 - 8.8 (581),2012-2014
Sheridan,WY,7.3,3.0 - 8.8 (581),2012-2014
Chippewa,MN,7.3,3.0 - 8.8 (581),2012-2014
Sanders,MT,7.3,3.0 - 8.8 (581),2012-2014
Saline,NE,7.3,3.0 - 8.8 (581),2012-2014
Otoe,NE,7.3,3.0 - 8.8 (581),2012-2014
Jefferson,OR,7.3,3.0 - 8.8 (581),2012-2014
Wasco,OR,7.3,3.0 - 8.8 (581),2012-2014
Thayer,NE,7.3,3.0 - 8.8 (581),2012-2014
Nye,NV,7.3,3.0 - 8.8 (581),2012-2014
Cleburne,AR,7.3,3.0 - 8.8 (581),2012-2014
Knox,KY,7.3,3.0 - 8.8 (581),2012-2014
Brown,KS,7.4,3.0 - 8.8 (581),2012-2014
Palo Alto,IA,7.4,3.0 - 8.8 (581),2012-2014
Henry,IL,7.4,3.0 - 8.8 (581),2012-2014
Humboldt,NV,7.4,3.0 - 8.8 (581),2012-2014
Socorro,NM,7.4,3.0 - 8.8 (581),2012-2014
Rio Arriba,NM,7.4,3.0 - 8.8 (581),2012-2014
Holt,NE,7.4,3.0 - 8.8 (581),2012-2014
Valley,MT,7.4,3.0 - 8.8 (581),2012-2014
Flathead,MT,7.4,3.0 - 8.8 (581),2012-2014
Ontonagon,MI,7.4,3.0 - 8.8 (581),2012-2014
Faribault,MN,7.4,3.0 - 8.8 (581),2012-2014
Washakie,WY,7.4,3.0 - 8.8 (581),2012-2014
Price,WI,7.4,3.0 - 8.8 (581),2012-2014
San Juan,WA,7.4,3.0 - 8.8 (581),2012-2014
Isabela,PR,7.4,3.0 - 8.8 (581),2012-2014
Gregory,SD,7.4,3.0 - 8.8 (581),2012-2014
Presidio,TX,7.4,3.0 - 8.8 (581),2012-2014
Cache,UT,7.5,3.0 - 8.8 (581),2012-2014
Kingsbury,SD,7.5,3.0 - 8.8 (581),2012-2014
Clay,SD,7.5,3.0 - 8.8 (581),2012-2014
Adams,WA,7.5,3.0 - 8.8 (581),2012-2014
Barron,WI,7.5,3.0 - 8.8 (581),2012-2014
Aguada,PR,7.5,3.0 - 8.8 (581),2012-2014
Meeker,MN,7.5,3.0 - 8.8 (581),2012-2014
Hamilton,NE,7.5,3.0 - 8.8 (581),2012-2014
Phelps,NE,7.5,3.0 - 8.8 (581),2012-2014
Luna,NM,7.5,3.0 - 8.8 (581),2012-2014
Cheshire,NH,7.5,3.0 - 8.8 (581),2012-2014
Sullivan,NH,7.5,3.0 - 8.8 (581),2012-2014
Pembina,ND,7.5,3.0 - 8.8 (581),2012-2014
Stark,IL,7.5,3.0 - 8.8 (581),2012-2014
Franklin,IA,7.5,3.0 - 8.8 (581),2012-2014
Monroe,IA,7.5,3.0 - 8.8 (581),2012-2014
Coconino,AZ,7.5,3.0 - 8.8 (581),2012-2014
Calaveras,CA,7.5,3.0 - 8.8 (581),2012-2014
Douglas,CO,7.5,3.0 - 8.8 (581),2012-2014
Trinity,CA,7.6,3.0 - 8.8 (581),2012-2014
Van Buren,AR,7.6,3.0 - 8.8 (581),2012-2014
Howard,AR,7.6,3.0 - 8.8 (581),2012-2014
Montgomery,IL,7.6,3.0 - 8.8 (581),2012-2014
McKinley,NM,7.6,3.0 - 8.8 (581),2012-2014
Cherry,NE,7.6,3.0 - 8.8 (581),2012-2014
Antelope,NE,7.6,3.0 - 8.8 (581),2012-2014
Teton,WY,7.6,3.0 - 8.8 (581),2012-2014
Shawano,WI,7.6,3.0 - 8.8 (581),2012-2014
Asotin,WA,7.6,3.0 - 8.8 (581),2012-2014
Skamania,WA,7.6,3.0 - 8.8 (581),2012-2014
Salt Lake,UT,7.6,3.0 - 8.8 (581),2012-2014
Ochiltree,TX,7.6,3.0 - 8.8 (581),2012-2014
Lavaca,TX,7.6,3.0 - 8.8 (581),2012-2014
Kendall,TX,7.7,3.0 - 8.8 (581),2012-2014
Stephens,TX,7.7,3.0 - 8.8 (581),2012-2014
Uinta,WY,7.7,3.0 - 8.8 (581),2012-2014
Arecibo,PR,7.7,3.0 - 8.8 (581),2012-2014
Door,WI,7.7,3.0 - 8.8 (581),2012-2014
Guaynabo,PR,7.7,3.0 - 8.8 (581),2012-2014
Atchison,MO,7.7,3.0 - 8.8 (581),2012-2014
Cedar,MO,7.7,3.0 - 8.8 (581),2012-2014
Murray,MN,7.7,3.0 - 8.8 (581),2012-2014
Alger,MI,7.7,3.0 - 8.8 (581),2012-2014
Cumberland,ME,7.7,3.0 - 8.8 (581),2012-2014
Fulton,PA,7.7,3.0 - 8.8 (581),2012-2014
Henry,OH,7.7,3.0 - 8.8 (581),2012-2014
Fayette,IL,7.7,3.0 - 8.8 (581),2012-2014
Bureau,IL,7.7,3.0 - 8.8 (581),2012-2014
Franklin,AR,7.7,3.0 - 8.8 (581),2012-2014
Santa Clara,CA,7.7,3.0 - 8.8 (581),2012-2014
Fremont,CO,7.8,3.0 - 8.8 (581),2012-2014
Monroe,GA,7.8,3.0 - 8.8 (581),2012-2014
Keokuk,IA,7.8,3.0 - 8.8 (581),2012-2014
Jefferson,IA,7.8,3.0 - 8.8 (581),2012-2014
Buchanan,IA,7.8,3.0 - 8.8 (581),2012-2014
LaGrange,IN,7.8,3.0 - 8.8 (581),2012-2014
Hocking,OH,7.8,3.0 - 8.8 (581),2012-2014
Nelson,ND,7.8,3.0 - 8.8 (581),2012-2014
Deschutes,OR,7.8,3.0 - 8.8 (581),2012-2014
New York,NY,7.8,3.0 - 8.8 (581),2012-2014
Bernalillo,NM,7.8,3.0 - 8.8 (581),2012-2014
Washington,NE,7.8,3.0 - 8.8 (581),2012-2014
Washington,ME,7.8,3.0 - 8.8 (581),2012-2014
San German,PR,7.8,3.0 - 8.8 (581),2012-2014
Summers,WV,7.8,3.0 - 8.8 (581),2012-2014
Sanpete,UT,7.8,3.0 - 8.8 (581),2012-2014
Ward,TX,7.8,3.0 - 8.8 (581),2012-2014
Arlington,VA,7.8,3.0 - 8.8 (581),2012-2014
Bandera,TX,7.8,3.0 - 8.8 (581),2012-2014
El Paso,TX,7.9,3.0 - 8.8 (581),2012-2014
Emery,UT,7.9,3.0 - 8.8 (581),2012-2014
Davis,UT,7.9,3.0 - 8.8 (581),2012-2014
Adams,WI,7.9,3.0 - 8.8 (581),2012-2014
San Sebastian,PR,7.9,3.0 - 8.8 (581),2012-2014
Franklin,MS,7.9,3.0 - 8.8 (581),2012-2014
Carroll,MO,7.9,3.0 - 8.8 (581),2012-2014
Gentry,MO,7.9,3.0 - 8.8 (581),2012-2014
Roosevelt,MT,7.9,3.0 - 8.8 (581),2012-2014
Grant,NM,7.9,3.0 - 8.8 (581),2012-2014
Greene,IN,7.9,3.0 - 8.8 (581),2012-2014
Randolph,IL,7.9,3.0 - 8.8 (581),2012-2014
Boone,IN,7.9,3.0 - 8.8 (581),2012-2014
Yolo,CA,7.9,3.0 - 8.8 (581),2012-2014
Marin,CA,7.9,3.0 - 8.8 (581),2012-2014
Stone,AR,8.0,3.0 - 8.8 (581),2012-2014
Arapahoe,CO,8.0,3.0 - 8.8 (581),2012-2014
Jefferson,CO,8.0,3.0 - 8.8 (581),2012-2014
Wilkes,GA,8.0,3.0 - 8.8 (581),2012-2014
Putnam,GA,8.0,3.0 - 8.8 (581),2012-2014
Fountain,IN,8.0,3.0 - 8.8 (581),2012-2014
Bremer,IA,8.0,3.0 - 8.8 (581),2012-2014
Chickasaw,IA,8.0,3.0 - 8.8 (581),2012-2014
Floyd,IA,8.0,3.0 - 8.8 (581),2012-2014
Avery,NC,8.0,3.0 - 8.8 (581),2012-2014
Okfuskee,OK,8.0,3.0 - 8.8 (581),2012-2014
Williams,OH,8.0,3.0 - 8.8 (581),2012-2014
Lincoln,MT,8.0,3.0 - 8.8 (581),2012-2014
Cass,NE,8.0,3.0 - 8.8 (581),2012-2014
Nodaway,MO,8.0,3.0 - 8.8 (581),2012-2014
Stone,MS,8.0,3.0 - 8.8 (581),2012-2014
Steele,MN,8.0,3.0 - 8.8 (581),2012-2014
Gogebic,MI,8.0,3.0 - 8.8 (581),2012-2014
Houghton,MI,8.0,3.0 - 8.8 (581),2012-2014
Oconto,WI,8.0,3.0 - 8.8 (581),2012-2014
Sevier,UT,8.0,3.0 - 8.8 (581),2012-2014
Carbon,UT,8.1,3.0 - 8.8 (581),2012-2014
Jefferson,WI,8.1,3.0 - 8.8 (581),2012-2014
Sauk,WI,8.1,3.0 - 8.8 (581),2012-2014
Trempealeau,WI,8.1,3.0 - 8.8 (581),2012-2014
Crook,WY,8.1,3.0 - 8.8 (581),2012-2014
Gurabo,PR,8.1,3.0 - 8.8 (581),2012-2014
Dorado,PR,8.1,3.0 - 8.8 (581),2012-2014
Androscoggin,ME,8.1,3.0 - 8.8 (581),2012-2014
McLeod,MN,8.1,3.0 - 8.8 (581),2012-2014
Goodhue,MN,8.1,3.0 - 8.8 (581),2012-2014
Platte,NE,8.1,3.0 - 8.8 (581),2012-2014
Washington,NC,8.1,3.0 - 8.8 (581),2012-2014
Benton,IA,8.1,3.0 - 8.8 (581),2012-2014
Jones,IA,8.1,3.0 - 8.8 (581),2012-2014
Barton,KS,8.1,3.0 - 8.8 (581),2012-2014
Maui,HI,8.1,3.0 - 8.8 (581),2012-2014
Morgan,CO,8.1,3.0 - 8.8 (581),2012-2014
Boulder,CO,8.1,3.0 - 8.8 (581),2012-2014
Sonoma,CA,8.1,3.0 - 8.8 (581),2012-2014
Chicot,AR,8.1,3.0 - 8.8 (581),2012-2014
San Mateo,CA,8.2,3.0 - 8.8 (581),2012-2014
Denver,CO,8.2,3.0 - 8.8 (581),2012-2014
Larimer,CO,8.2,3.0 - 8.8 (581),2012-2014
Greene,GA,8.2,3.0 - 8.8 (581),2012-2014
Story,IA,8.2,3.0 - 8.8 (581),2012-2014
Clay,IA,8.2,3.0 - 8.8 (581),2012-2014
Parke,IN,8.2,3.0 - 8.8 (581),2012-2014
Warren,IN,8.2,3.0 - 8.8 (581),2012-2014
Steuben,IN,8.2,3.0 - 8.8 (581),2012-2014
Vermillion,IN,8.2,3.0 - 8.8 (581),2012-2014
Wabasha,MN,8.2,3.0 - 8.8 (581),2012-2014
Clinton,MI,8.2,3.0 - 8.8 (581),2012-2014
San Miguel,NM,8.3,3.0 - 8.8 (581),2012-2014
Traill,ND,8.3,3.0 - 8.8 (581),2012-2014
Dallas,IA,8.3,3.0 - 8.8 (581),2012-2014
Marshall,IA,8.3,3.0 - 8.8 (581),2012-2014
Van Buren,IA,8.3,3.0 - 8.8 (581),2012-2014
Canyon,ID,8.3,3.0 - 8.8 (581),2012-2014
Palm Beach,FL,8.3,3.0 - 8.8 (581),2012-2014
Mendocino,CA,8.3,3.0 - 8.8 (581),2012-2014
Mendocino,CA,8.3,3.0 - 8.8 (581),2012-2014
