County,state,value,range,year
Saginaw,MI,15.7,14.3 - 25.3 (557),2015-2017
Wilson,NC,15.7,14.3 - 25.3 (557),2015-2017
McCracken,KY,15.7,14.3 - 25.3 (557),2015-2017
Claiborne,LA,15.7,14.3 - 25.3 (557),2015-2017
Crittenden,AR,15.7,14.3 - 25.3 (557),2015-2017
Monroe,AR,15.7,14.3 - 25.3 (557),2015-2017
DeSoto,FL,15.7,14.3 - 25.3 (557),2015-2017
Sumter,GA,15.7,14.3 - 25.3 (557),2015-2017
Pickens,AL,15.8,14.3 - 25.3 (557),2015-2017
Caldwell,LA,15.8,14.3 - 25.3 (557),2015-2017
Leslie,KY,15.8,14.3 - 25.3 (557),2015-2017
Vermilion,IL,15.8,14.3 - 25.3 (557),2015-2017
Duplin,NC,15.8,14.3 - 25.3 (557),2015-2017
Cherokee,OK,15.8,14.3 - 25.3 (557),2015-2017
McCurtain,OK,15.8,14.3 - 25.3 (557),2015-2017
Ouachita,LA,15.8,14.3 - 25.3 (557),2015-2017
Monroe,MS,15.8,14.3 - 25.3 (557),2015-2017
Lincoln,MO,15.8,14.3 - 25.3 (557),2015-2017
Marion,MO,15.8,14.3 - 25.3 (557),2015-2017
Stephens,TX,15.8,14.3 - 25.3 (557),2015-2017
Grand Isle,VT,15.8,14.3 - 25.3 (557),2015-2017
Petersburg,VA,15.9,14.3 - 25.3 (557),2015-2017
Maries,MO,15.9,14.3 - 25.3 (557),2015-2017
Lamar,MS,15.9,14.3 - 25.3 (557),2015-2017
Coahoma,MS,15.9,14.3 - 25.3 (557),2015-2017
Vermilion,LA,15.9,14.3 - 25.3 (557),2015-2017
Vance,NC,15.9,14.3 - 25.3 (557),2015-2017
Richmond,NC,15.9,14.3 - 25.3 (557),2015-2017
Sampson,NC,15.9,14.3 - 25.3 (557),2015-2017
Macon,IL,15.9,14.3 - 25.3 (557),2015-2017
Henry,IN,15.9,14.3 - 25.3 (557),2015-2017
Concordia,LA,15.9,14.3 - 25.3 (557),2015-2017
Washington,AL,15.9,14.3 - 25.3 (557),2015-2017
Mississippi,AR,15.9,14.3 - 25.3 (557),2015-2017
Twiggs,GA,15.9,14.3 - 25.3 (557),2015-2017
Jenkins,GA,15.9,14.3 - 25.3 (557),2015-2017
Johnson,GA,16.0,14.3 - 25.3 (557),2015-2017
Brooks,GA,16.0,14.3 - 25.3 (557),2015-2017
Ford,IL,16.0,14.3 - 25.3 (557),2015-2017
Martin,NC,16.0,14.3 - 25.3 (557),2015-2017
Cumberland,NC,16.0,14.3 - 25.3 (557),2015-2017
Rapides,LA,16.0,14.3 - 25.3 (557),2015-2017
Warren,MS,16.0,14.3 - 25.3 (557),2015-2017
Sunflower,MS,16.0,14.3 - 25.3 (557),2015-2017
McDonald,MO,16.0,14.3 - 25.3 (557),2015-2017
Dallas,MO,16.0,14.3 - 25.3 (557),2015-2017
Howard,MO,16.0,14.3 - 25.3 (557),2015-2017
Reynolds,MO,16.0,14.3 - 25.3 (557),2015-2017
Nacogdoches,TX,16.0,14.3 - 25.3 (557),2015-2017
Panola,TX,16.0,14.3 - 25.3 (557),2015-2017
Jim Wells,TX,16.0,14.3 - 25.3 (557),2015-2017
Grayson,TX,16.0,14.3 - 25.3 (557),2015-2017
Bowie,TX,16.0,14.3 - 25.3 (557),2015-2017
Cannon,TN,16.1,14.3 - 25.3 (557),2015-2017
Colleton,SC,16.1,14.3 - 25.3 (557),2015-2017
Craig,VA,16.1,14.3 - 25.3 (557),2015-2017
Sutton,TX,16.1,14.3 - 25.3 (557),2015-2017
San Patricio,TX,16.1,14.3 - 25.3 (557),2015-2017
Ralls,MO,16.1,14.3 - 25.3 (557),2015-2017
Pettis,MO,16.1,14.3 - 25.3 (557),2015-2017
Sabine,LA,16.1,14.3 - 25.3 (557),2015-2017
Crawford,MI,16.1,14.3 - 25.3 (557),2015-2017
Alcorn,MS,16.1,14.3 - 25.3 (557),2015-2017
Garfield,OK,16.1,14.3 - 25.3 (557),2015-2017
Erie,OH,16.1,14.3 - 25.3 (557),2015-2017
Massac,IL,16.1,14.3 - 25.3 (557),2015-2017
Laurens,GA,16.1,14.3 - 25.3 (557),2015-2017
Floyd,GA,16.1,14.3 - 25.3 (557),2015-2017
Franklin,AL,16.1,14.3 - 25.3 (557),2015-2017
Hale,AL,16.1,14.3 - 25.3 (557),2015-2017
Grant,AR,16.2,14.3 - 25.3 (557),2015-2017
Dougherty,GA,16.2,14.3 - 25.3 (557),2015-2017
Wilcox,GA,16.2,14.3 - 25.3 (557),2015-2017
Boise,ID,16.2,14.3 - 25.3 (557),2015-2017
Henderson,IL,16.2,14.3 - 25.3 (557),2015-2017
Union,KY,16.2,14.3 - 25.3 (557),2015-2017
Lafayette,LA,16.2,14.3 - 25.3 (557),2015-2017
Wilkinson,MS,16.2,14.3 - 25.3 (557),2015-2017
Zapata,TX,16.2,14.3 - 25.3 (557),2015-2017
Hopkins,TX,16.2,14.3 - 25.3 (557),2015-2017
Newton,TX,16.2,14.3 - 25.3 (557),2015-2017
Marion,SC,16.2,14.3 - 25.3 (557),2015-2017
Darlington,SC,16.3,14.3 - 25.3 (557),2015-2017
Franklin,TX,16.3,14.3 - 25.3 (557),2015-2017
Ector,TX,16.3,14.3 - 25.3 (557),2015-2017
Washington,MS,16.3,14.3 - 25.3 (557),2015-2017
Jackson,MS,16.3,14.3 - 25.3 (557),2015-2017
Adams,NE,16.3,14.3 - 25.3 (557),2015-2017
Jefferson,OK,16.3,14.3 - 25.3 (557),2015-2017
Catahoula,LA,16.3,14.3 - 25.3 (557),2015-2017
Nicholas,KY,16.3,14.3 - 25.3 (557),2015-2017
Henderson,KY,16.3,14.3 - 25.3 (557),2015-2017
Turner,GA,16.3,14.3 - 25.3 (557),2015-2017
Banks,GA,16.3,14.3 - 25.3 (557),2015-2017
Poinsett,AR,16.3,14.3 - 25.3 (557),2015-2017
Lincoln,AR,16.4,14.3 - 25.3 (557),2015-2017
Chambers,AL,16.4,14.3 - 25.3 (557),2015-2017
Bulloch,GA,16.4,14.3 - 25.3 (557),2015-2017
Polk,GA,16.4,14.3 - 25.3 (557),2015-2017
Johnson,KY,16.4,14.3 - 25.3 (557),2015-2017
Bell,KY,16.4,14.3 - 25.3 (557),2015-2017
Gallatin,KY,16.4,14.3 - 25.3 (557),2015-2017
Allen,KY,16.4,14.3 - 25.3 (557),2015-2017
Warren,NC,16.4,14.3 - 25.3 (557),2015-2017
Salem,NJ,16.4,14.3 - 25.3 (557),2015-2017
Lauderdale,MS,16.4,14.3 - 25.3 (557),2015-2017
Stone,MS,16.4,14.3 - 25.3 (557),2015-2017
Gregg,TX,16.4,14.3 - 25.3 (557),2015-2017
Allendale,SC,16.4,14.3 - 25.3 (557),2015-2017
Dallam,TX,16.4,14.3 - 25.3 (557),2015-2017
Brooke,WV,16.4,14.3 - 25.3 (557),2015-2017
Grainger,TN,16.5,14.3 - 25.3 (557),2015-2017
Venango,PA,16.5,14.3 - 25.3 (557),2015-2017
Forrest,MS,16.5,14.3 - 25.3 (557),2015-2017
Clay,MS,16.5,14.3 - 25.3 (557),2015-2017
Wayne,MI,16.5,14.3 - 25.3 (557),2015-2017
Robeson,NC,16.5,14.3 - 25.3 (557),2015-2017
Franklin,NC,16.5,14.3 - 25.3 (557),2015-2017
Bryan,OK,16.5,14.3 - 25.3 (557),2015-2017
Iberville,LA,16.5,14.3 - 25.3 (557),2015-2017
Moultrie,IL,16.5,14.3 - 25.3 (557),2015-2017
Posey,IN,16.5,14.3 - 25.3 (557),2015-2017
Jefferson,IL,16.6,14.3 - 25.3 (557),2015-2017
Crittenden,KY,16.6,14.3 - 25.3 (557),2015-2017
Charlton,GA,16.6,14.3 - 25.3 (557),2015-2017
Jackson,TN,16.6,14.3 - 25.3 (557),2015-2017
Brooks,TX,16.6,14.3 - 25.3 (557),2015-2017
Webster,WV,16.6,14.3 - 25.3 (557),2015-2017
Houston,TN,16.7,14.3 - 25.3 (557),2015-2017
Marion,AL,16.7,14.3 - 25.3 (557),2015-2017
Daviess,KY,16.7,14.3 - 25.3 (557),2015-2017
Perry,KY,16.7,14.3 - 25.3 (557),2015-2017
Creek,OK,16.7,14.3 - 25.3 (557),2015-2017
McIntosh,OK,16.7,14.3 - 25.3 (557),2015-2017
Clarion,PA,16.7,14.3 - 25.3 (557),2015-2017
Hoke,NC,16.7,14.3 - 25.3 (557),2015-2017
Pitt,NC,16.7,14.3 - 25.3 (557),2015-2017
Lenoir,NC,16.7,14.3 - 25.3 (557),2015-2017
George,MS,16.7,14.3 - 25.3 (557),2015-2017
Baltimore City,MD,16.7,14.3 - 25.3 (557),2015-2017
Tunica,MS,16.7,14.3 - 25.3 (557),2015-2017
Montgomery,MS,16.7,14.3 - 25.3 (557),2015-2017
Perry,MS,16.7,14.3 - 25.3 (557),2015-2017
Indiana,PA,16.8,14.3 - 25.3 (557),2015-2017
Calloway,KY,16.8,14.3 - 25.3 (557),2015-2017
Dixie,FL,16.8,14.3 - 25.3 (557),2015-2017
Putnam,TN,16.8,14.3 - 25.3 (557),2015-2017
White,TN,16.8,14.3 - 25.3 (557),2015-2017
Clay,TN,16.8,14.3 - 25.3 (557),2015-2017
Red River,TX,16.9,14.3 - 25.3 (557),2015-2017
Monroe,AL,16.9,14.3 - 25.3 (557),2015-2017
Dallas,AL,16.9,14.3 - 25.3 (557),2015-2017
Lewis,KY,16.9,14.3 - 25.3 (557),2015-2017
Webster,KY,16.9,14.3 - 25.3 (557),2015-2017
Knott,KY,17.0,14.3 - 25.3 (557),2015-2017
Kankakee,IL,17.0,14.3 - 25.3 (557),2015-2017
Cleveland,AR,17.0,14.3 - 25.3 (557),2015-2017
Long,GA,17.0,14.3 - 25.3 (557),2015-2017
Wagoner,OK,17.0,14.3 - 25.3 (557),2015-2017
Stokes,NC,17.0,14.3 - 25.3 (557),2015-2017
Lee,MS,17.0,14.3 - 25.3 (557),2015-2017
Delta,TX,17.0,14.3 - 25.3 (557),2015-2017
Genesee,MI,17.1,14.3 - 25.3 (557),2015-2017
Genesee,MI,17.1,14.3 - 25.3 (557),2015-2017
Northampton,NC,17.1,14.3 - 25.3 (557),2015-2017
Douglas,IL,17.1,14.3 - 25.3 (557),2015-2017
Morton,KS,17.1,14.3 - 25.3 (557),2015-2017
Meade,KY,17.2,14.3 - 25.3 (557),2015-2017
Terrell,GA,17.2,14.3 - 25.3 (557),2015-2017
Jefferson,OH,17.2,14.3 - 25.3 (557),2015-2017
Dorchester,MD,17.2,14.3 - 25.3 (557),2015-2017
Jefferson,MS,17.2,14.3 - 25.3 (557),2015-2017
Shackelford,TX,17.2,14.3 - 25.3 (557),2015-2017
Macon,TN,17.3,14.3 - 25.3 (557),2015-2017
Macon,TN,17.3,14.3 - 25.3 (557),2015-2017
Jefferson Davis,LA,17.3,14.3 - 25.3 (557),2015-2017
Clarke,MS,17.3,14.3 - 25.3 (557),2015-2017
Halifax,NC,17.3,14.3 - 25.3 (557),2015-2017
Covington,AL,17.3,14.3 - 25.3 (557),2015-2017
Choctaw,AL,17.3,14.3 - 25.3 (557),2015-2017
Choctaw,AL,17.3,14.3 - 25.3 (557),2015-2017
Carroll,KY,17.3,14.3 - 25.3 (557),2015-2017
Pike,IN,17.4,14.3 - 25.3 (557),2015-2017
Taylor,GA,17.4,14.3 - 25.3 (557),2015-2017
Grady,GA,17.4,14.3 - 25.3 (557),2015-2017
Benton,MN,17.4,14.3 - 25.3 (557),2015-2017
Bollinger,MO,17.4,14.3 - 25.3 (557),2015-2017
San Jacinto,TX,17.4,14.3 - 25.3 (557),2015-2017
Charlotte,VA,17.4,14.3 - 25.3 (557),2015-2017
King William,VA,17.4,14.3 - 25.3 (557),2015-2017
Freestone,TX,17.5,14.3 - 25.3 (557),2015-2017
Caldwell,MO,17.5,14.3 - 25.3 (557),2015-2017
McClain,OK,17.5,14.3 - 25.3 (557),2015-2017
Lee,GA,17.5,14.3 - 25.3 (557),2015-2017
Seminole,GA,17.5,14.3 - 25.3 (557),2015-2017
McCreary,KY,17.6,14.3 - 25.3 (557),2015-2017
Cass,TX,17.6,14.3 - 25.3 (557),2015-2017
Letcher,KY,17.7,14.3 - 25.3 (557),2015-2017
Fayette,AL,17.7,14.3 - 25.3 (557),2015-2017
Nash,NC,17.7,14.3 - 25.3 (557),2015-2017
Ripley,MO,17.8,14.3 - 25.3 (557),2015-2017
Scott,MO,17.8,14.3 - 25.3 (557),2015-2017
Carroll,MS,17.8,14.3 - 25.3 (557),2015-2017
Tuscaloosa,AL,17.8,14.3 - 25.3 (557),2015-2017
Marion,AR,17.8,14.3 - 25.3 (557),2015-2017
Mineral,WV,17.8,14.3 - 25.3 (557),2015-2017
Coke,TX,17.9,14.3 - 25.3 (557),2015-2017
Breathitt,KY,17.9,14.3 - 25.3 (557),2015-2017
Fleming,KY,17.9,14.3 - 25.3 (557),2015-2017
Lake,IN,17.9,14.3 - 25.3 (557),2015-2017
Hopkins,KY,18.0,14.3 - 25.3 (557),2015-2017
Calhoun,GA,18.0,14.3 - 25.3 (557),2015-2017
Gallia,OH,18.0,14.3 - 25.3 (557),2015-2017
Charles City,VA,18.0,14.3 - 25.3 (557),2015-2017
Salem,VA,18.0,14.3 - 25.3 (557),2015-2017
Jones,TX,18.1,14.3 - 25.3 (557),2015-2017
Pushmataha,OK,18.1,14.3 - 25.3 (557),2015-2017
Macon,GA,18.1,14.3 - 25.3 (557),2015-2017
Greene,AL,18.1,14.3 - 25.3 (557),2015-2017
Greene,AR,18.1,14.3 - 25.3 (557),2015-2017
Grant,LA,18.1,14.3 - 25.3 (557),2015-2017
Alleghany,VA,18.2,14.3 - 25.3 (557),2015-2017
Wahkiakum,WA,18.2,14.3 - 25.3 (557),2015-2017
Pulaski,VA,18.2,14.3 - 25.3 (557),2015-2017
Fentress,TN,18.3,14.3 - 25.3 (557),2015-2017
Claiborne,MS,18.3,14.3 - 25.3 (557),2015-2017
Kemper,MS,18.3,14.3 - 25.3 (557),2015-2017
Scioto,OH,18.4,14.3 - 25.3 (557),2015-2017
Alexander,IL,18.4,14.3 - 25.3 (557),2015-2017
Wayne,TN,18.4,14.3 - 25.3 (557),2015-2017
Liberty,TX,18.4,14.3 - 25.3 (557),2015-2017
Refugio,TX,18.4,14.3 - 25.3 (557),2015-2017
Prentiss,MS,18.6,14.3 - 25.3 (557),2015-2017
Choctaw,OK,18.7,14.3 - 25.3 (557),2015-2017
Itawamba,MS,18.8,14.3 - 25.3 (557),2015-2017
Clearwater,MN,18.8,14.3 - 25.3 (557),2015-2017
Knox,IN,18.8,14.3 - 25.3 (557),2015-2017
Clay,KY,18.8,14.3 - 25.3 (557),2015-2017
Ballard,KY,18.8,14.3 - 25.3 (557),2015-2017
Clay,WV,18.8,14.3 - 25.3 (557),2015-2017
Overton,TN,19.0,14.3 - 25.3 (557),2015-2017
Little River,AR,19.0,14.3 - 25.3 (557),2015-2017
Allegany,MD,19.0,14.3 - 25.3 (557),2015-2017
Edgecombe,NC,19.0,14.3 - 25.3 (557),2015-2017
Anson,NC,19.0,14.3 - 25.3 (557),2015-2017
Latimer,OK,19.1,14.3 - 25.3 (557),2015-2017
Perry,AL,19.1,14.3 - 25.3 (557),2015-2017
Okeechobee,FL,19.1,14.3 - 25.3 (557),2015-2017
Conecuh,AL,19.2,14.3 - 25.3 (557),2015-2017
Chickasaw,MS,19.2,14.3 - 25.3 (557),2015-2017
Benton,MS,19.3,14.3 - 25.3 (557),2015-2017
Magoffin,KY,19.3,14.3 - 25.3 (557),2015-2017
Marion,TX,19.3,14.3 - 25.3 (557),2015-2017
Menifee,KY,19.4,14.3 - 25.3 (557),2015-2017
Union,IN,19.6,14.3 - 25.3 (557),2015-2017
Irwin,GA,19.6,14.3 - 25.3 (557),2015-2017
Jasper,MS,19.7,14.3 - 25.3 (557),2015-2017
Webster,MS,19.7,14.3 - 25.3 (557),2015-2017
Mississippi,MO,19.7,14.3 - 25.3 (557),2015-2017
Tishomingo,MS,19.8,14.3 - 25.3 (557),2015-2017
Henry,KY,19.8,14.3 - 25.3 (557),2015-2017
Crockett,TX,20.1,14.3 - 25.3 (557),2015-2017
Evangeline,LA,20.9,14.3 - 25.3 (557),2015-2017
Leflore,MS,21.1,14.3 - 25.3 (557),2015-2017
Todd,KY,21.5,14.3 - 25.3 (557),2015-2017
Monroe,KY,21.8,14.3 - 25.3 (557),2015-2017
Titus,TX,21.8,14.3 - 25.3 (557),2015-2017
Titus,TX,21.8,14.3 - 25.3 (557),2015-2017
Greene,NC,24.4,14.3 - 25.3 (557),2015-2017
Treutlen,GA,24.6,14.3 - 25.3 (557),2015-2017
Jim Hogg,TX,25.3,14.3 - 25.3 (557),2015-2017
Aleutians East,AK,Insufficient Data,Insufficient Data (378),2015-2017
Aleutians West,AK,Insufficient Data,Insufficient Data (378),2015-2017
Bristol Bay,AK,Insufficient Data,Insufficient Data (378),2015-2017
Denali,AK,Insufficient Data,Insufficient Data (378),2015-2017
Dillingham,AK,Insufficient Data,Insufficient Data (378),2015-2017
Haines,AK,Insufficient Data,Insufficient Data (378),2015-2017
Haines,AK,Insufficient Data,Insufficient Data (378),2015-2017
Kodiak Island,AK,Insufficient Data,Insufficient Data (378),2015-2017
Kusilvak,AK,Insufficient Data,Insufficient Data (378),2015-2017
Lake and Peninsula,AK,Insufficient Data,Insufficient Data (378),2015-2017
North Slope,AK,Insufficient Data,Insufficient Data (378),2015-2017
Northwest Arctic,AK,Insufficient Data,Insufficient Data (378),2015-2017
Petersburg,AK,Insufficient Data,Insufficient Data (378),2015-2017
Petersburg,AK,Insufficient Data,Insufficient Data (378),2015-2017
Skagway,AK,Insufficient Data,Insufficient Data (378),2015-2017
Southeast Fairbanks,AK,Insufficient Data,Insufficient Data (378),2015-2017
Southeast Fairbanks,AK,Insufficient Data,Insufficient Data (378),2015-2017
Wrangell,AK,Insufficient Data,Insufficient Data (378),2015-2017
Yakutat,AK,Insufficient Data,Insufficient Data (378),2015-2017
Yakutat,AK,Insufficient Data,Insufficient Data (378),2015-2017
Kenai Peninsula,AK,Insufficient Data,Insufficient Data (378),2015-2017
Calhoun,AR,Insufficient Data,Insufficient Data (378),2015-2017
Alpine,CA,Insufficient Data,Insufficient Data (378),2015-2017
Sierra,CA,Insufficient Data,Insufficient Data (378),2015-2017
Baca,CO,Insufficient Data,Insufficient Data (378),2015-2017
Bent,CO,Insufficient Data,Insufficient Data (378),2015-2017
Cheyenne,CO,Insufficient Data,Insufficient Data (378),2015-2017
Clear Creek,CO,Insufficient Data,Insufficient Data (378),2015-2017
Conejos,CO,Insufficient Data,Insufficient Data (378),2015-2017
Costilla,CO,Insufficient Data,Insufficient Data (378),2015-2017
Crowley,CO,Insufficient Data,Insufficient Data (378),2015-2017
Custer,CO,Insufficient Data,Insufficient Data (378),2015-2017
Dolores,CO,Insufficient Data,Insufficient Data (378),2015-2017
Gilpin,CO,Insufficient Data,Insufficient Data (378),2015-2017
Gunnison,CO,Insufficient Data,Insufficient Data (378),2015-2017
Hinsdale,CO,Insufficient Data,Insufficient Data (378),2015-2017
Huerfano,CO,Insufficient Data,Insufficient Data (378),2015-2017
Jackson,CO,Insufficient Data,Insufficient Data (378),2015-2017
Kiowa,CO,Insufficient Data,Insufficient Data (378),2015-2017
Lake,CO,Insufficient Data,Insufficient Data (378),2015-2017
Lincoln,CO,Insufficient Data,Insufficient Data (378),2015-2017
Mineral,CO,Insufficient Data,Insufficient Data (378),2015-2017
Ouray,CO,Insufficient Data,Insufficient Data (378),2015-2017
Phillips,CO,Insufficient Data,Insufficient Data (378),2015-2017
Rio Blanco,CO,Insufficient Data,Insufficient Data (378),2015-2017
San Juan,CO,Insufficient Data,Insufficient Data (378),2015-2017
San Miguel,CO,Insufficient Data,Insufficient Data (378),2015-2017
Sedgwick,CO,Insufficient Data,Insufficient Data (378),2015-2017
Washington,CO,Insufficient Data,Insufficient Data (378),2015-2017
Baker,GA,Insufficient Data,Insufficient Data (378),2015-2017
Chattahoochee,GA,Insufficient Data,Insufficient Data (378),2015-2017
Clay,GA,Insufficient Data,Insufficient Data (378),2015-2017
Echols,GA,Insufficient Data,Insufficient Data (378),2015-2017
Glascock,GA,Insufficient Data,Insufficient Data (378),2015-2017
Lanier,GA,Insufficient Data,Insufficient Data (378),2015-2017
Marion,GA,Insufficient Data,Insufficient Data (378),2015-2017
Quitman,GA,Insufficient Data,Insufficient Data (378),2015-2017
Randolph,GA,Insufficient Data,Insufficient Data (378),2015-2017
Schley,GA,Insufficient Data,Insufficient Data (378),2015-2017
Talbot,GA,Insufficient Data,Insufficient Data (378),2015-2017
Taliaferro,GA,Insufficient Data,Insufficient Data (378),2015-2017
Stewart,GA,Insufficient Data,Insufficient Data (378),2015-2017
Webster,GA,Insufficient Data,Insufficient Data (378),2015-2017
Wheeler,GA,Insufficient Data,Insufficient Data (378),2015-2017
Kalawao,HI,Insufficient Data,Insufficient Data (378),2015-2017
Bear Lake,ID,Insufficient Data,Insufficient Data (378),2015-2017
Butte,ID,Insufficient Data,Insufficient Data (378),2015-2017
Camas,ID,Insufficient Data,Insufficient Data (378),2015-2017
Clark,ID,Insufficient Data,Insufficient Data (378),2015-2017
Lincoln,ID,Insufficient Data,Insufficient Data (378),2015-2017
Oneida,ID,Insufficient Data,Insufficient Data (378),2015-2017
Owyhee,ID,Insufficient Data,Insufficient Data (378),2015-2017
Teton,ID,Insufficient Data,Insufficient Data (378),2015-2017
Valley,ID,Insufficient Data,Insufficient Data (378),2015-2017
Adams,IA,Insufficient Data,Insufficient Data (378),2015-2017
Ida,IA,Insufficient Data,Insufficient Data (378),2015-2017
Monroe,IA,Insufficient Data,Insufficient Data (378),2015-2017
Ringgold,IA,Insufficient Data,Insufficient Data (378),2015-2017
Wayne,IA,Insufficient Data,Insufficient Data (378),2015-2017
Chase,KS,Insufficient Data,Insufficient Data (378),2015-2017
Chautauqua,KS,Insufficient Data,Insufficient Data (378),2015-2017
Clark,KS,Insufficient Data,Insufficient Data (378),2015-2017
Comanche,KS,Insufficient Data,Insufficient Data (378),2015-2017
Decatur,KS,Insufficient Data,Insufficient Data (378),2015-2017
Edwards,KS,Insufficient Data,Insufficient Data (378),2015-2017
Elk,KS,Insufficient Data,Insufficient Data (378),2015-2017
Gove,KS,Insufficient Data,Insufficient Data (378),2015-2017
Graham,KS,Insufficient Data,Insufficient Data (378),2015-2017
Greeley,KS,Insufficient Data,Insufficient Data (378),2015-2017
Hamilton,KS,Insufficient Data,Insufficient Data (378),2015-2017
Haskell,KS,Insufficient Data,Insufficient Data (378),2015-2017
Hodgeman,KS,Insufficient Data,Insufficient Data (378),2015-2017
Jewell,KS,Insufficient Data,Insufficient Data (378),2015-2017
Kearny,KS,Insufficient Data,Insufficient Data (378),2015-2017
Kiowa,KS,Insufficient Data,Insufficient Data (378),2015-2017
Lane,KS,Insufficient Data,Insufficient Data (378),2015-2017
Lincoln,KS,Insufficient Data,Insufficient Data (378),2015-2017
Logan,KS,Insufficient Data,Insufficient Data (378),2015-2017
Meade,KS,Insufficient Data,Insufficient Data (378),2015-2017
Mitchell,KS,Insufficient Data,Insufficient Data (378),2015-2017
Pawnee,KS,Insufficient Data,Insufficient Data (378),2015-2017
Republic,KS,Insufficient Data,Insufficient Data (378),2015-2017
Scott,KS,Insufficient Data,Insufficient Data (378),2015-2017
Sheridan,KS,Insufficient Data,Insufficient Data (378),2015-2017
Stanton,KS,Insufficient Data,Insufficient Data (378),2015-2017
Wallace,KS,Insufficient Data,Insufficient Data (378),2015-2017
Washington,KS,Insufficient Data,Insufficient Data (378),2015-2017
Wichita,KS,Insufficient Data,Insufficient Data (378),2015-2017
Thomas,KS,Insufficient Data,Insufficient Data (378),2015-2017
Trego,KS,Insufficient Data,Insufficient Data (378),2015-2017
Woodson,KS,Insufficient Data,Insufficient Data (378),2015-2017
Cumberland,KY,Insufficient Data,Insufficient Data (378),2015-2017
Hickman,KY,Insufficient Data,Insufficient Data (378),2015-2017
Owsley,KY,Insufficient Data,Insufficient Data (378),2015-2017
Robertson,KY,Insufficient Data,Insufficient Data (378),2015-2017
Cameron,LA,Insufficient Data,Insufficient Data (378),2015-2017
Keweenaw,MI,Insufficient Data,Insufficient Data (378),2015-2017
Big Stone,MN,Insufficient Data,Insufficient Data (378),2015-2017
Chippewa,MN,Insufficient Data,Insufficient Data (378),2015-2017
Cook,MN,Insufficient Data,Insufficient Data (378),2015-2017
Kittson,MN,Insufficient Data,Insufficient Data (378),2015-2017
Lac qui Parle,MN,Insufficient Data,Insufficient Data (378),2015-2017
Lake of the Woods,MN,Insufficient Data,Insufficient Data (378),2015-2017
Lincoln,MN,Insufficient Data,Insufficient Data (378),2015-2017
Mahnomen,MN,Insufficient Data,Insufficient Data (378),2015-2017
Pennington,MN,Insufficient Data,Insufficient Data (378),2015-2017
Red Lake,MN,Insufficient Data,Insufficient Data (378),2015-2017
Roseau,MN,Insufficient Data,Insufficient Data (378),2015-2017
Swift,MN,Insufficient Data,Insufficient Data (378),2015-2017
Traverse,MN,Insufficient Data,Insufficient Data (378),2015-2017
Issaquena,MS,Insufficient Data,Insufficient Data (378),2015-2017
Sharkey,MS,Insufficient Data,Insufficient Data (378),2015-2017
Holt,MO,Insufficient Data,Insufficient Data (378),2015-2017
Knox,MO,Insufficient Data,Insufficient Data (378),2015-2017
Mercer,MO,Insufficient Data,Insufficient Data (378),2015-2017
Worth,MO,Insufficient Data,Insufficient Data (378),2015-2017
Beaverhead,MT,Insufficient Data,Insufficient Data (378),2015-2017
Carter,MT,Insufficient Data,Insufficient Data (378),2015-2017
Chouteau,MT,Insufficient Data,Insufficient Data (378),2015-2017
Deer Lodge,MT,Insufficient Data,Insufficient Data (378),2015-2017
Fallon,MT,Insufficient Data,Insufficient Data (378),2015-2017
Daniels,MT,Insufficient Data,Insufficient Data (378),2015-2017
Garfield,MT,Insufficient Data,Insufficient Data (378),2015-2017
Golden Valley,MT,Insufficient Data,Insufficient Data (378),2015-2017
Granite,MT,Insufficient Data,Insufficient Data (378),2015-2017
Judith Basin,MT,Insufficient Data,Insufficient Data (378),2015-2017
Liberty,MT,Insufficient Data,Insufficient Data (378),2015-2017
McCone,MT,Insufficient Data,Insufficient Data (378),2015-2017
Meagher,MT,Insufficient Data,Insufficient Data (378),2015-2017
Petroleum,MT,Insufficient Data,Insufficient Data (378),2015-2017
Phillips,MT,Insufficient Data,Insufficient Data (378),2015-2017
Powder River,MT,Insufficient Data,Insufficient Data (378),2015-2017
Prairie,MT,Insufficient Data,Insufficient Data (378),2015-2017
Richland,MT,Insufficient Data,Insufficient Data (378),2015-2017
Sheridan,MT,Insufficient Data,Insufficient Data (378),2015-2017
Sweet Grass,MT,Insufficient Data,Insufficient Data (378),2015-2017
Toole,MT,Insufficient Data,Insufficient Data (378),2015-2017
Treasure,MT,Insufficient Data,Insufficient Data (378),2015-2017
Wheatland,MT,Insufficient Data,Insufficient Data (378),2015-2017
Wibaux,MT,Insufficient Data,Insufficient Data (378),2015-2017
Arthur,NE,Insufficient Data,Insufficient Data (378),2015-2017
Banner,NE,Insufficient Data,Insufficient Data (378),2015-2017
Blaine,NE,Insufficient Data,Insufficient Data (378),2015-2017
Boyd,NE,Insufficient Data,Insufficient Data (378),2015-2017
Brown,NE,Insufficient Data,Insufficient Data (378),2015-2017
Chase,NE,Insufficient Data,Insufficient Data (378),2015-2017
Dawes,NE,Insufficient Data,Insufficient Data (378),2015-2017
Deuel,NE,Insufficient Data,Insufficient Data (378),2015-2017
Dundy,NE,Insufficient Data,Insufficient Data (378),2015-2017
Frontier,NE,Insufficient Data,Insufficient Data (378),2015-2017
Furnas,NE,Insufficient Data,Insufficient Data (378),2015-2017
Garden,NE,Insufficient Data,Insufficient Data (378),2015-2017
