County,state,value,range,year
Richland,WI,5.3,3.1 - 8.9 (585),2011-2013
Fajardo,PR,5.4,3.1 - 8.9 (585),2011-2013
Cloud,KS,5.4,3.1 - 8.9 (585),2011-2013
Nemaha,KS,5.4,3.1 - 8.9 (585),2011-2013
Lucas,IA,5.4,3.1 - 8.9 (585),2011-2013
Mahaska,IA,5.4,3.1 - 8.9 (585),2011-2013
Hamilton,NE,5.4,3.1 - 8.9 (585),2011-2013
Holt,NE,5.4,3.1 - 8.9 (585),2011-2013
Transylvania,NC,5.4,3.1 - 8.9 (585),2011-2013
Barnes,ND,5.5,3.1 - 8.9 (585),2011-2013
York,NE,5.5,3.1 - 8.9 (585),2011-2013
Cottonwood,MN,5.5,3.1 - 8.9 (585),2011-2013
Todd,MN,5.5,3.1 - 8.9 (585),2011-2013
Adair,IA,5.5,3.1 - 8.9 (585),2011-2013
Clay,KS,5.5,3.1 - 8.9 (585),2011-2013
Wasatch,UT,5.5,3.1 - 8.9 (585),2011-2013
Millard,UT,5.6,3.1 - 8.9 (585),2011-2013
Custer,SD,5.6,3.1 - 8.9 (585),2011-2013
Vernon,WI,5.6,3.1 - 8.9 (585),2011-2013
Waupaca,WI,5.6,3.1 - 8.9 (585),2011-2013
Lyon,MN,5.6,3.1 - 8.9 (585),2011-2013
Baraga,MI,5.6,3.1 - 8.9 (585),2011-2013
Ravalli,MT,5.6,3.1 - 8.9 (585),2011-2013
Seward,NE,5.6,3.1 - 8.9 (585),2011-2013
Carroll,NH,5.7,3.1 - 8.9 (585),2011-2013
Fillmore,NE,5.7,3.1 - 8.9 (585),2011-2013
Brown,MN,5.7,3.1 - 8.9 (585),2011-2013
Neosho,KS,5.7,3.1 - 8.9 (585),2011-2013
Henry,IA,5.7,3.1 - 8.9 (585),2011-2013
Elmore,ID,5.7,3.1 - 8.9 (585),2011-2013
Archuleta,CO,5.7,3.1 - 8.9 (585),2011-2013
Garfield,CO,5.7,3.1 - 8.9 (585),2011-2013
Pierce,WI,5.7,3.1 - 8.9 (585),2011-2013
Grant,WI,5.7,3.1 - 8.9 (585),2011-2013
Klickitat,WA,5.7,3.1 - 8.9 (585),2011-2013
Island,WA,5.8,3.1 - 8.9 (585),2011-2013
Langlade,WI,5.8,3.1 - 8.9 (585),2011-2013
Monroe,WI,5.8,3.1 - 8.9 (585),2011-2013
Catano,PR,5.8,3.1 - 8.9 (585),2011-2013
Gem,ID,5.8,3.1 - 8.9 (585),2011-2013
Decatur,IN,5.8,3.1 - 8.9 (585),2011-2013
Calhoun,IA,5.8,3.1 - 8.9 (585),2011-2013
Murray,MN,5.8,3.1 - 8.9 (585),2011-2013
Swift,MN,5.8,3.1 - 8.9 (585),2011-2013
Cheyenne,NE,5.8,3.1 - 8.9 (585),2011-2013
Grafton,NH,5.8,3.1 - 8.9 (585),2011-2013
Sandoval,NM,5.8,3.1 - 8.9 (585),2011-2013
Socorro,NM,5.8,3.1 - 8.9 (585),2011-2013
Lincoln,OR,5.8,3.1 - 8.9 (585),2011-2013
Wallowa,OR,5.9,3.1 - 8.9 (585),2011-2013
Redwood,MN,5.9,3.1 - 8.9 (585),2011-2013
Monona,IA,5.9,3.1 - 8.9 (585),2011-2013
Gooding,ID,5.9,3.1 - 8.9 (585),2011-2013
Phillips,KS,5.9,3.1 - 8.9 (585),2011-2013
Pocahontas,IA,5.9,3.1 - 8.9 (585),2011-2013
Eagle,CO,5.9,3.1 - 8.9 (585),2011-2013
Inyo,CA,5.9,3.1 - 8.9 (585),2011-2013
Albany,WY,5.9,3.1 - 8.9 (585),2011-2013
Crawford,WI,5.9,3.1 - 8.9 (585),2011-2013
Lincoln,WA,5.9,3.1 - 8.9 (585),2011-2013
Abbeville,SC,5.9,3.1 - 8.9 (585),2011-2013
Presidio,TX,6.0,3.1 - 8.9 (585),2011-2013
Clearwater,ID,6.0,3.1 - 8.9 (585),2011-2013
Clearwater,ID,6.0,3.1 - 8.9 (585),2011-2013
Delaware,IA,6.0,3.1 - 8.9 (585),2011-2013
Koochiching,MN,6.0,3.1 - 8.9 (585),2011-2013
Clatsop,OR,6.0,3.1 - 8.9 (585),2011-2013
Colfax,NM,6.0,3.1 - 8.9 (585),2011-2013
Walsh,ND,6.1,3.1 - 8.9 (585),2011-2013
Iron,MI,6.1,3.1 - 8.9 (585),2011-2013
Piscataquis,ME,6.1,3.1 - 8.9 (585),2011-2013
Fayette,IA,6.1,3.1 - 8.9 (585),2011-2013
Hardin,IA,6.1,3.1 - 8.9 (585),2011-2013
Appanoose,IA,6.1,3.1 - 8.9 (585),2011-2013
Washington,VT,6.1,3.1 - 8.9 (585),2011-2013
Giles,VA,6.1,3.1 - 8.9 (585),2011-2013
Butte,SD,6.1,3.1 - 8.9 (585),2011-2013
Stevens,WA,6.1,3.1 - 8.9 (585),2011-2013
Summers,WV,6.1,3.1 - 8.9 (585),2011-2013
Lincoln,WY,6.2,3.1 - 8.9 (585),2011-2013
Juncos,PR,6.2,3.1 - 8.9 (585),2011-2013
Humacao,PR,6.2,3.1 - 8.9 (585),2011-2013
Toa Baja,PR,6.2,3.1 - 8.9 (585),2011-2013
Vieques,PR,6.2,3.1 - 8.9 (585),2011-2013
Bingham,ID,6.2,3.1 - 8.9 (585),2011-2013
Teller,CO,6.2,3.1 - 8.9 (585),2011-2013
Trinity,CA,6.2,3.1 - 8.9 (585),2011-2013
Manistee,MI,6.2,3.1 - 8.9 (585),2011-2013
Fillmore,MN,6.2,3.1 - 8.9 (585),2011-2013
Yellow Medicine,MN,6.2,3.1 - 8.9 (585),2011-2013
Crook,OR,6.2,3.1 - 8.9 (585),2011-2013
Morrow,OR,6.2,3.1 - 8.9 (585),2011-2013
Cibola,NM,6.2,3.1 - 8.9 (585),2011-2013
Wyandot,OH,6.3,3.1 - 8.9 (585),2011-2013
Waldo,ME,6.3,3.1 - 8.9 (585),2011-2013
Phelps,NE,6.3,3.1 - 8.9 (585),2011-2013
Decatur,IA,6.3,3.1 - 8.9 (585),2011-2013
Washington,ID,6.3,3.1 - 8.9 (585),2011-2013
Sioux,IA,6.3,3.1 - 8.9 (585),2011-2013
Brown,KS,6.3,3.1 - 8.9 (585),2011-2013
Dickinson,KS,6.3,3.1 - 8.9 (585),2011-2013
Washburn,WI,6.3,3.1 - 8.9 (585),2011-2013
Washburn,WI,6.3,3.1 - 8.9 (585),2011-2013
Dunn,WI,6.3,3.1 - 8.9 (585),2011-2013
Parmer,TX,6.3,3.1 - 8.9 (585),2011-2013
Orange,VT,6.4,3.1 - 8.9 (585),2011-2013
Bon Homme,SD,6.4,3.1 - 8.9 (585),2011-2013
Toa Alta,PR,6.4,3.1 - 8.9 (585),2011-2013
Camuy,PR,6.4,3.1 - 8.9 (585),2011-2013
Lewis,ID,6.4,3.1 - 8.9 (585),2011-2013
Shoshone,ID,6.4,3.1 - 8.9 (585),2011-2013
Adams,IN,6.4,3.1 - 8.9 (585),2011-2013
Cherokee,IA,6.4,3.1 - 8.9 (585),2011-2013
Sanders,MT,6.4,3.1 - 8.9 (585),2011-2013
Somerset,ME,6.4,3.1 - 8.9 (585),2011-2013
Marquette,MI,6.4,3.1 - 8.9 (585),2011-2013
Williams,ND,6.4,3.1 - 8.9 (585),2011-2013
Umatilla,OR,6.4,3.1 - 8.9 (585),2011-2013
Alleghany,NC,6.4,3.1 - 8.9 (585),2011-2013
Dare,NC,6.5,3.1 - 8.9 (585),2011-2013
Meeker,MN,6.5,3.1 - 8.9 (585),2011-2013
Lincoln,MT,6.5,3.1 - 8.9 (585),2011-2013
Page,IA,6.5,3.1 - 8.9 (585),2011-2013
Rusk,WI,6.5,3.1 - 8.9 (585),2011-2013
Roberts,SD,6.5,3.1 - 8.9 (585),2011-2013
Sanpete,UT,6.5,3.1 - 8.9 (585),2011-2013
Summit,UT,6.5,3.1 - 8.9 (585),2011-2013
Windsor,VT,6.6,3.1 - 8.9 (585),2011-2013
Bayfield,WI,6.6,3.1 - 8.9 (585),2011-2013
Burnett,WI,6.6,3.1 - 8.9 (585),2011-2013
Jefferson,WA,6.6,3.1 - 8.9 (585),2011-2013
Loiza,PR,6.6,3.1 - 8.9 (585),2011-2013
Palo Alto,IA,6.6,3.1 - 8.9 (585),2011-2013
Monroe,IA,6.6,3.1 - 8.9 (585),2011-2013
Howard,IA,6.6,3.1 - 8.9 (585),2011-2013
Carroll,IA,6.6,3.1 - 8.9 (585),2011-2013
Stark,IL,6.6,3.1 - 8.9 (585),2011-2013
Mesa,CO,6.6,3.1 - 8.9 (585),2011-2013
Keith,NE,6.6,3.1 - 8.9 (585),2011-2013
Barton,MO,6.6,3.1 - 8.9 (585),2011-2013
Faribault,MN,6.6,3.1 - 8.9 (585),2011-2013
Aitkin,MN,6.6,3.1 - 8.9 (585),2011-2013
Pipestone,MN,6.6,3.1 - 8.9 (585),2011-2013
Macon,NC,6.6,3.1 - 8.9 (585),2011-2013
Humboldt,NV,6.6,3.1 - 8.9 (585),2011-2013
Jefferson,NE,6.6,3.1 - 8.9 (585),2011-2013
Santa Fe,NM,6.6,3.1 - 8.9 (585),2011-2013
Stark,ND,6.6,3.1 - 8.9 (585),2011-2013
Richland,ND,6.6,3.1 - 8.9 (585),2011-2013
Wells,ND,6.7,3.1 - 8.9 (585),2011-2013
Ketchikan Gateway,AK,6.7,3.1 - 8.9 (585),2011-2013
Moffat,CO,6.7,3.1 - 8.9 (585),2011-2013
Marshall,KS,6.7,3.1 - 8.9 (585),2011-2013
Carolina,PR,6.7,3.1 - 8.9 (585),2011-2013
Green Lake,WI,6.7,3.1 - 8.9 (585),2011-2013
Lavaca,TX,6.7,3.1 - 8.9 (585),2011-2013
Tripp,SD,6.8,3.1 - 8.9 (585),2011-2013
Adams,WA,6.8,3.1 - 8.9 (585),2011-2013
Franklin,ID,6.8,3.1 - 8.9 (585),2011-2013
Franklin,IA,6.8,3.1 - 8.9 (585),2011-2013
Steuben,IN,6.8,3.1 - 8.9 (585),2011-2013
Montrose,CO,6.8,3.1 - 8.9 (585),2011-2013
Van Buren,AR,6.8,3.1 - 8.9 (585),2011-2013
Highland,OH,6.8,3.1 - 8.9 (585),2011-2013
Jefferson,OR,6.8,3.1 - 8.9 (585),2011-2013
Ontonagon,MI,6.8,3.1 - 8.9 (585),2011-2013
Gage,NE,6.8,3.1 - 8.9 (585),2011-2013
Otoe,NE,6.9,3.1 - 8.9 (585),2011-2013
Richardson,NE,6.9,3.1 - 8.9 (585),2011-2013
Roosevelt,MT,6.9,3.1 - 8.9 (585),2011-2013
Marshall,MN,6.9,3.1 - 8.9 (585),2011-2013
Tillamook,OR,6.9,3.1 - 8.9 (585),2011-2013
Jefferson,IA,6.9,3.1 - 8.9 (585),2011-2013
Henry,IL,6.9,3.1 - 8.9 (585),2011-2013
Converse,WY,6.9,3.1 - 8.9 (585),2011-2013
Bayamon,PR,6.9,3.1 - 8.9 (585),2011-2013
Meade,SD,6.9,3.1 - 8.9 (585),2011-2013
Edgefield,SC,6.9,3.1 - 8.9 (585),2011-2013
Clay,SD,7.0,3.1 - 8.9 (585),2011-2013
Fall River,SD,7.0,3.1 - 8.9 (585),2011-2013
Sevier,UT,7.0,3.1 - 8.9 (585),2011-2013
Yabucoa,PR,7.0,3.1 - 8.9 (585),2011-2013
San German,PR,7.0,3.1 - 8.9 (585),2011-2013
Lafayette,WI,7.0,3.1 - 8.9 (585),2011-2013
Wayne,IL,7.0,3.1 - 8.9 (585),2011-2013
La Plata,CO,7.0,3.1 - 8.9 (585),2011-2013
Washington,NE,7.0,3.1 - 8.9 (585),2011-2013
Washington,ME,7.0,3.1 - 8.9 (585),2011-2013
Houghton,MI,7.1,3.1 - 8.9 (585),2011-2013
Norman,MN,7.1,3.1 - 8.9 (585),2011-2013
Rock,MN,7.1,3.1 - 8.9 (585),2011-2013
Las Animas,CO,7.1,3.1 - 8.9 (585),2011-2013
Huerfano,CO,7.1,3.1 - 8.9 (585),2011-2013
Santa Cruz,AZ,7.1,3.1 - 8.9 (585),2011-2013
Prowers,CO,7.1,3.1 - 8.9 (585),2011-2013
Rio Grande,CO,7.1,3.1 - 8.9 (585),2011-2013
Christian,IL,7.1,3.1 - 8.9 (585),2011-2013
Plymouth,IA,7.1,3.1 - 8.9 (585),2011-2013
Sullivan,IN,7.1,3.1 - 8.9 (585),2011-2013
Teton,WY,7.1,3.1 - 8.9 (585),2011-2013
Aguada,PR,7.1,3.1 - 8.9 (585),2011-2013
Guaynabo,PR,7.1,3.1 - 8.9 (585),2011-2013
Pend Oreille,WA,7.2,3.1 - 8.9 (585),2011-2013
Lamoille,VT,7.2,3.1 - 8.9 (585),2011-2013
Goliad,TX,7.2,3.1 - 8.9 (585),2011-2013
Harrison,IA,7.2,3.1 - 8.9 (585),2011-2013
Grundy,MO,7.2,3.1 - 8.9 (585),2011-2013
Pondera,MT,7.3,3.1 - 8.9 (585),2011-2013
Valley,MT,7.3,3.1 - 8.9 (585),2011-2013
Flathead,MT,7.3,3.1 - 8.9 (585),2011-2013
Pennington,MN,7.3,3.1 - 8.9 (585),2011-2013
Delta,MI,7.3,3.1 - 8.9 (585),2011-2013
Cheshire,NH,7.3,3.1 - 8.9 (585),2011-2013
Yates,NY,7.3,3.1 - 8.9 (585),2011-2013
Orange,NC,7.3,3.1 - 8.9 (585),2011-2013
Williams,OH,7.3,3.1 - 8.9 (585),2011-2013
Alamosa,CO,7.3,3.1 - 8.9 (585),2011-2013
Gillespie,TX,7.3,3.1 - 8.9 (585),2011-2013
Skamania,WA,7.3,3.1 - 8.9 (585),2011-2013
Hardy,WV,7.3,3.1 - 8.9 (585),2011-2013
Asotin,WA,7.3,3.1 - 8.9 (585),2011-2013
Weston,WY,7.3,3.1 - 8.9 (585),2011-2013
Isabela,PR,7.3,3.1 - 8.9 (585),2011-2013
Salinas,PR,7.4,3.1 - 8.9 (585),2011-2013
Shawano,WI,7.4,3.1 - 8.9 (585),2011-2013
Salt Lake,UT,7.4,3.1 - 8.9 (585),2011-2013
Duchesne,UT,7.4,3.1 - 8.9 (585),2011-2013
Plumas,CA,7.4,3.1 - 8.9 (585),2011-2013
Ripley,IN,7.4,3.1 - 8.9 (585),2011-2013
Madison,ID,7.4,3.1 - 8.9 (585),2011-2013
Van Buren,IA,7.4,3.1 - 8.9 (585),2011-2013
Alger,MI,7.4,3.1 - 8.9 (585),2011-2013
Becker,MN,7.4,3.1 - 8.9 (585),2011-2013
Burt,NE,7.4,3.1 - 8.9 (585),2011-2013
Schuyler,MO,7.4,3.1 - 8.9 (585),2011-2013
Nobles,MN,7.5,3.1 - 8.9 (585),2011-2013
Washington,NC,7.5,3.1 - 8.9 (585),2011-2013
Pembina,ND,7.5,3.1 - 8.9 (585),2011-2013
Douglas,NV,7.5,3.1 - 8.9 (585),2011-2013
Sullivan,NH,7.5,3.1 - 8.9 (585),2011-2013
McKinley,NM,7.5,3.1 - 8.9 (585),2011-2013
Greene,IN,7.5,3.1 - 8.9 (585),2011-2013
Fremont,IA,7.5,3.1 - 8.9 (585),2011-2013
Randolph,GA,7.5,3.1 - 8.9 (585),2011-2013
Grayson,VA,7.5,3.1 - 8.9 (585),2011-2013
Waushara,WI,7.5,3.1 - 8.9 (585),2011-2013
Lajas,PR,7.5,3.1 - 8.9 (585),2011-2013
Dorado,PR,7.5,3.1 - 8.9 (585),2011-2013
Door,WI,7.6,3.1 - 8.9 (585),2011-2013
Braxton,WV,7.6,3.1 - 8.9 (585),2011-2013
Grand Isle,VT,7.6,3.1 - 8.9 (585),2011-2013
Carbon,UT,7.6,3.1 - 8.9 (585),2011-2013
Maui,HI,7.6,3.1 - 8.9 (585),2011-2013
Grundy,IA,7.6,3.1 - 8.9 (585),2011-2013
Buchanan,IA,7.6,3.1 - 8.9 (585),2011-2013
Bernalillo,NM,7.6,3.1 - 8.9 (585),2011-2013
Ashe,NC,7.6,3.1 - 8.9 (585),2011-2013
Cumberland,ME,7.6,3.1 - 8.9 (585),2011-2013
Colfax,NE,7.6,3.1 - 8.9 (585),2011-2013
Antelope,NE,7.6,3.1 - 8.9 (585),2011-2013
Sullivan,MO,7.7,3.1 - 8.9 (585),2011-2013
Atchison,MO,7.7,3.1 - 8.9 (585),2011-2013
Schuyler,NY,7.7,3.1 - 8.9 (585),2011-2013
Wasco,OR,7.7,3.1 - 8.9 (585),2011-2013
Madison,IA,7.7,3.1 - 8.9 (585),2011-2013
Montgomery,IL,7.7,3.1 - 8.9 (585),2011-2013
Washington,IA,7.7,3.1 - 8.9 (585),2011-2013
Wilson,KS,7.7,3.1 - 8.9 (585),2011-2013
Grand,CO,7.7,3.1 - 8.9 (585),2011-2013
Douglas,CO,7.7,3.1 - 8.9 (585),2011-2013
Coconino,AZ,7.7,3.1 - 8.9 (585),2011-2013
Franklin,VT,7.7,3.1 - 8.9 (585),2011-2013
Blanco,TX,7.7,3.1 - 8.9 (585),2011-2013
Lawrence,SD,7.8,3.1 - 8.9 (585),2011-2013
Adams,WI,7.8,3.1 - 8.9 (585),2011-2013
Webster,WV,7.8,3.1 - 8.9 (585),2011-2013
Aguadilla,PR,7.8,3.1 - 8.9 (585),2011-2013
Trempealeau,WI,7.8,3.1 - 8.9 (585),2011-2013
Jefferson,CO,7.8,3.1 - 8.9 (585),2011-2013
Colusa,CA,7.8,3.1 - 8.9 (585),2011-2013
Wilkes,GA,7.8,3.1 - 8.9 (585),2011-2013
Fountain,IN,7.8,3.1 - 8.9 (585),2011-2013
Wabash,IN,7.8,3.1 - 8.9 (585),2011-2013
Valley,NE,7.8,3.1 - 8.9 (585),2011-2013
Dade,MO,7.8,3.1 - 8.9 (585),2011-2013
Goodhue,MN,7.8,3.1 - 8.9 (585),2011-2013
Sibley,MN,7.8,3.1 - 8.9 (585),2011-2013
Morrison,MN,7.9,3.1 - 8.9 (585),2011-2013
Dukes,MA,7.9,3.1 - 8.9 (585),2011-2013
Gogebic,MI,7.9,3.1 - 8.9 (585),2011-2013
Carter,MO,7.9,3.1 - 8.9 (585),2011-2013
Mineral,MT,7.9,3.1 - 8.9 (585),2011-2013
Cass,NE,7.9,3.1 - 8.9 (585),2011-2013
New York,NY,7.9,3.1 - 8.9 (585),2011-2013
Fulton,IN,7.9,3.1 - 8.9 (585),2011-2013
LaGrange,IN,7.9,3.1 - 8.9 (585),2011-2013
Benton,IA,7.9,3.1 - 8.9 (585),2011-2013
Seward,KS,7.9,3.1 - 8.9 (585),2011-2013
Summit,CO,7.9,3.1 - 8.9 (585),2011-2013
Baca,CO,7.9,3.1 - 8.9 (585),2011-2013
Kenai Peninsula,AK,7.9,3.1 - 8.9 (585),2011-2013
Arecibo,PR,7.9,3.1 - 8.9 (585),2011-2013
Taylor,WI,7.9,3.1 - 8.9 (585),2011-2013
Corozal,PR,7.9,3.1 - 8.9 (585),2011-2013
Lares,PR,7.9,3.1 - 8.9 (585),2011-2013
Fairfield,SC,7.9,3.1 - 8.9 (585),2011-2013
Castro,TX,7.9,3.1 - 8.9 (585),2011-2013
Kendall,TX,7.9,3.1 - 8.9 (585),2011-2013
El Paso,TX,8.0,3.1 - 8.9 (585),2011-2013
Kane,UT,8.0,3.1 - 8.9 (585),2011-2013
Walworth,SD,8.0,3.1 - 8.9 (585),2011-2013
Laramie,WY,8.0,3.1 - 8.9 (585),2011-2013
Arapahoe,CO,8.0,3.1 - 8.9 (585),2011-2013
Morgan,KY,8.0,3.1 - 8.9 (585),2011-2013
Bremer,IA,8.0,3.1 - 8.9 (585),2011-2013
Guthrie,IA,8.0,3.1 - 8.9 (585),2011-2013
Crawford,IA,8.0,3.1 - 8.9 (585),2011-2013
Wells,IN,8.0,3.1 - 8.9 (585),2011-2013
Randolph,IL,8.0,3.1 - 8.9 (585),2011-2013
Wabash,IL,8.0,3.1 - 8.9 (585),2011-2013
Sierra,NM,8.0,3.1 - 8.9 (585),2011-2013
Tompkins,NY,8.0,3.1 - 8.9 (585),2011-2013
Avery,NC,8.0,3.1 - 8.9 (585),2011-2013
Dickey,ND,8.0,3.1 - 8.9 (585),2011-2013
Lake,MN,8.0,3.1 - 8.9 (585),2011-2013
Furnas,NE,8.1,3.1 - 8.9 (585),2011-2013
Warren,NY,8.1,3.1 - 8.9 (585),2011-2013
Grant,NM,8.1,3.1 - 8.9 (585),2011-2013
Fulton,PA,8.1,3.1 - 8.9 (585),2011-2013
Dewey,OK,8.1,3.1 - 8.9 (585),2011-2013
Perry,IN,8.1,3.1 - 8.9 (585),2011-2013
Humboldt,IA,8.1,3.1 - 8.9 (585),2011-2013
Ida,IA,8.1,3.1 - 8.9 (585),2011-2013
Warren,IA,8.1,3.1 - 8.9 (585),2011-2013
Solano,CA,8.1,3.1 - 8.9 (585),2011-2013
Modoc,CA,8.1,3.1 - 8.9 (585),2011-2013
Santa Clara,CA,8.1,3.1 - 8.9 (585),2011-2013
Calaveras,CA,8.1,3.1 - 8.9 (585),2011-2013
Sauk,WI,8.1,3.1 - 8.9 (585),2011-2013
Chippewa,WI,8.1,3.1 - 8.9 (585),2011-2013
San Juan,WA,8.1,3.1 - 8.9 (585),2011-2013
Cayey,PR,8.1,3.1 - 8.9 (585),2011-2013
San Sebastian,PR,8.1,3.1 - 8.9 (585),2011-2013
Vega Alta,PR,8.1,3.1 - 8.9 (585),2011-2013
Dallam,TX,8.1,3.1 - 8.9 (585),2011-2013
Deaf Smith,TX,8.1,3.1 - 8.9 (585),2011-2013
Yoakum,TX,8.1,3.1 - 8.9 (585),2011-2013
Cache,UT,8.2,3.1 - 8.9 (585),2011-2013
Price,WI,8.2,3.1 - 8.9 (585),2011-2013
Uinta,WY,8.2,3.1 - 8.9 (585),2011-2013
Mendocino,CA,8.2,3.1 - 8.9 (585),2011-2013
Sonoma,CA,8.2,3.1 - 8.9 (585),2011-2013
Fremont,CO,8.2,3.1 - 8.9 (585),2011-2013
Rabun,GA,8.2,3.1 - 8.9 (585),2011-2013
Lincoln,GA,8.2,3.1 - 8.9 (585),2011-2013
Iowa,IA,8.2,3.1 - 8.9 (585),2011-2013
Chickasaw,IA,8.2,3.1 - 8.9 (585),2011-2013
Clay,IA,8.2,3.1 - 8.9 (585),2011-2013
Monroe,OH,8.2,3.1 - 8.9 (585),2011-2013
Yancey,NC,8.2,3.1 - 8.9 (585),2011-2013
Cedar,NE,8.2,3.1 - 8.9 (585),2011-2013
Madison,MO,8.2,3.1 - 8.9 (585),2011-2013
Schoolcraft,MI,8.2,3.1 - 8.9 (585),2011-2013
Winona,MN,8.2,3.1 - 8.9 (585),2011-2013
Rice,MN,8.2,3.1 - 8.9 (585),2011-2013
Charlevoix,MI,8.2,3.1 - 8.9 (585),2011-2013
Wabasha,MN,8.3,3.1 - 8.9 (585),2011-2013
Hubbard,MN,8.3,3.1 - 8.9 (585),2011-2013
Martin,MN,8.3,3.1 - 8.9 (585),2011-2013
Le Sueur,MN,8.3,3.1 - 8.9 (585),2011-2013
Hill,MT,8.3,3.1 - 8.9 (585),2011-2013
Deschutes,OR,8.3,3.1 - 8.9 (585),2011-2013
