County,state,value,range,year
Ketchikan Gateway,AK,5.6,3.3 - 8.9 (572),2014-2016
Blaine,ID,5.6,3.3 - 8.9 (572),2014-2016
Carbon,WY,5.6,3.3 - 8.9 (572),2014-2016
Trujillo Alto,PR,5.6,3.3 - 8.9 (572),2014-2016
Meade,SD,5.6,3.3 - 8.9 (572),2014-2016
Roberts,SD,5.7,3.3 - 8.9 (572),2014-2016
Sevier,UT,5.7,3.3 - 8.9 (572),2014-2016
Fajardo,PR,5.7,3.3 - 8.9 (572),2014-2016
Ferry,WA,5.7,3.3 - 8.9 (572),2014-2016
Archuleta,CO,5.7,3.3 - 8.9 (572),2014-2016
Mitchell,IA,5.7,3.3 - 8.9 (572),2014-2016
Sioux,IA,5.7,3.3 - 8.9 (572),2014-2016
Richland,ND,5.7,3.3 - 8.9 (572),2014-2016
Grant,OR,5.8,3.3 - 8.9 (572),2014-2016
Coos,NH,5.8,3.3 - 8.9 (572),2014-2016
Fulton,IN,5.8,3.3 - 8.9 (572),2014-2016
Shoshone,ID,5.8,3.3 - 8.9 (572),2014-2016
Franklin,ID,5.8,3.3 - 8.9 (572),2014-2016
Ashland,WI,5.8,3.3 - 8.9 (572),2014-2016
Polk,WI,5.8,3.3 - 8.9 (572),2014-2016
San Juan,PR,5.9,3.3 - 8.9 (572),2014-2016
Hamilton,IA,5.9,3.3 - 8.9 (572),2014-2016
Grafton,NH,5.9,3.3 - 8.9 (572),2014-2016
Grant,NM,5.9,3.3 - 8.9 (572),2014-2016
Graham,NC,5.9,3.3 - 8.9 (572),2014-2016
Clatsop,OR,5.9,3.3 - 8.9 (572),2014-2016
Stark,ND,5.9,3.3 - 8.9 (572),2014-2016
Ramsey,ND,5.9,3.3 - 8.9 (572),2014-2016
Tillamook,OR,6.0,3.3 - 8.9 (572),2014-2016
Lincoln,MT,6.0,3.3 - 8.9 (572),2014-2016
Buena Vista,IA,6.0,3.3 - 8.9 (572),2014-2016
Boundary,ID,6.0,3.3 - 8.9 (572),2014-2016
Park,CO,6.0,3.3 - 8.9 (572),2014-2016
Summit,CO,6.1,3.3 - 8.9 (572),2014-2016
Cassia,ID,6.1,3.3 - 8.9 (572),2014-2016
Pulaski,IN,6.1,3.3 - 8.9 (572),2014-2016
Cloud,KS,6.1,3.3 - 8.9 (572),2014-2016
Loiza,PR,6.1,3.3 - 8.9 (572),2014-2016
Lamoille,VT,6.1,3.3 - 8.9 (572),2014-2016
Custer,SD,6.1,3.3 - 8.9 (572),2014-2016
Okanogan,WA,6.2,3.3 - 8.9 (572),2014-2016
Clay,KS,6.2,3.3 - 8.9 (572),2014-2016
Boone,IA,6.2,3.3 - 8.9 (572),2014-2016
Davis,IA,6.2,3.3 - 8.9 (572),2014-2016
Rio Grande,CO,6.2,3.3 - 8.9 (572),2014-2016
Faribault,MN,6.2,3.3 - 8.9 (572),2014-2016
Lincoln,OR,6.2,3.3 - 8.9 (572),2014-2016
Dare,NC,6.2,3.3 - 8.9 (572),2014-2016
Montgomery,IA,6.3,3.3 - 8.9 (572),2014-2016
Sac,IA,6.3,3.3 - 8.9 (572),2014-2016
Jefferson,WA,6.3,3.3 - 8.9 (572),2014-2016
Guaynabo,PR,6.3,3.3 - 8.9 (572),2014-2016
Windsor,VT,6.3,3.3 - 8.9 (572),2014-2016
Uintah,UT,6.3,3.3 - 8.9 (572),2014-2016
San Juan,UT,6.3,3.3 - 8.9 (572),2014-2016
Langlade,WI,6.4,3.3 - 8.9 (572),2014-2016
Teton,WY,6.4,3.3 - 8.9 (572),2014-2016
Washakie,WY,6.4,3.3 - 8.9 (572),2014-2016
Sierra,NM,6.4,3.3 - 8.9 (572),2014-2016
Piscataquis,ME,6.4,3.3 - 8.9 (572),2014-2016
Somerset,ME,6.5,3.3 - 8.9 (572),2014-2016
Lincoln,ME,6.5,3.3 - 8.9 (572),2014-2016
Gogebic,MI,6.5,3.3 - 8.9 (572),2014-2016
Wilson,KS,6.5,3.3 - 8.9 (572),2014-2016
Sherman,KS,6.5,3.3 - 8.9 (572),2014-2016
Hancock,IA,6.5,3.3 - 8.9 (572),2014-2016
Hardin,IA,6.5,3.3 - 8.9 (572),2014-2016
Idaho,ID,6.5,3.3 - 8.9 (572),2014-2016
Bayamon,PR,6.5,3.3 - 8.9 (572),2014-2016
Bayamon,PR,6.5,3.3 - 8.9 (572),2014-2016
Dunn,WI,6.5,3.3 - 8.9 (572),2014-2016
Juab,UT,6.5,3.3 - 8.9 (572),2014-2016
Kane,UT,6.5,3.3 - 8.9 (572),2014-2016
Gillespie,TX,6.6,3.3 - 8.9 (572),2014-2016
Grant,WI,6.6,3.3 - 8.9 (572),2014-2016
Waupaca,WI,6.6,3.3 - 8.9 (572),2014-2016
Carolina,PR,6.6,3.3 - 8.9 (572),2014-2016
Catano,PR,6.6,3.3 - 8.9 (572),2014-2016
Weston,WY,6.6,3.3 - 8.9 (572),2014-2016
Goshen,WY,6.6,3.3 - 8.9 (572),2014-2016
Yabucoa,PR,6.6,3.3 - 8.9 (572),2014-2016
Osceola,IA,6.6,3.3 - 8.9 (572),2014-2016
Lyon,MN,6.6,3.3 - 8.9 (572),2014-2016
Taos,NM,6.6,3.3 - 8.9 (572),2014-2016
Pembina,ND,6.6,3.3 - 8.9 (572),2014-2016
Lake,OR,6.7,3.3 - 8.9 (572),2014-2016
Baker,OR,6.7,3.3 - 8.9 (572),2014-2016
Todd,MN,6.7,3.3 - 8.9 (572),2014-2016
Page,IA,6.7,3.3 - 8.9 (572),2014-2016
Brown,KS,6.7,3.3 - 8.9 (572),2014-2016
Marshall,KS,6.7,3.3 - 8.9 (572),2014-2016
Madison,IA,6.7,3.3 - 8.9 (572),2014-2016
Franklin,IA,6.7,3.3 - 8.9 (572),2014-2016
Carroll,IA,6.7,3.3 - 8.9 (572),2014-2016
Vermillion,IN,6.7,3.3 - 8.9 (572),2014-2016
Adair,IA,6.7,3.3 - 8.9 (572),2014-2016
Cayey,PR,6.7,3.3 - 8.9 (572),2014-2016
Lexington,VA,6.7,3.3 - 8.9 (572),2014-2016
Tripp,SD,6.7,3.3 - 8.9 (572),2014-2016
Deaf Smith,TX,6.8,3.3 - 8.9 (572),2014-2016
Comanche,TX,6.8,3.3 - 8.9 (572),2014-2016
Caguas,PR,6.8,3.3 - 8.9 (572),2014-2016
Price,WI,6.8,3.3 - 8.9 (572),2014-2016
Monroe,WI,6.8,3.3 - 8.9 (572),2014-2016
Isabela,PR,6.8,3.3 - 8.9 (572),2014-2016
Rush,IN,6.8,3.3 - 8.9 (572),2014-2016
Lemhi,ID,6.8,3.3 - 8.9 (572),2014-2016
Plymouth,IA,6.8,3.3 - 8.9 (572),2014-2016
Taylor,IA,6.8,3.3 - 8.9 (572),2014-2016
Yellow Medicine,MN,6.8,3.3 - 8.9 (572),2014-2016
Jefferson,MT,6.8,3.3 - 8.9 (572),2014-2016
Rio Arriba,NM,6.8,3.3 - 8.9 (572),2014-2016
Carroll,NH,6.9,3.3 - 8.9 (572),2014-2016
Crook,OR,6.9,3.3 - 8.9 (572),2014-2016
Texas,OK,6.9,3.3 - 8.9 (572),2014-2016
Sanders,MT,6.9,3.3 - 8.9 (572),2014-2016
Phelps,NE,6.9,3.3 - 8.9 (572),2014-2016
Waldo,ME,6.9,3.3 - 8.9 (572),2014-2016
Cumberland,KY,6.9,3.3 - 8.9 (572),2014-2016
Montrose,CO,6.9,3.3 - 8.9 (572),2014-2016
Trempealeau,WI,6.9,3.3 - 8.9 (572),2014-2016
Falls Church,VA,6.9,3.3 - 8.9 (572),2014-2016
Las Piedras,PR,7.0,3.3 - 8.9 (572),2014-2016
LaGrange,IN,7.0,3.3 - 8.9 (572),2014-2016
Miami,IN,7.0,3.3 - 8.9 (572),2014-2016
Floyd,IA,7.0,3.3 - 8.9 (572),2014-2016
Clayton,IA,7.0,3.3 - 8.9 (572),2014-2016
Monona,IA,7.0,3.3 - 8.9 (572),2014-2016
Freeborn,MN,7.0,3.3 - 8.9 (572),2014-2016
Cedar,NE,7.0,3.3 - 8.9 (572),2014-2016
Roosevelt,MT,7.0,3.3 - 8.9 (572),2014-2016
Ransom,ND,7.0,3.3 - 8.9 (572),2014-2016
Luna,NM,7.0,3.3 - 8.9 (572),2014-2016
Cheyenne,NE,7.1,3.3 - 8.9 (572),2014-2016
Carlton,MN,7.1,3.3 - 8.9 (572),2014-2016
Carver,MN,7.1,3.3 - 8.9 (572),2014-2016
Aitkin,MN,7.1,3.3 - 8.9 (572),2014-2016
Greene,IA,7.1,3.3 - 8.9 (572),2014-2016
Delaware,IA,7.1,3.3 - 8.9 (572),2014-2016
Fayette,IA,7.1,3.3 - 8.9 (572),2014-2016
Moffat,CO,7.1,3.3 - 8.9 (572),2014-2016
Benewah,ID,7.1,3.3 - 8.9 (572),2014-2016
Washburn,WI,7.1,3.3 - 8.9 (572),2014-2016
Buffalo,WI,7.1,3.3 - 8.9 (572),2014-2016
Lawrence,SD,7.1,3.3 - 8.9 (572),2014-2016
Beadle,SD,7.2,3.3 - 8.9 (572),2014-2016
Klickitat,WA,7.2,3.3 - 8.9 (572),2014-2016
San Lorenzo,PR,7.2,3.3 - 8.9 (572),2014-2016
Maui,HI,7.2,3.3 - 8.9 (572),2014-2016
Caribou,ID,7.2,3.3 - 8.9 (572),2014-2016
Allen,KS,7.2,3.3 - 8.9 (572),2014-2016
Lyon,KS,7.2,3.3 - 8.9 (572),2014-2016
Goodhue,MN,7.2,3.3 - 8.9 (572),2014-2016
Hubbard,MN,7.2,3.3 - 8.9 (572),2014-2016
Delta,MI,7.2,3.3 - 8.9 (572),2014-2016
McKinley,NM,7.2,3.3 - 8.9 (572),2014-2016
Valencia,NM,7.2,3.3 - 8.9 (572),2014-2016
Williams,ND,7.2,3.3 - 8.9 (572),2014-2016
Walsh,ND,7.3,3.3 - 8.9 (572),2014-2016
San Miguel,NM,7.3,3.3 - 8.9 (572),2014-2016
Delaware,NY,7.3,3.3 - 8.9 (572),2014-2016
Marshall,MN,7.3,3.3 - 8.9 (572),2014-2016
Nicollet,MN,7.3,3.3 - 8.9 (572),2014-2016
Sullivan,IN,7.3,3.3 - 8.9 (572),2014-2016
Fremont,ID,7.3,3.3 - 8.9 (572),2014-2016
Modoc,CA,7.3,3.3 - 8.9 (572),2014-2016
Chicot,AR,7.3,3.3 - 8.9 (572),2014-2016
Lincoln,WA,7.3,3.3 - 8.9 (572),2014-2016
Green Lake,WI,7.3,3.3 - 8.9 (572),2014-2016
Sawyer,WI,7.3,3.3 - 8.9 (572),2014-2016
Bon Homme,SD,7.3,3.3 - 8.9 (572),2014-2016
Carbon,UT,7.3,3.3 - 8.9 (572),2014-2016
Giles,VA,7.4,3.3 - 8.9 (572),2014-2016
Adams,WI,7.4,3.3 - 8.9 (572),2014-2016
Boulder,CO,7.4,3.3 - 8.9 (572),2014-2016
Bingham,ID,7.4,3.3 - 8.9 (572),2014-2016
Guthrie,IA,7.4,3.3 - 8.9 (572),2014-2016
Lewis,ID,7.4,3.3 - 8.9 (572),2014-2016
Mower,MN,7.4,3.3 - 8.9 (572),2014-2016
Kanabec,MN,7.4,3.3 - 8.9 (572),2014-2016
Dodge,MN,7.4,3.3 - 8.9 (572),2014-2016
Cherry,NE,7.4,3.3 - 8.9 (572),2014-2016
Colfax,NE,7.4,3.3 - 8.9 (572),2014-2016
Powell,MT,7.4,3.3 - 8.9 (572),2014-2016
Holt,MO,7.4,3.3 - 8.9 (572),2014-2016
Sullivan,NH,7.4,3.3 - 8.9 (572),2014-2016
Mitchell,NC,7.4,3.3 - 8.9 (572),2014-2016
Murray,OK,7.4,3.3 - 8.9 (572),2014-2016
Wells,ND,7.5,3.3 - 8.9 (572),2014-2016
Sheridan,NE,7.5,3.3 - 8.9 (572),2014-2016
Chenango,NY,7.5,3.3 - 8.9 (572),2014-2016
Silver Bow,MT,7.5,3.3 - 8.9 (572),2014-2016
Cottonwood,MN,7.5,3.3 - 8.9 (572),2014-2016
Baraga,MI,7.5,3.3 - 8.9 (572),2014-2016
Monroe,IA,7.5,3.3 - 8.9 (572),2014-2016
Franklin,IN,7.5,3.3 - 8.9 (572),2014-2016
Doniphan,KS,7.5,3.3 - 8.9 (572),2014-2016
Clark,AR,7.5,3.3 - 8.9 (572),2014-2016
Shawano,WI,7.5,3.3 - 8.9 (572),2014-2016
Albany,WY,7.5,3.3 - 8.9 (572),2014-2016
Big Horn,WY,7.5,3.3 - 8.9 (572),2014-2016
Toa Alta,PR,7.5,3.3 - 8.9 (572),2014-2016
Ponce,PR,7.5,3.3 - 8.9 (572),2014-2016
Buchanan,VA,7.5,3.3 - 8.9 (572),2014-2016
Hamilton,TX,7.5,3.3 - 8.9 (572),2014-2016
Charles Mix,SD,7.5,3.3 - 8.9 (572),2014-2016
Spink,SD,7.5,3.3 - 8.9 (572),2014-2016
Presidio,TX,7.6,3.3 - 8.9 (572),2014-2016
Lajas,PR,7.6,3.3 - 8.9 (572),2014-2016
Waushara,WI,7.6,3.3 - 8.9 (572),2014-2016
Jefferson,WI,7.6,3.3 - 8.9 (572),2014-2016
Pierce,WI,7.6,3.3 - 8.9 (572),2014-2016
San Juan,WA,7.6,3.3 - 8.9 (572),2014-2016
Stevens,WA,7.6,3.3 - 8.9 (572),2014-2016
Candler,GA,7.6,3.3 - 8.9 (572),2014-2016
Putnam,IN,7.6,3.3 - 8.9 (572),2014-2016
Washington,ME,7.6,3.3 - 8.9 (572),2014-2016
Dukes,MA,7.6,3.3 - 8.9 (572),2014-2016
Cumberland,ME,7.6,3.3 - 8.9 (572),2014-2016
Watonwan,MN,7.6,3.3 - 8.9 (572),2014-2016
Franklin,MS,7.6,3.3 - 8.9 (572),2014-2016
Pondera,MT,7.6,3.3 - 8.9 (572),2014-2016
Flathead,MT,7.6,3.3 - 8.9 (572),2014-2016
Dawson,NE,7.6,3.3 - 8.9 (572),2014-2016
York,NE,7.6,3.3 - 8.9 (572),2014-2016
Thayer,NE,7.6,3.3 - 8.9 (572),2014-2016
Santa Fe,NM,7.7,3.3 - 8.9 (572),2014-2016
Iron,MI,7.7,3.3 - 8.9 (572),2014-2016
Dickinson,IA,7.7,3.3 - 8.9 (572),2014-2016
Chickasaw,IA,7.7,3.3 - 8.9 (572),2014-2016
Audubon,IA,7.7,3.3 - 8.9 (572),2014-2016
Madison,ID,7.7,3.3 - 8.9 (572),2014-2016
Las Animas,CO,7.7,3.3 - 8.9 (572),2014-2016
Fremont,CO,7.7,3.3 - 8.9 (572),2014-2016
Calaveras,CA,7.7,3.3 - 8.9 (572),2014-2016
Kittitas,WA,7.7,3.3 - 8.9 (572),2014-2016
Bayfield,WI,7.7,3.3 - 8.9 (572),2014-2016
Vernon,WI,7.7,3.3 - 8.9 (572),2014-2016
Arecibo,PR,7.7,3.3 - 8.9 (572),2014-2016
Hatillo,PR,7.7,3.3 - 8.9 (572),2014-2016
Parmer,TX,7.7,3.3 - 8.9 (572),2014-2016
Orange,VT,7.7,3.3 - 8.9 (572),2014-2016
Davis,UT,7.7,3.3 - 8.9 (572),2014-2016
Butte,SD,7.7,3.3 - 8.9 (572),2014-2016
Union,TN,7.7,3.3 - 8.9 (572),2014-2016
Turner,SD,7.8,3.3 - 8.9 (572),2014-2016
Grant,SD,7.8,3.3 - 8.9 (572),2014-2016
Sanpete,UT,7.8,3.3 - 8.9 (572),2014-2016
Corozal,PR,7.8,3.3 - 8.9 (572),2014-2016
Cidra,PR,7.8,3.3 - 8.9 (572),2014-2016
Barceloneta,PR,7.8,3.3 - 8.9 (572),2014-2016
Barron,WI,7.8,3.3 - 8.9 (572),2014-2016
Rockbridge,VA,7.8,3.3 - 8.9 (572),2014-2016
Delta,CO,7.8,3.3 - 8.9 (572),2014-2016
Morgan,CO,7.8,3.3 - 8.9 (572),2014-2016
San Mateo,CA,7.8,3.3 - 8.9 (572),2014-2016
Cleburne,AR,7.8,3.3 - 8.9 (572),2014-2016
Kauai,HI,7.8,3.3 - 8.9 (572),2014-2016
Elmore,ID,7.8,3.3 - 8.9 (572),2014-2016
Marshall,IA,7.8,3.3 - 8.9 (572),2014-2016
Coffey,KS,7.8,3.3 - 8.9 (572),2014-2016
Washington,IA,7.8,3.3 - 8.9 (572),2014-2016
Pocahontas,IA,7.8,3.3 - 8.9 (572),2014-2016
Poweshiek,IA,7.8,3.3 - 8.9 (572),2014-2016
Neosho,KS,7.8,3.3 - 8.9 (572),2014-2016
Nobles,MN,7.8,3.3 - 8.9 (572),2014-2016
Otoe,NE,7.8,3.3 - 8.9 (572),2014-2016
Andrew,MO,7.8,3.3 - 8.9 (572),2014-2016
Los Alamos,NM,7.8,3.3 - 8.9 (572),2014-2016
Seward,NE,7.8,3.3 - 8.9 (572),2014-2016
Valley,NE,7.8,3.3 - 8.9 (572),2014-2016
White Pine,NV,7.9,3.3 - 8.9 (572),2014-2016
McLean,ND,7.9,3.3 - 8.9 (572),2014-2016
Dodge,NE,7.9,3.3 - 8.9 (572),2014-2016
Honolulu,HI,7.9,3.3 - 8.9 (572),2014-2016
Santa Cruz,AZ,7.9,3.3 - 8.9 (572),2014-2016
Broomfield,CO,7.9,3.3 - 8.9 (572),2014-2016
Island,WA,7.9,3.3 - 8.9 (572),2014-2016
Cabo Rojo,PR,7.9,3.3 - 8.9 (572),2014-2016
Sublette,WY,7.9,3.3 - 8.9 (572),2014-2016
Humacao,PR,7.9,3.3 - 8.9 (572),2014-2016
Washington,VT,7.9,3.3 - 8.9 (572),2014-2016
Bland,VA,7.9,3.3 - 8.9 (572),2014-2016
Hughes,SD,7.9,3.3 - 8.9 (572),2014-2016
Windham,VT,8.0,3.3 - 8.9 (572),2014-2016
Box Elder,UT,8.0,3.3 - 8.9 (572),2014-2016
Cache,UT,8.0,3.3 - 8.9 (572),2014-2016
Moore,TX,8.0,3.3 - 8.9 (572),2014-2016
Vega Alta,PR,8.0,3.3 - 8.9 (572),2014-2016
Sheridan,WY,8.0,3.3 - 8.9 (572),2014-2016
Burnett,WI,8.0,3.3 - 8.9 (572),2014-2016
Oconto,WI,8.0,3.3 - 8.9 (572),2014-2016
Mason,WA,8.0,3.3 - 8.9 (572),2014-2016
Sonoma,CA,8.0,3.3 - 8.9 (572),2014-2016
Lassen,CA,8.0,3.3 - 8.9 (572),2014-2016
Towns,GA,8.0,3.3 - 8.9 (572),2014-2016
Lamar,GA,8.0,3.3 - 8.9 (572),2014-2016
Routt,CO,8.0,3.3 - 8.9 (572),2014-2016
Nemaha,KS,8.0,3.3 - 8.9 (572),2014-2016
Riley,KS,8.0,3.3 - 8.9 (572),2014-2016
Van Buren,IA,8.0,3.3 - 8.9 (572),2014-2016
Atchison,KS,8.0,3.3 - 8.9 (572),2014-2016
Keokuk,IA,8.0,3.3 - 8.9 (572),2014-2016
Broadwater,MT,8.0,3.3 - 8.9 (572),2014-2016
Carroll,MO,8.0,3.3 - 8.9 (572),2014-2016
Gentry,MO,8.0,3.3 - 8.9 (572),2014-2016
Rice,MN,8.0,3.3 - 8.9 (572),2014-2016
Waseca,MN,8.0,3.3 - 8.9 (572),2014-2016
Le Sueur,MN,8.0,3.3 - 8.9 (572),2014-2016
McHenry,ND,8.0,3.3 - 8.9 (572),2014-2016
Bernalillo,NM,8.0,3.3 - 8.9 (572),2014-2016
Wyandot,OH,8.0,3.3 - 8.9 (572),2014-2016
Douglas,OR,8.0,3.3 - 8.9 (572),2014-2016
Malheur,OR,8.0,3.3 - 8.9 (572),2014-2016
Benton,OR,8.1,3.3 - 8.9 (572),2014-2016
Cibola,NM,8.1,3.3 - 8.9 (572),2014-2016
Barnes,ND,8.1,3.3 - 8.9 (572),2014-2016
Clay,NC,8.1,3.3 - 8.9 (572),2014-2016
Olmsted,MN,8.1,3.3 - 8.9 (572),2014-2016
Benton,IA,8.1,3.3 - 8.9 (572),2014-2016
Bremer,IA,8.1,3.3 - 8.9 (572),2014-2016
Buchanan,IA,8.1,3.3 - 8.9 (572),2014-2016
Plumas,CA,8.1,3.3 - 8.9 (572),2014-2016
Santa Clara,CA,8.1,3.3 - 8.9 (572),2014-2016
Jackson,WI,8.1,3.3 - 8.9 (572),2014-2016
San Sebastian,PR,8.1,3.3 - 8.9 (572),2014-2016
Salinas,PR,8.1,3.3 - 8.9 (572),2014-2016
Reeves,TX,8.1,3.3 - 8.9 (572),2014-2016
Bailey,TX,8.1,3.3 - 8.9 (572),2014-2016
Arlington,VA,8.2,3.3 - 8.9 (572),2014-2016
San German,PR,8.2,3.3 - 8.9 (572),2014-2016
Vilas,WI,8.2,3.3 - 8.9 (572),2014-2016
Garfield,CO,8.2,3.3 - 8.9 (572),2014-2016
Van Buren,AR,8.2,3.3 - 8.9 (572),2014-2016
Hawaii,HI,8.2,3.3 - 8.9 (572),2014-2016
Dallas,IA,8.2,3.3 - 8.9 (572),2014-2016
Lyon,IA,8.2,3.3 - 8.9 (572),2014-2016
Steuben,IN,8.2,3.3 - 8.9 (572),2014-2016
Brown,IN,8.2,3.3 - 8.9 (572),2014-2016
Rice,KS,8.2,3.3 - 8.9 (572),2014-2016
Kandiyohi,MN,8.2,3.3 - 8.9 (572),2014-2016
Martin,MN,8.2,3.3 - 8.9 (572),2014-2016
Newaygo,MI,8.2,3.3 - 8.9 (572),2014-2016
Chariton,MO,8.2,3.3 - 8.9 (572),2014-2016
Atchison,MO,8.2,3.3 - 8.9 (572),2014-2016
Schuyler,MO,8.2,3.3 - 8.9 (572),2014-2016
Orange,NC,8.2,3.3 - 8.9 (572),2014-2016
Sandoval,NM,8.2,3.3 - 8.9 (572),2014-2016
Lewis,NY,8.2,3.3 - 8.9 (572),2014-2016
New York,NY,8.2,3.3 - 8.9 (572),2014-2016
Morrill,NE,8.2,3.3 - 8.9 (572),2014-2016
Stutsman,ND,8.2,3.3 - 8.9 (572),2014-2016
Crawford,OH,8.2,3.3 - 8.9 (572),2014-2016
Umatilla,OR,8.3,3.3 - 8.9 (572),2014-2016
Strafford,NH,8.3,3.3 - 8.9 (572),2014-2016
Washington,NC,8.3,3.3 - 8.9 (572),2014-2016
Shannon,MO,8.3,3.3 - 8.9 (572),2014-2016
Otter Tail,MN,8.3,3.3 - 8.9 (572),2014-2016
Pennington,MN,8.3,3.3 - 8.9 (572),2014-2016
Marin,CA,8.3,3.3 - 8.9 (572),2014-2016
Mesa,CO,8.3,3.3 - 8.9 (572),2014-2016
Custer,CO,8.3,3.3 - 8.9 (572),2014-2016
Arapahoe,CO,8.3,3.3 - 8.9 (572),2014-2016
Aguadilla,PR,8.3,3.3 - 8.9 (572),2014-2016
Pacific,WA,8.3,3.3 - 8.9 (572),2014-2016
Weber,UT,8.3,3.3 - 8.9 (572),2014-2016
Tooele,UT,8.4,3.3 - 8.9 (572),2014-2016
Iron,UT,8.4,3.3 - 8.9 (572),2014-2016
Burnet,TX,8.4,3.3 - 8.9 (572),2014-2016
Pend Oreille,WA,8.4,3.3 - 8.9 (572),2014-2016
Coamo,PR,8.4,3.3 - 8.9 (572),2014-2016
Sauk,WI,8.4,3.3 - 8.9 (572),2014-2016
Columbia,WI,8.4,3.3 - 8.9 (572),2014-2016
Prowers,CO,8.4,3.3 - 8.9 (572),2014-2016
Denver,CO,8.4,3.3 - 8.9 (572),2014-2016
Denver,CO,8.4,3.3 - 8.9 (572),2014-2016
Coconino,AZ,8.4,3.3 - 8.9 (572),2014-2016
Jefferson,ID,8.4,3.3 - 8.9 (572),2014-2016
Gem,ID,8.4,3.3 - 8.9 (572),2014-2016
Lincoln,GA,8.4,3.3 - 8.9 (572),2014-2016
